UCL_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL521046,8,10,23,24,22,15,4,0,0,119,13,21,23,22,24,17,24,13,0,146,0,3,3,4,3,4,0,0,0,19,22,27,48,49,55,36,27,13,0,284,0,5,27,20,22,18,9,0,0,102,10,3,9,14,13,7,7,4,0,67,3,0,4,0,3,3,0,0,0,10,4,0,4,0,0,0,0,0,0,9,12,12,41,36,35,27,14,4,0,185,0,6,6,4,0,3,0,0,0,21,3,4,0,0,7,0,0,0,0,16,5,4,6,4,10,4,0,0,0,32,20,15,50,40,49,33,14,4,0,222,37,38,42,36,45,38,31,18,3,286,0,3,0,11,6,7,11,3,0,46,54,60,100,81,102,80,51,24,3,554
UCL521047,0,6,23,25,39,22,8,0,0,129,0,0,8,5,10,9,23,13,10,67,0,0,7,3,4,0,4,0,3,11,6,6,29,32,49,31,31,18,6,203,3,7,31,29,40,42,11,0,0,159,0,4,4,20,20,12,10,0,0,68,0,0,4,6,5,5,0,0,0,15,0,0,6,0,0,0,0,0,0,7,8,13,43,47,65,58,18,4,0,245,0,5,4,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,5,6,0,7,0,0,0,0,17,4,12,42,52,67,62,21,4,0,264,4,0,10,4,15,21,50,30,10,134,0,4,5,3,9,8,4,3,4,42,11,18,63,62,84,89,68,36,12,440
UCL521048,12,12,15,31,44,49,17,0,0,182,5,3,17,12,4,30,69,41,19,196,0,0,9,3,6,5,11,0,0,36,14,19,40,50,51,82,90,45,21,412,4,17,26,32,46,49,8,0,0,179,10,3,10,14,16,36,15,0,0,106,0,0,5,11,5,9,6,0,0,27,0,0,0,0,0,0,0,0,0,3,14,21,44,55,60,91,31,3,0,318,5,5,0,0,6,5,0,0,0,19,5,0,0,3,4,0,0,0,0,15,3,5,6,0,7,4,0,0,0,30,16,26,48,57,68,95,29,3,0,350,14,7,23,17,9,48,145,86,30,379,0,3,19,8,6,15,9,12,0,84,33,35,90,85,86,161,181,95,34,808
UCL521049,3,6,12,16,11,3,0,0,0,51,17,17,29,29,23,18,5,0,0,142,0,3,7,4,0,5,0,0,0,23,19,35,46,47,34,29,5,3,0,218,0,4,11,13,14,11,5,0,0,65,0,0,4,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,18,25,15,11,5,0,0,82,5,6,8,7,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,3,5,9,12,8,0,3,0,0,0,40,8,15,25,28,16,14,5,0,0,121,35,38,57,50,40,26,5,0,0,250,3,4,8,3,8,4,0,0,0,38,42,57,88,87,66,46,11,4,0,406
UCL521050,3,15,29,39,25,39,17,0,0,158,5,7,11,5,3,14,32,18,9,101,0,4,0,3,0,0,7,0,0,14,10,22,38,49,34,47,54,24,9,281,17,22,43,43,37,35,18,0,0,215,3,9,19,15,19,27,15,0,0,100,0,0,0,0,0,10,7,0,0,20,0,0,3,0,0,6,0,0,0,4,17,35,67,66,59,62,34,4,0,343,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,0,4,3,5,3,0,0,0,18,17,31,73,70,63,69,34,4,0,359,6,5,14,14,13,29,66,26,15,191,6,5,6,5,0,3,13,4,0,45,25,41,97,95,69,95,108,43,19,593
UCL521051,15,18,25,33,47,49,5,0,0,187,15,9,9,14,15,25,30,23,9,150,3,0,0,4,6,4,7,11,0,31,35,26,37,54,68,79,42,28,7,368,10,20,30,34,56,59,8,0,0,210,13,15,21,11,21,31,11,0,0,121,0,0,6,6,5,4,0,0,0,18,0,3,0,0,0,0,0,0,0,6,24,41,51,54,78,97,16,0,0,353,0,0,3,3,3,3,0,0,0,20,5,7,0,0,4,0,0,0,0,16,3,7,5,6,6,3,0,0,0,38,25,48,58,61,87,100,19,0,0,393,25,10,17,22,26,43,52,39,10,252,3,3,8,13,8,6,10,10,3,57,56,62,82,92,122,152,80,49,10,698
UCL521052,8,3,31,24,22,17,4,0,0,109,13,8,20,18,16,23,7,12,0,115,8,0,13,9,8,9,6,3,0,58,33,17,59,54,41,44,15,17,0,280,6,6,38,36,40,22,11,0,0,158,3,5,8,9,11,7,7,0,0,54,0,0,7,3,0,0,0,0,0,13,0,0,3,0,3,0,0,0,0,7,10,11,53,52,53,32,16,0,0,231,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,12,11,15,53,53,56,36,16,0,0,239,23,20,28,35,34,32,23,18,0,210,10,8,19,31,16,18,10,3,0,117,42,36,101,118,101,90,49,25,0,575
UCL522001,8,11,19,16,10,5,6,0,0,77,9,10,28,22,12,9,3,4,0,95,0,4,0,0,0,0,5,0,0,12,13,27,46,32,24,13,13,4,0,180,5,7,17,4,8,6,5,0,0,43,0,0,3,5,0,0,4,0,0,18,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,3,0,0,0,7,3,10,24,14,6,10,6,0,0,74,15,11,13,15,6,0,0,0,0,66,3,0,3,0,4,0,0,0,0,14,13,17,21,17,8,0,0,0,0,78,19,23,40,29,16,7,6,0,0,153,24,26,45,38,34,16,10,4,0,186,0,3,0,3,3,4,5,0,0,20,39,54,89,71,54,30,17,4,3,358
UCL522002,4,4,10,5,13,16,5,0,0,58,5,0,0,0,4,14,26,13,3,71,0,0,0,0,3,0,0,0,0,3,7,4,13,10,23,24,36,18,3,135,0,8,9,9,11,17,4,0,0,55,6,0,6,6,8,0,5,0,0,35,0,0,5,0,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,3,6,8,16,17,28,25,11,0,0,108,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,8,16,17,30,25,11,0,0,113,6,0,5,5,4,17,50,27,9,122,0,4,6,0,4,6,0,0,0,14,9,13,30,23,38,41,64,29,9,248
UCL522003,3,3,9,11,8,0,0,0,0,42,9,8,11,7,4,8,3,3,3,57,0,0,0,7,0,0,0,0,0,10,11,11,27,26,17,4,3,3,0,103,0,0,15,10,11,4,4,0,0,40,0,4,4,8,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,23,18,13,3,0,0,0,70,0,5,0,0,0,0,0,0,0,16,0,0,3,0,3,0,0,0,0,6,0,5,6,3,3,0,0,0,0,22,3,12,30,21,19,4,0,0,0,89,15,16,16,10,12,13,7,6,0,99,0,3,6,11,3,0,0,0,0,23,19,33,53,38,37,14,11,6,4,218
UCL522004,0,0,6,5,7,0,0,0,0,22,18,13,18,18,15,10,7,3,0,95,0,0,0,0,0,0,0,0,0,0,24,16,28,21,16,9,7,3,0,121,0,4,3,3,3,0,0,0,0,17,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,13,3,4,0,0,0,33,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,3,3,0,8,0,5,0,0,0,0,13,9,4,14,10,4,4,0,0,0,44,45,31,28,27,19,18,9,3,0,181,0,0,0,4,0,0,0,0,0,5,45,31,45,38,26,25,9,3,0,228
UCL522005,8,0,8,19,10,5,0,0,0,49,7,10,15,11,4,8,3,4,0,60,0,0,0,0,0,0,0,0,0,9,17,9,23,29,13,15,4,3,0,116,0,0,10,16,0,5,3,0,0,32,3,0,10,10,7,5,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,4,0,19,26,12,6,4,0,0,71,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,10,0,0,0,7,3,0,0,0,0,15,8,0,19,32,12,9,4,0,0,81,16,8,26,21,10,10,5,9,0,112,9,0,5,6,0,0,0,0,0,20,30,9,55,55,24,22,9,9,0,214
UCL522006,5,16,17,23,26,24,3,0,0,110,3,3,0,0,3,20,17,13,3,68,0,0,0,0,0,0,0,0,0,9,11,19,19,22,31,41,24,13,3,184,7,11,17,23,40,27,4,0,0,131,6,13,8,13,15,14,9,0,0,79,3,0,0,0,3,3,0,0,0,9,0,0,0,0,6,0,0,0,0,7,17,27,27,41,57,42,14,0,0,224,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,21,25,27,39,57,41,14,0,0,234,4,6,0,0,4,28,36,19,8,117,0,0,4,0,3,7,0,0,0,14,32,33,33,46,70,69,52,21,8,369
UCL522007,4,3,11,10,6,13,9,0,0,60,0,0,0,0,0,6,17,6,0,31,0,0,0,0,3,0,0,0,0,6,4,3,12,10,4,19,27,6,0,91,0,7,15,13,13,8,4,0,0,66,4,0,0,0,0,13,13,0,0,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,12,18,17,10,25,19,0,0,101,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,5,12,18,17,10,23,21,0,0,109,5,0,0,0,3,13,31,20,4,74,0,0,0,0,3,4,0,0,0,10,5,12,22,17,17,42,58,21,9,191
UCL522008,0,3,7,11,7,6,3,0,0,41,4,0,5,4,4,12,10,3,4,42,0,0,0,0,0,3,4,3,0,10,4,4,11,11,18,19,16,7,4,88,4,5,5,3,8,8,7,5,0,38,0,0,4,6,9,7,4,0,0,32,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,13,14,14,20,8,3,0,76,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,0,0,0,11,4,3,19,12,19,21,6,3,0,84,6,0,3,6,6,16,21,9,4,69,0,0,0,0,0,3,4,6,0,15,5,5,22,19,21,40,37,14,4,166
UCL522009,12,5,16,24,21,15,3,0,0,91,6,7,5,3,5,4,12,6,0,48,0,0,6,0,6,0,0,0,0,12,18,13,22,26,33,21,12,6,0,154,3,10,22,27,51,16,0,0,0,133,12,3,5,12,8,15,4,0,0,60,0,0,0,0,5,0,0,0,0,8,0,0,4,0,0,0,0,0,0,3,17,17,35,42,60,33,7,0,0,203,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,14,17,35,42,58,39,7,0,0,210,13,7,5,4,14,10,15,10,0,75,0,3,5,6,10,4,0,0,0,26,32,28,42,49,79,49,25,10,0,313
UCL522010,7,0,10,21,19,17,5,0,0,73,8,5,0,3,8,5,9,3,0,48,0,0,0,0,0,3,6,6,0,21,10,3,16,25,26,25,21,12,4,143,0,11,17,19,22,19,4,0,0,103,14,3,5,13,14,9,4,0,0,51,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,14,23,36,36,28,14,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,16,13,23,36,36,33,14,0,0,165,23,5,3,4,10,7,24,11,0,95,0,0,0,0,4,11,24,16,8,58,38,16,31,40,43,52,58,26,10,313
UCL522011,0,8,14,12,11,18,9,0,0,60,0,3,6,0,0,3,13,8,0,34,0,0,5,10,0,0,4,0,0,22,3,11,19,21,14,24,20,7,0,114,0,8,21,18,16,25,8,0,0,92,0,0,3,13,6,5,8,0,0,33,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,31,33,20,33,11,0,0,145,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,31,33,20,29,11,0,0,143,3,3,3,0,0,7,32,17,9,78,3,0,5,17,3,4,8,0,0,39,6,22,36,54,26,41,52,20,9,265
UCL522012,3,4,19,14,16,31,5,3,0,96,0,0,9,0,4,10,28,21,6,92,0,0,0,0,8,3,0,3,0,15,3,4,27,21,24,42,44,29,8,195,4,0,26,14,19,34,3,3,0,110,0,4,10,11,7,21,10,3,0,65,0,0,3,0,0,0,0,0,0,17,0,0,7,0,0,4,0,0,0,11,3,7,44,30,31,58,21,7,0,196,0,0,0,3,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,8,0,0,0,11,4,7,44,36,34,63,21,7,0,202,9,0,11,3,4,23,70,41,12,177,0,0,5,4,5,9,5,4,4,29,12,9,55,36,49,92,92,53,16,416
UCL522013,9,8,12,15,29,19,0,0,0,90,8,0,10,4,11,18,21,10,5,87,4,3,0,0,0,3,0,0,0,9,15,11,19,20,41,37,21,10,5,185,9,7,15,23,29,29,3,0,0,110,7,5,9,13,15,13,3,0,0,64,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,4,14,17,20,35,49,41,4,0,0,189,0,0,0,0,4,3,0,0,0,10,4,0,0,0,0,0,0,0,0,8,4,0,0,0,4,5,0,0,0,11,14,17,26,39,49,47,5,0,0,202,14,0,8,5,20,28,41,13,8,144,6,3,0,0,0,7,5,3,0,16,35,17,35,49,74,79,44,19,8,359
UCL522014,0,5,6,12,8,9,0,0,0,43,3,3,3,0,4,16,6,5,0,39,0,0,0,0,0,3,0,0,0,0,4,8,9,10,16,19,9,5,0,86,0,6,16,15,15,6,0,0,0,56,3,0,3,3,4,0,0,0,0,24,0,0,0,4,3,4,0,0,0,5,0,0,0,6,0,0,0,0,0,5,9,8,19,24,17,15,0,0,0,91,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,6,9,8,18,25,16,18,0,0,0,97,0,3,3,3,6,20,15,9,0,57,0,0,0,4,3,3,3,0,0,9,12,13,25,29,26,36,19,9,0,167
UCL522015,5,16,28,14,10,11,5,0,0,85,0,0,6,4,0,0,8,0,0,14,0,0,8,0,0,4,0,0,0,8,5,16,36,18,10,15,13,0,0,115,5,14,37,21,17,13,0,0,0,104,4,12,15,5,3,3,0,0,0,45,0,0,6,8,0,4,3,0,0,20,0,0,3,0,0,0,0,0,0,7,8,25,53,33,22,19,11,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,53,33,22,19,11,0,0,173,0,0,5,4,0,6,14,0,0,30,0,0,4,6,0,5,0,0,0,14,12,25,63,39,24,31,23,3,0,217
UCL522016,0,4,3,13,4,15,3,0,0,49,4,4,0,3,4,6,7,13,0,47,0,0,0,3,0,5,3,0,3,17,8,7,15,21,16,23,14,13,5,111,0,0,9,11,12,10,4,0,0,46,3,3,0,7,4,13,4,0,0,34,0,0,0,3,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,6,6,14,19,14,25,14,3,0,95,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,6,6,12,22,20,26,14,3,0,104,3,5,8,3,11,9,18,24,0,86,3,0,5,8,5,8,3,3,3,33,12,6,21,30,29,46,33,29,5,221
UCL522017,0,6,14,5,22,21,3,0,0,82,0,4,8,0,4,13,26,4,0,63,0,0,0,0,0,3,0,0,0,11,9,12,20,12,25,39,36,6,0,159,0,6,10,20,25,22,3,3,0,85,4,3,15,3,15,19,3,0,0,60,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,5,11,20,21,41,46,12,3,0,153,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,16,26,24,41,48,12,3,0,164,3,4,12,12,7,24,60,19,5,136,0,0,0,0,4,10,4,4,0,28,12,15,35,36,49,75,76,27,5,323
UCL522018,0,5,4,3,4,8,4,0,0,23,0,0,0,0,3,6,16,5,0,25,0,4,0,3,0,0,4,0,0,9,0,9,4,10,8,10,23,5,0,60,0,4,0,4,5,8,3,0,0,30,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,10,8,8,7,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,10,4,14,8,0,0,46,0,0,0,0,7,6,35,13,0,58,0,4,3,3,5,3,7,0,0,23,0,9,9,5,16,22,52,11,0,130
UCL522019,0,4,3,6,8,7,4,0,0,29,0,0,0,0,3,6,10,4,5,32,0,0,3,5,3,4,0,0,0,21,6,3,10,12,16,18,15,4,4,78,0,4,7,6,4,17,5,0,0,45,0,0,0,6,3,9,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,7,11,14,27,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,7,9,14,25,9,0,0,68,0,0,0,0,7,7,17,9,11,56,0,0,5,13,3,7,0,0,5,29,5,3,10,25,22,38,26,9,8,155
UCL522020,0,5,11,7,12,16,3,0,0,48,6,3,10,6,6,0,0,0,0,35,0,0,0,4,0,3,0,0,0,10,11,15,19,18,15,19,5,0,0,92,0,0,8,0,10,16,4,0,0,31,0,6,0,8,0,4,0,0,0,24,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,13,12,12,24,8,0,0,65,0,10,8,3,4,3,0,0,0,30,0,0,0,6,0,0,0,0,0,12,4,9,8,4,9,3,0,0,0,39,4,17,21,17,18,29,7,0,0,106,15,9,14,7,3,11,8,0,0,67,0,0,0,4,0,9,0,0,0,15,17,23,39,26,26,43,15,0,0,184
UCL522021,0,4,9,27,8,7,9,0,0,67,3,0,3,4,3,8,26,15,0,67,0,0,0,0,0,0,0,0,4,10,4,7,11,34,17,15,34,17,4,142,3,0,13,19,13,14,8,0,0,77,0,5,0,17,6,6,14,0,0,50,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,3,3,12,16,43,28,22,22,0,0,140,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,3,14,16,44,28,24,22,0,0,145,7,4,5,4,7,14,48,28,3,117,0,0,0,0,3,0,8,0,3,23,13,21,22,49,35,38,71,30,4,289
UCL522022,0,5,16,4,15,9,0,0,0,51,0,3,0,0,0,6,14,6,0,42,0,0,4,3,7,0,3,0,0,20,4,9,17,6,20,21,19,7,0,106,3,5,14,9,13,10,4,0,0,53,5,5,5,7,7,12,0,3,0,36,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,7,24,12,21,21,4,3,0,93,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,7,24,17,26,21,4,0,0,103,0,3,0,5,3,6,30,22,0,66,0,0,4,5,8,3,6,4,0,33,5,12,30,24,37,36,39,26,0,205
UCL522023,4,7,15,8,15,20,7,0,0,69,0,0,4,4,11,10,13,5,5,52,0,0,0,0,0,5,3,0,0,10,5,4,20,14,25,32,26,9,5,135,0,0,18,14,16,17,10,0,0,77,3,0,7,5,8,12,4,0,0,46,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,7,11,9,27,19,29,35,13,0,0,136,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,6,0,0,10,9,7,22,19,28,38,13,0,0,144,5,0,0,6,9,18,36,19,9,101,0,0,0,6,0,9,10,3,0,27,15,12,33,33,47,64,57,21,9,279
UCL522024,0,0,5,5,7,15,4,0,0,55,0,0,0,0,5,18,29,16,0,67,0,0,0,0,0,4,0,0,4,6,0,4,4,5,13,38,37,16,4,123,0,0,0,3,12,18,4,0,0,49,4,6,5,5,3,13,11,0,0,52,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,11,12,18,36,18,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,12,18,36,18,3,0,106,0,0,0,0,3,22,55,33,3,127,0,0,0,0,0,4,4,0,4,9,5,5,11,12,23,62,74,37,10,232
UCL522025,4,8,7,20,14,26,5,3,0,87,0,3,0,6,5,10,26,13,10,82,0,3,3,3,6,9,6,8,0,31,7,9,15,30,19,41,43,20,13,192,5,7,15,22,15,37,7,0,0,104,0,4,4,16,9,9,14,5,0,60,0,0,0,4,9,0,4,0,0,14,0,0,0,0,0,0,0,0,0,4,6,13,21,37,27,47,23,8,0,174,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,3,4,0,4,0,0,0,8,6,13,23,39,29,46,23,8,0,184,8,3,4,6,11,17,56,27,17,151,0,0,5,5,6,12,16,9,0,59,15,21,34,49,43,75,91,49,20,391
UCL522026,4,0,6,4,10,16,9,0,0,48,4,0,0,0,0,4,27,20,3,69,0,0,0,0,0,0,4,0,0,6,3,0,6,10,15,18,39,24,6,127,0,0,7,0,10,19,10,0,0,49,0,0,0,5,11,13,8,0,0,43,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,14,5,22,37,19,5,0,101,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,9,4,6,14,5,24,40,18,5,0,108,8,0,5,0,5,13,67,48,10,150,0,0,0,0,0,0,3,0,0,13,5,6,19,12,24,49,93,58,10,276
UCL522027,5,12,6,17,8,20,4,0,0,64,6,5,0,7,9,13,21,13,0,69,0,0,0,3,0,0,4,0,0,13,8,14,11,22,13,31,32,17,0,145,0,7,9,22,17,23,5,0,0,82,3,3,0,9,6,11,0,0,0,36,0,0,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,12,15,28,26,31,4,0,0,129,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,11,5,12,19,30,23,34,7,0,0,136,9,3,4,8,4,25,42,31,8,142,0,0,0,5,0,3,8,0,0,24,18,18,28,42,35,64,51,37,7,304
UCL522028,0,3,6,3,4,7,3,0,0,25,0,0,0,0,0,5,14,14,0,38,0,0,0,0,0,0,0,0,0,3,0,3,6,3,4,18,16,17,0,72,0,0,7,5,6,9,0,0,0,24,0,0,3,3,0,11,7,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,6,3,18,3,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,5,19,3,0,0,53,0,0,3,0,0,12,27,21,5,70,0,0,0,0,0,3,4,0,0,12,0,6,18,6,6,38,33,24,5,137
UCL522029,10,0,12,19,22,13,0,0,0,77,4,0,9,4,3,9,21,10,3,63,0,0,0,0,3,0,0,0,0,5,16,5,25,28,30,21,21,10,3,143,0,7,22,27,16,16,4,0,0,92,14,0,14,8,14,7,3,0,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,15,8,34,40,35,24,4,0,0,159,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,3,4,3,0,0,0,0,12,15,8,35,48,35,27,4,0,0,169,14,0,9,9,3,10,40,15,3,112,0,0,3,0,3,4,0,0,0,14,22,10,49,55,43,42,44,16,3,298
