UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL521036,0,4,0,0,0,0,0,0,0,8,0,4,0,5,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,0,11,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,13,0,0,4,0,0,0,0,3,0,5,3,6,0,0,0,0,0,0,0,9,0,4,0,6,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
UCL521037,0,8,0,4,0,0,0,0,0,17,0,7,0,3,0,0,0,0,0,16,0,4,0,0,6,6,0,4,0,22,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,3,17,9,36,11,10,0,12,0,96,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,28,0,0,4,3,4,0,40,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,6,0,5,0,8,3,0,0,0,0,22,0,7,0,3,0,0,0,0,0,16,0,4,0,0,6,6,0,4,0,21,0,0,0,26,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4
UCL521038,0,8,0,7,0,0,0,0,0,17,0,5,0,5,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,10,3,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20,5,25,9,0,0,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,6,6,0,28,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,14,0,11,0,7,0,0,0,0,0,20,3,5,0,9,0,0,0,0,0,18,5,0,0,4,0,0,0,0,0,12,3,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
UCL521039,0,22,0,13,3,0,0,0,0,39,3,17,0,7,4,0,0,0,0,29,3,5,0,4,8,5,0,0,0,18,4,6,0,14,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,57,6,31,21,6,0,9,3,141,4,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,17,5,0,0,4,4,6,37,9,0,13,0,0,4,0,0,0,29,0,0,8,0,3,0,0,0,0,19,0,27,3,7,3,0,0,0,0,46,0,22,5,7,4,0,0,3,0,37,7,8,5,0,5,5,0,0,0,33,3,8,0,14,0,0,3,0,0,23,0,4,0,4,0,0,0,0,0,12
UCL521040,3,10,0,3,4,0,0,0,0,20,3,9,0,5,0,0,0,0,0,16,5,10,0,4,14,4,3,0,0,37,5,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,6,17,22,6,3,4,3,113,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,13,38,0,5,0,9,3,0,76,0,0,3,0,0,0,9,0,0,19,0,3,7,0,0,0,0,0,0,10,6,13,0,6,4,0,4,0,0,28,4,10,0,5,0,0,0,0,0,20,10,8,6,8,15,4,3,0,0,51,5,4,0,8,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL521041,0,4,0,3,0,0,3,0,0,12,0,16,0,5,5,0,0,0,0,28,4,0,4,5,12,0,0,0,0,24,4,0,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,15,16,3,25,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,77,0,0,0,24,0,0,115,3,0,4,0,0,0,4,0,0,8,0,0,0,3,0,0,0,0,0,4,0,4,0,3,0,0,5,0,0,16,0,15,0,5,5,0,0,0,0,32,0,0,4,5,14,0,0,0,0,29,4,0,0,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,6
UCL521042,0,7,0,4,0,0,0,0,0,14,3,8,0,0,0,0,0,0,0,13,4,0,0,0,3,4,0,0,0,15,0,3,0,3,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,16,0,19,7,11,0,14,0,85,0,5,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,5,0,18,0,0,0,0,0,0,0,5,0,3,7,6,0,0,0,0,0,3,0,10,0,7,0,3,0,0,0,0,0,19,6,8,0,0,0,0,0,0,0,22,6,0,0,0,3,4,0,0,0,21,0,3,0,3,3,0,0,5,0,18,0,0,0,3,0,0,0,0,0,7
UCL521043,5,9,0,8,0,0,0,0,0,25,0,10,0,4,0,0,0,0,0,16,0,0,0,8,4,0,0,0,0,21,4,4,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,35,4,20,16,6,0,8,0,94,3,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,7,21,0,0,0,8,0,0,44,4,0,10,0,0,0,0,0,0,12,4,3,0,0,0,0,0,0,0,7,7,12,0,8,0,0,0,0,0,28,5,18,0,4,0,0,0,0,0,26,0,7,0,5,10,4,0,0,0,29,4,7,0,8,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,3
UCL521044,0,5,0,7,0,0,0,0,0,8,0,4,0,5,0,0,0,4,0,11,4,4,0,0,8,0,0,0,0,8,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,3,15,7,0,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,5,0,0,25,4,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,12,0,8,0,5,0,0,0,0,0,17,0,6,0,4,0,0,0,4,0,12,4,6,0,0,9,0,0,0,0,15,0,0,0,7,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0
UCL521045,0,3,0,5,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,4,0,13,5,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,0,0,16,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9,0,5,0,5,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UCL521046,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,0,0,0,0,11,4,3,0,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,14,5,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,3,3,0,3,0,0,0,0,0,14,3,6,0,12,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
UCL521047,4,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,18,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,5,6,14,9,4,0,7,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,3,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,4,8,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,13,7,0,5,0,3,0,0,5,0,26,0,0,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
UCL521048,3,14,0,6,0,0,0,0,0,27,5,11,0,4,0,3,0,0,0,21,3,0,0,0,5,4,0,0,0,21,3,4,0,6,7,0,0,0,0,17,0,0,0,0,3,0,0,3,0,4,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,13,32,6,20,22,11,5,4,0,104,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,10,4,33,0,0,9,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,7,3,14,0,6,0,0,0,0,0,27,3,9,0,4,0,3,0,0,0,28,3,0,0,4,5,4,0,3,0,25,4,9,0,11,7,0,0,0,0,22,0,0,0,0,3,0,0,6,0,9
UCL521049,0,3,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,9,7,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3
UCL521050,0,8,0,9,0,0,0,0,0,17,0,11,0,3,0,0,0,0,0,22,3,0,0,0,0,3,5,0,0,12,0,4,0,5,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,23,7,16,17,6,5,9,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,24,6,0,0,8,3,0,44,3,0,3,0,0,0,0,0,0,14,0,4,0,0,0,3,0,3,0,18,0,14,0,6,0,0,0,0,0,19,0,16,0,3,3,0,0,0,0,27,4,0,0,0,0,3,5,0,0,21,0,3,0,7,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,4
UCL521051,0,4,0,3,4,5,0,0,0,7,0,3,0,0,4,0,0,0,0,8,0,3,0,5,8,4,3,0,0,25,0,3,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,16,4,21,18,11,3,9,0,81,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,7,27,0,4,5,8,7,0,55,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,13,0,3,0,0,4,0,0,0,0,8,0,3,0,7,12,3,3,4,0,34,0,4,0,12,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,4
UCL521052,0,6,0,3,0,0,0,0,0,8,4,12,0,4,0,0,0,0,0,15,6,0,0,0,5,0,0,0,0,14,0,8,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,23,0,14,4,4,0,3,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,25,0,0,0,5,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,5,0,9,0,7,0,0,0,0,0,12,4,16,0,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,15,0,8,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL522001,0,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL522002,0,4,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,6,5,3,0,6,0,42,4,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,4,0,10,0,3,6,0,0,0,0,0,0,8
UCL522003,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL522005,0,4,0,6,0,0,0,0,0,12,0,6,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,10,0,9,6,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,3,0,11,0,0,0,0,0,16,0,6,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL522006,0,14,0,0,4,0,0,0,0,17,3,13,0,5,0,0,0,0,0,22,0,3,0,0,7,0,0,0,0,13,0,4,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,3,21,12,4,6,4,0,88,0,6,3,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,5,6,13,0,3,0,0,0,0,36,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,0,0,0,23,4,15,0,4,0,0,0,0,0,28,8,11,3,0,3,4,0,0,0,29,0,12,0,13,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6
UCL522007,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,7,3,0,0,5,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,5,0,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522008,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6,3,0,0,0,9,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
UCL522009,0,3,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,0,6,0,0,0,0,6,0,3,4,0,15,6,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,12,11,12,12,3,3,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,8,3,0,33,0,0,3,0,0,0,3,0,0,8,0,0,3,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,9,0,7,0,3,0,0,0,0,0,7,0,0,0,0,6,0,3,0,0,15,6,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
