UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL521025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,5,0,0,18,0,6,5,0,3,5,0,0,18,9,46,38,55,48,32,16,3,254,3,0,5,0,9,3,4,0,31,13,51,46,56,62,44,17,9,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60,46,41,39,40,25,8,291,4,7,0,3,7,3,7,0,28,21,68,45,51,46,46,33,9,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,5,0,0,19,0,6,5,3,3,5,0,0,19,30,106,85,95,87,74,44,13,541,4,13,8,8,14,5,14,0,56,37,117,92,104,106,91,57,15,617
UCL521026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,0,0,20,0,0,3,8,6,9,0,0,20,35,23,35,58,47,22,17,3,243,7,0,4,3,7,0,0,0,17,32,23,42,73,54,32,17,3,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,6,0,0,0,0,3,40,34,52,73,51,20,20,0,297,8,0,4,3,0,3,4,0,20,48,34,59,83,54,21,21,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,0,0,27,0,0,6,11,6,9,0,0,28,73,60,90,132,96,47,37,3,541,9,0,6,11,5,3,4,0,39,79,60,99,158,104,51,36,3,607
UCL521027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,15,0,0,0,3,9,3,0,0,15,30,45,33,35,32,20,5,0,206,13,26,25,19,20,11,3,0,123,46,68,61,66,64,34,5,4,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,33,36,25,20,9,0,196,18,19,19,16,11,6,8,0,95,63,52,51,52,39,20,13,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,15,0,0,0,3,9,3,0,0,15,74,76,68,74,58,40,6,0,402,33,48,44,38,29,14,10,0,219,110,121,114,117,100,57,12,4,633
UCL521028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,19,0,0,0,0,3,8,9,0,19,26,40,39,35,60,50,31,7,281,7,4,5,10,8,0,8,0,38,37,39,41,47,75,62,39,13,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,38,47,59,52,43,25,320,9,0,6,6,7,5,6,4,38,41,29,40,53,61,52,47,30,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,3,21,0,0,0,0,3,8,9,3,21,58,64,71,78,124,101,67,33,603,15,7,11,13,15,9,13,5,82,77,73,82,96,142,112,87,39,702
UCL521029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,16,0,0,0,0,4,10,0,3,16,33,48,45,45,70,41,25,11,314,0,7,3,3,4,0,0,0,26,33,54,54,47,76,50,32,13,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,33,40,39,49,55,48,38,20,326,0,9,4,5,7,0,8,4,31,33,43,44,52,67,55,53,25,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,10,0,3,20,0,0,4,0,9,10,0,3,20,62,85,88,87,127,90,68,35,647,0,10,6,9,11,0,13,0,58,63,100,97,94,138,100,83,42,723
UCL521030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,3,31,0,0,0,5,10,15,0,3,31,28,39,32,41,54,54,36,5,281,5,7,0,10,9,3,4,0,33,34,42,31,51,63,68,40,8,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0,6,17,69,29,33,51,56,30,14,300,0,4,0,8,9,3,7,0,30,19,67,31,39,62,57,36,11,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,15,8,4,33,0,0,0,5,9,15,8,4,33,47,110,55,73,108,109,62,13,585,5,6,8,16,15,6,9,0,63,56,116,60,89,131,128,76,25,677
UCL521031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,0,0,4,0,3,8,22,45,26,37,35,23,8,0,186,9,29,12,10,14,3,5,0,74,31,69,37,45,48,22,12,4,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,27,31,34,18,5,0,176,6,3,8,4,3,0,0,0,31,23,46,40,35,43,18,11,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,0,0,0,0,0,4,0,3,14,38,80,56,64,70,37,16,0,367,11,34,18,16,19,3,6,0,109,54,112,80,81,89,45,17,4,480
UCL521032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,0,4,3,0,0,15,29,47,19,27,42,26,13,0,194,11,16,6,10,7,0,6,0,57,36,63,26,36,56,31,15,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,6,44,54,30,28,37,10,4,0,207,16,11,7,10,10,3,0,0,60,53,64,38,40,47,18,9,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,12,0,0,0,7,4,3,0,0,16,72,100,48,54,81,34,16,0,404,19,28,13,21,19,10,4,0,117,95,130,64,77,106,50,20,0,533
UCL521033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,17,0,0,0,5,0,5,0,0,18,9,19,13,22,26,12,11,0,103,14,19,18,35,20,20,9,0,122,22,32,30,57,47,35,18,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,6,11,32,17,29,16,3,0,110,16,15,27,19,18,6,5,0,104,18,26,53,40,49,25,6,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,0,16,0,0,0,5,0,9,6,0,14,14,28,41,37,56,30,9,0,216,26,33,44,48,35,21,9,0,227,43,56,82,93,96,63,24,9,465
UCL521034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,19,0,0,0,0,4,10,0,0,19,52,32,43,58,60,35,15,6,290,0,0,0,4,4,0,0,0,19,56,34,39,67,68,46,15,10,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,3,39,33,45,59,62,44,21,5,297,0,3,0,3,5,0,0,0,17,39,37,47,62,66,40,21,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,0,0,24,0,0,0,3,10,10,0,0,27,89,69,80,119,122,71,41,7,583,0,8,3,10,7,0,0,0,32,89,71,85,129,139,80,44,11,647
UCL521035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,17,0,0,0,0,5,5,5,0,17,17,13,21,28,38,38,19,4,185,4,5,5,8,4,6,4,0,21,20,14,28,35,41,50,30,10,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,18,23,31,49,45,28,8,219,0,3,0,0,3,3,4,4,21,13,16,28,36,53,48,36,10,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,16,0,0,0,0,5,5,6,0,16,32,26,46,60,88,82,51,14,404,6,9,4,8,4,3,12,4,51,37,38,51,74,98,93,67,19,470
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,21,0,0,0,0,0,14,8,0,21,22,30,13,30,46,32,18,5,189,8,5,0,18,9,8,3,0,47,25,36,13,47,54,50,25,5,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,4,21,31,16,32,45,32,16,0,189,3,4,5,6,11,0,5,0,38,26,36,24,44,51,33,19,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,8,0,28,0,0,0,0,6,14,8,0,28,39,62,32,63,88,64,32,5,384,12,16,5,25,19,11,8,0,85,52,70,36,87,113,84,44,3,491
UCL521037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,8,10,0,30,0,0,3,6,10,8,10,0,30,57,39,61,53,62,37,19,6,334,0,0,5,6,3,3,0,0,26,60,42,77,66,71,47,33,6,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,35,45,76,69,56,54,32,4,365,3,6,4,5,0,4,8,0,25,40,49,79,69,59,62,38,4,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,11,10,0,41,0,0,6,4,4,11,10,0,41,95,84,136,124,114,91,49,8,701,3,4,13,8,3,5,10,0,49,100,92,155,136,127,109,66,11,788
UCL521038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,17,0,0,0,0,0,6,3,6,17,20,11,31,38,64,64,38,6,276,3,5,8,9,7,7,9,0,49,28,18,33,47,70,78,51,16,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,31,45,53,73,34,21,300,8,5,6,0,10,8,3,4,48,27,29,34,46,64,77,42,31,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,20,0,0,0,0,4,6,3,3,20,40,41,56,84,109,138,69,30,576,13,6,13,12,16,16,15,3,100,53,47,71,95,136,161,94,44,695
UCL521039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,3,22,0,0,0,5,3,7,6,3,25,38,18,32,48,69,45,27,7,280,8,0,3,8,7,8,4,0,27,36,18,38,51,78,58,37,8,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,0,0,4,29,27,50,57,74,52,22,6,316,5,4,3,4,4,4,5,0,21,30,31,53,65,81,54,25,12,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,6,3,25,0,0,0,5,3,11,6,3,26,62,45,84,96,148,98,49,13,594,10,4,3,8,12,5,6,0,52,70,46,95,115,163,111,64,19,673
UCL521040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,17,0,0,6,3,4,0,0,0,17,15,49,61,30,42,20,9,3,224,10,12,12,11,13,0,0,0,59,23,68,77,45,58,21,6,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,10,65,50,42,32,20,8,4,235,5,21,18,7,7,3,0,0,65,12,86,67,57,39,24,7,4,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,23,0,0,4,8,4,0,0,0,23,24,118,111,78,75,44,13,4,461,14,35,29,22,21,3,0,0,121,38,154,147,102,99,45,15,6,612
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,11,0,4,5,0,0,0,0,0,11,13,69,61,37,27,0,0,0,211,5,5,0,0,0,0,0,0,14,19,80,65,36,30,8,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,19,83,56,21,17,7,0,0,197,6,4,0,0,0,0,0,0,10,25,93,52,18,17,4,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,17,0,4,4,4,3,0,0,0,17,30,154,112,54,41,5,0,0,407,7,11,3,0,4,3,0,0,29,38,164,121,53,47,11,0,0,446
UCL521042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,4,0,24,0,0,0,9,3,8,4,0,24,33,27,19,41,32,31,23,11,217,8,5,0,7,5,4,0,0,25,40,38,23,51,42,35,22,15,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,24,26,37,41,39,32,17,14,235,5,3,0,5,3,6,4,0,26,31,29,40,47,41,39,25,14,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,4,0,28,0,0,0,8,10,4,4,0,28,60,55,58,87,68,67,39,23,445,8,11,4,7,5,4,4,3,48,72,68,63,101,82,75,40,29,531
UCL521043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,14,0,0,0,0,4,3,0,0,14,16,17,22,32,45,33,8,0,178,0,0,5,4,0,0,0,0,13,17,17,28,38,51,37,13,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,24,47,51,34,15,7,210,0,3,0,6,4,0,0,0,11,23,21,25,48,59,37,15,7,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,16,0,0,0,0,4,3,0,0,16,38,31,42,77,96,65,22,3,385,4,3,9,8,8,4,0,0,28,38,36,55,84,107,76,27,4,425
UCL521044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,3,0,26,0,0,0,4,7,11,3,0,23,37,30,33,25,49,50,32,5,261,3,0,5,6,3,0,3,3,24,37,29,34,40,63,58,39,10,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,28,27,60,58,42,10,268,5,0,0,7,0,9,10,6,27,21,32,30,32,62,62,49,13,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,3,6,26,0,0,0,4,10,12,3,6,32,51,61,62,61,102,107,73,20,535,3,5,3,16,9,7,7,3,48,58,65,64,73,121,122,89,23,611
UCL521045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,3,13,16,11,9,12,27,55,23,4,168,4,6,4,8,12,14,5,5,64,17,18,14,28,40,75,32,17,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,19,22,20,44,47,26,18,205,5,11,5,6,10,12,6,4,56,18,26,24,28,52,63,31,22,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,3,12,26,30,32,35,75,106,48,26,371,7,12,6,20,20,31,12,6,122,38,48,39,51,97,140,62,34,504
UCL521046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,11,53,43,27,43,36,15,11,0,229,3,0,8,5,8,7,4,0,31,58,44,33,49,47,25,13,3,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,48,49,32,26,6,0,257,3,3,5,3,4,5,0,0,25,52,48,49,55,36,27,13,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,11,99,90,76,93,66,42,18,0,487,7,3,9,5,7,13,4,0,57,112,100,81,102,80,51,24,3,554
UCL521047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,4,13,0,0,0,0,8,7,3,4,13,19,23,25,34,43,35,14,4,192,4,3,3,4,4,0,0,0,24,18,34,30,41,61,36,16,4,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,32,44,27,28,16,10,189,0,7,3,4,0,4,0,3,14,11,29,32,49,31,31,18,6,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,4,19,0,0,0,0,8,5,3,4,19,25,55,52,80,74,62,32,9,379,4,5,3,9,8,4,0,0,40,26,63,62,84,89,68,36,12,440
UCL521048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,6,4,37,0,0,0,0,4,20,6,4,41,33,31,31,34,67,68,43,9,312,3,6,6,3,11,4,3,0,40,42,43,36,35,79,90,53,18,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,27,33,41,47,76,81,39,21,368,6,10,6,6,10,12,0,0,40,31,40,50,51,82,90,45,21,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,20,10,4,44,0,0,3,0,4,20,10,4,41,62,68,72,78,139,151,86,32,684,7,16,8,6,17,14,7,4,83,68,90,85,86,161,181,95,34,808
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,36,27,14,3,0,0,177,4,0,0,0,3,0,0,0,16,51,42,39,30,20,3,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,41,32,26,5,6,0,194,4,4,3,0,0,0,0,0,18,52,46,47,34,29,5,3,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,87,81,61,39,11,6,0,368,10,8,8,3,0,0,3,0,33,102,88,87,66,46,11,4,0,406
UCL521050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,8,0,0,25,0,4,0,4,4,8,0,0,25,30,48,44,37,42,47,15,5,258,3,6,5,5,3,3,4,0,25,32,52,42,44,51,60,21,9,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,41,27,47,46,24,9,268,3,0,3,0,0,4,0,0,14,35,38,49,34,47,54,24,9,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,10,0,0,25,0,4,0,4,4,10,0,0,25,61,87,89,67,86,88,34,14,525,11,6,5,4,3,8,4,0,43,66,97,95,69,95,108,43,19,593
UCL521051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,14,0,0,0,0,7,7,4,0,17,58,35,31,47,61,27,13,4,286,0,0,7,5,3,4,5,0,25,56,37,41,51,68,43,21,5,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,8,55,33,40,61,71,38,18,9,330,4,0,4,6,4,5,9,0,33,57,37,54,68,79,42,28,7,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,4,0,24,0,0,0,3,7,7,4,0,23,109,77,78,110,136,65,32,15,619,8,8,13,8,6,5,10,0,58,113,82,92,122,152,80,49,10,698
UCL521052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,3,0,0,8,31,33,46,43,29,26,4,0,212,9,7,20,17,13,3,0,0,64,35,39,63,65,48,32,9,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,37,48,42,37,33,18,12,0,229,4,13,10,8,9,6,3,4,49,44,59,54,41,44,15,17,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,12,0,4,0,3,0,3,0,0,17,66,80,89,78,63,34,18,0,445,12,19,27,17,20,10,3,4,116,82,101,118,101,90,49,25,0,575
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,54,41,36,25,6,6,0,0,164,4,0,0,3,6,0,0,0,11,55,41,31,29,9,4,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,44,32,24,15,13,4,0,168,0,5,0,0,0,5,0,0,11,42,46,32,24,13,13,4,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,89,87,70,53,20,18,4,3,336,9,0,3,3,8,5,0,0,20,96,89,71,54,30,17,4,3,358
