UCL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL515034,0,0,6,4,0,0,0,5,0,15,0,0,17,3,0,0,7,11,0,41,12,14,46,4,3,4,27,29,0,140,14,8,42,7,3,7,27,18,4,123,25,14,48,5,0,3,37,17,4,152,11,17,35,8,3,3,28,23,0,122,4,0,0,3,0,0,0,4,0,25,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,58,52,200,34,21,19,128,99,8,629,0,0,3,14,0,11,0,4,0,26,0,6,5,14,4,4,3,3,0,36,12,11,11,31,16,9,6,9,7,108,9,27,3,20,15,19,0,14,3,120,15,20,18,22,14,14,4,15,0,120,7,15,5,17,21,3,0,10,0,78,4,4,0,5,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,80,41,117,84,59,19,54,4,512
UCL515035,0,0,8,0,0,0,0,6,0,11,0,0,8,0,0,0,0,7,0,13,0,4,21,0,0,3,5,12,0,46,7,0,13,0,3,0,10,4,5,42,7,0,9,0,0,0,13,10,0,40,15,8,16,5,0,4,19,15,0,70,7,0,5,0,0,5,5,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,74,3,3,13,49,57,3,260,0,0,0,0,0,6,0,5,0,18,0,6,3,4,5,0,0,0,0,18,0,6,0,16,5,0,3,6,0,47,0,5,0,3,5,3,0,11,0,37,5,11,6,16,10,4,8,11,0,51,5,3,5,14,8,9,7,9,3,60,5,6,0,0,8,4,0,7,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,35,17,55,41,24,12,44,4,263
UCL515036,0,0,16,0,0,3,3,5,0,28,0,0,12,0,5,0,8,10,0,37,7,0,36,3,5,0,19,10,5,84,0,11,28,4,0,0,24,13,0,77,7,5,43,3,3,0,45,5,3,113,5,5,37,8,6,5,44,11,0,117,3,0,8,0,0,0,9,8,0,32,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,23,181,13,12,10,152,63,13,489,0,0,5,3,0,8,0,6,0,26,0,0,0,10,4,4,0,6,0,32,0,8,10,11,13,0,3,12,0,64,5,14,13,10,8,10,7,8,0,82,5,10,11,20,17,8,0,19,5,96,5,4,10,22,15,7,5,14,0,88,3,0,0,5,4,0,0,7,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,48,50,75,66,46,25,72,5,398
UCL515037,0,0,5,0,0,9,3,12,0,31,0,0,21,0,0,3,7,0,0,27,3,4,81,4,11,4,20,20,3,153,12,10,89,3,7,0,43,8,4,182,9,0,48,0,0,0,33,5,3,107,7,6,21,0,3,0,18,0,4,65,0,0,3,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,276,11,27,9,132,53,20,582,0,0,0,6,0,6,0,0,0,21,0,4,4,3,5,0,7,6,0,33,4,16,25,21,25,9,7,9,0,114,17,20,16,21,27,5,11,9,4,127,12,12,14,13,13,6,6,9,0,75,0,3,0,3,4,4,6,4,0,31,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,55,53,68,70,29,41,42,8,405
UCL515038,0,0,5,6,0,6,0,13,0,30,0,0,11,0,0,0,4,4,0,20,5,7,16,7,0,10,18,16,0,69,9,9,16,3,3,0,12,11,0,62,15,5,16,7,0,0,23,7,0,85,14,6,36,9,6,3,20,18,0,114,9,6,10,0,0,4,10,5,0,54,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,60,32,118,27,13,25,88,74,5,442,0,0,0,9,3,7,0,7,0,21,0,0,0,5,0,5,0,3,0,19,0,25,8,9,7,0,0,9,0,61,6,10,3,16,21,8,0,11,0,78,13,18,5,20,22,8,0,6,7,98,12,16,8,25,22,6,0,15,7,116,4,6,5,3,9,0,4,3,0,41,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,87,33,94,81,41,6,52,14,435
UCL521001,0,0,9,0,0,7,0,4,0,14,0,0,5,0,0,0,3,0,0,10,0,0,9,0,0,0,5,0,0,14,0,0,11,0,0,0,6,0,0,29,0,0,16,0,0,0,8,0,0,38,7,3,10,0,0,0,11,3,0,30,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,54,0,5,6,39,17,6,144,0,0,6,0,0,3,0,5,0,10,0,0,0,0,0,0,3,0,0,7,0,4,0,3,0,0,0,0,0,9,4,8,3,8,7,7,0,0,0,28,4,13,3,3,4,3,0,4,0,36,3,4,4,3,5,3,0,0,0,28,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,18,18,22,13,6,20,0,123
UCL521002,0,0,4,0,0,4,0,0,0,12,0,0,4,0,0,0,5,0,0,9,7,0,12,0,0,0,3,3,0,25,4,4,12,0,0,0,8,5,4,31,6,4,15,3,3,0,3,5,0,37,0,3,10,7,0,0,5,5,0,30,8,0,3,3,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,62,6,4,7,29,19,9,163,0,0,0,6,0,4,0,0,0,13,0,0,5,4,4,0,0,0,0,9,0,6,3,3,0,0,0,0,0,15,0,6,3,3,3,4,0,0,0,25,0,11,0,14,7,8,0,4,0,48,6,9,0,5,5,0,0,4,5,29,0,7,0,4,3,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,31,12,41,25,19,3,12,5,158
UCL521003,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,5,0,16,3,0,11,0,0,0,8,8,0,25,0,0,5,7,0,0,7,4,0,26,4,3,7,5,3,0,8,3,0,34,9,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,7,31,9,4,4,37,23,3,136,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,10,0,8,0,8,5,4,0,0,0,27,3,5,5,5,6,0,0,4,0,23,5,5,0,5,7,3,0,4,0,31,0,0,3,0,0,3,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,20,9,26,20,15,0,15,6,119
UCL521004,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,4,0,0,4,0,0,0,11,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,3,0,5,5,4,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,5,0,0,0,0,21,3,3,0,0,0,0,0,0,0,10,0,5,0,5,5,0,0,0,0,16,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,4,13,9,3,0,0,0,62
UCL521005,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,5,0,13,5,7,12,4,0,0,11,9,0,46,10,8,14,4,3,0,21,0,0,49,3,0,18,0,0,0,22,6,3,60,4,5,17,0,4,6,25,6,0,65,4,0,3,0,0,0,7,0,0,18,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,22,79,15,8,5,81,25,11,263,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,19,0,8,3,9,10,0,10,5,0,38,7,10,0,4,9,0,11,6,0,48,5,5,0,8,10,0,9,8,0,43,4,9,7,6,10,11,3,6,0,54,5,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,13,23,46,10,38,32,0,216
UCL521006,0,0,6,0,0,0,0,0,0,11,0,0,10,0,0,3,0,0,0,17,0,6,4,0,0,0,6,4,0,24,4,3,18,3,0,0,11,0,0,41,3,3,9,8,0,0,12,6,0,47,0,8,7,3,0,0,20,12,4,52,4,0,6,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,17,55,20,5,5,48,24,5,201,0,0,3,11,0,3,0,0,0,15,0,0,0,3,4,0,0,0,0,6,0,4,3,0,8,0,0,3,0,23,8,8,4,7,9,6,4,3,0,47,0,10,5,6,8,6,0,7,0,42,3,12,7,8,11,5,5,12,0,57,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,32,16,35,40,23,7,26,0,204
UCL521007,0,0,0,0,0,0,0,3,0,6,0,0,8,0,0,0,0,7,0,12,0,0,8,0,0,0,5,3,0,14,0,0,6,0,0,0,0,0,0,15,0,0,3,0,0,0,4,0,0,16,5,0,3,0,0,0,4,0,0,18,3,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,24,3,3,11,17,21,0,91,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,4,0,6,0,14,0,3,3,0,5,0,0,3,0,14,0,9,0,6,0,5,0,0,0,21,0,6,0,3,0,5,0,5,0,19,3,6,0,3,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,19,5,25,14,9,0,17,0,103
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,3,0,0,15,0,0,0,4,0,0,4,3,0,11,7,0,0,0,0,0,7,6,0,18,3,0,3,0,0,4,5,3,0,24,5,0,6,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,3,11,3,3,6,16,21,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,4,0,14,0,0,0,10,0,6,0,0,0,14,0,5,0,4,4,0,0,6,0,15,4,0,0,0,3,3,0,0,0,17,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,22,14,6,4,18,0,84
UCL521009,0,0,3,0,0,0,4,0,0,3,0,0,4,0,0,0,3,0,0,9,6,0,6,4,0,0,0,3,0,13,0,0,10,6,0,0,3,0,0,28,0,6,3,0,0,0,0,0,0,19,10,0,5,0,0,3,9,3,0,27,5,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,8,27,10,0,5,27,19,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,0,0,0,0,0,13,7,5,4,7,0,0,0,0,0,20,5,0,3,4,0,0,0,3,0,21,0,3,0,4,4,0,4,3,0,17,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,14,5,18,11,3,5,9,0,83
UCL521010,0,0,5,0,0,0,0,3,0,14,0,0,9,0,0,0,5,4,0,18,6,0,12,4,0,0,3,4,0,30,0,5,11,0,0,0,9,3,0,31,7,0,13,0,0,0,7,12,0,34,0,0,3,0,0,0,11,5,0,25,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,55,4,0,0,42,27,8,162,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,3,0,0,0,12,0,4,3,5,4,0,3,7,0,24,0,4,3,4,3,4,0,0,0,18,4,12,0,9,6,3,0,4,0,39,0,3,0,11,7,0,0,6,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,37,22,17,11,24,0,137
UCL521011,0,0,3,3,0,0,4,4,0,10,0,0,0,0,0,0,0,4,0,11,0,0,16,0,0,4,5,4,0,25,4,3,17,0,0,0,10,5,0,41,4,10,11,0,0,0,13,0,0,42,4,4,5,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,58,3,3,3,34,19,0,157,0,0,0,0,0,7,0,7,0,8,0,0,0,0,0,0,0,0,0,9,0,4,0,0,6,3,0,0,0,21,7,8,0,10,17,0,0,8,0,46,5,8,3,10,15,5,0,0,0,42,0,3,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,6,22,40,14,7,17,0,149
UCL521012,0,0,0,0,0,5,0,0,0,9,0,0,5,0,0,0,0,0,0,5,0,0,14,5,0,0,0,3,0,27,0,3,13,0,0,0,0,5,0,24,12,0,4,3,0,0,9,4,0,34,4,4,8,5,0,0,9,0,0,30,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,41,9,0,5,32,23,3,137,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,3,12,5,0,0,0,24,3,4,0,0,0,4,0,0,0,17,0,11,3,4,0,0,0,0,0,28,7,8,0,3,9,3,0,5,0,37,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,11,21,30,14,3,9,0,120
UCL521013,0,0,3,0,0,3,0,11,0,19,0,0,12,0,0,0,0,5,0,18,0,6,20,7,0,0,7,3,0,42,4,6,13,3,0,3,9,3,0,32,10,3,12,5,7,0,3,4,4,52,6,3,8,0,3,0,12,8,5,51,0,0,3,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,77,19,16,9,37,30,6,226,0,0,4,3,0,4,0,4,0,21,0,0,0,0,3,0,0,0,0,14,4,4,9,6,13,3,0,0,0,43,3,8,4,9,14,0,0,0,0,43,4,8,0,13,11,12,0,0,0,56,0,12,0,12,3,6,0,3,0,38,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,15,45,54,26,8,11,0,222
UCL521014,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,9,0,0,9,3,0,0,3,0,0,20,0,0,4,0,0,0,11,0,0,20,0,5,8,3,0,0,15,0,4,40,10,5,3,0,4,0,24,3,5,48,4,0,0,0,0,0,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,31,4,3,5,68,11,6,164,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,0,3,3,0,17,4,0,3,3,3,0,5,6,0,20,8,0,4,9,8,3,5,6,0,44,0,8,0,7,3,6,0,3,0,30,0,0,0,0,4,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,24,26,10,5,22,3,128
UCL521015,0,0,6,0,0,0,0,4,0,13,0,0,3,0,0,0,0,7,0,16,0,0,11,0,0,3,7,3,0,28,3,3,10,3,0,0,0,4,0,25,8,0,4,0,0,0,9,0,0,28,10,0,4,0,0,3,4,3,5,34,9,0,6,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,42,3,3,12,25,26,6,162,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,8,0,3,6,3,0,9,0,31,6,0,0,8,7,0,0,3,0,25,3,0,0,3,4,8,0,3,0,22,3,5,0,8,5,7,0,0,0,28,3,3,0,0,5,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,5,28,35,19,5,13,0,135
UCL521016,0,0,9,0,0,0,0,0,0,9,0,0,6,0,0,3,0,6,0,13,13,4,3,3,0,3,3,3,0,46,0,9,11,0,0,3,7,0,0,26,6,0,11,0,0,0,0,0,0,32,10,0,9,0,0,0,4,0,0,30,3,0,0,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,47,4,0,15,21,26,0,180,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,14,3,4,0,5,3,0,0,7,0,21,0,0,0,8,0,0,0,0,0,21,0,4,0,4,6,0,0,9,0,28,0,0,0,5,8,0,0,3,0,20,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,9,23,28,16,8,23,0,118
UCL521017,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,3,0,0,0,14,20,6,9,0,0,0,3,4,0,44,9,0,18,0,4,0,3,3,0,48,3,3,11,0,0,0,5,5,0,23,12,3,7,0,0,0,7,7,0,31,6,0,4,0,0,0,0,5,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,16,49,8,3,10,32,20,3,191,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,3,0,0,0,13,0,12,0,4,11,3,0,4,0,35,4,10,0,3,11,5,0,3,0,38,4,0,0,0,8,4,0,3,0,25,5,0,0,0,10,0,0,0,0,23,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,27,3,16,47,15,6,12,0,138
UCL521018,0,0,0,0,0,0,0,6,0,12,0,0,8,0,0,6,0,0,0,16,0,0,10,0,0,0,9,3,0,31,5,0,7,0,0,0,6,8,0,26,7,3,11,0,4,0,9,10,0,33,4,0,0,0,0,0,7,0,0,17,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,43,0,3,7,39,27,4,141,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,12,6,3,0,5,3,0,0,4,0,21,0,7,3,4,9,0,0,0,0,24,3,9,0,6,4,3,0,3,0,31,4,10,0,3,6,0,0,3,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,3,20,25,10,3,9,0,121
UCL521019,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,5,0,0,7,5,3,0,4,0,0,3,3,4,21,3,6,11,0,0,4,5,4,0,29,5,3,4,0,0,0,0,9,0,30,10,3,6,0,5,0,0,7,0,40,4,0,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,25,22,29,9,3,8,16,29,7,151,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,12,4,6,0,8,4,5,0,0,0,34,3,0,0,9,6,0,0,5,0,24,8,3,0,3,11,3,0,4,0,33,3,4,0,3,11,7,0,7,0,35,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,3,30,34,20,0,15,6,152
UCL521020,0,0,0,0,0,0,0,8,0,5,0,0,5,0,0,0,0,0,0,8,0,0,4,0,0,0,0,4,3,15,0,4,11,0,0,0,8,0,3,28,10,3,23,3,0,0,9,0,0,50,4,0,13,0,3,0,17,6,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,9,55,3,3,5,37,23,8,164,0,0,0,3,0,3,0,6,0,9,0,0,0,6,0,0,0,0,0,10,0,0,0,6,9,5,0,0,0,19,5,3,0,4,3,0,0,0,0,25,3,8,0,5,10,3,0,4,0,38,0,3,0,0,7,3,0,5,0,26,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,3,29,29,19,5,18,0,139
UCL521021,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,10,3,3,7,0,0,0,13,3,0,28,14,0,17,0,0,0,13,6,0,58,10,3,9,0,4,0,7,4,6,43,7,4,6,0,0,0,13,7,0,40,3,0,0,0,0,6,0,6,0,14,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,10,42,3,7,8,50,35,8,206,0,0,0,3,0,3,0,0,0,13,0,0,0,4,0,4,0,0,0,13,4,3,0,3,10,0,0,14,0,42,6,11,0,3,12,3,0,10,0,52,7,10,0,0,6,0,3,8,0,36,5,5,3,0,12,0,3,9,0,36,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,29,14,24,43,15,13,37,0,198
UCL521022,0,0,7,4,0,0,0,3,0,12,0,0,3,6,0,0,0,0,0,14,0,12,10,0,0,0,0,5,0,31,6,6,10,0,0,5,0,4,0,34,12,14,9,4,5,0,0,3,0,54,11,11,6,0,0,5,0,0,0,36,0,7,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,50,52,8,5,15,11,23,0,198,0,0,0,11,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,11,3,5,5,0,0,0,0,27,5,14,0,8,5,5,0,3,0,40,9,20,0,11,10,9,0,9,0,59,11,16,5,3,6,10,0,4,0,44,0,0,0,3,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,8,35,22,34,0,18,0,204
UCL521023,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,9,4,0,12,0,0,0,0,3,0,23,7,0,10,0,4,0,0,6,0,28,3,0,12,0,0,0,3,3,0,25,10,3,3,0,0,0,5,3,0,28,6,0,0,0,0,0,11,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,11,46,3,0,3,26,17,0,136,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,5,0,7,3,0,0,5,0,29,0,4,0,4,3,0,0,0,0,25,3,0,0,0,3,0,0,4,0,10,3,0,3,0,8,0,0,0,0,16,0,0,5,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,11,13,25,11,3,9,0,97
