UCL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
UCL522002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,5,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,4,0,26,9,6,11,4,7,10,14,3,0,67,3,0,0,0,3,5,4,0,0,12,16,10,13,10,23,24,36,18,3,154,0,0,0,4,4,12,11,14,0,43,4,3,0,0,0,10,5,5,0,30,0,0,0,0,0,0,6,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,17,0,0,0,0,0,7,9,7,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,8,3,0,0,7,7,6,0,0,41,0,0,0,0,0,0,0,3,0,13,3,0,3,7,4,9,13,6,0,47,16,15,16,9,17,11,25,3,0,119
UCL522003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,44,18,19,12,9,3,0,0,0,109,13,0,3,7,0,0,0,0,0,25,60,22,27,26,17,4,3,3,0,164,0,0,0,0,4,0,5,0,0,9,0,0,5,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,14,3,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,3,3,0,0,4,0,0,0,0,10,93,42,43,21,15,12,7,0,0,229
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,39,35,24,17,10,4,5,0,0,130,0,0,0,0,0,0,0,0,0,5,38,35,28,21,16,9,7,3,0,157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,75,79,43,31,24,15,5,0,0,266
UCL522005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,17,25,6,7,3,0,0,121,7,0,0,0,0,0,0,0,0,15,43,22,23,29,13,15,4,3,0,158,0,0,0,0,0,0,0,0,0,3,3,3,0,9,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,37,41,41,9,14,7,0,0,231
UCL522006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,7,4,3,9,0,5,0,30,0,0,0,0,0,0,0,0,0,7,0,4,0,0,3,10,3,6,0,25,28,15,7,16,16,17,10,0,0,113,4,4,6,0,3,3,5,0,0,19,33,30,19,22,31,41,24,13,3,215,0,0,0,0,3,7,9,5,4,32,5,6,4,0,4,4,4,0,0,31,0,0,0,3,0,4,6,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,16,0,0,0,0,0,0,3,6,3,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,11,7,7,7,10,3,5,0,47,0,0,0,0,0,0,3,0,4,7,7,5,0,0,5,10,7,6,3,43,70,41,19,28,37,40,20,0,0,265
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,12,4,7,5,3,10,10,0,0,51,3,0,0,0,3,5,0,0,0,12,9,7,12,10,4,19,27,6,0,105,0,0,0,0,0,8,11,9,0,36,0,0,7,4,3,3,4,5,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,7,0,0,0,0,0,0,5,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,9,4,0,0,19,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,4,4,4,0,19,19,17,11,17,12,16,26,3,0,115
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,9,15,5,10,7,5,4,3,0,0,54,7,0,0,0,0,3,0,4,0,18,25,4,11,11,18,19,16,7,4,110,0,0,0,0,5,12,11,3,0,31,0,3,3,0,4,10,3,0,0,18,0,0,0,0,0,3,4,3,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,3,0,19,0,0,0,0,0,5,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,9,3,12,3,6,0,31,0,0,0,0,0,0,0,0,0,4,7,0,6,0,4,8,0,0,0,21,24,11,11,10,11,13,13,8,0,98
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,0,0,0,11,21,21,14,18,20,5,3,3,0,104,9,3,0,3,8,0,0,0,0,20,25,37,22,26,33,21,12,6,0,179,0,0,0,4,5,6,19,4,0,34,5,3,0,9,9,3,0,0,0,31,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,19,0,0,0,0,0,3,8,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,4,6,8,9,5,3,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,8,6,3,0,5,0,0,22,43,44,28,29,43,21,8,3,0,212
UCL522010,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,5,6,5,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,15,28,14,8,16,13,8,4,3,0,99,0,0,0,0,0,5,3,0,0,3,36,22,16,25,26,25,21,12,4,180,0,0,0,0,0,9,16,7,0,33,6,0,3,7,0,9,10,0,0,35,0,0,0,0,4,5,5,0,0,18,0,0,0,0,0,4,13,10,9,31,0,0,0,0,0,8,11,3,0,28,0,0,0,0,0,0,10,0,4,25,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,5,7,0,5,4,5,0,16,23,7,8,74,0,0,0,0,0,0,3,0,0,6,5,0,0,6,6,7,3,0,0,30,76,46,20,27,30,18,6,7,0,226
UCL522011,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,16,4,14,4,8,15,5,4,0,76,0,4,5,10,0,3,4,0,0,28,26,12,19,21,14,24,20,7,0,146,0,0,0,4,5,4,9,5,0,27,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,24,0,0,0,0,0,7,10,4,0,21,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,6,5,4,0,11,0,3,5,5,0,6,4,0,0,23,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,6,3,0,0,17,37,15,28,25,13,22,14,5,5,160
UCL522012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,7,6,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,4,15,11,12,25,16,10,0,120,0,0,4,0,8,0,5,8,0,21,24,7,27,21,24,42,44,29,8,227,0,0,0,0,0,18,26,19,5,72,0,0,0,6,3,3,10,0,0,33,0,0,0,0,0,8,10,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,11,0,29,0,0,0,0,0,4,11,3,3,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,16,0,0,18,5,4,4,6,6,4,16,0,0,45,0,0,0,0,0,0,3,0,0,5,0,0,4,6,5,0,3,3,0,27,56,15,44,21,26,41,29,19,4,256
UCL522013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,9,4,3,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,14,29,19,10,17,23,9,0,5,0,112,0,5,0,0,0,9,0,6,0,15,36,28,19,20,41,37,21,10,5,220,0,0,4,0,8,23,22,4,4,57,8,0,5,0,7,0,6,0,0,37,0,0,0,0,3,10,6,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,10,0,0,33,0,0,0,0,0,6,5,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,8,0,3,7,11,9,11,3,0,0,49,0,0,0,0,0,0,0,6,0,3,5,3,6,7,4,11,6,0,0,29,62,37,16,36,46,26,7,0,4,237
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,11,19,10,3,5,4,7,6,3,0,68,0,0,0,0,0,3,0,0,0,4,22,11,9,10,16,19,9,5,0,108,0,0,0,0,4,8,3,4,0,13,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,6,0,0,11,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,3,3,5,7,0,0,0,22,0,0,0,0,0,0,0,0,0,3,5,0,3,5,3,6,0,0,0,14,45,16,14,21,16,16,10,6,0,135
UCL522015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,18,25,14,6,6,3,0,0,86,0,0,3,0,0,3,0,0,0,17,18,23,36,18,10,15,13,0,0,124,0,0,0,0,3,5,4,0,0,17,0,0,3,0,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,5,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,12,19,28,50,29,12,13,7,0,0,164
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,6,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,0,12,22,4,4,11,0,3,5,4,0,58,9,0,7,3,0,5,0,0,0,29,32,9,15,21,16,23,14,13,5,146,0,0,0,4,5,10,10,9,0,35,3,0,0,0,4,7,9,0,0,29,0,0,0,0,4,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,0,24,0,0,0,0,0,3,4,8,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,3,4,3,4,4,0,0,0,29,0,0,0,0,0,5,0,3,0,8,4,0,0,5,14,0,3,0,0,22,38,7,13,17,4,11,16,9,0,116
UCL522017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,5,6,5,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,17,26,5,15,6,11,15,12,0,0,100,7,4,4,0,3,3,0,0,0,23,33,19,20,12,25,39,36,6,0,192,0,0,0,4,9,19,22,13,0,71,4,3,0,9,6,5,6,0,0,30,0,0,0,0,0,9,7,0,0,15,0,0,0,0,0,0,0,0,3,6,0,0,0,6,3,11,14,0,0,30,0,0,0,0,5,6,11,10,3,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,11,0,7,4,6,8,9,4,0,0,43,0,0,0,0,0,0,3,0,0,4,3,0,0,3,4,11,6,0,0,32,50,13,24,12,29,30,26,3,0,185
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,0,0,4,6,0,0,22,3,4,0,7,0,0,7,0,0,18,3,9,4,10,8,10,23,5,0,66,0,0,0,0,0,0,12,5,0,16,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,3,0,12,0,0,0,0,0,0,8,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,4,0,6,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,3,6,0,5,4,17,3,0,43
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,4,4,5,5,0,3,0,3,32,16,0,3,9,0,3,0,0,0,38,22,3,10,12,16,18,15,4,4,101,0,0,0,0,0,4,9,3,6,29,0,0,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,14,0,0,0,0,0,6,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,6,0,5,6,0,0,14,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,3,0,0,14,12,6,7,9,7,20,3,0,3,75
UCL522020,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,33,13,10,4,5,10,0,0,0,84,5,0,0,4,0,3,0,0,0,12,37,19,19,18,15,19,5,0,0,127,0,0,0,0,0,3,6,0,0,8,0,0,3,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,4,7,0,3,0,0,11,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,16,50,31,34,17,10,21,3,0,0,171
UCL522021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,5,7,4,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,3,0,25,27,8,3,19,7,6,9,3,4,82,0,5,0,0,0,0,6,0,0,11,35,12,11,34,17,15,34,17,4,172,0,0,0,3,0,3,25,9,6,51,4,9,4,3,7,5,9,3,0,40,0,0,0,0,0,4,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,16,11,0,39,0,0,0,0,0,3,12,8,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,10,6,14,0,6,3,6,12,0,3,5,0,35,0,0,0,0,0,0,0,4,0,4,0,5,0,6,9,7,6,3,0,38,58,18,12,38,19,15,24,4,4,178
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,6,0,0,6,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,16,10,6,9,4,8,5,3,0,0,48,5,4,0,3,7,5,3,0,0,23,17,13,17,6,20,21,19,7,0,128,0,0,0,3,3,9,11,4,0,32,0,0,3,4,0,8,7,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,11,7,0,24,0,0,0,0,0,4,7,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,6,0,6,6,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,22,28,8,18,11,15,11,11,4,0,109
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,8,30,10,12,7,13,17,6,3,0,98,6,0,0,0,0,5,3,0,0,17,37,13,20,14,25,32,26,9,5,170,0,0,4,0,0,7,21,8,4,44,4,0,0,0,0,6,5,3,0,17,0,0,0,0,0,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4,21,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,4,3,5,9,0,0,0,33,0,0,0,0,0,5,0,0,0,9,0,0,0,0,3,4,3,0,0,18,43,14,17,16,24,26,16,4,0,170
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,12,13,0,0,5,11,19,21,8,0,82,0,0,0,0,0,3,6,0,0,9,12,4,4,5,13,38,37,16,4,135,0,0,0,0,5,8,13,12,3,32,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,9,7,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,6,0,13,0,0,0,0,0,0,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,4,0,5,0,3,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,14,0,0,27,17,7,10,11,14,38,36,13,0,141
UCL522025,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,8,0,3,0,8,5,4,3,0,0,26,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,3,4,5,0,21,27,7,11,15,17,13,8,11,3,108,6,0,3,3,6,4,6,3,0,34,36,15,15,30,19,41,43,20,13,230,0,4,0,0,4,9,17,14,7,51,0,5,0,3,3,6,10,0,0,33,0,0,0,0,0,0,3,10,0,22,0,0,0,0,0,0,0,0,5,8,0,0,0,4,3,9,11,0,0,31,0,0,0,0,4,8,17,8,4,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,7,0,13,0,9,0,13,3,14,4,0,0,46,0,0,0,0,0,4,0,0,4,3,0,0,5,5,4,7,7,6,0,46,55,21,22,22,19,28,23,9,8,209
UCL522026,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,0,3,0,4,11,15,12,8,0,61,0,0,3,0,0,0,3,4,0,6,5,3,6,10,15,18,39,24,6,136,0,0,0,0,0,12,27,15,0,52,5,0,4,0,0,0,6,5,0,20,0,0,0,0,0,3,10,7,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,9,4,0,24,0,0,0,0,0,3,8,8,3,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,10,0,0,11,0,0,0,4,0,6,6,3,0,22,0,0,0,0,0,5,3,4,0,7,0,0,0,0,0,3,9,3,0,21,13,9,10,10,20,32,30,15,0,140
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5,0,6,4,8,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,0,0,11,17,15,8,16,3,18,8,6,0,81,10,5,0,3,0,0,4,0,0,17,29,21,11,22,13,31,32,17,0,173,0,0,0,0,0,12,19,15,4,50,0,0,3,0,5,3,3,4,0,22,0,0,0,0,0,5,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,0,21,0,0,0,0,3,0,8,7,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,14,4,9,8,6,4,12,11,5,0,50,0,0,0,0,0,0,0,5,0,7,3,3,3,3,0,9,4,0,0,27,41,18,17,22,22,25,17,9,3,175
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,0,10,8,0,4,3,3,12,5,6,0,44,0,0,0,0,0,0,0,0,0,7,10,0,6,3,4,18,16,17,0,76,0,0,0,0,0,9,4,9,0,22,4,0,5,0,0,0,5,4,0,14,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,0,11,0,0,0,0,0,3,5,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,8,0,17,17,4,11,4,3,20,6,3,0,77
UCL522029,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,14,0,0,0,0,0,3,0,0,0,3,6,4,3,4,3,0,0,0,0,19,39,6,14,16,16,11,5,4,0,113,0,0,0,0,3,5,3,0,0,8,47,14,25,28,30,21,21,10,3,191,0,0,0,6,3,3,8,5,3,32,3,3,4,7,0,3,4,0,0,26,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,3,6,0,24,0,0,0,0,0,3,6,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,6,5,0,3,4,0,0,25,0,0,0,0,0,3,0,0,0,3,6,4,0,9,3,3,6,3,4,30,76,23,32,38,25,17,14,4,0,238
