UCL_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL501001,33,20,12,20,0,34,4,69,18,3884,51,4158,12,28,0,3,0,15,0,146,19,1276,18,1519,4,30,0,5,0,17,4,250,29,843,12,1200,4,7,0,4,0,14,3,189,19,626,4,872,12,99,3,18,0,52,4,478,37,3655,41,4405,15,138,4,42,4,138,16,820,65,2165,27,3444,32,351,17,88,10,433,43,1514,139,15146,166,17944,89,624,22,224,20,915,54,1962,165,8666,82,12813,174,1163,42,672,51,1872,84,1965,204,7937,76,14228,596,1542,66,2133,111,2215,147,1788,214,7041,102,15960,671,866,38,2470,133,2122,124,1021,166,2107,31,9741,1652,835,69,2961,183,1934,132,855,193,2361,30,11201,7818,1346,164,6212,568,3871,278,1223,362,2628,63,24535,8196,800,195,5287,583,1268,274,595,142,1250,30,18627,7291,488,186,3435,501,1405,174,426,131,833,39,14910,5597,289,124,1735,373,398,114,178,41,388,8,9259,12372,844,298,4287,834,2871,251,928
UCL511001,3,0,0,0,0,0,0,0,0,117,3,124,3,0,0,0,0,0,0,6,0,37,0,49,0,0,0,0,0,0,0,10,6,31,0,48,0,0,0,0,0,0,0,4,0,29,0,37,0,6,0,3,0,0,0,19,0,170,3,206,0,6,0,0,0,13,0,43,0,85,0,157,0,16,0,4,0,16,4,70,15,829,10,963,5,20,0,4,0,30,0,88,6,446,5,599,7,45,0,30,0,77,0,90,16,363,0,629,36,44,4,93,5,86,5,78,7,317,8,672,34,29,0,88,9,87,11,41,5,69,0,378,81,20,0,125,7,98,5,26,9,105,0,485,301,47,15,262,26,175,15,43,22,98,4,1003,270,33,5,270,18,44,11,18,4,37,0,719,251,14,16,167,21,49,13,10,5,28,0,568,163,4,8,54,12,19,3,3,0,5,0,267,302,18,5,121,23,66,8,20
UCL512001,0,0,0,0,0,0,0,0,0,41,3,52,0,0,0,0,0,0,0,3,0,28,0,34,0,5,0,0,0,0,0,6,0,11,0,18,0,0,0,0,0,0,0,5,0,5,0,15,0,4,0,0,0,0,0,5,3,74,0,94,0,3,0,0,0,0,0,8,5,57,0,77,0,5,0,3,3,7,0,40,5,414,13,495,4,21,0,8,0,24,0,56,5,214,7,331,10,37,0,13,0,40,5,56,4,169,0,325,23,38,5,55,0,30,3,51,9,155,0,371,16,17,3,48,7,29,0,22,7,38,0,185,37,16,0,65,4,31,3,8,3,53,0,224,143,31,9,118,11,50,9,28,8,40,0,452,133,12,3,86,8,11,10,8,0,19,0,299,63,11,4,53,11,10,0,4,4,13,0,181,39,6,0,20,3,7,0,4,0,8,0,89,71,13,5,41,11,21,3,8
UCL512002,0,0,0,0,0,0,0,0,0,44,0,52,0,0,0,0,0,0,0,0,0,23,0,31,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,3,0,21,0,20,0,0,0,0,0,0,0,7,0,86,0,102,0,3,0,0,0,0,0,17,0,52,0,76,3,9,0,0,0,4,0,45,0,395,9,471,4,12,4,4,0,15,0,38,4,209,6,291,0,21,0,14,0,22,0,48,9,228,5,342,18,40,3,46,0,22,4,37,0,175,0,352,12,19,5,52,6,24,3,10,0,54,0,182,32,11,0,45,5,21,5,16,0,57,0,188,108,20,3,101,14,38,5,14,4,57,0,374,94,12,3,89,9,15,4,7,4,20,0,248,70,3,0,42,5,8,4,5,0,21,0,156,43,0,0,22,6,9,4,6,0,6,0,91,71,5,0,47,4,17,5,5
UCL512003,0,0,0,0,0,0,0,0,0,58,0,63,0,0,0,0,0,0,0,4,0,19,0,24,0,0,0,0,0,0,0,3,0,17,0,25,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,7,0,70,0,80,0,0,0,0,0,0,0,21,0,41,0,73,0,6,0,0,0,13,0,33,5,323,8,383,0,16,0,7,0,17,0,39,0,140,4,222,6,24,0,16,0,38,0,35,6,88,3,224,15,25,0,37,0,35,3,37,5,108,0,272,22,20,3,46,5,38,7,19,8,25,0,185,30,14,4,56,4,42,4,12,6,29,0,197,137,17,4,117,7,66,7,16,9,27,0,410,115,12,5,86,10,22,5,5,0,18,0,287,109,11,3,65,15,20,7,3,3,11,4,242,76,4,0,25,3,5,4,3,0,6,0,122,139,0,4,56,17,33,0,3
UCL512004,0,0,0,0,0,0,0,0,0,17,0,28,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,13,0,28,0,0,0,0,0,0,0,8,0,11,0,28,0,0,0,3,0,12,0,11,3,82,4,111,0,8,0,0,0,16,0,8,3,47,0,67,0,3,0,5,0,24,0,12,3,28,0,87,15,8,3,18,0,27,0,20,7,36,0,127,6,4,0,13,3,26,3,0,3,3,0,68,21,6,0,20,0,35,0,6,4,13,0,102,118,13,0,78,7,74,4,11,9,12,0,325,170,7,8,86,11,15,6,5,0,5,0,319,164,10,0,71,13,36,0,0,0,4,0,303,149,3,0,26,15,7,3,0,0,0,0,203,335,6,7,67,17,35,3,0
UCL513001,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,17,0,0,0,0,0,0,0,0,0,6,0,9,6,0,0,4,0,0,0,12,0,27,0,44,5,0,0,0,0,5,0,6,0,12,0,27,0,0,0,5,0,14,0,7,3,19,5,47,9,3,0,7,0,5,0,4,0,9,0,42,3,4,0,9,0,11,0,3,0,6,0,31,14,3,0,10,0,7,0,7,0,0,0,36,78,7,3,29,4,18,3,4,0,4,0,155,85,13,0,40,5,16,0,5,0,0,0,164,81,3,0,23,10,7,3,0,0,5,0,143,68,0,4,15,3,4,0,0,0,0,0,92,101,6,0,29,10,7,0,4
UCL513002,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,5,0,10,0,11,0,6,0,0,0,0,0,5,0,110,0,120,0,5,0,0,0,3,0,20,5,40,0,67,3,0,0,0,0,11,0,11,0,49,0,86,5,7,0,19,0,10,0,3,0,40,0,88,11,3,0,10,0,16,0,3,0,8,0,50,11,0,0,20,0,11,0,5,0,11,0,69,62,9,3,39,6,14,5,9,0,12,0,161,43,3,3,23,8,0,3,0,0,10,0,100,38,0,0,20,0,8,0,0,0,7,0,75,15,0,0,3,0,0,0,0,0,5,0,23,49,4,0,19,4,5,0,3
UCL513003,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,8,0,11,3,0,0,0,0,4,0,4,0,4,0,22,4,3,0,0,0,3,0,3,0,0,0,12,10,4,0,3,0,14,0,0,0,0,0,38,73,4,0,28,3,21,0,7,4,4,0,147,67,3,0,32,0,9,0,3,0,0,0,119,98,5,0,32,9,18,3,6,0,0,0,175,90,0,4,24,4,5,0,0,0,0,0,130,272,8,10,63,29,39,9,6
UCL513004,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,4,0,0,0,15,0,20,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,10,0,6,0,12,0,19,0,0,0,0,0,9,0,5,0,0,0,15,0,0,0,0,0,10,0,0,0,3,0,18,6,6,0,11,0,13,0,0,0,4,0,43,36,5,0,23,6,22,0,3,4,8,0,104,69,5,0,25,3,5,0,0,0,3,0,116,100,0,0,28,8,22,0,0,0,0,0,165,87,5,4,20,5,9,0,0,0,5,0,129,238,7,11,41,20,18,0,6
