UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL522013,0,0,0,0,14,14,0,0,0,0,12,12,4,0,0,0,12,13,11,0,5,0,14,23,15,0,9,0,10,30,26,3,10,0,4,39,18,0,3,3,5,30,3,0,0,0,0,6,3,0,0,0,0,5,72,12,23,3,67,174,0,0,0,0,15,15,0,0,0,0,11,11,8,0,0,0,11,19,14,0,0,0,6,20,23,0,5,0,9,41,21,3,3,4,6,37,12,0,0,0,0,21,4,0,0,10,0,10,0,0,0,5,0,5,79,6,15,19,65,185,0,0,0,0,35,35,0,0,0,0,17,17,10,0,0,0,20,35,25,0,3,0,18,49,36,0,12,0,20,74,47,5,14,4,7,79,27,4,3,10,0,44,5,0,0,10,0,19,3,0,0,3,0,8,152,17,35,21,132,359
UCL522014,0,0,0,0,3,3,0,0,0,0,6,6,5,0,0,0,10,10,8,3,4,0,4,15,5,0,0,0,0,14,8,0,0,0,0,18,5,0,0,0,0,11,4,0,0,0,0,6,0,0,0,0,0,0,46,6,3,0,28,82,0,0,0,0,4,4,0,0,0,0,8,8,6,0,0,0,3,9,3,0,0,0,9,10,12,0,0,0,0,16,16,0,4,0,0,19,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,50,0,3,5,26,86,0,0,0,0,12,12,0,0,0,0,12,13,6,0,0,0,14,25,8,3,3,0,13,29,21,0,0,0,4,26,25,0,7,0,0,36,17,0,0,0,0,19,10,0,0,0,0,9,0,0,0,0,0,0,88,6,13,5,56,167
UCL522015,0,0,0,0,5,5,0,0,0,0,7,7,7,0,0,0,27,34,8,0,0,0,14,21,4,0,0,0,7,11,5,0,4,0,0,15,13,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,65,105,0,0,0,0,5,5,0,0,0,0,16,16,3,0,0,0,28,36,10,0,0,0,5,18,5,0,0,0,0,10,6,4,0,0,0,15,7,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,38,5,8,3,65,115,0,0,0,0,12,12,0,0,0,0,25,25,12,0,0,0,55,63,18,0,0,0,20,39,10,0,0,0,7,24,15,4,8,0,3,31,17,0,0,0,3,23,0,0,0,0,0,3,0,0,0,0,0,0,72,5,14,3,126,217
UCL522016,0,0,0,0,5,5,0,0,0,0,3,3,0,3,0,0,8,15,10,0,0,0,0,12,9,0,6,0,6,14,12,0,0,0,8,26,17,0,3,0,3,20,15,0,3,0,0,18,0,0,0,0,0,0,51,5,7,0,40,111,0,0,0,0,8,8,0,0,0,0,4,7,0,3,0,0,7,15,9,0,0,0,12,21,3,0,6,0,3,16,12,0,0,3,0,23,11,0,0,5,0,14,8,0,0,4,0,13,0,0,0,3,0,5,52,3,11,11,33,111,0,0,0,0,12,12,0,0,0,0,7,6,4,9,0,0,20,21,21,0,0,0,13,30,6,0,7,0,10,29,28,0,6,3,10,46,18,0,5,5,4,33,23,0,3,4,0,29,0,0,0,3,0,5,102,9,17,11,76,221
UCL522017,0,0,0,0,7,7,0,0,0,0,7,7,4,0,0,0,9,18,8,0,0,0,8,20,11,0,0,0,11,23,31,0,6,0,0,39,28,3,0,5,4,35,7,3,4,0,0,20,3,0,0,0,0,3,94,7,17,6,44,164,0,0,0,0,9,9,0,0,0,0,12,12,13,0,0,0,11,20,7,6,0,0,3,12,17,5,4,0,4,25,28,0,9,0,4,39,26,0,3,6,0,36,6,0,0,3,0,6,0,0,0,0,0,0,88,8,17,6,39,159,0,0,0,0,12,12,0,0,0,0,15,15,17,0,0,0,17,35,16,6,0,0,14,36,27,5,9,0,14,49,59,0,9,0,11,75,48,5,4,6,0,76,7,3,5,3,0,27,3,0,0,0,0,5,181,16,33,14,85,323
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,0,0,0,0,0,0,6,0,0,0,5,11,3,0,0,0,0,9,14,0,8,0,8,29,4,0,4,0,0,12,0,0,0,0,0,0,29,4,18,0,27,72,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,4,4,4,0,0,0,5,10,0,0,0,0,5,8,7,0,0,0,0,10,10,0,8,0,0,23,3,0,0,0,0,5,0,0,0,0,0,0,21,3,13,6,18,60,0,0,0,0,0,0,0,0,0,0,9,9,6,0,0,0,5,9,4,0,0,0,4,5,5,0,4,0,5,16,15,0,4,0,0,22,20,3,16,0,7,52,3,0,9,3,0,11,0,0,0,0,0,0,55,6,31,3,42,130
UCL522019,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,8,17,0,0,0,0,4,3,11,3,5,0,7,27,9,0,4,0,4,16,0,0,0,0,0,4,3,0,0,0,0,9,34,8,11,0,27,79,0,0,0,0,6,6,0,0,0,0,3,3,4,0,0,0,3,10,10,0,0,0,4,12,6,3,4,0,0,16,8,0,6,0,4,18,5,0,3,3,0,15,3,0,0,0,0,4,3,0,0,3,0,4,37,6,11,5,23,78,0,0,0,0,5,5,0,0,0,0,3,3,4,0,0,0,10,10,14,4,0,0,8,25,3,3,4,0,7,22,13,3,8,0,8,38,15,0,5,3,4,26,3,0,0,0,0,9,9,0,0,3,0,8,70,15,19,9,52,155
UCL522020,0,0,0,0,9,9,0,0,0,0,8,7,0,0,0,0,18,20,0,0,0,0,13,14,4,0,0,0,4,12,9,0,3,3,10,23,3,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,3,60,97,0,0,0,0,11,11,3,0,0,0,9,15,3,0,0,0,16,19,6,0,0,0,14,18,3,0,0,0,10,15,8,0,0,0,8,19,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,60,92,0,0,0,0,17,17,0,0,0,0,17,23,4,0,0,0,33,39,6,0,0,0,20,26,12,0,0,0,14,26,15,6,3,0,15,43,3,0,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,44,7,4,4,123,184
UCL522021,0,0,0,0,3,3,0,0,0,0,10,10,5,0,0,0,4,9,11,3,0,0,0,20,8,0,4,0,7,17,4,0,7,0,8,21,25,0,9,3,0,38,16,0,5,0,0,17,0,0,0,0,0,0,68,10,19,6,42,147,0,0,0,0,4,4,0,0,0,0,7,7,3,0,0,0,7,11,15,4,0,0,13,34,4,0,3,0,0,17,6,0,3,5,0,15,21,0,7,4,0,34,4,0,0,9,0,17,0,0,0,4,0,4,57,5,18,21,38,142,0,0,0,0,13,13,0,0,0,0,21,21,8,0,0,0,15,22,28,9,0,0,14,49,12,0,12,0,8,35,15,0,7,5,13,38,44,0,15,10,4,71,16,4,4,9,0,30,0,0,0,7,0,4,126,17,36,28,78,289
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,10,5,0,0,0,6,14,10,0,0,0,6,18,9,0,5,0,3,18,10,0,3,0,0,20,10,0,3,3,0,14,0,0,0,0,0,0,46,3,9,4,34,102,0,0,0,0,4,4,0,0,0,0,9,9,9,0,0,0,7,17,8,0,0,0,7,6,8,3,0,0,5,20,9,0,6,0,8,21,11,0,6,3,4,19,9,0,0,3,0,7,0,0,0,0,0,0,49,3,10,10,34,106,0,0,0,0,5,5,0,0,0,0,12,12,16,0,0,0,15,30,10,0,0,0,11,24,19,8,0,0,16,37,17,3,7,0,11,36,22,0,7,3,5,39,17,0,3,3,0,26,0,0,0,0,0,0,98,9,19,13,70,205
UCL522023,0,0,0,0,3,3,0,0,0,0,5,5,11,0,0,0,9,15,10,0,0,0,9,19,9,0,8,0,9,26,13,4,9,0,12,35,23,0,0,0,0,32,8,0,7,0,0,11,4,0,0,0,0,9,69,9,21,3,39,140,0,0,0,0,5,5,0,0,0,0,4,4,12,0,0,0,6,20,3,0,3,0,8,14,14,3,5,0,9,25,17,0,9,0,0,32,15,0,3,0,3,26,4,0,0,4,0,9,0,0,0,5,0,5,61,4,16,16,35,135,0,0,0,0,15,15,0,0,0,0,9,12,18,0,0,0,15,33,16,0,3,0,10,33,18,3,10,0,13,47,27,6,14,0,11,64,38,0,7,7,4,57,8,0,5,4,0,21,5,0,0,3,0,9,131,12,40,20,77,279
UCL522024,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,9,18,0,4,0,6,24,32,0,0,3,5,37,14,0,5,0,0,17,0,0,0,0,0,4,77,5,9,4,17,113,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,4,3,0,0,0,0,5,13,0,4,0,0,13,20,0,7,0,4,38,32,0,9,4,0,37,10,0,4,5,0,16,0,0,0,0,0,4,74,4,17,9,16,123,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,10,11,9,0,0,0,4,12,15,0,3,0,3,23,40,0,15,0,8,62,57,0,6,7,4,74,21,0,4,5,0,37,0,0,3,4,0,10,149,7,30,14,39,232
UCL522025,0,0,0,0,12,12,0,0,0,0,13,13,7,0,0,0,10,17,11,0,0,0,15,25,9,0,4,0,4,19,12,4,11,0,6,37,23,7,7,0,6,46,15,0,4,5,0,24,4,0,0,4,0,8,87,11,27,11,72,200,0,0,0,0,7,7,0,0,0,0,9,9,9,0,5,0,7,15,14,0,5,0,16,30,14,0,5,0,3,19,18,0,15,5,6,41,25,0,11,7,4,43,12,0,5,5,3,20,0,0,0,12,0,13,81,5,30,24,54,192,0,0,0,0,15,15,0,0,0,0,21,21,10,0,5,0,17,34,17,0,5,0,28,49,23,0,10,0,11,43,33,6,16,5,16,75,46,4,19,10,10,91,27,0,9,6,5,49,4,0,0,17,0,20,172,10,55,36,118,391
UCL522026,0,0,0,0,4,4,0,0,0,0,6,6,3,0,0,0,4,7,0,0,0,0,0,3,8,0,3,0,3,11,16,0,7,0,6,31,34,5,12,0,0,52,23,0,3,7,0,32,0,0,0,0,0,5,79,7,22,13,26,143,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,6,10,11,0,0,0,5,15,15,0,5,0,0,18,33,0,7,3,0,39,17,0,0,5,0,24,0,0,0,6,0,6,82,0,12,15,19,127,0,0,0,0,5,5,0,0,0,0,6,6,3,0,0,0,10,19,5,0,0,0,10,12,20,0,4,0,8,24,33,0,14,3,3,49,61,5,17,7,0,93,42,0,3,4,0,58,5,0,0,5,0,10,162,6,37,28,40,276
UCL522027,0,0,0,0,3,3,0,0,0,0,3,3,6,0,0,0,11,21,12,0,0,0,3,24,6,0,4,0,9,24,10,3,7,0,5,30,11,5,7,0,6,24,16,0,6,0,0,19,3,0,0,0,0,10,65,8,23,6,51,155,0,0,0,0,8,8,0,0,0,0,14,14,6,0,0,0,4,11,16,0,0,0,5,22,0,0,3,0,3,13,16,4,9,0,4,31,14,3,4,4,0,32,10,0,3,0,0,17,0,0,0,0,0,0,64,10,19,10,43,145,0,0,0,0,18,18,0,0,0,0,18,18,10,0,0,0,14,28,24,0,0,0,15,42,7,3,9,0,11,35,32,6,16,3,10,64,26,3,12,4,4,51,27,0,9,4,0,37,3,0,0,5,0,7,128,20,43,16,95,304
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,3,8,3,10,0,3,24,9,3,5,0,0,24,6,0,0,0,0,12,0,0,0,0,0,0,37,3,14,3,12,69,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,6,0,0,0,0,0,3,0,0,0,0,0,4,10,0,3,0,0,18,12,0,4,0,0,16,12,0,0,8,0,17,0,0,0,0,0,0,34,4,8,11,15,72,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,15,18,3,0,0,0,0,6,6,0,0,0,0,6,17,0,15,0,4,38,22,0,12,0,0,33,15,0,0,5,0,24,0,0,0,0,0,5,69,7,28,8,29,137
UCL522029,0,0,0,0,12,12,0,0,0,0,3,3,11,0,0,0,16,27,18,0,0,0,7,27,8,0,0,0,7,18,11,0,3,0,6,19,16,0,5,0,0,24,4,0,3,0,0,11,0,0,0,0,0,0,67,7,13,4,65,147,0,0,0,0,16,16,0,0,0,0,5,5,15,0,0,0,12,25,18,0,0,0,8,28,14,0,3,0,9,30,13,0,8,4,0,21,16,0,5,6,0,21,0,0,0,4,0,10,0,0,0,3,0,3,76,0,10,9,45,143,0,0,0,0,22,22,0,0,0,0,10,10,23,0,0,0,32,49,32,0,3,0,15,55,22,0,8,0,22,43,21,0,8,4,7,42,33,0,5,7,0,44,12,0,3,4,0,16,0,0,0,8,0,3,148,0,22,19,112,298
UCL522030,0,0,0,0,9,9,0,0,0,0,8,8,6,0,0,0,13,18,6,0,0,0,10,17,5,0,0,0,6,16,14,0,6,0,10,25,8,0,0,0,3,11,3,0,0,0,0,7,0,0,0,0,0,0,44,0,6,0,45,102,0,0,0,0,0,0,0,0,0,0,10,10,13,0,0,0,12,21,9,0,0,0,0,14,11,0,4,0,3,14,6,0,5,0,3,14,13,0,0,0,0,12,0,0,0,3,0,3,0,0,0,0,0,0,42,5,11,3,34,96,0,0,0,0,8,8,0,0,0,0,12,12,14,0,0,0,23,37,20,0,0,0,11,33,22,0,4,0,6,27,19,3,10,0,11,42,15,0,3,0,3,22,6,0,0,3,0,8,0,0,0,0,0,0,95,8,14,5,80,198
UCL522031,0,0,0,0,10,15,0,0,0,0,8,8,5,0,0,0,11,17,4,0,0,0,11,17,4,0,0,0,11,17,6,0,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,53,83,0,0,0,0,17,19,0,0,0,0,0,0,3,0,0,0,28,33,0,0,0,0,13,20,6,0,0,0,9,11,3,0,0,0,9,11,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,7,76,101,9,0,0,0,27,34,0,0,0,0,15,10,11,0,0,0,43,52,9,0,0,0,24,34,12,0,0,0,14,27,6,0,4,0,6,21,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,5,134,187
UCL522032,0,0,0,0,22,22,0,0,0,0,20,20,0,0,0,0,22,22,0,0,0,0,26,26,6,0,0,0,13,21,7,0,0,3,0,12,5,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,20,0,3,3,112,135,0,0,0,0,20,20,0,0,0,0,21,21,0,0,0,0,22,22,0,0,0,0,23,23,9,0,0,0,21,32,9,6,4,0,5,23,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,6,4,4,114,155,0,0,0,0,41,41,0,0,0,0,42,42,0,0,0,0,45,45,0,0,0,0,53,53,16,0,0,0,30,49,20,3,5,3,7,38,9,0,0,5,4,11,0,0,0,0,0,3,0,0,0,0,0,0,44,3,10,9,227,292
UCL522033,0,0,0,0,10,10,0,0,0,0,3,3,0,0,0,0,17,16,5,0,0,0,4,12,10,6,3,0,3,23,25,4,8,0,5,40,27,3,13,3,9,54,16,0,8,3,0,32,0,0,0,0,0,5,89,10,40,10,51,197,0,0,0,0,7,7,0,0,0,0,6,6,4,0,0,0,8,7,5,0,0,0,3,16,14,6,6,0,9,29,21,0,3,0,4,32,28,0,10,7,3,45,10,0,0,3,0,23,0,0,0,0,0,0,91,5,22,14,43,175,0,0,0,0,19,19,0,0,0,0,12,12,6,0,0,0,24,29,12,0,0,0,8,24,27,7,10,0,11,53,47,6,12,4,9,75,58,7,25,12,7,101,29,0,13,7,0,53,0,0,0,4,0,4,176,17,62,22,92,370
UCL522034,0,0,0,0,7,7,3,0,0,0,7,9,5,0,0,0,9,17,8,0,0,0,7,18,6,0,0,0,0,9,10,0,0,0,3,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,33,70,3,0,0,0,8,12,0,0,0,0,9,9,6,0,0,0,7,13,12,0,0,0,0,20,3,0,0,0,4,7,5,0,0,3,3,9,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,35,4,0,8,33,76,3,0,0,0,17,22,3,0,0,0,6,8,12,0,0,0,19,38,18,0,0,0,10,29,4,0,0,0,4,15,7,3,0,3,4,20,7,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,65,4,0,13,61,146
UCL522035,0,0,0,0,5,5,0,0,0,0,3,3,4,0,0,0,9,8,5,0,0,0,8,5,6,3,4,0,8,20,13,3,0,0,4,25,8,3,9,0,0,18,4,0,0,0,0,6,0,0,0,0,0,0,35,9,11,0,39,95,0,0,0,0,5,5,0,0,0,0,3,6,5,0,0,0,11,15,4,0,0,0,10,8,8,0,0,0,5,21,8,0,5,5,0,15,6,0,0,5,0,17,0,0,0,6,0,4,0,0,0,8,0,7,33,0,11,17,34,98,0,0,0,0,12,12,0,0,0,0,5,9,4,0,0,0,15,22,9,0,0,0,10,20,16,5,5,0,15,38,19,3,13,5,8,43,16,3,6,5,6,32,6,0,0,7,0,11,0,0,0,8,0,10,66,15,27,19,73,193
UCL522036,0,0,0,0,8,8,0,0,0,0,4,4,0,0,0,0,7,11,8,0,0,0,4,8,4,0,0,0,17,19,3,7,4,0,0,19,18,0,3,0,0,26,6,0,4,0,0,13,3,0,0,0,0,3,45,7,17,0,37,105,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,3,8,9,0,0,0,0,8,10,0,8,0,0,19,12,4,0,4,0,22,15,0,0,0,3,17,3,0,0,0,0,3,0,0,0,0,0,0,48,4,12,0,14,80,0,0,0,0,9,9,0,0,0,0,5,5,5,0,0,0,10,12,14,0,0,0,3,18,17,0,8,0,10,39,18,6,4,4,6,38,30,0,7,0,9,44,10,0,7,0,0,16,3,0,0,0,0,0,96,6,31,6,44,185
UCL522037,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,12,16,13,0,0,0,8,21,12,0,0,0,6,22,7,0,5,0,5,22,13,3,4,0,0,22,12,0,0,0,0,16,4,0,0,0,0,4,58,6,9,4,40,121,0,0,0,0,8,8,0,0,0,0,0,0,5,0,0,0,9,18,11,0,0,0,9,19,9,0,0,0,3,14,10,0,6,0,0,20,17,0,0,3,0,20,3,0,3,0,0,10,0,0,0,0,0,0,61,0,15,4,35,113,0,0,0,0,15,15,0,0,0,0,4,4,11,0,0,0,23,31,18,0,0,0,19,37,21,4,4,0,11,36,15,0,11,4,9,39,32,3,5,3,0,38,14,0,4,0,0,25,4,0,0,3,0,9,119,8,29,10,74,234
UCL522038,0,0,0,0,11,11,0,0,0,0,18,18,20,0,0,0,16,37,16,0,0,0,8,29,16,4,4,0,11,31,23,0,8,0,5,35,12,0,8,0,0,21,14,0,0,3,0,15,0,0,0,0,0,0,100,6,14,3,75,193,0,0,0,0,11,13,0,0,0,0,16,18,14,0,0,0,14,25,27,0,5,0,3,37,6,3,0,0,6,16,19,0,0,0,6,27,14,0,3,3,0,28,10,0,0,6,0,19,0,0,0,6,0,10,96,6,13,24,52,184,0,0,0,0,27,26,0,0,0,0,33,35,30,0,0,0,27,66,41,0,8,0,15,59,27,3,3,0,11,47,43,0,8,0,9,56,28,0,8,3,0,43,20,0,0,5,0,35,6,0,0,6,0,9,194,12,29,21,125,379
UCL522039,0,0,0,0,12,12,0,0,0,0,10,16,11,0,6,0,20,38,3,6,0,0,15,21,15,0,0,0,8,25,17,9,11,0,15,42,15,0,8,3,0,29,3,0,0,0,0,0,0,0,0,0,0,0,58,7,23,0,86,176,0,0,0,0,5,5,0,0,0,0,11,14,8,0,0,0,27,34,5,4,0,0,20,28,7,0,0,3,14,27,21,3,9,0,10,44,3,0,0,3,0,8,0,0,0,0,0,3,0,0,0,0,0,0,44,3,12,13,96,162,0,0,0,0,19,19,0,0,0,0,21,26,19,0,6,0,53,73,13,0,0,0,31,48,19,0,6,3,25,48,31,9,17,5,23,82,18,0,10,8,6,35,5,0,0,0,0,4,5,0,0,0,0,5,109,16,33,15,175,345
UCL522040,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,0,3,14,7,0,0,8,30,14,5,7,0,0,22,18,4,9,0,5,35,6,0,3,6,0,9,0,0,0,0,0,0,53,10,16,7,25,111,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,3,12,5,0,0,3,18,17,0,4,0,3,23,18,0,0,6,4,29,4,0,0,6,0,14,0,0,0,0,0,0,53,12,10,8,16,94,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,0,10,10,0,0,0,0,0,5,24,13,0,0,15,42,26,3,11,0,5,46,41,4,5,3,9,61,10,0,4,12,0,24,0,0,0,3,0,3,100,19,27,17,42,204
UCL522041,0,0,0,0,5,5,0,0,0,0,10,10,0,0,0,0,7,13,6,0,0,0,7,15,5,0,0,0,12,18,26,7,14,0,12,46,28,4,16,0,6,50,6,0,0,3,0,6,0,0,0,6,0,3,72,7,29,5,50,170,0,0,0,0,8,8,0,0,0,0,4,4,3,0,0,0,5,13,5,0,0,0,0,8,10,0,4,0,4,25,22,0,8,4,5,37,28,4,4,3,0,33,5,0,0,3,0,9,0,0,0,4,0,4,74,4,15,11,28,136,0,0,0,0,15,15,0,0,0,0,12,12,5,0,0,0,17,26,12,0,3,0,9,25,19,0,3,0,14,38,42,3,22,4,13,85,50,4,18,8,3,86,12,0,0,4,0,17,0,0,0,6,0,8,146,12,46,20,84,306
UCL522042,0,0,0,0,4,4,0,0,0,0,18,21,8,0,0,0,24,39,19,0,3,0,7,33,20,5,3,0,3,28,17,0,4,0,0,16,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,4,6,0,59,140,0,0,0,0,3,3,0,0,0,0,19,19,10,4,0,0,23,41,20,5,0,0,5,28,11,4,4,0,3,22,13,0,4,0,4,17,4,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57,8,13,5,55,134,0,0,0,0,6,6,0,0,0,0,37,36,26,3,0,0,44,75,33,9,6,0,17,58,25,6,8,0,6,51,21,0,9,0,4,33,7,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,119,17,22,5,117,277
UCL522043,0,0,0,0,17,17,5,0,0,0,8,13,3,3,0,0,37,41,4,6,0,0,23,30,3,0,0,0,19,21,9,0,0,0,4,18,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,109,141,0,0,0,0,19,19,3,0,0,0,21,27,0,4,0,0,25,34,4,0,0,0,20,21,3,0,0,0,13,21,4,0,0,0,4,12,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,6,114,143,0,0,0,0,33,38,3,0,0,0,29,37,3,7,0,0,63,79,9,4,0,0,43,59,11,5,0,0,27,41,5,0,0,0,13,25,7,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,42,14,6,6,219,283
