UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL521038,0,0,6,15,16,26,7,0,0,72,0,0,0,9,4,8,5,0,0,26,0,0,0,0,0,4,0,0,0,10,0,0,0,4,6,0,0,0,0,12,4,0,6,20,26,40,17,0,0,118,0,3,4,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,17,9,6,11,25,28,43,17,3,0,139,8,4,0,5,10,20,55,37,15,156,0,3,5,8,4,7,16,14,0,55,13,11,18,33,47,70,78,51,16,344,0,0,8,6,16,7,4,0,0,48,3,0,3,12,15,19,9,0,0,60,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,5,15,22,26,32,8,0,0,118,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9
UCL521039,0,10,14,23,22,36,4,0,0,107,12,0,3,6,12,19,8,0,0,61,5,0,0,0,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,4,18,10,17,35,39,58,15,0,0,190,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,21,10,18,35,40,58,18,0,0,195,8,0,0,4,7,17,38,32,7,109,4,3,0,0,8,5,8,4,4,31,31,15,18,38,51,78,58,37,8,328,3,3,0,13,20,17,0,0,0,57,12,0,15,27,23,25,3,0,0,105,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,11,12,3,22,41,51,49,10,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL521040,0,7,33,51,24,29,6,0,0,159,0,0,0,8,0,6,0,0,0,15,0,0,3,0,7,0,0,0,0,14,0,0,3,6,0,0,0,0,0,3,0,9,44,61,36,43,7,0,0,192,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,0,9,44,61,36,40,8,0,0,198,3,0,7,7,4,9,11,6,3,50,0,11,15,12,11,13,0,0,0,60,3,20,68,77,45,58,21,6,0,305,0,4,23,27,24,19,3,0,0,107,0,0,12,17,8,5,5,0,0,52,0,0,6,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,5,49,40,33,27,11,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
UCL521041,0,6,58,55,28,19,7,0,0,172,0,3,4,3,0,0,0,0,0,17,0,0,7,4,4,4,0,0,0,22,0,0,0,3,0,0,0,0,0,6,0,8,70,65,36,27,8,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,70,65,36,29,8,0,0,217,6,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,7,9,80,65,36,30,8,0,0,234,0,8,20,24,12,9,3,0,0,78,0,0,24,16,0,0,0,0,0,42,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,51,38,15,11,3,0,0,132,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,7
UCL521042,0,7,17,13,34,22,9,0,0,98,12,0,5,6,4,8,0,0,0,36,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,13,14,27,18,38,25,9,0,0,149,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,24,18,38,34,9,0,0,148,6,3,0,4,8,11,29,20,15,90,0,3,10,0,6,3,0,0,4,26,21,20,38,23,51,42,35,22,15,264,0,4,11,19,16,8,4,0,0,59,8,3,8,13,20,11,5,0,0,68,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,10,13,17,29,35,25,10,0,0,143,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521043,3,0,13,21,25,25,4,0,0,97,0,0,3,3,5,8,7,0,0,33,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,9,17,23,32,42,11,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,23,32,42,11,0,0,137,3,0,0,0,4,8,22,12,0,52,0,0,0,3,4,0,0,0,0,14,15,9,17,28,38,51,37,13,0,199,0,4,7,7,18,13,0,0,0,43,6,0,4,10,22,23,3,0,0,68,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,8,8,5,14,17,37,38,5,0,0,128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL521044,4,9,15,10,14,17,5,0,0,75,5,0,0,0,0,7,4,4,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,12,15,15,21,29,11,4,0,111,5,0,0,3,0,4,0,0,0,15,0,0,0,0,4,0,0,0,0,3,5,0,4,3,0,5,0,0,0,18,5,12,21,21,25,37,11,4,0,130,8,4,4,15,10,24,51,30,8,159,0,3,0,5,3,3,0,3,6,27,19,23,29,34,40,63,58,39,10,313,0,3,7,7,9,7,0,0,0,29,10,3,6,10,5,19,3,4,0,62,0,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,10,5,15,17,18,28,8,4,0,101,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,15
UCL521045,5,5,6,5,9,20,11,0,0,62,0,0,0,0,0,3,5,4,0,15,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,5,7,7,7,24,22,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,11,7,7,22,24,4,0,83,4,0,0,4,3,7,41,21,11,94,5,0,6,3,8,12,14,5,5,61,12,5,18,14,28,40,75,32,17,240,0,0,7,5,6,8,0,0,0,30,4,0,9,5,8,10,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,11,14,19,3,0,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521046,0,0,15,12,12,12,9,0,0,50,5,0,4,0,8,4,0,4,0,24,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,8,4,22,14,14,14,5,4,0,83,0,6,0,0,0,6,0,0,0,13,3,0,0,0,7,0,0,0,0,8,3,6,0,0,7,6,0,0,0,20,11,5,26,16,20,20,5,4,0,106,20,16,22,11,25,24,7,11,3,135,0,0,0,8,3,8,7,4,0,27,31,26,44,33,49,47,25,13,3,268,0,5,10,10,13,6,0,0,0,45,0,0,8,13,9,6,4,0,0,44,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,10,4,9,24,25,24,15,4,0,0,102,0,0,4,5,0,0,0,0,0,12,0,4,0,0,3,0,0,0,0,3,0,4,4,5,3,5,0,0,0,18
UCL521047,3,6,14,16,19,29,6,0,0,97,0,0,3,6,11,9,0,0,0,27,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,20,24,29,34,8,0,0,131,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,0,5,23,22,32,38,8,0,0,136,4,0,6,0,0,15,29,13,7,65,0,4,3,3,4,4,0,3,3,28,5,12,34,30,41,61,36,16,4,234,0,0,13,10,24,15,0,0,0,63,0,3,6,12,8,6,3,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,0,10,19,28,32,22,7,0,0,114,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13
UCL521048,3,5,24,16,19,30,4,0,0,107,3,0,0,5,0,9,4,0,0,30,0,0,0,5,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,8,10,29,23,25,50,8,0,0,153,0,4,0,0,4,0,0,0,0,11,5,0,0,0,0,0,0,0,0,3,0,4,6,0,4,0,0,0,0,17,7,13,29,22,27,50,14,0,0,171,11,0,5,11,7,15,76,46,9,178,0,3,6,5,3,12,4,6,0,45,23,16,43,36,35,79,90,53,18,396,0,6,11,15,17,16,0,0,0,70,0,0,9,16,13,25,13,0,0,74,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,6,14,15,28,37,42,17,0,0,166,0,0,0,0,5,0,0,0,0,9,0,0,0,3,4,0,0,0,0,7,0,0,0,3,4,0,0,0,0,15
UCL521049,0,3,5,8,6,8,4,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,16,6,7,4,0,0,41,0,4,8,3,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,0,0,0,20,3,8,17,16,5,10,4,0,0,65,19,20,28,25,23,6,0,0,0,109,3,0,0,0,3,4,0,0,0,13,19,25,42,39,30,20,3,0,0,188,0,3,3,9,10,6,0,0,0,29,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,11,6,0,0,0,38,3,5,4,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,0,0,0,0,18
UCL521050,9,16,32,32,26,22,13,5,0,148,0,4,3,0,8,3,8,0,0,29,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,9,15,45,35,31,30,21,3,0,193,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,45,35,31,30,21,3,0,195,3,0,0,11,3,14,34,10,5,84,0,0,6,5,0,3,3,4,0,24,14,18,52,42,44,51,60,21,9,309,0,8,11,15,11,6,8,0,0,61,3,0,13,17,11,20,5,0,0,69,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,6,0,0,0,3,3,14,19,36,23,36,17,0,0,149,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,5,0,0,0,13
UCL521051,6,14,14,17,31,37,9,0,0,131,0,11,10,5,3,10,6,0,0,41,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,23,26,27,34,48,15,0,0,183,0,3,5,3,0,3,0,0,0,11,0,4,0,0,0,0,0,0,0,3,0,9,5,3,7,3,0,0,0,20,9,26,33,28,38,50,15,0,0,200,14,6,12,9,7,15,28,14,0,101,0,0,0,7,5,3,4,0,0,27,20,40,37,41,51,68,43,21,5,330,0,5,14,16,23,26,0,0,0,76,9,6,10,11,15,24,0,0,0,81,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,12,24,28,43,49,3,0,0,169,0,0,0,0,4,0,0,0,0,9,5,0,0,0,4,0,0,0,0,12,6,4,0,4,9,0,0,0,0,16
UCL521052,0,6,21,20,20,12,5,0,0,91,3,4,4,0,10,3,4,0,0,24,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,3,8,28,25,32,15,7,0,0,126,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,10,3,11,28,26,32,24,7,0,0,134,9,4,8,15,17,13,18,9,0,94,3,3,8,21,13,13,3,0,0,60,14,20,39,63,65,48,32,9,0,288,8,0,12,20,12,11,5,0,0,64,0,3,9,6,4,4,0,0,0,28,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,26,28,19,17,4,0,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6
UCL522001,0,0,5,7,0,0,0,0,0,20,0,0,5,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,3,0,0,0,27,8,11,12,10,7,0,0,0,0,45,0,0,0,0,0,0,0,0,0,3,9,9,10,10,6,0,0,0,0,49,10,13,21,12,9,3,0,0,0,77,10,12,24,18,19,6,4,0,0,95,0,0,0,0,3,0,0,0,0,8,27,29,41,31,29,9,4,0,0,180,0,3,10,3,3,6,5,0,0,27,0,0,3,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,4,13,6,4,5,6,0,0,43,0,9,8,8,3,0,0,0,0,20,0,0,6,0,6,0,0,0,0,10,0,9,9,13,3,0,0,0,0,31
UCL522002,0,4,9,6,8,4,6,0,0,34,0,0,0,0,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,5,8,16,9,11,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,8,18,13,11,0,0,51,4,0,0,4,0,5,21,13,3,47,0,0,6,0,0,6,0,0,0,11,4,7,15,14,14,18,29,13,3,112,0,4,0,3,7,4,3,0,0,24,6,0,8,5,6,0,0,0,0,26,0,0,5,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,4,10,5,15,13,5,0,0,50,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
UCL522003,0,0,8,3,3,4,4,0,0,27,0,0,4,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,7,0,0,0,0,37,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,10,0,9,14,8,7,9,0,0,0,55,10,5,9,7,6,5,5,0,0,48,0,3,0,4,0,0,0,0,0,12,10,18,27,16,18,11,6,0,0,112,0,0,8,4,8,0,0,0,0,14,0,3,4,6,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,10,0,0,0,0,31,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6
UCL522004,0,0,0,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,8,0,3,6,6,5,0,0,0,22,25,17,16,12,12,10,0,0,0,82,0,0,0,0,0,0,0,0,0,6,27,23,17,22,9,6,0,0,0,109,0,0,0,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4
UCL522005,0,0,4,3,0,0,0,0,0,10,0,0,9,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,13,13,6,0,0,0,0,36,15,0,12,12,3,5,4,4,0,54,5,0,6,6,0,0,0,0,0,9,15,0,25,23,14,5,3,4,0,96,0,0,3,13,0,5,0,0,0,19,3,0,4,4,7,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,7,16,11,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,8
UCL522006,6,4,9,16,28,21,9,0,0,87,0,5,0,0,4,4,8,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,13,12,14,15,32,25,9,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,14,15,32,26,9,0,0,126,5,4,0,0,0,9,16,7,7,48,0,0,0,0,0,3,0,0,0,10,17,15,18,20,34,30,32,7,7,179,0,3,10,5,14,7,0,0,0,46,3,8,7,12,12,13,0,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,16,17,19,26,24,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522007,0,4,3,9,9,4,9,0,0,38,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,9,8,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,3,13,9,13,8,0,0,48,5,0,0,0,0,4,16,12,3,41,0,0,0,0,0,0,0,0,0,7,8,4,3,13,5,19,28,15,3,97,0,3,9,9,0,0,4,0,0,33,4,0,0,0,0,8,9,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,11,10,6,12,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL522008,0,5,6,0,7,8,7,0,0,24,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,12,3,5,0,41,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,0,0,0,8,0,5,10,6,8,16,7,5,0,47,5,0,0,4,5,8,8,6,0,29,0,0,0,0,0,0,0,0,0,5,0,3,10,9,11,20,20,8,0,79,0,0,4,4,4,3,0,0,0,16,0,0,4,5,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,3,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL522009,5,5,10,15,35,13,0,0,0,81,4,3,4,4,3,7,5,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,6,20,17,34,24,0,0,0,114,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,7,13,20,17,37,19,0,0,0,118,4,0,0,0,6,5,8,6,0,26,0,0,6,5,0,4,0,0,0,20,10,13,21,22,46,28,13,6,0,159,0,0,8,10,18,4,0,0,0,52,10,4,3,9,6,10,0,0,0,37,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,5,16,18,21,15,3,0,0,92,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL522010,0,7,15,13,14,15,0,0,0,69,3,4,0,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,16,11,14,16,18,7,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,11,14,16,18,7,0,0,89,16,0,0,0,4,0,12,6,3,42,0,0,0,0,3,10,15,6,8,43,23,16,17,17,24,30,32,16,10,175,0,0,12,10,4,11,0,0,0,36,7,0,0,15,9,7,3,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,10,21,19,14,5,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522011,0,4,15,12,12,12,0,0,0,62,0,0,0,5,0,0,4,0,0,11,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,11,21,10,18,8,0,0,76,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,11,21,10,14,8,0,0,78,5,0,0,0,0,3,19,15,5,45,5,0,0,11,4,0,3,0,0,21,7,8,16,33,15,23,28,12,5,145,0,3,8,3,4,11,0,0,0,32,0,0,5,8,6,8,0,0,0,27,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,14,12,10,18,9,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
UCL522012,4,0,11,15,6,22,0,3,0,66,0,3,4,0,5,12,3,0,0,25,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,5,28,13,16,31,10,3,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,28,15,21,35,10,3,0,112,5,0,3,3,3,9,41,20,8,89,0,0,6,0,3,0,0,0,0,18,10,4,32,19,26,47,49,24,5,219,6,0,11,3,8,19,4,0,0,48,0,4,6,11,7,7,5,3,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,4,19,15,17,25,5,3,0,87,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4
