UCL_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Can_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
UCL515021,20,20,9,8,90,0,58,495,41,801,0,4,0,0,3,0,0,0,4,0,0,20,0,28,123,47,42,5,47,45,5,28,68,14,72,172,28,496,4,0,4,0,0,0,0,3,0,0,0,0,51,57,190,113,62,5,66,65,15,46,159,14,134,685,117,1383,13,11,0,0,0,3,0,3,18,0,8,48,10,89,22,12,3,0,8,9,0,3,17,0,23,66,9,136,92,33,28,6,31,30,10,21,61,8,51,145,25,387,25,12,9,0,10,8,3,0,20,3,17,123,6,209,29,27,13,0,8,5,3,4,34,0,20,169,14,291,10,7,7,0,5,6,0,0,18,0,16,91,8,160,4,0,0,0,0,0,0,0,0,0,7,20,3,34,0,4,6,0,0,4,0,0,0,0,3,13,57,78,190,113,62,5,66,65,15,46,159,14,134,685,117,1383,28,10,5,4,13,14,4,8
UCL515022,66,41,5,8,219,3,114,1169,77,1847,11,9,3,0,0,0,0,4,27,0,10,38,3,94,322,142,87,56,165,137,28,75,223,38,217,387,33,1222,11,3,0,0,4,3,4,6,8,0,0,16,166,205,480,326,132,55,244,183,38,99,477,48,341,1606,284,3366,22,22,6,3,15,6,3,6,22,3,20,131,8,226,50,35,14,18,28,19,6,3,77,6,59,130,10,335,231,132,59,29,119,93,19,66,165,27,143,341,28,957,75,54,24,6,32,22,0,11,84,4,53,365,25,633,62,53,15,0,30,27,8,0,85,5,41,413,33,674,12,25,9,0,11,6,0,3,25,0,18,165,12,259,4,4,4,0,0,0,0,0,6,0,0,34,0,41,19,7,8,0,10,12,3,5,5,0,0,33,173,238,480,326,132,55,244,183,38,99,477,48,341,1606,284,3366,112,54,23,51,66,52,14,30
UCL515023,53,22,3,18,101,4,59,685,36,1057,12,6,0,0,3,0,0,0,13,0,3,29,0,54,151,85,47,20,81,76,16,43,104,22,73,224,8,604,3,0,0,0,0,0,0,0,0,0,0,14,203,226,248,203,64,20,143,98,22,61,221,26,140,955,254,1946,16,14,6,3,12,7,0,4,18,3,11,68,0,119,21,19,5,0,17,12,5,8,20,3,25,76,10,160,113,71,25,13,55,55,15,28,82,14,59,190,10,485,43,35,10,0,28,7,5,6,45,0,29,162,5,284,32,40,6,0,30,3,4,6,35,5,18,250,14,396,10,12,3,0,5,7,0,3,13,0,4,146,6,200,3,5,0,0,4,3,0,0,9,0,0,31,4,53,7,0,0,0,0,5,0,4,11,0,0,23,211,247,248,203,64,20,143,98,22,61,221,26,140,955,254,1946,56,32,18,16,33,23,8,24
UCL515024,29,24,6,6,66,4,39,401,26,648,5,4,0,0,0,0,0,0,7,0,3,30,0,47,93,44,30,17,62,57,11,24,65,15,41,153,14,407,0,0,0,0,0,3,0,0,0,0,0,11,152,166,151,120,48,22,97,85,23,33,137,20,85,588,187,1269,7,6,6,0,7,3,0,3,12,0,6,49,0,95,15,12,4,0,9,8,5,0,15,0,8,56,6,110,61,41,18,7,40,39,8,15,47,14,34,107,19,290,25,22,9,6,17,9,0,3,28,0,12,107,13,197,24,29,5,0,21,13,0,8,23,0,13,146,3,242,12,12,5,0,9,10,0,0,10,0,7,82,4,128,0,0,0,0,0,0,0,0,3,0,0,22,0,26,10,0,3,10,5,7,3,0,7,3,6,16,146,193,151,120,48,22,97,85,23,33,137,20,85,588,187,1269,33,10,15,19,25,14,6,11
UCL515025,24,19,0,7,80,7,54,460,16,700,0,7,0,0,0,0,0,6,15,0,3,13,7,35,156,70,50,5,69,87,21,42,105,26,73,206,28,595,20,9,9,19,7,13,0,3,8,7,19,9,150,211,220,141,75,30,96,118,26,44,204,36,147,689,201,1541,5,10,5,0,9,4,0,0,17,0,3,69,9,117,18,16,3,0,6,6,5,11,21,5,18,59,9,123,126,62,34,6,55,74,12,30,94,27,62,170,17,499,30,24,11,3,12,12,0,3,33,3,18,133,8,231,20,19,9,0,5,4,0,3,14,0,16,167,9,241,8,10,0,0,4,4,0,0,4,0,9,57,0,86,7,0,0,0,0,4,0,0,0,0,0,14,0,26,20,3,9,19,7,10,0,3,16,3,22,18,150,224,220,141,75,30,96,118,26,44,204,36,147,689,201,1541,53,20,22,22,22,32,8,18
UCL515026,57,20,4,10,123,0,77,735,39,1126,3,4,0,0,0,0,0,0,19,0,4,33,0,51,74,44,32,6,40,37,5,29,73,7,56,200,11,451,0,0,0,0,0,0,0,0,3,0,0,0,100,102,145,146,52,6,97,61,15,42,210,13,132,975,152,1739,13,14,5,0,5,3,0,3,26,3,8,103,0,163,15,11,0,0,7,6,0,4,23,0,12,73,4,138,55,30,27,3,28,20,5,20,43,4,38,151,3,319,16,28,13,0,16,6,0,3,38,0,22,174,9,284,31,32,9,0,14,12,0,6,54,0,27,264,18,421,15,17,3,0,16,5,0,4,18,0,12,151,10,240,0,3,0,0,7,0,0,0,4,0,3,48,0,61,0,4,0,0,4,0,0,0,5,0,0,10,100,120,145,146,52,6,97,61,15,42,210,13,132,975,152,1739,20,15,4,5,13,14,5,10
UCL515027,70,46,8,15,173,8,106,1035,54,1603,4,11,0,0,3,4,0,0,28,0,8,65,0,104,251,112,66,42,148,139,22,58,145,30,163,365,54,1017,34,10,15,23,11,22,3,7,31,15,46,15,284,358,404,271,105,59,226,213,32,87,382,46,327,1476,395,3090,23,18,8,0,12,10,0,4,23,3,24,143,6,227,27,28,3,0,19,17,3,13,42,3,26,92,13,209,194,82,46,31,105,111,19,50,140,19,136,293,31,810,51,56,14,0,23,20,5,5,51,3,32,307,23,498,48,54,13,4,26,29,0,6,57,7,41,383,15,608,18,24,12,0,21,9,0,0,26,0,24,172,8,272,5,3,0,0,5,0,0,0,9,0,0,56,0,72,37,15,8,23,12,25,3,10,34,11,48,32,290,400,404,271,105,59,226,213,32,87,382,46,327,1476,395,3090,100,47,29,52,62,69,15,37
UCL515028,68,40,8,12,167,4,110,1692,75,2314,6,0,0,0,4,4,0,0,10,0,4,40,0,63,16,22,9,0,12,10,7,0,34,0,24,198,16,305,0,0,0,0,0,0,0,0,0,0,0,14,363,379,101,226,37,0,90,45,6,16,211,3,136,1943,454,3060,10,13,3,0,3,3,0,0,17,0,15,136,10,193,0,7,3,0,0,5,0,0,10,0,0,84,0,121,3,19,0,0,17,0,0,0,21,0,15,111,12,183,11,15,9,0,10,3,0,0,17,0,14,170,14,240,16,64,10,0,16,3,4,9,57,0,35,524,21,725,39,68,11,0,31,11,4,4,48,0,40,578,20,786,13,39,0,0,10,10,0,0,30,0,15,313,9,414,5,5,0,0,0,0,0,0,3,0,0,22,364,394,101,226,37,0,90,45,6,16,211,3,136,1943,454,3060,12,3,4,0,4,3,0,0
UCL515029,27,4,5,3,48,3,28,498,5,662,0,3,0,0,0,0,0,0,0,0,0,14,0,15,0,11,3,0,0,3,0,0,6,0,6,63,0,99,0,0,0,0,0,0,0,0,3,0,0,3,229,229,31,60,13,0,31,7,5,3,56,3,29,581,236,1009,0,13,0,0,0,4,0,0,10,0,0,50,0,73,0,0,0,0,5,0,0,0,0,0,0,24,0,30,0,3,0,0,0,5,0,0,5,0,0,22,0,34,0,6,0,0,3,0,0,0,3,0,4,34,0,47,8,13,0,0,6,0,0,5,11,5,5,101,0,137,10,20,0,0,11,0,4,0,16,0,14,214,4,280,7,7,0,0,9,0,0,0,16,0,4,122,5,165,0,0,0,0,0,0,0,0,0,0,0,7,229,231,31,60,13,0,31,7,5,3,56,3,29,581,236,1009,0,0,0,0,0,0,0,0
UCL515030,65,29,7,17,180,5,101,894,54,1445,4,10,0,0,4,0,0,4,23,0,16,68,9,126,373,137,133,19,162,181,44,100,203,48,204,394,46,1278,7,11,0,5,8,5,5,4,5,4,4,18,279,316,499,308,171,20,238,212,53,123,416,52,317,1373,387,3160,28,16,14,0,19,7,3,10,37,4,26,159,12,282,42,27,13,4,17,17,10,8,52,3,35,155,14,309,269,136,96,12,136,136,31,78,173,35,145,328,30,983,61,50,20,4,25,11,4,12,59,11,42,203,14,402,53,36,14,0,21,16,5,5,43,0,27,247,11,411,38,38,8,0,20,8,3,6,37,4,26,201,8,338,9,6,4,0,4,4,0,3,10,0,4,60,6,99,9,3,6,4,0,3,0,3,3,7,6,27,287,331,499,308,171,20,238,212,53,123,416,52,317,1373,387,3160,84,39,34,16,59,57,16,39
UCL515031,52,24,3,14,93,6,70,722,36,1077,9,4,0,0,4,0,0,6,10,0,3,23,0,43,254,101,86,23,133,116,35,76,119,27,99,387,38,1040,0,4,3,0,3,7,0,0,0,0,4,12,243,262,337,178,116,24,189,149,40,93,214,31,175,1148,321,2429,23,21,4,0,15,8,3,5,24,3,6,93,10,180,33,22,10,0,20,16,0,9,23,4,22,90,6,184,174,61,57,10,90,82,24,62,91,16,67,308,30,761,37,27,15,3,18,15,0,4,26,0,30,168,9,287,34,28,15,0,23,12,4,5,30,4,17,222,13,358,13,19,5,3,18,5,3,0,17,0,17,183,9,264,6,5,7,0,4,5,0,4,6,0,11,53,3,91,14,3,9,0,7,5,0,3,3,0,6,28,243,305,337,178,116,24,189,149,40,93,214,31,175,1148,321,2429,64,29,20,16,30,27,7,27
UCL515032,24,21,0,3,93,8,51,496,19,775,0,5,3,0,0,3,0,3,8,3,0,14,0,23,55,27,14,6,28,20,5,14,38,10,39,129,10,290,0,0,0,0,3,0,0,0,0,0,0,4,73,83,106,110,32,6,58,43,6,23,139,12,93,638,103,1174,10,11,5,0,3,5,0,5,14,3,9,77,4,124,17,9,5,0,11,4,0,0,15,0,9,41,0,80,41,33,9,5,15,12,5,10,42,5,34,101,6,227,17,15,3,0,9,8,0,4,13,0,7,108,3,164,21,16,4,0,10,8,0,4,23,3,12,139,13,227,4,13,6,0,7,3,0,0,20,0,9,110,3,162,0,8,0,0,5,5,0,0,4,0,0,56,0,80,7,6,0,0,0,0,0,4,0,0,3,20,69,108,106,110,32,6,58,43,6,23,139,12,93,638,103,1174,17,7,8,5,7,6,4,4
UCL515033,57,26,4,6,111,0,61,1055,33,1466,0,7,0,0,0,0,0,0,0,0,3,21,0,25,15,19,8,0,18,7,0,5,22,3,18,117,6,190,0,0,0,0,0,0,0,0,0,0,0,0,278,279,71,150,32,0,76,36,10,8,138,7,80,1199,314,1960,0,7,0,0,4,0,0,0,16,0,14,113,8,156,7,16,0,0,6,4,0,3,8,0,6,68,6,103,8,15,4,0,10,4,0,0,15,0,7,85,3,127,3,7,0,0,8,0,0,3,15,0,9,102,8,142,16,25,8,0,10,5,0,0,25,0,17,216,10,297,22,55,11,0,33,15,0,0,48,0,22,387,8,557,8,29,4,0,8,4,0,0,15,0,10,205,5,280,0,0,0,0,0,0,0,0,0,0,0,15,271,294,71,150,32,0,76,36,10,8,138,7,80,1199,314,1960,8,10,3,0,8,3,0,0
UCL515034,43,16,8,5,105,4,68,750,41,1137,7,9,0,0,3,0,0,0,22,0,5,49,6,103,182,77,60,14,81,93,28,59,119,24,107,318,29,799,0,3,4,0,0,0,0,3,3,0,0,11,157,176,252,210,92,10,124,106,33,66,248,29,187,1128,236,2213,17,16,5,0,12,6,3,7,23,8,28,152,14,251,27,26,9,0,14,9,0,8,39,8,18,97,8,202,110,61,36,8,47,59,14,35,95,7,73,226,16,542,39,28,14,0,13,15,6,11,33,5,23,176,17,324,21,44,12,0,17,12,3,7,36,0,27,241,13,387,19,24,5,0,14,7,0,0,15,0,10,148,6,234,8,3,0,0,0,0,0,0,0,0,0,73,3,94,0,4,3,0,4,0,0,4,3,0,3,17,155,186,252,210,92,10,124,106,33,66,248,29,187,1128,236,2213,43,19,12,4,17,19,12,27
UCL515035,16,19,0,11,44,0,35,309,18,521,5,0,0,0,3,0,0,0,12,0,11,18,0,34,122,50,41,10,62,59,9,28,61,18,61,136,24,451,8,0,0,0,0,0,0,0,0,0,0,6,109,124,185,109,54,10,89,79,17,41,117,24,107,476,152,1128,8,5,3,0,4,4,0,0,6,0,11,37,3,73,24,11,9,3,11,13,3,7,26,0,16,30,6,106,94,45,24,7,43,37,5,25,44,13,46,109,13,325,21,13,7,0,8,13,0,6,16,3,7,86,7,156,20,24,3,0,7,9,0,3,10,0,11,121,8,194,11,4,5,0,11,3,0,0,8,0,5,62,3,97,0,0,0,0,0,0,0,0,0,0,5,11,0,17,10,5,4,0,3,0,0,7,0,0,0,14,115,150,185,109,54,10,89,79,17,41,117,24,107,476,152,1128,37,12,3,10,16,17,8,12
UCL515036,45,25,4,5,71,0,54,594,30,894,10,11,3,0,3,7,0,0,16,0,9,50,0,79,243,106,80,10,106,101,23,46,114,25,111,249,35,798,3,4,0,0,4,3,0,0,4,0,3,5,161,173,333,178,101,10,160,129,29,53,207,26,175,902,222,1945,20,25,7,0,9,3,0,0,30,0,16,101,4,184,27,16,11,0,6,5,4,3,25,0,23,84,6,164,179,80,58,9,93,77,21,37,81,22,87,188,20,587,43,21,9,0,18,13,0,0,26,5,23,140,4,248,29,16,5,0,15,11,0,0,18,3,18,168,12,267,19,13,3,0,15,5,0,0,17,0,9,159,4,231,9,3,0,0,6,3,0,0,5,0,3,36,4,67,8,0,0,0,3,3,0,0,0,0,0,29,167,205,333,178,101,10,160,129,29,53,207,26,175,902,222,1945,80,27,23,11,26,34,13,21
UCL515037,42,12,0,3,69,3,51,722,24,981,0,0,0,0,0,0,0,0,0,0,0,15,0,17,11,15,8,0,7,3,3,10,19,0,8,95,10,153,3,0,3,0,0,4,0,0,0,0,0,6,271,282,46,84,22,0,53,21,3,11,90,3,60,832,301,1437,7,3,3,0,3,0,0,0,14,0,7,68,9,101,6,0,0,0,0,0,0,0,7,0,0,61,0,74,4,4,4,0,9,4,0,7,12,0,14,48,0,91,0,8,0,0,0,0,0,0,10,0,10,64,5,99,14,22,0,0,6,0,0,0,9,0,16,174,9,235,12,30,7,0,13,4,0,0,21,0,9,235,14,323,3,8,4,0,15,3,0,0,13,0,12,169,3,222,0,0,0,0,0,0,0,0,0,0,0,24,271,291,46,84,22,0,53,21,3,11,90,3,60,832,301,1437,6,3,0,0,0,5,0,8
UCL515038,52,35,6,17,77,3,61,553,32,875,10,8,0,0,9,3,0,0,10,0,8,41,4,70,251,84,98,49,116,143,32,54,113,24,118,291,33,945,6,0,3,5,8,5,0,0,0,0,4,8,169,186,333,169,140,50,177,178,46,74,201,31,189,892,234,2075,21,9,9,17,8,12,0,4,19,0,26,72,10,166,27,25,9,0,14,26,0,9,22,0,13,74,4,165,185,75,75,21,94,94,32,39,80,27,91,250,17,709,39,22,10,0,22,22,4,7,32,3,28,140,9,273,30,28,18,0,16,16,0,6,32,0,17,208,15,343,11,8,7,0,9,10,0,5,11,0,10,100,13,166,5,0,4,0,0,0,0,0,0,0,0,19,4,35,14,0,7,9,8,3,0,3,5,0,0,17,174,218,333,169,140,50,177,178,46,74,201,31,189,892,234,2075,59,21,23,37,22,42,11,11
UCL521001,6,9,0,5,28,0,10,175,13,264,0,4,0,0,0,0,0,0,0,0,0,10,0,14,27,11,7,0,17,6,0,8,21,0,27,58,5,135,0,0,0,0,0,0,0,0,0,0,0,0,6,6,42,40,15,0,24,9,0,18,52,0,38,244,23,428,7,4,0,0,0,0,0,7,8,0,6,24,0,41,3,6,4,0,3,0,0,3,7,0,6,27,0,48,13,5,8,0,9,4,3,9,16,0,15,49,6,93,3,3,3,0,5,0,0,0,10,0,0,32,0,57,8,8,0,0,9,3,0,4,7,0,6,51,3,79,3,5,0,0,0,3,0,0,4,0,5,57,0,81,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,13,42,40,15,0,24,9,0,18,52,0,38,244,23,428,9,5,3,0,9,5,0,0
UCL521002,15,15,0,4,36,3,19,185,10,322,0,4,0,0,0,0,0,0,0,0,0,11,0,15,67,35,25,3,32,26,9,15,26,12,31,95,14,261,3,0,0,0,0,0,0,0,0,0,0,3,54,64,100,69,39,3,47,36,11,21,63,16,50,295,76,660,5,3,5,0,8,6,5,0,3,3,5,34,7,74,13,6,0,0,3,4,0,8,14,3,3,11,0,47,42,22,16,0,26,17,0,10,26,3,21,65,10,188,8,11,6,0,3,0,0,4,17,0,4,45,6,81,15,8,4,0,6,11,0,4,10,0,10,74,3,120,4,5,0,0,0,0,0,0,3,0,4,41,0,61,0,3,0,0,0,0,0,0,3,0,0,18,5,28,4,5,5,0,6,0,0,0,0,0,0,3,57,66,100,69,39,3,47,36,11,21,63,16,50,295,76,660,10,6,3,5,0,8,5,6
UCL521003,13,9,4,6,25,0,20,152,0,257,4,8,0,0,5,0,0,0,9,0,0,17,0,34,117,48,27,6,58,65,7,31,61,13,55,140,12,415,4,5,0,0,5,0,0,0,0,0,0,10,65,79,145,87,39,5,78,70,13,30,91,9,72,320,77,770,8,5,4,0,8,0,0,3,10,0,5,36,0,66,16,4,3,0,3,9,0,5,8,0,10,26,0,56,84,45,23,4,40,44,6,23,38,12,32,100,13,295,15,13,6,0,9,15,0,0,9,0,10,63,0,104,14,10,4,0,9,4,0,0,19,0,10,61,0,106,6,9,0,0,3,0,0,0,6,0,4,23,0,45,3,0,0,0,3,0,0,0,3,0,0,9,0,16,0,3,3,0,5,0,0,0,0,0,3,12,61,80,145,87,39,5,78,70,13,30,91,9,72,320,77,770,37,15,12,11,20,19,5,12
UCL521004,5,0,0,0,4,0,0,94,0,112,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,3,27,8,9,0,5,0,13,232,0,283,0,0,0,0,0,0,0,0,0,0,0,4,12,18,7,7,0,3,26,7,9,0,12,0,13,332,15,423,0,0,0,0,0,0,0,0,0,0,0,45,0,47,0,0,0,3,10,4,0,0,5,0,5,122,0,154,3,0,0,0,15,7,4,0,0,0,4,98,7,120,0,0,0,0,0,0,0,0,0,0,0,20,0,29,4,3,0,0,0,0,0,0,0,0,0,22,0,31,0,0,0,0,0,0,0,0,6,0,0,19,0,26,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,6,8,16,7,7,0,3,26,7,9,0,12,0,13,332,15,423,0,0,0,3,3,0,5,0
UCL521005,21,3,4,7,52,0,33,301,8,484,0,4,0,0,0,0,0,0,3,0,4,13,0,19,69,24,16,0,29,29,5,13,44,9,25,104,13,269,0,0,0,0,0,0,0,0,0,0,0,6,84,95,113,80,25,3,53,37,13,25,104,12,56,421,108,867,14,3,3,0,3,3,0,0,8,0,4,51,6,89,8,6,0,0,3,5,0,0,14,0,4,37,4,66,43,16,15,0,20,18,4,11,32,8,27,66,8,180,16,22,3,0,7,4,0,3,11,3,10,54,0,100,16,11,4,0,4,4,0,5,15,0,6,80,0,133,10,13,0,0,7,0,0,0,15,0,10,98,0,147,6,4,5,0,0,3,0,0,7,0,0,31,0,50,4,0,3,0,0,0,0,0,0,0,3,6,86,99,113,80,25,3,53,37,13,25,104,12,56,421,108,867,9,3,4,0,3,6,5,0
UCL521006,19,11,0,7,32,0,29,251,15,404,0,0,0,0,0,0,0,0,0,0,0,3,0,13,63,26,26,0,39,37,9,15,35,8,32,78,13,245,4,0,0,0,3,0,0,0,0,0,0,0,39,39,113,60,33,0,62,48,6,18,75,8,63,334,65,703,5,4,0,0,0,0,0,0,5,0,0,24,0,33,9,10,6,0,3,9,0,3,10,0,6,22,6,54,45,27,20,0,35,28,6,10,24,5,23,73,4,196,17,9,3,0,9,5,0,0,14,0,13,64,9,125,16,12,0,0,7,9,0,0,13,0,8,76,0,127,6,7,0,0,0,0,0,0,3,0,5,54,0,85,0,0,0,0,0,0,0,0,0,0,0,15,0,16,12,0,5,0,4,4,0,0,3,0,0,12,38,66,113,60,33,0,62,48,6,18,75,8,63,334,65,703,12,5,12,0,6,9,0,3
UCL521007,5,6,0,4,22,0,12,131,13,194,0,0,0,0,0,0,0,0,4,0,0,10,0,13,66,22,22,5,34,15,10,21,46,4,38,58,3,203,0,0,0,0,0,0,0,0,0,0,0,0,44,49,83,33,27,9,36,21,9,21,66,14,46,193,64,458,5,3,0,0,5,0,0,0,0,0,0,19,0,34,7,0,5,0,0,0,0,0,12,0,3,15,0,39,43,5,10,5,16,10,9,18,33,3,31,49,3,149,8,5,7,0,9,5,0,0,8,4,7,38,0,68,8,6,4,0,3,6,0,0,7,0,6,52,0,81,0,0,0,0,0,0,0,0,3,0,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,6,3,10,7,0,0,4,5,4,0,0,4,0,0,5,44,65,83,33,27,9,36,21,9,21,66,14,46,193,64,458,24,6,7,5,9,7,5,9
