UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL515033,8,4,28,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,4,14,0,26,4,0,5,9,13,0,33,5,9,63,8,27,0,113,10,6,27,15,15,0,68,0,0,0,0,0,0,0,0,0,0,6,14,0,19,0,0,0,6,6,4,12,17,19,128,86,168,21,444,0,0,0,0,0,0,0,13,6,42,45,376,11,495,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,10,28,0,37,0,0,0,0,21,0,26,0,0,5,9,16,4,28,0,0,16,8,18,4,48,0,0,3,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,4,0,3,0,0,4,0,3,0,6,0,0,3,4,21,0,33,10,3,12,16,22,0,61,7
UCL515034,11,0,19,0,0,4,6,0,0,10,0,0,0,0,0,0,3,0,0,0,0,5,0,10,0,0,0,4,3,0,9,0,4,9,6,5,3,25,0,0,3,7,9,0,12,0,0,0,5,5,0,16,6,0,22,11,10,0,56,9,12,24,25,23,9,89,0,0,0,0,0,0,4,0,0,0,0,9,0,16,0,0,4,3,0,3,11,11,19,81,86,135,21,354,0,0,6,0,18,0,20,0,0,5,21,88,6,121,0,0,4,4,15,0,28,0,0,0,5,6,0,13,0,0,4,12,73,3,89,0,0,0,0,10,5,14,3,0,3,10,29,0,50,0,0,3,8,18,0,24,0,0,6,7,12,0,18,0,0,0,0,5,0,6,0,0,4,0,4,0,10,0,0,0,4,6,0,13,0,0,14,7,18,3,43,0,0,9,7,17,0,27,0,0,5,11,13,0,28,5
UCL515035,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,9,0,6,5,5,15,3,9,0,26,0,4,10,4,15,3,35,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,3,3,5,35,19,54,3,130,0,0,5,0,16,0,25,0,0,0,4,7,0,4,0,0,15,0,7,0,24,0,0,0,0,0,0,0,0,0,0,3,16,0,17,0,0,3,0,4,0,8,0,0,0,0,7,0,11,0,0,3,0,3,0,6,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,4,3,5,16,0,24,5
UCL515036,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,3,0,6,0,0,4,4,6,0,14,0,0,12,11,9,0,38,0,0,18,5,30,6,61,0,0,0,0,0,0,5,0,0,0,3,8,0,6,0,0,0,0,6,3,6,3,4,42,45,134,17,234,0,0,4,4,13,0,18,0,0,3,5,65,4,81,0,0,10,9,59,8,81,0,0,0,0,12,0,12,0,0,3,4,47,6,59,0,0,0,3,7,0,8,0,0,6,4,12,0,29,0,0,0,0,7,4,13,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,10,0,0,0,0,9,0,11,0,0,5,12,17,0,35,0
UCL515037,5,0,9,0,0,0,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,7,0,15,0,0,3,3,7,0,17,0,6,22,9,19,3,49,6,4,20,8,18,0,56,0,0,0,0,0,0,6,0,0,0,0,5,0,7,0,0,0,0,0,0,4,11,10,70,41,125,15,274,0,0,0,0,0,0,0,8,5,33,44,309,13,407,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,3,0,16,0,16,0,0,0,0,4,0,4,0,0,0,3,5,4,13,0,0,5,5,6,0,17,0,0,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,10,0,21,0,0,3,3,11,0,18,0
UCL515038,5,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,6,3,17,0,0,0,0,0,0,3,0,0,5,11,3,0,21,0,12,21,8,14,0,56,8,3,21,19,31,4,83,0,0,0,0,0,0,8,0,0,0,0,4,0,10,0,0,0,3,0,6,9,10,12,65,58,94,13,263,0,0,7,3,13,4,25,0,0,5,8,18,0,27,0,0,6,0,3,0,10,0,0,0,0,13,0,12,5,0,0,0,35,0,40,0,0,4,0,18,0,22,0,0,0,0,19,0,27,0,0,0,10,13,0,26,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,5,5,0,12,6,6,3,33,0,0,4,0,3,0,9,3,0,8,13,17,0,42,0
UCL521001,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,7,4,7,0,24,0,0,3,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,19,16,47,4,76,0,0,0,0,0,0,0,0,0,4,7,28,0,34,0,0,0,4,10,0,10,0,0,0,4,6,0,18,0,0,0,0,11,0,12,0,0,0,0,3,0,3,0,0,0,0,6,0,10,0,0,0,0,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,0,0,7,0,8,0
UCL521002,4,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,0,0,3,3,0,7,0,3,9,0,8,0,18,0,0,5,5,8,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,4,0,0,0,4,0,4,20,17,50,10,105,0,0,0,0,0,0,0,0,0,0,5,25,3,29,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,4,0,4,0,0,0,0,11,0,7,0,0,0,5,7,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,0,4,0,0,0,5,9,3,19,0
UCL521003,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,12,0,4,0,15,0,0,5,10,8,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,6,17,22,27,4,75,0,0,0,0,3,0,4,0,0,0,0,3,0,7,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,6,0,9,0
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,3,4,21,0,0,0,0,4,0,8,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,15,4,41,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0
UCL521005,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,8,0,10,0,7,11,0,8,0,21,0,0,8,3,3,0,12,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,0,3,0,9,30,17,58,8,119,0,0,0,0,5,0,11,4,0,7,7,58,3,82,3,0,7,5,25,0,42,0,0,0,0,0,0,0,0,0,0,5,16,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,7,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,4,0,0,4,0,13,0,18,0
UCL521006,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,0,4,0,6,3,0,15,5,4,0,30,0,6,8,7,13,0,38,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,3,0,3,4,3,38,20,66,13,140,0,0,4,0,6,0,5,0,0,0,4,16,0,23,0,0,0,3,20,0,20,0,0,0,0,3,0,8,0,0,0,3,23,0,29,0,0,5,0,6,0,4,0,0,3,0,11,0,16,0,0,0,0,6,0,5,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,11,0,0,0,0,9,0,5,0,0,3,0,19,0,21,3
UCL521007,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,7,0,0,5,0,3,0,11,0,0,8,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,33,3,68,0,0,0,6,14,0,20,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,0,5,0,0,0,0,3,0,3,0,0,0,0,4,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,7,0,10,0
UCL521008,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,5,7,0,11,0,0,6,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,7,25,0,50,0,0,4,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,12,0,0,0,0,6,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0
UCL521009,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,15,0,3,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,13,8,6,23,0,47,0,0,0,4,5,0,6,0,0,0,0,8,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,7,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,11,0
UCL521010,4,5,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,17,0,0,7,4,15,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,17,11,52,0,86,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,17,0,22,0,0,0,0,4,0,10,0,0,0,0,17,0,18,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,0,0,6,5,7,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,4,0,9,0
UCL521011,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,5,0,3,4,7,7,0,21,0,0,10,0,11,0,21,0,0,0,0,0,0,0,0,0,4,0,8,0,12,0,0,0,0,0,0,0,0,4,21,14,44,3,96,0,0,0,0,0,0,0,0,0,4,4,14,0,25,0,0,0,0,22,3,29,0,0,0,0,0,0,7,0,0,0,0,23,0,24,0,0,0,0,7,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,0,0,0,6,0,0,0,0,8,0,8,0,0,3,4,3,0,14,3
UCL521012,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,3,0,0,4,3,0,0,11,0,3,4,3,4,0,12,0,0,10,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,16,16,37,7,78,0,0,0,0,7,0,4,0,0,0,0,10,0,12,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,8,18,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,8,0,0,0,0,4,0,6,0,0,3,4,7,0,20,0
UCL521013,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,3,6,0,17,0,0,0,4,12,4,20,3,0,9,0,17,0,36,0,0,0,0,0,0,3,0,0,0,4,7,0,12,0,0,0,0,0,0,5,9,10,25,25,69,9,140,0,0,0,0,0,0,0,0,0,3,3,17,0,25,0,0,0,0,13,0,14,0,0,0,0,4,0,5,0,0,0,4,19,0,27,0,0,0,0,8,0,7,0,0,0,0,13,0,18,0,0,0,7,11,0,16,0,0,0,3,5,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,4,4,8,0,18,0,0,0,0,7,0,3,4,4,4,3,14,0,32,0
UCL521014,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,7,0,3,3,3,16,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,7,7,13,33,11,68,0,0,0,0,0,0,0,0,0,3,4,19,0,33,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,4,0,4,0,0,0,0,7,0,12,0,0,0,0,6,0,8,0,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,16,0
UCL521015,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,9,0,0,9,4,4,0,19,0,0,0,6,7,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,20,21,34,3,79,0,0,3,4,5,0,15,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,16,0,15,0,0,0,0,10,0,8,0,0,0,0,5,0,9,4,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,21,0
UCL521016,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,3,0,16,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,4,27,0,52,0,0,0,4,14,0,17,0,0,0,0,7,0,7,0,0,0,0,16,3,23,0,0,0,0,8,0,8,0,0,0,0,9,0,9,0,0,0,0,3,0,6,0,0,0,0,4,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,5,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4
UCL521017,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,0,0,14,4,0,5,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,4,28,11,23,4,75,0,0,10,0,8,0,15,0,0,0,0,8,0,11,0,0,7,3,15,3,35,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,11,0,9,0,0,0,0,0,0,4,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0
UCL521018,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,4,5,0,19,0,0,4,5,5,0,23,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,33,4,81,0,0,0,0,13,0,14,0,0,0,0,8,0,12,0,0,0,5,18,0,29,0,0,0,0,3,0,0,0,0,0,4,20,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,3,0,8,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0
UCL521019,9,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,6,4,0,15,0,0,8,0,4,0,6,0,0,0,5,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,25,19,33,0,91,0,0,0,0,0,0,3,0,0,0,4,6,0,13,0,0,0,0,7,0,6,0,0,0,0,7,0,7,0,0,0,0,14,0,18,0,0,0,0,0,0,0,4,0,3,4,11,0,20,4,0,5,7,14,6,31,4,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,10,5,10,0,29,0
UCL521020,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,8,3,5,0,19,0,0,0,3,0,5,16,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,15,16,28,7,73,0,0,0,0,5,0,7,0,0,4,0,25,0,26,0,0,0,0,7,0,7,0,0,0,0,4,0,4,0,0,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,6,5,0,6,0
UCL521021,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,12,0,0,8,0,0,0,5,3,3,3,0,4,0,19,0,0,4,5,6,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,4,0,3,3,11,42,21,46,5,125,0,0,22,5,19,3,50,0,0,3,4,21,0,33,0,0,0,0,9,0,7,0,0,0,0,5,0,3,0,0,0,4,28,0,33,0,0,0,0,5,0,3,0,0,3,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,7,0,0,5,0,3,0,11,0,0,6,4,0,0,14,3
