UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL522027,..,0,0,9,8,10,11,8,0,52,..,0,5,8,3,4,0,3,0,22,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,6,0,0,0,0,8,..,0,0,3,8,18,7,0,0,38,0,0,0,0,0,0,0,0,0,6,28,11,16,12,21,30,26,19,5,170,..,0,7,8,4,12,16,4,0,55,..,4,0,3,8,3,0,0,0,20,..,0,0,0,0,5,0,0,0,12,24,..,..,..,..,..,..,..,..,24,..,9,..,..,..,..,..,..,..,9,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522028,..,0,0,4,0,4,11,4,0,27,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,0,0,15,0,0,0,0,0,4,0,0,0,7,11,0,3,4,3,16,14,8,0,56,..,0,5,0,0,10,12,3,0,25,..,0,0,0,0,0,0,0,0,3,..,0,5,0,0,0,0,0,0,6,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522029,..,0,11,16,4,11,17,9,0,64,..,0,7,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,49,..,..,..,..,..,..,..,..,49,..,5,..,..,..,..,..,..,..,5,..,10,6,0,0,0,0,0,0,14,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,3,..,0,0,8,0,5,5,3,0,19,0,0,0,0,0,3,0,0,0,4,49,22,25,25,16,16,21,11,0,187,..,0,9,14,14,10,14,0,0,71,..,0,4,5,4,0,0,0,0,16,..,0,0,3,6,0,0,0,0,18,47,..,..,..,..,..,..,..,..,47,..,5,..,..,..,..,..,..,..,5,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
UCL522030,..,0,4,9,4,9,6,3,0,36,..,0,5,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,6,9,5,0,0,21,0,0,0,0,0,0,0,0,0,3,36,5,14,13,12,25,6,7,0,121,..,0,6,12,8,6,10,0,0,41,..,6,3,0,6,0,0,0,0,11,..,0,3,0,0,0,0,0,0,10,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522031,..,0,4,0,5,4,0,0,0,15,..,0,5,10,6,0,0,0,0,17,..,0,0,4,0,0,0,0,0,4,59,..,..,..,..,..,..,..,..,59,..,0,..,..,..,..,..,..,..,0,..,15,3,0,3,0,0,0,0,23,..,5,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,0,3,0,0,0,0,0,0,0,4,60,25,17,15,12,8,0,0,0,134,..,3,3,0,3,3,0,0,0,15,..,0,15,5,0,0,0,0,0,17,..,6,10,8,0,4,0,0,0,34,40,..,..,..,..,..,..,..,..,40,..,6,..,..,..,..,..,..,..,6,..,9,0,0,0,0,0,0,0,11,..,0,0,0,0,0,4,0,0,14,..,0,0,0,0,0,0,0,0,0
UCL522032,..,0,0,0,4,4,0,0,0,6,..,10,9,16,4,4,0,0,0,41,..,0,0,6,0,0,0,0,0,7,47,..,..,..,..,..,..,..,..,47,..,6,..,..,..,..,..,..,..,6,..,12,3,4,0,0,0,0,0,23,..,6,9,5,3,7,0,0,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,47,36,22,26,15,10,8,0,0,167,..,0,3,0,4,4,0,0,0,11,..,12,9,13,3,3,0,0,0,47,..,0,3,4,8,4,0,0,0,31,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,8,5,0,0,0,0,0,0,13,..,4,5,0,0,4,0,0,0,17,..,0,0,0,0,0,0,0,0,4
UCL522033,..,0,3,5,13,20,22,15,0,74,..,0,5,0,0,0,6,3,0,15,..,0,0,0,4,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,4,0,4,11,12,10,4,46,0,0,0,0,0,0,0,0,0,6,28,14,21,8,22,35,46,25,5,200,..,0,4,6,16,16,26,12,0,75,..,4,5,5,0,0,3,0,0,18,..,0,0,0,3,0,0,0,0,14,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522034,..,3,3,3,3,4,3,0,0,27,..,0,6,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,9,6,4,0,0,0,0,0,18,..,0,0,0,0,6,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,19,15,17,18,9,11,5,0,0,86,..,0,6,14,6,0,0,0,0,26,..,0,3,5,0,0,0,0,0,8,..,0,4,3,0,0,0,0,0,9,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,4,5,0,0,0,0,0,0,12,..,8,0,0,4,7,3,0,0,15,..,0,0,0,0,0,0,0,0,0
UCL522035,..,0,4,5,6,9,4,3,0,28,..,0,4,3,4,0,0,0,0,13,..,0,0,0,4,0,0,0,0,4,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,8,4,0,0,23,0,0,0,0,0,0,0,0,0,7,15,5,10,8,20,17,14,6,0,93,..,0,4,4,8,8,3,0,0,31,..,0,4,5,5,0,0,0,0,9,..,0,3,0,0,0,0,0,0,9,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL522036,..,0,0,8,0,6,12,4,3,42,..,0,0,0,3,3,5,0,0,14,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,7,5,11,3,0,29,0,0,0,0,0,0,0,0,0,0,19,6,6,8,14,11,25,10,3,110,..,0,0,9,8,10,14,3,0,38,..,3,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522037,..,0,0,11,6,6,10,10,4,48,..,0,4,3,6,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,7,0,3,0,24,0,0,0,0,0,0,0,0,0,0,17,6,8,13,14,18,15,9,4,117,..,0,5,7,5,6,13,4,0,44,..,5,3,4,9,0,0,0,0,13,..,0,0,0,4,3,0,0,0,7,32,..,..,..,..,..,..,..,..,32,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522038,..,0,18,15,13,17,9,13,0,81,..,4,4,3,5,4,0,0,0,17,..,0,0,0,0,0,0,0,0,0,55,..,..,..,..,..,..,..,..,55,..,3,..,..,..,..,..,..,..,3,..,4,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,8,9,4,10,0,9,3,0,39,6,0,3,0,0,0,0,3,0,14,63,29,37,21,27,24,19,15,0,231,..,4,16,24,6,14,15,4,0,78,..,4,7,4,3,0,0,0,0,21,..,0,0,3,0,0,0,0,0,9,39,..,..,..,..,..,..,..,..,39,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522039,..,0,4,5,5,11,5,3,0,32,..,0,4,3,4,3,0,0,0,22,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,8,..,5,0,0,0,5,0,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,7,6,0,8,7,0,0,22,0,0,0,0,0,0,0,0,0,7,26,25,16,12,14,26,19,0,0,143,..,0,3,5,4,14,0,0,0,34,..,3,8,7,11,4,0,0,0,25,..,0,7,0,3,3,0,0,0,7,23,..,..,..,..,..,..,..,..,23,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,7,..,10,0,6,3,5,3,0,0,30,..,0,0,0,0,0,0,0,0,0
UCL522040,..,0,0,0,10,12,19,3,0,35,..,0,0,0,5,6,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,7,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,4,8,5,0,26,0,0,0,0,0,0,0,0,0,8,0,0,7,3,16,20,24,14,0,87,..,0,0,0,5,19,16,3,0,41,..,0,0,0,4,4,0,5,0,15,..,0,0,0,0,0,0,0,0,5,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL522041,..,0,0,6,6,11,20,3,0,43,..,0,0,3,5,3,6,0,0,28,..,0,0,0,0,0,0,0,0,0,22,..,..,..,..,..,..,..,..,22,..,6,..,..,..,..,..,..,..,6,..,3,5,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,7,..,0,3,3,4,11,11,0,3,32,5,0,0,0,0,8,5,0,0,12,23,11,8,13,15,35,36,5,4,159,..,0,3,3,7,6,24,0,0,46,..,0,3,8,5,5,4,0,0,26,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522042,..,0,7,7,9,7,5,0,0,38,..,6,8,6,3,0,0,0,0,26,..,0,0,0,0,0,0,0,0,3,38,..,..,..,..,..,..,..,..,38,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,5,..,0,5,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,8,38,15,30,21,16,10,5,0,0,127,..,0,13,10,9,6,0,0,0,37,..,6,15,5,3,0,0,0,0,28,..,0,0,5,3,0,0,0,0,8,48,..,..,..,..,..,..,..,..,48,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL522043,..,0,3,3,3,8,0,0,0,17,..,0,17,8,9,6,4,0,0,40,..,0,0,3,0,0,0,0,0,8,59,..,..,..,..,..,..,..,..,59,..,8,..,..,..,..,..,..,..,8,..,9,9,3,0,0,0,0,0,25,..,11,5,5,0,3,0,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,8,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,61,31,39,29,17,14,3,0,0,194,..,0,0,3,3,0,6,0,0,20,..,3,10,7,4,4,0,0,0,38,..,6,16,8,9,3,0,0,0,34,49,..,..,..,..,..,..,..,..,49,..,3,..,..,..,..,..,..,..,3,..,10,0,0,0,0,0,0,0,13,..,11,0,6,3,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0
UCL522044,..,0,0,4,4,3,0,3,0,12,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,6,7,0,0,20,0,0,0,0,0,0,0,0,0,6,10,10,5,7,5,13,10,5,0,70,..,0,0,7,0,3,0,0,0,14,..,0,5,3,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,6,..,0,0,3,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522045,..,0,6,0,4,0,0,0,0,15,..,5,10,5,7,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,7,3,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,15,18,7,16,7,3,0,0,93,..,4,0,3,0,6,0,0,0,16,..,4,10,3,0,0,0,0,0,21,..,0,4,0,4,0,0,0,0,7,32,..,..,..,..,..,..,..,..,32,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,9,0,0,6,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0
UCL522046,..,0,0,6,4,6,9,5,0,37,..,0,0,0,0,0,4,0,0,12,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,9,7,0,0,23,0,0,0,0,0,0,0,0,4,4,18,6,7,10,15,18,22,7,4,105,..,0,4,13,9,10,8,8,0,38,..,3,6,3,3,0,0,0,0,16,..,0,0,0,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522047,..,0,0,3,6,10,14,0,3,45,..,4,3,3,0,3,4,5,0,20,..,0,0,0,0,0,0,0,0,0,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,4,0,0,5,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,..,0,0,0,10,10,8,0,4,26,0,0,0,0,0,0,0,0,0,4,29,12,12,16,17,25,23,10,11,149,..,0,10,9,5,7,12,3,3,43,..,0,4,6,4,0,3,0,0,20,..,0,3,4,4,0,0,0,0,10,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522048,..,0,4,10,7,7,8,12,3,51,..,0,6,0,0,0,0,0,0,9,..,0,0,0,3,0,0,0,0,4,25,..,..,..,..,..,..,..,..,25,..,8,..,..,..,..,..,..,..,8,..,4,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,0,3,3,3,5,4,0,0,25,0,0,0,0,3,0,0,0,0,5,25,13,16,14,21,15,11,10,3,135,..,0,3,10,6,7,6,7,0,47,..,0,4,0,0,0,0,0,0,10,..,0,0,0,0,5,0,0,0,8,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522049,..,0,0,6,0,3,8,5,5,23,..,0,3,0,4,3,0,0,0,15,..,0,0,3,0,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,11,..,0,0,3,8,8,9,9,0,33,0,0,0,0,0,3,0,0,0,5,20,0,11,11,15,22,20,7,6,117,..,0,4,4,8,5,4,3,0,26,..,0,0,0,5,5,4,0,0,12,..,0,5,0,3,0,5,0,0,14,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,3,5,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522050,..,0,0,12,12,16,15,11,6,68,..,0,6,0,5,0,3,0,0,20,..,0,0,0,0,0,0,0,0,4,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,3,0,0,0,0,3,..,3,6,0,0,6,10,4,0,29,0,0,0,0,0,0,0,0,0,0,33,10,17,16,17,28,29,16,9,167,..,0,8,11,8,18,8,7,9,73,..,4,7,3,0,0,0,0,0,20,..,0,0,3,0,0,0,3,0,6,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL522051,..,0,3,9,7,8,6,7,0,47,..,0,3,0,8,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,13,10,8,7,23,15,14,9,0,101,..,0,9,8,15,9,11,3,0,50,..,0,3,0,4,3,0,0,0,13,..,0,0,0,5,0,0,0,0,5,11,..,..,..,..,..,..,..,..,11,..,6,..,..,..,..,..,..,..,6,..,3,4,0,0,0,0,0,0,7,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522052,..,0,0,0,0,0,0,0,0,6,..,0,9,5,4,3,0,0,0,15,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,6,0,0,5,0,0,0,0,6,..,8,3,0,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,6,5,0,0,7,0,0,0,0,0,0,0,0,0,0,8,12,15,7,9,3,9,6,0,67,..,0,0,0,0,0,0,0,0,8,..,5,4,3,3,0,0,0,0,15,..,0,0,3,0,0,0,0,3,9,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL522053,..,0,0,9,0,0,3,0,0,17,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,5,0,3,0,0,0,0,0,9,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,13,7,5,3,3,3,0,0,64,..,0,3,8,0,4,0,0,0,18,..,0,4,0,0,0,0,0,0,0,..,0,4,8,4,4,0,0,0,12,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,8,3,0,0,0,0,0,0,11,..,6,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0
UCL522054,..,0,0,0,8,6,4,0,0,22,..,0,0,0,5,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,6,4,8,15,6,3,5,0,61,..,0,0,3,5,5,4,0,0,18,..,0,0,0,3,0,0,0,0,9,..,0,0,3,0,0,0,0,0,5,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
