UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL521051,..,0,9,16,18,28,29,8,0,111,..,9,8,6,7,16,4,0,0,53,..,0,0,0,5,4,0,0,0,10,85,..,..,..,..,..,..,..,..,85,..,9,..,..,..,..,..,..,..,9,..,21,13,6,0,4,0,0,0,42,..,3,3,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,6,..,0,5,3,9,14,4,10,0,40,0,0,3,0,0,0,0,0,0,4,85,57,42,36,48,63,34,21,0,379,..,0,15,20,31,35,15,9,0,115,..,13,11,6,9,16,0,0,0,52,..,4,7,11,11,8,0,4,0,48,71,..,..,..,..,..,..,..,..,71,..,20,..,..,..,..,..,..,..,20,..,16,9,3,3,0,0,0,0,25,..,4,0,4,0,0,0,0,5,12,..,0,0,0,0,0,0,0,0,0
UCL521052,..,0,3,9,5,4,4,0,0,34,..,4,16,10,16,9,0,0,0,55,..,0,0,0,4,0,3,5,0,7,79,..,..,..,..,..,..,..,..,79,..,8,..,..,..,..,..,..,..,8,..,13,5,7,0,6,0,0,0,31,..,4,3,0,5,3,0,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,5,..,0,4,6,13,12,3,4,0,47,0,0,0,0,0,0,4,0,0,0,79,26,31,39,46,37,24,9,0,291,..,0,7,9,10,3,9,3,0,40,..,4,19,19,16,6,0,0,0,58,..,3,15,14,4,6,0,4,0,44,80,..,..,..,..,..,..,..,..,80,..,7,..,..,..,..,..,..,..,7,..,10,4,3,0,0,0,0,0,25,..,7,0,0,3,0,4,0,0,19,..,0,0,0,0,0,0,0,0,5
UCL522001,..,3,5,11,5,0,3,0,0,27,..,0,15,11,7,7,0,0,0,48,..,0,0,3,0,0,0,0,0,7,62,..,..,..,..,..,..,..,..,62,..,6,..,..,..,..,..,..,..,6,..,19,6,6,5,0,0,0,0,28,..,18,6,4,5,6,0,0,0,41,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,10,3,5,4,0,0,0,0,0,0,10,64,55,41,34,30,6,4,0,0,240,..,0,4,12,7,0,0,0,0,27,..,3,17,17,7,0,5,0,0,44,..,0,9,4,0,0,3,3,0,24,45,..,..,..,..,..,..,..,..,45,..,3,..,..,..,..,..,..,..,3,..,16,3,0,0,0,0,0,0,22,..,5,5,7,3,4,3,0,0,29,..,0,0,0,0,0,0,0,0,3
UCL522002,..,0,5,9,5,8,5,9,3,40,..,0,4,3,0,0,8,0,0,24,..,0,0,0,0,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,..,0,0,0,6,3,11,0,0,14,0,0,0,0,0,0,0,0,0,0,15,9,8,11,15,13,30,13,3,111,..,0,0,3,3,9,8,7,0,42,..,4,6,4,6,3,0,0,0,20,..,0,0,0,4,0,0,0,0,8,16,..,..,..,..,..,..,..,..,16,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,4,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL522003,..,0,4,0,6,6,0,0,0,13,..,5,13,13,10,0,0,0,0,33,..,0,5,0,0,5,0,0,0,6,52,..,..,..,..,..,..,..,..,52,..,5,..,..,..,..,..,..,..,5,..,13,6,3,0,0,0,0,0,21,..,9,0,0,0,0,0,4,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,7,4,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,3,52,31,30,16,18,11,5,0,0,159,..,0,0,0,7,3,0,0,0,9,..,0,14,11,6,3,0,0,0,36,..,0,6,4,9,0,0,0,0,23,60,..,..,..,..,..,..,..,..,60,..,7,..,..,..,..,..,..,..,7,..,3,5,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,3
UCL522004,..,5,3,12,8,4,0,0,0,23,..,3,3,7,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,3,39,..,..,..,..,..,..,..,..,39,..,3,..,..,..,..,..,..,..,3,..,21,7,0,0,0,0,0,0,28,..,11,0,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,6,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,0,39,44,16,17,14,6,0,0,0,143,..,4,7,9,5,3,0,0,0,26,..,3,3,0,0,4,0,0,0,15,..,0,13,5,3,3,0,0,0,25,40,..,..,..,..,..,..,..,..,40,..,6,..,..,..,..,..,..,..,6,..,11,0,3,0,0,0,0,0,19,..,11,0,0,0,5,3,0,0,19,..,0,0,0,0,0,0,0,0,0
UCL522005,..,0,3,12,3,0,0,0,0,21,..,0,8,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,50,..,..,..,..,..,..,..,..,50,..,5,..,..,..,..,..,..,..,5,..,9,6,0,0,0,0,0,0,23,..,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,5,..,0,4,3,4,0,0,4,0,16,0,0,0,0,0,0,0,0,0,4,50,16,27,23,14,5,3,4,0,144,..,0,5,12,0,9,0,0,0,27,..,0,6,6,5,0,0,0,0,18,..,0,0,8,7,5,0,0,0,25,38,..,..,..,..,..,..,..,..,38,..,0,..,..,..,..,..,..,..,0,..,17,3,0,0,0,0,0,0,14,..,0,0,6,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL522006,..,0,6,13,26,25,22,3,8,105,..,0,0,3,6,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,50,..,..,..,..,..,..,..,..,50,..,8,..,..,..,..,..,..,..,8,..,18,0,0,0,0,0,0,0,24,..,0,0,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,3,0,9,0,0,0,0,0,0,0,0,0,6,50,36,14,20,33,30,26,7,7,220,..,0,7,17,29,29,17,7,0,109,..,0,4,3,4,0,4,0,0,13,..,0,0,3,0,3,0,0,0,4,30,..,..,..,..,..,..,..,..,30,..,13,..,..,..,..,..,..,..,13,..,10,0,0,0,0,0,0,0,13,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522007,..,0,0,0,3,8,8,8,0,30,..,0,6,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,9,10,3,0,22,3,0,0,4,0,0,3,4,0,15,12,9,3,10,5,16,23,11,3,93,..,0,4,4,0,9,10,0,0,29,..,0,4,0,0,6,0,0,0,13,..,0,0,0,0,0,0,0,0,5,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522008,..,0,3,0,0,11,6,10,0,31,..,0,3,0,3,6,6,0,0,11,..,0,0,0,0,0,0,0,0,6,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,3,0,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,13,5,10,6,11,22,20,10,0,89,..,0,0,7,3,9,10,0,0,33,..,0,5,0,7,5,3,0,0,15,..,0,3,0,0,0,0,3,0,10,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522009,..,0,0,7,14,8,11,0,0,50,..,0,3,7,6,4,0,0,0,19,..,0,0,0,4,0,0,0,0,8,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,14,5,4,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,7,..,0,0,0,7,3,3,0,0,16,0,0,3,4,4,0,4,0,0,11,26,20,16,18,41,24,13,6,0,169,..,0,4,12,23,10,8,4,0,56,..,0,8,8,4,4,0,0,0,22,..,0,0,0,3,5,0,0,0,12,25,..,..,..,..,..,..,..,..,25,..,14,..,..,..,..,..,..,..,14,..,8,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL522010,..,0,5,13,18,14,14,5,0,62,..,0,0,3,4,0,0,0,0,10,..,0,0,0,0,3,0,0,0,0,46,..,..,..,..,..,..,..,..,46,..,14,..,..,..,..,..,..,..,14,..,13,5,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,48,27,17,16,19,22,16,3,3,169,..,0,9,15,14,17,12,0,0,68,..,0,0,0,0,0,0,0,0,4,..,0,0,3,4,6,0,0,0,12,35,..,..,..,..,..,..,..,..,35,..,14,..,..,..,..,..,..,..,14,..,7,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522011,..,0,6,9,6,11,11,9,0,50,..,6,6,4,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,6,0,4,4,3,14,5,0,41,0,0,3,0,0,0,0,0,0,7,15,9,16,24,11,21,21,12,5,137,..,0,3,6,4,10,13,0,0,47,..,8,7,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522012,..,0,5,6,10,13,23,11,7,76,..,0,11,4,0,3,0,0,0,23,..,0,0,0,0,0,0,0,0,3,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,0,0,8,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,9,3,0,0,8,..,0,0,0,4,13,6,12,0,38,0,5,3,0,0,0,7,3,0,18,38,11,20,19,16,38,47,22,8,213,..,0,6,11,15,20,15,15,4,79,..,0,4,4,6,5,5,0,0,22,..,0,3,0,0,0,0,0,0,13,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL522013,..,0,4,11,12,25,14,3,3,73,..,0,6,6,3,3,0,0,0,21,..,0,0,0,0,0,0,0,0,7,36,..,..,..,..,..,..,..,..,36,..,10,..,..,..,..,..,..,..,10,..,13,5,4,0,0,0,0,0,24,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,4,0,5,3,0,0,15,5,0,0,0,0,0,0,0,0,3,41,24,16,28,27,36,28,6,5,209,..,0,8,14,23,23,14,4,0,76,..,0,6,3,8,5,0,0,0,22,..,0,3,0,9,5,0,4,0,16,32,..,..,..,..,..,..,..,..,32,..,11,..,..,..,..,..,..,..,11,..,12,5,0,0,3,0,0,0,12,..,5,0,0,0,0,0,5,0,8,..,0,0,0,0,0,0,0,0,0
UCL522014,..,0,5,9,5,8,8,4,0,40,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,6,12,13,14,18,11,6,0,99,..,0,6,3,8,12,9,0,0,39,..,4,3,0,0,4,0,0,0,16,..,0,3,0,0,0,0,3,0,6,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522015,..,0,0,8,6,3,0,0,0,12,..,0,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,5,..,0,4,0,0,0,0,0,0,4,..,0,3,4,6,0,3,0,0,20,0,0,3,0,0,0,0,0,0,6,10,7,14,13,7,6,6,0,0,65,..,0,0,3,0,4,0,0,0,14,..,3,7,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4
UCL522016,..,0,0,7,3,12,14,10,0,41,..,0,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,7,9,0,3,0,24,0,0,0,0,0,0,0,0,0,3,24,8,10,8,14,20,16,14,0,116,..,0,0,9,3,13,7,6,0,42,..,0,0,0,0,0,0,0,0,14,..,0,3,3,0,3,0,0,0,15,26,..,..,..,..,..,..,..,..,26,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522017,..,0,8,9,7,25,26,8,3,73,..,3,3,3,6,3,0,0,0,21,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,0,0,0,6,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,5,13,3,0,26,0,3,0,0,0,0,0,0,0,7,26,13,14,19,19,32,37,14,3,168,..,0,6,7,13,23,25,6,0,76,..,7,3,0,5,0,0,0,0,15,..,0,0,5,3,0,5,3,0,10,32,..,..,..,..,..,..,..,..,32,..,4,..,..,..,..,..,..,..,4,..,3,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522018,..,0,0,0,0,0,5,4,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,..,0,3,0,0,3,14,0,0,27,0,0,0,0,0,0,0,0,0,3,0,3,10,0,4,10,23,6,0,54,..,0,0,0,0,4,10,3,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522019,..,0,0,3,0,4,9,0,0,28,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,4,..,0,0,0,0,10,3,3,0,19,0,4,0,0,0,0,0,0,0,6,12,4,6,9,3,23,14,4,6,73,..,0,0,5,6,7,3,3,5,25,..,0,0,5,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522020,..,0,0,9,6,3,0,0,0,24,..,0,3,3,3,0,3,0,0,14,..,0,0,0,0,0,0,0,0,5,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,9,3,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,23,19,22,14,8,20,9,0,0,110,..,0,6,3,3,9,0,0,0,23,..,3,3,0,4,0,0,0,0,13,..,3,0,5,3,6,0,0,0,20,35,..,..,..,..,..,..,..,..,35,..,6,..,..,..,..,..,..,..,6,..,7,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL522021,..,0,3,8,10,5,20,12,0,56,..,5,6,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,36,..,..,..,..,..,..,..,..,36,..,5,..,..,..,..,..,..,..,5,..,9,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,..,0,0,0,4,3,8,0,0,30,0,0,0,0,0,0,0,0,0,7,41,15,8,21,16,13,35,14,0,163,..,0,0,15,10,6,22,4,0,59,..,5,3,6,0,0,0,0,0,9,..,0,0,8,3,0,0,0,0,14,23,..,..,..,..,..,..,..,..,23,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522022,..,0,3,5,4,6,9,6,0,32,..,0,6,0,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,7,5,3,0,24,0,0,0,0,0,0,0,0,0,0,13,5,12,14,14,20,13,12,0,97,..,0,8,3,3,10,6,9,0,34,..,4,3,6,0,0,0,0,0,15,..,0,0,0,4,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522023,..,0,3,10,5,10,17,8,4,54,..,0,5,0,9,8,0,0,0,21,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,4,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,7,7,3,0,0,24,0,0,0,0,0,0,0,0,0,3,17,6,10,10,17,24,20,11,9,133,..,0,12,3,11,11,11,4,0,54,..,0,6,0,8,3,4,0,0,22,..,0,0,0,3,0,0,0,0,11,36,..,..,..,..,..,..,..,..,36,..,0,..,..,..,..,..,..,..,0,..,9,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522024,..,0,0,4,10,16,21,14,0,62,..,0,0,0,0,0,0,6,0,11,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,3,10,7,0,4,11,21,37,17,0,109,..,0,0,0,11,17,24,10,0,64,..,0,3,0,0,7,0,0,0,16,..,0,0,4,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL522025,..,0,6,4,12,10,21,10,4,69,..,4,4,0,0,5,4,0,0,15,..,0,0,0,3,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,6,..,..,..,..,..,..,..,6,..,7,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,0,7,5,0,11,18,6,9,49,0,0,0,0,0,0,0,0,0,3,28,19,16,17,17,37,39,16,7,196,..,0,9,14,11,15,21,3,0,66,..,3,0,0,3,3,0,0,0,16,..,0,0,0,6,0,0,0,0,10,34,..,..,..,..,..,..,..,..,34,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
UCL522026,..,0,3,0,4,17,23,23,0,73,..,0,5,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,6,11,5,0,28,0,0,0,0,3,0,0,0,0,6,11,4,4,3,7,28,42,32,5,137,..,0,0,0,12,11,26,20,0,70,..,0,0,0,0,4,0,0,0,8,..,0,0,5,0,0,0,0,0,5,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
