UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL501001,492,848,80,61996,2541,458,266,2607,382,1434,238,610,285,1163,19740,29736,139,16,150,147,53,65,22,19,58,100,769,1535,53164,10453,2119,78203,9631,43774,3504,11552,3312,15090,21046,251858
UCL511001,15,10,0,1284,128,19,0,116,18,57,10,15,7,47,857,1269,7,0,8,9,0,0,0,3,0,0,31,58,1598,286,71,2726,300,1388,154,319,128,410,892,8268
UCL512001,5,6,0,328,33,8,5,36,0,17,0,12,0,18,264,392,0,0,0,0,0,0,0,0,0,0,9,22,558,146,15,978,99,451,52,138,30,172,279,2931
UCL512002,3,4,0,391,34,8,5,45,5,20,7,5,3,18,333,475,0,0,0,7,0,4,0,0,0,0,11,30,502,146,27,914,79,377,70,132,31,127,346,2758
UCL512003,7,3,0,463,46,7,3,38,7,16,0,5,3,15,376,517,0,0,0,5,0,0,0,0,0,0,11,16,679,135,37,915,109,431,73,144,49,190,389,3139
UCL512004,11,3,3,958,54,3,5,26,12,19,5,11,8,12,280,430,0,0,9,0,0,0,0,0,3,0,22,33,899,81,38,928,143,635,55,73,58,99,312,3312
UCL513001,0,5,4,321,32,5,0,19,6,8,3,6,4,3,143,227,0,0,4,0,0,0,0,0,0,8,5,23,420,46,13,400,77,141,27,38,23,74,161,1435
UCL513002,0,0,0,118,23,7,5,30,0,8,0,0,5,5,86,165,0,0,0,0,0,0,0,0,0,4,0,13,196,34,15,347,31,133,20,21,15,49,91,964
UCL513003,26,4,0,896,36,0,0,14,3,8,0,0,0,6,174,259,0,0,0,0,0,0,0,0,0,0,10,13,580,52,26,653,122,390,40,35,44,29,183,2162
UCL513004,9,0,0,626,32,3,0,14,5,15,0,4,0,6,137,205,4,0,0,4,6,0,0,0,0,0,9,27,522,41,29,403,98,294,28,38,36,54,161,1704
UCL513005,0,0,0,169,27,5,3,23,3,12,0,12,0,10,229,313,0,0,0,0,0,0,0,0,0,0,8,12,215,39,13,381,64,236,37,72,30,74,235,1405
UCL514001,0,0,0,67,3,0,0,10,3,8,0,3,0,9,63,99,0,0,0,0,0,0,0,0,0,0,4,8,79,20,14,193,21,117,13,35,14,72,70,649
UCL514002,3,4,0,143,12,3,0,17,3,0,0,5,3,8,125,173,0,0,0,0,0,0,0,0,0,0,0,5,131,60,6,323,30,76,33,27,11,21,130,843
UCL514003,0,0,0,71,7,3,0,12,0,4,0,0,3,0,97,131,0,0,0,0,0,0,0,0,0,0,3,8,133,63,12,297,27,101,26,42,6,19,99,832
UCL514004,4,0,0,60,8,0,0,15,0,8,0,3,0,3,51,85,0,0,0,0,0,0,0,0,0,4,0,4,104,9,3,163,17,100,9,28,6,55,56,553
UCL515001,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,22,0,4,0,5,0,12,10,75
UCL515002,0,0,0,30,0,0,0,4,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,47,6,16,0,4,0,7,8,130
UCL515003,0,0,0,11,3,0,0,6,0,3,0,0,0,4,20,37,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,61,11,22,4,8,3,11,20,185
UCL515004,0,0,0,18,0,0,0,6,0,0,0,0,0,0,41,55,0,0,0,0,0,0,0,0,0,0,0,7,53,0,0,78,12,53,0,4,6,6,45,261
UCL515005,0,0,0,17,0,0,0,9,0,0,0,0,0,0,42,58,0,0,0,0,0,0,0,0,0,0,0,4,42,9,0,79,6,35,3,9,5,13,46,259
UCL515006,0,0,0,36,6,0,0,4,3,6,0,0,0,5,25,49,0,0,0,0,0,0,0,0,0,0,0,0,79,15,0,69,19,44,7,20,5,47,26,315
UCL515007,0,0,0,32,4,0,0,3,0,5,0,0,0,6,33,47,0,0,0,0,0,0,0,0,0,0,0,0,38,19,4,114,16,31,11,9,6,5,30,298
UCL515008,0,0,0,94,9,0,0,0,0,0,0,0,0,0,17,33,0,0,0,0,0,0,0,0,0,0,0,0,56,8,8,51,8,30,6,0,7,3,20,193
UCL515009,0,0,0,32,0,4,0,11,0,0,0,5,0,4,10,28,0,0,0,0,0,0,0,0,0,0,0,0,31,29,7,62,7,29,3,21,4,17,10,219
UCL515010,0,0,0,18,3,0,0,6,0,3,0,0,0,0,28,46,0,0,0,0,0,0,0,0,0,0,3,4,48,11,3,31,4,27,0,4,0,39,26,188
UCL515011,0,0,0,24,3,0,0,0,0,0,0,0,0,0,24,35,0,0,0,0,0,0,0,0,0,0,0,0,38,5,3,71,9,55,7,7,0,18,24,253
UCL515012,0,0,0,47,0,0,0,0,0,0,0,0,0,0,55,62,0,0,0,0,0,0,0,0,0,0,0,0,73,8,0,99,12,33,6,3,6,8,55,304
UCL515013,0,0,0,33,8,0,0,7,0,0,0,0,0,0,45,65,0,0,0,0,0,0,0,0,0,0,0,0,61,16,9,91,10,40,5,3,7,5,49,290
UCL515014,0,0,0,6,3,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,6,3,9,0,5,6,27,0,82
UCL515015,0,0,0,15,9,0,0,12,0,4,4,0,0,10,29,57,0,0,0,0,0,0,0,0,0,0,0,0,63,13,0,81,5,49,7,12,4,37,31,303
UCL515016,0,0,0,12,6,0,0,4,0,5,3,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,3,3,20,5,0,37,7,15,4,5,4,0,19,116
UCL515017,4,0,0,9,4,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,3,10,6,3,18,3,9,4,11,6,8,11,93
UCL515018,0,0,0,44,0,0,0,0,0,4,0,0,0,0,16,24,0,0,3,0,0,0,0,0,0,0,0,3,34,3,3,36,4,44,5,5,5,4,18,174
UCL515019,0,0,0,24,5,3,0,5,0,6,0,0,0,0,25,45,0,0,0,0,0,0,0,0,0,0,0,5,54,20,0,79,14,69,0,24,6,25,28,327
UCL515020,0,0,0,54,11,3,3,0,0,5,0,3,0,0,35,63,0,0,0,0,0,0,0,0,0,0,0,4,95,13,11,96,25,44,9,16,0,34,43,372
UCL515021,0,0,0,20,0,0,0,7,0,0,0,0,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,40,8,4,66,6,19,7,8,0,9,10,180
UCL515022,0,0,0,23,7,0,0,9,0,0,0,0,0,0,26,38,0,0,0,0,0,0,0,0,0,0,5,5,67,8,6,121,11,58,10,23,9,19,28,370
UCL515023,0,0,0,17,5,0,0,0,0,0,5,0,0,0,19,32,0,0,0,0,0,0,0,0,0,0,0,0,46,4,4,57,8,37,0,16,4,16,20,215
UCL515024,0,0,0,12,3,0,0,4,0,0,0,3,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,38,4,20,3,5,3,9,11,126
UCL515025,0,0,0,13,0,0,0,7,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,0,4,7,21,5,4,46,7,29,3,12,6,12,20,164
UCL515026,0,0,0,37,0,0,0,4,0,0,0,0,0,0,39,44,0,0,0,0,0,0,0,0,0,0,0,4,52,16,4,92,21,48,3,12,6,12,37,289
UCL515027,0,0,0,33,7,3,0,6,0,0,0,4,0,0,27,44,0,0,0,0,0,0,0,0,0,0,0,3,70,15,8,89,9,42,4,13,6,18,29,295
UCL515028,0,0,0,181,15,0,0,4,0,0,0,0,0,0,48,72,0,0,0,0,0,0,0,0,0,0,0,0,187,9,11,127,26,89,16,10,9,7,52,536
UCL515029,0,0,0,40,4,0,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,20,11,26,8,0,4,0,17,116
UCL515030,0,0,0,45,0,0,0,3,6,7,0,3,0,0,51,72,0,0,0,0,0,0,0,0,0,0,0,0,55,16,4,91,13,61,3,26,9,43,52,373
UCL515031,0,0,0,30,7,6,0,8,0,3,0,0,0,7,32,63,0,0,0,0,0,0,0,0,0,0,0,3,45,7,3,60,7,37,4,16,4,17,38,234
UCL515032,0,0,0,35,5,0,0,15,0,0,0,0,0,0,36,55,0,0,0,0,0,0,0,0,0,0,0,0,43,5,3,70,13,25,6,8,8,7,36,218
UCL515033,4,0,0,115,4,0,0,4,0,4,0,0,0,0,25,45,0,0,0,0,0,0,0,0,0,0,0,4,94,15,19,119,19,69,12,11,9,0,28,390
UCL515034,0,0,0,30,0,0,0,3,0,0,0,0,0,0,76,90,0,0,0,0,0,0,0,0,0,0,7,7,34,15,4,74,14,48,8,21,6,23,81,330
UCL515035,0,0,0,4,0,0,0,3,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,27,3,13,3,5,0,3,5,78
UCL515036,0,0,0,26,0,0,0,4,0,3,0,0,0,7,33,48,0,0,0,0,0,0,0,0,0,0,3,3,27,3,3,57,8,47,3,14,8,25,35,228
UCL515037,0,0,0,106,3,0,0,0,0,3,0,0,0,0,11,27,0,0,0,0,0,0,0,0,0,0,0,0,81,6,10,72,17,46,3,3,5,9,19,259
UCL515038,0,0,0,15,4,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,47,10,26,5,16,3,20,9,171
UCL521001,0,0,0,8,4,0,0,6,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,22,0,9,0,9,0,3,6,60
