UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL521025,11,50,33,201,3,295,0,0,0,24,3,26,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,0,17,90,49,15,194,5,355,10,0,0,0,0,10,5,0,0,0,0,5,16,3,4,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,56,0,82,4,8,0,15,0,25,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,3,41,0,70,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,57,9,6,4,0,78,4,0,0,4,58,57,202,81,44,382,76,783
UCL521026,9,62,44,202,8,320,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,15,0,41,149,34,39,163,6,392,0,0,0,0,0,0,3,0,0,4,0,4,11,0,5,15,0,31,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,35,0,62,3,0,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,6,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,10,11,39,0,92,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,23,14,5,5,0,52,0,0,0,0,33,33,243,79,66,347,49,782
UCL521027,4,29,26,179,6,244,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,71,22,15,99,0,207,17,0,3,0,0,19,3,0,0,0,0,3,8,5,7,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,27,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,4,0,53,10,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,18,0,0,21,0,43,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,22,3,0,9,0,37,0,0,0,3,278,287,163,41,37,284,284,802
UCL521028,10,35,20,241,11,311,0,0,0,53,3,62,3,0,0,0,0,3,0,0,0,7,0,6,11,0,0,0,0,13,48,34,6,247,11,337,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,6,0,17,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,3,12,5,0,47,0,59,7,4,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,12,3,3,5,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,47,0,67,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,3,6,0,35,0,0,0,3,64,64,133,54,31,501,88,798
UCL521029,4,30,29,260,0,324,0,11,4,65,5,84,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,64,27,25,196,7,319,44,0,5,0,0,43,4,0,0,4,0,6,0,0,0,20,0,25,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,4,0,50,0,67,14,3,0,12,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,7,5,0,48,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,12,57,0,95,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,9,25,4,0,0,3,31,5,0,0,0,69,74,203,60,44,485,90,878
UCL521030,0,23,14,174,4,219,0,0,0,15,0,13,18,0,0,0,0,19,4,0,4,0,0,3,5,0,0,3,0,11,64,26,6,187,3,290,7,0,0,0,0,7,4,0,0,0,0,4,13,5,0,13,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,47,0,68,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,52,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,8,0,7,100,3,0,3,0,110,8,3,6,6,59,82,227,48,22,381,68,746
UCL521031,0,18,15,122,0,158,0,4,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,12,34,15,9,69,0,127,7,0,0,0,0,10,0,0,0,0,0,4,6,0,0,6,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,27,0,36,0,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,7,15,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,33,4,3,3,0,47,0,0,0,0,107,117,123,32,26,279,107,567
UCL521032,0,6,11,98,5,126,0,8,0,305,4,322,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,9,73,11,112,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,9,0,0,0,5,0,5,0,0,0,0,0,0,7,0,0,0,0,7,7,3,0,20,0,31,3,0,0,8,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,20,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,22,0,0,15,0,29,0,0,0,5,119,118,56,18,16,451,131,675
UCL521033,0,11,15,96,0,120,0,5,0,52,0,57,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,24,11,10,56,0,104,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,15,0,31,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,0,23,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,18,8,8,0,0,32,0,0,0,0,290,290,69,28,15,182,291,576
UCL521034,13,39,38,233,10,333,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,4,8,5,5,0,0,19,133,42,35,143,9,362,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,32,0,72,7,4,4,6,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,6,5,0,0,0,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,5,12,29,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,10,4,0,4,0,25,0,0,0,0,46,47,210,66,62,361,70,762
UCL521035,5,18,17,139,0,182,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,76,30,19,117,0,252,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,0,15,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,22,7,4,38,3,66,12,3,3,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,3,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,20,10,6,34,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,4,0,0,26,3,0,0,0,51,51,148,45,31,265,55,538
UCL521036,9,18,17,118,13,168,0,0,0,61,5,73,0,0,0,0,0,0,0,0,0,4,0,10,5,0,0,0,0,8,46,8,10,124,4,188,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,14,0,19,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,9,4,0,32,0,45,3,7,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3,0,25,0,47,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,3,4,3,0,35,0,0,0,0,84,92,120,28,22,283,101,555
UCL521037,3,55,41,359,15,464,0,6,0,39,0,44,6,0,0,0,0,6,0,0,0,0,0,0,8,4,0,11,0,21,120,58,29,234,14,450,9,0,0,0,0,9,0,0,0,0,0,0,7,0,5,16,0,37,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,9,25,6,0,57,5,97,3,0,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,12,48,0,102,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,11,0,4,0,0,14,22,9,5,10,3,43,0,0,0,5,49,56,195,93,52,575,77,989
UCL521038,8,37,21,243,6,307,0,4,0,76,5,80,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,77,32,15,210,7,346,8,0,0,0,0,8,0,0,0,0,0,0,5,0,7,11,0,25,0,0,0,4,0,4,5,0,0,0,0,5,5,0,0,3,0,7,11,3,4,60,0,79,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,47,0,70,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,6,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,12,12,0,4,9,0,31,0,0,0,0,111,114,125,52,33,477,130,821
UCL521039,3,49,30,223,3,307,0,0,0,7,0,9,0,0,0,0,0,6,0,0,0,0,0,3,8,0,7,4,0,18,150,48,32,179,5,415,4,0,0,0,0,4,5,5,0,3,0,5,26,0,7,13,0,49,0,4,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,8,19,7,3,65,0,99,3,11,0,23,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,6,0,0,3,0,4,4,0,0,0,0,3,0,0,0,0,0,0,29,7,11,43,0,93,0,0,0,0,0,0,9,4,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,34,10,0,13,0,66,0,0,0,8,49,52,231,87,53,398,53,822
UCL521040,5,16,41,208,3,281,0,7,0,99,4,110,4,0,0,0,0,10,0,0,0,3,0,8,3,0,0,0,0,5,53,19,29,146,0,249,6,0,0,0,0,3,0,0,3,0,0,8,8,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,6,42,0,73,5,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,4,0,0,8,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,3,6,23,0,56,5,0,0,0,0,5,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,31,0,9,9,0,48,0,7,0,0,160,167,139,39,58,405,168,813
UCL521041,10,30,43,259,0,341,0,0,0,51,4,54,3,0,0,0,0,3,8,0,0,0,0,6,5,5,0,6,0,12,64,23,30,131,9,256,17,0,0,0,0,15,4,0,3,0,0,7,3,0,4,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,20,7,5,44,3,87,0,0,0,12,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,7,0,28,9,4,7,0,0,23,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,30,3,55,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,3,5,11,4,45,4,0,0,0,22,31,152,44,65,393,29,685
UCL521042,11,31,23,139,5,210,0,0,0,3,0,4,11,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,8,63,26,25,148,12,273,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,12,3,3,42,0,63,17,6,0,28,0,54,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,8,0,0,0,0,0,0,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,40,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,28,5,0,8,6,54,0,0,0,18,39,60,152,61,34,312,60,617
UCL521043,10,19,19,159,0,205,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,4,0,10,81,26,23,138,0,263,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,8,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,14,5,0,31,0,55,7,4,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,5,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,6,9,34,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,20,6,0,9,0,32,4,0,3,0,29,38,130,42,37,274,32,518
UCL521044,7,27,18,206,5,261,0,0,0,84,0,95,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,16,80,21,21,204,3,335,8,0,3,0,0,10,7,0,0,0,0,5,7,0,0,6,0,18,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,18,6,4,39,0,64,14,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,5,0,0,0,0,11,8,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,32,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,18,4,0,8,0,29,4,0,0,3,45,55,163,41,35,426,56,722
UCL521045,4,20,12,151,4,188,0,0,0,62,0,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,43,25,9,120,6,206,6,0,0,0,0,7,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,29,0,38,7,3,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,31,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,17,0,0,0,3,134,139,84,32,21,300,142,582
UCL521046,3,13,4,57,0,77,3,6,0,454,10,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,7,48,0,86,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,13,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,6,3,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,13,0,27,8,0,0,0,52,62,60,24,12,538,63,700
UCL521047,13,17,18,133,0,178,0,0,0,21,0,15,5,0,0,0,0,6,0,0,0,7,0,6,0,0,0,0,0,4,49,12,12,137,3,219,11,0,0,0,0,14,0,0,0,0,0,0,5,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,8,4,0,30,0,44,10,9,4,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,6,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,15,8,9,21,0,48,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,5,3,0,0,17,0,0,0,10,50,59,123,35,31,282,55,523
UCL521048,3,55,42,241,7,349,0,3,9,35,0,48,0,0,0,3,0,3,0,0,0,6,0,6,9,3,0,3,0,15,140,54,36,209,11,438,3,0,0,0,0,3,5,0,0,0,0,3,12,6,0,19,3,28,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,4,27,10,9,62,4,105,3,4,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,0,0,3,0,0,8,0,9,0,0,0,0,0,4,0,0,0,0,0,0,25,11,11,53,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,18,18,5,3,16,0,43,4,0,5,11,84,97,214,88,70,467,104,953
UCL521049,0,9,3,16,0,23,0,0,0,409,10,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,11,0,0,0,6,20,26,20,7,3,447,35,511
UCL521050,10,33,19,227,7,297,0,3,0,56,0,68,9,0,0,0,0,3,0,0,0,0,0,4,9,0,0,11,0,18,57,35,24,199,3,323,9,0,0,0,0,9,0,0,0,0,0,0,0,4,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,14,9,6,46,0,68,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,0,0,0,0,10,3,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,43,0,69,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,25,0,0,0,4,44,45,145,51,36,440,48,725
UCL521051,6,41,30,265,9,353,0,0,0,42,3,47,0,0,6,0,0,4,0,0,0,3,0,3,3,13,0,7,0,25,114,36,30,207,8,396,25,0,0,0,0,25,0,0,0,0,0,7,9,4,0,8,0,27,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,16,8,4,40,0,66,14,3,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,6,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,8,9,54,0,84,4,0,0,0,0,4,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,17,6,10,9,0,40,4,0,0,8,65,83,201,70,56,453,82,868
UCL521052,0,20,12,111,0,147,0,9,3,394,8,414,8,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,6,15,10,8,75,0,102,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,24,0,28,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,5,0,31,0,0,0,7,117,126,48,34,18,528,124,745
