UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL515023,21,0,9,0,5,5,13,11,4,70,0,0,8,0,0,0,30,0,0,38,9,4,10,0,4,3,0,8,0,32,5,5,21,0,4,0,0,5,0,41,3,0,24,0,6,0,5,9,0,48,14,4,17,0,12,12,23,0,3,79,23,4,8,0,5,56,0,16,0,121,16,0,5,17,0,5,0,12,0,67,7,0,12,0,8,0,54,3,0,81,0,0,5,0,0,4,0,0,0,14,3,4,0,0,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,15,8,0,5,0,0,0,0,27,0,3,3,3,0,0,0,12,0,25,4,13,15,18,10,0,5,0,0,67,7,41,8,33,7,0,0,9,0,101,10,35,5,44,18,0,0,12,4,124,0,0,0,0,0,0,0,6,0,9,0,4,38,5,9,0,0,6,0,61,0,0,4,0,3,4,6,10,8,42
UCL515024,10,4,17,0,0,4,10,19,0,70,0,0,8,0,0,0,8,3,0,19,0,0,3,0,0,0,3,6,0,16,3,0,3,0,0,0,0,5,0,15,8,0,26,0,5,0,6,10,0,46,0,5,9,0,5,11,3,0,0,36,13,0,0,0,4,24,4,15,4,65,3,0,5,7,0,4,0,9,0,26,0,0,0,0,10,0,26,0,0,43,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,5,0,0,0,10,0,16,3,3,4,11,10,0,14,9,0,48,11,33,0,24,8,0,0,8,0,82,4,18,0,27,12,0,0,0,0,66,0,0,0,0,0,0,0,0,0,3,5,0,31,0,6,4,0,4,0,42,0,0,0,0,0,0,3,6,4,16
UCL515025,19,0,6,0,0,0,0,51,0,86,0,0,3,0,0,0,8,0,0,13,5,0,12,3,0,3,7,26,6,66,0,0,0,0,0,0,0,0,0,6,4,0,23,0,5,0,13,6,0,49,0,0,6,0,0,10,3,0,0,17,5,0,4,0,4,39,4,18,0,76,9,0,3,16,0,0,0,9,0,39,4,0,4,0,4,0,18,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,0,0,0,0,7,0,0,0,0,4,0,12,3,0,7,0,0,0,0,12,3,0,3,0,0,0,0,6,0,13,3,9,0,16,12,0,9,8,0,62,4,33,0,17,8,0,0,7,0,71,4,23,0,30,14,0,0,13,0,80,0,0,0,0,0,0,0,0,0,0,0,3,15,0,5,0,0,0,0,27,0,0,0,0,3,0,0,5,15,32
UCL515026,3,0,0,0,0,0,0,7,0,17,9,3,34,0,8,0,29,3,0,94,17,5,31,0,11,0,6,14,0,82,4,3,12,0,3,0,0,4,0,18,10,4,67,0,14,0,25,28,3,158,0,3,8,0,0,0,7,0,5,25,15,0,10,3,8,38,5,10,0,94,9,0,3,9,0,10,0,14,0,40,4,0,0,0,22,3,39,9,0,74,0,0,0,0,0,0,0,0,0,6,4,4,0,0,13,0,0,0,0,27,0,0,0,0,4,0,0,0,0,10,0,10,17,0,5,0,3,0,0,44,5,3,9,4,10,0,0,19,0,46,6,9,9,17,16,0,3,8,0,62,4,23,3,31,5,0,0,4,0,74,7,36,10,56,14,0,3,10,0,131,0,0,4,3,0,0,0,0,0,8,6,4,27,5,9,0,0,3,3,57,4,5,5,4,10,3,8,10,16,66
UCL515027,35,0,23,0,5,0,14,39,0,124,0,0,4,0,0,0,14,4,0,26,15,3,19,0,5,3,8,33,0,83,0,0,6,0,5,0,8,7,0,23,12,0,56,0,7,0,12,18,3,109,3,4,9,0,3,6,9,4,0,41,25,3,10,0,3,86,3,28,0,166,12,0,10,22,4,4,0,16,0,68,3,0,4,0,13,0,33,8,0,63,0,0,3,0,0,0,0,0,0,5,6,12,0,0,19,0,0,0,0,42,0,0,0,0,0,6,0,6,0,15,0,14,5,0,4,0,4,0,0,25,0,3,3,0,3,0,0,16,0,30,12,18,14,26,26,0,13,10,0,110,15,84,14,44,10,0,0,13,0,187,13,105,8,101,27,5,0,18,0,288,3,3,0,4,0,0,0,0,0,20,0,6,59,4,11,0,0,10,0,93,3,0,17,4,3,4,8,10,15,65
UCL515028,0,3,0,0,0,0,0,0,0,6,56,51,358,0,34,0,382,33,22,935,0,0,14,0,0,0,3,0,0,15,8,0,0,0,4,0,26,3,4,46,13,0,58,0,16,0,8,15,0,113,3,0,31,0,4,0,8,0,5,61,15,5,13,0,3,88,9,26,0,152,12,0,18,25,7,3,0,28,0,92,9,5,5,0,23,6,43,5,0,91,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,8,7,0,19,0,14,11,3,8,0,62,3,10,12,4,0,0,13,0,0,49,8,7,14,3,3,0,23,41,0,100,13,11,6,35,30,3,0,7,3,109,14,78,5,32,12,0,0,9,0,158,16,44,3,60,27,0,0,3,6,154,0,0,0,3,0,0,0,0,0,12,6,6,46,15,6,0,6,8,0,87,3,4,16,4,4,3,6,4,18,62
UCL515029,0,0,0,0,0,0,0,0,0,0,15,10,115,6,14,0,227,14,9,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,0,5,0,28,0,0,0,0,0,0,3,0,0,6,0,5,0,0,0,14,5,0,0,19,0,0,4,0,0,5,0,11,0,18,0,0,0,3,3,3,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,14,7,0,29,6,3,3,3,5,0,0,7,0,20,4,13,0,10,4,0,0,3,4,39,4,3,0,12,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,5,0,5,14
UCL515030,8,0,0,0,0,0,3,24,0,37,7,13,54,0,5,0,76,12,0,163,15,8,64,3,13,7,58,13,3,181,0,0,4,0,0,0,3,5,0,23,9,0,58,0,15,0,22,32,5,140,0,0,6,0,0,5,4,0,0,19,9,0,12,0,3,86,8,18,0,144,9,0,9,28,0,16,3,28,0,100,0,0,3,0,14,0,18,0,0,37,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,10,0,0,0,0,5,10,0,0,0,17,7,19,10,0,5,0,0,5,0,43,0,3,3,0,0,0,4,28,0,45,5,13,10,22,19,0,5,5,0,73,3,47,3,39,10,0,0,8,0,110,10,37,8,80,24,0,0,6,0,168,0,3,15,6,7,0,0,5,0,36,0,8,29,5,4,0,0,5,0,58,6,9,10,4,4,0,7,3,4,47
UCL515031,37,8,3,0,13,0,0,26,3,94,7,5,35,3,6,0,54,7,9,122,3,0,28,0,0,0,4,5,0,44,4,0,9,0,0,0,0,4,0,15,13,4,44,0,12,0,15,15,0,100,8,0,3,0,0,0,5,0,0,17,17,3,9,5,5,61,4,20,0,117,13,0,14,30,0,4,0,37,0,101,3,7,9,0,0,5,20,9,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,5,0,3,0,0,0,6,0,4,0,18,4,14,5,0,10,0,0,0,0,39,0,5,0,0,3,0,3,13,0,27,0,4,5,11,13,0,5,7,0,52,8,35,3,24,3,0,0,10,0,85,3,33,6,38,18,3,0,0,0,100,0,0,0,0,0,0,0,0,0,4,5,0,8,5,0,0,0,0,0,28,4,0,15,0,3,0,4,6,19,63
UCL515032,5,0,8,0,0,0,0,9,0,18,9,5,31,0,5,0,25,4,6,88,3,3,17,0,11,3,17,6,0,62,0,4,0,0,0,0,0,0,0,10,11,4,51,0,9,0,12,9,3,102,0,0,4,0,0,0,3,0,0,14,6,0,9,0,4,39,5,9,0,70,6,0,0,3,0,5,4,10,0,28,8,0,6,0,8,3,25,0,0,46,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,10,4,9,12,0,11,0,0,0,0,40,0,6,4,0,0,0,5,5,0,22,7,7,6,18,7,0,0,0,5,42,4,21,0,21,4,0,0,0,5,63,3,20,3,18,13,0,0,0,3,62,0,0,0,4,0,0,0,0,0,4,0,0,24,5,7,0,0,0,0,38,6,0,8,4,11,0,3,6,13,47
UCL515033,3,0,0,0,0,0,0,0,0,5,34,31,265,4,29,0,300,16,23,697,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,5,4,0,13,9,0,21,0,7,0,5,5,0,49,9,0,10,0,6,8,0,0,0,31,6,0,0,0,0,38,0,18,0,72,11,0,12,20,4,6,0,12,0,65,3,0,3,0,10,0,20,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,5,3,0,0,0,0,0,0,6,0,4,0,0,10,0,16,20,0,51,16,15,5,18,24,0,3,11,0,80,10,75,4,44,9,0,0,12,0,153,8,29,0,27,21,0,0,0,0,87,0,0,0,0,0,0,0,4,0,4,4,5,18,4,0,0,0,6,0,36,0,8,9,4,10,5,5,8,10,43
UCL515034,10,3,0,0,0,0,6,25,0,50,9,3,66,4,10,0,61,11,4,168,0,3,11,3,0,5,5,6,0,38,5,0,3,0,0,0,4,0,0,14,10,4,70,0,9,0,22,37,0,152,3,0,3,0,6,5,4,8,0,22,18,0,12,0,6,54,8,12,0,108,4,4,12,26,0,3,4,7,0,59,0,0,0,4,4,3,18,0,0,39,0,0,4,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,14,0,0,0,0,5,10,0,0,0,13,8,15,8,0,16,0,0,4,0,47,6,0,5,3,8,0,4,22,0,43,3,5,0,10,20,0,0,7,0,44,11,41,3,24,0,0,0,7,0,86,8,36,11,64,9,0,0,6,0,145,5,0,6,4,0,0,0,0,0,19,6,4,19,13,0,0,0,3,0,43,0,5,8,0,4,0,7,3,4,40
UCL515035,23,0,17,0,0,0,3,22,0,67,0,0,5,0,0,0,6,3,0,20,4,0,9,0,0,0,0,14,0,30,0,0,0,0,0,0,0,3,0,5,0,0,10,0,0,0,9,4,0,33,4,5,0,0,0,4,5,9,0,26,3,0,4,0,6,29,0,8,0,45,0,0,6,4,0,0,0,8,0,17,0,0,0,0,0,3,25,0,0,36,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,3,0,5,6,4,3,8,8,0,5,3,0,43,3,15,0,7,0,0,0,6,0,35,0,18,0,34,10,0,0,7,3,65,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,30,0,0,3,4,0,0,0,8,10,30
UCL515036,10,0,5,0,0,0,4,20,0,32,4,6,49,0,4,0,52,11,5,131,0,4,50,3,5,3,46,16,0,142,0,0,5,0,0,0,5,5,0,12,6,0,49,0,12,0,43,5,0,115,0,0,0,0,0,0,5,3,0,13,8,3,5,0,0,40,0,12,0,61,0,0,3,5,0,4,0,12,0,26,0,0,3,0,4,0,16,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,8,0,0,0,0,14,0,0,5,0,0,0,3,17,0,25,8,5,10,11,17,0,0,10,0,48,0,24,5,13,4,0,0,9,0,59,3,18,0,50,10,0,3,6,0,94,4,0,0,0,0,0,0,0,0,9,0,0,17,0,3,0,0,4,0,26,0,0,8,0,4,4,0,10,9,40
UCL515037,0,0,0,0,0,0,0,0,0,0,34,14,252,3,44,0,151,28,12,549,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,26,0,0,3,0,0,0,4,0,0,12,0,0,0,0,0,32,0,10,0,47,0,0,6,7,0,3,0,10,0,31,0,0,4,0,7,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,13,0,7,0,10,12,0,48,0,4,0,9,11,0,0,4,0,29,8,19,0,31,5,0,0,3,0,69,10,31,7,25,17,0,0,0,3,85,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,0,18,0,3,16,0,0,0,0,3,6,30
UCL515038,23,0,18,0,5,0,8,8,0,61,3,0,12,0,0,0,21,6,0,52,5,0,10,0,0,0,5,3,0,25,0,0,4,0,7,0,10,0,0,26,8,0,25,0,3,0,3,33,0,71,3,0,8,0,4,12,9,5,0,41,10,0,8,0,3,32,3,12,3,71,14,0,5,21,0,0,0,21,3,59,5,0,3,0,9,0,22,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,5,0,0,0,11,4,16,4,0,9,0,0,0,0,33,0,0,8,0,0,0,0,4,0,21,5,0,8,23,18,0,6,10,0,66,10,37,5,22,8,0,0,0,0,80,7,33,10,52,12,0,0,12,0,125,0,3,0,0,0,0,0,0,0,5,0,6,18,0,9,0,0,7,0,30,4,0,10,0,4,0,5,4,9,37
UCL521001,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,26,0,3,49,0,0,3,0,0,0,0,0,0,14,0,0,15,0,0,0,3,0,0,23,0,0,9,0,0,0,8,3,0,26,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,8,0,0,0,19,3,0,0,0,0,6,0,11,0,20,0,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,5,4,5,3,0,0,0,7,0,16,0,13,0,8,0,0,0,5,0,27,0,3,3,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,18,0,0,0,0,4,0,0,6,0,8
UCL521002,0,0,0,0,0,0,0,0,0,0,0,4,17,0,3,0,12,0,0,46,5,0,10,0,3,0,0,0,0,18,0,0,0,0,0,0,4,0,0,3,3,0,8,0,0,0,4,4,0,23,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,12,0,3,0,26,5,0,0,3,0,4,0,0,0,13,4,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,5,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,7,0,8,0,6,0,10,3,0,6,4,0,30,0,15,0,8,0,0,0,0,0,25,0,10,0,13,0,0,0,0,0,32,0,0,0,0,0,0,0,4,0,3,0,7,13,0,3,0,0,0,0,29,0,0,7,0,0,0,0,3,4,20
UCL521003,8,0,5,0,0,0,5,8,0,31,0,0,0,0,0,0,11,0,0,9,4,0,9,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,5,0,20,0,0,0,0,0,10,3,0,0,8,0,0,0,0,0,11,5,0,0,17,0,0,0,3,0,0,0,10,0,11,6,0,0,0,0,0,9,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,6,4,0,8,3,8,0,3,0,0,24,0,8,0,5,0,0,0,0,0,22,0,11,0,20,4,0,0,3,0,39,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,10
UCL521004,0,6,0,0,0,0,0,0,0,9,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,5,23,0,8,0,0,0,0,0,37,0,4,0,4,5,0,0,3,0,20,0,12,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
UCL521005,10,0,0,0,0,0,0,8,0,23,9,12,41,3,8,0,74,6,0,153,3,10,22,0,0,0,30,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,12,0,6,0,8,9,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,8,0,24,4,0,0,5,5,0,0,11,0,23,0,0,0,0,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,0,14,7,0,3,9,6,0,8,0,0,27,7,13,0,6,4,0,0,3,0,38,0,10,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,16,4,0,3,0,0,0,0,4,5,14
UCL521006,6,0,0,0,0,0,0,4,0,18,6,0,14,0,0,0,14,0,0,31,6,5,17,5,3,0,0,5,5,36,0,0,4,0,0,0,5,0,0,9,6,3,17,0,0,0,9,10,0,38,0,0,5,0,3,3,0,0,0,12,3,4,3,0,4,19,0,9,0,39,5,0,3,11,0,3,0,0,0,19,0,0,0,0,3,0,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,10,4,0,0,7,0,24,5,24,6,8,3,0,0,3,0,50,0,11,6,20,5,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,14,0,0,0,4,4,0,7,7,6,24
UCL521007,6,0,14,0,3,4,0,9,0,40,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,9,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,8,0,3,0,15,4,0,0,4,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,7,5,3,0,0,5,0,6,0,0,17,0,7,0,5,0,0,0,0,0,20,0,6,0,12,0,0,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,6
UCL521008,8,0,4,0,0,5,0,12,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,3,0,4,0,0,7,0,0,5,0,0,12,0,6,0,16,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,5,0,0,7,5,0,0,4,0,19,0,4,3,11,0,0,0,7,0,27,0,0,0,12,6,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8
UCL521009,12,0,0,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,10,3,0,32,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,0,3,6,0,0,0,3,0,10,0,0,0,0,0,0,7,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,0,22,6,8,0,11,0,0,0,0,0,19,0,7,0,11,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,10,0,0,0,0,0,0,0,5,0,6
UCL521010,0,0,0,0,0,0,0,4,0,7,0,0,4,0,0,0,13,0,0,21,0,0,12,0,0,0,9,10,0,34,0,0,3,0,0,0,6,0,0,12,0,0,19,0,6,0,6,10,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,0,0,0,20,5,0,0,0,0,6,0,5,0,18,0,0,0,0,3,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,4,0,3,3,0,0,6,0,15,0,10,0,10,0,0,0,4,0,24,7,7,7,23,3,0,0,4,0,42,0,0,0,5,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,13,0,0,4,0,0,0,4,0,5,16
UCL521011,0,0,0,0,0,0,0,0,0,6,5,3,8,0,0,0,11,0,0,31,3,5,19,0,0,0,9,6,0,44,0,0,3,0,0,0,7,0,0,6,4,0,18,0,10,0,6,6,0,39,3,0,0,0,0,0,0,0,0,12,3,0,0,0,0,13,0,6,0,23,0,0,0,0,0,0,0,5,0,12,0,0,0,0,9,0,7,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,9,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,11,0,4,0,3,7,0,0,0,0,15,0,12,0,6,0,0,0,0,0,24,3,3,0,14,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3
