UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL521042,..,0,0,0,0,0,0,0,0,4,..,4,8,0,0,4,0,0,0,15,..,0,0,4,6,10,7,7,7,47,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,41,22,32,31,42,31,33,17,11,264,..,0,16,27,46,25,40,13,4,171,..,8,10,10,8,7,6,3,0,49,..,0,0,5,10,5,5,0,0,29,78,..,..,..,..,..,..,..,..,78,..,19,..,..,..,..,..,..,..,19,..,22,4,0,4,0,0,0,0,33,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,4,12,0,3,6,3,0,0,25,..,0,6,14,10,15,15,14,15,88,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,79,54,54,51,82,68,62,36,24,513
UCL521043,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,7,0,0,22,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,52,16,17,20,41,45,31,9,0,233,..,0,20,30,44,56,35,12,4,196,..,8,10,11,15,9,9,0,0,57,..,0,0,0,11,6,0,0,0,17,91,..,..,..,..,..,..,..,..,91,..,17,..,..,..,..,..,..,..,17,..,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,11,..,0,0,3,3,13,10,10,0,41,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,91,33,34,44,74,88,60,22,6,441
UCL521044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,12,17,17,6,65,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,47,18,28,28,26,62,55,38,12,312,..,0,9,27,23,52,66,31,12,224,..,8,21,4,8,13,5,0,0,54,..,0,5,10,7,8,6,3,0,36,106,..,..,..,..,..,..,..,..,106,..,6,..,..,..,..,..,..,..,6,..,17,8,6,4,4,0,0,0,42,..,6,0,0,3,0,3,3,5,20,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,0,0,0,4,..,8,0,3,10,36,30,28,12,130,3,3,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,109,53,57,60,56,116,107,74,24,643
UCL521045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,5,0,6,10,5,13,3,43,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,32,11,23,18,15,42,41,26,11,218,..,0,11,11,17,35,50,25,8,151,..,3,16,6,3,12,9,0,0,48,..,0,0,9,3,0,5,0,0,16,56,..,..,..,..,..,..,..,..,56,..,4,..,..,..,..,..,..,..,4,..,4,0,3,0,0,0,0,0,16,..,6,0,0,0,3,5,0,0,17,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,3,5,3,4,14,20,15,9,79,0,0,4,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,62,25,32,28,34,71,90,52,18,407
UCL521046,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,4,3,0,5,3,0,22,4,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,67,52,52,46,52,30,27,10,0,322,..,0,11,17,12,8,9,6,0,70,..,25,26,24,36,17,6,0,0,133,..,0,12,15,16,12,4,6,0,58,125,..,..,..,..,..,..,..,..,125,..,19,..,..,..,..,..,..,..,19,..,33,21,3,0,0,0,0,0,64,..,22,14,6,9,8,6,0,0,77,..,0,0,3,0,0,0,0,0,4,..,0,0,0,3,5,0,0,0,14,..,0,3,4,8,12,6,6,0,41,8,8,6,7,4,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,136,109,91,76,91,68,35,18,0,634
UCL521047,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,6,3,4,6,4,6,5,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,11,25,28,42,24,29,13,3,208,..,0,15,19,31,23,42,10,4,146,..,7,18,11,10,12,5,0,0,48,..,0,0,0,8,6,0,0,0,21,68,..,..,..,..,..,..,..,..,68,..,3,..,..,..,..,..,..,..,3,..,11,3,3,0,0,0,0,0,20,..,0,0,0,4,0,0,0,0,0,..,0,3,0,0,0,0,0,0,11,..,0,3,0,3,3,0,0,0,17,..,9,11,6,15,22,19,11,5,108,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,68,30,51,47,77,69,69,30,10,444
UCL521048,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,5,0,0,0,10,..,0,0,5,5,21,26,15,11,92,0,4,3,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,66,25,39,44,48,72,84,35,20,430,..,0,6,22,37,73,97,52,9,299,..,6,17,15,5,6,0,0,0,51,..,3,11,18,13,5,8,0,0,57,125,..,..,..,..,..,..,..,..,125,..,19,..,..,..,..,..,..,..,19,..,19,7,3,3,3,4,0,0,37,..,9,4,3,4,5,0,0,0,26,..,0,9,0,0,0,0,0,0,16,..,0,0,4,0,9,4,0,0,22,..,3,5,3,15,35,56,29,19,169,3,4,4,8,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,133,66,67,76,77,133,162,82,38,835
UCL521049,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,8,5,7,4,0,0,15,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,44,52,40,39,35,29,3,6,0,245,..,30,34,36,31,14,5,0,0,146,..,12,0,0,0,0,0,0,0,14,..,10,11,8,9,6,0,0,0,40,105,..,..,..,..,..,..,..,..,105,..,7,..,..,..,..,..,..,..,7,..,23,11,4,0,0,0,0,0,38,..,10,15,15,12,14,4,0,0,70,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,4,14,4,10,7,0,0,33,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,106,92,80,72,60,40,12,3,0,468
UCL521050,..,0,0,0,0,4,0,0,0,9,..,0,0,0,0,6,0,0,0,3,..,9,4,5,0,9,14,5,4,52,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,56,29,38,44,30,41,37,16,0,301,..,3,19,41,28,44,40,16,0,193,..,18,22,9,9,5,4,0,0,64,..,0,11,14,3,4,5,7,0,39,126,..,..,..,..,..,..,..,..,126,..,4,..,..,..,..,..,..,..,4,..,11,5,0,3,0,0,0,0,23,..,0,0,3,0,3,3,0,0,13,..,0,4,0,0,4,0,0,0,5,..,5,0,0,0,6,5,5,0,17,..,17,12,15,17,30,29,13,3,126,0,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,120,65,73,81,69,89,90,36,10,633
UCL521051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,3,11,13,16,7,7,54,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,71,54,35,45,69,75,36,21,9,416,..,0,23,36,51,61,39,17,0,230,..,23,16,11,17,30,5,0,0,106,..,4,5,11,19,10,5,5,0,55,155,..,..,..,..,..,..,..,..,155,..,31,..,..,..,..,..,..,..,31,..,40,20,10,8,4,0,0,0,71,..,3,3,7,0,0,0,0,5,22,..,0,0,0,0,0,0,0,0,0,..,3,0,0,9,0,0,0,0,12,..,0,5,9,15,29,24,17,3,96,0,3,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,155,106,76,77,112,141,70,44,13,794
UCL521052,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,5,4,6,10,3,4,0,27,0,0,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,78,36,48,49,39,35,13,10,0,309,..,0,12,16,16,16,12,7,0,71,..,10,33,25,29,12,0,0,0,107,..,3,15,15,4,8,3,3,0,53,163,..,..,..,..,..,..,..,..,163,..,10,..,..,..,..,..,..,..,10,..,27,5,10,7,0,0,0,0,51,..,14,3,4,7,5,0,0,0,42,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,5,0,0,7,..,0,10,13,19,21,4,12,0,71,6,0,6,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,166,65,83,87,84,65,30,19,0,604
UCL522001,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,46,43,46,30,24,12,13,4,0,222,..,4,6,24,11,0,4,0,0,53,..,13,27,24,15,7,5,0,0,89,..,0,4,4,7,0,3,3,0,36,111,..,..,..,..,..,..,..,..,111,..,10,..,..,..,..,..,..,..,10,..,28,8,4,3,0,0,0,0,47,..,22,11,14,15,6,3,0,0,70,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,10,0,0,0,0,0,0,15,3,4,10,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,111,95,86,69,53,21,17,4,3,463
UCL522002,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,..,0,0,0,3,10,12,14,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,13,9,21,23,29,20,3,139,..,0,5,12,17,17,15,9,3,82,..,5,11,7,6,7,10,4,0,41,..,0,0,3,3,0,0,0,0,10,31,..,..,..,..,..,..,..,..,31,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,..,0,0,0,3,15,25,14,3,57,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,18,21,29,39,60,31,9,251
UCL522003,..,3,0,0,0,0,0,0,0,3,..,0,5,0,0,0,0,0,0,3,..,3,0,6,3,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,23,20,26,17,4,3,3,3,166,..,0,3,5,4,3,0,0,0,24,..,5,22,18,15,0,0,0,0,68,..,0,3,4,9,4,0,0,0,32,111,..,..,..,..,..,..,..,..,111,..,7,..,..,..,..,..,..,..,7,..,13,6,3,0,0,0,0,0,25,..,7,3,0,0,0,0,4,0,23,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,9,..,3,7,4,6,4,4,0,0,24,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,111,51,51,38,37,14,14,6,0,329
UCL522004,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,35,28,17,16,13,7,3,0,154,..,15,15,16,10,7,0,0,0,53,..,5,5,9,3,3,0,0,0,26,..,0,13,5,5,7,0,0,0,28,80,..,..,..,..,..,..,..,..,80,..,7,..,..,..,..,..,..,..,7,..,35,7,3,0,0,0,0,0,45,..,25,4,3,0,6,5,0,0,36,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,6,0,3,4,0,0,13,3,3,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,79,85,41,40,30,21,9,3,0,302
UCL522005,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,6,4,0,4,4,3,0,17,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,38,27,24,32,16,16,4,5,0,156,..,0,14,17,8,6,6,0,0,47,..,0,14,8,3,0,0,0,0,36,..,0,0,6,4,9,0,0,0,27,95,..,..,..,..,..,..,..,..,95,..,7,..,..,..,..,..,..,..,7,..,27,5,0,0,0,0,0,0,37,..,8,3,9,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,9,..,0,7,6,4,11,4,0,0,27,4,4,0,0,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,93,44,48,54,25,29,9,8,0,304
UCL522006,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,15,26,28,39,24,13,3,204,..,0,12,32,56,53,40,15,6,212,..,0,7,8,6,0,4,0,0,25,..,0,0,3,0,3,0,0,0,4,83,..,..,..,..,..,..,..,..,83,..,22,..,..,..,..,..,..,..,22,..,31,3,0,0,0,0,0,0,35,..,0,5,3,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,6,0,4,3,19,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,83,64,30,46,64,67,48,21,11,422
UCL522007,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,13,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,11,9,3,19,22,3,0,82,..,0,7,6,0,16,18,5,0,52,..,7,7,3,0,3,6,0,0,24,..,0,0,0,0,0,0,0,0,5,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,3,0,0,4,8,19,9,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,18,16,14,13,28,44,15,9,170
UCL522008,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,7,14,11,12,17,14,3,0,96,..,0,0,10,5,16,17,12,0,63,..,0,4,0,6,5,5,0,0,24,..,0,3,0,0,0,0,3,0,14,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,0,5,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,5,3,7,0,0,25,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,15,20,18,21,36,32,11,0,183
UCL522009,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,29,17,27,28,21,11,6,0,159,..,0,7,19,36,20,14,5,0,105,..,3,10,15,8,0,0,0,0,39,..,0,0,4,12,7,0,0,0,24,46,..,..,..,..,..,..,..,..,46,..,20,..,..,..,..,..,..,..,20,..,22,7,4,0,0,0,0,0,34,..,0,0,0,0,3,0,0,0,9,..,4,0,0,0,0,0,0,0,3,..,0,3,0,6,3,0,0,0,7,..,0,0,3,9,3,3,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,46,54,30,44,70,40,23,10,0,322
UCL522010,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,20,14,27,22,23,14,3,0,158,..,0,15,30,31,34,22,5,0,133,..,0,0,3,3,0,4,0,0,10,..,0,0,4,4,8,0,0,0,15,77,..,..,..,..,..,..,..,..,77,..,23,..,..,..,..,..,..,..,23,..,22,12,0,0,0,0,0,0,32,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,4,..,0,0,0,4,0,7,3,5,18,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,76,48,30,42,38,45,33,9,7,326
UCL522011,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,9,0,3,0,14,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,25,16,16,9,13,22,19,7,0,115,..,0,12,20,10,26,25,6,3,94,..,9,16,5,3,0,3,0,0,37,..,0,0,0,0,0,0,0,0,7,38,..,..,..,..,..,..,..,..,38,..,5,..,..,..,..,..,..,..,5,..,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,3,3,4,4,11,16,8,0,59,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,40,22,35,30,22,40,45,18,9,254
UCL522012,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,3,8,7,34,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,7,21,14,16,35,33,26,8,182,..,0,16,21,19,33,41,25,10,160,..,0,22,7,3,5,8,0,0,42,..,0,3,0,0,0,0,0,0,14,54,..,..,..,..,..,..,..,..,54,..,3,..,..,..,..,..,..,..,3,..,4,0,8,0,0,0,0,0,10,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,4,0,0,9,..,0,5,3,4,19,11,20,8,66,4,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,59,9,40,35,37,68,68,44,17,386
UCL522013,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,3,..,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,20,23,41,41,17,10,5,205,..,0,10,25,33,43,28,5,3,149,..,0,10,12,11,9,0,0,0,49,..,0,3,4,8,3,0,4,6,24,67,..,..,..,..,..,..,..,..,67,..,19,..,..,..,..,..,..,..,19,..,26,10,3,5,3,0,0,0,42,..,0,0,0,0,3,0,5,0,17,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,5,0,0,0,8,..,0,0,5,3,5,7,5,3,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,67,50,34,51,72,74,43,16,8,410
UCL522014,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,15,9,10,15,15,9,5,0,103,..,0,6,9,19,18,17,3,0,80,..,4,9,4,0,3,0,0,0,29,..,0,3,0,0,5,0,3,0,10,51,..,..,..,..,..,..,..,..,51,..,7,..,..,..,..,..,..,..,7,..,3,4,3,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,4,0,0,0,15,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,51,22,24,25,26,33,15,9,0,201
UCL522015,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,5,..,5,3,6,0,0,6,0,0,11,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,6,14,10,3,18,8,0,0,72,..,0,5,10,4,11,3,0,0,30,..,4,11,0,0,3,3,0,0,27,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,3,0,0,0,11,..,5,4,8,8,0,9,0,0,30,0,3,0,0,0,11,6,0,0,18,0,0,0,0,0,0,0,0,0,0,13,17,33,20,12,31,17,3,0,141
UCL522016,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,6,0,3,4,4,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,6,8,19,12,19,15,13,4,118,..,0,4,17,6,22,22,17,0,84,..,0,3,0,3,6,0,0,0,24,..,0,3,3,0,3,0,0,0,11,50,..,..,..,..,..,..,..,..,50,..,8,..,..,..,..,..,..,..,8,..,4,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,8,0,6,10,4,7,4,39,0,5,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,50,18,23,25,27,42,28,24,4,243
UCL522017,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,4,3,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,15,22,12,24,40,26,6,0,175,..,0,17,13,22,46,44,8,3,156,..,9,3,4,12,3,0,3,0,39,..,0,0,5,3,0,5,3,0,12,54,..,..,..,..,..,..,..,..,54,..,3,..,..,..,..,..,..,..,3,..,5,4,3,6,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,7,..,0,5,0,8,9,12,3,0,36,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,54,21,36,29,45,71,63,16,5,340
