UCL_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
UCL515035,0,0,0,3,0,0,9,0,6,0,0,0,0,6,0,5,3,3,0,0,16,6,10,15,8,4,0,43,3,0,0,13,0,0,18,13,0,0,10,3,0,27,10,5,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,35,24,23,43,10,0,140
UCL515036,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,3,6,0,14,0,3,0,5,0,0,9,0,0,0,10,5,0,18,15,3,4,15,4,0,45,26,3,3,25,3,0,59,10,0,0,5,0,0,18,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,58,24,10,77,16,0,187
UCL515037,3,0,0,0,104,0,114,0,0,0,0,76,0,75,0,4,0,0,85,0,91,0,6,0,3,100,0,108,0,3,0,0,6,0,15,4,5,0,0,11,0,15,6,4,0,0,5,0,21,3,4,0,0,4,0,8,0,0,0,0,0,0,9,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,22,28,30,6,10,410,5,488
UCL515038,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,15,0,3,4,0,26,3,9,3,9,0,0,22,8,6,0,10,0,0,21,15,11,0,11,3,0,39,32,3,0,23,0,0,56,21,0,0,16,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,79,45,6,65,7,4,205
UCL521001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,14,0,0,20
UCL521002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,6,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,4,0,18
UCL521003,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,7,0,0,12,0,4,0,0,0,0,8,0,0,0,11,0,0,8,7,0,0,8,0,0,12,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,23,0,0,56
UCL521004,0,10,6,0,0,0,24,0,29,18,0,0,0,45,0,12,24,0,0,0,37,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,0,60,62,0,4,0,128
UCL521005,0,3,0,0,3,0,3,0,0,0,0,7,0,7,0,3,0,0,0,0,9,0,0,0,0,3,0,3,7,0,0,7,0,0,12,7,0,3,7,0,0,20,26,4,0,12,3,0,48,22,0,0,13,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,63,17,9,36,33,0,153
UCL521006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,0,3,7,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,5,18,3,0,45
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,6,0,4,0,0,12,4,4,0,11,0,0,21,7,4,0,10,4,0,19,9,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,12,0,32,4,0,74
UCL521008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,3,0,0,15,0,0,0,3,0,0,7,0,5,0,9,0,0,16,0,3,0,4,0,0,12,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,17,5,21,4,0,56
UCL521009,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,12,3,5,0,17,6,0,0,0,0,0,13,0,0,0,5,0,0,11,0,0,0,3,0,0,3,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,6,11,13,15,0,53
UCL521010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,4,5,0,0,14,0,0,3,3,0,0,10,0,0,5,12,0,0,19,0,0,0,8,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,14,10,37,4,0,73
UCL521011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,0,0,0,0,12,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,25
UCL521012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,5,0,0,3,0,0,8,6,0,0,3,5,0,13,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,17,0,0,12,15,0,48
UCL521013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,15,0,0,9,0,0,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,22,4,0,13,0,0,36
UCL521014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,17,0,0,0,5,3,0,8,0,6,3,3,0,0,5,10,0,0,5,0,0,20,16,0,0,0,0,0,18,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,33,8,11,18,10,0,72
UCL521015,0,0,0,0,0,0,4,0,5,0,0,0,0,5,0,5,7,0,4,0,18,0,0,0,7,6,0,14,0,0,0,14,0,0,18,0,0,0,8,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,9,32,17,0,76
UCL521016,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10,8,3,3,0,18,0,8,4,4,0,0,12,0,7,0,3,0,0,7,6,0,0,18,0,0,27,4,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,15,21,10,28,13,0,90
UCL521017,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,5,0,12,0,0,0,0,0,0,9,0,0,0,6,0,0,8,0,3,0,14,3,0,19,0,3,3,3,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,0,17,10,28,22,0,81
UCL521018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,5,0,0,6,8,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,13,3,12,13,0,0,39
UCL521019,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,3,0,22,8,0,0,3,3,0,17,5,5,0,6,7,0,19,3,7,6,5,9,0,24,10,3,0,6,24,0,40,0,0,0,4,11,0,16,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,6,8,0,0,6,0,0,17,6,0,0,4,11,0,23,44,25,10,38,82,3,197
UCL521020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,14
UCL521021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,9,3,0,0,4,0,0,14,5,0,0,5,0,0,18,14,0,0,6,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,3,30,13,0,78
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,3,0,0,0,3,0,0,6,0,0,6,6,0,0,6,0,0,11,10,0,0,6,0,0,18,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,4,19,0,0,42,7,0,64
UCL521023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,7,6,0,0,5,0,0,19,4,0,0,4,0,0,7,0,0,0,10,0,0,18,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,25,6,0,53
UCL521024,0,30,11,0,0,0,42,0,38,10,0,9,0,52,0,55,17,0,19,0,93,0,28,6,0,13,3,46,0,5,0,0,4,0,11,0,19,3,0,3,0,23,0,21,5,0,0,0,24,0,5,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,9,0,35,0,211,49,13,69,5,351
UCL521025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,17,3,0,0,0,7,0,10,0,0,0,0,0,0,7,14,0,0,7,3,0,23,9,0,0,4,5,0,20,13,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,16,0,23,45,11,3,24,36,0,123
UCL521026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,5,0,23
UCL521027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,16,22,0,0,7,0,0,32,4,0,0,4,0,0,9,6,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,16,0,0,67
UCL521028,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,9,7,3,0,0,16,9,5,6,6,4,0,33,4,0,3,4,0,0,12,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,8,10,22,16,24,15,0,96
UCL521029,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,6,5,8,0,23,9,4,3,13,4,0,33,3,3,0,10,10,0,21,4,0,3,13,4,0,23,4,4,0,12,0,0,20,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,12,30,16,54,31,4,145
UCL521030,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,15,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,13,7,0,22,7,3,0,9,3,0,20,6,0,0,6,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,23,7,3,44,17,3,110
UCL521031,0,3,0,0,9,0,11,0,8,0,0,0,0,3,0,4,0,0,4,0,7,0,0,0,4,20,0,20,0,0,0,5,0,0,5,0,0,0,3,3,0,8,0,0,0,4,5,0,4,0,0,0,6,0,0,11,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,13,0,23,3,24,50,0,100
UCL521032,0,15,0,0,4,0,21,0,11,0,0,4,0,13,0,18,0,4,9,0,32,0,10,0,0,0,0,12,0,0,0,5,0,0,6,0,3,0,0,6,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,8,0,21,0,65,4,18,25,0,117
UCL521033,0,3,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,7,0,0,15,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,16,7,11,21,0,55
UCL521034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,20
UCL521035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,6,3,0,8,6,4,0,4,3,0,13,15,0,0,4,0,0,26,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,34,9,5,14,13,0,69
UCL521036,0,0,0,5,8,0,9,0,0,0,4,6,0,7,0,4,0,8,0,0,16,0,5,0,20,0,0,28,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,10,0,38,15,0,73
UCL521037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,5,0,0,9,16,0,0,16,0,0,34,13,0,0,15,0,0,31,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,42,0,3,47,0,0,93
UCL521038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,6,0,0,12,0,3,0,0,0,0,6,5,6,0,3,0,0,10,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,14,0,26,7,0,47
UCL521039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,6,6,0,0,3,0,0,10,9,0,0,9,0,0,22,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,23,0,0,30,5,0,51
UCL521040,0,0,13,0,0,0,20,0,0,0,0,3,0,4,0,0,0,0,19,0,20,0,0,0,0,9,0,10,0,0,0,0,0,0,6,0,0,0,0,6,0,8,0,0,0,0,5,0,8,7,0,0,5,3,0,23,12,0,0,4,0,0,19,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,4,31,0,42,30,12,21,20,79,0,167
UCL521041,6,0,3,0,27,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,6,0,3,5,33,0,46
UCL521042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,8,4,0,0,0,0,0,0,7,0,0,5,0,0,7,5,4,0,13,0,0,19,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,7,23,9,0,28,3,0,60
UCL521043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,7,10,0,0,9,0,0,17,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,33
UCL521044,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,9,11,0,0,0,21,3,3,0,3,0,0,11,0,0,0,5,0,0,5,8,6,0,7,3,0,20,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,12,19,18,23,8,0,89
UCL521045,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,3,8,0,15,0,0,0,9,0,0,10,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,15,15,0,41
UCL521046,0,5,0,0,0,0,3,0,4,0,0,0,0,4,0,25,3,4,0,0,31,0,21,0,3,0,0,23,0,8,0,3,3,0,13,0,5,0,3,0,0,13,0,6,0,3,0,0,16,6,0,0,3,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,12,81,8,23,12,0,134
UCL521047,0,0,0,0,5,0,10,0,0,0,0,0,0,4,0,5,0,4,13,0,24,6,0,4,11,7,0,25,3,4,0,9,0,0,16,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,3,0,16,8,22,9,36,28,0,102
UCL521048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,4,0,4,0,0,8,0,4,0,8,0,0,12,8,0,0,4,0,0,14,24,0,0,12,0,0,37,8,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,41,12,0,41,10,0,99
UCL521049,0,56,15,0,5,3,85,0,5,0,0,0,0,5,0,14,0,0,0,0,14,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,74,16,0,23,3,115
UCL521050,0,0,0,0,7,0,7,0,0,0,0,0,0,4,0,4,11,11,8,0,32,4,10,0,8,4,0,29,0,8,0,8,0,0,17,0,3,0,12,0,0,20,3,0,0,0,4,0,12,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,13,30,13,51,28,0,131
UCL521051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,11,0,0,0,3,0,0,5,0,0,0,4,0,0,10,9,0,0,7,0,0,15,9,0,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,3,20,3,0,67
