UCL_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
UCL515007,3,0,0,0,5,12,16,9,3,44,14,3,4,15,4,4,0,0,0,50,0,0,0,0,0,3,5,4,0,12,0,0,0,0,0,0,0,3,0,6,0,0,0,0,8,7,4,3,4,25,0,0,0,0,0,4,4,14,4,28,3,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,7,0,8,8,4,5,11,7,3,3,0,0,37,0,0,0,0,0,4,0,0,0,8,10,3,3,9,10,3,9,5,0,34,230,42,49,125,107,51,21,12,0,643,47,5,8,21,19,12,0,3,0,120,311,61,69,183,148,92,50,29,9,951,0,0,3,0,7,14,13,11,3,51,9,6,6,7,15,6,0,5,0,66,0,0,0,0,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,16,0,0,0,0,0,5,7,3,3,18
UCL515008,0,0,0,4,6,7,12,4,0,36,8,7,5,6,10,4,5,0,0,40,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,12,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,5,0,7,5,6,3,4,0,35,158,42,49,82,76,59,16,3,0,484,20,10,8,24,15,12,9,0,0,97,190,57,67,128,109,96,43,8,0,704,0,0,0,6,5,12,5,7,0,27,9,0,8,15,5,3,5,0,0,44,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,9,0,0,0,0,5,0,0,0,0,3
UCL515009,0,0,0,7,17,23,50,32,12,140,9,14,11,9,9,17,14,10,0,95,0,0,0,0,0,8,21,21,4,59,0,0,0,0,0,0,0,5,0,5,0,0,0,0,8,15,19,24,13,76,0,0,0,0,7,14,33,32,13,98,0,0,0,0,5,4,0,0,4,10,0,0,0,4,0,5,15,11,0,30,9,14,9,20,28,29,19,11,3,128,0,0,0,0,0,0,5,8,4,13,16,7,3,11,8,19,19,21,6,105,192,102,52,92,87,79,78,28,12,731,41,26,21,21,32,25,16,14,3,196,260,155,91,152,171,189,207,136,40,1399,0,0,4,3,27,42,69,56,27,234,11,13,13,22,24,17,23,9,4,138,0,0,0,0,6,18,16,16,0,58,0,0,0,0,0,0,0,4,11,15,0,0,0,0,8,14,28,15,8,67,0,0,0,3,0,9,15,16,6,45
UCL515010,0,0,0,4,6,24,60,8,0,108,12,9,7,8,4,11,13,0,0,64,0,0,0,0,0,11,32,7,0,56,0,0,0,0,0,0,0,7,3,19,0,0,4,5,12,29,36,8,0,102,3,0,4,4,8,16,22,5,0,63,0,0,5,0,10,5,9,0,3,28,0,0,0,4,4,5,10,4,0,29,4,0,6,10,9,17,14,4,0,56,0,0,0,0,5,3,0,0,0,10,12,3,6,16,13,12,25,5,3,103,211,104,154,106,114,108,90,23,0,906,112,48,69,54,57,69,47,10,0,465,348,175,244,198,220,277,261,63,7,1787,0,0,0,8,12,34,60,19,9,134,6,12,20,9,25,24,20,5,0,129,0,0,0,0,7,14,19,4,0,41,0,0,0,0,0,0,8,6,6,15,0,5,0,9,18,26,26,5,5,92,0,3,0,3,6,13,12,3,0,48
UCL515011,0,0,3,6,12,27,38,30,12,128,22,7,11,10,16,16,7,9,5,96,0,0,0,0,0,0,4,8,9,24,0,0,0,0,0,0,0,5,7,11,0,8,0,3,11,14,23,20,7,79,4,0,0,0,6,6,26,26,9,72,0,0,0,0,3,0,3,5,0,11,0,0,0,0,0,3,5,7,4,33,4,19,13,18,10,16,14,10,8,114,0,0,0,0,0,0,4,10,0,21,9,17,0,7,6,17,15,12,9,89,200,99,76,89,95,73,59,26,3,724,26,21,13,13,12,16,12,12,0,121,264,161,118,145,150,160,153,113,35,1293,0,5,0,8,25,52,49,48,29,213,8,11,4,19,19,20,19,16,8,127,0,0,0,0,6,8,21,14,3,58,0,0,0,0,0,0,5,5,5,21,0,4,0,0,11,13,22,19,12,79,0,0,0,3,3,9,13,17,20,68
UCL515012,0,0,0,4,9,12,8,4,0,39,24,12,14,8,7,3,0,0,0,70,0,0,0,0,0,11,11,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,15,17,8,0,45,0,0,3,0,6,9,13,7,0,35,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,3,0,5,3,16,13,12,9,10,3,0,0,67,0,0,0,0,0,0,0,0,0,4,12,8,9,3,6,10,6,3,0,62,231,80,101,86,89,29,30,9,0,661,20,10,10,14,6,8,7,0,0,80,297,121,151,126,136,89,72,26,4,1017,0,0,0,11,12,8,24,6,3,69,13,8,16,19,11,10,8,0,0,91,0,0,0,4,4,4,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,22,0,0,0,0,0,0,6,3,0,15
UCL515013,0,0,6,5,16,48,97,57,4,232,22,11,17,26,24,18,32,20,0,163,0,0,0,0,6,20,44,29,7,109,0,0,0,0,0,0,0,0,3,3,0,0,4,5,8,20,65,18,6,130,0,0,0,0,0,29,69,40,3,148,0,0,0,0,0,3,8,7,0,19,0,0,0,0,0,5,16,13,0,41,0,12,10,16,16,27,25,7,0,117,0,0,0,0,0,3,14,9,0,28,17,3,6,8,19,30,38,16,0,132,293,153,263,232,196,203,165,59,6,1563,39,10,39,18,27,34,27,23,4,223,363,190,339,316,296,361,444,201,20,2530,0,0,7,8,20,64,108,47,6,262,11,7,29,20,14,35,28,10,0,162,0,0,3,3,3,15,41,17,0,85,0,0,0,0,0,0,5,4,3,10,0,0,0,3,5,9,32,13,3,61,0,0,3,0,5,10,25,15,0,59
UCL515014,0,0,0,0,4,7,5,0,0,14,5,0,0,3,8,6,5,0,0,29,0,0,0,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,11,0,0,27,0,0,0,0,0,8,6,3,0,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,7,6,0,3,0,0,0,19,0,0,0,0,0,4,4,0,0,3,5,0,4,0,4,5,10,0,0,28,82,50,77,62,60,45,28,7,0,417,11,15,22,9,16,20,23,5,0,127,107,72,112,88,93,104,82,20,0,672,0,0,0,0,5,9,15,0,0,36,0,6,10,5,11,6,10,0,0,44,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,12,11,0,0,42,0,0,0,0,3,5,8,0,0,14
UCL515015,0,0,0,8,15,18,28,29,13,116,16,16,7,15,8,12,9,9,0,92,0,0,0,0,3,5,19,20,4,47,0,0,0,0,0,4,0,9,8,22,0,0,0,8,11,17,30,28,6,111,0,0,0,0,7,15,17,23,15,83,0,0,0,0,0,0,11,4,0,19,0,0,0,0,7,5,11,20,3,40,4,7,14,12,21,15,11,15,4,101,0,0,0,0,0,5,8,10,6,27,8,6,7,12,12,14,10,11,4,84,205,92,156,115,104,67,48,24,7,817,15,14,17,9,30,20,7,15,8,137,242,129,197,165,186,156,136,120,51,1387,0,0,0,9,28,34,66,46,33,213,18,13,16,22,25,24,24,13,9,149,0,0,0,0,5,8,11,23,3,51,0,0,0,0,0,0,0,3,10,20,0,0,0,3,8,13,32,24,13,101,0,0,0,0,8,4,21,22,20,67
UCL515016,0,0,0,0,6,17,40,17,4,86,8,3,7,3,6,8,10,3,5,53,0,0,0,0,0,10,12,11,4,35,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,11,24,7,0,57,0,0,0,0,0,15,20,17,0,54,0,0,0,0,0,3,4,5,0,7,0,0,0,0,0,6,4,6,0,21,4,3,7,11,5,3,8,6,0,57,0,0,0,0,0,4,0,4,0,5,10,0,7,5,3,10,18,6,0,62,105,30,61,52,56,59,61,17,0,440,21,0,0,11,18,8,20,6,4,97,143,49,81,80,100,124,164,70,15,816,0,0,0,6,11,25,41,18,10,116,4,3,9,8,6,8,13,4,4,58,0,0,0,0,0,10,11,7,4,31,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,5,19,6,0,35,0,0,0,0,4,3,9,9,0,26
UCL515017,0,0,0,7,5,13,43,27,8,107,8,5,4,5,5,8,9,3,0,60,0,0,0,0,5,4,29,14,3,58,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,25,27,23,5,86,0,0,0,0,0,9,47,19,5,90,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,7,8,3,0,21,5,3,10,9,14,16,14,0,0,72,0,0,0,0,0,6,5,3,0,16,4,4,0,3,6,13,13,12,4,47,80,41,47,56,73,99,97,23,4,522,14,9,13,14,27,37,42,16,3,177,109,65,72,94,127,210,271,113,20,1087,0,0,0,9,8,33,70,30,6,139,7,8,9,7,4,19,21,7,0,76,0,0,0,0,3,10,10,13,0,42,0,0,0,0,0,0,6,3,0,3,0,0,0,0,6,7,17,5,0,34,0,0,0,0,0,3,13,3,3,31
UCL515018,0,0,3,3,6,14,10,3,0,40,15,4,14,7,16,8,3,0,0,62,0,0,0,0,0,3,9,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,9,5,0,45,0,0,0,0,10,13,15,3,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,3,0,0,17,5,7,13,12,14,3,0,0,0,50,0,0,0,0,0,0,0,0,0,7,4,5,0,11,11,5,0,0,0,37,127,60,72,53,66,66,19,5,0,476,28,17,20,25,24,20,12,3,0,147,187,93,118,105,136,123,60,25,5,837,0,0,4,6,15,22,16,3,0,64,6,11,15,9,14,12,14,3,0,84,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,5,4,7,11,9,3,0,33,0,0,0,0,0,5,6,0,0,9
UCL515019,0,0,0,3,9,39,41,33,7,136,18,23,19,13,17,18,9,6,3,123,0,0,0,0,3,9,16,12,0,41,0,0,0,0,0,0,0,3,4,11,0,0,5,11,11,31,33,24,4,110,0,0,3,0,4,16,32,22,7,85,0,0,0,0,0,0,3,5,3,19,0,0,0,0,6,9,5,0,5,25,0,10,21,14,11,26,18,15,4,112,0,0,0,0,0,0,7,7,4,24,10,11,5,5,14,22,24,9,7,103,271,169,186,153,131,103,67,24,8,1124,68,36,36,39,33,17,17,11,6,256,374,241,261,225,220,237,188,101,30,1882,3,0,0,19,33,42,55,46,27,223,5,10,24,21,23,12,23,5,5,136,0,0,0,0,10,12,16,13,6,58,0,0,0,0,0,0,3,10,11,22,0,0,6,13,18,25,35,17,6,121,0,0,0,0,8,14,15,12,11,51
UCL515020,0,0,4,3,19,40,58,12,0,143,24,8,27,15,23,15,21,0,0,126,0,0,0,0,12,17,22,8,0,55,0,0,0,0,0,0,0,0,0,7,0,3,0,9,17,41,39,12,4,126,5,0,0,6,10,27,56,14,0,114,0,0,0,0,5,7,9,6,0,27,0,0,0,0,5,5,13,9,0,31,0,8,18,11,20,15,11,0,0,86,0,0,0,0,0,0,9,6,0,13,19,3,10,7,14,19,29,8,0,111,413,177,307,206,184,181,137,24,0,1627,115,51,84,53,63,44,38,15,3,475,575,257,446,307,340,353,368,74,12,2716,0,0,11,8,20,60,62,19,0,173,6,16,40,38,30,39,30,10,0,207,0,0,6,4,9,21,19,4,0,60,0,0,0,0,0,0,4,0,0,5,0,4,0,6,22,25,29,11,0,105,0,0,0,3,13,14,17,9,0,57
UCL515021,0,0,0,3,7,17,24,10,5,72,12,7,0,6,4,5,9,4,0,54,0,0,0,0,0,9,16,8,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,6,4,41,0,0,0,0,0,5,19,5,5,33,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,6,3,0,19,9,6,3,12,12,12,12,0,0,65,0,0,0,0,0,0,10,3,0,6,0,9,0,0,11,17,16,7,0,68,116,70,46,54,58,66,31,19,7,465,8,13,7,10,8,7,9,0,0,57,141,108,53,81,108,120,119,52,13,799,0,0,0,0,6,25,39,22,8,101,12,6,10,12,13,12,12,0,0,68,0,0,0,0,0,7,6,7,6,27,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,7,10,11,0,25,0,0,0,0,0,3,7,15,0,30
UCL515022,0,0,7,8,15,35,58,32,8,164,39,22,17,10,14,23,17,13,0,151,0,0,0,0,5,14,18,19,4,60,0,0,0,0,0,0,5,11,9,18,0,0,0,5,13,42,39,27,0,129,0,0,0,3,9,12,40,37,7,112,0,0,0,0,0,7,3,3,0,19,0,3,0,0,3,7,20,12,8,44,5,27,35,24,21,34,15,12,6,183,0,0,0,0,0,4,8,5,0,21,15,13,15,11,15,40,25,16,8,160,312,172,163,143,133,121,58,33,7,1146,41,23,17,17,32,20,8,16,6,176,409,255,240,209,231,262,216,147,41,2014,0,3,4,11,34,74,79,57,20,289,29,29,23,28,30,32,29,16,6,227,0,0,3,3,6,11,17,18,3,67,0,0,0,0,0,0,3,9,15,35,0,0,3,5,14,34,31,25,0,111,0,3,0,0,3,13,18,18,6,62
UCL515023,0,0,3,0,15,20,32,14,4,93,16,17,9,10,15,18,7,5,0,98,0,0,0,0,0,7,12,4,0,28,0,0,0,0,0,0,6,0,0,6,0,4,3,9,10,28,27,12,4,87,0,0,0,0,11,14,25,13,9,67,0,0,0,0,5,5,0,4,0,13,0,0,0,4,0,8,13,3,6,33,0,19,10,17,14,13,10,4,0,87,0,0,0,0,5,0,0,0,0,12,11,6,5,4,15,13,10,8,0,71,171,93,119,91,87,74,58,18,3,715,24,25,30,21,27,29,25,8,0,192,219,161,176,139,170,166,154,60,20,1266,0,0,6,5,23,33,36,22,20,144,7,16,18,20,23,14,11,4,6,126,0,0,0,0,5,4,6,9,8,31,0,0,0,0,0,0,0,5,8,12,0,5,4,5,8,21,9,3,4,58,0,0,0,0,0,9,3,4,5,28
UCL515024,0,0,7,0,5,13,18,8,4,53,6,10,12,3,4,11,12,0,0,58,0,0,0,0,4,8,14,5,0,21,0,0,0,0,0,0,0,0,7,3,5,0,3,0,0,20,14,10,4,63,0,0,0,0,9,19,23,11,5,57,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,8,3,3,0,12,0,3,6,10,8,7,6,4,0,53,0,0,0,0,0,0,8,0,0,13,8,0,0,5,10,5,4,7,0,42,115,67,56,45,49,50,33,14,3,433,15,20,28,9,14,25,11,13,0,140,154,103,100,73,85,130,97,51,12,808,4,0,0,4,13,26,27,23,14,102,13,8,15,11,5,14,10,5,0,86,0,0,0,0,3,7,5,8,7,19,0,0,0,0,0,0,5,6,5,19,0,0,0,0,7,11,12,4,6,40,0,0,0,0,5,0,6,9,3,31
UCL515025,0,0,0,4,10,14,23,14,7,72,11,16,8,3,10,10,10,0,0,69,0,0,0,4,0,7,12,6,5,33,0,0,0,0,0,0,0,0,5,10,0,0,0,0,5,3,17,11,5,49,0,0,0,0,8,4,14,19,14,55,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,3,11,8,4,28,4,14,7,9,10,10,12,5,3,75,0,0,0,0,0,0,11,3,5,16,10,0,4,0,7,13,9,6,4,57,136,66,55,47,57,59,35,11,3,480,31,23,4,18,9,18,11,9,4,124,199,107,79,85,108,119,109,59,35,897,0,6,0,4,15,31,41,29,22,133,9,16,6,4,17,17,7,7,4,89,0,0,0,0,7,10,7,12,0,36,0,0,0,0,0,0,0,8,11,22,0,0,0,0,4,10,10,10,9,42,0,0,0,3,7,6,10,14,8,54
UCL515026,0,0,3,0,6,10,17,4,3,52,15,13,13,11,10,7,8,0,0,72,0,0,0,0,0,6,9,4,0,23,0,0,0,0,0,0,0,4,0,6,3,0,0,5,14,12,15,11,3,53,0,0,0,3,6,10,14,6,5,40,0,0,0,0,0,3,3,0,0,9,0,0,0,3,0,6,7,4,3,26,3,12,8,21,11,16,7,3,0,81,0,0,0,0,0,0,4,3,0,6,14,4,13,4,11,11,11,0,0,64,229,102,139,72,72,56,24,9,5,698,18,14,16,11,10,7,7,4,0,82,282,140,186,124,119,118,88,27,11,1087,0,0,8,9,19,17,23,9,7,85,10,14,27,12,12,9,15,0,0,95,0,0,0,4,0,5,8,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,12,6,3,4,48,0,0,0,0,0,4,7,5,0,18
UCL515027,0,0,4,5,21,24,45,21,21,140,6,16,23,9,12,11,18,12,3,114,0,0,3,0,0,6,20,6,11,44,0,0,0,0,0,0,6,14,12,29,0,0,4,7,18,14,28,21,3,92,0,0,0,4,15,17,27,37,17,115,0,0,0,0,0,0,0,3,4,6,0,0,0,0,7,11,12,10,3,39,7,17,16,16,23,16,13,11,8,131,0,0,0,0,0,0,3,7,6,23,9,12,11,7,21,21,10,22,11,132,239,166,144,110,131,114,74,24,8,1008,63,40,39,31,35,23,28,13,3,280,330,249,234,184,240,225,217,109,51,1832,0,0,3,6,27,59,61,59,45,258,18,27,29,19,31,35,24,15,8,194,0,0,0,3,5,13,13,18,7,63,0,0,0,0,0,0,0,14,22,35,0,0,0,3,19,33,32,14,15,128,0,0,0,0,5,17,19,26,28,96
UCL515028,0,0,6,9,16,13,10,0,0,58,35,13,30,33,21,17,6,0,0,151,0,0,0,0,8,4,9,6,0,27,0,0,0,0,0,0,0,0,0,0,0,3,8,12,13,27,13,0,0,74,0,0,0,4,16,19,11,5,0,58,0,0,0,0,0,6,0,0,0,11,0,0,0,0,5,7,3,0,0,17,6,10,19,19,20,12,3,0,0,94,0,0,0,0,0,0,0,0,0,6,12,0,13,17,33,21,6,6,0,98,453,166,362,333,295,177,37,3,0,1828,71,36,89,82,78,48,18,5,0,426,578,229,513,485,485,313,96,14,0,2714,0,0,5,13,11,14,8,0,0,60,24,18,41,37,21,10,3,0,0,158,0,0,0,4,7,13,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,12,5,0,0,37,0,0,0,3,3,8,4,0,0,19
UCL515029,0,0,5,6,8,17,3,0,0,35,10,11,8,3,14,6,0,0,0,45,0,0,0,4,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,8,8,12,0,0,0,33,0,0,0,0,9,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,6,6,7,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,9,0,4,7,9,3,0,0,0,32,99,42,102,122,98,58,10,0,0,543,34,24,63,99,89,54,6,4,4,372,150,85,185,247,225,155,29,8,3,1079,0,0,0,7,3,7,3,0,0,15,4,5,4,12,4,0,0,0,0,37,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4
UCL515030,0,0,0,4,15,36,57,46,10,173,19,17,9,22,15,22,11,18,6,129,0,0,0,3,7,17,29,25,6,83,0,0,0,0,0,0,4,3,5,17,0,0,5,6,3,26,47,32,8,129,0,0,0,3,8,24,44,31,17,123,0,0,0,0,0,6,14,5,7,30,0,0,0,0,6,19,20,15,7,57,9,17,22,27,25,25,24,16,6,177,0,0,0,0,5,4,13,11,5,33,31,12,16,10,27,24,17,18,5,160,244,138,105,108,105,98,56,23,9,901,51,29,18,15,21,23,19,26,15,207,355,203,160,183,199,219,223,154,60,1757,0,5,3,8,32,59,108,63,20,298,24,18,20,24,27,29,35,25,3,197,0,0,0,9,12,7,23,18,7,84,0,0,0,0,0,0,0,7,7,14,0,0,0,3,16,18,33,21,6,99,0,0,0,0,5,5,22,30,9,75
UCL515031,0,0,0,5,5,44,54,37,12,152,12,10,9,7,8,8,20,9,5,77,0,0,0,0,6,7,25,25,5,66,0,0,0,0,0,0,0,3,3,12,0,0,0,4,7,29,37,25,3,117,0,0,0,5,5,16,33,36,9,100,0,0,0,0,0,6,7,10,0,21,0,0,0,0,4,8,14,15,7,48,9,10,6,10,10,24,19,8,0,96,0,0,0,0,0,8,8,4,0,22,5,6,7,3,6,19,26,11,6,90,165,88,72,101,103,103,104,37,8,770,27,16,27,25,22,36,53,23,9,235,219,120,122,150,169,241,306,159,37,1519,0,0,0,3,17,59,83,55,9,225,13,9,7,11,22,32,29,17,0,139,0,0,0,0,5,12,22,19,0,60,0,0,0,0,0,0,0,7,0,7,0,0,0,3,12,22,31,23,0,92,0,0,0,0,0,9,22,13,3,57
UCL515032,0,0,0,4,3,13,10,8,0,35,19,5,3,5,6,5,4,4,0,60,0,0,0,0,0,3,6,5,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,6,4,0,28,0,0,0,0,3,8,12,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,13,7,10,9,10,11,11,8,0,0,64,0,0,0,0,0,0,0,4,0,6,17,6,6,4,15,9,8,6,0,56,135,71,53,50,74,47,22,0,0,449,15,6,3,0,13,4,4,0,3,47,184,98,75,72,121,90,58,17,6,726,0,0,0,3,15,25,19,7,5,72,8,8,16,18,12,17,3,0,0,75,0,0,0,5,3,6,0,0,4,21,0,0,0,0,0,0,0,0,3,3,0,0,0,5,7,6,5,3,0,27,0,0,0,0,5,8,9,0,0,16
UCL515033,0,0,0,6,12,4,0,3,0,35,24,13,18,29,18,13,6,0,0,116,0,0,0,3,8,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,21,9,4,0,61,0,0,3,0,7,15,3,0,0,32,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,5,0,0,14,5,6,14,19,16,5,0,0,0,65,0,0,0,0,4,0,0,0,0,3,9,7,3,8,10,12,3,0,0,46,347,74,158,230,147,93,22,0,0,1078,68,30,47,68,51,50,12,9,0,329,459,131,253,365,262,198,48,13,0,1729,0,0,0,13,7,8,6,6,0,48,17,5,21,15,12,12,3,4,0,94,0,0,0,4,3,3,4,0,0,22,0,0,0,0,0,0,0,0,0,5,0,3,4,0,7,7,3,3,0,36,0,0,0,0,3,8,0,3,0,12
UCL515034,0,0,4,3,12,24,26,17,4,99,26,19,19,12,11,15,6,0,0,103,0,0,3,0,4,10,12,11,6,51,0,0,0,0,0,0,4,4,0,3,0,0,3,0,15,17,22,15,4,68,0,0,0,5,4,14,22,14,3,61,0,0,0,0,0,3,8,5,0,20,0,0,0,0,0,8,9,10,0,34,4,19,15,14,19,20,7,0,0,100,0,0,0,0,0,6,3,3,0,17,7,10,9,0,8,27,20,17,0,90,272,79,103,86,121,72,54,24,3,813,30,12,9,27,13,11,8,9,3,120,342,137,148,139,183,170,147,76,16,1364,0,0,3,8,22,33,48,28,4,148,16,10,17,25,27,14,19,10,5,144,0,0,0,0,6,8,18,10,0,46,0,0,0,0,0,0,0,4,0,8,0,0,0,6,4,13,10,10,0,49,0,0,0,0,4,5,22,8,0,40
