UCL_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
UCL515022,0,0,4,5,0,0,0,0,18,0,0,0,0,0,0,0,0,3,8,24,15,13,10,12,8,0,81,0,6,13,14,14,6,3,0,64,52,82,66,61,69,54,31,8,412,22,15,0,0,3,0,0,0,32,3,3,0,4,8,4,0,0,21,71,101,70,65,79,56,33,8,477,0,0,0,0,0,5,0,0,7,16,15,8,25,11,18,21,5,127,93,139,109,129,118,100,66,20,773,0,4,3,3,0,0,0,0,14,0,10,10,4,0,0,0,0,30,3,36,36,24,11,18,0,4,144,6,22,20,19,23,18,7,0,122,34,59,59,39,35,24,8,0,251,26,15,8,3,0,6,0,0,60,0,3,5,6,13,4,0,0,36,58,74,66,57,53,32,8,0,347,0,0,0,0,0,0,0,0,9,15,7,24,24,14,23,21,11,138,88,152,162,132,118,93,41,18,797,0,4
UCL515023,0,8,5,9,3,6,0,0,31,0,4,0,5,0,0,0,0,7,4,10,16,9,3,6,0,0,57,0,8,12,8,5,4,0,0,41,31,58,40,51,47,28,10,0,263,4,8,5,0,0,0,0,0,22,0,0,0,4,3,0,0,0,12,35,61,40,55,49,31,6,0,297,0,0,0,0,0,0,0,0,3,32,29,27,19,21,22,15,6,167,73,118,101,103,90,67,23,7,599,0,3,6,5,0,0,0,0,16,0,0,0,6,0,3,0,0,13,7,29,23,12,11,0,4,0,84,6,11,6,11,13,4,4,0,63,19,18,28,12,17,9,0,0,107,8,12,8,10,4,0,0,0,44,0,5,0,0,0,5,0,0,14,31,35,37,22,26,9,0,0,166,0,0,0,0,5,3,0,0,5,14,24,25,23,23,21,14,8,151,61,101,92,74,79,46,22,14,493,0,12
UCL515024,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,5,3,6,0,0,28,0,0,9,8,4,0,0,0,19,15,29,20,23,37,26,5,0,159,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,20,29,21,21,34,29,6,0,169,0,0,0,0,0,0,0,0,0,24,23,10,20,23,13,10,0,128,43,60,53,50,76,46,24,5,350,0,5,4,0,4,0,0,0,14,0,9,5,0,3,0,0,0,10,4,10,15,7,9,7,0,3,55,0,6,4,10,7,0,9,0,34,9,21,13,8,12,9,0,0,77,4,0,0,4,4,0,0,0,15,0,0,0,4,4,0,0,0,10,14,26,14,14,17,14,0,0,107,0,0,0,0,0,0,0,0,5,12,10,13,21,14,28,7,9,112,29,59,59,49,54,61,14,15,337,0,5
UCL515025,0,0,0,3,6,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,4,6,7,8,0,0,29,0,0,7,5,7,9,5,0,35,24,26,27,27,22,19,13,7,158,3,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,9,31,30,27,27,22,23,13,7,172,0,0,0,0,0,0,0,0,0,15,7,16,13,16,17,10,9,113,51,40,53,57,56,50,25,21,354,0,0,4,5,4,0,0,0,12,0,0,4,0,0,0,0,0,5,0,10,10,12,11,10,0,6,60,0,6,10,22,22,10,6,0,78,15,24,19,28,20,7,0,0,116,0,5,9,3,3,0,3,0,27,7,0,3,0,7,4,0,0,15,23,28,28,33,29,13,4,0,157,0,0,0,0,0,0,0,0,0,13,12,12,16,19,21,25,21,138,40,60,62,83,81,56,35,27,446,0,0
UCL515026,0,0,3,5,4,5,0,0,8,0,0,5,0,0,0,0,0,4,0,12,12,7,0,0,0,0,35,3,6,6,11,3,9,0,0,36,43,92,52,48,42,26,3,5,307,8,9,0,0,0,0,0,0,15,0,0,3,0,5,0,0,0,8,46,104,63,48,43,26,5,5,333,0,0,0,0,5,0,0,0,4,5,14,3,8,10,10,0,0,47,58,137,83,77,64,42,9,4,470,0,0,4,0,0,0,0,0,8,0,6,0,0,0,0,0,0,12,11,38,21,8,12,10,0,0,94,4,35,27,15,20,3,0,0,103,37,51,21,27,17,5,0,0,165,12,5,0,4,0,0,0,0,29,0,3,4,7,6,4,0,0,21,50,64,27,39,25,11,0,0,215,0,0,0,0,0,4,0,0,11,7,11,8,11,10,8,6,6,54,64,155,88,76,67,28,7,6,496,0,3
UCL515027,0,9,10,4,5,5,0,0,22,0,0,6,3,11,6,0,0,21,10,33,25,16,16,14,3,0,113,0,6,12,17,14,10,3,3,69,40,80,48,63,54,50,21,5,345,12,0,0,3,0,0,0,0,18,0,0,0,0,8,0,0,0,10,52,84,49,66,60,48,21,6,382,0,0,0,0,0,0,0,0,3,46,34,30,34,27,30,15,17,240,110,160,119,146,127,114,51,25,850,0,7,3,6,0,0,0,0,21,0,5,5,4,11,6,0,0,37,13,56,37,25,31,15,9,4,188,9,22,24,26,33,23,13,0,147,22,40,48,41,38,20,0,5,204,15,8,0,4,4,0,0,0,35,0,0,5,9,6,0,0,0,21,34,54,54,49,48,21,0,5,259,0,4,4,4,0,0,0,0,9,30,33,33,26,23,28,33,42,238,94,169,162,141,141,90,58,53,913,0,14
UCL515028,0,14,8,10,11,3,0,0,44,0,0,3,7,8,0,0,0,13,12,50,38,42,17,8,3,0,169,0,19,39,43,27,5,0,0,136,39,216,204,163,111,32,8,0,773,11,15,6,3,3,0,0,0,36,0,5,11,4,5,0,0,0,21,58,237,220,170,120,32,8,0,841,0,0,0,0,5,0,0,0,5,32,77,66,79,41,20,5,0,317,96,412,378,348,216,70,15,0,1526,0,16,21,5,3,4,0,0,44,0,16,11,0,0,0,0,0,26,12,89,56,38,30,7,0,0,226,7,45,46,36,17,4,0,0,157,33,83,81,39,21,3,0,0,270,16,11,4,3,4,0,0,0,40,3,7,4,7,0,0,0,0,33,53,106,99,51,25,3,0,0,340,0,0,0,0,0,0,0,0,3,37,62,47,41,27,3,0,0,215,110,343,271,172,99,20,5,0,1015,0,33
UCL515029,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,13,3,3,0,0,0,26,0,10,11,13,14,0,0,0,38,7,69,85,70,39,6,0,0,276,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,9,69,87,69,39,6,0,0,277,3,0,0,0,0,0,0,0,11,24,61,91,86,55,6,4,4,342,39,148,206,178,112,20,6,4,707,0,4,3,0,0,0,0,0,5,0,0,0,4,4,0,0,0,9,0,20,16,8,4,3,0,0,58,0,12,10,11,6,0,0,0,41,11,18,21,11,4,0,0,0,66,3,0,3,0,0,0,0,0,10,0,6,0,0,0,0,0,0,6,10,27,19,11,3,0,0,0,82,0,0,0,0,3,0,0,0,9,14,29,24,22,14,0,3,0,108,33,85,75,57,36,3,3,0,297,0,6
UCL515030,0,0,3,3,4,0,0,0,17,0,5,0,4,5,5,0,0,12,3,15,3,10,15,15,3,0,63,0,8,10,16,15,8,10,6,70,34,51,65,71,68,51,21,14,376,16,0,4,3,0,0,0,0,30,0,4,4,0,6,3,3,0,24,48,53,70,76,71,61,25,13,421,0,0,0,0,0,0,3,0,3,17,11,16,19,15,23,36,16,154,79,98,106,122,121,109,79,36,742,0,0,4,3,0,0,0,0,9,0,4,0,3,9,8,0,0,19,4,21,32,28,10,13,6,6,117,8,19,33,22,17,18,4,7,122,37,54,55,48,37,19,8,0,253,16,4,9,5,5,10,0,0,42,4,3,13,11,7,5,0,0,42,59,63,67,55,48,33,5,0,332,0,0,0,0,3,0,0,0,9,15,16,31,16,19,37,39,35,210,84,119,161,133,102,112,63,42,823,0,7
UCL515031,0,3,0,0,3,7,5,0,20,0,5,3,0,0,0,0,0,10,7,13,13,23,10,9,3,0,73,4,5,8,3,10,19,8,6,63,14,27,50,54,77,80,31,3,340,3,4,0,3,4,5,0,0,23,3,0,4,3,4,4,0,3,21,21,29,57,62,82,90,34,9,377,0,0,0,0,0,0,0,0,9,16,30,25,25,33,46,28,9,204,40,84,115,115,140,173,81,18,758,0,3,0,0,10,0,0,0,14,0,0,11,4,8,4,3,0,32,0,16,30,20,20,22,6,0,119,0,8,14,31,14,34,9,0,112,18,24,24,27,21,18,4,0,150,0,3,6,8,7,3,0,0,29,3,0,4,0,3,0,3,0,14,22,32,32,37,35,22,11,0,193,0,0,0,0,3,3,0,0,14,13,19,15,13,32,44,31,3,174,40,73,102,108,124,127,72,9,657,0,5
UCL515032,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,0,7,0,10,9,4,0,0,29,0,6,6,7,14,0,0,0,34,17,31,47,46,26,19,0,0,195,10,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,5,20,40,49,51,23,26,3,0,212,0,0,0,0,0,0,0,0,3,11,6,4,5,5,3,0,3,41,37,51,60,79,53,35,7,3,329,0,0,0,4,0,0,0,0,3,0,3,0,4,0,0,0,0,9,0,9,20,21,8,3,0,0,65,4,10,9,10,7,8,0,0,49,12,28,28,22,14,4,0,0,109,4,0,0,0,0,0,0,0,16,0,0,3,3,0,0,0,0,11,17,27,36,21,15,10,0,0,128,0,4,0,0,5,0,0,0,7,10,4,13,5,3,4,0,0,46,28,61,76,70,50,25,4,0,314,0,3
UCL515033,0,5,9,5,9,0,0,0,32,0,3,3,0,0,0,0,0,9,4,21,28,17,13,0,6,0,83,0,7,16,23,15,4,0,0,74,19,117,175,106,68,11,0,0,492,3,6,3,0,0,0,0,0,21,3,0,3,3,0,0,0,0,8,25,126,183,111,68,11,0,0,523,0,0,0,0,0,0,0,0,0,30,39,61,54,45,9,9,0,252,62,207,302,208,148,29,9,0,968,0,9,3,0,0,5,3,0,24,0,12,8,8,0,0,0,0,22,9,57,47,22,13,3,4,0,152,4,27,29,21,14,3,0,0,105,12,62,57,24,19,6,0,0,176,9,4,4,4,0,0,0,0,19,0,5,9,6,0,0,0,0,20,19,66,69,32,24,6,0,0,218,0,0,3,3,0,0,0,0,5,24,35,37,32,12,15,10,0,172,59,206,200,124,69,39,11,0,696,0,14
UCL515034,0,0,0,5,0,0,0,0,13,0,0,3,3,0,3,0,0,9,0,9,10,9,9,8,0,0,49,5,10,0,21,18,13,5,0,74,23,66,53,63,75,45,19,6,345,8,3,0,5,0,0,0,0,20,0,5,4,0,0,0,3,0,15,32,68,55,69,76,50,24,6,383,0,0,0,0,0,0,0,0,5,13,5,19,16,6,12,16,0,79,46,92,84,121,116,89,44,5,601,0,0,5,0,4,0,0,0,11,0,0,5,5,9,3,0,0,17,4,17,31,17,17,13,8,0,114,0,25,30,34,19,17,8,0,139,22,43,40,24,20,16,10,0,170,8,8,3,0,0,0,0,0,24,0,4,0,10,9,3,3,0,24,30,49,48,38,30,18,9,0,222,0,0,0,7,3,0,0,0,10,16,5,15,11,18,20,9,0,97,55,106,136,109,99,70,29,5,605,0,0
UCL515035,0,0,0,0,4,0,4,0,10,0,0,0,4,0,0,0,0,6,0,9,11,5,3,5,0,0,32,0,4,0,0,0,6,0,0,15,6,13,16,11,25,16,15,0,108,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,3,6,19,15,14,35,16,13,0,121,0,0,0,0,0,0,0,0,0,12,9,10,4,10,13,5,0,66,17,41,41,25,50,35,23,3,234,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,3,14,12,4,4,10,0,0,53,0,4,7,0,10,8,0,0,25,4,12,10,3,14,13,0,0,63,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,13,7,12,14,5,20,14,3,0,83,0,0,0,0,0,0,0,0,3,9,5,7,9,9,13,12,4,72,16,38,35,28,50,43,19,4,245,0,0
UCL515036,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,5,0,8,7,6,9,6,0,0,33,0,4,8,5,9,6,6,0,33,21,41,40,45,53,38,13,8,257,7,0,4,0,0,0,0,0,13,0,0,0,0,0,4,0,0,11,23,46,44,46,59,42,18,7,274,0,4,0,0,3,5,0,0,10,8,8,4,13,11,13,18,12,85,34,70,61,71,86,69,39,20,455,0,0,4,0,0,4,0,0,5,3,0,0,0,0,4,0,0,6,0,12,17,12,9,10,0,0,56,0,6,18,15,17,10,6,0,70,18,37,37,37,30,12,0,0,164,7,8,10,4,6,4,0,0,35,0,0,5,3,6,4,5,0,24,28,45,42,43,40,12,3,0,221,0,0,0,0,0,0,0,0,5,11,12,5,19,4,10,26,17,107,42,75,87,91,75,47,33,27,478,0,0
UCL515037,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,15,26,13,7,0,0,0,59,0,10,23,20,9,0,0,0,65,18,134,134,82,66,14,4,0,447,8,6,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,7,26,139,138,85,67,12,4,0,467,0,0,7,0,0,0,0,0,5,29,95,82,61,67,15,5,0,358,63,258,279,180,157,35,5,0,977,0,8,0,3,0,0,0,0,9,0,4,4,3,0,0,0,0,13,7,23,32,13,3,0,0,0,87,6,17,11,16,3,0,0,0,50,16,35,41,15,8,3,0,0,117,8,5,6,0,0,0,0,0,20,0,5,0,0,0,0,0,0,11,28,46,47,17,10,3,0,0,153,0,0,0,0,0,0,0,0,0,13,38,32,13,24,6,0,0,131,53,140,130,67,41,9,0,0,443,0,10
UCL515038,0,0,3,0,0,9,3,0,18,0,0,0,0,0,7,0,0,10,0,6,6,10,8,16,15,0,70,0,0,0,5,22,21,7,4,64,16,36,27,31,53,44,27,7,244,4,0,0,0,0,0,0,0,17,0,0,0,3,7,14,3,0,25,20,37,34,36,65,67,26,8,286,0,0,0,0,0,0,0,0,7,12,6,14,21,24,13,19,7,117,32,53,65,73,117,128,74,24,568,0,5,4,0,0,10,0,0,20,0,0,3,4,3,9,3,0,28,6,22,18,19,18,12,10,0,104,0,8,8,20,20,33,17,7,113,7,13,21,27,32,22,3,0,132,4,0,0,0,0,0,0,0,20,0,0,0,0,7,4,0,0,20,14,13,26,32,41,36,5,6,161,0,3,0,0,0,3,3,0,13,7,7,9,16,13,34,31,10,125,29,56,72,91,101,129,73,23,570,0,5
UCL521001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,7,0,7,4,0,0,16,3,9,16,22,18,9,0,0,78,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,12,19,23,18,8,4,0,85,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,10,9,14,20,32,24,17,4,0,120,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,3,3,0,0,24,0,0,6,3,5,7,0,0,17,9,5,18,11,17,0,0,0,54,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,14,10,18,12,15,6,0,0,67,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,7,9,14,31,25,29,10,0,0,116,0,0
UCL521002,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,10,0,0,21,0,14,14,25,22,30,7,0,104,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,20,14,25,18,29,9,0,114,0,0,0,0,0,0,0,0,0,5,0,11,3,3,10,3,0,32,3,22,29,35,33,48,7,0,179,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,9,8,3,3,0,0,24,4,0,6,11,4,6,0,0,32,3,8,4,7,10,5,4,0,46,3,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,7,3,14,5,13,13,7,4,0,57,0,0,0,0,0,0,0,0,4,7,5,15,5,4,16,0,0,51,16,23,34,36,27,42,8,0,180,0,0
UCL521003,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,0,0,10,0,0,0,4,5,3,0,0,17,0,9,14,4,15,17,8,0,75,0,7,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,3,4,12,14,10,15,19,12,0,84,0,0,0,0,0,0,0,0,4,4,5,5,7,6,8,15,3,51,7,21,21,26,30,42,31,12,183,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,8,12,7,0,0,32,0,0,4,4,9,4,4,0,33,0,4,9,5,4,9,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,9,0,4,14,5,4,10,0,0,50,0,0,0,0,0,0,0,0,5,0,5,3,8,4,15,11,3,42,4,13,27,26,29,42,21,8,168,0,0
UCL521004,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,3,5,7,0,0,0,16,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,7,9,0,7,5,0,0,0,32,0,0,0,0,0,0,0,0,0,3,8,4,3,0,0,0,0,21,14,17,11,10,12,0,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,5,0,0,0,0,18,0,0,0,0,4,0,0,0,9,5,8,3,3,5,0,0,0,25,0,0,0,0,4,0,0,0,10,0,3,4,0,0,0,0,0,8,11,18,5,3,10,0,0,0,39,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,21,9,34,14,12,17,6,0,0,95,0,0
UCL521005,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,5,4,0,0,0,23,0,3,7,3,0,6,0,0,20,7,26,16,21,29,11,6,0,118,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,8,29,19,28,28,13,6,0,132,0,0,0,0,0,0,0,0,6,0,11,5,11,14,6,4,3,54,13,53,33,43,51,32,10,3,241,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,7,6,8,20,3,3,3,0,0,47,0,3,10,4,6,3,0,0,37,4,17,10,8,11,0,0,0,56,6,3,3,0,0,0,0,0,15,0,4,0,3,0,0,0,0,9,7,24,14,12,12,0,3,0,74,0,0,0,0,0,0,0,0,0,8,8,8,6,9,10,8,4,57,22,50,50,25,41,28,14,3,227,0,0
UCL521006,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,5,0,0,3,0,0,17,0,0,0,3,10,5,3,0,20,12,10,28,21,29,14,11,0,119,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,10,24,21,29,14,11,0,122,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,9,0,27,16,20,34,27,44,31,23,0,187,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,8,0,5,8,5,15,8,0,0,48,0,3,10,9,12,3,0,0,37,14,11,17,9,15,10,0,0,73,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,8,13,15,21,10,19,14,0,0,95,0,0,0,0,0,0,0,0,0,3,6,0,3,9,8,13,0,41,19,32,47,33,52,35,16,0,223,0,0
UCL521007,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,3,4,3,0,0,7,4,4,0,7,6,5,0,0,32,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,3,3,7,6,5,3,0,36,0,0,0,0,0,0,0,0,0,0,5,5,8,7,3,4,4,34,6,16,10,20,23,12,3,4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,3,5,0,0,23,0,4,6,9,0,5,9,0,29,10,10,9,3,8,0,0,0,41,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,11,11,9,10,10,3,5,0,49,0,0,0,0,0,0,0,0,0,0,4,5,3,6,5,8,3,37,16,19,29,22,23,12,21,3,147,0,0
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,0,15,0,0,0,0,3,3,0,0,7,0,4,8,5,7,7,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,7,7,3,3,37,0,0,0,0,0,0,0,0,0,9,3,4,3,8,4,0,0,35,6,12,18,9,22,17,3,7,100,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,5,4,4,3,0,0,0,24,0,3,0,0,3,8,4,0,17,6,11,3,9,3,0,0,0,27,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,9,7,10,4,0,0,0,38,0,0,0,0,0,0,0,0,3,3,4,3,5,6,0,0,0,24,7,23,19,19,16,12,10,0,104,0,0
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,3,3,0,0,10,5,14,15,8,10,6,6,0,71,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,18,15,13,10,6,4,0,77,0,0,0,0,0,0,0,0,0,6,11,7,8,6,12,6,0,62,13,32,33,27,20,21,8,0,159,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,0,4,3,0,4,0,0,0,14,0,0,0,3,6,3,0,5,21,3,8,4,3,3,4,0,0,22,0,4,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,6,3,13,4,3,4,5,0,0,32,0,0,0,0,5,0,0,0,3,0,0,0,3,3,7,6,5,33,6,15,17,9,20,17,13,10,107,0,0
