UCL_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL522026,0,0,4,4,12,18,5,0,0,48,4,0,0,0,0,13,34,22,8,83,0,0,0,0,0,0,0,4,0,3,3,4,7,9,15,32,38,24,7,140,0,0,7,0,7,18,8,0,0,46,0,0,4,5,6,16,8,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,9,6,19,37,14,5,0,91,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,9,0,0,9,6,20,41,15,5,0,99,4,0,5,0,5,22,70,53,8,161,0,0,0,0,0,0,0,4,0,11,3,0,14,12,20,62,88,58,11,271
UCL522027,4,9,4,12,8,16,4,0,0,65,6,5,0,7,9,10,20,13,0,65,0,0,0,3,0,0,4,0,0,11,10,13,12,18,19,33,27,17,0,142,3,10,16,24,18,28,5,0,0,97,3,3,6,9,5,9,0,0,0,37,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,13,22,31,32,39,4,0,0,144,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,5,13,26,31,31,41,7,0,0,149,9,3,4,6,4,22,38,29,6,130,3,0,0,6,0,0,8,0,0,21,12,19,30,48,36,66,50,32,9,310
UCL522028,5,7,13,8,4,8,3,0,0,45,0,3,0,0,0,6,14,10,3,37,0,0,0,0,0,0,0,0,0,3,4,9,18,8,4,11,15,7,3,89,0,4,11,13,9,3,0,0,0,38,5,0,15,5,3,3,7,0,0,32,0,0,4,6,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,6,5,7,29,19,5,10,3,0,0,85,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,24,19,13,10,4,0,0,87,0,3,0,0,0,8,26,17,6,66,0,0,0,0,0,0,4,0,0,8,4,13,33,19,11,29,38,22,6,164
UCL522029,10,4,10,21,18,12,0,0,0,79,0,0,9,3,3,9,20,10,3,66,0,0,0,0,3,0,0,0,0,5,12,5,23,27,25,21,20,10,3,152,3,5,20,25,18,14,4,0,0,83,14,0,14,16,15,7,3,0,0,55,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,5,13,6,30,44,29,26,4,0,0,161,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,7,13,6,35,47,30,26,4,0,0,169,10,0,11,8,3,7,35,21,3,112,0,0,5,0,8,0,0,0,0,8,25,5,49,54,44,39,40,25,3,286
UCL522030,0,4,15,15,9,12,3,0,0,59,0,0,3,0,7,0,4,4,0,20,3,0,3,4,5,0,0,0,0,15,5,10,27,14,14,13,14,3,0,99,4,12,15,21,17,16,8,0,0,89,0,0,5,13,5,11,0,0,0,30,0,0,5,0,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,3,4,10,24,30,23,32,13,0,0,132,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,7,4,10,25,30,23,31,13,0,0,138,0,0,3,4,4,4,8,9,0,39,7,0,11,6,5,4,3,0,0,34,5,17,42,37,37,44,22,12,0,216
UCL522031,8,0,17,3,8,0,0,0,0,41,14,3,18,17,3,12,4,0,0,67,0,0,0,0,0,0,0,0,0,0,19,0,37,18,11,9,9,0,0,110,0,0,9,9,5,7,0,0,0,27,0,0,6,5,3,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,6,0,23,8,8,6,0,0,0,54,0,0,3,0,0,0,0,0,0,11,5,3,9,4,5,5,0,0,0,25,5,4,9,3,6,5,0,0,0,33,10,3,35,13,14,10,0,0,0,90,17,9,19,22,12,7,7,0,0,100,0,0,0,0,4,3,0,0,0,9,31,15,49,43,30,25,6,0,0,194
UCL522032,0,9,4,7,11,11,0,0,0,45,16,18,20,14,15,10,4,0,0,105,0,0,0,0,4,4,0,0,0,13,19,21,25,28,33,28,5,0,0,160,3,3,4,5,13,11,3,0,0,44,0,3,0,3,7,3,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,6,9,9,5,17,13,3,0,0,60,0,0,0,3,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,9,0,3,5,9,4,0,0,0,0,16,4,8,9,16,18,13,3,0,0,78,29,29,34,37,29,23,13,0,0,192,0,0,0,0,3,9,7,0,0,26,34,42,43,52,50,47,18,5,0,301
UCL522033,0,0,10,8,17,13,3,0,0,54,4,4,0,8,11,18,43,13,0,102,0,0,4,0,0,0,3,4,0,14,7,8,9,13,28,32,50,16,0,167,5,3,17,5,26,11,4,0,0,63,3,3,3,3,8,21,5,0,0,45,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,9,6,21,10,35,27,11,3,0,116,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,7,8,21,10,39,29,13,3,0,131,10,4,4,10,16,38,78,42,3,196,5,0,4,5,0,0,6,6,0,29,19,10,30,24,59,68,95,51,4,352
UCL522034,0,0,0,4,5,0,0,0,0,11,12,4,16,14,8,13,4,3,0,70,0,0,0,0,0,0,0,0,0,0,12,4,13,19,13,13,4,3,0,79,0,0,5,9,9,7,0,0,0,27,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,8,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,8,5,0,0,0,43,21,9,31,22,12,22,10,6,0,117,0,0,0,0,0,0,0,0,0,0,22,12,40,33,19,22,10,6,0,163
UCL522035,4,6,11,3,14,12,4,0,0,47,0,0,0,5,7,5,13,4,4,38,0,0,0,0,0,0,0,0,0,7,7,6,14,8,21,16,15,4,7,95,0,0,12,5,25,23,7,0,0,66,4,6,4,5,3,7,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,15,9,25,33,13,0,0,106,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,11,4,3,17,10,31,34,13,0,0,118,4,0,4,5,7,13,17,7,7,61,0,0,0,3,0,0,0,4,3,13,11,3,22,18,41,43,33,10,10,193
UCL522036,3,3,5,9,10,8,7,0,0,45,0,0,0,5,0,10,12,6,0,35,0,0,0,0,0,0,0,0,0,0,6,3,5,11,13,22,21,6,0,80,3,3,15,6,16,11,11,0,0,70,0,0,0,4,4,9,6,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,21,13,24,16,20,0,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,21,13,24,18,18,0,0,106,0,0,0,9,3,17,27,14,3,73,0,0,0,0,4,0,0,0,0,8,9,5,21,17,38,28,50,14,3,184
UCL522037,3,0,5,13,17,9,5,0,0,54,4,0,0,0,0,5,9,7,0,32,0,0,4,0,0,3,5,0,0,19,4,0,19,18,13,16,16,6,0,100,0,0,18,20,16,10,0,0,0,71,3,0,3,8,8,11,5,5,0,41,0,0,3,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,4,20,26,28,21,6,5,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,26,28,26,6,5,0,124,0,0,6,4,4,4,24,14,3,63,0,0,4,8,5,8,3,0,0,28,7,4,28,37,35,35,32,21,9,216
UCL522038,3,12,22,32,12,23,9,3,0,116,5,7,6,9,0,4,13,12,10,52,0,0,3,4,0,3,0,0,0,9,7,14,35,41,16,29,26,13,10,184,6,19,43,38,37,38,11,3,0,201,3,5,20,12,8,13,12,0,0,69,0,0,0,5,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,11,23,59,53,49,47,19,5,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,59,53,49,47,19,5,0,279,6,7,6,9,0,4,21,24,8,77,0,5,4,3,3,6,0,0,0,24,21,34,70,69,46,62,44,28,9,385
UCL522039,4,6,20,21,17,27,5,0,0,93,3,3,7,8,13,10,15,6,0,76,0,4,5,0,0,9,0,0,0,19,5,13,30,27,29,44,20,9,0,182,0,9,28,28,14,43,9,0,0,135,0,3,8,7,6,9,3,0,0,40,0,0,3,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,11,3,13,44,39,29,57,13,0,0,200,0,0,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,3,3,3,3,0,0,0,14,3,10,44,38,33,57,13,0,0,213,12,12,16,16,23,27,29,8,5,130,0,5,17,4,7,14,3,6,0,56,19,29,68,55,56,98,46,15,5,398
UCL522040,3,0,0,3,8,10,4,0,0,36,0,0,0,0,4,15,22,11,0,52,0,0,0,0,0,0,0,0,0,3,4,0,5,3,17,26,25,10,0,94,0,3,7,4,11,13,5,0,0,37,0,4,0,0,7,10,3,0,0,27,4,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,8,7,3,23,27,9,0,0,80,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,7,8,7,3,22,27,11,0,0,85,0,0,6,0,8,20,43,23,3,98,0,0,0,0,9,6,4,0,0,11,3,3,10,3,39,50,53,22,3,194
UCL522041,0,4,5,8,15,11,6,0,0,53,4,0,5,0,0,13,20,4,0,54,0,0,0,0,7,6,0,4,0,15,4,4,11,14,22,33,33,8,4,120,0,5,5,12,16,12,10,0,0,64,0,3,3,0,12,10,4,0,0,33,0,0,0,0,6,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,9,17,16,32,26,13,0,0,108,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,5,0,0,0,9,0,9,17,23,31,32,13,0,0,120,9,0,8,3,5,28,50,12,3,116,0,3,0,3,4,12,10,3,4,35,10,14,22,24,40,71,75,16,5,276
UCL522042,0,12,32,26,20,10,0,0,0,108,6,5,7,5,0,3,7,0,0,33,0,9,5,4,3,3,0,0,0,27,3,23,47,34,24,24,12,0,0,170,0,21,68,64,55,34,5,0,0,247,4,4,19,17,8,6,0,0,0,52,0,0,3,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,7,23,92,85,67,43,6,0,0,326,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,26,94,85,65,43,6,0,0,328,8,5,7,5,3,9,19,5,0,50,0,15,12,10,6,3,0,0,0,56,9,46,116,96,74,56,35,5,0,435
UCL522043,3,0,13,4,4,0,0,0,0,28,16,17,25,21,12,7,4,0,0,103,0,0,0,5,0,0,0,0,0,11,19,23,34,21,25,12,9,0,0,140,0,0,11,3,6,0,0,0,0,25,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,23,10,9,5,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,23,10,9,9,0,0,0,51,35,32,46,35,30,21,4,0,0,200,0,0,0,11,5,3,0,0,0,20,38,32,68,58,41,25,12,0,0,273
UCL522044,6,0,12,7,11,12,4,0,0,53,3,0,6,7,4,13,22,5,0,53,0,0,5,0,0,0,5,0,0,12,6,0,15,12,17,26,31,6,0,120,6,8,14,8,13,15,6,0,0,65,0,0,4,4,4,11,4,0,0,23,0,0,0,0,3,5,0,0,0,15,0,0,0,0,0,3,0,0,0,4,7,10,20,7,21,36,11,3,0,111,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,16,7,10,21,15,21,38,6,3,0,123,3,4,6,9,7,25,57,15,0,120,0,0,13,3,8,6,8,0,0,43,11,7,32,32,32,67,75,15,0,284
UCL522045,0,3,5,5,10,3,0,0,0,19,13,4,14,8,3,5,0,0,0,42,0,3,5,0,0,0,0,0,0,13,10,15,20,11,7,8,0,0,0,73,0,0,3,0,7,5,0,0,0,16,0,4,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,10,8,0,0,0,32,0,0,6,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,15,0,4,11,4,14,8,0,0,0,43,23,11,16,8,6,6,0,0,0,69,0,0,9,10,6,0,0,0,0,27,19,19,37,26,28,13,5,0,0,150
UCL522046,0,3,3,17,10,11,4,0,0,53,0,0,5,3,0,15,15,6,0,47,0,0,0,5,9,13,13,3,0,36,3,3,9,21,18,36,34,13,0,132,5,3,12,18,12,24,0,0,0,74,0,3,0,3,6,6,5,0,0,25,0,0,0,0,3,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,6,15,23,25,34,8,0,0,119,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,6,12,23,23,33,8,0,0,128,3,0,5,3,4,17,45,23,0,97,0,0,3,6,14,28,20,13,5,88,6,6,17,36,39,80,75,34,4,305
UCL522047,6,8,12,12,14,15,6,0,0,68,4,5,5,0,0,7,25,10,7,69,11,6,5,5,6,13,21,5,3,65,18,15,17,21,18,40,54,17,7,203,0,5,18,23,20,28,3,0,0,94,3,0,8,3,5,11,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,24,29,21,43,6,0,0,140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,24,27,27,43,6,0,0,148,10,7,10,7,8,11,48,22,14,133,21,6,7,11,10,21,43,17,10,146,35,17,37,44,42,78,105,33,20,421
UCL522048,0,0,5,11,10,17,4,0,0,51,0,0,5,0,6,12,14,16,0,62,0,0,6,0,0,0,5,4,0,15,4,0,17,10,12,27,21,19,0,126,4,4,14,13,20,14,6,3,0,73,4,0,3,9,4,7,3,0,0,31,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,4,19,24,21,24,11,3,0,121,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,22,24,29,28,11,3,0,127,9,4,4,3,0,16,29,28,3,105,4,0,7,0,0,3,3,7,4,30,12,4,36,29,29,52,50,31,11,256
UCL522049,0,0,3,7,12,15,4,0,0,47,3,0,3,0,3,16,29,6,5,71,6,9,0,10,3,11,12,0,0,43,5,10,15,18,20,35,46,6,5,160,0,0,15,11,16,16,3,0,0,60,0,0,4,9,4,12,4,0,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,18,23,28,7,0,0,94,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,11,0,0,18,24,23,28,10,0,0,103,4,0,5,3,10,22,61,24,3,140,5,8,10,14,12,18,26,0,0,90,7,12,34,41,50,67,96,24,3,335
UCL522050,0,6,17,16,17,21,8,4,0,78,0,0,3,4,0,6,13,24,17,66,0,0,0,0,5,8,0,3,6,23,3,5,21,19,27,28,18,27,22,174,5,8,21,16,25,28,8,4,0,113,0,0,13,8,9,15,10,5,0,48,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,11,29,27,39,41,12,3,0,167,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,5,12,29,31,42,45,12,3,0,183,0,0,6,3,3,11,26,37,24,116,4,0,0,5,17,9,8,7,11,64,9,12,40,41,61,61,52,44,33,356
UCL522051,4,3,11,4,11,9,0,0,0,57,0,3,7,0,3,14,16,6,0,52,0,0,0,0,0,0,0,0,0,0,12,6,19,9,19,26,20,7,0,113,6,3,7,10,25,8,0,0,0,61,7,0,3,4,5,3,0,0,0,39,0,0,0,6,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,8,16,16,33,17,3,0,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,17,17,33,17,3,0,0,108,9,3,7,0,7,16,26,15,0,89,0,0,0,0,0,0,0,0,0,10,20,8,27,21,42,39,30,13,0,198
UCL522052,0,3,3,3,4,4,0,0,0,16,3,4,7,7,0,8,10,0,3,40,0,0,0,0,3,0,0,0,0,10,3,9,12,9,9,11,9,4,0,64,0,5,9,8,13,6,3,0,0,48,0,3,4,0,5,0,0,0,0,16,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,17,12,14,12,3,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,11,18,13,15,12,3,0,0,73,8,3,15,11,5,12,14,7,3,77,0,0,3,0,11,0,3,0,0,26,13,16,36,24,34,27,25,4,0,178
UCL522053,3,3,3,6,5,4,0,0,0,28,3,5,9,0,3,4,4,0,0,36,0,0,0,5,3,7,0,0,0,13,8,12,15,9,16,14,4,0,0,73,0,0,0,0,5,5,0,0,0,14,0,0,3,6,3,8,0,0,0,19,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,4,5,10,8,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,6,6,4,10,10,8,0,0,0,43,8,11,14,8,6,5,6,0,0,63,0,0,3,5,6,7,0,0,0,20,13,19,24,17,19,18,6,0,0,118
UCL522054,0,10,4,6,11,3,0,0,0,41,0,0,0,0,0,4,8,3,4,28,0,0,3,0,0,0,10,0,0,14,3,8,10,10,15,12,18,3,4,80,0,9,9,10,24,6,4,0,0,66,0,0,4,6,4,7,0,0,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,10,12,27,15,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,12,27,15,4,0,0,85,3,3,0,0,3,7,24,11,4,50,3,0,4,8,0,5,13,4,3,44,6,14,21,28,30,31,37,11,5,180
UCL522055,5,5,20,14,29,22,8,0,0,93,0,0,3,0,0,21,48,13,0,93,0,0,7,0,9,11,31,7,0,72,5,6,23,17,36,51,86,25,0,250,0,7,27,22,40,36,8,0,0,137,4,0,6,7,12,6,3,0,0,29,0,0,0,3,9,4,9,0,0,22,0,0,0,0,0,0,0,0,0,5,8,7,33,31,58,43,16,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,33,31,58,45,16,0,0,196,0,3,3,6,0,32,103,34,5,185,0,0,9,6,16,21,71,20,0,147,12,7,52,42,72,104,191,54,3,537
UCL522056,5,3,25,14,22,14,4,0,0,82,4,4,4,0,0,15,8,11,3,50,0,0,6,0,3,5,0,0,0,22,10,11,34,17,20,32,16,11,6,153,7,11,39,39,47,30,6,0,0,180,3,4,13,11,7,9,6,0,0,44,0,0,4,5,0,8,4,0,0,19,0,0,0,0,0,3,0,0,0,3,8,15,53,47,52,49,19,0,0,243,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,0,0,7,8,16,54,49,52,45,19,0,0,252,14,4,10,0,5,16,16,8,3,76,0,7,14,15,13,12,4,0,0,70,18,26,72,68,74,79,36,11,8,402
UCL522057,7,17,27,18,20,32,9,0,0,117,0,0,0,3,0,14,26,13,0,56,0,0,3,4,0,4,7,0,0,18,5,17,31,22,20,52,42,13,0,196,5,14,42,20,18,35,0,0,0,134,4,17,19,9,7,21,4,5,0,88,0,0,4,3,3,0,8,0,0,24,0,0,0,0,0,0,0,0,0,6,11,30,62,30,33,55,14,5,0,249,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,32,59,35,37,60,14,5,0,248,0,0,0,3,0,18,39,30,3,90,0,0,14,14,5,6,8,4,0,45,11,33,74,52,37,81,60,35,3,392
UCL522058,3,6,7,3,9,10,0,0,0,37,8,0,9,3,4,6,7,12,3,51,3,0,4,9,0,5,0,0,0,18,16,6,14,12,11,19,8,18,3,107,0,3,4,4,11,14,7,0,0,40,0,5,7,0,0,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,10,26,4,0,0,71,0,0,0,5,0,4,0,0,0,10,0,0,3,0,0,0,0,0,0,3,5,0,3,5,0,4,0,0,0,12,5,5,12,12,16,23,4,0,0,87,18,6,5,9,9,11,18,22,11,99,6,5,4,8,4,7,3,0,0,35,27,15,24,29,27,45,23,28,11,220
UCL522059,0,3,15,15,12,19,0,0,0,61,0,3,0,0,10,6,20,14,3,57,0,0,9,5,6,10,0,0,0,37,3,10,25,22,28,29,23,16,3,155,0,4,10,26,12,23,11,0,0,93,0,0,9,7,7,11,5,0,0,30,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,6,19,37,25,28,12,0,0,132,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,24,39,25,34,12,0,0,142,9,5,7,0,13,8,43,30,6,119,0,3,14,19,7,20,4,4,0,75,9,14,43,60,43,59,58,42,6,328
UCL522060,0,0,0,0,3,8,0,0,0,12,0,0,0,4,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,26,0,0,0,0,6,12,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,18,0,0,5,5,4,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,13,5,0,0,42
