UCL_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL521008,4,4,23,14,23,20,8,0,0,95,7,3,6,8,11,7,19,37,22,115,0,0,4,3,5,3,0,4,0,23,13,10,31,28,34,29,30,37,23,237,0,5,19,10,17,26,3,3,0,96,0,6,9,15,13,7,13,6,0,66,0,0,4,0,3,3,0,0,0,14,0,0,3,3,0,0,0,0,0,7,3,14,35,29,35,38,19,8,0,184,0,3,0,5,0,5,0,0,0,10,0,0,0,0,4,3,0,0,0,6,0,3,0,5,8,0,0,0,0,20,3,15,38,32,41,40,19,8,0,197,9,0,10,12,20,16,40,51,38,198,3,5,6,12,12,15,3,3,0,57,20,28,49,55,67,72,66,65,39,455
UCL521009,0,6,15,21,19,18,3,0,0,80,8,3,13,6,3,8,37,23,8,104,0,0,0,0,0,3,5,7,6,30,7,8,29,22,25,30,46,35,12,212,5,10,32,32,28,24,8,0,0,145,0,3,11,9,11,10,3,0,0,57,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,40,46,44,45,11,3,0,210,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,5,0,0,0,0,11,6,13,40,51,45,44,15,3,0,222,10,7,13,6,8,19,66,40,14,181,5,3,11,7,14,12,15,12,9,93,27,22,65,62,62,73,98,58,22,489
UCL521010,11,15,22,23,39,29,4,0,0,146,5,8,20,12,18,18,43,27,6,159,4,0,0,0,4,5,0,0,0,20,24,23,49,34,58,50,54,23,6,328,10,19,32,35,44,22,4,0,0,165,9,10,16,7,22,23,7,0,0,86,0,0,7,0,8,7,0,0,0,20,0,0,3,0,0,3,0,0,0,11,20,29,53,49,73,53,14,0,0,285,8,0,5,5,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,10,9,0,3,3,0,5,0,0,0,28,30,28,54,49,75,59,14,0,0,310,21,15,32,19,29,31,74,50,12,281,8,0,5,6,11,7,8,4,0,48,57,51,95,76,113,96,93,52,12,633
UCL521011,13,5,19,46,36,23,4,0,0,148,6,4,15,9,5,14,9,9,0,64,0,0,0,3,0,0,0,0,0,3,17,9,36,53,44,30,13,9,0,217,6,20,32,58,50,30,3,0,0,200,11,4,11,29,23,5,0,0,0,87,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,21,27,49,91,73,37,4,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,11,20,25,45,91,73,43,4,0,0,309,9,0,13,11,5,17,30,14,0,104,0,0,3,3,0,0,0,0,0,4,33,30,65,102,79,61,33,14,0,418
UCL521012,4,5,18,18,29,33,7,0,0,119,9,0,6,5,8,16,44,5,0,98,0,0,0,3,0,0,0,0,0,11,15,5,27,21,35,58,56,10,5,229,3,7,29,32,38,42,3,0,0,155,13,0,14,9,17,7,10,0,0,68,0,0,0,0,0,7,3,0,0,16,0,0,0,0,7,0,0,0,0,3,15,11,44,38,60,62,21,0,0,238,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,3,5,0,0,6,0,0,0,4,0,4,5,0,0,18,17,11,46,43,60,60,22,0,0,255,10,0,4,5,10,40,77,20,7,176,0,0,0,0,5,7,7,0,5,22,29,15,56,49,71,104,106,23,9,460
UCL521013,19,9,39,43,64,41,11,0,0,217,16,0,13,6,12,18,35,10,6,120,0,0,4,3,0,4,0,0,0,18,28,10,54,56,72,58,44,15,6,351,10,21,41,44,58,49,10,0,0,233,23,8,24,27,38,30,14,0,0,158,4,0,4,3,6,9,0,0,0,27,0,0,0,0,3,0,0,0,0,14,34,25,77,71,107,89,24,0,0,428,0,0,0,0,8,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,0,0,3,0,8,3,0,0,0,20,41,25,79,71,109,92,23,0,0,443,37,0,20,12,22,33,67,23,10,218,0,0,6,3,4,4,0,3,0,31,73,36,105,91,134,131,90,24,10,695
UCL521014,5,4,16,24,46,29,13,0,0,143,9,4,11,9,6,19,32,11,0,99,5,0,9,15,12,13,11,5,0,68,21,9,36,49,64,61,50,10,0,304,5,14,63,50,72,61,20,0,0,282,3,0,7,17,17,16,13,0,0,86,0,0,3,4,4,3,0,0,0,18,0,0,0,0,0,4,0,0,0,9,11,19,69,77,97,84,30,0,0,387,0,0,5,0,0,5,0,0,0,13,0,0,5,0,5,0,0,0,0,14,5,3,3,5,3,6,0,0,0,23,11,19,75,72,106,95,30,0,0,413,10,6,12,13,18,40,86,19,6,212,12,10,41,47,32,28,19,10,0,195,32,37,126,134,151,168,134,28,4,823
UCL521015,8,6,34,24,27,27,20,0,0,140,0,3,0,3,5,8,27,29,12,95,0,0,3,0,3,4,4,5,5,20,6,8,41,27,28,42,48,33,17,264,7,12,45,27,35,38,20,0,0,200,4,4,11,15,17,10,10,0,0,83,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,9,19,20,61,47,56,60,33,3,0,299,0,0,0,5,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,3,0,0,0,12,18,22,62,50,58,57,36,3,0,311,4,0,0,8,5,19,57,52,28,172,4,0,3,0,6,0,13,5,3,35,23,25,72,55,67,81,106,58,37,518
UCL521016,10,11,26,21,28,22,8,0,0,127,9,7,13,9,9,15,21,15,10,104,0,0,3,10,3,0,5,0,0,17,23,17,42,41,38,34,32,11,10,249,7,25,57,31,39,27,10,0,0,188,10,5,12,19,20,16,4,0,0,88,0,0,0,0,0,3,3,0,0,14,0,0,5,0,0,0,0,0,0,6,15,27,70,49,63,46,23,0,0,293,0,5,7,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,7,4,5,5,0,0,4,0,0,0,14,23,32,74,49,61,51,23,0,0,312,21,7,16,9,12,24,41,34,18,179,3,0,3,9,5,0,5,0,0,33,40,37,96,69,80,74,70,34,16,516
UCL521017,3,13,34,40,23,20,7,4,0,144,3,4,9,5,7,11,13,16,10,84,0,3,9,3,5,4,5,6,5,39,6,25,45,46,37,36,24,21,17,270,0,25,60,58,40,48,13,6,0,247,10,4,18,19,15,11,5,7,0,89,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,10,34,82,79,51,57,26,9,0,347,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,14,34,82,84,60,57,26,9,0,355,11,3,11,9,7,17,25,31,14,134,0,8,16,13,12,14,11,8,5,91,22,43,108,109,75,91,58,43,21,578
UCL521018,5,9,21,23,26,20,8,0,0,119,7,4,6,7,3,13,19,18,5,87,0,0,0,0,5,0,0,0,0,6,17,17,27,36,32,36,21,23,5,209,6,15,38,26,38,16,5,0,0,150,12,3,14,16,14,9,4,4,0,78,0,0,6,0,3,4,0,0,0,11,0,3,0,0,0,0,0,0,0,3,17,27,54,48,58,28,12,4,0,247,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,17,20,54,51,58,34,12,4,0,253,22,4,9,8,4,21,42,26,10,150,0,0,0,0,4,0,0,0,0,9,40,29,64,59,72,57,54,33,10,418
UCL521019,8,22,55,50,62,90,20,5,0,305,5,3,17,14,13,80,157,51,0,341,3,12,18,22,26,50,45,21,3,201,12,32,93,85,97,218,215,73,3,843,3,18,62,56,56,69,21,5,0,294,12,8,26,25,26,37,16,0,0,136,3,4,26,22,29,71,14,3,0,169,0,0,5,0,0,5,0,0,0,14,13,28,105,107,116,185,47,13,0,616,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,7,0,0,0,16,13,32,110,110,120,193,47,13,0,633,5,3,20,19,19,115,342,124,12,659,6,17,29,47,45,90,103,48,9,389,31,60,158,177,191,397,487,181,17,1693
UCL521020,9,8,20,25,42,32,6,0,0,130,8,8,16,12,11,21,55,16,0,144,0,0,0,0,0,0,3,5,0,12,14,19,31,35,47,51,69,19,0,286,9,7,17,26,47,28,5,0,0,130,8,7,16,14,28,21,7,3,0,102,0,5,4,0,6,8,0,0,0,27,0,0,3,9,4,0,0,0,0,15,15,18,35,46,75,63,8,3,0,272,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,0,13,21,25,35,46,82,67,8,3,0,286,22,3,15,14,17,40,117,43,3,284,0,0,0,0,0,0,6,4,0,16,41,32,52,60,102,110,141,49,4,584
UCL521021,11,13,46,48,37,32,10,3,0,195,16,0,3,15,7,20,42,22,10,128,0,0,5,0,3,0,3,3,0,16,28,15,51,63,44,51,55,29,5,340,4,15,42,52,55,38,11,0,0,218,8,8,25,33,15,30,10,9,0,134,5,0,5,0,7,6,0,0,0,24,0,0,0,3,0,0,0,0,0,5,19,27,65,93,78,70,23,9,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,6,3,0,0,0,0,6,19,27,65,98,79,70,24,9,0,385,29,0,5,17,7,32,78,52,12,226,0,0,10,0,4,3,3,3,0,34,46,30,79,114,89,104,103,63,12,645
UCL521022,14,7,30,46,54,45,11,0,0,213,6,0,3,5,6,10,16,3,3,58,4,6,0,4,12,6,6,0,0,31,20,13,35,50,73,64,36,8,4,300,4,9,32,31,56,41,5,0,0,181,16,6,22,30,43,35,18,0,0,184,7,0,4,5,5,4,4,0,0,28,0,0,4,0,0,0,0,0,0,8,30,13,64,75,106,85,27,0,0,396,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,30,13,63,76,104,81,27,0,0,399,8,4,3,10,13,21,39,11,3,105,9,3,10,5,20,16,9,0,0,70,43,24,73,87,133,120,76,9,4,577
UCL521023,4,9,30,22,14,17,13,0,0,108,6,0,12,15,14,16,12,9,7,88,4,3,3,3,0,4,3,0,0,19,11,11,44,46,21,35,31,9,7,214,4,16,32,29,25,25,21,0,0,152,0,3,16,17,8,16,11,3,0,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,53,51,35,41,30,3,0,242,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,6,6,0,0,5,0,0,5,3,0,0,6,0,0,19,11,20,58,56,41,42,32,3,0,255,14,6,17,15,15,28,32,13,8,150,3,3,3,15,6,8,12,3,0,44,29,24,76,84,57,79,70,18,12,444
UCL521024,12,16,64,56,47,49,14,0,0,251,54,37,68,70,47,42,58,15,3,397,6,9,24,22,21,14,21,7,0,118,66,62,155,142,114,109,87,25,7,768,4,23,96,72,75,61,13,0,0,346,4,8,12,13,9,13,6,0,0,67,0,0,6,10,7,12,0,0,0,39,0,0,5,0,5,13,4,0,0,28,5,41,119,104,94,95,27,4,0,489,7,0,6,13,8,6,0,0,0,45,3,0,4,4,0,0,0,0,0,11,6,3,8,20,7,6,0,0,0,55,16,38,137,117,102,101,24,4,0,539,103,62,113,103,81,73,125,36,3,692,10,15,53,53,51,39,35,18,9,274,131,116,295,272,235,214,183,61,10,1517
UCL521025,6,15,44,32,28,34,3,0,0,165,0,0,15,11,13,11,27,27,8,120,0,0,3,0,0,5,3,5,0,20,8,16,59,42,41,52,40,30,9,300,0,11,56,47,52,46,10,0,0,227,3,5,28,17,13,19,8,0,0,97,0,0,6,6,5,9,0,0,0,36,0,0,5,0,0,5,3,0,0,11,6,18,87,71,75,82,14,0,0,364,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,21,92,71,76,80,17,0,0,375,3,0,16,12,26,19,63,40,9,192,0,3,11,0,5,14,5,10,0,45,11,26,122,89,100,113,82,56,15,613
UCL521026,19,16,28,37,61,28,4,0,0,198,8,5,10,15,16,19,14,20,0,109,5,0,0,9,9,6,0,0,0,19,27,20,41,61,81,54,25,24,0,320,9,13,21,45,87,43,7,0,0,229,13,15,18,15,18,18,9,0,0,99,0,0,10,0,4,4,3,0,0,17,3,4,0,3,3,0,0,0,0,16,24,27,45,62,111,70,17,4,0,367,0,0,0,0,7,3,0,0,0,13,3,0,0,0,0,0,0,0,0,8,3,0,0,0,8,3,0,0,0,17,27,30,51,67,120,75,17,4,0,383,14,7,13,20,19,27,36,34,3,179,3,0,0,5,8,6,0,0,0,30,48,38,63,97,147,109,54,36,3,595
UCL521027,17,12,25,24,29,13,3,0,0,128,6,5,20,15,12,12,12,10,0,85,10,14,38,25,26,18,8,8,0,140,27,38,79,63,68,46,27,10,0,349,11,22,86,63,71,45,4,0,0,293,14,0,9,9,13,9,0,3,0,58,4,3,13,0,7,0,0,0,0,20,3,0,3,0,4,0,0,0,0,10,24,29,98,77,81,56,10,3,0,380,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,17,29,27,103,81,89,53,15,3,0,396,14,10,15,17,12,29,30,9,0,138,20,34,124,106,115,66,24,8,4,486,57,72,243,199,215,144,66,17,4,1021
UCL521028,15,9,23,25,39,36,9,0,0,148,12,3,11,10,11,25,37,39,23,171,0,0,0,4,9,3,4,7,0,35,26,8,39,40,54,68,50,49,27,351,5,12,41,23,44,45,7,0,0,181,10,0,12,21,21,32,9,3,0,105,0,0,0,0,0,7,0,0,0,11,0,0,0,4,0,0,0,0,0,5,22,15,56,47,59,82,13,4,0,302,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,4,3,4,0,0,0,20,21,16,54,50,62,86,18,4,0,320,18,4,16,17,19,39,88,73,35,305,5,4,6,6,14,10,4,11,0,64,40,22,75,76,101,134,111,81,37,688
UCL521029,7,10,29,32,39,42,14,0,0,172,10,9,10,9,5,21,36,33,21,155,0,0,5,0,0,3,0,12,0,34,20,15,43,48,46,72,51,49,25,365,10,19,42,44,35,63,13,5,0,222,10,13,18,22,21,32,17,0,0,130,0,0,10,7,0,0,4,0,0,23,4,0,0,5,0,7,0,0,0,16,13,32,75,71,64,103,34,0,0,392,0,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,4,0,0,0,12,15,32,74,77,67,104,34,0,0,402,12,9,7,19,13,43,62,59,32,252,3,0,15,5,5,12,0,20,10,67,35,33,99,101,92,148,100,81,39,724
UCL521030,0,17,64,29,29,33,14,6,0,169,4,0,6,3,8,22,45,31,10,135,0,0,3,0,6,10,3,0,5,32,9,17,74,34,38,60,60,34,14,336,4,12,64,24,33,32,15,6,0,186,3,14,27,17,15,27,8,0,0,116,0,5,5,4,6,6,5,3,0,30,0,0,3,4,3,0,0,0,0,13,12,32,99,46,55,66,24,10,0,340,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,12,28,99,46,59,63,26,10,0,349,8,0,15,3,15,47,90,66,18,252,0,3,6,3,10,15,11,6,4,60,16,36,124,60,81,124,128,74,18,656
UCL521031,0,7,41,30,24,24,6,3,0,139,5,5,7,11,6,20,31,7,0,87,6,9,22,20,10,15,9,3,0,90,10,23,74,56,43,60,42,12,0,321,8,20,102,63,68,72,13,5,0,343,0,0,17,9,13,4,6,0,0,54,0,0,5,4,0,4,0,0,0,17,0,0,9,0,4,5,0,0,0,13,7,22,132,80,81,86,23,5,0,428,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,3,0,0,8,7,27,129,78,84,85,22,5,0,444,8,10,10,14,20,27,62,15,5,168,7,33,88,81,55,55,28,4,0,355,21,67,232,177,157,171,103,25,5,962
UCL521032,7,8,37,14,19,29,6,0,0,122,17,18,12,16,10,19,13,8,0,119,7,5,17,12,14,17,13,0,0,75,29,35,69,42,42,59,32,8,0,316,0,4,48,13,32,45,11,0,0,158,0,0,6,7,4,10,7,0,0,41,0,0,3,0,0,11,0,0,0,19,4,3,0,0,4,0,0,0,0,16,3,17,60,24,40,68,20,0,0,234,0,3,6,0,5,3,0,0,0,15,4,0,0,0,0,0,4,0,0,20,4,5,5,4,5,0,4,0,0,30,7,21,70,28,46,75,22,0,0,262,31,24,29,30,20,31,39,18,0,225,16,12,35,21,32,30,23,3,0,165,50,58,133,79,95,129,83,27,0,656
UCL521033,5,4,19,21,19,28,11,0,0,93,0,0,3,9,4,18,32,6,0,75,10,8,31,33,28,27,10,0,0,148,11,15,51,60,54,71,45,10,0,316,0,11,30,36,53,42,14,0,0,186,0,0,4,5,12,9,0,0,0,27,0,0,5,0,4,10,4,0,0,21,0,0,0,0,0,0,0,0,0,9,3,11,41,44,63,59,16,0,0,244,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,0,0,0,0,11,3,10,42,44,69,62,16,0,0,258,0,4,10,14,4,31,63,13,7,147,20,17,99,93,97,79,32,7,0,451,25,35,154,150,174,175,116,24,3,859
UCL521034,14,14,34,33,48,41,3,0,0,185,3,4,9,5,10,18,35,21,5,111,0,0,9,3,0,3,0,0,0,17,20,17,40,42,61,65,44,21,0,315,12,17,24,37,65,52,7,0,0,218,13,10,16,19,26,22,7,3,0,120,0,0,0,6,5,4,0,0,0,19,0,0,6,6,0,3,0,0,0,10,27,30,45,64,98,90,17,3,0,368,0,5,3,4,3,0,0,0,0,10,0,3,0,0,0,4,0,0,0,5,0,3,3,4,3,6,0,0,0,18,31,32,49,67,101,93,17,3,0,384,17,10,15,16,13,31,69,34,11,209,0,0,12,5,7,12,0,0,0,36,44,42,71,82,123,132,83,38,11,624
UCL521035,6,0,11,26,30,32,4,0,0,116,7,0,6,4,4,18,35,30,8,106,0,0,3,0,0,3,0,6,6,24,17,7,19,30,34,53,39,37,14,240,9,0,16,19,33,33,5,4,0,116,6,3,10,21,21,25,7,0,0,92,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,9,9,25,44,51,62,14,4,0,214,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,5,0,0,0,10,12,7,26,47,58,66,19,4,0,227,16,0,8,10,3,27,67,51,14,188,0,0,9,4,3,4,8,8,3,39,29,13,38,59,66,95,87,65,19,462
UCL521036,4,6,26,17,23,25,9,0,0,109,0,11,7,4,12,18,31,13,0,90,0,3,4,0,4,5,6,5,0,34,7,18,39,23,42,52,41,17,0,240,0,10,28,17,26,28,9,0,0,129,0,0,10,4,10,21,6,0,0,56,0,0,0,4,0,7,8,0,0,18,0,3,0,0,0,0,0,0,0,11,10,15,41,23,36,54,20,7,0,209,0,0,6,4,5,0,4,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,6,4,8,0,4,0,0,19,10,18,50,27,46,55,20,7,0,224,5,10,9,8,26,40,63,29,4,203,5,3,14,3,23,16,13,6,0,84,18,32,74,38,92,116,94,43,10,512
UCL521037,14,3,22,48,47,28,0,0,0,175,11,4,17,22,24,22,58,26,4,196,0,0,6,4,0,0,3,5,0,16,22,11,48,78,72,55,59,37,4,389,8,7,31,54,47,36,4,0,0,176,17,6,20,30,31,20,3,0,0,121,0,0,0,0,4,6,0,0,0,21,0,0,3,3,0,0,0,0,0,5,25,16,52,90,74,62,6,5,0,329,4,4,0,4,4,0,0,0,0,20,0,0,6,7,0,0,0,0,0,15,3,4,8,11,11,3,0,0,0,37,36,13,61,101,87,63,6,5,0,367,34,14,25,42,40,48,97,56,10,367,0,3,6,6,5,7,3,7,0,35,67,36,91,146,125,122,105,64,11,772
UCL521038,4,4,19,21,30,33,8,0,0,124,5,0,6,7,13,24,61,31,28,183,3,0,5,5,3,8,6,3,5,38,12,8,27,35,48,68,80,40,26,349,0,0,20,18,29,28,11,0,0,113,6,0,9,15,18,32,14,0,0,92,0,0,0,4,5,7,0,0,0,23,0,0,0,3,6,0,0,0,0,11,12,3,25,41,52,67,25,0,0,237,0,3,5,0,3,7,0,0,0,20,0,0,0,0,3,0,0,0,0,6,0,0,3,5,3,8,0,0,0,25,16,8,27,46,56,81,25,4,0,258,10,8,10,11,21,48,114,71,43,334,4,7,8,7,11,17,19,10,8,88,35,20,43,62,89,137,161,89,45,679
UCL521039,11,0,23,46,46,47,10,3,0,190,8,0,11,10,8,31,41,18,7,128,3,0,0,3,5,4,0,3,0,22,27,0,38,55,54,80,52,26,12,340,5,10,16,44,41,46,4,0,0,164,25,0,20,35,39,49,15,3,0,176,5,0,3,0,6,5,0,0,0,24,0,0,0,0,0,3,0,0,0,10,31,13,38,86,82,98,21,5,0,373,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,31,13,41,87,82,100,27,5,0,377,17,0,11,8,10,38,78,47,12,224,7,0,0,0,9,3,6,8,3,43,56,10,53,101,97,145,103,62,16,645
UCL521040,4,9,61,53,47,52,20,0,0,236,4,0,25,12,22,42,84,24,0,207,0,5,30,14,22,37,33,12,0,152,6,15,112,76,93,124,134,36,0,596,0,21,78,92,80,71,14,0,0,353,5,5,18,22,8,25,10,0,0,92,0,0,16,3,16,17,11,0,0,68,0,0,5,6,3,0,0,3,0,12,3,24,117,120,108,114,38,0,0,527,0,0,0,3,3,0,4,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,6,4,0,0,19,4,24,122,126,110,120,37,0,0,544,6,0,31,15,31,68,161,58,5,383,0,19,56,45,57,65,62,13,0,321,12,49,205,189,194,249,264,76,11,1246
UCL521041,0,20,59,44,20,18,5,0,0,168,3,0,28,11,6,8,4,0,0,55,0,0,4,0,0,0,0,0,0,9,5,21,90,61,21,23,13,0,0,234,0,22,93,98,57,47,10,0,0,330,0,6,26,27,5,6,0,0,0,66,0,3,15,6,7,12,4,0,0,43,0,0,3,0,3,0,0,0,0,12,0,31,134,138,68,67,13,0,0,452,0,3,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,4,0,3,3,4,0,0,0,0,0,7,0,30,135,140,68,68,13,0,0,461,11,0,28,11,9,8,4,0,0,72,0,0,6,0,0,0,0,0,0,9,11,38,171,151,76,74,18,0,0,543
UCL521042,10,12,25,31,38,32,8,0,0,160,6,0,5,10,9,14,21,19,14,93,0,0,3,0,3,0,0,9,0,21,14,11,35,48,53,40,32,22,15,270,0,18,24,38,57,38,12,0,0,180,17,7,19,12,22,22,10,0,0,106,0,0,0,8,4,10,7,0,0,28,3,0,4,0,0,0,0,0,0,7,20,21,45,60,81,69,25,0,0,324,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,8,20,24,50,57,79,68,25,0,0,334,12,3,9,16,14,18,51,38,25,181,0,5,12,4,8,6,5,6,5,43,35,31,66,76,101,95,79,45,28,555
