UCL_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
UCL521009,7,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,8,5,3,3,0,0,0,0,0,14,0,0,3,4,3,0,0,0,15,0,3,3,3,0,0,0,0,12,3,0,3,3,0,0,0,0,10,0,0,4,4,0,3,0,0,8,0,0,3,6,0,0,0,0,11,3,0,7,3,0,3,0,5,18,0,0,3,3,4,0,0,0,14,0,0,4,12,4,0,0,5,22,3,0,9,6,0,0,0,3,22,5,0,6,4,0,0,0,4,19,0,0,0,4,4,0,0,5,11,0,0,5,3,3,0,0,5,12,36,12,49,45,21,12,10,25,212
UCL521010,12,0,0,0,0,0,0,11,24,15,3,0,0,0,0,0,0,23,8,5,3,4,0,0,0,0,22,3,4,10,4,0,0,0,0,23,3,5,8,5,0,0,0,0,20,4,0,6,6,3,0,0,0,18,7,5,14,5,3,0,0,0,34,5,7,14,3,0,0,4,0,31,3,0,8,6,4,0,0,3,31,0,0,9,10,9,0,0,0,26,0,0,0,9,3,0,4,3,26,0,0,6,7,4,0,0,4,27,0,4,0,7,4,0,0,4,18,0,0,3,0,0,0,0,0,11,0,0,0,0,4,0,0,0,6,67,37,83,62,32,4,6,33,328
UCL521011,20,0,0,0,0,0,0,3,17,9,0,0,0,0,0,0,0,9,9,8,3,0,0,0,0,0,23,0,5,8,5,0,0,0,0,18,4,3,16,7,0,0,0,0,33,0,0,11,3,0,0,0,0,22,4,0,5,3,0,0,0,0,13,5,0,8,5,4,0,0,0,28,4,0,7,8,0,0,0,0,18,0,0,8,3,0,0,0,0,14,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,20,79,37,15,0,4,3,217
UCL521012,15,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,10,6,3,3,0,0,0,0,0,20,0,3,4,0,0,0,0,0,12,0,0,3,0,4,0,0,0,8,0,8,5,5,0,0,0,0,21,3,3,3,3,0,0,0,0,16,5,0,9,9,3,0,0,0,34,3,3,12,5,0,0,0,0,23,0,0,13,6,4,0,0,4,28,0,3,10,0,4,0,0,5,28,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,53,35,64,31,25,3,4,14,229
UCL521013,28,0,0,0,0,0,0,7,28,9,3,0,0,0,0,0,0,10,12,12,6,0,0,0,0,0,30,3,5,5,9,0,0,0,4,27,0,0,7,9,5,0,0,0,26,5,3,12,0,0,0,0,0,25,10,3,13,9,7,0,0,0,40,4,4,15,10,4,0,0,0,37,3,4,12,14,0,0,0,0,35,0,5,10,5,6,0,0,0,28,4,4,8,12,0,0,0,0,28,0,0,7,4,3,0,0,0,17,0,0,7,0,0,0,0,0,10,0,0,0,0,5,0,0,0,3,0,0,0,0,5,0,0,0,6,77,48,109,66,28,3,0,20,351
UCL521014,11,0,0,0,0,0,0,11,21,4,0,0,0,0,0,0,0,9,8,3,0,0,0,0,0,3,9,0,5,7,7,0,0,0,0,20,5,3,5,0,0,0,0,9,22,0,6,8,4,0,0,0,5,27,5,3,3,3,0,0,3,3,24,9,7,8,4,4,0,0,7,40,0,0,10,9,0,0,0,3,25,0,0,7,10,6,0,5,4,33,0,7,7,6,7,0,0,6,33,0,0,3,4,0,4,0,0,21,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,43,36,59,50,23,8,8,67,304
UCL521015,7,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,8,15,0,0,0,0,0,0,3,24,7,0,10,0,0,0,0,0,18,5,0,0,6,4,0,0,0,13,0,3,0,3,0,0,0,0,16,0,0,0,0,5,3,0,3,13,0,0,7,3,0,0,0,0,14,3,0,7,0,0,0,0,4,15,3,6,10,7,3,0,0,0,25,0,0,14,10,0,0,0,0,21,0,3,5,15,0,0,0,0,25,0,0,4,5,3,3,0,3,25,0,0,3,6,3,0,0,0,14,0,0,4,0,9,4,3,8,17,55,20,62,63,25,17,3,24,264
UCL521016,22,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,17,8,4,7,3,0,0,0,0,24,3,9,8,6,0,0,0,0,19,5,3,0,0,3,0,0,5,21,3,0,3,6,3,4,0,0,18,0,0,7,4,0,0,0,0,19,0,4,8,3,9,0,0,3,21,0,0,0,8,0,0,3,0,10,0,4,5,3,9,0,0,0,23,0,4,8,8,0,0,3,5,18,0,0,6,6,4,0,0,0,10,0,0,3,0,3,0,0,0,6,0,0,0,7,0,0,0,0,3,4,0,4,0,3,0,0,0,10,61,25,60,42,28,4,12,19,249
UCL521017,6,0,0,0,0,0,0,0,6,15,4,0,0,0,0,0,8,25,4,7,8,0,0,0,0,5,24,3,12,3,0,0,0,0,4,24,3,4,3,10,10,0,0,5,30,0,3,4,6,0,0,0,0,19,3,0,3,6,0,0,0,0,10,5,0,8,7,0,0,0,5,20,5,0,4,0,4,0,3,3,26,0,0,7,4,0,0,0,0,10,4,0,7,0,3,0,0,0,16,0,0,0,0,0,0,3,0,8,0,0,0,5,3,0,0,3,18,0,0,0,0,4,0,0,0,11,0,0,0,3,8,4,0,5,17,54,32,55,40,30,10,18,35,270
UCL521018,11,0,0,0,0,0,0,3,17,9,0,0,0,0,0,0,0,17,5,0,4,0,0,0,0,0,9,8,5,6,3,0,0,0,0,22,5,0,11,0,0,0,0,0,21,0,0,4,0,0,0,0,0,15,0,0,3,4,0,0,0,0,10,0,6,7,6,0,0,0,4,21,3,0,3,5,0,0,0,0,17,0,0,10,5,0,0,0,0,17,0,0,4,8,3,0,0,0,10,0,0,3,4,4,0,0,0,8,0,0,4,0,4,0,0,0,16,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,5,46,19,61,41,22,3,3,5,209
UCL521019,10,0,0,0,0,0,0,6,12,21,0,0,0,0,0,0,12,32,25,3,0,6,0,0,0,8,43,21,6,11,5,0,0,0,8,56,4,8,18,4,3,0,0,15,53,8,5,13,3,0,0,0,6,39,14,6,6,0,0,0,0,8,37,7,6,21,10,3,3,0,12,56,6,6,29,19,7,5,0,29,103,16,4,37,27,9,4,0,22,114,7,4,43,22,3,0,0,31,111,3,4,38,26,13,4,0,18,99,0,0,14,11,3,0,0,16,54,3,0,0,10,3,0,0,9,23,0,0,0,0,3,0,0,5,3,150,50,230,146,51,13,6,208,843
UCL521020,14,0,0,0,0,0,0,0,14,8,3,0,0,0,0,0,0,19,6,3,5,4,0,0,0,0,21,3,0,3,0,0,0,0,0,13,6,0,7,4,0,0,0,0,18,0,5,7,4,0,0,0,0,20,0,0,12,0,0,0,0,0,18,0,5,11,0,6,0,0,0,30,0,5,12,8,0,0,0,0,34,0,4,8,0,4,0,0,0,18,4,5,13,3,9,0,0,3,40,0,3,13,7,3,0,0,3,28,0,0,9,3,0,0,0,3,13,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,55,41,95,39,28,9,6,12,286
UCL521021,25,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,15,10,0,5,0,0,0,0,3,25,12,3,12,4,7,0,0,0,35,0,9,17,7,7,0,0,0,34,0,3,9,14,5,0,0,3,28,7,3,8,3,0,0,0,0,16,6,0,8,4,6,3,0,3,26,4,11,14,3,3,0,0,0,29,4,0,7,8,5,0,0,0,23,3,8,14,0,5,0,0,3,26,4,0,7,9,3,0,0,0,31,0,5,0,8,3,0,0,0,17,0,0,0,3,4,0,0,5,9,0,0,3,0,5,0,0,0,5,79,31,109,62,36,8,5,22,340
UCL521022,17,0,0,0,0,0,0,4,20,5,0,0,0,0,0,0,6,13,16,0,0,0,0,0,0,0,23,8,4,0,0,0,0,0,0,18,8,4,0,3,0,0,0,0,19,0,7,10,7,0,0,0,4,33,0,7,12,4,0,0,0,3,39,4,9,11,4,0,0,0,4,30,7,4,13,3,0,0,0,5,36,4,0,14,4,7,0,0,0,29,3,0,9,0,0,0,0,0,21,0,0,7,0,0,0,0,7,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,80,37,93,38,11,0,0,36,300
UCL521023,9,0,0,0,0,0,0,6,11,7,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,3,14,7,9,12,0,0,5,0,5,31,3,5,7,0,3,0,0,0,25,6,0,8,7,5,0,0,3,23,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,4,6,0,0,0,13,0,0,10,0,0,0,3,3,21,3,0,9,0,3,0,4,3,23,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,52,17,52,32,23,10,7,33,214
UCL521024,34,3,0,0,0,0,0,28,66,24,7,9,0,0,0,0,19,62,31,9,12,3,3,0,0,10,77,23,8,11,10,0,0,3,17,81,13,9,5,12,7,3,10,10,72,12,11,9,11,6,3,11,11,75,8,6,8,7,3,0,6,10,53,9,9,7,11,7,0,5,12,61,8,8,7,10,3,6,10,11,66,5,3,14,3,10,0,4,6,48,7,0,18,11,3,6,5,12,61,5,4,0,5,4,0,3,10,23,0,0,3,4,0,0,3,7,19,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,181,69,115,94,49,23,63,174,768
UCL521025,4,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,16,12,9,6,0,0,0,0,3,36,6,3,9,3,0,0,0,0,23,0,0,12,5,0,0,0,6,25,8,0,3,3,6,0,0,0,23,9,0,7,0,0,0,0,0,17,8,0,4,0,3,0,0,0,22,5,3,0,12,0,0,0,5,30,3,4,4,6,3,0,0,3,22,0,0,5,8,3,0,0,4,21,0,0,5,8,0,0,0,4,16,3,0,0,5,3,0,0,0,17,0,0,0,3,4,0,0,0,15,0,0,0,0,3,0,0,0,9,79,35,66,59,31,8,0,30,300
UCL521026,25,0,0,0,0,0,0,5,27,18,0,0,0,0,0,0,0,20,8,4,4,0,0,0,0,0,20,4,3,7,3,0,0,0,0,20,5,0,7,5,0,0,0,4,30,8,0,8,6,3,4,0,0,28,4,7,20,5,5,0,0,3,41,6,4,18,5,0,0,0,4,41,9,4,14,6,0,0,0,0,36,0,0,11,3,3,0,0,4,20,7,0,4,6,0,0,0,0,12,0,0,6,0,0,0,0,0,13,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,83,34,104,51,18,6,3,23,320
UCL521027,19,3,0,0,0,0,0,10,27,15,3,0,0,0,0,0,14,38,8,3,5,0,0,0,0,19,30,12,3,9,7,0,0,0,16,47,3,0,7,5,0,0,0,5,27,6,0,6,0,4,0,0,17,34,6,0,11,3,6,0,0,17,39,0,4,10,3,0,0,3,11,29,0,0,3,0,5,0,0,9,19,0,0,10,0,0,0,0,12,28,0,0,5,3,4,0,0,5,15,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,68,19,55,33,19,5,8,135,349
UCL521028,20,0,0,0,0,0,0,3,26,9,0,0,0,0,0,0,0,8,12,0,3,0,0,0,0,4,19,3,3,3,0,0,0,0,0,17,0,0,7,0,6,0,0,0,17,5,4,5,6,0,0,0,0,19,0,3,4,4,4,0,0,6,26,6,0,10,4,6,0,0,3,30,4,4,13,7,0,0,3,8,43,3,0,12,9,3,0,0,0,27,3,0,8,4,0,0,0,4,19,0,0,11,13,3,0,0,3,32,0,3,6,3,0,0,0,9,23,0,0,4,5,5,6,0,4,23,0,4,5,9,9,4,0,0,27,68,23,99,61,37,15,8,48,351
UCL521029,14,0,0,0,0,0,0,3,20,5,8,5,0,0,0,0,0,15,8,3,4,0,0,0,0,0,21,9,0,8,0,0,0,0,9,18,5,6,4,11,3,0,0,3,25,0,4,7,3,0,0,0,4,21,3,0,5,0,6,0,0,0,17,0,4,15,6,0,0,0,4,31,5,0,14,9,6,0,0,8,41,0,0,9,7,0,3,0,0,28,3,4,10,15,3,0,0,0,28,0,0,4,9,0,0,4,0,24,0,4,3,8,0,3,0,3,27,0,4,0,5,4,0,0,7,24,0,0,0,5,7,3,0,0,25,60,36,92,82,33,15,4,40,365
UCL521030,3,0,0,0,0,0,0,5,9,8,0,0,0,0,0,0,0,17,32,3,0,0,0,0,0,4,39,18,3,5,6,0,0,0,0,32,4,6,0,3,3,0,0,3,18,4,4,0,0,0,0,0,0,14,0,4,0,5,0,0,0,4,17,6,3,7,0,0,3,0,0,24,7,0,3,10,0,0,0,4,26,10,3,11,8,0,0,0,5,33,0,0,13,5,3,3,0,6,34,3,3,8,10,0,0,0,0,23,4,5,4,3,5,0,0,3,25,0,0,4,0,0,0,0,0,12,0,0,0,3,5,0,0,0,14,106,33,73,51,26,11,0,37,336
UCL521031,10,0,0,0,0,0,0,0,10,8,6,0,0,0,0,0,11,23,15,3,0,5,0,0,0,10,30,15,8,0,4,0,0,0,13,43,7,0,0,0,0,0,0,11,26,4,0,4,0,5,3,4,11,28,3,7,5,0,0,0,0,3,22,5,0,5,0,4,0,0,8,22,4,3,5,9,0,0,0,8,28,4,4,9,3,6,0,0,11,32,0,0,8,4,0,3,0,6,31,3,0,4,6,0,0,0,0,11,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,80,33,42,37,19,13,9,95,321
UCL521032,20,0,0,0,0,0,0,10,29,18,7,0,0,0,0,0,8,35,18,4,0,0,0,0,0,7,39,9,6,3,5,0,0,4,9,28,3,5,4,0,6,0,3,9,26,0,3,3,0,0,0,5,3,17,4,0,0,7,0,0,5,3,19,3,0,0,0,3,3,0,10,26,4,0,7,3,4,0,4,6,33,0,0,0,10,0,0,0,3,27,0,0,5,5,7,0,0,7,21,0,0,4,4,0,0,0,0,16,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,81,35,33,31,24,13,19,86,316
UCL521033,5,0,0,0,0,0,0,13,11,3,0,0,0,0,0,0,8,15,5,0,0,0,0,0,0,14,26,8,0,0,4,0,0,0,11,28,0,0,5,8,0,0,3,14,32,4,0,4,4,6,0,0,20,34,0,4,6,5,0,0,0,13,26,0,3,0,4,0,0,0,13,27,6,4,5,3,0,0,0,10,30,0,9,7,7,4,0,0,13,44,3,0,3,11,5,0,0,6,30,0,0,7,0,0,0,0,7,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,19,44,34,13,3,9,148,316
UCL521034,20,0,0,0,0,0,0,0,20,14,0,0,0,0,0,0,0,17,7,3,3,0,0,0,0,4,22,6,5,5,5,0,0,0,3,23,3,3,7,9,0,0,0,0,28,3,0,6,0,0,0,0,0,12,7,5,11,11,0,0,0,0,23,12,4,6,3,6,0,0,0,33,3,3,17,10,4,0,0,4,40,4,0,7,11,0,0,0,3,28,0,6,8,4,0,0,0,0,18,0,7,9,0,6,0,5,0,23,0,3,0,3,4,0,0,0,8,0,0,0,8,3,3,0,0,15,0,0,0,0,0,0,0,0,0,78,38,81,57,26,7,7,23,315
UCL521035,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,3,9,5,5,5,0,0,0,0,0,14,8,4,0,6,0,0,0,0,15,3,4,5,0,0,0,0,0,18,0,0,3,0,3,0,0,0,16,3,6,0,8,5,0,0,0,19,4,5,3,8,8,0,0,5,26,4,3,7,10,0,0,0,3,25,0,0,6,4,0,0,0,0,14,7,0,4,6,4,4,0,0,24,0,0,0,9,3,0,0,5,21,0,0,0,3,5,0,0,0,6,0,0,0,3,0,0,4,6,14,53,24,47,57,25,8,7,25,240
UCL521036,4,0,0,0,0,0,0,0,7,13,4,0,0,0,0,0,5,18,10,0,0,0,0,0,0,0,18,9,3,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,6,15,3,0,3,0,3,0,4,7,18,0,6,10,4,0,0,0,3,25,3,3,6,6,0,0,0,3,18,3,5,7,8,6,0,0,3,30,0,0,6,5,0,0,0,3,22,0,0,7,6,0,0,6,0,21,0,0,0,0,0,0,0,5,17,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,50,25,54,39,16,4,10,38,240
UCL521037,23,0,0,0,0,0,0,3,22,5,6,0,0,0,0,0,0,11,9,0,5,3,0,0,0,3,19,7,4,6,4,0,0,0,3,27,8,3,15,11,8,3,0,0,40,5,3,9,7,6,0,0,0,38,0,6,10,3,10,4,0,5,34,7,8,8,13,4,0,0,0,36,5,3,3,3,6,0,0,0,25,0,4,7,8,3,4,0,0,29,3,5,9,5,0,0,3,0,35,0,3,6,3,3,0,5,0,28,0,0,7,4,0,4,0,3,16,0,0,4,0,3,4,0,0,12,0,0,5,0,0,0,0,0,4,68,43,103,78,48,17,10,25,389
UCL521038,11,0,0,0,0,0,0,3,12,5,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,10,3,0,3,4,0,0,0,0,20,0,0,5,3,4,0,0,4,13,0,0,4,0,6,0,0,6,19,0,3,3,3,6,3,0,4,20,6,3,11,9,0,0,0,0,29,5,0,7,12,6,0,0,3,29,6,3,13,6,8,0,0,5,39,3,3,14,13,3,0,0,4,45,3,3,10,9,6,0,0,4,34,3,9,9,3,6,3,0,4,29,0,0,0,7,0,6,0,0,10,5,0,11,4,5,0,6,5,26,50,26,94,70,39,12,7,42,349
UCL521039,22,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,17,0,8,0,4,0,0,0,0,20,3,0,18,0,7,0,0,0,30,3,4,9,3,4,0,0,4,30,0,0,10,6,3,0,0,0,23,3,5,17,3,3,0,0,3,33,8,3,16,7,0,0,0,0,47,4,3,18,6,0,0,0,0,31,5,3,8,8,5,0,0,0,26,0,5,14,4,3,0,0,0,26,5,0,3,0,5,0,0,0,16,0,0,0,3,0,0,0,7,8,0,3,0,9,0,0,0,0,12,81,36,117,50,32,3,0,22,340
UCL521040,4,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,5,15,13,4,10,0,0,0,0,16,38,22,12,10,4,0,0,0,21,69,8,3,13,6,0,0,0,7,44,5,6,12,4,0,0,0,7,33,4,3,10,4,7,0,0,6,36,5,9,14,12,0,0,0,14,59,0,4,18,5,4,0,0,17,45,5,3,24,28,0,0,0,24,77,3,4,23,17,8,6,0,19,73,0,0,24,14,5,0,0,23,61,0,3,9,4,0,0,0,5,20,0,0,3,0,0,0,0,4,12,0,0,0,3,0,0,0,0,0,84,54,150,110,29,6,5,163,596
UCL521041,5,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,21,8,9,6,0,0,0,0,0,30,11,8,25,10,0,0,0,0,62,12,3,19,3,3,0,0,0,40,0,0,7,6,3,0,0,0,23,0,0,3,4,4,0,0,0,10,0,0,3,5,0,0,0,0,10,4,0,8,4,0,5,0,0,16,0,0,4,0,0,0,0,0,6,0,3,0,0,3,0,0,0,7,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33,76,33,18,0,0,10,234
UCL521042,13,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,3,17,9,0,0,3,3,0,0,0,14,0,7,11,0,0,0,0,0,21,7,4,3,4,0,0,0,3,23,7,5,12,0,0,0,0,0,26,5,3,11,6,3,0,0,4,25,5,0,8,0,4,0,0,0,20,8,0,8,7,0,0,0,0,27,4,0,4,10,0,0,0,0,22,0,0,9,7,0,0,0,0,12,0,0,0,8,0,3,0,4,16,0,0,4,0,3,0,0,3,12,0,0,0,3,3,5,3,0,15,77,17,75,42,21,13,3,24,270
UCL521043,9,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,10,3,5,5,0,0,0,0,0,13,0,6,4,3,0,0,0,0,11,3,0,9,3,0,0,0,0,16,3,5,8,4,0,0,0,0,20,11,5,7,0,0,0,0,4,21,0,0,8,6,5,0,0,0,16,3,3,7,10,4,0,0,4,30,3,0,8,4,0,0,0,0,15,4,0,5,4,0,0,0,0,16,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,53,26,63,32,14,0,3,13,199
UCL521044,9,0,0,0,0,0,0,0,9,5,0,3,0,0,0,0,0,16,3,0,0,3,0,0,0,0,16,0,3,7,0,6,0,0,3,20,3,5,4,4,4,0,0,0,20,0,4,4,4,0,0,0,0,13,0,0,3,0,0,0,0,5,14,0,0,0,0,7,4,0,0,17,5,3,8,13,0,0,0,0,34,6,4,14,4,6,0,3,4,33,4,0,9,8,3,0,0,3,35,0,4,7,6,6,0,0,0,26,0,0,7,6,8,0,0,0,21,0,0,0,13,0,0,0,3,20,0,0,0,0,0,7,0,0,11,42,24,77,64,31,12,10,28,292
