UCL_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
UCL515010,626,324,444,341,339,355,238,80,23,2770,0,3,4,0,3,5,0,0,0,14,12,0,9,0,7,22,42,4,0,104,3,7,7,13,9,27,35,0,0,102,3,0,3,0,6,23,16,0,0,66,0,0,0,0,10,20,21,5,0,59,31,35,72,49,73,110,120,30,4,518,0,0,0,3,0,6,0,0,0,7,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,58,41,103,67,111,203,237,42,4,874,60,41,106,72,117,207,237,45,4,889,0,3,10,0,0,0,0,0,0,8,683,370,554,416,458,564,474,127,26,3668
UCL515011,503,246,236,314,290,338,327,231,87,2572,0,0,3,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,18,3,13,9,14,10,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,18,3,13,13,14,10,0,110,10,41,17,3,13,13,24,10,0,120,0,4,6,8,0,0,0,0,0,25,512,289,261,327,303,351,349,238,88,2712
UCL515012,550,237,332,269,281,164,135,44,12,2031,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,5,9,11,10,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,6,8,11,8,0,0,61,0,14,11,6,8,11,15,0,0,67,0,4,0,0,0,0,0,0,0,0,560,252,347,272,289,178,143,46,15,2101
UCL515013,484,267,458,403,346,292,198,91,17,2551,0,0,3,0,0,0,0,0,0,5,13,9,3,9,5,17,17,0,0,75,18,0,16,15,15,21,26,4,0,118,0,3,3,6,0,14,15,0,0,42,10,3,5,3,0,4,12,5,0,47,144,104,259,189,165,355,591,235,25,2079,0,3,0,3,4,12,9,3,0,32,0,0,0,0,0,8,3,0,0,11,4,0,0,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,191,121,297,225,207,431,675,255,25,2422,191,120,300,225,207,429,675,255,25,2430,0,11,19,0,0,3,0,0,0,36,683,398,774,628,551,726,875,339,41,5013
UCL515014,194,119,195,143,122,130,51,10,3,963,0,0,0,0,4,0,0,0,0,4,0,0,5,5,6,3,19,0,0,32,8,0,6,5,8,25,16,8,0,76,0,0,0,0,0,7,16,3,0,22,0,0,0,0,3,4,10,0,0,22,8,27,30,27,54,47,42,13,0,252,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,40,35,76,85,105,24,0,409,14,30,40,37,77,85,105,24,0,418,0,0,0,0,0,0,3,0,0,4,210,153,238,184,202,216,154,35,3,1388
UCL515015,479,239,371,302,326,301,302,252,114,2686,0,0,0,0,5,0,9,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,5,12,14,3,5,10,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,5,12,14,6,5,10,76,4,9,16,6,13,14,12,8,12,91,0,3,7,0,4,0,0,0,0,13,485,251,392,304,342,317,312,259,129,2791
UCL515016,224,80,148,162,158,231,246,106,36,1393,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,5,0,0,8,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,11,0,0,0,0,0,0,10,0,0,10,21,8,24,11,22,28,52,20,4,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,24,11,22,28,69,20,4,216,20,6,24,11,22,35,71,20,4,218,0,0,0,0,3,0,0,0,0,8,245,90,176,180,180,265,323,127,37,1621
UCL515017,150,82,84,114,156,219,199,95,24,1130,3,3,0,0,4,0,0,0,0,18,0,0,0,0,4,10,17,0,0,33,9,0,0,3,0,4,23,0,0,39,5,0,0,4,3,11,23,0,0,42,4,0,0,0,4,10,8,3,0,29,57,35,54,71,63,179,239,109,12,818,0,0,5,0,4,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,43,60,82,77,214,317,109,12,978,74,45,60,83,80,214,318,109,12,994,0,0,6,0,0,3,0,0,0,13,223,130,150,196,232,442,518,202,38,2134
UCL515018,358,197,206,226,236,213,104,31,11,1587,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,8,12,11,5,7,7,0,0,50,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,8,8,10,0,0,67,5,7,9,12,8,8,10,0,0,63,0,0,0,0,0,0,0,0,0,0,369,207,219,233,243,225,113,34,11,1648
UCL515019,706,445,458,401,397,428,356,202,84,3478,0,0,0,6,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,37,15,25,32,18,10,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,37,15,28,29,25,10,0,175,15,23,39,27,31,28,25,10,4,191,0,4,4,0,0,0,0,0,0,3,721,473,495,426,426,462,379,208,88,3675
UCL515020,1024,483,833,581,540,414,195,57,16,4143,4,0,8,6,0,14,8,7,0,43,10,7,10,13,8,24,62,8,0,139,16,5,11,10,27,53,64,5,0,193,3,3,14,8,8,39,48,7,0,126,0,3,3,6,0,28,39,5,0,91,56,45,108,61,116,204,224,39,8,864,0,0,0,0,0,3,10,0,0,15,9,7,8,7,9,11,0,0,0,44,4,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,95,69,147,119,173,365,449,63,5,1481,101,69,153,120,174,374,452,65,5,1521,0,16,36,6,6,3,4,0,0,63,1122,558,1021,710,720,793,655,126,22,5733
UCL515021,268,157,120,159,204,245,223,118,31,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,9,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,9,0,5,0,0,30,7,6,0,4,8,0,5,0,0,33,0,0,0,0,0,0,0,0,0,0,273,165,118,167,214,249,227,121,30,1563
UCL515022,755,455,451,417,463,518,430,278,102,3870,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,21,23,18,14,12,11,8,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,21,23,19,19,14,11,8,151,16,17,22,23,19,23,19,11,8,158,0,7,14,0,0,0,0,0,0,17,764,471,491,443,480,534,445,290,114,4046
UCL515023,415,262,293,262,263,292,246,114,55,2209,5,0,0,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,28,34,23,40,36,15,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,36,19,49,36,24,0,0,205,17,34,38,22,50,37,24,4,0,225,0,0,0,0,0,0,0,0,0,3,429,293,330,280,317,330,275,119,57,2435
UCL515024,315,159,173,152,161,191,176,96,43,1469,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,20,15,11,17,34,15,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,22,10,17,40,26,3,0,137,6,19,22,10,20,40,26,3,0,147,0,20,26,9,0,0,0,0,0,51,316,199,222,178,181,236,199,100,43,1668
UCL515025,337,195,165,169,215,252,216,121,80,1759,3,0,5,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,11,13,11,8,4,7,73,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,11,13,18,11,4,7,80,11,6,10,11,13,18,12,4,7,85,0,0,0,0,0,0,0,0,0,0,351,203,176,181,227,268,226,126,83,1844
UCL515026,545,277,389,246,251,230,147,52,23,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,8,10,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,6,12,8,0,0,52,3,7,10,6,6,12,6,0,0,55,0,0,0,0,0,0,0,0,0,0,547,283,398,251,261,236,150,52,23,2210
UCL515027,645,427,433,382,418,443,396,231,143,3513,7,0,0,0,4,3,11,0,0,23,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,32,31,38,34,15,10,5,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,32,31,43,36,15,10,5,230,29,52,33,28,47,39,24,9,3,257,0,0,5,0,0,0,0,0,0,8,673,476,467,417,462,484,420,245,144,3779
UCL515028,1112,392,780,696,499,315,78,11,0,3884,0,0,0,0,7,3,0,0,0,12,0,3,6,3,10,10,0,0,0,25,0,0,0,6,6,9,5,0,0,27,5,0,8,8,9,8,4,0,0,36,0,0,0,0,0,6,3,0,0,11,11,63,182,148,222,140,54,17,0,834,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,62,199,157,248,169,74,21,0,950,17,67,199,162,249,176,75,21,0,962,0,0,9,5,3,5,0,0,0,28,1131,464,987,866,754,491,154,27,0,4870
UCL515029,277,117,205,264,175,120,17,6,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,8,0,0,0,5,4,0,0,0,0,4,3,34,95,80,126,90,25,4,3,453,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,95,96,128,90,26,4,3,477,3,33,95,96,128,90,26,4,3,483,0,0,0,0,0,3,0,0,0,6,276,149,298,357,307,216,40,15,3,1664
UCL515030,699,401,309,405,422,444,465,301,125,3579,0,0,4,0,0,0,3,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,20,13,9,9,13,10,5,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,16,13,11,9,21,10,5,119,18,22,22,18,9,11,21,12,8,134,0,0,0,0,0,0,0,0,0,0,718,422,330,421,434,457,487,315,133,3713
UCL515031,405,194,179,243,299,413,468,276,68,2543,0,0,0,5,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,5,3,3,0,0,0,8,25,25,58,48,42,90,130,53,5,469,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,59,57,51,95,132,50,5,497,27,24,59,60,48,97,140,55,5,507,0,0,0,0,0,0,0,0,0,4,429,224,238,305,347,509,611,331,72,3054
UCL515032,313,181,148,171,230,187,107,30,11,1390,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,6,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,7,0,6,0,33,8,8,3,0,0,11,0,6,0,36,0,0,0,0,0,0,0,0,0,0,317,184,153,171,234,192,113,36,16,1424
UCL515033,853,228,422,539,338,208,44,10,0,2641,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,15,3,0,4,0,0,6,0,0,0,13,0,0,0,3,8,10,0,0,0,20,0,0,0,3,0,3,0,0,0,12,8,22,83,90,88,77,53,20,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,85,95,97,97,60,23,0,500,16,21,85,93,100,97,60,23,0,505,0,0,0,0,4,6,3,0,0,17,871,255,511,640,439,313,107,32,6,3162
UCL515034,626,246,311,316,356,325,284,154,32,2638,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,6,11,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,5,12,9,0,0,52,5,10,8,5,5,12,5,0,0,58,0,0,4,0,0,0,0,0,0,6,625,256,322,319,366,336,289,152,32,2693
UCL515035,184,96,125,117,120,198,191,119,40,1197,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,5,9,8,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,5,9,8,3,0,0,40,3,5,7,5,9,10,4,3,0,40,0,0,0,0,0,0,0,0,0,3,187,101,128,125,125,215,196,126,41,1243
UCL515036,409,195,209,228,272,312,301,183,85,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,5,3,10,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,5,7,10,9,6,0,0,60,12,15,8,7,10,8,6,0,0,59,0,0,0,0,0,0,0,0,0,0,422,207,218,233,281,323,306,187,85,2257
UCL515037,554,210,352,393,234,144,39,9,0,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,9,0,0,0,18,0,0,0,0,0,3,0,0,0,8,14,34,126,104,91,101,28,3,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,131,110,97,118,28,3,0,535,14,36,131,115,98,118,28,3,0,537,0,0,0,0,0,0,0,0,0,6,567,241,482,507,337,258,63,14,0,2474
UCL515038,307,143,164,196,251,357,457,275,92,2242,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,12,20,19,16,26,10,7,5,119,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,19,16,27,12,12,5,121,13,12,20,19,22,30,16,14,5,138,0,0,0,0,0,0,0,0,0,0,320,152,180,219,267,390,474,287,93,2380
UCL521001,87,65,31,59,83,91,53,14,3,480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,8,3,3,5,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,88,67,31,65,87,90,53,19,3,499
UCL521002,130,64,61,91,105,100,147,47,8,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,130,65,58,90,113,97,148,47,8,763
UCL521003,96,49,47,72,77,127,171,118,41,798,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,5,3,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,5,3,11,0,0,35,3,3,0,6,5,3,18,3,0,44,0,0,0,0,0,0,0,0,0,4,98,52,52,80,84,127,189,117,40,841
UCL521004,167,105,105,67,66,40,16,0,0,576,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,6,3,5,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,6,5,4,3,3,0,34,9,3,6,3,3,4,3,3,0,37,0,0,0,0,0,0,0,0,0,0,173,106,114,73,73,51,21,8,0,609
UCL521005,260,75,129,133,120,151,121,52,10,1049,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,11,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,13,8,0,0,45,6,4,3,4,3,11,12,0,0,51,0,3,0,0,0,0,0,0,0,3,264,84,136,143,125,165,127,52,10,1104
UCL521006,173,65,69,102,100,146,110,63,5,822,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,13,3,0,0,4,0,5,0,7,0,20,0,0,0,0,0,0,0,0,0,4,174,64,72,105,102,148,110,66,5,847
