UCL_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
UCL515021,15,15,40,56,61,54,12,4,0,268,26,8,6,11,16,23,14,0,0,102,7,0,0,0,9,14,7,0,0,36,0,0,0,0,0,0,0,0,0,11,42,25,51,70,91,94,32,0,0,408,0,0,0,0,0,3,0,0,0,7,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,0,15,49,25,50,68,92,98,33,0,0,426,23,0,4,4,11,16,81,48,17,207,0,3,0,0,3,3,5,0,0,21,73,29,53,81,108,120,119,52,13,658,5,6,17,20,36,32,7,0,0,129,17,9,31,47,45,44,15,6,0,212,0,0,0,0,6,3,0,0,0,18,3,0,0,0,0,0,0,0,0,3,25,20,46,72,84,79,22,4,0,362,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,10,4,0,0,0,0,3,0,0,0,9
UCL515022,34,78,154,139,143,144,34,9,0,743,24,11,30,20,26,26,22,11,0,170,0,4,9,5,4,9,4,0,0,37,0,9,7,5,0,3,3,0,0,22,62,95,200,173,172,177,70,14,0,971,0,9,5,4,8,3,0,0,0,33,10,3,0,0,0,4,0,0,0,19,9,14,11,6,8,4,4,0,0,45,72,109,207,173,182,185,70,14,0,1023,52,3,23,30,26,69,136,124,34,502,11,0,11,12,27,6,4,10,6,93,137,123,240,209,231,262,216,147,41,1609,17,29,61,74,82,82,10,4,0,358,47,27,80,89,85,76,31,3,0,438,0,8,15,6,3,10,4,0,0,43,0,0,5,0,7,0,0,0,0,18,60,65,161,162,178,175,47,7,0,852,3,0,7,4,6,4,0,0,0,24,3,0,0,3,3,0,0,0,0,22,0,0,9,10,9,8,0,0,0,39
UCL515023,9,52,97,81,96,81,26,4,0,447,16,15,26,8,9,19,20,0,0,115,0,0,3,4,7,0,3,0,0,22,0,0,3,6,0,0,0,0,0,16,29,65,131,100,117,107,45,7,0,600,0,4,5,4,0,4,0,0,0,25,0,0,0,0,9,0,0,0,0,8,0,7,8,4,4,4,0,0,0,34,34,67,142,104,123,106,48,7,5,633,26,8,11,17,26,32,85,46,19,269,10,18,28,19,17,25,19,8,5,145,63,96,176,139,170,166,154,60,20,1048,13,23,48,48,48,40,14,0,0,234,34,16,35,39,38,45,8,0,0,219,6,6,11,5,4,5,0,0,0,23,0,0,0,6,4,0,0,3,0,13,42,43,100,94,101,93,22,0,0,489,0,4,0,0,5,5,0,0,0,11,0,5,0,0,5,0,0,0,0,13,0,6,7,0,3,0,0,0,0,20
UCL515024,10,25,52,49,48,67,22,3,0,269,11,0,3,3,9,18,11,3,0,61,0,0,0,0,0,4,3,0,0,17,0,0,7,0,3,0,0,0,0,7,16,28,62,52,58,90,35,3,0,351,0,7,11,0,6,0,0,0,0,21,0,0,0,0,0,4,0,0,0,10,0,7,11,5,6,4,0,0,0,29,24,30,67,56,58,92,39,3,0,376,23,3,14,11,13,16,49,39,10,178,6,14,16,10,14,21,14,9,0,102,51,53,100,73,85,130,97,51,12,656,7,16,33,29,40,33,6,0,0,165,4,8,22,30,22,28,9,3,0,128,0,0,6,0,0,4,0,0,0,15,0,0,0,0,0,0,4,0,0,3,13,26,58,60,63,66,22,3,0,315,3,0,6,0,3,0,0,0,0,11,3,0,6,0,0,0,0,0,0,10,5,4,12,0,4,0,0,0,0,23
UCL515025,11,24,49,43,60,44,8,4,0,241,12,7,5,10,8,16,22,4,0,85,0,0,4,6,4,0,4,0,0,15,0,0,0,0,0,3,0,0,0,11,27,28,69,57,79,67,31,8,0,366,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,5,0,0,0,3,4,4,0,0,0,15,32,31,69,60,77,72,29,8,0,383,33,0,11,14,15,33,67,42,22,227,13,7,3,9,12,14,12,10,12,92,69,40,79,85,108,119,109,59,35,701,6,12,19,27,31,30,5,0,0,127,12,3,31,31,40,37,7,0,0,160,0,5,8,0,4,9,3,0,0,18,3,0,3,0,0,0,0,0,0,7,19,18,62,56,78,72,13,0,0,324,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,8,0,7,0,3,4,0,0,0,0,11
UCL515026,19,56,137,94,95,53,10,0,0,460,11,11,15,14,11,17,11,0,0,85,0,0,7,6,5,13,4,0,0,36,0,0,3,0,0,0,0,0,0,5,31,72,161,110,111,76,19,0,0,581,0,3,3,4,3,0,0,0,0,15,0,4,0,0,0,0,3,0,0,8,5,5,6,4,3,4,7,0,0,28,33,69,165,116,113,80,29,0,0,603,20,6,10,5,5,28,53,22,11,159,0,3,13,6,3,7,6,5,0,35,55,77,186,124,119,118,88,27,11,800,4,22,69,37,46,29,0,0,0,212,21,25,58,51,51,34,6,0,0,247,0,4,19,3,8,6,0,0,0,39,4,0,4,0,0,0,0,0,0,4,35,51,151,92,104,65,8,0,0,510,0,6,4,0,0,3,0,0,0,12,6,0,0,4,3,4,0,0,0,13,6,0,4,0,3,9,0,0,0,30
UCL515027,27,61,132,95,132,126,30,8,0,604,18,16,30,28,29,22,26,5,0,179,6,5,5,0,6,6,3,0,0,23,0,3,3,0,3,0,0,0,0,20,47,81,169,139,166,156,64,9,0,827,7,11,11,8,8,4,0,0,0,52,4,0,3,0,0,0,0,0,0,12,9,11,12,8,10,10,0,0,0,63,53,91,182,148,179,164,64,9,0,889,57,15,26,16,35,41,129,80,33,435,18,20,25,23,28,18,17,12,12,179,123,121,234,184,240,225,217,109,51,1506,13,40,84,73,92,74,21,0,0,393,21,33,60,72,60,70,27,4,0,355,7,0,6,13,3,6,0,0,0,31,4,0,3,4,0,0,0,0,0,14,41,74,157,159,159,148,54,4,0,799,4,0,9,4,4,3,0,0,0,26,4,0,3,4,0,4,0,0,0,20,7,3,8,7,5,8,0,0,0,48
UCL515028,17,86,346,352,357,223,43,0,0,1428,33,14,37,15,19,17,3,0,0,135,0,4,21,27,24,21,5,0,0,109,0,3,5,9,0,0,0,0,0,27,50,99,417,409,410,263,53,0,0,1698,9,0,3,7,0,3,0,0,0,17,0,0,3,0,0,0,4,0,0,6,8,5,6,7,7,3,4,0,0,28,52,106,423,408,409,266,50,0,0,1726,34,5,17,7,4,14,26,15,0,113,17,11,76,66,72,33,16,5,0,294,104,121,513,485,485,313,96,14,0,2132,17,70,238,191,143,83,7,0,0,747,25,18,82,75,40,22,12,0,0,277,0,13,32,14,18,8,0,0,0,79,0,7,4,0,0,3,0,0,0,11,41,104,359,286,202,108,21,0,0,1120,0,4,7,8,3,4,0,0,0,26,5,0,0,5,3,0,0,0,0,9,3,5,7,9,10,5,0,0,0,33
UCL515029,4,21,101,125,113,78,7,0,0,455,5,6,4,9,7,8,0,0,0,35,0,0,11,10,12,4,0,0,0,41,0,0,0,0,3,3,0,0,0,13,11,28,123,148,129,99,11,0,0,543,0,9,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,12,16,29,125,148,129,99,11,0,0,556,9,6,0,8,7,0,7,0,0,36,8,17,62,91,83,50,12,4,4,334,31,51,185,247,225,155,29,8,3,926,5,16,49,41,33,28,0,0,0,180,0,3,10,23,12,8,0,0,0,57,4,0,7,3,3,4,0,0,0,24,0,0,0,5,6,0,0,0,0,9,5,21,67,71,56,43,0,0,0,272,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,0,6
UCL515030,19,41,88,107,116,91,25,4,0,486,28,16,17,14,11,33,15,4,0,149,0,3,4,8,3,3,0,0,0,23,4,4,4,3,4,4,0,0,0,19,55,61,117,133,143,133,42,10,0,688,4,11,14,18,9,9,0,0,0,59,8,0,0,0,0,4,6,0,0,9,7,12,11,18,9,8,6,0,0,70,59,73,126,147,151,143,45,10,0,753,49,7,22,25,33,63,162,120,45,527,11,8,7,9,14,11,16,21,14,116,117,86,160,183,199,219,223,154,60,1404,13,27,36,53,80,50,5,0,0,263,57,27,53,84,70,80,19,0,0,382,0,6,9,4,9,8,0,0,0,35,0,4,0,0,0,0,0,0,0,8,75,61,105,138,160,136,25,0,0,698,3,0,0,5,4,0,0,0,0,16,8,0,5,12,4,5,0,0,0,31,15,0,5,14,7,3,0,0,0,51
UCL515031,10,19,56,91,102,86,31,7,0,405,18,4,15,22,12,31,20,4,0,120,5,0,3,5,5,11,3,5,0,37,3,3,5,3,0,3,0,0,0,23,32,31,78,114,126,134,63,20,0,596,0,4,4,0,4,0,0,0,0,13,3,0,0,0,0,0,0,0,0,7,4,3,4,0,4,5,0,0,0,20,43,31,80,122,124,134,63,20,0,615,31,9,13,9,21,72,202,124,30,511,6,4,23,28,22,25,40,17,8,177,80,38,122,150,169,241,306,159,37,1307,0,22,27,45,64,62,16,0,0,235,30,11,30,51,57,64,24,10,0,281,0,0,5,5,3,14,8,3,0,36,0,0,0,5,4,4,0,3,0,18,32,37,61,110,133,136,42,16,0,564,0,0,4,3,0,7,0,0,0,14,0,0,0,0,3,3,0,0,0,14,0,0,3,8,3,5,0,0,0,25
UCL515032,11,22,49,58,78,52,7,0,0,284,13,3,9,5,14,11,3,0,0,60,0,0,0,3,9,7,0,0,0,27,0,5,3,0,0,4,0,0,0,10,23,28,61,69,104,69,9,0,0,376,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,3,0,0,0,5,3,0,0,0,13,32,33,61,73,107,71,9,0,0,385,23,7,10,0,3,20,42,18,4,127,4,0,3,0,8,3,3,0,0,29,59,42,75,72,121,90,58,17,6,540,0,13,27,34,39,26,0,0,0,139,18,15,28,40,44,29,9,0,0,192,0,0,7,4,5,4,0,0,0,23,0,0,0,4,0,0,0,0,0,5,23,29,61,77,93,64,5,0,0,358,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,10,3,0,0,0,3,5,0,0,0,11
UCL515033,13,34,170,246,174,121,22,3,0,778,24,6,13,20,14,9,0,0,0,87,4,3,11,28,15,4,0,0,0,68,0,0,5,3,3,0,0,0,0,23,38,47,207,300,206,136,21,3,0,960,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,34,46,207,300,209,142,21,3,0,967,21,5,4,5,5,14,13,4,0,69,18,9,40,60,52,45,12,9,0,235,74,58,253,365,262,198,48,13,0,1272,7,19,89,97,88,44,15,0,0,366,18,9,64,90,23,22,7,0,0,235,0,5,14,14,4,9,0,0,0,51,0,0,4,4,5,0,0,0,0,10,31,36,172,211,125,75,18,0,0,669,0,3,7,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,6,0,3,3,3,3,0,0,0,0,14
UCL515034,3,27,99,86,105,72,11,4,0,406,5,7,21,14,20,28,11,4,0,119,0,0,3,3,12,5,0,0,0,28,0,0,3,4,0,0,0,0,0,8,17,39,126,108,135,107,25,7,0,565,4,3,5,0,6,5,0,0,0,29,13,0,3,0,0,3,0,0,0,22,14,6,8,0,6,13,0,0,0,47,34,42,137,109,139,113,27,7,0,615,31,15,8,15,25,52,109,69,15,349,7,5,8,17,13,5,10,8,0,59,73,61,148,139,183,170,147,76,16,1026,8,15,37,43,60,29,3,0,0,190,17,22,56,70,51,32,14,0,0,255,0,0,10,5,5,6,0,0,0,28,0,0,0,4,0,0,0,0,0,9,25,34,100,115,116,70,16,0,0,483,4,4,9,4,4,3,0,0,0,27,3,0,3,9,7,8,0,0,0,32,5,9,4,16,9,11,0,0,0,50
UCL515035,9,5,30,37,30,45,11,0,0,162,5,4,8,3,7,14,9,0,0,54,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,8,12,12,47,45,34,62,24,0,0,239,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,4,0,0,4,4,0,0,0,22,13,15,50,44,39,70,19,0,0,263,6,0,5,13,17,25,60,59,14,202,4,3,9,8,7,8,9,0,0,48,24,28,64,67,55,101,96,69,16,510,0,9,13,17,19,20,9,0,0,95,11,6,20,21,23,33,18,4,0,127,0,0,8,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,14,16,44,36,49,56,19,4,0,242,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,11,0,0,0,0,3,3,0,0,0,15
UCL515036,19,26,63,60,85,82,8,0,0,338,9,9,9,9,12,19,13,4,0,75,0,0,6,8,3,9,3,0,0,31,0,5,3,0,0,0,0,0,0,19,28,37,80,76,101,108,31,8,0,461,5,4,7,4,0,4,0,0,0,28,0,0,0,3,0,0,0,0,0,9,3,4,10,13,0,8,0,0,0,38,26,39,84,85,104,118,31,6,0,496,25,8,6,13,12,38,107,71,30,307,3,4,6,8,8,7,14,10,10,65,55,55,97,104,124,157,151,85,38,869,3,11,21,38,33,17,3,0,0,132,22,11,36,36,56,57,14,3,0,229,0,0,4,6,5,5,0,0,0,21,0,0,0,0,3,0,0,0,0,9,25,30,57,85,91,78,24,3,0,390,3,4,3,0,4,0,0,0,0,18,5,4,3,11,7,0,0,0,0,23,3,5,7,9,13,3,0,0,0,43
UCL515037,12,34,186,203,146,110,12,0,0,704,19,5,12,19,8,7,0,0,0,67,0,0,13,14,0,7,3,0,0,37,0,0,9,3,0,0,0,0,0,15,33,43,214,237,154,122,14,0,0,822,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,11,35,43,214,236,156,125,17,0,0,830,24,9,4,9,10,4,13,6,0,78,19,15,91,79,58,57,15,0,0,341,74,69,312,326,222,195,48,6,0,1250,3,29,57,76,52,18,0,0,0,231,16,3,46,43,25,13,0,0,0,147,0,0,19,8,3,4,0,0,0,35,3,3,0,4,4,0,0,0,0,9,23,38,117,125,76,33,0,0,0,414,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,12
UCL515038,10,12,61,53,70,79,20,0,0,308,15,7,16,9,8,23,23,3,0,108,3,0,3,3,6,18,3,0,0,27,0,0,3,0,5,0,0,0,0,9,26,22,76,68,83,114,49,8,0,456,0,5,3,5,9,3,3,0,0,28,0,0,3,0,0,0,3,0,0,10,0,7,5,7,10,7,6,0,0,34,31,23,81,78,91,122,57,10,0,493,23,0,7,12,25,42,161,117,35,430,4,3,8,13,15,22,12,13,9,95,56,30,100,97,135,188,227,140,46,1016,0,7,39,40,54,46,9,0,0,193,19,7,15,36,43,57,22,4,0,207,4,0,0,4,3,10,0,0,0,25,0,0,4,0,4,0,3,0,0,13,20,20,59,83,93,112,36,5,0,432,0,0,0,0,0,0,3,0,0,13,0,0,0,4,3,6,3,0,0,21,0,6,0,3,4,8,3,0,0,29
UCL521001,0,5,14,19,35,17,4,0,0,105,4,0,0,0,0,5,0,0,0,26,4,0,0,4,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,17,6,15,28,32,22,9,0,0,137,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,16,9,16,28,32,24,14,0,0,145,8,0,0,0,8,12,18,8,3,54,0,0,0,0,0,0,0,0,0,4,25,9,19,24,43,43,27,8,3,203,9,5,9,13,12,12,0,0,0,55,6,0,0,20,15,18,0,0,0,56,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,7,12,28,32,25,0,0,0,120,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7
UCL521002,8,3,19,25,27,18,10,0,0,112,4,0,4,8,7,6,3,0,0,24,0,0,4,0,3,0,3,0,0,11,0,0,4,0,0,0,0,0,0,4,12,6,23,33,36,24,13,0,0,151,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,6,12,12,29,33,39,28,20,0,0,158,6,0,0,6,6,16,55,23,0,116,3,0,0,11,3,7,3,3,0,25,20,10,29,49,44,48,71,23,3,304,3,3,12,11,20,10,9,0,0,63,4,5,8,14,26,15,7,0,0,77,0,0,0,6,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,12,15,25,44,25,18,3,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,7
UCL521003,0,0,8,23,16,16,5,0,0,80,3,0,4,4,3,12,4,3,0,35,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,16,24,22,30,14,3,0,122,0,4,4,0,5,0,0,0,0,14,0,0,4,4,0,0,0,0,0,5,0,4,7,0,5,0,0,0,0,17,3,8,21,27,26,30,18,3,0,139,10,0,7,10,9,17,63,46,18,188,3,0,5,3,9,5,3,9,0,40,17,13,30,36,39,56,90,59,21,365,0,0,8,14,8,6,4,0,0,42,0,5,5,10,11,17,8,0,0,61,0,0,0,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,15,27,25,31,12,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,17
UCL521004,0,5,8,10,9,5,0,0,0,39,0,0,4,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,15,11,11,5,0,0,0,56,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,15,15,12,5,0,0,0,58,22,22,27,23,19,9,4,4,0,131,0,0,3,0,0,0,0,0,0,8,22,28,44,34,28,16,7,4,0,194,0,0,18,6,12,9,0,0,0,43,0,0,4,0,0,0,0,0,0,10,0,0,3,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,21,10,16,9,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL521005,0,11,27,37,43,41,13,0,0,180,0,6,9,6,8,7,7,0,0,48,0,0,3,4,3,4,0,0,0,18,0,0,0,0,0,4,0,0,0,4,0,20,44,54,53,63,18,4,0,254,0,4,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,11,0,21,49,55,53,66,18,4,0,270,13,0,7,10,8,12,47,22,4,118,0,0,12,3,10,6,0,0,0,37,15,20,63,65,73,89,67,28,3,424,0,11,19,24,19,21,4,0,0,104,3,5,11,17,13,23,6,0,0,85,3,0,4,0,6,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,5,18,40,49,40,51,10,0,0,210,0,0,3,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,13
UCL521006,3,10,21,32,30,29,3,0,0,140,0,0,0,4,5,9,8,0,0,31,0,0,0,0,6,6,0,0,0,12,0,4,0,0,6,6,0,0,0,17,11,17,27,41,45,48,10,3,0,190,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,11,17,30,41,45,50,10,3,0,197,9,0,0,0,0,20,37,26,5,102,0,0,4,4,3,3,0,0,0,13,17,19,28,45,46,73,53,32,5,312,0,5,9,18,12,16,0,0,0,64,14,5,7,23,21,28,6,0,0,102,0,0,3,3,4,6,0,0,0,24,3,0,0,5,0,4,0,0,0,6,16,6,22,44,42,53,8,0,0,195,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL521007,0,7,15,7,8,13,10,0,0,64,6,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,13,12,11,12,20,11,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,9,13,12,11,17,22,11,0,0,93,0,0,4,0,10,17,25,24,7,89,0,0,9,0,4,3,5,0,0,21,8,13,20,19,30,44,41,22,7,207,0,7,4,14,12,7,0,0,0,44,0,5,7,12,6,10,0,0,0,49,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,9,19,25,17,18,3,4,0,98,0,0,0,0,7,3,0,0,0,7,3,0,0,0,0,0,0,0,0,6,3,0,0,6,7,3,0,0,0,10
