UCL_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
UCL515022,8,20,45,35,21,31,9,3,0,178,0,0,13,10,5,3,3,0,0,35,11,12,14,13,13,16,4,0,0,82,0,0,3,7,3,3,0,0,0,20,8,19,25,13,12,21,9,0,0,109,3,0,4,4,9,7,0,0,0,32,10,8,19,21,21,12,0,0,0,94,11,6,4,7,6,5,3,0,0,33,3,7,4,16,12,23,11,3,0,78,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,5,0,6,0,0,0,0,15,0,0,7,4,5,4,0,0,0,21,0,3,12,18,24,13,6,0,0,81,0,0,6,11,10,9,3,0,0,35,0,0,4,5,10,7,4,4,0,29,0,0,0,0,0,0,0,0,0,7,4,6,13,0,7,8,3,0,0,49,5,8,8,14,8,11,5,3,0,63
UCL515023,0,8,9,7,9,6,8,3,0,50,0,6,7,11,9,3,0,0,0,33,3,0,6,8,5,3,0,0,0,20,0,3,17,11,11,3,5,0,0,44,0,7,8,17,13,9,3,0,0,54,4,6,10,9,11,13,0,0,0,55,8,10,12,7,4,10,5,0,0,48,5,0,0,0,5,0,0,0,0,17,3,7,23,9,8,19,11,0,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,4,0,6,3,0,0,0,11,0,5,13,5,15,6,3,0,0,50,4,0,4,5,3,5,6,0,0,26,0,0,3,5,13,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,4,6,9,4,9,3,3,0,0,40,4,0,6,0,7,8,0,0,0,29
UCL515024,0,3,12,14,9,6,7,0,0,48,0,0,4,5,3,0,3,0,0,14,0,0,0,0,0,4,0,0,0,9,0,0,4,0,4,6,0,0,0,12,3,3,10,8,5,12,0,0,0,44,4,6,7,0,4,6,6,0,0,32,4,0,4,5,5,3,3,0,0,24,3,0,0,0,0,3,0,0,0,13,0,0,0,0,6,15,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,0,0,0,0,5,3,0,0,0,3,0,0,3,3,10,8,3,0,0,28,0,0,4,5,6,4,8,0,0,21,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,10,5,5,4,0,0,0,34,0,0,0,0,5,4,0,0,0,10
UCL515025,7,3,19,10,18,6,9,4,0,74,0,0,0,0,3,0,0,0,0,10,3,8,11,8,10,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,5,3,10,15,4,3,3,0,0,43,0,3,0,0,4,5,0,0,0,12,6,3,8,3,3,3,0,0,0,27,3,0,0,0,0,0,0,0,0,8,0,5,3,0,5,8,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,5,3,0,0,0,0,0,9,0,0,4,7,14,8,0,0,0,36,0,0,0,3,7,4,0,0,0,18,0,6,3,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,5,0,0,0,20,0,0,0,3,0,6,0,0,0,22
UCL515026,0,0,0,3,7,0,0,0,0,12,0,0,12,17,12,10,0,0,0,53,3,7,19,14,10,9,4,0,0,61,0,0,4,0,0,4,0,0,0,14,9,21,49,22,27,13,4,0,0,135,0,3,9,7,0,0,0,0,0,24,0,6,8,3,7,0,0,0,0,24,5,3,0,0,0,0,0,0,0,14,4,5,9,8,14,11,0,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,4,6,5,4,0,0,0,0,26,4,0,4,6,3,3,0,0,0,13,0,0,3,9,8,7,3,0,0,33,0,0,6,0,0,0,0,0,0,12,0,0,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,8,6,9,0,7,3,0,0,0,38,3,0,18,5,6,8,0,0,0,45
UCL515027,3,13,23,15,14,16,3,0,0,91,0,0,13,0,6,5,0,0,0,15,7,8,23,13,12,3,7,0,0,67,0,5,7,3,4,7,0,0,0,26,3,12,17,13,37,18,6,0,0,105,0,0,12,3,4,6,0,0,0,28,12,6,11,12,12,12,3,0,0,71,10,0,4,4,4,3,0,0,0,21,0,3,9,12,4,12,7,0,0,50,0,0,5,0,0,0,0,0,0,8,0,5,0,0,8,4,0,0,0,21,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,7,0,0,0,9,0,0,0,5,0,3,4,0,0,16,0,3,8,14,15,21,6,0,0,67,0,3,6,10,8,20,9,0,0,51,0,7,14,20,15,5,7,0,0,67,0,0,0,0,0,0,0,0,0,7,7,8,14,8,10,5,0,0,0,59,0,3,8,4,13,7,3,0,0,41
UCL515028,0,0,3,0,0,0,0,0,0,5,8,30,184,258,238,159,22,0,0,897,0,3,7,7,0,4,0,0,0,22,0,3,12,11,12,6,0,0,0,42,11,15,40,28,21,13,4,0,0,132,0,0,31,25,13,8,0,0,0,72,16,9,18,10,7,0,3,0,0,62,8,4,17,4,6,4,0,0,0,40,6,3,18,10,25,15,3,0,0,78,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,4,0,0,0,27,0,0,16,16,10,14,0,0,0,54,0,0,7,0,14,5,0,0,0,43,0,0,13,4,14,6,4,0,0,42,0,5,0,5,4,4,0,0,0,30,0,0,7,0,12,8,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,26,10,8,9,0,0,0,58,0,3,20,12,13,0,0,0,0,49
UCL515029,0,0,0,0,0,0,0,0,0,0,0,13,79,104,109,72,6,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,20,8,8,0,0,0,52,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,4,0,0,0,16,0,3,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,12,4,0,4,3,0,0,0,0,0,8
UCL515030,0,0,7,6,3,4,0,0,0,22,0,3,14,33,29,15,4,0,0,102,3,12,18,32,40,33,9,0,0,145,0,0,0,3,4,4,0,0,0,20,9,12,22,29,14,13,11,0,0,115,0,6,0,0,0,0,0,0,0,12,13,9,8,5,4,4,0,0,0,46,15,3,6,0,5,0,4,0,0,30,0,0,5,4,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,4,6,3,4,0,0,17,0,0,0,6,7,3,3,0,0,18,0,0,9,3,14,17,3,0,0,45,0,0,5,0,4,3,0,0,0,17,0,7,5,4,6,0,3,0,0,18,0,0,6,3,0,0,0,0,0,11,9,3,5,0,3,3,0,0,0,26,3,4,4,7,0,6,0,0,0,26
UCL515031,0,4,4,21,12,9,15,3,0,72,0,3,12,17,27,15,11,0,0,83,0,0,5,11,9,13,0,0,0,42,0,0,3,3,0,0,6,0,0,17,4,4,20,27,19,17,7,0,0,90,0,3,5,9,10,4,0,0,0,23,11,0,4,3,3,4,3,0,0,35,6,0,8,5,3,5,0,0,0,27,0,0,8,5,4,12,5,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,5,0,0,0,0,8,0,0,9,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,4,0,5,8,3,0,0,25,0,0,0,0,4,5,6,0,0,8,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,4,4,0,0,19,6,6,6,6,5,20,4,6,0,50
UCL515032,0,3,0,0,6,3,0,0,0,11,4,3,8,13,14,12,4,0,0,60,0,6,3,9,8,5,0,0,0,37,0,0,0,0,6,3,0,0,0,11,3,0,16,17,26,8,0,0,0,80,0,4,0,0,3,0,0,0,0,8,4,0,3,0,6,0,0,0,0,25,3,3,0,0,0,3,0,0,0,6,0,0,0,3,14,10,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,4,3,4,0,0,0,12,0,0,0,3,7,0,0,0,0,11,0,0,3,5,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,3,0,0,0,0,16,0,3,0,0,11,7,0,0,0,31
UCL515033,0,0,0,0,0,0,0,0,0,0,0,23,130,212,143,90,15,0,0,610,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,6,0,18,16,11,11,0,0,0,64,0,0,11,15,8,0,0,0,0,31,16,9,3,0,3,0,0,0,0,33,4,0,7,12,3,10,0,0,0,36,0,0,5,9,4,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,4,0,0,0,0,10,3,3,7,5,5,0,0,0,0,17,0,0,10,5,6,3,0,0,0,37,0,4,0,4,0,4,0,0,0,20,0,0,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,5,0,5,5,0,0,0,0,18,0,0,5,6,7,5,0,0,0,22
UCL515034,0,3,12,6,9,3,0,0,0,34,0,4,26,25,31,16,0,0,0,106,0,4,0,0,8,3,3,0,0,27,0,0,0,0,7,3,0,0,0,9,10,11,29,24,29,27,3,0,0,134,0,0,3,5,0,0,0,0,0,15,0,3,15,6,6,3,0,0,0,36,0,0,5,0,0,4,0,0,0,11,0,0,3,4,4,9,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,3,3,0,4,0,19,0,0,4,0,5,7,4,0,0,18,0,0,0,3,4,4,0,0,0,25,0,0,4,6,6,4,6,0,0,20,0,0,3,3,8,3,0,0,0,28,0,0,0,0,0,0,0,0,0,8,0,3,3,8,4,4,0,0,0,17,0,0,5,9,6,5,0,0,0,22
UCL515035,6,4,10,6,4,13,11,0,0,52,0,0,0,0,0,3,0,0,0,10,0,0,7,8,6,0,0,0,0,22,0,0,0,0,0,6,0,0,0,6,0,3,4,6,0,7,0,0,0,24,0,0,4,5,5,3,0,0,0,19,3,0,0,3,0,9,0,0,0,18,4,3,0,0,4,0,0,0,0,4,0,0,0,5,3,7,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,21,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,0,5,3,3,0,0,0,20,0,0,3,0,4,4,0,0,0,13
UCL515036,0,3,7,4,3,4,0,0,0,28,0,3,14,20,18,20,0,0,0,83,8,5,14,20,29,32,9,0,0,109,0,0,0,6,4,0,0,0,0,10,4,11,19,10,15,23,9,0,0,94,0,0,0,0,0,4,0,0,0,10,3,0,5,0,0,0,0,5,0,12,0,4,0,0,0,0,0,0,0,4,0,0,4,0,5,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,0,15,0,0,0,3,4,5,0,0,0,20,0,0,0,3,4,3,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,0,0,9,4,3,6,0,3,0,0,0,0,15
UCL515037,0,0,0,0,0,4,0,0,0,4,9,30,134,166,110,79,3,0,0,529,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,24,25,18,25,0,0,0,96,0,0,3,0,6,0,0,0,0,14,14,3,0,0,0,0,0,0,0,20,0,0,19,6,3,3,0,0,0,35,0,0,0,9,4,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,6,6,0,6,7,5,3,0,0,0,25,0,0,0,0,0,0,3,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,0,0,19,0,3,6,10,3,4,0,0,0,25
UCL515038,3,3,8,7,3,10,5,4,0,44,4,0,11,7,9,14,0,0,0,41,0,4,7,3,4,4,0,0,0,18,0,0,0,3,3,5,0,0,0,17,0,9,21,10,7,20,6,5,0,72,0,0,4,4,10,12,0,0,0,33,8,0,5,0,4,3,3,0,0,23,4,3,3,0,0,3,0,0,0,16,0,0,7,9,4,12,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,0,0,6,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,4,5,10,11,6,0,0,38,0,0,4,3,9,5,0,0,0,22,0,0,0,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,6,4,5,0,0,0,0,19,0,0,5,3,5,9,7,0,0,21
UCL521001,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,7,0,0,0,31,0,0,0,4,5,4,0,0,0,15,0,0,4,3,6,8,0,0,0,18,7,3,3,3,6,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4
UCL521002,0,0,0,0,0,0,0,0,0,3,0,0,3,5,9,3,0,0,0,27,0,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,0,0,0,18,0,0,0,4,6,0,0,0,0,10
UCL521003,0,0,5,3,0,7,6,0,0,25,0,0,0,4,0,0,0,0,0,12,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,0,21,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,10
UCL521004,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,7,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521005,0,0,4,0,0,9,0,0,0,15,0,3,22,27,31,23,3,0,0,103,0,5,5,11,5,13,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,3,3,10,8,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,0,0,0,14,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,0,4,0,0,4,0,8
UCL521006,0,0,0,0,0,0,4,0,0,9,0,0,0,8,6,8,0,0,0,24,0,0,3,3,3,8,0,0,0,23,0,0,0,0,3,0,0,0,0,8,3,5,11,7,7,3,0,0,0,36,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,6,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,13,0,0,0,0,5,0,0,0,0,14
UCL521007,0,3,9,7,0,9,0,0,0,30,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL521008,0,0,7,3,8,7,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521009,0,0,4,3,0,3,5,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,8,9,6,3,0,0,0,36,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,3
