UCL_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
UCL513005,5,0,25,15,0,17,11,34,0,117,3,7,71,15,10,26,22,38,4,191,39,27,181,30,22,19,90,75,17,510,64,59,170,38,24,15,97,63,17,542,74,71,145,42,19,28,86,46,22,512,45,42,93,28,14,16,65,36,5,344,6,12,15,4,12,8,7,11,6,73,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,238,215,702,171,96,129,385,301,63,2305,0,0,3,27,10,53,5,24,3,129,7,7,9,42,27,22,4,20,4,145,47,78,48,105,96,45,18,38,6,485,45,115,40,138,134,35,10,43,11,572,47,87,29,115,106,40,12,60,3,500,30,49,16,56,78,42,11,27,3,326,11,7,6,12,21,5,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,359,149,504,482,243,58,215,35,2221
UCL514001,0,0,24,5,0,11,0,33,0,78,0,3,56,3,0,9,13,32,4,130,9,13,133,6,5,0,48,48,7,265,17,20,91,8,11,12,76,51,12,288,15,23,110,5,4,3,84,30,7,279,14,8,70,6,8,7,100,34,10,258,9,7,14,5,5,0,17,4,0,62,0,0,3,0,0,0,3,0,5,12,0,0,0,0,0,0,0,0,0,5,75,70,499,38,35,47,337,235,45,1375,0,0,9,22,4,28,4,18,3,93,0,3,7,24,20,15,9,18,0,94,18,36,22,52,31,29,23,35,0,235,17,38,13,66,45,30,17,28,3,262,27,37,19,66,52,29,18,51,5,292,15,26,12,46,29,29,9,39,0,209,0,9,0,8,9,6,0,12,0,47,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,77,152,81,287,189,170,79,200,13,1247
UCL514002,0,0,28,19,0,33,0,39,0,124,3,5,34,10,0,3,0,17,0,73,34,27,109,23,7,8,9,42,4,261,70,76,170,23,7,16,22,41,5,426,70,80,118,11,6,21,29,33,4,376,63,43,65,10,5,17,23,31,9,260,29,26,15,0,9,9,18,11,3,119,8,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,266,266,539,94,39,108,98,212,34,1654,0,0,11,42,0,25,4,14,4,101,3,3,3,21,4,13,0,8,5,68,38,83,26,61,34,19,5,23,3,294,77,141,31,65,78,51,0,34,11,486,63,101,24,58,83,46,4,39,3,428,27,59,15,26,57,42,0,28,4,258,12,20,3,6,18,17,0,7,0,83,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,220,410,109,294,279,209,15,146,24,1719
UCL514003,0,0,22,18,0,32,6,37,0,125,8,0,32,10,0,7,9,45,0,115,46,34,145,31,8,19,25,88,7,406,69,64,146,30,12,9,52,79,6,463,77,70,111,21,6,24,43,63,3,425,39,40,62,17,9,19,29,43,4,265,11,22,12,0,10,5,13,10,0,87,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,260,242,539,128,41,108,174,363,24,1887,6,3,8,35,0,43,0,18,0,108,5,6,3,27,0,17,0,16,0,77,45,73,32,97,37,33,6,52,0,369,79,139,41,106,70,45,8,53,10,543,57,98,24,82,77,52,5,39,0,437,28,53,16,47,46,34,4,30,4,265,8,21,3,3,15,10,0,7,0,65,0,5,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,224,395,128,395,252,234,19,206,15,1874
UCL514004,0,0,18,7,0,25,6,26,5,83,3,9,45,5,0,9,11,27,0,109,23,24,72,10,9,11,29,59,0,247,30,39,52,20,17,11,21,36,7,228,38,20,60,19,14,10,55,36,6,248,37,30,60,21,17,10,58,39,3,276,26,11,9,9,5,10,30,13,0,104,3,0,0,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,155,140,321,84,60,85,209,240,23,1308,0,0,10,13,11,46,0,12,3,87,6,13,3,29,21,23,0,17,4,117,11,54,11,36,45,22,3,16,5,205,20,46,17,58,42,28,3,31,6,249,35,51,9,64,65,28,3,31,0,291,40,52,13,42,65,32,3,25,0,272,3,11,3,22,15,11,0,8,5,73,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,125,224,65,264,268,181,24,143,20,1303
UCL515001,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,0,3,0,9,4,0,11,0,0,4,3,9,0,38,6,0,10,4,0,0,0,0,0,25,6,3,12,3,0,0,5,6,0,37,15,0,12,4,0,0,9,6,0,53,3,5,3,0,0,0,3,11,0,27,7,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,43,16,57,9,0,13,18,44,7,207,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,7,5,3,3,3,0,0,0,3,0,24,3,9,0,7,8,6,0,7,0,38,10,10,4,6,11,3,0,6,0,55,6,14,4,9,13,13,0,9,0,58,3,7,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,22,35,38,28,0,28,3,217
UCL515002,0,0,3,0,0,0,4,5,0,14,0,4,7,0,0,0,3,3,0,17,8,0,22,0,0,4,4,9,0,46,8,3,18,0,4,0,9,11,3,63,12,5,23,3,7,4,14,3,0,72,11,10,22,8,5,0,16,7,0,71,3,9,6,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,100,10,16,12,63,45,3,311,0,0,0,12,3,0,0,3,0,20,0,5,0,4,0,3,0,0,0,18,4,6,4,3,19,3,4,6,0,48,3,24,4,7,13,8,0,3,0,60,7,17,3,18,19,8,0,4,0,73,8,16,0,12,8,7,0,7,0,51,0,3,0,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,13,64,65,30,9,27,3,292
UCL515003,0,0,3,3,0,0,0,8,0,13,0,0,11,0,0,4,7,4,0,28,7,7,19,4,0,4,7,12,4,69,7,14,25,0,5,5,11,8,3,79,18,11,27,0,0,4,15,12,4,98,14,13,23,3,3,0,17,10,0,92,7,4,12,0,3,4,8,3,0,43,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,62,59,116,15,10,27,72,54,15,428,0,0,0,10,0,13,0,3,0,31,0,4,0,5,0,5,0,8,0,25,6,14,9,18,9,5,0,6,0,63,6,19,5,17,11,9,0,5,0,77,7,31,4,28,15,14,0,8,0,117,13,22,3,28,21,15,3,13,0,120,5,3,4,8,7,0,0,3,0,34,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37,86,32,114,67,57,9,50,6,471
UCL515004,0,0,4,0,0,3,8,14,0,37,5,30,30,7,5,3,0,4,0,86,14,27,65,4,13,3,32,16,7,171,11,8,29,0,9,0,33,15,0,97,14,5,24,5,6,6,26,9,0,87,4,0,17,4,3,5,8,0,0,42,3,0,0,3,0,0,8,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,72,166,25,23,21,112,66,9,541,0,0,0,8,5,3,0,3,0,20,5,12,3,11,4,7,0,9,0,51,14,14,18,24,39,13,0,6,0,133,8,15,12,16,27,4,4,13,0,103,11,8,8,19,26,8,3,16,0,95,8,3,10,11,8,4,0,6,0,54,0,4,0,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,59,49,92,110,46,15,55,3,470
UCL515005,0,0,5,5,0,8,0,14,0,32,0,0,24,3,0,0,5,13,0,48,9,10,35,6,0,3,10,20,0,88,9,9,38,6,3,6,25,13,5,109,8,8,33,10,5,6,41,17,6,124,6,4,11,3,8,5,30,12,4,82,0,0,6,0,0,0,3,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,148,32,11,21,107,97,11,506,4,0,4,5,4,22,0,10,0,39,0,0,9,11,4,3,0,0,0,32,5,16,4,21,14,11,0,13,0,85,10,25,10,21,15,10,4,16,0,117,18,27,12,27,21,12,4,18,0,138,3,16,9,23,8,8,6,8,0,78,0,0,0,5,5,5,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,89,38,114,74,68,15,61,3,508
UCL515006,0,0,10,0,0,11,5,6,0,35,4,6,24,4,0,10,0,14,0,60,14,15,51,17,12,5,25,20,6,170,37,19,41,21,4,5,23,20,0,165,31,29,45,9,13,14,38,23,10,213,46,22,43,24,8,8,39,16,4,207,22,12,9,4,7,0,13,12,8,88,7,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,160,97,218,78,44,58,141,121,26,947,0,0,3,7,3,13,0,3,0,36,0,13,0,11,16,11,0,5,0,59,8,44,5,32,41,15,4,21,4,174,19,44,8,27,37,27,4,15,0,177,26,44,5,33,46,11,0,25,0,197,29,47,6,43,48,24,7,31,0,228,17,7,4,4,15,7,0,10,4,66,4,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,112,205,30,154,197,112,15,104,12,941
UCL515007,0,0,9,5,0,4,0,7,0,24,0,0,10,0,0,4,0,3,0,16,3,10,23,6,0,0,9,10,0,58,24,25,59,14,0,0,18,24,0,163,23,22,33,4,3,4,11,17,0,115,10,12,20,3,3,0,9,11,0,70,0,0,5,0,0,0,4,6,0,15,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,67,73,146,26,10,11,52,74,4,470,0,0,0,13,0,13,0,4,0,28,0,0,0,3,0,0,0,0,0,15,4,22,4,12,19,3,0,4,0,70,27,56,16,31,24,15,0,8,3,180,9,41,3,17,30,13,4,6,0,120,3,12,4,7,14,13,3,6,0,68,5,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,136,27,80,98,64,13,35,8,496
UCL515008,0,0,8,0,0,0,0,12,0,21,0,0,9,0,0,0,6,4,0,24,4,8,33,0,0,0,3,7,0,58,14,23,48,4,5,0,6,9,0,108,14,20,36,0,5,4,12,3,0,97,11,6,18,0,3,0,12,4,4,71,0,4,6,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,60,154,8,16,6,48,44,6,391,0,0,3,3,0,3,0,3,0,16,0,0,0,3,3,0,0,0,0,10,0,24,4,7,10,4,5,0,0,55,11,25,11,5,21,0,6,0,0,83,13,14,14,9,27,4,5,4,0,89,8,7,4,8,4,4,4,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,69,36,42,68,14,21,18,3,300
UCL515009,0,0,6,5,0,8,3,22,0,45,0,0,15,0,0,0,0,3,0,16,9,14,30,0,0,0,8,3,0,66,12,32,39,4,4,0,8,11,0,108,27,29,27,10,5,8,10,8,3,117,11,16,20,6,11,11,17,18,4,106,5,13,4,3,4,3,3,6,0,44,4,5,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,72,104,136,30,24,30,44,75,8,522,0,0,3,11,0,15,0,8,0,32,0,0,5,9,3,3,0,4,0,24,7,27,5,12,10,9,0,6,0,73,10,42,8,23,21,5,0,13,0,133,18,37,7,27,25,9,0,20,3,153,12,26,8,23,21,7,0,10,0,115,0,7,0,3,10,7,0,3,0,35,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,150,35,103,89,57,7,65,6,568
UCL515010,0,0,0,5,0,7,0,9,0,16,9,13,9,6,0,0,3,8,0,38,10,30,23,28,4,3,3,12,5,124,13,20,24,27,5,0,4,6,0,101,17,23,19,19,6,3,19,7,0,112,28,23,23,29,8,4,7,15,0,140,18,11,8,14,3,3,8,8,0,68,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,90,120,106,128,27,23,48,58,9,616,0,0,0,0,7,10,0,0,0,18,0,13,0,14,7,4,0,5,0,42,4,63,0,27,26,8,4,7,4,140,10,49,0,25,12,7,0,8,0,107,16,33,3,30,26,7,0,9,4,120,18,32,8,24,37,8,0,11,0,146,10,21,0,7,8,0,0,6,0,46,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,63,208,9,129,121,38,4,37,6,624
UCL515011,3,0,12,0,0,7,3,18,0,47,0,0,10,3,6,3,3,16,0,36,9,6,37,0,0,4,15,25,0,95,18,7,38,7,4,0,37,12,3,127,21,11,23,0,8,3,39,20,6,127,9,4,23,8,10,6,28,13,0,110,5,0,8,0,5,0,8,3,0,28,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,64,33,152,27,23,24,130,109,10,569,0,0,0,12,0,15,0,10,0,44,0,3,4,9,7,6,4,11,0,35,10,12,9,5,8,5,4,26,0,86,16,23,9,17,23,12,5,13,4,117,21,26,3,21,28,11,0,19,0,120,6,19,9,20,22,6,0,15,0,104,0,8,3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,62,89,30,88,94,50,16,92,8,529
UCL515012,0,0,12,4,0,12,0,16,0,46,0,0,20,7,4,0,6,6,0,40,10,12,51,21,7,5,17,12,3,130,12,12,33,10,3,3,19,11,0,109,19,21,28,6,5,6,22,6,3,121,13,17,17,13,0,9,6,4,0,75,3,3,3,6,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,58,169,63,17,33,84,53,9,540,0,0,0,22,3,17,0,0,0,46,4,8,6,9,9,6,0,3,0,34,16,43,4,27,30,10,0,9,0,144,13,35,3,27,22,15,5,5,0,122,10,46,7,28,18,13,0,3,0,135,3,8,0,20,21,0,0,3,0,63,4,5,0,3,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,141,23,130,119,63,9,23,9,564
UCL515013,4,0,20,4,0,24,0,17,0,65,4,6,34,13,3,4,6,14,0,86,20,42,110,33,10,15,19,37,6,281,52,43,82,23,8,7,26,30,5,278,60,48,62,13,11,7,13,29,10,246,48,40,45,20,10,7,20,21,8,221,29,10,9,0,3,3,3,4,5,67,5,3,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,3,227,187,363,104,46,62,96,156,34,1270,0,0,0,21,3,17,0,11,0,50,6,3,9,28,21,5,0,15,3,96,30,84,33,73,53,16,6,30,3,329,41,60,14,42,58,20,4,26,4,263,31,43,3,24,53,26,3,23,6,217,33,37,6,16,47,27,6,17,0,192,14,12,0,0,19,5,0,4,5,57,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,158,242,58,216,260,118,19,129,26,1220
UCL515014,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,14,9,20,10,12,0,5,0,6,0,66,4,6,4,14,6,6,4,8,0,42,9,10,8,9,3,0,5,3,0,46,11,7,4,9,0,0,4,5,3,41,0,5,0,7,0,3,3,3,0,22,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,34,50,41,48,10,11,15,17,5,234,0,0,0,3,0,6,0,0,0,9,0,7,0,6,0,4,0,0,0,21,11,29,0,17,12,0,0,0,3,72,9,29,0,13,8,6,0,0,0,55,9,13,0,16,11,3,0,0,0,49,7,18,0,10,6,0,0,0,0,49,0,9,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,97,3,68,39,12,0,9,9,270
UCL515015,0,0,15,0,0,0,4,9,0,32,0,0,23,0,0,5,6,14,0,52,4,4,40,5,0,0,21,88,6,174,7,7,25,3,6,0,29,53,8,137,15,12,39,6,0,10,34,22,7,135,14,7,17,6,0,5,25,19,0,101,6,4,9,3,0,0,5,9,0,32,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,51,25,155,20,16,17,118,230,30,665,0,0,0,3,7,6,0,5,0,35,0,3,10,5,5,7,0,0,0,33,7,15,15,9,15,9,5,54,3,133,6,11,9,14,11,9,3,27,0,96,11,11,7,19,18,10,3,26,0,110,10,10,5,12,10,4,0,26,0,79,3,3,0,0,4,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,55,47,75,75,48,13,152,12,505
UCL515016,0,0,0,6,0,3,0,7,0,10,0,3,10,0,0,5,0,4,0,15,7,13,29,5,0,0,3,9,0,74,14,6,19,4,0,0,4,11,0,57,9,11,14,4,0,5,20,9,0,72,16,7,22,0,0,5,17,9,0,80,13,3,3,5,6,3,3,6,0,39,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,57,44,106,12,10,27,50,48,3,359,0,0,0,3,0,0,0,0,0,14,0,0,0,7,0,0,3,3,0,14,6,17,3,18,10,3,5,5,0,71,5,20,5,9,18,3,4,7,0,69,11,10,9,9,14,5,3,6,0,66,9,8,3,11,24,8,3,13,0,81,3,5,0,3,6,3,0,0,4,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,67,20,58,72,24,13,46,8,346
UCL515017,0,0,3,0,0,6,0,12,0,21,0,0,13,0,0,0,0,0,0,22,10,7,15,0,0,0,0,6,4,53,0,13,21,5,3,0,11,14,0,74,16,10,17,5,3,6,10,14,0,85,21,11,14,7,9,9,25,25,3,127,15,4,10,0,0,4,6,6,3,48,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,78,53,103,26,9,22,57,78,15,437,0,0,0,4,0,4,0,0,0,11,0,0,0,10,5,4,0,4,0,24,3,14,6,7,10,3,0,5,0,42,9,11,7,4,9,3,5,12,0,61,10,15,0,17,16,9,0,12,0,73,9,20,4,15,23,15,0,16,0,110,10,5,0,4,10,0,0,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,71,10,62,61,44,6,52,7,366
UCL515018,0,0,5,0,4,0,0,5,0,17,0,0,17,0,0,0,4,3,0,26,3,3,33,0,0,0,35,6,0,84,4,9,22,0,0,0,44,6,0,75,8,6,28,6,6,0,28,3,4,88,10,6,34,0,0,0,26,7,0,88,0,3,6,0,0,0,7,5,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,32,144,7,8,0,149,27,6,401,0,0,0,0,0,9,7,5,0,13,0,7,5,4,13,4,6,3,0,37,5,11,3,10,6,0,4,0,0,52,4,11,11,6,14,5,12,6,0,76,3,9,6,9,15,13,16,6,4,77,0,15,0,10,8,3,10,9,0,52,4,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,23,44,60,36,47,34,5,318
UCL515019,0,0,13,0,0,10,0,15,0,49,9,3,29,3,3,8,0,26,0,86,12,18,46,10,8,6,15,76,6,191,18,10,33,3,5,10,14,58,3,150,19,12,30,6,4,4,23,52,5,153,19,13,33,5,3,7,23,41,10,170,9,3,8,7,8,4,3,18,0,56,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,82,69,207,40,32,56,79,290,22,874,0,3,5,11,3,16,0,12,0,53,6,8,3,16,11,10,0,16,0,72,9,30,10,27,17,16,0,21,0,127,10,26,9,23,24,17,3,24,0,128,8,22,3,25,26,11,0,40,0,137,18,22,7,26,24,12,0,23,5,140,0,5,4,3,16,6,3,7,0,43,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,52,116,43,132,128,75,11,131,8,700
UCL515020,0,0,8,6,0,10,4,12,0,39,0,11,20,10,6,5,8,16,3,79,30,71,79,34,9,12,22,44,3,300,43,42,49,29,11,0,18,23,8,217,53,36,46,22,8,6,33,21,7,228,52,25,35,19,14,3,33,22,4,202,27,9,9,14,3,3,21,9,0,87,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,195,194,239,131,51,37,136,140,33,1166,0,0,0,16,3,8,0,12,3,44,4,14,4,13,24,7,3,16,0,84,40,138,6,56,52,23,5,24,10,351,37,72,13,49,58,14,0,16,10,276,40,63,15,31,44,17,5,11,4,229,28,48,10,36,52,24,0,12,3,218,10,15,3,4,12,6,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,358,50,210,242,107,19,97,18,1258
UCL515021,0,0,11,11,0,10,0,12,0,42,0,4,12,3,0,0,3,7,0,25,0,6,18,3,0,8,8,4,0,51,8,12,22,8,0,4,7,6,0,70,18,15,30,5,3,3,5,5,0,91,13,19,23,10,0,0,12,13,0,94,8,9,6,4,0,0,4,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,60,133,35,8,23,41,52,0,408,0,0,0,3,0,13,0,9,3,25,0,0,3,4,0,3,0,4,0,20,0,14,3,4,10,8,0,4,0,46,3,19,0,16,15,3,3,0,0,72,11,22,3,11,22,8,0,8,3,84,4,18,5,19,21,0,0,6,0,79,3,8,0,0,3,5,0,0,0,22,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,32,91,22,62,74,37,8,34,3,362
