UCL_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
UCL521022,0,28,34,161,4,233,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,3,0,13,6,4,0,7,0,16,85,33,34,161,3,316,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,11,0,20,0,0,0,3,0,5,3,0,0,0,0,3,0,0,0,0,0,5,16,0,11,72,3,102,14,0,5,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,4,3,0,4,0,8,0,0,0,0,0,4,0,0,0,0,0,0,25,9,0,50,0,86,0,0,0,0,0,0,5,4,4,0,0,10,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,28,8,7,6,0,48,0,0,0,0,77,83,163,62,60,332,95,709
UCL521023,4,19,24,190,4,232,0,4,0,66,0,70,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,12,42,17,6,125,4,191,50,0,0,0,0,50,0,0,0,0,0,0,4,0,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,3,9,0,18,3,27,0,4,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,4,0,0,8,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,37,0,60,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,6,0,0,20,0,0,0,4,37,39,127,36,24,329,44,567
UCL521024,15,17,9,183,8,228,4,7,0,995,54,1068,10,0,0,3,0,13,3,0,0,0,0,3,10,4,0,0,0,17,83,20,11,198,17,325,16,0,0,0,0,17,0,0,0,0,0,8,10,0,0,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,18,3,0,60,0,88,8,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,20,10,3,49,4,86,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,6,58,4,0,16,8,89,5,0,0,22,241,265,232,40,19,1325,312,1926
UCL521025,11,46,31,203,3,289,0,0,0,22,3,21,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,14,89,45,22,187,5,356,10,0,0,0,0,10,0,0,0,0,0,4,11,3,4,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,51,0,83,4,5,0,16,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,10,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,3,39,0,78,0,0,0,0,0,0,27,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,50,9,6,4,0,75,4,0,0,4,49,55,198,78,45,382,69,765
UCL521026,9,62,42,201,8,325,0,0,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,15,0,47,150,40,38,160,3,396,0,0,0,0,0,0,3,0,0,4,0,4,16,0,5,13,0,37,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,30,0,60,3,0,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,10,11,38,0,100,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,23,14,5,5,0,52,0,0,0,0,31,31,241,87,68,349,40,780
UCL521027,10,33,26,217,7,287,0,4,0,28,0,34,6,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,8,94,19,21,123,0,254,18,0,3,0,0,19,5,0,0,0,0,4,4,5,4,17,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,4,6,24,0,40,5,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,4,0,67,7,3,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,24,0,4,24,0,55,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,35,4,0,3,0,49,0,0,0,3,544,547,217,47,44,342,550,1189
UCL521028,10,35,20,233,11,311,0,0,0,48,3,53,3,0,0,0,0,3,0,0,0,7,0,6,8,0,0,0,0,7,49,32,11,245,9,343,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,17,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,0,4,10,3,3,43,0,58,7,0,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,3,0,5,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,50,0,72,0,0,0,0,0,0,5,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,6,11,0,37,0,0,0,3,61,63,127,60,30,490,80,792
UCL521029,4,26,30,251,5,318,0,11,4,66,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,71,28,24,199,8,322,45,0,5,0,0,46,4,0,0,4,0,6,0,0,0,20,0,25,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,7,4,0,55,0,67,16,3,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,9,5,0,46,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,12,59,3,97,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,9,25,4,0,0,3,31,4,0,0,0,76,81,206,53,45,477,97,877
UCL521030,0,29,12,156,4,201,0,0,0,14,0,12,18,0,0,0,0,19,0,0,0,0,0,4,5,0,0,3,0,11,68,27,11,179,5,292,7,0,0,0,0,7,4,0,0,0,0,4,12,6,0,14,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,5,42,0,68,6,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,51,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,8,0,7,102,0,0,7,0,113,0,3,6,6,57,74,228,52,21,356,63,724
UCL521031,3,32,19,170,0,221,0,4,0,105,0,110,4,4,0,0,0,10,3,0,0,0,0,3,6,0,0,3,0,14,74,31,16,116,0,240,9,0,0,0,0,13,3,0,0,0,0,3,13,3,0,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,26,3,0,36,0,59,5,0,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,27,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,7,43,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,59,3,3,5,0,76,0,0,0,0,354,358,219,54,33,385,355,1051
UCL521032,5,7,13,124,0,153,0,8,0,306,4,318,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,5,28,7,5,91,16,145,4,0,0,0,0,4,0,0,0,0,0,0,5,3,0,5,0,12,0,0,0,4,0,3,0,0,0,0,0,0,10,0,0,0,0,7,3,0,0,31,0,37,3,0,0,3,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,19,0,32,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,22,0,0,12,0,33,0,0,0,5,167,167,86,20,18,481,184,791
UCL521033,3,19,13,139,0,173,0,5,0,47,0,51,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,11,49,18,13,105,0,180,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,22,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,8,9,4,4,34,0,52,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,18,0,48,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,3,0,8,26,8,8,0,0,39,0,0,0,0,517,523,127,38,23,260,525,976
UCL521034,13,41,37,226,10,325,0,0,3,9,0,13,0,0,0,0,0,0,0,0,0,0,0,4,8,6,7,4,0,25,131,38,35,143,7,361,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,33,0,73,7,4,4,10,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,6,5,0,0,0,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,6,7,32,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,7,10,4,0,5,0,26,0,0,0,0,37,36,207,60,68,347,64,744
UCL521035,3,18,18,136,0,180,0,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,70,34,18,120,0,243,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,9,0,15,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,20,6,4,39,3,70,10,3,3,14,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,9,3,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,20,3,6,32,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,4,0,0,19,3,0,0,0,46,52,152,50,29,258,48,533
UCL521036,3,11,17,121,10,173,0,0,0,63,5,74,0,0,0,0,0,0,0,0,0,4,0,4,10,0,0,3,0,13,49,9,10,126,4,198,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,4,0,32,0,47,5,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,7,0,29,0,56,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,6,22,3,4,9,0,40,0,0,0,0,79,88,138,25,18,293,101,581
UCL521037,3,55,38,362,15,470,0,6,0,39,0,47,6,0,0,0,0,6,0,0,0,0,0,0,8,3,0,11,0,24,114,50,32,221,14,433,9,0,0,0,0,9,0,0,0,0,0,0,9,0,5,20,0,32,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,9,24,6,0,55,5,97,3,0,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,7,43,0,97,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,23,9,0,10,3,41,0,0,0,5,41,46,193,94,51,566,68,972
UCL521038,13,33,20,239,6,311,0,4,0,71,5,79,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,10,78,33,13,212,7,345,3,0,0,0,0,3,0,0,0,0,0,0,7,0,7,11,0,22,0,0,0,4,0,4,5,0,0,0,0,5,11,0,0,3,0,13,14,3,4,55,0,74,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,39,0,65,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,6,0,0,0,4,0,3,0,0,0,0,0,0,3,3,0,3,0,10,13,0,4,10,0,26,0,0,0,0,100,104,128,57,35,473,119,802
UCL521039,0,51,27,212,3,299,0,0,0,3,0,6,0,0,0,0,0,6,0,0,0,0,0,3,5,0,8,4,0,18,144,49,33,167,5,398,4,0,0,0,0,4,5,5,0,3,0,11,24,0,10,13,0,44,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,8,20,7,3,68,0,98,3,11,0,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,6,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,12,9,39,0,100,0,0,0,0,0,0,12,3,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,41,10,0,16,0,68,0,0,0,10,35,43,225,87,51,392,43,796
UCL521040,12,35,51,345,3,443,0,0,0,98,3,110,4,0,0,0,0,9,0,0,0,3,0,5,9,5,0,3,0,16,106,35,41,285,0,468,4,0,0,0,0,4,0,0,3,0,0,8,12,5,0,27,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,28,6,6,86,0,122,11,0,3,12,0,37,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,4,12,0,0,0,0,16,4,0,0,0,0,6,6,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,44,5,8,60,0,119,7,0,0,0,0,7,3,5,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,15,51,0,14,11,0,77,0,7,0,0,354,360,274,58,70,691,364,1463
UCL521041,11,39,45,266,0,359,0,6,3,54,4,58,3,0,0,0,0,6,8,0,4,0,0,10,9,6,0,6,0,11,93,31,29,157,6,311,17,0,0,0,0,18,4,0,4,0,0,6,3,5,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,7,29,7,7,53,3,97,3,4,3,13,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,7,0,28,9,4,7,0,0,24,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,3,8,31,3,68,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,5,13,4,58,7,0,0,0,13,22,193,62,70,414,26,770
UCL521042,11,35,16,148,8,217,0,0,0,3,0,11,7,0,0,7,0,16,0,0,0,0,0,0,4,5,0,5,0,12,72,31,20,155,12,286,0,0,0,0,0,0,3,0,0,0,0,3,3,10,7,13,0,32,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,4,14,3,3,40,0,63,21,6,0,27,0,54,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,8,0,0,0,0,0,0,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,5,3,40,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,33,5,0,10,6,54,0,0,0,16,34,54,174,59,37,324,55,647
UCL521043,0,19,14,151,0,186,0,0,0,8,0,8,5,0,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,11,67,25,19,124,0,243,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,8,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,30,0,50,6,4,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,5,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,7,8,34,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,20,6,0,9,0,32,4,0,3,0,25,34,113,40,37,257,27,476
UCL521044,7,24,18,204,5,255,0,0,0,89,0,98,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,16,76,20,21,188,3,313,8,0,3,0,0,6,7,0,0,0,0,5,7,0,0,8,0,18,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,18,6,5,35,0,60,14,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,8,9,0,0,0,0,16,8,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,25,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,18,3,0,6,0,31,4,0,0,3,45,50,158,45,37,410,55,703
UCL521045,4,13,12,136,4,168,0,0,0,57,0,63,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,50,23,9,113,6,195,6,0,0,0,0,7,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,27,0,33,7,3,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,22,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,6,0,22,0,0,0,3,139,140,93,31,21,282,141,568
UCL521046,5,11,9,67,3,98,3,6,3,463,13,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,11,57,0,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,22,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,8,5,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,13,0,29,8,0,0,0,52,59,65,28,21,568,67,744
UCL521047,11,20,16,154,0,208,0,0,0,19,0,19,4,0,0,0,0,10,0,0,0,7,0,6,3,0,0,0,0,0,65,19,14,146,3,250,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,17,4,0,39,0,55,9,5,4,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,12,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,4,9,24,0,56,0,0,0,0,0,0,6,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,6,8,3,0,0,19,0,0,0,10,57,70,151,37,36,313,67,595
UCL521048,3,49,40,233,7,332,0,3,9,32,0,44,0,0,0,0,0,0,0,0,0,4,0,4,15,3,0,3,0,18,131,52,37,197,11,426,3,0,0,0,0,3,0,0,0,0,0,3,10,6,0,19,3,29,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,29,10,9,55,4,108,9,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,0,0,3,0,0,8,0,9,0,0,0,0,0,4,0,0,0,0,0,0,23,11,11,59,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,21,12,5,3,16,0,40,3,0,5,11,86,99,214,88,69,454,105,925
