UCL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
UCL521049,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,37,47,35,29,18,10,0,0,0,188,11,7,3,0,0,0,0,0,0,23,46,50,42,43,36,28,8,6,0,263,0,0,0,0,4,3,0,0,0,4,0,0,7,3,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,5,4,0,0,27,0,0,0,7,6,5,6,0,0,24,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,18,91,87,74,59,38,29,12,0,0,377
UCL521050,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,10,0,0,10,0,6,10,8,8,11,3,5,0,45,0,0,0,0,0,0,4,0,0,5,0,3,3,3,0,3,11,0,0,24,41,23,21,28,16,25,9,7,0,170,5,4,5,6,0,0,3,0,0,23,63,38,38,45,30,50,43,24,9,338,0,0,6,6,4,12,31,10,9,73,14,4,11,11,0,9,12,3,0,65,0,0,0,0,0,5,13,5,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,19,3,5,51,0,6,0,0,3,0,16,8,4,32,0,0,0,0,0,0,0,3,0,12,0,0,0,0,5,8,9,3,3,24,4,10,17,15,10,12,12,4,0,71,0,0,0,0,0,0,5,4,4,15,6,6,6,10,5,6,15,4,0,49,103,43,56,54,44,55,23,14,3,392
UCL521051,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,4,0,14,0,6,13,4,15,20,9,0,0,58,0,0,0,0,0,0,0,5,0,3,0,0,3,5,12,9,10,3,0,43,56,32,23,17,32,27,10,3,0,208,16,3,4,9,5,4,4,8,6,52,80,57,38,54,68,79,41,26,7,450,0,0,5,3,13,43,22,17,6,108,12,14,5,11,14,20,12,7,0,93,0,0,0,4,0,11,6,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,9,7,3,62,0,0,0,0,0,12,13,14,0,37,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,10,5,5,0,26,5,12,15,13,19,28,11,0,0,102,0,0,0,0,0,0,0,4,0,13,0,4,3,5,13,21,12,0,0,61,127,81,43,42,60,55,22,8,0,438
UCL521052,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,4,0,0,0,10,0,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,8,0,0,19,62,31,44,34,18,33,13,9,0,246,22,9,20,14,9,23,9,0,0,93,87,44,67,62,49,72,36,18,0,429,0,0,0,0,5,16,15,9,0,48,6,0,4,11,6,6,5,5,0,46,0,0,0,0,3,11,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,11,3,0,60,0,0,0,0,5,12,9,5,0,23,0,0,0,3,0,5,5,0,0,11,0,0,0,0,5,5,3,0,0,12,0,0,5,10,7,5,0,0,0,29,0,0,0,0,0,0,4,0,0,8,0,0,4,0,9,9,10,0,0,36,123,66,77,72,65,57,41,15,0,506
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,0,21,13,28,38,16,18,4,10,0,0,128,35,15,6,7,0,0,3,0,0,62,46,43,50,35,31,20,17,4,0,245,0,0,0,0,5,0,0,0,0,8,0,0,0,3,6,0,4,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,5,6,0,31,0,0,5,0,9,0,3,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,10,5,4,0,0,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,3,6,12,4,3,0,0,36,50,64,70,40,33,13,10,0,3,283
UCL522002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,0,25,9,8,8,8,5,9,13,4,0,66,3,0,0,0,0,5,4,0,0,8,16,7,15,12,21,30,32,18,3,151,0,0,0,4,4,7,11,14,0,46,4,3,0,0,0,10,5,5,0,30,0,0,0,0,0,0,6,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,17,0,0,0,0,0,8,9,7,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,8,5,0,0,7,7,6,0,0,41,0,0,0,0,0,0,0,3,0,13,3,0,3,5,4,12,13,6,0,50,16,15,17,15,15,13,22,9,0,126
UCL522003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,7,44,21,19,12,10,3,3,0,0,109,13,0,3,7,0,0,0,0,0,25,60,23,26,26,23,4,4,3,0,172,0,0,0,0,4,4,5,0,0,9,0,0,6,5,5,0,0,0,0,13,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,14,3,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,0,0,0,6,0,0,0,0,5,0,0,0,0,8,3,3,0,0,4,0,0,0,0,9,89,46,45,21,20,12,5,0,0,233
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,38,27,14,10,4,5,0,0,137,0,0,0,0,0,0,0,0,0,5,44,38,28,20,16,13,7,3,0,158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,81,42,33,24,15,7,0,0,275
UCL522005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,35,26,17,22,11,12,3,0,0,129,7,0,0,0,0,0,0,0,0,15,43,26,23,30,17,18,4,5,0,169,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,83,37,41,46,17,22,6,0,0,251
UCL522006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,4,3,9,0,5,0,29,0,0,0,0,0,0,0,0,0,7,0,4,0,0,3,10,3,6,0,25,28,17,7,16,16,17,10,0,0,113,4,0,0,0,3,3,5,0,0,13,30,27,15,22,27,38,24,13,3,209,0,0,0,0,3,7,3,5,4,35,5,3,0,0,4,4,4,0,0,31,0,0,0,3,0,4,6,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,16,0,0,0,0,0,0,4,6,3,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,10,8,7,7,10,0,5,0,43,0,0,0,0,0,0,3,0,4,7,7,5,0,0,5,10,8,6,3,40,67,41,19,28,37,35,20,0,0,259
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,11,9,4,11,5,3,8,10,0,0,58,3,0,0,0,0,5,0,0,0,9,16,7,18,9,6,24,32,7,0,107,0,0,0,0,0,6,15,6,0,30,0,3,5,3,3,3,4,5,0,17,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,4,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,4,4,0,0,17,0,0,0,0,0,0,6,0,0,4,0,0,5,0,4,4,4,3,0,19,16,14,14,14,10,17,28,0,0,110
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,10,14,5,8,7,6,4,3,0,0,53,7,0,0,0,0,3,0,4,0,18,21,4,13,11,15,18,14,7,0,112,0,0,0,0,5,11,7,3,0,28,0,3,3,0,8,9,3,0,0,20,0,0,0,0,0,3,4,3,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,3,0,14,0,0,0,0,0,5,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,9,3,4,3,6,0,22,0,0,0,0,0,0,0,0,0,5,7,0,0,5,4,4,0,0,0,20,26,11,13,12,15,13,13,8,0,103
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,0,0,0,11,19,26,12,18,18,6,3,3,0,95,9,3,0,6,3,0,0,0,0,19,28,37,17,27,36,20,11,6,0,168,0,0,0,0,5,6,14,4,0,32,5,3,0,11,9,3,3,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,17,0,0,0,0,0,0,8,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,5,9,5,4,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,8,6,3,5,0,0,0,20,37,46,26,28,38,16,8,3,0,202
UCL522010,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,5,6,5,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,15,31,16,8,16,13,8,4,3,0,100,0,0,0,0,0,5,3,0,0,3,40,18,16,27,26,25,25,12,4,178,0,0,0,0,0,9,12,7,0,37,6,0,3,3,0,9,10,0,0,32,0,0,0,0,4,5,5,0,0,18,0,0,0,0,0,4,13,10,9,31,0,0,0,0,0,8,11,3,0,28,0,0,0,0,0,0,10,0,4,25,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,5,7,0,5,4,5,0,16,23,7,8,74,0,0,0,0,0,0,3,0,0,6,5,0,0,7,6,7,3,0,0,30,75,48,20,30,28,18,6,4,0,228
UCL522011,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,9,19,10,14,3,7,9,5,4,0,70,0,4,5,10,0,4,4,4,0,26,25,17,20,19,12,26,23,11,0,151,0,0,0,4,5,7,15,8,0,31,0,0,4,0,0,4,3,3,0,15,0,0,0,0,0,0,5,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,3,3,21,0,0,0,0,0,3,10,4,0,17,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,6,5,4,0,8,0,3,0,5,0,3,7,5,0,29,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,8,7,4,0,16,34,16,26,17,13,24,16,5,5,157
UCL522012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,5,5,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,3,0,18,22,7,23,11,12,24,21,10,0,125,0,0,4,0,8,3,5,3,0,24,27,9,29,21,23,48,57,32,8,248,0,0,0,0,4,10,30,19,7,67,0,5,0,6,5,7,16,0,0,40,0,0,0,0,0,7,8,8,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,7,0,31,0,0,0,0,0,0,12,3,3,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,0,19,0,4,6,5,11,6,15,0,0,44,0,0,0,0,0,0,3,0,0,5,0,0,4,3,5,7,4,6,0,35,60,11,38,28,30,53,42,20,4,288
UCL522013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,9,4,3,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,15,22,19,7,15,23,9,0,5,0,106,0,5,0,0,0,9,0,6,0,15,32,28,20,23,39,36,17,10,5,215,0,0,4,0,8,23,21,4,4,61,9,0,5,0,7,0,6,0,0,38,0,0,0,0,3,10,6,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,11,0,0,24,0,0,0,0,0,6,5,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,5,0,3,7,11,9,11,3,0,0,51,0,0,0,0,0,0,0,6,0,3,5,3,6,7,5,11,0,0,0,32,58,36,16,35,47,23,7,0,4,232
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,11,19,10,3,5,7,6,6,3,0,63,0,0,0,0,0,0,0,0,0,7,22,15,9,10,15,18,9,5,0,105,0,0,0,0,4,8,3,4,0,13,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,6,0,0,11,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,7,0,0,0,20,0,0,0,0,0,0,0,0,0,3,5,0,3,5,3,6,0,0,0,14,41,15,17,20,17,15,10,6,0,131
UCL522015,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,4,0,12,0,7,8,13,0,5,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,9,11,3,0,43,57,34,52,55,24,50,51,8,0,327,4,4,8,7,0,9,8,6,0,47,63,53,71,74,31,96,118,30,0,534,0,0,0,4,3,38,59,22,0,134,9,4,13,12,3,12,20,5,0,74,0,0,0,0,4,13,16,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,7,0,41,0,0,0,0,3,9,14,16,3,49,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,7,11,7,0,18,0,7,8,17,5,12,10,4,0,61,0,0,0,0,0,0,3,0,0,0,3,0,11,10,7,17,26,3,0,81,115,52,116,98,52,93,100,19,0,643
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,5,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,0,11,16,9,4,11,4,3,5,6,0,59,9,0,7,3,0,5,0,0,0,32,32,12,15,21,12,20,14,13,5,144,0,0,0,4,5,14,12,9,0,34,3,0,0,0,8,7,6,0,0,28,0,0,0,0,4,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,25,0,0,0,0,0,3,4,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,5,4,3,4,4,0,0,0,23,0,0,0,0,0,5,0,3,0,8,4,0,0,3,15,0,0,0,0,24,33,13,16,13,9,11,10,5,0,113
UCL522017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,5,6,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,17,26,7,17,6,9,17,11,0,0,99,7,3,4,0,3,3,0,0,0,20,33,15,21,12,24,42,28,6,0,184,0,0,0,4,9,19,19,13,0,69,4,0,0,9,6,5,6,0,0,29,0,0,0,0,0,5,6,0,0,16,0,0,0,0,0,0,0,0,3,6,0,0,0,6,3,11,14,0,0,30,0,0,0,0,5,6,15,10,3,29,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,11,0,0,4,6,3,9,4,0,0,36,0,0,0,0,0,0,3,0,0,4,3,0,0,3,4,8,6,0,0,31,50,8,24,16,27,31,24,3,0,176
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,0,5,4,0,7,11,12,6,0,52,3,3,5,7,0,5,0,0,0,21,3,13,9,10,14,31,35,9,0,114,0,0,0,0,0,8,20,8,0,32,0,0,3,0,0,5,7,0,0,15,0,0,0,0,0,6,7,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,4,3,0,21,0,0,0,0,0,3,11,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,4,0,5,3,4,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,3,0,17,4,7,11,5,13,26,29,12,0,112
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,4,4,5,3,5,3,0,3,35,16,0,3,9,0,3,0,0,0,34,22,3,10,12,9,15,7,4,4,98,0,0,0,0,0,4,7,3,6,25,0,0,0,4,0,5,0,0,0,11,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,10,0,0,0,0,0,6,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,5,6,0,0,10,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,5,3,0,0,8,12,6,7,9,10,17,3,0,3,73
UCL522020,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,12,32,17,13,9,9,16,3,0,0,92,5,0,0,4,0,0,0,0,0,13,41,24,19,17,13,20,8,0,0,144,0,0,0,0,4,0,3,0,0,12,0,0,3,5,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,4,7,0,5,0,0,15,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,3,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,17,57,37,34,22,13,25,4,0,0,194
UCL522021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,3,7,4,3,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,0,21,20,8,6,16,10,6,6,3,4,81,0,0,0,0,0,0,6,0,0,6,30,11,9,32,14,13,34,12,4,167,0,0,0,3,0,9,25,12,6,49,4,13,4,3,4,5,9,3,0,41,0,0,0,0,0,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,16,10,0,34,0,0,0,0,0,3,8,9,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,6,15,0,5,0,6,12,3,3,5,0,35,0,0,0,0,0,0,0,4,0,4,0,5,0,6,8,11,6,3,0,36,57,16,16,32,17,15,22,4,4,179
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,10,4,9,4,5,8,3,0,0,54,5,0,0,3,5,5,4,0,0,17,20,10,12,6,24,21,20,7,0,122,0,0,0,3,3,9,7,4,0,29,0,0,3,4,0,7,8,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,7,0,26,0,0,0,0,0,4,10,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,0,6,9,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,20,26,6,18,11,20,11,9,4,0,113
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,13,33,8,14,12,17,16,8,3,0,104,6,0,0,0,0,5,3,0,0,15,37,9,19,13,26,26,23,8,5,173,0,0,4,0,0,7,18,8,4,46,4,0,0,3,0,6,5,3,0,17,0,0,0,0,0,6,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,20,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,4,5,3,8,4,0,0,27,0,0,0,0,0,5,0,0,0,9,0,0,0,0,3,8,3,0,0,23,49,12,23,26,29,27,14,4,0,186
