UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL521043,0,0,0,0,11,11,0,0,0,0,9,9,9,0,0,0,5,16,12,0,3,0,9,25,20,0,5,0,7,38,33,0,3,0,4,47,20,0,8,0,0,34,6,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,109,9,24,0,48,184,0,0,0,0,11,11,0,0,0,0,4,4,11,0,0,0,11,21,15,0,0,0,5,25,28,3,3,0,9,45,33,0,9,3,0,51,20,0,10,0,0,27,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,118,4,28,9,47,199,0,0,0,0,24,24,0,0,0,0,11,11,20,0,0,0,15,39,30,0,6,0,12,49,56,6,10,0,16,87,66,0,14,3,10,93,38,0,15,0,3,62,12,0,6,0,0,25,4,0,0,0,0,6,0,0,0,0,0,0,224,5,48,6,92,384
UCL521044,0,0,0,0,12,12,0,0,0,0,18,20,3,3,0,0,18,26,13,0,5,0,16,35,12,3,5,0,17,40,21,6,13,0,20,67,36,0,8,3,3,57,17,5,7,3,8,37,9,0,0,4,0,10,0,0,0,0,0,0,118,26,38,17,104,297,0,0,0,0,9,9,0,4,0,0,12,16,3,0,0,0,26,28,13,0,9,0,7,28,13,4,7,0,10,33,29,8,14,0,12,66,29,3,6,11,0,57,18,0,3,19,0,40,3,0,0,7,0,11,0,0,0,0,0,0,116,19,43,47,69,292,0,0,0,0,22,22,0,3,0,0,30,34,9,0,0,0,45,58,28,0,8,0,16,63,24,9,13,3,18,69,51,18,27,9,23,128,66,5,14,16,3,115,39,4,9,23,8,78,16,0,4,13,0,26,0,0,0,0,0,0,237,42,76,58,173,591
UCL521045,0,0,0,0,12,12,0,0,0,0,0,0,3,0,0,0,12,19,3,0,0,0,8,16,19,0,5,0,9,29,19,3,5,9,6,37,43,0,19,3,4,71,20,3,0,3,4,31,3,0,3,9,0,17,0,0,0,0,0,0,108,10,27,20,59,232,0,0,0,0,8,8,0,0,0,0,6,6,6,5,0,0,19,32,15,0,5,0,5,21,13,4,3,0,8,21,23,5,6,4,9,48,33,0,8,12,0,54,14,0,3,13,4,31,5,0,5,12,0,19,0,0,0,0,0,0,110,17,23,42,62,256,0,0,0,0,18,18,0,0,0,0,13,13,14,5,0,0,33,53,20,0,6,0,17,40,29,8,3,0,12,52,39,12,11,14,14,88,77,3,26,13,4,124,35,3,0,19,5,63,11,0,3,21,0,32,0,0,0,0,0,0,216,26,59,62,126,486
UCL521046,0,0,0,0,36,36,0,0,0,0,26,26,9,0,0,0,44,49,12,0,9,0,27,44,11,0,4,0,36,53,14,3,10,3,22,54,9,6,0,0,4,18,0,0,3,7,0,13,0,0,0,0,0,3,0,0,0,0,0,0,55,13,16,13,202,298,0,0,0,0,23,23,0,0,0,0,32,32,5,0,0,0,51,52,15,0,0,0,40,50,10,0,4,3,40,51,7,0,4,5,13,37,9,0,3,6,10,32,0,0,5,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,40,0,16,20,212,293,0,0,0,0,61,61,0,0,0,0,59,59,11,0,0,0,92,105,20,0,5,0,68,93,13,3,4,4,76,102,18,3,16,5,41,87,20,3,3,7,17,54,3,0,3,17,0,25,0,0,0,0,0,3,0,0,0,0,0,0,98,14,37,36,411,595
UCL521047,0,0,0,0,5,5,0,0,0,0,12,13,9,0,4,0,27,39,18,0,0,0,15,38,23,4,9,0,17,52,26,8,13,0,30,77,28,0,9,0,4,49,9,0,7,0,0,19,7,0,0,0,0,4,0,0,0,0,0,0,114,19,44,10,112,299,0,0,0,0,3,3,0,0,0,0,15,15,10,0,6,0,22,40,15,3,3,0,8,33,27,4,8,0,13,45,15,0,7,0,0,30,24,0,4,8,0,35,3,0,0,5,0,11,5,0,0,3,0,6,0,0,0,0,0,0,90,8,25,26,68,219,0,0,0,0,6,6,0,0,0,0,26,27,18,0,4,0,50,76,34,9,6,0,28,69,49,10,18,0,29,97,40,12,25,0,29,103,53,0,10,9,6,80,10,0,10,5,3,31,8,0,0,3,0,12,0,0,0,0,0,0,212,21,75,27,175,514
UCL521048,0,0,0,0,21,21,0,0,0,0,16,16,8,5,5,0,31,41,11,3,5,0,22,38,17,4,6,0,8,34,41,4,6,4,14,67,47,12,22,8,3,90,35,0,5,10,3,54,9,0,0,3,3,18,0,0,0,0,0,0,169,23,43,18,125,384,0,0,0,0,15,15,0,0,0,0,18,18,3,3,0,3,31,46,11,8,0,0,29,47,22,6,7,0,12,53,46,0,14,0,11,80,54,8,15,8,4,84,18,0,10,12,0,39,3,0,0,16,0,16,0,0,0,0,0,0,164,27,52,39,120,398,0,0,0,0,34,34,0,0,0,0,36,36,12,4,3,3,64,84,23,9,10,0,49,86,39,9,13,0,20,85,88,5,22,8,25,147,98,14,39,14,9,178,57,0,11,17,3,88,14,0,0,17,3,33,0,0,0,0,0,0,332,49,97,57,244,777
UCL521049,5,0,0,0,13,21,13,0,0,0,14,20,22,0,0,0,19,48,17,0,0,0,21,42,15,3,0,0,12,32,13,0,0,0,3,18,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,7,4,87,192,8,0,0,0,18,22,19,0,3,0,16,31,21,0,0,0,23,42,20,3,7,6,6,43,23,3,0,3,8,36,16,5,0,11,5,28,6,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,99,14,13,16,71,218,10,0,0,0,31,37,26,0,3,0,30,58,43,7,0,0,47,91,44,7,7,8,28,80,37,9,4,3,22,68,27,5,4,11,5,48,10,0,0,7,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,192,21,19,21,160,409
UCL521050,0,0,0,0,17,22,0,0,0,0,23,23,10,0,0,0,35,49,22,3,0,0,20,45,17,5,4,0,17,45,28,0,4,0,14,51,24,5,14,7,5,51,9,3,8,0,4,17,4,0,0,6,0,9,0,0,0,0,0,0,120,12,26,9,136,310,0,0,0,0,12,10,0,0,0,0,21,24,12,0,0,0,24,38,25,3,3,0,16,45,17,0,11,0,10,30,25,4,8,6,5,50,22,0,8,11,0,43,12,4,3,7,0,24,0,0,0,13,0,9,0,0,0,0,0,0,108,8,29,36,92,277,3,0,0,0,30,30,0,0,0,0,46,45,23,0,3,0,56,90,46,3,7,0,36,92,30,5,12,0,26,78,56,3,14,6,15,100,54,7,21,11,13,98,19,3,7,7,4,41,6,0,0,12,0,19,0,0,0,0,4,4,229,22,61,43,230,584
UCL521051,0,0,0,0,20,20,0,0,0,0,37,37,9,0,0,0,26,40,16,4,0,0,14,39,24,4,7,0,20,55,30,3,21,0,16,71,29,0,5,0,4,38,11,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,121,14,43,4,139,317,0,0,0,0,31,31,0,0,0,0,25,25,13,0,0,0,23,38,18,7,4,0,21,54,33,7,12,4,14,68,32,4,15,7,16,79,15,0,10,7,5,41,9,0,0,10,0,26,0,0,0,8,0,7,0,0,0,0,0,0,123,15,47,40,143,371,0,0,0,0,54,54,0,0,0,0,64,64,19,4,0,0,50,77,39,9,6,0,34,90,51,8,21,6,36,126,65,6,36,7,28,147,40,3,21,7,5,77,17,5,3,18,3,47,0,0,0,8,0,14,0,0,0,0,0,0,246,30,87,42,276,689
UCL521052,0,0,0,0,14,14,0,0,0,0,17,21,9,0,0,0,49,51,30,5,3,0,44,80,35,0,11,0,44,98,41,3,8,0,26,82,27,3,10,13,12,63,9,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,153,16,29,17,206,424,0,0,0,0,29,29,0,0,0,0,15,15,10,0,0,0,52,67,9,5,0,0,41,62,14,0,0,0,30,49,29,7,8,3,26,72,25,0,6,0,7,36,3,0,0,9,3,18,0,0,0,0,0,0,0,0,0,0,0,4,92,8,24,16,199,346,0,0,0,0,42,42,0,0,0,0,34,34,24,0,0,0,102,120,40,6,5,0,84,135,50,0,15,0,80,141,68,14,21,12,47,152,50,3,15,11,16,95,14,0,4,8,6,31,0,0,0,0,0,0,0,0,0,0,0,4,246,26,57,34,408,767
UCL522001,4,0,0,0,18,25,3,0,0,0,24,29,8,0,3,0,34,43,13,0,0,0,21,39,7,0,0,0,29,33,0,0,3,0,4,14,5,0,5,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,0,9,6,132,196,0,0,0,0,15,19,3,0,0,0,21,26,8,0,0,0,30,50,16,4,0,0,16,35,11,0,0,0,15,31,0,4,5,3,6,20,5,0,0,8,0,17,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,54,3,9,16,112,197,3,0,0,0,38,42,9,0,0,0,50,55,20,4,3,0,63,88,29,5,0,0,37,71,19,0,4,0,47,66,9,4,4,6,10,35,11,0,4,13,0,27,0,0,0,4,0,7,3,0,0,0,0,3,0,0,0,0,0,0,99,4,24,18,241,391
UCL522002,0,0,0,0,4,4,0,0,0,0,12,12,0,0,0,0,11,9,3,0,0,0,5,11,5,0,0,0,6,19,8,3,4,0,3,17,12,0,11,5,4,26,9,0,4,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,45,4,17,5,47,116,0,0,0,0,7,7,0,0,0,0,6,6,3,0,0,0,14,15,8,0,0,0,5,12,3,4,4,0,5,21,14,3,5,0,6,30,10,4,8,3,3,32,3,0,3,6,3,18,0,0,0,0,0,3,0,0,0,0,0,0,49,10,28,9,46,137,0,0,0,0,12,12,0,0,0,0,15,15,4,0,0,0,21,27,10,0,0,0,11,22,13,3,6,0,10,31,24,7,12,0,4,39,20,0,22,8,10,58,10,0,7,6,5,29,3,0,0,0,0,9,0,0,0,0,0,0,89,12,48,12,92,253
UCL522003,0,0,0,0,11,11,3,0,0,0,16,18,5,0,0,0,26,27,0,0,0,0,16,16,0,0,0,0,11,17,3,0,5,0,0,9,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,88,119,0,0,0,0,9,9,0,0,0,0,14,14,4,0,0,0,25,26,3,0,3,0,20,26,5,0,0,0,16,23,0,0,4,0,3,4,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,8,87,111,0,0,0,0,22,22,5,0,0,0,27,34,6,0,0,0,50,55,0,0,3,0,36,38,7,0,0,0,25,40,5,0,9,0,5,16,3,0,3,0,3,11,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,35,0,11,8,174,229
UCL522004,0,0,0,0,26,26,9,0,0,0,18,23,5,0,0,0,11,14,13,0,0,0,4,22,8,0,0,0,5,16,6,0,0,0,0,6,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,4,58,112,0,0,0,0,23,24,4,0,0,0,8,13,8,4,0,0,14,28,10,3,0,0,5,20,10,0,0,0,9,16,9,0,0,3,3,13,0,0,0,5,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,10,58,123,3,0,0,0,47,48,16,0,0,0,25,35,21,4,0,0,21,46,26,5,0,0,12,38,12,0,0,0,13,28,14,3,0,7,4,21,3,0,0,8,3,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,89,11,0,10,122,233
UCL522005,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,25,25,6,0,0,0,21,28,6,0,0,0,7,12,4,0,0,0,3,11,0,0,0,0,3,3,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,84,106,0,0,0,0,15,15,0,0,0,0,9,9,0,0,0,0,23,23,8,0,0,0,25,30,6,0,0,0,6,17,9,0,6,0,7,18,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,3,96,127,0,0,0,0,34,34,0,0,0,0,13,13,0,0,0,0,55,55,16,0,0,0,43,64,14,0,0,0,16,26,15,0,6,0,12,28,5,0,0,0,7,11,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,48,5,5,3,179,228
UCL522006,0,0,0,0,18,18,0,0,0,0,17,17,6,0,0,0,5,14,15,0,0,0,4,20,26,0,0,0,4,33,21,4,4,3,0,30,24,0,0,0,0,23,3,0,4,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,106,4,10,3,49,174,0,0,0,0,7,7,0,0,0,0,17,17,3,0,0,0,11,15,17,0,0,0,3,22,29,0,0,0,4,27,24,4,4,0,4,38,17,0,3,0,0,24,7,0,0,0,0,13,0,0,0,3,0,3,0,0,0,0,0,0,105,3,16,3,49,177,0,0,0,0,28,28,0,0,0,0,38,38,13,0,0,0,15,30,36,0,0,0,8,46,56,0,0,0,3,64,53,6,5,3,4,64,38,0,3,0,0,48,15,0,4,7,0,21,6,0,0,3,0,11,0,0,0,0,0,0,207,5,26,7,100,348
UCL522007,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,5,6,9,0,6,0,4,19,12,3,8,0,4,26,8,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,34,4,14,6,30,89,0,0,0,0,4,4,0,0,0,0,5,5,4,0,0,0,14,18,4,0,0,0,3,9,0,0,0,0,3,6,16,0,5,0,3,24,15,0,5,9,0,32,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,0,0,0,41,0,11,17,33,97,0,0,0,0,5,5,0,0,0,0,12,12,0,0,0,0,14,21,6,0,0,0,5,14,0,0,4,0,6,15,23,0,8,0,3,42,29,3,10,9,5,56,5,0,0,3,0,17,0,0,0,7,0,9,0,0,0,0,0,0,79,4,29,19,56,188
UCL522008,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,7,4,0,0,0,7,10,0,0,6,0,4,11,7,0,4,0,3,21,4,5,3,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,8,11,0,27,80,0,0,0,0,4,4,0,0,0,0,5,4,0,0,0,0,12,13,7,0,0,0,0,11,5,0,3,0,3,15,10,5,0,0,3,18,10,0,3,3,0,14,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,36,7,15,6,25,91,0,0,0,0,5,5,0,0,0,0,3,5,0,0,0,0,18,22,7,4,0,0,10,21,13,0,6,0,5,21,18,4,11,0,5,44,14,5,8,3,0,34,9,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,67,15,24,6,56,167
UCL522009,0,0,0,0,10,10,0,0,0,0,14,14,0,0,3,0,10,15,12,0,0,0,12,22,15,4,3,0,16,41,8,0,4,0,0,24,11,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,55,9,14,0,65,143,0,0,0,0,22,22,0,0,0,0,11,11,4,0,0,0,12,17,12,0,3,0,9,27,22,0,3,0,4,36,11,3,5,0,3,20,10,0,0,0,0,11,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,61,7,13,10,63,146,0,0,0,0,31,31,0,0,0,0,23,23,7,0,0,0,24,34,24,3,3,0,19,47,38,7,5,0,20,72,24,11,12,0,3,48,18,0,0,0,0,25,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,116,11,22,4,128,289
UCL522010,0,0,0,0,23,23,0,0,0,0,16,16,5,0,0,0,9,17,11,0,0,0,0,20,18,0,0,0,3,19,15,5,5,0,4,31,12,0,6,0,8,32,9,0,0,0,0,13,5,0,0,4,0,10,0,0,0,0,0,0,80,5,17,3,66,170,0,0,0,0,13,14,0,0,0,0,5,5,9,0,0,0,6,16,15,0,0,0,3,27,14,4,3,0,3,26,17,0,4,0,0,25,12,4,8,0,0,25,3,0,0,4,5,12,0,0,0,0,0,4,0,0,0,0,0,3,69,5,13,10,41,139,0,0,0,0,35,37,0,0,0,0,19,19,15,0,0,0,12,31,30,3,0,0,5,42,31,4,3,0,7,45,31,5,7,4,7,53,23,4,15,0,11,54,11,0,4,8,6,26,5,0,0,4,0,10,0,0,0,0,0,3,153,12,33,19,102,315
UCL522011,0,0,0,0,11,11,0,0,0,0,4,4,6,0,0,0,10,15,17,0,0,0,12,34,10,0,3,0,0,15,11,6,6,0,0,22,14,4,7,0,3,32,12,0,6,0,3,22,5,0,0,0,0,5,0,0,0,0,0,0,73,13,20,0,49,151,0,0,0,0,3,3,0,0,0,0,13,13,5,5,0,0,14,20,14,0,0,0,6,19,3,0,0,0,5,12,10,3,7,3,0,26,18,0,6,5,0,23,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,63,3,13,9,38,124,0,0,0,0,10,10,0,0,0,0,20,20,10,3,0,0,21,36,24,0,0,0,15,53,14,0,4,0,4,27,25,5,9,6,3,44,34,4,10,0,3,56,19,0,8,3,3,30,9,0,0,0,0,9,0,0,0,0,0,0,132,15,34,10,83,273
UCL522012,0,0,0,0,4,4,0,0,0,0,7,7,12,0,0,0,16,23,11,0,0,0,6,22,12,0,6,0,5,28,25,3,6,0,14,56,43,0,10,4,5,60,11,0,4,0,0,20,9,0,0,0,0,6,0,0,0,0,0,0,132,6,30,9,67,236,0,0,0,0,3,3,0,0,0,0,5,5,11,0,0,0,19,29,11,0,0,0,4,21,17,0,3,0,3,23,28,9,8,3,3,48,34,0,9,5,0,57,18,0,0,12,0,32,4,0,0,7,0,8,0,0,0,0,0,0,121,5,23,31,44,224,0,0,0,0,9,9,0,0,0,0,11,11,20,0,0,0,36,58,18,0,0,0,11,42,30,4,9,0,10,53,56,7,10,6,15,102,78,0,19,8,6,118,31,0,4,10,0,46,14,0,0,7,0,17,0,0,0,0,0,0,250,17,51,38,101,452
UCL522013,0,0,0,0,18,18,0,0,0,0,12,12,4,3,0,0,10,19,11,0,5,0,10,27,12,0,9,0,10,33,26,3,10,0,4,39,20,0,3,3,0,27,3,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,74,15,23,3,63,175,0,0,0,0,15,15,0,0,0,0,11,11,8,0,0,0,10,20,14,0,0,0,11,23,23,0,5,3,9,39,21,4,3,4,6,36,14,0,0,0,0,17,4,0,0,10,0,10,0,0,0,5,0,5,0,0,0,0,0,0,78,8,15,19,66,182,0,0,0,0,35,35,0,0,0,0,17,17,10,3,0,0,20,33,25,0,3,0,19,51,33,0,12,3,23,74,47,10,14,4,7,81,28,4,3,10,0,46,5,0,0,10,0,19,3,0,0,3,0,8,0,0,0,0,0,0,149,14,35,22,126,351
UCL522014,0,0,0,0,3,3,0,0,0,0,7,7,5,0,0,0,11,16,8,0,0,0,3,13,5,0,0,0,0,14,8,0,0,0,0,18,7,0,0,0,0,9,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,40,3,5,0,25,71,0,0,0,0,4,4,0,0,0,0,9,6,6,0,0,0,3,9,3,0,0,0,9,10,12,0,0,0,0,15,10,0,4,0,0,18,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,5,24,84,0,0,0,0,12,12,0,0,0,0,17,13,6,0,0,0,16,24,8,0,4,0,9,25,19,0,0,0,4,26,21,0,7,0,0,29,14,0,0,0,0,18,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,83,4,11,5,51,156
UCL522015,0,0,0,0,10,10,0,0,0,0,17,17,18,0,0,0,59,82,48,0,5,0,13,72,28,0,0,0,18,48,68,0,10,0,3,85,99,0,7,0,3,119,36,0,6,0,0,39,0,0,0,0,0,0,0,0,0,0,8,8,302,6,25,6,129,469,0,0,0,0,9,9,0,0,0,0,37,37,24,0,0,0,51,71,52,0,3,0,13,74,24,0,0,0,0,31,74,7,5,4,8,96,85,5,18,10,0,118,23,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,10,13,287,13,34,18,135,483,0,0,0,0,18,18,0,0,0,0,55,55,48,0,0,0,108,156,101,3,3,0,32,145,49,3,9,0,17,77,146,3,19,4,5,184,179,5,26,8,5,229,57,0,6,7,0,71,0,0,0,0,0,5,0,0,0,0,19,21,590,20,58,25,262,958
UCL522016,0,0,0,0,10,10,0,0,0,0,5,5,0,3,0,0,13,17,7,0,0,0,3,9,9,0,4,0,3,19,12,0,0,0,8,25,14,0,3,0,3,18,9,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,52,5,14,0,44,113,0,0,0,0,8,8,0,0,0,0,6,6,0,3,0,0,7,15,9,0,0,0,12,21,4,0,6,0,3,12,12,0,4,3,0,20,11,0,0,5,0,14,8,0,0,4,0,13,0,0,0,3,0,5,0,0,0,0,0,0,45,5,15,11,40,114,0,0,0,0,14,14,0,0,0,0,8,8,4,9,0,0,20,25,17,0,0,0,16,37,12,0,6,0,13,32,28,0,7,3,10,51,20,0,4,5,4,36,17,0,3,4,0,30,0,0,0,3,0,5,0,0,0,0,0,0,97,10,25,11,80,227
UCL522017,0,0,0,0,3,3,0,0,0,0,7,7,4,0,0,0,10,12,7,0,0,0,4,19,8,0,0,0,5,18,25,0,4,0,0,34,31,3,0,5,4,39,7,3,4,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,92,7,12,6,37,151,0,0,0,0,6,6,0,0,0,0,11,11,13,0,0,0,9,21,7,6,0,0,3,12,18,3,4,0,4,24,29,0,4,0,4,42,22,0,4,0,0,28,6,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,89,7,14,3,37,155,0,0,0,0,4,4,0,0,0,0,16,16,17,0,0,0,19,36,15,6,0,0,8,27,26,3,9,0,8,46,59,0,8,0,11,77,53,5,4,3,0,65,7,3,5,3,0,27,3,0,0,0,0,5,0,0,0,0,0,0,182,11,32,11,75,303
UCL522018,0,0,0,0,5,5,0,0,0,0,4,4,5,0,0,0,9,14,0,0,0,0,0,4,16,0,0,0,3,17,21,0,7,0,3,34,25,3,13,0,8,48,8,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,81,6,19,5,34,141,0,0,0,0,4,4,0,0,0,0,5,8,0,0,0,0,4,9,4,0,0,0,5,10,4,3,4,0,3,14,23,4,0,0,3,31,20,0,6,0,0,35,10,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,62,7,12,7,23,110,0,0,0,0,7,7,0,0,0,0,8,14,4,0,0,0,20,24,3,0,0,0,6,13,19,3,4,0,10,36,45,3,7,0,0,64,42,3,21,3,7,77,16,0,8,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,137,12,33,11,62,256
