UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL522047,0,0,0,0,16,14,0,0,0,0,8,8,10,0,0,0,14,18,10,0,0,0,17,25,14,0,0,0,12,27,21,3,4,0,3,35,33,0,8,0,5,51,11,0,0,3,0,18,3,0,0,3,0,12,0,0,0,0,0,0,96,10,23,14,73,213,0,0,0,0,18,18,0,0,0,0,15,15,11,0,0,0,8,17,4,5,0,0,14,21,3,0,0,0,8,18,15,6,5,0,5,40,31,0,9,7,3,54,10,5,0,5,0,17,0,0,0,4,0,7,0,0,0,0,0,0,84,15,19,17,65,203,0,0,0,0,35,35,0,0,0,0,17,17,19,0,0,0,21,37,11,3,0,0,24,44,20,4,9,0,13,42,41,12,13,3,12,78,66,4,21,6,9,105,18,6,4,12,0,33,7,0,0,10,0,20,0,0,0,0,0,0,182,24,41,30,139,419
UCL522048,0,0,0,0,10,10,0,0,0,0,4,4,6,0,0,0,15,19,10,0,0,0,8,18,10,0,0,0,5,16,10,0,0,0,5,21,22,0,0,0,0,23,14,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,70,0,8,3,49,130,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,0,8,17,13,0,0,0,3,10,6,4,3,0,0,12,20,0,3,4,8,27,12,0,3,9,0,21,5,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,68,4,11,20,28,126,0,0,0,0,12,12,0,0,0,0,4,4,6,0,0,0,24,36,17,0,0,0,12,29,18,4,4,0,5,29,26,0,10,4,12,52,30,0,4,10,0,50,17,0,0,13,0,31,4,0,0,0,0,11,0,0,0,0,0,0,131,6,21,27,74,256
UCL522049,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,15,22,12,6,0,0,12,29,4,0,9,0,11,23,12,4,3,4,10,34,25,4,5,9,3,49,8,0,0,3,0,14,5,0,0,0,0,6,0,0,0,0,0,0,71,8,22,10,66,180,0,0,0,0,5,5,0,0,0,0,10,10,5,0,0,0,14,15,9,0,0,0,8,18,10,0,4,0,6,20,17,7,5,6,6,35,22,0,9,8,8,46,10,0,0,3,0,6,0,0,0,5,0,5,0,0,0,0,0,0,62,10,18,17,53,160,0,0,0,0,7,7,0,0,0,0,12,12,5,0,0,0,28,34,26,6,0,0,18,41,18,3,15,0,19,50,34,8,6,5,19,67,47,6,18,15,13,96,12,0,0,3,0,24,5,0,0,0,0,3,0,0,0,0,0,0,135,17,40,29,117,335
UCL522050,0,0,0,0,4,4,0,0,0,0,7,7,4,0,0,0,12,19,14,0,0,0,12,20,21,6,3,0,7,32,20,0,8,4,8,30,14,0,9,8,3,35,11,0,8,0,0,18,12,0,0,6,0,12,0,0,0,0,0,0,91,7,16,11,58,187,0,0,0,0,3,3,0,0,0,0,5,5,12,0,0,0,8,21,8,0,0,0,6,19,12,0,0,0,10,27,15,0,10,0,6,28,8,0,5,4,0,18,13,0,0,7,0,27,6,0,0,7,0,22,0,0,0,0,0,0,85,6,16,22,42,174,0,0,0,0,9,9,0,0,0,0,12,12,15,0,0,0,23,40,26,0,0,0,13,41,32,5,9,0,15,61,37,0,11,0,15,61,31,0,14,13,3,52,23,0,9,9,0,44,16,0,0,15,0,33,0,0,0,0,0,0,173,6,37,40,99,356
UCL522051,0,0,0,0,4,4,0,0,0,0,4,4,3,0,0,0,3,8,9,0,0,0,0,8,11,0,0,0,8,23,8,0,0,0,4,15,12,0,0,0,0,14,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,51,0,9,0,29,86,0,0,0,0,12,12,0,0,0,0,3,6,9,0,0,0,6,19,5,0,0,0,0,9,15,0,3,0,4,19,14,0,3,0,4,26,13,0,0,0,0,20,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,60,3,9,9,32,113,0,0,0,0,20,20,3,0,0,0,6,8,8,0,0,0,17,27,16,0,0,0,0,21,21,3,3,0,11,42,21,0,5,0,5,39,21,0,0,3,0,30,13,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,109,4,15,12,64,198
UCL522052,0,0,0,0,9,9,0,0,0,0,7,5,4,0,0,0,23,27,5,0,0,0,7,16,9,0,0,0,9,20,5,0,0,0,7,13,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,7,0,62,111,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,0,9,12,0,0,0,0,5,9,5,0,0,0,8,9,0,0,0,0,4,11,3,0,0,0,0,9,3,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,10,3,5,5,38,64,0,0,0,0,13,13,0,0,0,0,17,16,3,0,0,0,32,36,5,4,0,0,20,24,9,0,8,0,15,34,9,3,3,0,7,27,7,0,4,5,4,25,5,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,42,6,18,11,104,178
UCL522053,0,0,0,0,9,10,3,0,0,0,6,8,12,0,0,0,3,10,7,0,0,0,0,5,3,0,0,0,6,3,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,17,52,0,0,0,0,6,8,3,0,0,0,3,12,14,0,0,0,0,15,8,4,0,0,0,9,0,3,5,0,5,16,5,0,0,6,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,3,3,23,73,4,0,0,0,16,13,4,0,0,0,15,19,21,0,0,0,6,24,11,4,0,0,4,17,3,6,5,0,8,19,12,0,0,6,0,18,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,3,3,38,125
UCL522054,0,0,0,0,4,4,0,0,0,0,9,9,0,0,0,0,11,11,3,0,0,0,9,17,11,0,0,0,3,19,6,0,3,0,3,18,11,0,5,0,0,17,0,0,0,0,0,12,3,0,0,0,0,4,0,0,0,0,0,0,46,0,18,7,38,96,0,0,0,0,3,3,0,0,0,0,8,8,4,0,0,0,11,10,3,5,0,0,5,10,9,0,0,0,4,15,7,0,0,0,4,12,14,0,4,0,0,18,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,37,5,9,5,33,80,0,0,0,0,6,6,0,0,0,0,14,14,4,0,0,0,18,21,5,5,0,0,17,28,17,0,0,0,8,30,14,0,3,0,6,31,27,0,7,6,0,37,0,0,0,3,0,11,3,0,0,3,0,5,0,0,0,0,0,0,77,0,23,10,61,180
UCL522055,0,0,0,0,6,6,0,0,0,0,0,0,9,0,0,0,18,26,20,0,0,0,6,24,19,0,0,0,17,38,34,0,6,0,7,49,88,0,8,6,3,103,28,0,0,0,0,32,0,0,0,3,0,3,0,0,0,0,0,0,199,0,21,5,62,283,0,0,0,0,5,5,0,0,0,0,3,6,6,0,0,0,19,23,8,0,0,0,9,17,22,0,5,0,3,36,39,0,3,0,6,51,75,0,7,0,5,86,15,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,175,8,21,10,47,254,0,0,0,0,12,12,0,0,0,0,5,7,15,0,0,0,33,52,26,0,0,0,9,42,45,0,6,0,20,72,71,6,9,0,15,104,159,0,19,5,4,191,43,0,0,11,0,54,0,0,0,3,0,3,0,0,0,0,5,5,372,5,42,13,101,540
UCL522056,0,0,0,0,7,7,0,0,0,0,17,17,7,0,0,0,33,41,21,5,0,0,21,49,27,0,6,0,18,51,22,0,14,4,5,46,21,0,0,0,3,21,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,105,6,26,4,104,250,0,0,0,0,10,10,0,0,6,0,4,11,11,0,4,0,19,34,9,0,4,0,6,17,7,0,11,0,3,20,15,0,10,3,8,32,9,0,5,4,0,16,3,0,0,0,0,11,0,0,0,3,0,6,0,0,0,0,0,0,58,0,28,13,56,152,0,0,0,0,18,18,0,0,6,0,22,26,20,0,4,0,51,72,27,5,3,0,32,68,37,0,14,0,23,74,42,0,21,5,5,79,27,0,5,4,0,36,10,0,0,0,0,11,0,0,0,3,0,8,0,0,0,0,0,0,170,7,49,13,163,400
UCL522057,0,0,0,0,8,8,0,0,0,0,14,15,9,0,3,0,33,43,11,0,0,0,15,22,8,0,0,0,10,23,26,0,7,0,5,32,19,0,5,0,3,26,19,0,0,3,0,24,3,0,0,0,0,3,0,0,0,0,0,0,90,0,15,4,82,197,0,0,0,0,5,5,0,0,0,0,13,17,4,0,0,0,24,31,12,4,0,0,3,22,9,3,3,0,0,20,32,0,8,0,9,52,23,0,14,6,5,42,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,91,13,24,5,63,198,0,0,0,0,11,11,4,0,0,0,33,33,12,0,3,0,60,74,23,4,3,0,20,52,20,0,7,0,6,37,59,0,12,6,8,81,41,0,16,6,7,60,27,0,6,0,0,35,3,0,0,0,0,3,0,0,0,0,0,4,184,14,40,8,149,391
UCL522058,0,0,0,0,10,10,0,0,0,0,6,8,3,0,0,0,6,10,3,0,0,0,7,15,0,7,0,0,3,15,8,6,0,0,9,28,9,0,3,0,0,13,3,0,0,0,0,11,5,0,0,0,0,6,0,0,0,0,0,0,35,16,4,5,48,114,0,0,0,0,13,16,0,0,0,0,4,6,5,0,5,0,14,14,4,5,0,0,12,12,9,0,0,0,0,11,4,0,4,0,4,19,3,0,0,4,0,8,8,0,0,10,0,18,0,0,0,0,0,3,0,0,0,0,0,0,39,7,6,11,47,107,0,0,0,0,27,27,3,0,0,0,10,15,0,0,5,0,18,24,7,5,0,0,15,29,10,4,0,0,11,27,19,4,9,0,13,45,12,5,7,4,0,23,10,0,0,10,4,28,5,0,0,0,0,11,0,0,0,0,0,0,71,20,13,14,96,220
UCL522059,0,0,0,0,5,5,0,0,0,0,8,8,7,0,0,0,13,21,22,0,0,0,12,39,7,3,0,0,3,16,15,0,3,0,0,23,23,0,3,3,4,33,16,0,0,3,0,24,0,0,0,7,0,4,0,0,0,0,0,0,88,9,12,9,52,172,0,0,0,0,3,3,0,0,0,0,10,10,10,0,0,0,13,25,7,0,0,0,10,22,13,7,4,0,10,28,15,0,5,0,8,29,22,0,3,0,0,23,11,0,3,5,0,16,0,0,0,3,0,3,0,0,0,0,0,0,70,11,19,15,44,155,0,0,0,0,9,9,0,0,0,0,14,14,16,0,0,0,24,43,29,0,0,0,22,60,16,9,7,0,18,43,37,5,9,3,8,59,37,0,9,0,5,58,27,0,3,11,0,42,0,0,0,5,0,6,0,0,0,0,0,0,164,21,25,23,98,328
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,4,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,5,4,0,0,0,0,11,7,0,4,0,3,13,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,4,4,11,42
UCL522061,0,0,0,0,3,3,0,0,0,0,3,3,3,0,4,0,10,15,3,0,0,0,6,9,11,0,0,0,8,23,22,3,5,0,13,41,22,7,7,3,7,42,12,0,3,8,7,29,0,0,0,0,0,0,0,0,0,0,0,0,74,11,24,8,54,169,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,14,19,6,0,0,0,6,21,8,0,5,0,4,13,29,0,6,0,3,43,16,0,5,3,0,23,8,0,3,10,0,24,0,0,0,5,0,3,0,0,0,0,0,0,78,0,24,18,31,152,0,0,0,0,6,6,0,0,0,0,4,4,7,0,4,0,25,29,7,0,0,0,11,23,18,0,4,0,14,40,50,3,16,0,11,85,38,7,12,0,7,72,23,0,6,18,7,51,0,0,0,5,0,7,0,0,0,0,0,0,150,12,43,28,90,317
UCL522062,0,0,0,0,0,3,3,0,0,0,8,16,21,0,0,0,3,26,9,0,0,0,4,15,8,3,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,26,83,0,0,0,0,12,12,11,0,0,0,6,10,10,4,0,0,6,16,12,4,0,0,4,16,13,3,0,0,0,19,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,14,0,6,24,83,0,0,0,0,12,13,13,0,0,0,15,27,27,3,0,0,7,43,16,3,0,0,7,33,22,3,0,0,3,33,8,0,0,3,6,13,0,0,0,0,4,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,91,19,0,6,50,165
UCL522063,3,0,0,0,18,13,4,0,0,0,3,3,3,3,0,0,4,13,17,0,0,0,9,20,4,0,0,0,6,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,34,71,0,0,0,0,9,9,6,0,0,0,3,6,9,0,0,0,14,23,9,0,0,0,3,13,8,0,0,0,3,17,6,0,5,3,3,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4,14,36,88,3,0,0,0,21,30,4,0,0,0,4,9,16,3,0,0,21,33,24,0,0,0,8,35,10,0,0,0,8,19,15,0,5,3,3,26,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,7,4,14,69,163
UCL522064,0,0,0,0,26,30,5,0,0,0,12,18,13,4,0,0,19,39,17,4,3,0,15,33,19,3,8,0,11,34,10,0,0,0,0,12,9,0,0,0,5,7,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,71,8,9,0,88,184,0,0,0,0,9,13,12,0,5,0,25,36,14,0,0,0,27,41,12,5,0,0,9,26,13,0,4,0,7,32,11,8,0,0,3,17,4,0,4,3,3,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,6,77,12,10,9,89,199,3,0,0,0,40,39,17,0,5,0,35,53,34,4,0,0,47,83,29,10,3,0,24,64,33,5,8,0,17,62,16,6,3,0,7,32,12,0,3,3,4,26,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,6,152,24,20,9,172,383
UCL522065,0,0,0,0,9,9,0,0,0,0,8,8,5,0,0,0,11,12,0,0,0,0,5,4,9,0,0,0,5,14,12,8,4,0,0,19,10,0,9,3,0,20,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,39,4,14,3,40,101,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,14,5,0,3,0,0,5,7,3,0,0,0,12,10,6,7,0,3,28,7,0,0,0,0,12,9,0,0,4,0,16,4,0,0,0,0,5,0,0,0,0,0,0,42,7,19,10,24,94,0,0,0,0,6,6,0,0,0,0,8,8,10,0,0,0,22,26,7,0,3,0,5,12,9,3,0,0,9,19,22,10,12,0,6,49,15,0,6,0,0,30,13,0,6,4,0,27,3,0,0,0,0,7,0,0,0,0,0,0,77,8,32,14,58,198
UCL522066,0,0,0,0,3,3,0,0,0,0,8,8,6,0,0,0,18,23,20,0,0,0,12,31,16,0,0,0,4,17,9,0,4,0,4,18,11,0,0,0,4,17,10,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,74,5,11,0,54,138,0,0,0,0,8,8,0,0,0,0,9,5,15,0,0,0,12,28,18,0,3,0,13,33,8,0,10,0,3,21,17,0,12,0,5,31,7,0,0,3,0,20,7,0,0,9,0,19,0,0,0,9,0,6,0,0,0,0,0,0,76,9,23,18,45,167,0,0,0,0,12,12,0,0,0,0,12,13,22,0,0,0,26,55,30,0,4,0,26,61,22,0,7,0,10,46,25,0,15,0,6,48,19,5,0,3,5,36,18,0,0,9,0,31,0,0,0,9,0,13,0,0,0,0,0,0,147,9,28,21,106,310
UCL522067,0,0,0,0,5,5,0,0,3,0,25,21,11,0,0,0,59,77,34,0,5,0,31,73,44,13,7,0,24,87,27,4,5,0,6,43,12,0,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,19,24,4,151,328,0,0,0,0,7,7,0,0,0,0,14,14,0,0,0,0,25,26,11,3,0,0,13,27,10,4,4,0,7,25,6,3,3,0,3,20,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,9,5,79,129,0,0,0,0,13,13,0,0,3,0,37,35,12,0,4,0,78,101,39,0,5,0,45,100,51,11,8,0,37,116,31,10,6,0,9,62,17,6,5,5,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,29,36,11,226,457
UCL522068,0,0,0,0,16,16,0,0,0,0,7,8,5,0,0,0,14,18,12,0,0,0,7,18,20,0,4,0,4,28,17,0,5,0,4,30,11,0,9,0,0,16,9,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,78,4,19,6,54,155,0,0,0,0,13,13,0,0,0,0,15,15,6,0,0,0,7,20,15,0,0,0,8,32,22,4,5,0,4,33,20,3,6,0,6,30,14,0,4,6,4,26,0,0,0,3,0,6,0,0,0,3,0,3,0,0,0,0,0,0,85,6,13,9,57,173,0,0,0,0,34,34,0,0,0,0,21,24,8,0,3,0,20,34,26,0,4,0,16,45,42,3,10,0,8,62,38,5,7,0,5,59,27,0,11,5,4,39,15,0,3,6,0,18,6,0,0,3,0,5,0,0,0,0,0,0,163,7,35,11,107,327
UCL522069,0,0,0,0,6,6,0,0,0,0,8,8,3,0,0,0,10,14,3,0,0,0,9,16,3,0,5,0,7,17,11,5,3,0,4,27,10,3,9,3,5,30,14,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,48,13,22,3,55,139,0,0,0,0,7,7,0,0,0,0,5,3,3,0,4,0,10,14,4,0,0,0,7,18,4,0,4,0,0,12,10,0,5,0,0,18,8,0,6,6,3,25,12,0,0,6,0,17,0,0,0,5,0,5,0,0,0,0,0,0,39,8,24,10,31,117,0,0,0,0,12,12,0,0,0,0,11,13,5,0,4,0,19,31,6,0,0,0,15,28,9,0,7,0,10,32,18,7,8,0,6,40,20,4,15,3,9,51,25,0,9,5,0,42,0,0,0,5,0,3,0,0,0,0,0,0,85,20,43,16,89,253
UCL522070,0,0,0,0,8,8,4,0,0,0,9,10,4,0,0,0,14,18,4,0,0,0,6,16,13,0,3,0,3,22,11,0,7,0,10,29,16,0,11,0,0,24,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,57,3,19,0,54,137,0,0,0,0,5,5,3,0,0,0,6,12,5,0,0,0,13,20,13,0,4,0,4,19,5,3,6,0,0,21,19,0,6,0,0,26,16,0,3,6,0,29,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,5,13,10,43,129,0,0,0,0,12,12,4,0,0,0,16,23,12,0,0,0,27,36,20,0,4,0,15,33,19,4,5,0,12,40,24,0,12,0,14,57,31,0,13,6,6,54,10,0,0,5,0,13,0,0,0,0,0,4,0,0,0,0,0,0,116,4,36,12,92,270
UCL522071,4,0,0,0,16,20,12,0,0,0,6,17,22,0,0,0,13,43,16,0,0,0,3,22,20,0,0,0,5,25,10,0,0,5,3,17,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,5,52,151,7,0,0,0,17,22,16,5,0,0,10,28,21,0,0,0,13,37,19,3,0,0,7,30,13,0,0,0,6,23,9,4,0,0,0,8,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,10,0,4,59,153,7,0,0,0,32,38,29,5,0,0,18,49,45,3,0,0,28,75,27,11,0,0,16,52,31,4,0,0,11,48,18,7,0,5,6,26,3,3,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,18,5,6,116,302
UCL531001,19,4,8,3,4774,4805,194,7,3,9,5673,5878,4310,239,272,19,11573,16417,9860,692,1077,26,6358,18019,12003,1043,2223,106,4433,19811,12578,972,2794,315,2541,19205,9422,532,1970,488,854,13265,3557,163,530,457,166,4870,505,17,56,225,40,842,170,12,30,4,266,483,52621,3681,8968,1643,36681,103590,19,3,0,0,4167,4189,155,17,0,4,3622,3795,3039,157,194,20,5993,9400,6553,388,647,55,3022,10667,8364,604,1559,203,2337,13071,10105,520,2082,510,1265,14487,7719,236,1286,953,329,10520,2293,52,373,1001,77,3798,216,8,48,531,17,820,45,5,13,9,174,251,38502,1998,6193,3288,21008,70987,39,4,8,6,8939,8990,343,27,7,7,9291,9679,7352,396,461,36,17567,25814,16417,1080,1721,85,9383,28684,20376,1650,3781,307,6772,32883,22689,1497,4874,819,3809,33687,17138,771,3250,1444,1184,23786,5843,215,901,1453,246,8666,720,22,105,758,58,1662,220,17,37,12,438,733,91129,5676,15155,4933,57685,174575
UCL579997,0,0,0,0,13,13,0,0,0,0,81,81,116,6,0,0,301,430,528,48,48,3,285,908,565,42,76,3,153,842,314,24,65,3,37,449,91,6,12,4,0,117,8,0,0,0,0,15,0,0,0,0,0,0,95,4,12,0,33,143,1728,131,216,13,908,3002,0,0,0,0,8,8,3,0,0,0,33,36,9,0,0,0,68,89,15,4,5,0,30,49,15,5,11,0,18,60,45,7,19,0,9,77,48,0,6,4,0,61,14,0,0,0,0,17,0,0,0,0,0,0,9,0,3,4,5,16,163,19,40,13,173,405,0,0,0,0,20,20,3,0,0,0,115,116,128,8,3,0,370,518,546,44,48,3,311,957,575,49,87,5,173,896,360,32,84,3,50,533,139,9,18,7,0,176,23,0,0,4,0,32,0,0,0,0,0,0,104,4,16,4,39,164,1892,147,262,29,1085,3410
