UCL_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
UCL521036,0,0,3,0,5,0,0,0,0,13,4,6,26,16,19,25,9,0,0,105,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,4,0,0,0,28,5,0,13,3,4,10,4,0,0,34,0,0,0,0,0,3,6,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,4,0,0,0,22,0,0,5,4,8,4,0,0,0,19,0,0,0,9,8,11,3,0,0,20,0,0,0,0,0,0,0,0,0,0
UCL521037,0,0,3,3,3,0,0,0,0,9,10,3,23,47,45,26,0,0,0,152,0,0,0,0,0,6,0,0,0,8,0,0,5,16,9,10,0,0,0,36,3,0,6,10,4,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,0,0,0,27,0,0,0,4,0,0,0,0,0,8,5,0,9,6,3,3,0,0,0,36,9,5,0,10,3,5,0,0,0,30,0,0,3,0,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,3,3,9,3,0,0,0,23,0,0,3,11,3,4,0,0,0,16,0,0,7,10,9,0,0,0,0,31,0,0,6,13,6,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0
UCL521038,0,0,0,0,0,0,0,0,0,0,4,3,15,16,28,32,8,0,0,117,0,0,0,3,6,3,4,0,0,23,0,0,0,0,5,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,16,0,0,0,4,0,0,0,0,0,7,5,0,7,3,4,9,0,0,0,22,7,0,0,5,0,7,0,0,0,19,0,0,0,4,0,8,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,4,9,3,7,5,0,0,22,0,0,0,4,6,10,0,0,0,25,0,0,3,6,5,8,5,0,0,33,0,0,0,0,0,0,0,0,0,0
UCL521039,0,0,3,7,0,0,0,0,0,10,11,0,20,47,46,47,10,3,0,189,0,0,0,0,3,0,0,0,0,9,0,0,0,6,4,0,0,0,0,15,0,0,4,7,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,9,9,14,11,11,0,0,0,52,0,0,0,0,0,0,0,0,0,4,13,0,5,4,9,0,0,0,0,30,6,0,6,3,0,4,0,0,0,20,0,0,0,3,0,5,0,0,0,11,0,0,0,5,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,3,0,0,16,0,0,0,0,5,4,0,0,0,18,0,0,0,7,5,8,0,0,0,19,0,0,6,10,11,12,0,0,0,43,0,0,3,17,14,21,5,0,0,57,0,0,0,3,0,0,0,0,0,3
UCL521040,0,0,0,0,0,3,3,0,0,8,0,9,59,50,42,46,20,0,0,228,0,0,0,0,0,3,6,0,0,9,0,8,33,38,17,21,0,0,0,118,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,3,9,14,4,13,0,0,0,43,0,0,0,3,0,0,3,0,0,7,0,4,6,3,0,0,0,0,0,15,0,0,14,0,3,6,0,0,0,31,0,0,4,8,19,14,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,21,0,0,7,8,5,10,0,0,0,20,0,0,11,8,17,13,9,0,0,57,0,4,8,6,5,3,3,0,0,39,0,4,20,7,4,7,3,0,0,42,0,0,0,0,0,0,0,0,0,0
UCL521041,0,0,4,0,0,0,0,0,0,8,0,16,56,45,20,17,5,0,0,157,0,0,0,0,0,0,0,0,0,0,0,9,80,94,50,34,3,0,0,274,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,0,0,0,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,3,6,14,3,0,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,4,0,0,8,12,4,0,0,0,0,30,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
UCL521042,0,0,0,0,0,0,0,0,0,4,10,12,25,33,40,33,8,0,0,158,5,4,15,4,12,4,4,0,0,53,0,0,0,3,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,4,4,5,7,4,10,0,0,33,7,0,8,6,3,12,4,0,0,42,0,0,0,0,7,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,4,4,3,0,0,0,0,15,0,0,4,4,13,7,0,0,0,25,0,0,0,3,10,12,0,0,0,25,0,0,0,0,8,6,4,0,0,26,0,0,0,0,0,0,0,0,0,5
UCL521043,0,0,0,5,0,4,0,0,0,7,6,8,17,17,32,40,5,0,0,121,0,0,0,0,0,5,0,0,0,6,0,0,7,8,0,6,0,0,0,20,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,22,7,0,0,3,4,3,0,0,0,15,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,3,0,0,0,11,0,0,0,4,8,3,0,0,0,19,0,0,0,3,6,10,5,0,0,30,0,0,3,3,12,24,0,0,0,44,0,0,5,0,0,0,0,0,0,9
UCL521044,0,0,0,0,0,0,0,0,0,4,10,9,16,19,20,29,3,4,0,101,3,6,9,9,5,4,0,8,0,36,0,0,0,0,4,4,0,0,0,8,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,10,5,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,4,0,7,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,4,8,4,3,0,0,0,18,0,0,0,4,0,7,0,0,0,13,0,0,6,7,3,15,3,0,0,34,0,0,0,0,0,0,0,0,0,0
UCL521045,0,0,0,0,0,0,0,0,0,0,3,0,15,14,9,18,5,0,0,65,0,6,4,3,0,3,10,3,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,14,0,0,0,0,0,4,0,0,0,10,0,0,0,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,13,0,0,3,3,3,5,0,0,0,10,0,0,9,5,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL521046,0,0,0,4,0,0,0,0,0,4,4,9,23,28,22,15,8,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,16,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,9,5,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,5,3,13,0,0,0,0,17,0,0,12,11,8,0,0,0,0,26,0,0,0,6,3,4,0,0,0,18,0,4,7,3,3,6,3,0,0,38,6,0,4,4,0,0,0,0,0,13
UCL521047,0,0,0,0,0,4,0,0,0,5,0,11,25,27,38,19,7,0,0,126,0,0,0,4,0,0,0,0,0,10,0,4,8,8,10,15,4,0,0,53,0,0,0,0,6,5,0,0,0,11,0,0,0,0,3,0,0,0,0,7,0,3,4,9,5,11,0,0,0,35,0,0,0,0,3,0,0,0,0,3,0,0,5,0,7,0,0,0,0,25,0,3,0,9,11,7,0,0,0,21,0,0,3,7,5,5,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,4,10,11,16,4,0,0,42,0,0,7,4,7,8,0,0,0,23,0,0,6,3,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL521048,0,0,0,0,0,7,0,0,0,3,6,11,22,33,31,47,17,0,0,158,0,0,0,4,4,0,0,0,0,7,0,0,0,10,0,0,0,0,0,19,0,3,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,12,0,0,0,45,0,0,0,0,0,0,0,0,0,3,3,5,0,4,5,8,0,0,0,29,0,0,3,0,0,6,4,0,0,13,0,4,0,4,3,6,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,0,0,9,0,0,0,0,5,4,0,0,0,10,0,0,4,4,8,4,5,0,0,29,0,0,5,3,6,6,6,0,0,24,6,4,0,6,8,13,4,0,0,51,0,0,0,0,0,0,0,0,0,3
UCL521049,0,0,0,0,0,0,0,0,0,0,0,5,5,8,13,10,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,0,0,11,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,3,0,0,32,0,4,0,4,3,7,0,0,0,16,0,0,0,5,12,4,0,0,0,19,0,0,0,0,4,0,0,0,0,3
UCL521050,0,0,0,0,0,3,0,0,0,7,3,18,19,35,25,36,15,0,0,145,3,3,4,9,4,0,7,0,0,31,0,0,4,4,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,4,6,4,3,0,0,0,19,5,12,9,9,6,5,0,0,0,53,0,0,3,6,6,6,0,4,0,29,0,3,6,5,4,4,0,0,0,23,0,3,4,4,0,4,3,0,0,19,0,0,5,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,3,0,0,0,3,0,0,0,7,0,0,5,0,0,5,0,0,0,11,0,0,0,3,4,6,0,0,0,19,0,0,7,4,6,8,4,0,0,29,0,0,0,6,9,5,0,0,0,32,0,0,0,0,0,0,0,0,0,4
UCL521051,0,0,0,0,3,0,0,0,0,7,8,10,23,28,37,49,3,0,0,167,0,0,0,0,7,0,0,0,0,6,0,6,5,4,0,4,0,0,0,18,5,7,9,3,9,18,0,0,0,47,0,0,0,0,0,0,0,0,0,5,0,0,5,7,6,6,0,0,0,31,0,5,5,0,3,0,0,0,0,11,0,3,0,5,7,9,0,0,0,22,7,10,3,3,3,0,0,0,0,23,0,0,0,0,3,7,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,14,0,0,7,0,0,3,0,0,0,14,0,0,0,9,14,18,3,0,0,34,0,4,3,4,0,9,0,0,0,21,0,7,7,4,10,9,0,0,0,38,0,0,0,0,0,0,0,0,0,0
UCL521052,0,0,0,0,0,0,0,0,0,0,8,0,28,27,24,24,5,4,0,124,0,5,0,0,0,0,0,0,0,7,0,3,8,9,11,10,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,3,0,0,0,19,0,0,0,0,0,0,8,0,0,14,0,0,5,0,4,9,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,11,0,0,0,8,3,8,0,0,0,14,0,0,8,3,5,3,0,0,0,18,3,0,12,11,5,6,0,0,0,41,0,0,12,14,8,11,0,3,0,52,0,0,0,0,0,0,0,0,0,4
UCL522001,0,0,0,0,0,0,0,0,0,4,3,4,16,9,10,9,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,5,4,15,4,7,3,4,0,0,37,0,0,3,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,8
UCL522002,0,0,3,0,0,0,0,0,0,0,6,3,7,12,9,13,5,0,0,57,0,4,6,0,0,0,0,0,0,12,0,0,6,4,4,3,0,0,0,17,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,5,0,3,4,0,0,0,0,12,0,4,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
UCL522003,0,0,0,0,0,0,0,0,0,0,0,3,10,9,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,4,0,0,0,13,0,0,13,6,3,3,0,0,0,24,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,18,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
UCL522005,0,0,0,0,0,0,0,0,0,3,4,0,7,18,7,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,9,0,0,7,9,3,6,0,0,0,17,0,0,4,10,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3
UCL522006,0,0,0,0,0,0,0,0,0,3,7,10,14,19,26,16,3,0,0,102,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,3,0,0,0,8,0,6,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,5,6,5,4,3,0,0,0,21,6,3,0,0,0,0,0,0,0,18,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,0,11,0,0,8,8,12,8,0,0,0,40,0,5,4,6,4,4,8,0,0,27,0,0,0,0,0,0,0,0,0,3
UCL522007,0,0,0,0,0,0,0,0,0,0,4,5,15,9,7,17,11,0,0,55,0,0,4,3,4,0,13,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,7,6,4,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0
UCL522008,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,3,3,0,0,35,0,0,4,0,5,0,6,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,10,0,5,5,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,7,0,0,0,4,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL522009,0,0,0,0,0,0,0,0,0,4,10,5,11,23,23,15,3,0,0,92,0,4,0,0,4,0,0,0,0,9,0,0,6,3,3,0,0,0,0,10,0,0,4,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,4,0,5,5,6,3,0,0,34,0,0,6,0,0,0,0,0,0,12,4,3,0,0,3,3,0,0,0,15,4,0,0,5,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,5,0,0,0,9,0,0,3,0,3,4,0,0,0,11,0,0,0,0,10,0,0,0,0,13,0,0,3,9,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4
