UCL_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
UCL515022,0,3,0,3,122,12,0,139,8,0,0,7,104,4,0,121,78,7,0,86,143,10,7,249,107,5,0,114,88,8,0,209,51,12,0,61,149,24,0,231,16,15,0,30,229,7,0,262,0,18,0,18,185,10,0,216,0,4,0,4,140,6,0,147,0,0,0,0,40,3,0,41,257,59,10,324,1191,94,13,1619,0,9,0,10,101,10,0,118,14,8,0,22,69,7,0,100,109,11,10,132,101,4,0,239,128,15,9,153,65,16,0,232,54,16,6,73,159,18,0,253,12,38,0,50,213,7,0,276,0,26,0,26,196,8,0,230,0,10,0,10,120,9,0,142,0,0,0,0,70,0,0,70,319,123,26,473,1093,87,3,1654,0,7,0,12,218,22,0,250,26,10,0,39,170,9,7,223,183,12,13,216,245,16,14,491,230,20,14,260,158,22,0,443,102,32,8,133,305,41,0,480
UCL515023,0,5,0,5,48,11,0,63,10,5,0,13,67,18,0,96,55,8,0,65,89,30,0,176,55,3,3,64,58,24,0,139,35,5,0,38,108,24,0,170,8,15,0,17,125,24,0,166,0,12,0,11,124,19,0,154,0,0,0,0,52,12,0,60,0,0,0,0,18,6,0,20,164,41,6,211,690,148,0,1048,0,15,0,16,44,12,0,73,14,0,0,13,45,5,0,66,62,11,4,75,59,20,0,150,73,7,11,85,37,23,0,141,33,15,0,47,82,11,0,143,0,17,0,19,127,20,0,168,4,13,0,16,95,11,0,119,0,0,0,0,50,3,0,60,0,0,0,0,32,4,0,37,178,73,13,265,572,115,3,954,0,19,0,21,94,21,0,138,19,4,0,21,113,20,0,157,119,16,4,135,146,50,0,330,134,5,11,146,89,42,0,280,69,16,4,90,191,33,0,317
UCL515024,0,0,0,0,48,5,0,51,0,3,0,5,31,15,20,69,23,6,0,28,49,18,26,126,33,4,0,42,26,10,9,85,13,3,0,16,56,13,0,85,3,8,0,17,96,18,0,130,0,8,0,5,80,13,0,97,0,9,0,9,38,7,0,51,0,0,0,0,10,0,0,12,80,31,0,113,434,107,51,707,0,4,0,4,31,0,0,35,4,3,0,9,30,3,0,49,34,8,4,44,37,12,0,96,42,3,3,48,30,14,0,88,13,4,0,15,64,13,0,93,7,19,0,21,67,8,0,100,0,16,0,16,71,19,0,101,0,3,0,3,39,5,0,50,0,0,0,0,18,4,0,24,100,62,3,167,390,81,0,639,0,3,0,3,78,8,0,89,4,4,0,14,68,19,20,111,64,12,4,76,88,31,26,222,78,3,0,87,55,28,9,178,28,6,0,33,119,31,0,181
UCL515025,0,0,0,0,55,14,0,69,6,0,0,7,25,7,0,40,26,3,0,33,41,3,0,79,37,3,0,41,33,9,0,85,18,0,0,21,76,9,0,108,8,3,0,13,91,12,0,119,0,10,0,10,91,16,0,109,0,0,0,0,50,10,0,59,0,0,0,0,24,9,0,35,92,32,3,123,485,90,0,701,0,0,0,0,50,11,0,61,5,0,0,9,22,6,0,34,49,3,7,56,31,8,0,104,43,0,6,53,29,13,0,97,21,6,0,38,72,11,0,120,3,19,0,23,114,16,0,153,0,9,0,9,94,11,0,117,0,4,0,4,50,18,0,71,0,0,0,0,28,24,0,45,124,48,14,187,488,115,0,793,0,3,0,6,104,23,0,133,13,5,0,15,50,9,0,72,78,6,10,87,71,16,0,176,75,5,6,97,66,23,0,181,42,14,3,55,150,21,0,227
UCL515026,0,5,0,10,42,4,0,55,7,3,0,11,74,3,0,77,87,4,3,87,81,11,0,186,65,11,0,77,44,3,0,124,29,5,0,40,81,4,0,119,3,8,0,17,92,9,0,116,0,11,0,11,64,7,0,88,0,0,0,0,21,0,0,27,0,0,0,0,11,0,0,11,190,53,7,245,519,41,0,804,0,7,0,7,58,0,0,74,16,5,0,24,42,3,0,73,118,7,3,130,70,11,0,209,86,8,0,90,34,0,0,128,29,18,3,47,82,9,0,137,0,32,0,30,87,10,0,125,0,15,0,15,54,4,0,73,0,0,0,0,26,5,0,24,0,0,0,0,10,0,0,10,244,88,16,344,467,44,0,853,0,14,0,20,105,12,0,130,22,4,0,29,112,5,0,153,201,5,6,213,157,22,0,398,144,12,8,163,82,6,0,251,53,20,7,84,164,14,0,261
UCL515027,0,4,0,4,100,23,0,123,4,7,0,9,96,16,0,122,65,6,0,69,140,25,5,240,76,0,5,76,84,23,0,182,62,3,0,64,149,26,0,240,10,11,0,19,180,24,0,223,5,22,0,25,167,25,0,217,0,0,0,4,85,17,0,110,0,0,0,0,33,12,0,51,215,56,0,276,1038,193,9,1514,0,12,0,9,86,17,0,117,5,9,0,17,77,14,0,108,88,12,0,103,92,30,0,225,121,9,3,134,66,30,0,227,48,15,5,66,140,13,0,226,3,42,0,50,185,22,0,252,0,25,0,22,165,19,0,208,3,3,0,7,111,18,0,139,0,0,0,0,63,31,0,92,270,126,13,414,989,192,0,1595,3,18,0,15,190,36,0,242,12,14,0,23,172,36,0,238,149,16,0,170,234,59,5,467,190,11,5,213,150,53,0,417,109,21,5,133,286,40,0,462
UCL515028,0,10,0,10,79,19,0,104,7,3,0,11,98,14,0,121,133,14,3,147,284,81,0,516,250,5,3,254,160,71,5,491,111,16,9,130,287,68,7,482,19,7,0,29,252,35,0,316,0,12,0,20,64,19,0,97,0,0,0,0,7,5,0,14,0,0,0,0,0,0,0,0,518,60,17,592,1233,308,16,2148,0,9,0,13,69,18,0,95,19,15,0,32,92,18,0,143,165,20,9,194,206,61,6,472,211,10,11,232,105,43,0,375,37,21,4,61,171,35,0,266,0,19,0,23,126,21,3,173,0,14,0,14,35,3,0,53,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,436,103,31,573,810,199,11,1590,0,20,0,19,146,33,0,197,26,12,4,40,190,35,0,266,295,31,11,345,496,144,9,987,461,10,14,489,261,115,5,866,147,33,10,192,456,101,3,754
UCL515029,0,0,0,0,21,12,0,31,0,0,0,3,32,17,0,51,39,5,0,46,79,62,0,188,68,3,0,69,84,94,0,249,29,0,0,34,108,92,0,225,6,4,0,9,86,52,3,155,0,0,0,0,18,12,0,29,0,0,0,0,5,4,0,8,0,0,0,0,0,4,0,3,144,15,3,158,431,339,6,935,0,0,0,0,23,6,0,24,3,3,0,5,21,11,0,38,37,3,4,46,46,24,0,110,48,0,4,58,28,25,0,111,12,3,0,13,42,26,0,86,0,4,0,6,47,16,0,62,0,0,0,0,10,0,0,13,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,106,18,8,130,213,106,0,449,0,0,0,0,43,13,0,59,8,6,0,13,54,25,0,91,72,3,8,88,127,86,0,298,116,3,0,129,114,113,0,357,40,3,0,48,146,112,0,307
UCL515030,0,9,0,9,100,16,0,117,8,0,0,10,67,6,0,86,53,8,0,61,88,10,0,160,86,3,7,96,78,12,0,183,49,4,4,54,129,12,0,199,12,28,0,36,168,12,0,219,0,15,0,12,192,16,0,223,0,5,0,3,120,28,0,154,0,0,0,0,44,17,0,60,204,70,13,287,993,120,0,1404,0,6,0,10,129,17,0,149,13,6,0,15,52,5,0,71,81,10,8,94,63,12,0,168,137,6,15,158,55,21,0,237,54,23,3,78,142,10,0,231,6,57,0,63,167,5,0,236,0,32,0,32,218,17,0,267,0,0,0,5,143,20,0,164,0,0,0,0,40,32,0,72,290,151,26,458,995,141,0,1601,0,13,0,17,221,26,0,269,11,15,0,25,126,9,0,157,140,13,10,158,150,23,0,330,225,15,17,255,133,35,0,421,100,31,6,137,271,22,0,434
UCL515031,0,0,0,0,65,11,0,80,0,0,0,5,35,4,0,43,38,4,0,36,56,24,0,122,72,0,3,78,49,30,0,150,47,5,0,46,97,24,0,169,12,15,0,24,186,32,0,241,0,17,0,19,240,43,0,306,4,0,0,3,135,22,0,159,0,0,0,0,35,7,0,37,167,40,7,219,891,188,0,1303,0,0,0,0,44,3,0,50,6,5,0,13,29,5,0,46,60,4,0,66,29,19,0,123,91,7,3,100,33,12,0,150,44,10,0,52,106,14,0,178,6,36,3,44,200,23,0,268,4,30,0,34,246,25,0,306,0,4,0,4,141,20,0,169,0,0,0,0,32,3,0,30,212,91,16,322,871,132,0,1321,0,6,0,6,112,17,0,131,9,3,0,13,68,9,0,91,96,8,4,104,89,46,0,238,158,8,9,183,80,43,0,305,88,12,5,104,209,40,0,347
UCL515032,0,0,0,0,47,8,0,59,4,5,0,8,32,0,0,42,33,0,0,37,38,3,0,75,44,0,6,42,28,4,0,72,30,8,0,32,79,4,0,121,5,12,0,12,72,7,0,90,0,12,0,12,44,3,0,58,0,0,0,0,17,0,0,17,0,0,0,0,4,0,0,6,108,32,9,148,361,30,0,540,0,7,0,7,37,3,0,55,7,0,0,10,23,3,0,39,45,3,0,52,19,3,0,82,51,3,7,63,29,9,0,97,29,10,3,40,69,6,0,117,4,24,0,28,69,3,0,100,0,13,0,9,36,3,0,54,0,0,0,0,12,3,0,19,0,0,0,0,6,0,0,9,141,65,11,220,315,36,0,567,0,8,0,8,85,18,0,111,14,6,0,15,54,0,0,77,82,3,5,93,59,8,0,153,93,5,11,107,51,12,0,171,55,17,4,71,152,9,0,234
UCL515033,0,4,0,4,51,16,0,74,7,3,0,9,47,9,0,61,88,6,0,94,114,45,0,249,183,7,9,202,103,60,0,363,59,4,0,68,151,48,4,266,3,7,0,14,142,45,0,198,0,6,0,0,34,11,3,47,0,0,0,0,6,9,0,13,0,0,0,0,0,0,0,6,340,38,14,388,644,239,13,1279,0,13,0,13,40,11,0,61,12,5,0,19,37,11,0,58,117,6,9,134,86,34,0,256,163,6,13,178,57,36,0,274,27,3,3,33,107,28,0,173,0,16,0,16,78,16,6,114,0,4,0,4,38,17,0,61,0,3,0,3,11,9,0,18,0,0,0,0,0,0,0,0,315,54,26,396,455,154,6,1009,0,15,0,15,94,29,0,132,12,12,0,24,79,11,0,115,205,12,11,229,199,76,0,511,344,17,26,379,159,98,0,640,91,14,4,103,256,77,4,439
UCL515034,0,0,0,0,65,7,0,73,3,4,0,4,55,3,0,61,59,5,0,66,82,8,6,158,57,6,0,63,56,18,0,139,41,3,0,46,121,13,0,183,10,13,0,22,147,4,0,170,0,12,0,14,126,5,0,147,0,0,0,0,73,5,0,76,0,0,0,0,15,0,0,16,170,44,3,220,742,62,6,1024,0,8,0,10,48,7,0,62,4,0,0,8,40,7,0,56,87,5,10,99,56,3,0,164,107,8,8,124,38,14,0,178,40,14,0,52,117,6,0,177,3,39,0,41,107,17,0,168,0,27,0,27,107,10,0,144,0,4,0,4,66,3,0,72,0,0,0,0,12,3,0,15,246,109,22,374,595,70,0,1039,0,13,0,14,109,11,0,133,13,6,0,15,91,10,0,117,146,12,12,162,142,12,4,322,161,18,12,189,100,34,0,319,82,18,0,103,241,20,0,366
UCL515035,0,0,0,0,18,8,0,24,0,0,0,0,22,4,0,28,14,0,0,18,37,9,0,63,31,0,0,26,30,12,0,67,10,0,0,9,44,7,0,55,0,5,0,8,85,3,0,101,0,5,0,5,77,9,0,96,0,3,0,3,59,3,0,69,0,0,0,0,14,0,0,16,59,19,0,75,391,48,0,515,0,8,0,8,18,7,0,27,3,0,0,6,14,0,0,26,28,0,0,29,26,5,0,63,24,0,4,28,14,12,0,56,10,5,0,12,45,11,0,66,0,15,0,17,86,6,0,113,0,6,0,6,86,8,0,105,0,0,0,0,53,11,0,58,0,0,0,0,25,3,0,24,71,38,5,116,371,63,0,543,0,5,0,5,38,14,0,55,9,0,0,10,36,6,0,47,44,3,0,47,64,15,0,128,57,0,4,59,47,17,0,125,20,7,0,24,91,15,0,125
UCL515036,0,0,0,0,50,7,0,55,3,4,0,5,46,3,0,55,30,7,5,37,57,9,0,97,48,0,3,55,43,8,0,104,31,4,0,32,80,10,0,124,3,10,0,14,132,9,0,157,3,13,0,19,123,14,0,151,0,3,0,3,68,11,0,87,0,0,0,0,27,10,0,38,117,43,9,167,633,72,0,871,0,6,0,6,43,4,0,55,3,3,0,11,30,0,0,41,67,4,3,74,36,7,0,118,73,9,8,87,39,8,0,127,35,11,0,52,97,10,0,158,0,40,0,42,119,4,0,161,0,19,0,19,124,8,0,156,0,0,0,0,77,15,0,102,0,0,0,0,30,17,0,44,175,104,17,293,591,80,0,966,0,14,0,14,95,8,0,115,10,6,0,16,72,4,0,95,92,6,8,110,92,17,0,218,117,10,10,139,78,13,0,233,65,16,0,82,172,19,0,281
UCL515037,0,7,0,7,49,19,0,74,4,0,0,6,46,18,0,69,61,0,5,65,145,95,0,312,119,3,11,133,106,82,0,323,40,11,6,55,119,57,0,225,6,7,0,17,109,63,0,193,0,3,0,3,24,15,0,51,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,232,41,14,291,615,356,5,1258,0,7,0,7,32,3,0,42,8,8,0,17,30,12,0,61,72,5,5,83,48,37,0,175,93,11,4,108,40,30,0,180,22,10,0,29,61,16,0,107,0,12,0,12,37,20,0,64,0,4,0,4,9,3,0,17,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,194,58,11,268,260,117,3,646,0,13,0,13,86,18,0,115,13,9,0,22,75,27,0,129,141,9,10,154,196,137,0,482,217,10,14,241,149,112,0,507,59,15,4,78,178,73,0,337
UCL515038,0,0,0,0,50,5,0,56,3,0,0,3,27,3,0,30,27,4,0,33,61,9,0,97,51,0,6,56,37,14,0,97,23,0,0,29,83,22,0,135,6,7,0,18,148,21,0,188,5,15,0,15,199,9,0,227,0,0,0,0,124,12,0,140,0,0,0,0,28,10,0,46,109,30,3,150,758,107,0,1014,0,3,0,3,32,0,0,37,7,0,0,8,18,0,0,29,27,7,0,34,46,6,0,85,64,4,11,77,29,14,0,117,32,7,0,39,85,10,0,135,0,30,0,32,150,12,0,199,0,33,0,32,201,10,0,246,0,5,0,7,121,22,0,151,0,0,0,0,44,4,0,52,137,83,12,231,728,82,0,1040,0,0,0,6,78,13,0,90,7,0,0,7,45,3,0,60,58,4,0,59,102,17,0,180,117,3,14,133,66,21,0,219,56,8,0,66,170,34,0,267
UCL521001,0,4,0,4,25,0,0,25,0,3,0,3,10,0,0,9,9,0,0,9,5,0,0,19,16,0,0,20,8,0,0,24,11,3,0,12,33,0,0,43,0,4,0,4,39,0,0,43,0,0,0,0,23,0,0,27,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,3,35,12,3,47,149,4,0,203,0,4,0,3,17,0,0,18,0,0,0,3,3,0,0,10,9,0,0,9,8,0,0,15,22,3,3,22,7,0,0,36,7,11,0,21,25,0,0,44,0,4,0,4,38,0,0,49,0,7,0,7,16,0,0,21,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,41,32,5,78,126,0,0,202,0,4,0,3,40,0,0,48,0,3,0,5,14,0,0,25,14,4,3,15,15,0,0,31,39,3,0,45,16,0,0,65,17,11,0,28,54,0,0,87
UCL521002,0,0,0,0,16,6,0,20,0,0,0,0,8,0,0,10,16,0,0,14,10,0,0,29,15,5,0,20,20,6,0,49,6,3,0,12,34,3,0,44,3,8,0,6,31,4,0,48,0,5,0,5,65,3,0,71,0,0,0,0,29,0,0,23,0,0,0,0,0,0,0,3,37,19,0,62,217,27,0,304,0,5,0,5,21,0,0,26,0,0,0,0,12,0,0,10,17,0,3,19,6,3,0,32,18,5,4,20,15,8,0,49,13,4,0,12,45,5,0,65,5,9,0,13,39,5,0,54,0,3,0,3,65,8,0,80,0,0,0,0,20,0,0,23,0,0,0,0,6,0,0,0,44,19,5,74,222,25,0,327,0,0,0,0,35,10,0,42,0,6,0,5,17,0,0,25,35,0,3,37,19,3,0,58,29,4,0,41,35,17,0,90,15,5,0,21,80,4,0,113
UCL521003,0,0,0,0,17,3,0,17,0,0,0,0,10,0,0,13,4,4,4,7,19,5,0,30,18,0,0,18,21,8,0,36,5,0,0,5,31,3,0,39,0,0,0,4,52,3,0,56,0,4,0,4,80,6,0,90,0,0,0,0,55,8,0,59,0,0,0,0,17,0,0,21,29,7,4,37,288,35,0,367,0,0,0,0,9,0,0,12,0,0,0,0,3,0,0,5,9,0,0,12,11,0,0,19,19,0,5,25,13,5,0,42,9,5,0,10,25,8,0,46,0,5,0,11,62,0,0,68,0,8,0,8,83,5,0,98,0,0,0,0,50,4,0,57,0,0,0,0,18,0,0,20,41,25,5,67,270,38,5,379,0,0,0,0,26,3,0,36,0,0,0,0,14,3,0,21,5,3,3,18,30,3,0,52,36,0,5,42,32,5,0,80,14,5,0,17,53,13,0,84
UCL521004,0,0,0,0,21,0,0,22,6,4,0,4,18,0,0,28,16,3,0,23,25,4,0,44,14,3,0,16,14,0,0,34,14,5,0,12,13,0,0,28,3,3,0,9,12,0,0,16,0,3,0,3,0,0,0,7,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,45,16,0,63,118,4,0,194,0,3,0,7,21,0,0,24,9,3,0,13,14,0,0,25,30,8,0,39,25,0,0,67,23,0,0,25,10,0,0,37,5,7,0,14,23,4,0,43,0,6,0,5,26,0,0,31,0,3,0,3,8,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,75,32,0,106,125,6,0,242,0,3,0,7,45,5,0,55,9,4,0,23,36,0,0,59,49,10,0,58,50,8,0,114,37,5,0,41,30,0,0,73,16,10,0,31,42,4,0,73
UCL521005,0,0,0,0,10,0,0,15,0,0,0,0,18,0,0,21,26,3,0,26,24,10,0,63,41,0,3,40,20,5,0,65,16,0,0,21,43,10,0,73,0,6,0,8,67,6,0,89,0,0,0,3,64,0,0,67,0,0,0,0,27,0,0,28,0,0,0,0,4,0,0,3,86,14,0,104,281,39,0,429,0,3,0,3,17,3,0,22,0,0,0,0,15,0,0,20,42,3,0,43,17,9,0,70,44,5,4,54,13,9,0,76,9,4,0,10,40,3,0,57,0,8,0,8,64,7,0,80,0,4,0,4,49,5,0,60,0,0,0,0,20,9,0,20,0,0,0,0,3,0,0,3,97,30,9,123,245,42,0,415,0,3,0,3,30,7,0,37,3,0,0,3,36,0,3,43,65,7,3,72,46,18,0,136,84,4,5,97,37,15,0,143,33,5,0,32,83,9,0,125
UCL521006,0,0,0,0,17,0,0,17,5,0,0,5,16,0,0,19,6,6,0,13,13,4,0,32,30,0,0,31,8,4,0,45,14,4,0,21,28,3,0,46,8,14,0,18,52,5,0,73,0,9,0,9,46,4,0,53,0,3,0,3,28,3,0,32,0,0,0,0,5,0,0,5,63,28,0,92,201,18,0,313,0,4,0,4,18,3,0,22,0,0,0,3,7,0,0,16,21,3,0,29,3,7,0,41,34,0,0,42,16,0,0,55,13,10,0,22,25,5,0,52,0,17,0,17,58,6,0,76,0,9,0,7,38,8,0,59,0,0,0,0,32,0,0,35,0,0,0,0,4,0,0,4,75,50,7,131,205,23,0,360,0,4,0,4,28,3,0,34,6,0,0,5,22,0,0,34,35,11,0,39,21,6,0,72,70,0,0,73,23,4,0,105,28,11,3,43,51,3,0,102
UCL521007,0,0,0,0,6,0,0,8,0,0,0,0,11,0,0,13,12,0,0,12,10,9,0,20,9,0,0,9,8,0,0,19,6,0,0,3,16,4,0,30,0,0,0,6,38,3,0,44,0,0,0,0,35,3,0,41,0,0,0,0,22,0,0,22,0,0,0,0,6,0,0,7,24,8,0,26,149,24,0,207,0,3,0,3,7,0,0,13,7,0,0,3,12,0,0,18,11,3,5,17,4,4,0,26,16,0,0,21,14,0,0,34,0,6,0,3,18,5,0,28,0,3,0,5,34,6,0,43,0,3,0,4,29,6,0,35,0,0,0,0,27,5,0,35,0,0,0,0,13,0,0,13,40,15,7,61,154,28,0,247,0,6,0,6,15,0,0,22,4,0,0,12,17,0,0,29,22,3,5,27,13,9,0,44,29,0,0,29,24,0,0,52,5,0,0,13,37,8,0,56
UCL521008,0,0,0,0,3,5,0,6,0,0,0,0,12,0,0,17,5,0,0,5,11,0,0,18,11,5,0,16,10,4,0,31,5,0,0,5,22,9,0,35,0,0,0,7,32,9,0,45,0,0,0,0,31,0,0,38,0,3,0,3,20,0,0,25,0,0,0,0,13,0,0,13,24,11,0,32,153,32,0,220,0,0,0,0,9,0,0,13,0,0,0,0,6,0,0,10,12,0,4,13,12,4,0,31,12,0,0,12,8,3,0,28,3,0,0,3,22,3,0,34,0,8,0,8,21,3,0,29,0,6,0,6,21,0,0,30,0,0,0,0,35,0,0,37,0,0,0,0,22,0,0,23,34,12,4,50,160,29,0,234,0,3,0,3,11,3,0,20,4,0,0,4,18,5,0,28,20,0,4,23,19,6,0,50,25,5,0,30,13,12,0,55,11,0,0,9,48,10,0,67
UCL521009,0,0,0,0,14,5,0,18,0,0,0,0,15,3,0,15,14,0,0,18,18,10,0,40,16,0,0,21,11,11,0,38,9,0,0,12,23,8,0,38,0,0,0,3,32,5,0,41,0,0,0,0,41,12,0,56,0,0,0,0,18,6,0,25,0,0,0,0,11,0,0,11,42,7,0,52,172,60,0,276,0,0,0,0,7,0,0,7,0,0,0,3,4,0,0,8,15,0,6,20,7,0,0,29,17,6,0,18,6,0,0,22,3,0,0,4,19,0,0,25,0,3,0,3,24,3,0,30,0,5,0,5,35,3,0,46,0,0,0,0,24,7,0,35,0,0,0,0,4,8,0,12,38,17,8,57,123,28,0,212,0,0,0,0,24,5,0,27,3,0,0,3,10,3,0,22,26,0,3,35,23,10,0,65,34,3,0,38,14,11,0,62,12,4,0,16,40,14,0,62
