UCL_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
UCL501001,0,0,0,17,157,632,1837,1533,190,201,160,283,142,115,109,5377,0,6,17,88,72,151,1022,725,96,102,120,126,85,6,29,2647,6,43,280,551,587,704,1266,787,137,145,143,179,109,42,63,5035,32,35,74,221,1372,2201,10098,6205,1284,1289,1144,1790,628,76,505,26953,80,506,1255,432,282,880,412,117,12,17,5,10,7,0,138,4152,82,150,243,137,175,208,485,497,77,74,60,53,32,8,59,2341,7,23,40,90,207,125,208,173,15,19,34,30,5,10,27,1011,929,908,730,644,1298,755,1610,816,108,117,136,172,86,30,155,8487,108,523,648,230,100,47,70,140,9,18,5,18,4,6,55,1982,15,28,149,469,1020,997,1287,953,217,195,232,267,198,55,112,6184,352,264,2201,1939,1875,2658,18780,13955,2911,2382,3499,4199,1446,287,921,57670,43,129,100,280,1110,2814,3784,1841,404,431,453,555,557,62,258,12815,5,4,11,61,677,681,1486,2119
UCL511001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,7,21,0,6,9,0,0,0,0,44,0,0,7,13,10,26,23,18,3,0,8,0,0,0,3,116,0,0,0,0,0,7,71,55,10,15,19,20,0,0,0,202,0,9,10,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,27,0,0,0,5,5,3,7,4,0,0,0,0,0,0,0,21,49,33,29,18,39,9,40,7,0,4,4,4,0,0,9,246,0,5,3,3,0,0,0,6,0,5,0,0,0,0,0,24,0,0,3,0,3,5,5,12,3,3,3,3,10,0,0,50,13,0,18,11,11,18,184,197,29,29,33,39,14,4,12,621,3,0,0,0,5,16,45,31,11,5,8,3,0,0,3,134,0,0,0,0,3,0,4,26
UCL512001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,14,5,13,18,12,11,0,0,7,6,0,3,97,0,0,0,0,8,0,22,19,0,0,4,11,0,0,6,72,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,15,40,30,15,12,14,9,29,4,4,6,0,0,0,0,11,161,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,4,0,0,0,0,0,0,5,22,0,0,13,6,5,10,32,30,5,0,4,3,4,0,0,119,0,0,0,0,5,8,15,11,0,4,7,7,0,0,0,59,0,0,0,0,3,0,0,0
UCL512002,0,0,0,0,0,0,15,29,0,0,0,7,0,0,0,55,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,4,10,4,5,19,6,0,0,0,4,0,0,0,56,0,0,0,0,0,4,6,11,0,3,0,0,0,0,0,31,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,17,6,9,7,11,15,30,20,0,0,0,0,0,0,0,119,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,6,0,0,0,0,0,0,0,16,11,4,17,10,3,7,28,33,7,4,6,10,0,0,0,123,0,0,0,0,5,10,17,14,0,0,4,0,0,0,0,52,0,0,0,0,0,0,0,0
UCL512003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,3,0,3,11,3,7,7,0,4,0,0,0,48,0,0,0,0,0,4,15,21,4,0,0,3,0,0,0,55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,3,4,7,6,0,0,4,0,0,0,0,30,15,16,12,9,13,4,19,8,3,0,0,0,0,0,0,99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,3,4,7,5,0,5,65,73,5,11,13,8,8,0,4,220,4,0,0,3,3,9,20,18,4,6,6,0,0,0,0,75,0,0,0,0,0,0,0,0
UCL512004,0,0,0,0,0,0,0,14,4,0,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,5,4,6,9,4,0,0,0,0,0,0,0,34,0,0,0,0,6,3,45,34,8,16,3,14,9,4,7,157,0,7,12,0,10,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,4,28,17,0,4,9,7,0,0,3,92,12,8,5,3,6,3,9,12,4,3,3,8,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,6,9,9,9,124,111,9,12,25,34,18,8,8,376,0,0,0,4,3,5,19,12,3,4,5,9,6,0,6,73,0,0,0,0,0,0,4,21
UCL513001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,5,4,10,0,0,3,0,5,0,0,3,42,0,3,0,3,0,0,4,9,4,4,15,41,9,0,0,86,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,13,9,6,5,11,14,19,19,0,4,4,10,4,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,3,0,0,0,0,0,0,0,19,4,3,5,0,3,0,26,18,9,3,0,6,3,0,0,83,5,6,0,0,0,3,11,7,0,0,0,5,4,0,0,32,0,0,0,0,0,0,0,0
UCL513002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,4,0,4,5,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,4,0,4,4,3,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,9,4,0,0,0,0,0,0,28,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,17,0,0,0,0,4,0,0,0
UCL513003,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,8,5,0,0,0,5,0,0,13,0,0,0,0,4,3,8,10,0,0,0,0,3,0,0,33,0,0,0,0,0,3,18,8,0,6,3,16,3,0,3,59,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,13,0,0,0,0,0,5,9,6,0,0,0,0,0,0,0,23,4,3,5,5,0,3,5,7,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,12,0,0,0,4,0,9,97,70,20,21,15,23,5,8,4,267,0,0,0,0,3,0,17,7,0,8,0,0,10,0,0,59,0,0,0,0,0,0,3,7
UCL513004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,23,0,0,0,0,0,4,20,8,3,8,5,19,5,0,5,70,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,13,3,0,6,0,0,0,0,0,30,0,3,3,3,5,0,10,10,0,0,0,0,0,0,0,45,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,9,88,43,13,25,7,29,9,0,0,234,0,0,0,0,3,8,21,30,3,0,3,19,0,0,0,100,0,0,0,0,0,0,0,3
