UCL_CODE_2021,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_3499_15_19_yr,M_3000_3499_20_24_yr,M_3000_3499_25_34_yr,M_3000_3499_35_44_yr,M_3000_3499_45_54_yr,M_3000_3499_55_64_yr,M_3000_3499_65_74_yr,M_3000_3499_75_84_yr,M_3000_3499_85_yr_over,M_3000_3499_Tot,M_3500_more_15_19_yr,M_3500_more_20_24_yr,M_3500_more_25_34_yr,M_3500_more_35_44_yr,M_3500_more_45_54_yr,M_3500_more_55_64_yr,M_3500_more_65_74_yr,M_3500_more_75_84_yr,M_3500_more_85_yr_over,M_3500_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr_over,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot
UCL521039,5,0,0,0,0,0,0,6,0,16,7,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,6,10,0,25,4,0,0,0,6,6,5,0,0,26,3,0,0,0,6,5,0,4,0,22,0,5,0,0,3,7,5,4,0,24,0,3,4,0,0,6,8,5,0,26,0,0,4,8,6,0,7,0,0,31,0,0,6,3,4,7,0,0,0,18,0,0,0,7,6,11,0,0,0,25,0,0,0,3,3,5,4,0,0,14,0,0,0,8,3,10,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,3,0,0,0,10,3,0,0,3,0,3,7,4,0,22,0,0,0,0,0,0,0,0,0,0,29,6,19,40,43,68,53,36,8,306,9,0,0,3,0,9,3,4,0,30,8,0,3,0,0,4,0,0,0,15
UCL521040,3,0,0,3,3,5,4,0,0,24,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,9,0,0,18,0,0,0,4,3,4,11,4,0,30,0,0,0,0,0,3,13,10,3,31,0,0,0,0,4,5,11,5,0,27,0,0,0,0,0,3,8,3,0,24,0,4,0,0,0,4,6,0,0,22,0,0,12,0,6,7,12,7,0,42,0,4,6,3,6,4,3,0,0,27,0,0,4,9,0,6,3,0,0,32,0,3,7,10,6,4,4,0,0,39,0,0,23,17,22,23,5,0,0,84,0,0,5,10,7,8,0,0,0,34,0,0,6,28,13,12,0,0,0,61,0,12,29,30,25,32,34,6,0,163,0,6,5,0,0,0,0,0,0,10,3,36,101,114,97,129,134,42,6,660,0,0,10,3,4,16,13,0,0,50,0,0,5,0,0,5,0,0,0,11
UCL521041,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,0,14,0,3,0,5,4,3,0,0,0,24,0,3,4,10,4,0,0,0,0,20,0,5,27,29,19,13,0,0,0,98,0,0,31,17,12,15,0,0,0,70,0,0,14,26,5,14,0,0,0,54,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,16,84,96,54,51,9,0,0,309,3,0,17,7,5,3,0,0,0,34,0,0,4,3,0,5,0,0,0,13
UCL521042,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,5,3,4,0,0,6,6,3,0,0,21,0,0,0,0,0,7,9,7,5,22,0,0,0,0,3,0,4,6,8,27,0,0,0,4,0,0,6,9,4,15,0,3,10,0,3,4,6,0,0,22,4,4,7,5,7,4,4,0,0,25,0,0,0,5,6,5,0,0,0,26,0,0,3,6,0,4,3,0,0,13,0,0,0,0,3,4,0,0,0,12,0,0,0,0,7,5,0,0,0,12,0,0,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,14,8,3,8,0,3,3,5,0,0,28,0,0,5,3,0,0,0,0,0,12,20,20,42,31,49,51,45,19,12,292,7,0,0,0,0,5,0,0,0,11,5,0,0,0,0,5,0,0,0,8
UCL521043,3,0,0,0,0,0,4,0,0,14,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,6,3,0,16,0,0,0,0,0,0,3,0,0,5,0,0,4,3,5,3,4,0,0,11,0,0,0,0,3,0,0,0,0,10,0,0,0,4,3,3,0,0,0,14,0,0,0,8,3,3,0,0,0,18,0,0,10,5,7,9,0,0,0,35,0,0,0,0,0,7,0,0,0,5,0,0,0,0,3,0,0,0,0,9,5,0,0,7,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,9,16,25,38,47,34,7,0,184,5,0,0,0,5,0,11,0,0,21,5,0,0,0,0,4,0,0,0,12
UCL521044,8,0,0,3,6,0,6,0,0,22,0,0,0,0,0,0,0,0,0,7,5,0,0,4,0,4,6,0,0,15,0,0,3,0,8,5,9,9,0,40,0,0,0,4,0,9,19,7,0,43,4,0,0,6,4,5,0,0,3,18,0,0,0,0,0,4,3,0,3,15,3,0,5,0,0,6,3,0,0,15,0,4,3,0,3,3,7,0,0,21,0,0,3,0,0,0,0,0,0,10,0,0,0,4,0,6,7,0,0,19,0,0,5,7,3,0,0,0,0,13,0,0,3,0,3,4,0,3,0,17,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,4,0,6,10,12,0,6,6,33,0,0,0,0,0,0,0,0,0,0,12,20,26,35,40,67,57,37,10,297,3,0,5,3,0,5,7,3,0,26,0,0,0,3,0,3,0,0,0,14
UCL521045,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,10,9,25,0,0,0,0,0,3,10,3,0,18,0,0,0,4,0,0,3,4,0,12,0,0,0,0,0,3,3,4,0,14,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,6,0,0,0,15,0,0,4,0,6,0,4,0,0,13,0,0,4,0,0,0,6,0,0,14,0,0,4,0,3,3,0,0,0,3,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,0,5,0,3,3,12,13,21,5,5,64,0,0,0,0,0,0,0,0,0,0,12,0,19,16,29,37,71,31,17,232,3,0,0,3,0,5,5,5,0,21,0,0,0,0,0,4,4,0,0,7
UCL521046,14,12,7,5,5,0,0,0,0,40,3,0,0,0,0,0,0,0,0,5,9,4,6,9,12,7,0,0,0,57,4,5,5,3,9,11,3,4,3,42,0,0,3,0,5,4,0,3,0,12,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,10,0,0,5,0,0,0,0,5,0,11,0,0,3,6,0,4,0,0,0,10,0,0,3,5,3,5,0,0,0,18,0,0,0,4,0,6,0,0,0,7,0,0,0,0,3,0,0,0,0,13,0,0,7,3,7,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,5,8,7,7,0,34,0,0,0,0,0,0,0,0,0,0,36,26,49,44,53,54,18,13,3,298,15,8,9,3,0,4,0,0,0,39,3,0,0,0,0,0,0,0,0,9
UCL521047,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,4,6,7,0,17,0,0,5,0,0,3,5,6,3,26,0,0,0,0,0,3,7,0,0,13,0,0,0,0,3,0,3,4,0,16,0,3,7,0,3,5,0,0,0,14,0,0,0,4,0,9,0,0,0,14,0,0,0,0,5,4,0,0,0,14,0,4,11,8,0,5,0,0,0,28,0,0,3,0,3,9,0,0,0,19,0,3,9,10,11,12,4,0,0,58,0,0,5,4,4,0,0,0,0,11,0,0,7,0,5,6,3,0,0,12,0,0,5,3,12,11,0,0,0,43,0,0,0,0,0,0,0,0,0,0,5,13,39,38,52,77,49,19,4,299,3,0,4,0,7,0,0,0,0,14,0,0,0,4,0,0,0,0,0,5
UCL521048,12,0,0,0,0,4,4,4,0,22,0,0,0,0,0,0,5,0,0,12,0,0,3,5,5,4,0,4,0,18,0,0,0,0,0,7,17,14,0,40,0,4,0,8,0,10,31,8,0,53,0,0,0,3,0,0,9,8,4,29,0,0,3,4,0,0,5,3,0,14,0,0,4,0,7,5,0,0,4,19,0,4,8,5,3,13,4,0,0,38,0,4,7,0,4,9,0,0,0,23,0,0,0,4,3,8,5,0,0,20,0,0,4,0,7,0,0,0,0,9,0,0,0,6,0,5,0,0,0,25,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,4,0,0,0,12,0,3,5,5,4,6,6,4,0,41,0,0,0,0,0,0,0,0,0,0,21,16,41,38,34,67,90,54,18,384,5,0,0,3,6,8,0,0,0,23,3,0,5,0,0,0,4,0,0,19
UCL521049,4,0,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,16,13,10,6,3,3,0,0,0,43,0,8,11,7,7,3,0,0,0,36,0,4,4,13,9,0,0,0,0,33,0,0,6,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,20,48,42,32,18,7,0,0,192,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL521050,4,0,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,7,7,0,3,10,0,3,28,0,0,0,0,0,0,16,9,0,29,5,0,3,3,3,5,3,0,0,27,4,3,0,0,3,0,6,0,0,18,0,3,3,5,4,4,0,0,0,21,0,4,5,5,5,3,4,0,0,25,0,5,4,0,8,5,5,0,0,25,0,0,8,3,4,3,0,0,0,24,0,0,3,0,3,4,0,0,0,18,0,0,10,14,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,10,3,0,5,5,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,22,23,49,45,45,51,51,17,9,310,0,0,5,0,6,7,4,0,0,25,0,0,0,0,0,0,0,0,0,4
UCL521051,13,0,0,3,4,5,5,0,0,20,0,3,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,17,0,4,0,0,3,11,5,3,0,26,0,0,4,5,3,5,5,8,0,23,3,0,3,0,5,5,0,3,0,23,0,4,3,0,0,0,0,0,0,15,0,4,7,3,0,10,3,0,0,31,0,6,8,3,5,6,0,0,0,28,0,0,4,3,4,4,0,0,0,23,0,7,0,0,5,14,4,0,0,30,0,0,0,0,3,3,0,0,0,18,0,3,0,7,5,6,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,5,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,20,37,40,39,55,71,38,22,0,317,16,6,3,3,9,11,4,0,0,46,0,0,0,0,0,0,0,0,0,12
UCL521052,11,0,5,0,0,5,0,0,0,16,0,0,0,0,0,0,4,0,0,4,0,8,0,5,5,6,4,0,0,29,0,0,0,0,4,7,3,4,0,26,0,0,5,0,0,0,8,0,0,22,7,3,0,4,5,0,8,0,0,24,0,0,0,6,5,0,3,0,0,16,0,0,4,0,6,4,5,0,0,25,0,0,4,3,5,3,3,0,0,26,0,0,7,0,3,7,0,0,0,14,0,0,5,3,0,0,0,0,0,18,0,0,4,4,0,6,0,0,0,15,0,0,11,8,4,9,0,0,0,31,0,0,0,10,3,7,0,0,0,15,0,0,0,0,10,4,0,0,0,20,3,5,19,31,34,29,11,4,0,124,0,0,0,0,0,0,0,0,0,0,14,21,51,82,98,82,63,17,0,424,9,0,7,0,4,7,4,0,0,26,0,0,0,0,0,6,0,0,0,7
UCL522001,4,0,0,0,0,3,0,0,0,10,5,0,3,0,0,0,0,0,0,6,6,10,21,15,12,5,5,0,0,81,10,9,8,15,12,4,0,0,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,25,29,43,39,33,14,12,3,0,196,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4
UCL522002,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,6,0,17,0,0,0,0,0,0,3,0,0,8,0,4,0,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,12,9,11,19,17,26,13,3,116,3,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,9
UCL522003,7,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,10,0,7,0,0,0,0,20,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,6,9,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,11,18,27,16,17,9,9,0,0,119,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
UCL522004,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,17,18,15,11,7,4,0,0,0,67,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,23,14,22,16,6,3,0,0,112,9,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3
UCL522005,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,16,0,0,7,3,5,5,4,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16,0,25,28,12,11,3,4,0,106,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL522006,5,6,0,0,5,6,4,0,0,19,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,3,0,4,9,0,5,0,0,0,0,7,0,0,11,0,3,3,0,0,0,3,6,4,14,0,6,0,0,0,0,4,0,0,10,0,4,3,0,4,0,0,0,0,15,0,3,0,0,0,0,4,0,0,16,0,0,0,3,0,6,3,0,0,11,0,0,3,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,9,0,0,0,4,11,8,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,6,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,17,14,20,33,30,23,7,8,174,8,0,0,0,4,7,0,0,0,24,3,4,0,0,0,5,0,0,0,13
UCL522007,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,5,5,0,10,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,4,3,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,6,19,26,11,3,89,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL522008,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,3,5,0,13,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,10,11,21,20,8,0,80,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,4
UCL522009,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,13,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,8,0,0,0,17,0,7,0,0,7,7,0,0,0,19,0,0,0,3,0,5,0,0,0,14,0,0,4,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,14,15,22,41,24,11,6,0,143,6,6,4,0,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,4
UCL522010,12,0,0,0,0,0,3,0,0,14,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,5,0,3,0,6,0,5,0,0,0,11,0,4,0,0,0,3,3,0,0,10,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,3,0,0,0,13,0,0,0,3,0,6,0,0,0,14,0,0,4,0,6,5,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,15,6,8,37,0,0,0,0,0,0,0,0,0,0,23,16,17,20,19,31,32,13,10,170,9,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,6
UCL522011,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,3,0,11,0,0,0,5,0,0,6,0,0,20,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,0,5,0,4,14,0,0,0,4,3,0,0,0,0,15,0,0,0,5,0,0,0,0,0,11,0,0,4,5,4,0,0,0,0,12,0,0,0,3,0,4,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,10,4,0,10,4,0,32,0,0,0,0,0,0,0,0,0,0,11,4,15,34,15,22,32,22,5,151,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
UCL522012,0,0,0,0,0,5,4,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,0,3,4,0,7,6,3,25,0,0,0,0,0,0,12,4,0,25,0,0,0,0,0,6,8,0,0,17,0,0,0,3,0,8,10,8,0,28,0,0,5,0,3,0,7,0,0,21,0,0,0,4,3,5,3,0,0,18,0,0,3,0,0,0,4,0,0,13,0,0,6,3,0,4,0,0,0,13,0,0,0,0,0,4,0,0,0,8,0,0,3,3,3,0,0,0,0,15,0,0,0,3,0,4,0,0,0,9,0,0,4,0,0,6,0,0,0,7,0,0,0,0,3,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,4,7,25,22,28,56,60,20,6,236,3,0,0,0,0,5,3,0,0,15,0,0,0,0,4,0,0,0,0,5
UCL522013,6,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,4,0,0,0,0,7,7,0,0,19,3,0,0,0,0,0,4,0,3,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,5,0,0,0,7,0,6,0,0,0,9,6,0,0,14,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,7,3,0,0,12,0,0,3,0,5,0,0,0,0,15,0,0,0,0,3,0,0,0,0,9,0,0,0,12,9,8,0,0,0,23,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,18,12,19,27,33,39,27,6,5,175,8,0,0,4,3,4,4,0,0,25,3,0,0,0,0,0,0,0,0,6
