SAL_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
SAL50806,..,0,0,5,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,5,0,0,4,..,49,35,35,16,7,146,..,..,..,3,0,6,11,..,..,..,..,..,0,0,..,49,35,36,16,12,152
SAL50807,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,0,0,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,0,0,0,7
SAL50808,..,28,20,16,9,10,87,..,..,..,12,11,26,48,..,..,..,..,..,17,17,..,28,20,25,21,61,153,..,9,7,4,0,0,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,7,4,0,0,13
SAL50809,..,8,4,4,0,4,20,..,..,..,0,3,4,8,..,..,..,..,..,0,0,..,8,4,4,3,8,28,..,9,0,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,0,0,0,8
SAL50810,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50811,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,3,3,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,3,3,0,15
SAL50812,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3
SAL50813,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,4,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,4,0,5
SAL50814,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,3
SAL50815,..,0,0,0,3,0,11,..,..,..,0,0,0,4,..,..,..,..,..,0,0,..,0,0,0,5,5,10,..,87,30,36,15,4,172,..,..,..,0,7,17,16,..,..,..,..,..,0,0,..,87,30,36,18,20,190
SAL50816,..,10,10,3,3,4,27,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,10,10,3,3,7,30,..,481,343,311,98,33,1258,..,..,..,15,16,30,57,..,..,..,..,..,0,0,..,481,343,325,115,66,1323
SAL50817,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50818,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50819,..,0,3,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,3,0,0,0,6,..,61,20,27,12,0,123,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,61,20,27,12,0,123
SAL50820,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,5
SAL50821,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50822,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,0,3,5,0,22,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,3,5,0,22
SAL50823,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,0,0,0,6
SAL50824,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,0,0,8
SAL50825,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3
SAL50826,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,0,0,0,0,19,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,0,0,0,19
SAL50827,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50828,..,15,7,19,8,9,51,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,15,7,19,6,13,58,..,626,349,390,166,60,1589,..,..,..,7,29,33,75,..,..,..,..,..,0,0,..,626,349,397,196,97,1662
SAL50829,..,13,9,3,4,3,32,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,13,9,3,6,3,34,..,209,116,110,49,17,503,..,..,..,7,0,4,19,..,..,..,..,..,0,0,..,209,116,118,51,22,522
SAL50830,..,0,0,0,4,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,4,0,6,..,113,21,15,8,0,157,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,113,21,15,8,9,159
SAL50831,..,6,15,14,11,6,53,..,..,..,0,0,10,10,..,..,..,..,..,0,0,..,6,15,14,11,8,54,..,1052,950,1301,443,173,3914,..,..,..,74,60,153,279,..,..,..,..,..,22,22,..,1052,950,1371,497,349,4222
SAL50832,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,65,13,17,7,0,100,..,..,..,0,0,3,5,..,..,..,..,..,0,0,..,65,13,18,7,3,108
SAL50833,..,16,12,11,5,0,43,..,..,..,0,0,0,0,..,..,..,..,..,6,6,..,16,12,11,5,9,55,..,442,313,246,135,72,1219,..,..,..,29,28,39,98,..,..,..,..,..,0,0,..,442,313,277,162,111,1316
SAL50834,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,4,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,4,0,0,7
SAL50835,..,9,3,3,6,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,3,5,6,0,20,..,412,198,221,72,18,920,..,..,..,3,0,19,29,..,..,..,..,..,0,0,..,412,198,228,75,30,948
SAL50836,..,13,9,3,0,9,39,..,..,..,4,4,4,7,..,..,..,..,..,0,0,..,13,9,7,3,16,51,..,27,8,5,0,0,49,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,27,8,5,0,0,49
SAL50837,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,3
SAL50838,..,9,17,11,6,5,50,..,..,..,0,0,3,5,..,..,..,..,..,0,0,..,9,17,11,10,8,55,..,275,177,171,83,49,753,..,..,..,9,7,18,35,..,..,..,..,..,3,3,..,275,177,177,92,64,791
SAL50839,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,59,7,0,0,0,65,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,59,7,0,0,0,67
SAL50840,..,9,3,0,0,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,3,0,0,0,15,..,538,174,142,23,8,874,..,..,..,4,7,0,6,..,..,..,..,..,0,0,..,538,174,138,29,8,884
SAL50841,..,0,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,5,..,45,12,11,0,0,71,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,45,12,11,0,4,77
SAL50842,..,4,3,9,0,3,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,3,9,0,3,17,..,1322,676,785,277,52,3116,..,..,..,31,42,56,128,..,..,..,..,..,5,5,..,1322,676,811,319,114,3249
SAL50843,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50844,..,0,0,0,4,3,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,4,3,8,..,39,8,26,9,0,90,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,39,8,26,9,0,90
SAL50845,..,0,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,5,..,20,10,8,6,3,52,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,20,10,9,6,3,52
SAL50846,..,0,8,4,7,6,29,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,0,8,4,7,10,28,..,51,15,4,5,4,80,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,51,15,8,5,4,79
SAL50847,..,6,3,3,3,0,20,..,..,..,0,0,5,4,..,..,..,..,..,0,0,..,6,3,3,3,4,24,..,393,147,161,79,31,819,..,..,..,9,30,12,51,..,..,..,..,..,4,4,..,393,147,176,109,55,877
SAL50848,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50849,..,9,5,10,10,0,34,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,5,10,10,0,34,..,923,442,513,253,64,2197,..,..,..,29,32,36,99,..,..,..,..,..,10,10,..,923,442,547,290,104,2303
SAL50850,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,9,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,0,0,0,10
SAL50851,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,9
SAL50852,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,10,0,4,6,0,18,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,0,4,6,0,18
SAL50853,..,0,0,0,0,0,9,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,9,..,225,70,75,44,4,422,..,..,..,6,10,8,14,..,..,..,..,..,0,0,..,225,70,80,50,11,440
SAL50854,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,8
SAL50855,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50856,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50857,..,19,11,16,15,10,63,..,..,..,5,4,5,11,..,..,..,..,..,0,0,..,19,11,17,17,14,77,..,346,164,138,49,32,722,..,..,..,11,17,17,43,..,..,..,..,..,5,5,..,346,164,145,68,55,771
SAL50858,..,3,8,3,7,5,37,..,..,..,3,0,0,0,..,..,..,..,..,0,0,..,3,8,6,7,10,40,..,129,65,38,11,7,256,..,..,..,0,8,6,15,..,..,..,..,..,0,0,..,129,65,45,16,11,266
SAL50859,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,5
SAL50860,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50861,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,6,0,0,11,..,..,..,3,0,0,4,..,..,..,..,..,0,0,..,6,0,8,0,0,16
SAL50862,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,35,7,8,0,0,52,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,35,7,8,0,4,53
SAL50863,..,0,5,0,0,4,12,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,5,0,0,3,15,..,231,123,127,70,41,583,..,..,..,17,8,32,62,..,..,..,..,..,0,0,..,231,123,142,78,75,654
SAL50864,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,4
SAL50865,..,3,9,9,0,3,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,9,9,0,3,21,..,274,92,101,33,9,505,..,..,..,6,6,0,13,..,..,..,..,..,3,3,..,274,92,108,38,11,524
SAL50866,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,34,11,5,0,0,47,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,34,11,5,0,0,47
SAL50867,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,15,7,3,9,0,35,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,15,7,3,9,4,37
SAL50868,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,12,3,3,4,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,12,3,3,4,0,21
SAL50869,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,7,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,7
SAL50870,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,3
SAL50871,..,5,4,7,0,0,19,..,..,..,0,0,0,5,..,..,..,..,..,0,0,..,5,4,7,5,3,23,..,383,203,205,75,21,887,..,..,..,4,8,30,48,..,..,..,..,..,0,0,..,383,203,213,83,55,937
SAL50872,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50873,..,33,32,29,18,10,116,..,..,..,0,7,9,12,..,..,..,..,..,4,4,..,33,32,29,21,21,132,..,1034,598,590,299,189,2706,..,..,..,44,23,124,194,..,..,..,..,..,18,18,..,1034,598,626,321,335,2917
SAL50874,..,5,3,8,9,0,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,3,8,9,0,20,..,672,377,535,140,35,1768,..,..,..,24,31,59,111,..,..,..,..,..,0,0,..,672,377,557,175,94,1883
SAL50875,..,10,7,10,5,0,31,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,10,7,14,5,0,32,..,436,193,266,111,33,1032,..,..,..,11,8,26,38,..,..,..,..,..,0,0,..,436,193,269,113,56,1073
SAL50876,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50877,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,3,5,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,3,5,0,0,3
SAL50878,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,6
SAL50879,..,3,0,0,0,0,12,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,12,..,106,43,52,17,8,228,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,106,43,52,17,15,231
SAL50880,..,4,6,5,4,0,21,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,6,5,4,0,21,..,100,39,21,15,0,176,..,..,..,0,0,0,4,..,..,..,..,..,0,0,..,100,39,26,15,0,182
SAL50881,..,7,13,7,5,5,37,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,7,13,11,5,8,39,..,597,283,229,86,47,1244,..,..,..,24,4,24,48,..,..,..,..,..,0,0,..,597,283,251,93,69,1292
SAL50882,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50883,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,11,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,7,0,0,12
SAL50884,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,4
SAL50885,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,3,3,0,0,14,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,3,3,0,0,14
SAL50886,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,4,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,4,8
SAL50887,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50888,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,0,0,0,0,3
SAL50889,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,23,8,10,0,0,42,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,23,8,10,0,0,42
SAL50890,..,48,28,20,12,7,111,..,..,..,0,4,6,5,..,..,..,..,..,0,0,..,48,28,20,15,4,118,..,1248,343,191,70,24,1874,..,..,..,19,11,6,40,..,..,..,..,..,0,0,..,1248,343,209,83,32,1919
SAL50891,..,18,19,22,7,11,76,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,18,19,22,9,11,74,..,558,169,164,71,25,989,..,..,..,6,9,12,27,..,..,..,..,..,0,0,..,558,169,170,83,36,1017
SAL50892,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,3,0,0,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,3,0,0,0,15
SAL50893,..,7,8,7,0,3,29,..,..,..,5,0,0,5,..,..,..,..,..,0,0,..,7,8,11,0,3,34,..,461,268,256,85,22,1091,..,..,..,3,0,8,16,..,..,..,..,..,0,0,..,461,268,262,85,31,1106
SAL50894,..,3,3,0,4,0,16,..,..,..,3,0,0,4,..,..,..,..,..,5,5,..,3,3,3,7,13,28,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50895,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,24,3,4,5,0,34,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,24,3,4,5,0,34
SAL50896,..,23,20,18,11,7,76,..,..,..,0,0,5,6,..,..,..,..,..,3,3,..,23,20,18,9,13,81,..,972,596,562,240,120,2495,..,..,..,35,74,97,207,..,..,..,..,..,23,23,..,972,596,600,312,237,2724
SAL50897,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,11,6,0,0,0,18,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,6,0,0,0,18
SAL50898,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,4,..,59,26,20,24,8,132,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,59,26,20,24,8,132
SAL50899,..,11,4,11,3,4,32,..,..,..,0,3,15,17,..,..,..,..,..,8,8,..,11,4,11,8,23,59,..,16,5,3,0,0,19,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,16,5,3,0,3,21
SAL50900,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,6,0,0,3,0,18,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,0,0,3,0,18
SAL50901,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,50,22,17,15,7,109,..,..,..,3,6,10,18,..,..,..,..,..,4,4,..,50,22,24,14,20,133
SAL50902,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50903,..,27,16,14,5,5,63,..,..,..,0,0,0,4,..,..,..,..,..,0,0,..,27,16,14,7,7,70,..,929,481,488,179,40,2117,..,..,..,20,22,21,66,..,..,..,..,..,0,0,..,929,481,509,199,59,2179
SAL50904,..,0,3,0,0,0,4,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,3,0,0,0,4,..,81,46,26,27,10,194,..,..,..,8,18,22,45,..,..,..,..,..,0,0,..,81,46,32,47,28,232
SAL50905,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,293,121,167,79,10,668,..,..,..,13,4,0,20,..,..,..,..,..,0,0,..,293,121,186,83,7,688
SAL50906,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,5,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,0,0,0,5
SAL50907,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50908,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,7,0,5,3,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,7,0,5,3,0,17
SAL50909,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50910,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
SAL50911,..,4,3,0,0,0,12,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,3,0,0,0,12,..,191,93,98,51,21,451,..,..,..,5,8,15,27,..,..,..,..,..,3,3,..,191,93,100,60,32,479
SAL50912,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,8,0,0,0,0,10,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,0,0,10
