SAL_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
SAL50214,0,0,0,29,23,47,0,0,0,29,20,51,0,0,0,6,0,4,0,0,0,6,0,4,0,0,0,8,5,7,0,0,0,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,5,6,12,0,0,0,9,4,12,0,0,0,9,8,11,0,0,0,8,0,11,0,0,0,8,0,11,0,0,0,25,16,45,0,0,0,25,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50215,0,0,0,15,18,31,0,0,0,15,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,5,3,6,0,0,0,7,3,13,0,0,0,7,8,14,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,15,16,28,0,0,0,15,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,3,5,11,365,374,734,22,22,43,394,399,788,0,0,0,21,20,47,0,0,0,22,20,47,5,0,4,74,68,141,3,5,10,77,74,156,0,3,3,27,41,70,0,0,3,31,46,77,0,4,0,91,103,192,3,5,10,96,103,201,0,0,0,98,93,189,11,7,13,106,103,208,0,0,0,55,45,104,4,8,3,61,53,108,3,5,11,350,356,707,11,13,24,367,381,745,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50218,0,0,0,7,3,7,0,6,0,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,4,5,10,0,0,0,7,3,7,0,6,0,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50219,0,0,0,327,15,339,3,0,3,324,20,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,219,0,225,0,0,0,218,0,227,0,0,0,60,3,70,0,0,0,60,3,70,0,0,0,16,4,17,0,0,0,14,4,16,0,0,0,324,15,339,0,0,0,323,20,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50220,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50221,20,10,35,1987,1990,3972,46,15,63,2054,2018,4071,0,0,0,104,113,215,0,0,0,111,118,225,5,0,15,311,310,620,7,6,5,326,315,643,5,0,0,284,262,547,3,0,3,292,263,554,4,3,6,418,456,879,18,4,22,441,464,907,3,5,3,671,673,1341,21,5,24,693,679,1370,0,0,0,193,173,366,3,3,5,198,179,371,20,10,30,1889,1933,3827,5,6,17,1919,1956,3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,17,16,27,0,0,0,18,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50222,7,3,3,132,149,282,15,8,21,151,164,309,0,0,0,5,7,18,0,0,0,6,11,22,0,0,0,23,32,49,0,0,4,20,35,56,0,0,0,14,11,24,0,0,0,14,11,26,0,0,0,30,39,63,0,3,6,31,39,74,3,0,3,44,40,81,0,0,6,50,42,92,0,0,0,24,29,50,4,4,3,24,28,55,7,3,3,115,139,259,11,8,23,134,148,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,40,6,8,10,22,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50223,3,6,4,48,37,92,10,15,21,59,52,114,0,0,0,8,0,6,0,0,0,8,5,6,0,0,0,10,0,8,0,0,3,6,5,13,0,0,0,3,5,11,0,4,7,7,12,16,0,0,0,7,7,14,6,3,4,11,7,17,0,0,4,15,10,25,3,3,5,18,15,33,0,0,0,10,11,19,0,0,0,10,11,19,3,6,4,43,35,79,10,15,21,57,48,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50224,0,0,0,5,4,17,6,5,9,15,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,0,6,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,6,3,0,3,3,4,6,0,0,0,7,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,4,3,9,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,18,13,32,1273,1276,2548,94,106,200,1388,1395,2779,3,0,6,51,60,109,0,3,8,52,63,115,3,0,5,67,53,118,6,4,7,77,58,131,4,9,14,118,166,284,9,19,31,134,189,322,0,0,6,496,483,980,37,37,76,534,523,1055,3,3,10,340,317,660,31,23,55,372,347,720,0,0,3,206,200,410,13,18,28,218,217,440,11,13,31,1201,1214,2416,78,90,160,1293,1313,2602,0,0,0,0,5,5,0,0,0,0,4,3,0,0,0,0,0,5,0,4,4,0,6,3,0,0,0,4,4,8,7,4,12,11,3,18,0,0,0,0,3,6,4,0,6,5,3,7,0,0,0,0,0,5,4,3,10,8,5,12,0,0,0,197,242,437,166,220,388,364,465,832,0,0,0,5,0,7,6,0,8,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50227,8,4,13,307,345,649,9,5,18,325,357,677,0,0,0,29,31,56,0,0,0,29,31,53,0,0,0,29,31,59,0,0,0,29,31,59,0,0,0,34,43,78,0,5,5,34,44,79,7,3,9,144,156,302,7,0,9,151,163,319,0,0,0,53,69,124,4,0,6,60,73,131,0,0,0,23,14,40,0,0,0,17,15,42,8,3,10,280,328,612,0,0,0,295,332,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50228,23,11,30,807,878,1685,64,57,124,896,939,1838,7,0,7,28,23,49,0,0,0,31,24,56,4,5,4,56,51,110,0,3,6,64,57,120,4,3,4,65,67,134,5,10,13,73,82,155,0,0,0,154,143,302,18,12,31,180,159,331,9,0,10,216,247,463,20,9,29,246,257,504,3,4,4,287,340,623,21,22,37,310,361,671,14,9,20,742,807,1550,46,49,99,805,868,1670,0,0,0,0,4,10,0,0,0,0,4,10,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,5,0,5,0,0,0,3,0,3,0,0,0,4,0,5,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,13,4,14,104,54,159,19,11,28,132,64,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50229,158,173,331,6041,6544,12585,323,233,557,6520,6953,13473,21,30,55,463,441,908,28,11,41,516,483,996,50,39,89,1081,960,2040,35,34,69,1167,1030,2206,34,27,61,948,1021,1969,42,24,64,1018,1076,2092,24,50,71,1681,1960,3642,101,85,185,1802,2091,3894,15,29,44,1385,1535,2921,100,60,158,1499,1620,3126,7,3,10,488,623,1112,17,22,35,509,651,1161,147,167,316,5760,6369,12128,191,190,382,6098,6728,12827,0,0,3,6,10,11,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,84,77,157,0,3,4,87,81,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50230,287,318,603,8560,9020,17579,384,310,691,9231,9646,18878,66,47,114,930,934,1865,15,23,38,1014,1001,2017,93,90,185,1631,1522,3157,52,55,107,1776,1665,3445,45,56,101,907,981,1891,41,34,72,995,1072,2062,66,87,150,2924,3267,6195,157,105,263,3146,3454,6607,18,35,52,1547,1621,3168,89,65,156,1661,1717,3377,5,4,8,613,687,1302,26,33,58,650,723,1375,270,304,575,8145,8753,16894,185,236,421,8599,9296,17891,0,0,3,8,6,14,0,0,0,13,5,17,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,4,8,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,110,144,253,3,4,9,121,152,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50231,629,688,1321,1783,1946,3728,329,342,678,2746,2981,5730,67,65,135,97,106,201,27,21,43,188,194,374,192,179,371,226,235,460,46,58,104,465,471,936,112,113,222,161,172,333,31,38,69,301,324,628,166,196,361,550,736,1289,104,122,225,818,1054,1878,71,114,187,540,530,1068,97,83,174,708,723,1436,29,23,53,211,166,373,29,29,57,268,218,482,584,643,1230,1624,1796,3420,264,308,572,2475,2746,5222,4,3,6,22,16,38,5,0,8,21,27,51,4,3,11,72,68,140,12,14,24,91,82,172,3,0,3,127,136,262,17,24,42,149,162,307,0,0,0,53,60,111,3,9,14,61,66,123,0,0,0,43,40,85,4,14,20,49,55,105,46,46,83,1160,1256,2416,360,415,775,1567,1706,3273,0,0,0,22,18,45,4,9,15,30,30,57,0,0,5,10,8,22,3,7,9,13,20,36,0,0,0,8,3,13,5,0
SAL50232,0,0,0,30,25,55,4,0,3,33,26,56,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,5,9,13,0,0,0,5,9,13,0,0,0,5,11,16,0,0,4,11,14,21,0,0,0,5,5,7,0,0,0,6,5,13,0,0,0,21,21,41,0,0,0,21,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50233,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,8,8,14,94,77,170,5,10,11,110,88,198,0,5,5,11,4,9,0,0,0,11,4,15,5,0,10,19,9,24,0,4,4,20,10,34,0,0,0,11,6,10,0,0,0,12,6,16,0,0,5,18,21,43,0,0,3,24,22,48,0,0,0,24,18,46,4,0,4,30,19,48,0,0,0,20,17,38,0,0,0,18,15,38,8,8,14,95,66,159,5,10,10,105,87,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50235,51,40,92,849,937,1786,43,47,89,948,1031,1975,0,3,3,42,40,83,0,0,0,41,49,93,9,3,18,95,80,173,5,8,11,116,89,201,13,10,23,79,61,143,6,0,9,93,76,169,16,10,24,175,207,383,13,15,21,203,223,431,11,10,21,217,186,405,14,15,29,244,213,452,3,5,6,242,359,599,9,14,24,250,377,624,55,42,87,821,918,1740,39,44,83,911,997,1911,0,0,0,4,3,5,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,7,35,6,0,3,34,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50236,0,0,0,19,18,41,0,0,0,19,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,10,16,0,0,0,3,10,16,0,0,0,14,3,16,0,0,0,14,6,17,0,0,0,19,18,41,0,0,0,19,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50237,0,0,0,3,5,11,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50238,211,208,417,30,29,57,16,12,26,252,245,500,23,15,42,0,0,0,0,3,7,28,22,51,53,37,91,0,8,7,0,0,6,49,48,95,31,42,73,0,4,6,0,0,0,29,49,79,66,64,134,5,8,18,5,3,5,80,79,158,33,36,68,14,10,20,9,4,12,54,45,97,3,6,10,7,0,7,3,0,3,13,12,25,200,197,396,28,22,49,8,11,21,238,227,469,4,0,9,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,4,6,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,4,4,9,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50239,0,0,0,9,11,19,6,0,5,16,14,26,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,4,7,5,14,0,0,0,0,4,8,0,0,3,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,19,6,0,5,16,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
