SAL_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
SAL50519,0,0,0,5,0,5,0,0,0,4,0,4,5,0,5,4,0,7,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,4,0,0,0,5,0,8,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,11,3,13,114,27,142,0,0,0,121,33,152,0,0,0,4,0,4,0,0,0,7,0,7,14,4,19,138,37,173,3,0,3,154,39,190,11,3,13,116,30,141,0,0,0,125,30,154,3,0,5,12,5,16,0,0,0,13,7,23,0,0,0,0,0,0,0,0
SAL50520,0,0,0,16,14,24,0,0,0,16,14,24,0,0,0,17,17,29,0,0,0,16,14,29,0,0,0,4,8,17,0,0,0,4,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,11,0,0,0,12,4,11,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,11,23,0,0,0,10,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,35,0,0,0,20,13,29,0,0,0,122,88,211,0,0,0,120,96,213,0,0,0,3,0,4,14,13,22,17,14,33,0,0,0,182,136,324,17,12,28,199,157,353,0,0,0,133,97,232,0,0,0,134,101,233,0,0,0,30,26,60,0,0,0,38,26,61,0,0,0,9,9,20,0,0
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,30,0,0,0,22,5,30,0,0,0,0,0,0,15,5,17,15,5,17,0,0,0,27,8,34,13,5,15,38,10,50,0,0,0,21,5,30,0,0,0,22,5,30,0,0,0,5,6,4,0,0,0,5,6,4,0,0,0,0,0,0,0,0
SAL50522,3,5,14,232,425,661,3,8,8,243,437,677,8,11,20,310,387,703,0,3,4,321,395,725,5,0,6,134,153,285,0,0,0,140,157,295,0,0,0,17,25,42,0,0,0,17,22,44,4,3,10,147,118,262,3,0,5,156,118,277,4,4,8,198,124,317,3,5,5,207,123,332,0,0,0,36,28,66,0,0,0,38,29,74,3,0,3,73,74,147,0,0,3,73,74,149,15,23,45,428,585,1016,6,3,5,452,615,1067,0,0,5,41,23,59,0,0,0,36,21,63,10,10,19,307,461,770,0,6,5,317,475,791,39,37,72,2606,2562,5166,5,6,18,2652,2604,5255,8,0,9,165,135,305,397,276,672,566,411,983,82,79,156,4081,4307,8384,410,297,703,4571,4674,9251,39,42,80,2765,2802,5568,5,6,18,2813,2848,5659,21,26,49,831,972,1802,0,8,13,856,1010,1860,3,9,11,226,273,502,3,0
SAL50523,0,0,0,62,99,154,0,0,0,62,102,164,0,5,0,41,56,96,0,0,0,45,53,98,0,0,0,27,22,51,0,0,0,29,19,58,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,57,28,79,0,0,0,57,30,82,0,0,0,59,25,88,0,0,0,59,25,88,0,0,0,14,10,21,0,0,0,14,10,21,0,0,0,30,18,47,0,0,0,30,18,47,7,5,9,63,63,116,0,0,0,63,65,122,0,0,0,15,6,20,0,0,0,18,6,21,0,0,0,52,48,101,0,0,0,52,52,101,9,4,9,214,208,425,4,0,6,225,213,440,0,0,0,28,25,52,57,40,99,87,67,147,12,6,21,486,447,939,63,46,107,558,508,1061,9,4,9,242,230,469,4,0,6,248,239,484,8,5,5,129,103,238,0,0,5,134,111,246,0,0,5,49,64,112,0,0
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0,6,6,8,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SAL50525,0,0,0,49,58,103,0,0,0,50,58,110,0,0,0,23,40,62,0,0,0,30,41,69,0,0,0,16,16,30,0,0,0,19,18,33,0,0,0,5,8,11,0,0,0,5,8,11,0,0,0,31,11,40,0,0,0,33,11,47,0,0,0,36,16,50,0,0,0,36,16,54,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,18,6,25,0,0,0,19,6,23,0,0,0,32,43,74,0,0,0,27,48,74,0,0,0,5,6,11,0,0,0,5,6,11,0,0,0,23,25,44,0,0,0,26,25,49,5,5,15,199,194,391,6,0,5,211,202,416,0,0,0,13,14,28,22,5,31,40,21,59,14,10,21,353,344,701,29,11,45,396,366,764,5,5,15,209,208,412,6,0,5,222,208,436,3,0,0,82,74,156,3,0,3,86,76,161,0,0,0,31,38,72,0,0
SAL50526,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,3,5,7,0,0,0,3,5,7,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,14,15,26,0,0,0,14,15,26,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,22,18,40,0,0,0,21,18,44,0,0,0,14,15,26,0,0,0,14,15,26,0,0,0,0,3,5,0,0,0,6,3,4,0,0,0,4,0,4,0,0
SAL50527,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,3,5,10,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,4,0,6,32,28,60,0,0,0,36,34,68,0,0,0,5,4,5,8,3,7,10,9,12,4,0,6,53,40,96,8,3,7,60,44,105,4,0,6,35,28,61,0,0,0,39,34,71,0,0,0,7,3,15,0,0,0,7,3,15,0,0,0,5,3,6,0,0
SAL50528,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,40,5,52,0,0,0,44,5,53,0,0,0,4,0,4,95,8,107,96,8,111,3,0,3,54,16,65,95,8,107,152,27,175,0,0,0,47,11,54,0,0,0,43,11,53,3,0,3,8,4,7,0,0,0,6,4,11,0,0,0,0,0,0,0,0
SAL50529,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,6,5,7,20,5,21,243,70,312,0,0,0,260,76,335,0,0,0,5,0,5,321,83,407,326,87,408,20,5,22,267,78,342,318,83,409,604,165,772,20,5,21,247,69,318,0,0,0,266,75,342,0,0,0,15,4,20,0,0,0,15,4,20,0,0,0,0,0,0,0,0
SAL50530,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,7,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,3,3,7,11,0,13,8,9,18,0,5,5,18,18,33,5,0,5,0,0,0,5,0,5,4,0,6,17,3,25,17,14,30,5,5,5,40,24,65,11,0,13,8,10,21,0,5,5,18,19,33,7,0,3,9,4,10,0,0,0,10,5,20,0,0,0,0,0,0,0,0
SAL50531,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,6,4,0,7,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,45,8,3,10,0,0,0,23,23,48,8,3,12,0,0,0,5,0,4,10,9,18,35,32,70,8,5,13,5,0,4,47,40,87,21,18,45,8,3,10,0,0,0,23,23,48,8,5,8,0,3,3,0,0,0,6,11,17,0,0,6,0,0,0,0,0
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,7,6,9,0,0,0,6,3,9,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50533,0,0,0,69,122,194,0,0,0,72,122,194,4,0,6,84,95,182,0,0,0,89,100,184,0,4,4,30,32,57,0,0,0,30,28,63,0,0,0,7,7,11,0,0,0,7,7,11,0,8,7,62,40,99,0,0,0,61,48,107,0,0,3,53,17,71,0,0,0,53,17,71,0,0,0,4,0,11,0,0,0,4,4,10,0,0,0,19,16,37,0,0,0,19,16,37,8,3,7,62,84,150,0,0,0,66,89,157,0,0,0,12,4,18,0,0,0,12,4,18,5,0,3,70,87,155,0,0,0,67,85,158,10,5,15,689,667,1355,4,3,6,702,672,1378,0,0,4,49,40,94,45,27,68,93,69,158,20,16,38,1069,1078,2144,44,26,69,1132,1117,2255,12,9,22,730,714,1444,4,3,6,746,722,1470,9,5,12,209,247,455,0,0,0,216,251,465,0,4,6,54,43,100,0,0
SAL50534,0,6,6,149,264,414,0,0,6,156,273,423,4,7,13,95,179,274,3,0,4,106,192,297,0,0,0,58,71,135,0,0,0,60,73,136,0,0,0,10,10,20,0,0,0,10,10,20,0,3,9,93,76,168,4,0,6,98,76,178,0,0,4,108,67,176,0,0,0,112,64,180,0,6,6,17,15,33,0,0,0,17,13,33,4,3,3,31,44,77,0,0,0,35,42,82,8,12,19,138,199,332,5,0,5,147,213,357,0,0,0,17,21,36,0,0,0,17,20,32,12,11,24,119,156,279,0,0,0,129,172,296,43,41,80,939,903,1840,5,0,4,984,946,1929,6,3,9,57,64,127,104,104,207,167,175,341,69,73,144,1580,1671,3252,114,109,224,1766,1853,3622,48,51,93,1013,967,1981,5,0,4,1056,1018,2076,15,15,27,353,436,798,4,0,5,374,457,836,0,4,5,112,127,244,0,0
SAL50535,0,0,0,4,4,7,0,0,0,4,4,7,0,0,0,5,6,3,0,0,0,5,6,3,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,8,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,21,20,42,0,0,0,21,20,42,0,0,0,3,0,3,6,5,10,9,7,13,0,0,0,31,38,69,6,5,10,38,41,80,0,0,0,24,20,38,0,0,0,24,20,38,0,0,0,4,7,22,0,0,0,4,7,22,0,0,0,0,6,7,0,0
SAL50536,12,16,23,137,230,366,0,4,8,152,249,402,9,23,38,99,163,258,3,6,6,114,190,302,3,0,5,52,74,124,0,0,0,52,79,132,0,4,9,52,71,119,0,0,0,56,76,127,10,19,31,93,94,187,0,0,0,105,116,221,8,16,24,115,107,224,0,0,0,127,124,250,3,7,13,39,33,72,0,0,0,47,45,87,5,9,8,51,38,88,0,4,9,55,49,99,21,29,42,154,231,382,0,0,3,173,261,429,6,5,4,26,23,40,0,0,0,25,23,50,13,22,41,118,175,293,0,0,0,135,199,332,70,71,139,700,701,1403,3,3,8,764,781,1544,13,13,23,45,68,111,155,151,308,211,232,443,130,152,280,1244,1401,2640,160,167,330,1531,1716,3246,74,76,152,745,759,1499,3,3,8,820,837,1658,30,25,59,260,317,577,5,6,4,292,349,644,6,15,23,89,124,221,0,3
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,17,0,0,0,12,9,17,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0
SAL50538,0,3,3,0,0,3,0,0,0,0,5,6,0,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,4,4,6,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,19,13,29,3,0,5,5,0,5,27,15,37,0,0,0,0,0,0,15,15,24,15,10,27,25,23,42,8,6,10,12,14,26,41,36,80,19,16,33,3,0,5,5,0,5,27,16,42,0,5,7,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0
SAL50539,0,0,4,10,14,23,0,0,4,13,15,27,4,0,4,7,16,26,0,0,0,9,19,32,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,5,11,14,0,0,0,9,3,10,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,9,8,3,0,5,8,12,23,0,0,0,16,12,28,0,0,0,4,0,4,0,0,0,4,0,4,4,0,0,15,12,28,0,0,3,19,13,32,6,5,6,121,112,227,0,0,0,124,111,234,0,0,0,3,3,8,25,28,52,30,30,62,14,6,19,175,164,335,27,25,52,213,194,406,7,5,6,127,112,239,0,0,0,130,121,251,6,0,7,27,33,62,0,0,0,35,34,70,0,0,4,4,10,16,0,0
SAL50540,3,0,5,0,0,0,0,0,0,3,0,5,3,10,15,0,0,0,0,0,0,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,17,28,46,0,0,0,0,0,0,17,28,46,5,10,19,0,0,0,0,0,0,5,10,19,3,8,12,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,4,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,4,6,11,77,84,164,8,5,16,0,0,0,93,89,175,5,4,9,0,0,0,0,0,3,4,6,12,111,131,247,8,5,16,0,0,3,126,137,262,82,85,169,8,5,16,0,0,0,91,91,182,20,20,41,4,0,4,0,0,0,17,20,45,5,19,17,0,0,0,0,0
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
