SAL_CODE_2021,Med_ag_pe_In_pe,Me_ag_ps_N_In_ps,Med_age_psns_Tot,Me_p_in_wk_In_pe,Me_ps_in_wk_No_In_pe,Med_psnl_inc_wk_Tot,Me_hh_in_wk_Hh_In_pe,Me_hh_in_wk_No_Ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_Hh_In_pe,Me_mo_re_mt_Ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_Hh_Ind_psns,Me_re_wk_No_Oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_Hh_w_In_p,Av_Nu_ps_pe_be_Ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_Hh_wi_Ind_psns,Avg_hh_si_Othr_hhd,Avg_household_size_Tot,P_d_n_x_b_Hh_w_In_p,P_d_n_x_b_No_Oth_hh,P_d_n_x_b_Tot
SAL51167,21,38,36,392,556,513,1024,973,977,1016,990,990,216,220,220,1,0.7,0.8,3,2.2,2.3,14.8,3,4.8
SAL51168,20,56,52,450,565,556,874,911,911,650,786,650,500,80,88,0.8,0.7,0.7,3,1.9,2,0,0,0
SAL51169,33,47,46,75,575,489,1749,3250,2750,0,0,0,0,0,0,1.2,0.9,1,3,3.5,3.3,0,0,0
SAL51170,46,53,53,350,725,717,3250,1562,1583,3922,1522,1549,0,350,350,1,0.7,0.7,5,2.4,2.5,0,0,0
SAL51171,52,37,37,900,1097,1092,1875,1767,1766,0,0,0,100,95,95,0.5,0.8,0.8,1.7,2.6,2.6,0,1.1,1.1
SAL51172,30,39,38,225,924,914,549,1654,1639,0,1766,1766,270,338,335,1.1,0.8,0.8,1.4,2.1,2.1,20,2.9,3.3
SAL51173,0,66,66,0,399,399,0,450,450,0,0,0,0,140,140,0,0.5,0.5,0,1,1,0,0,0
SAL51174,16,42,42,725,835,832,3083,2434,2451,2817,2449,2500,400,390,400,0.8,0.8,0.8,3.8,3.2,3.2,0,2.2,2.1
SAL51175,36,50,50,575,725,723,2750,1363,1369,752,1647,1642,510,328,330,0.8,0.8,0.8,3.2,2.5,2.5,0,1.1,1.1
SAL51176,25,44,44,599,907,906,2812,2475,2480,2059,2253,2253,630,525,525,0.9,0.7,0.7,3.6,2.9,2.9,3.4,0.6,0.7
SAL51177,72,40,41,599,1208,1125,2499,2374,2374,0,0,0,0,0,0,1.8,1.3,1.4,3.5,4,3.9,0,11.1,9.1
SAL51178,0,45,45,0,483,483,0,1874,1874,0,0,0,0,138,138,0,0.8,0.8,0,2.3,2.3,0,0,0
SAL51179,27,50,50,900,875,876,1625,1946,1928,0,2400,2400,600,300,300,0.7,0.7,0.7,3,2.5,2.6,0,1,0.9
SAL51180,44,48,48,425,809,749,649,1221,1194,0,650,650,163,130,130,0.8,0.7,0.7,2,2.2,2.1,0,0,0
SAL51181,36,35,35,524,1496,1386,2062,2704,2596,500,1950,1825,100,350,240,0.8,0.8,0.8,2.4,2.5,2.5,3.6,1.5,1.9
SAL51182,6,32,32,0,1437,1437,0,2833,2833,0,0,0,0,0,0,0,0.9,0.9,5,2,2.6,0,0,0
SAL51183,0,22,22,0,725,725,0,4499,4499,0,1560,1560,0,0,0,0,1,1,0,5,5,0,0,0
SAL51184,22,40,38,405,603,586,840,1002,989,1658,1354,1370,262,275,275,1,0.7,0.7,2.8,2.3,2.3,8.1,2.6,3
SAL51185,44,52,52,825,783,785,866,1324,1286,891,2952,2860,243,250,250,1,0.9,0.9,1.5,2.2,2.2,11.8,3.1,3.6
SAL51186,0,31,31,0,1015,1015,0,1124,1124,0,350,350,0,105,105,0,0.7,0.7,0,1.8,1.8,0,0,0
SAL51187,0,58,58,0,1062,1062,0,2333,2333,0,0,0,0,230,230,0,0.6,0.6,0,2.2,2.2,0,0,0
SAL51188,23,38,34,444,1112,725,833,1187,924,0,0,0,35,0,35,1.3,0.8,1.1,3,1.5,2.3,31.3,0,16.1
SAL51189,22,39,38,397,652,637,1138,1255,1246,1257,1344,1343,283,250,250,1,0.7,0.7,3,2.4,2.4,12.7,2.2,2.9
SAL51190,35,34,34,524,924,920,900,1485,1478,1521,1546,1546,245,290,290,0.9,0.9,0.9,1.9,1.9,1.9,3.2,3.2,3.2
SAL51191,0,48,48,0,644,644,0,1231,1231,0,1625,1625,0,340,340,0,0.8,0.8,0,2.2,2.2,0,3,3
SAL51192,30,38,38,919,918,918,2222,2062,2065,1900,2000,2000,355,390,390,0.8,0.7,0.7,3,2.6,2.6,1.9,0.7,0.7
SAL51193,31,52,51,450,634,615,1875,1149,1224,152,1192,1083,0,250,250,1.1,0.8,0.8,3,2.3,2.3,0,5.7,5.4
SAL51194,0,29,29,0,1045,1045,0,2333,2333,0,1560,1560,0,112,112,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL51195,0,37,37,0,575,575,0,1374,1374,0,0,0,0,275,275,0,0.8,0.8,0,2.6,2.6,0,0,0
SAL51196,0,54,54,0,1024,1024,0,1312,1312,0,1142,1142,0,138,138,0,0.7,0.7,0,2,2,0,0,0
SAL51197,27,39,39,604,996,991,1218,1737,1729,2000,1950,1950,230,350,350,0.9,0.7,0.7,2.4,2.2,2.2,7.1,0.8,0.9
SAL51198,21,31,30,1699,2128,2105,1625,2416,2388,0,0,0,28,28,28,1.1,1,1,3.3,2.9,2.9,0,0,0
SAL51199,0,47,47,0,1041,1041,0,3124,3124,0,9999,9999,0,0,0,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL51200,24,48,25,306,1416,316,749,2187,875,0,0,0,73,48,70,1.3,0.5,1.1,4,1.4,3.6,27.3,0,22.5
SAL51201,26,35,35,1583,1997,1959,3150,3222,3215,1563,0,1563,31,29,30,0.9,0.8,0.8,2.9,2.4,2.5,2.2,0.3,0.6
SAL51202,64,48,49,225,693,682,225,1312,1312,0,1733,1733,0,260,260,0.5,0.7,0.7,1,2.4,2.4,0,0,0
SAL51203,60,38,38,1274,866,866,0,900,900,0,681,681,0,0,0,0,1.4,1.4,0,1.8,1.8,0,12.5,12.5
SAL51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51205,23,42,42,899,924,923,3624,2374,2383,2167,2008,2015,450,413,425,0.9,0.8,0.8,3.6,2.9,2.9,6.3,1,1.1
SAL51206,61,63,62,225,2749,2500,225,2250,1399,0,0,0,0,0,0,0.3,1,0.7,1,1,1,0,0,0
SAL51207,0,39,39,0,680,680,0,1916,1916,0,3375,3375,0,315,315,0,0.7,0.7,0,2.9,2.9,0,0,0
SAL51208,58,45,45,524,744,737,1024,2239,2195,599,2141,2117,400,350,350,0.9,0.7,0.7,4,3,3,20,0,0.5
SAL51209,24,42,42,743,738,738,1875,1595,1599,1500,1688,1677,333,350,350,0.9,0.7,0.7,3.1,2.5,2.5,5.4,1.4,1.5
SAL51210,21,38,37,521,622,617,1267,1299,1297,1300,1300,1300,290,279,280,0.9,0.7,0.7,3.3,2.4,2.5,10.7,2.9,3.4
SAL51211,18,46,45,649,697,691,1625,1437,1531,0,2100,2100,300,350,325,1.3,0.8,0.9,4,2.6,2.6,0,0,0
SAL51212,33,63,38,431,1125,437,725,0,725,0,0,0,65,0,65,1.7,0,1.7,4.9,0,4.9,57.1,0,57.1
SAL51213,0,51,51,0,883,883,0,2437,2437,0,2650,2650,0,300,300,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL51214,33,40,40,900,1125,1104,1149,2562,1875,0,3000,3000,0,0,0,0.6,0.8,0.8,2,2.5,2.5,0,0,0
SAL51215,62,60,60,725,537,575,2250,1749,1875,0,0,0,0,0,0,0.6,0.9,0.9,3,2.4,2.5,0,0,0
SAL51216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51217,0,62,62,0,478,478,0,693,693,0,1725,1725,0,270,270,0,0.6,0.6,0,1.8,1.8,0,3.2,3.2
SAL51218,26,40,37,349,1083,916,1125,833,866,0,0,0,100,2000,108,1,0.7,0.8,2.5,1.8,2.1,23.1,0,11.5
SAL51219,29,34,34,725,976,975,2100,2041,2042,2200,1950,1950,400,398,400,0.7,0.7,0.7,2.7,2.7,2.7,0,0.8,0.8
SAL51220,28,49,30,349,1375,350,450,0,450,0,0,0,53,0,53,0.8,2,1,2,2,2,0,0,0
SAL51221,0,58,58,0,833,833,0,725,725,0,0,0,0,69,69,0,0.7,0.7,0,1.7,1.7,0,0,0
SAL51222,25,34,33,916,1496,1451,2175,2444,2420,2234,1733,1733,350,370,367,0.9,0.9,0.9,2.8,2.3,2.3,2.1,2.9,2.8
SAL51223,16,54,53,575,906,904,1375,1976,1967,0,2167,2167,380,410,410,0.7,0.6,0.6,3,2.5,2.5,0,0.3,0.3
SAL51224,18,48,48,575,674,671,1375,1142,1151,1517,1300,1300,230,285,280,0.8,0.7,0.7,2.6,2.2,2.2,0,1.3,1.2
SAL51225,15,43,42,0,1521,1501,2250,4574,4565,0,4167,4167,420,440,440,0.8,0.7,0.7,2.5,2.7,2.7,0,0.6,0.6
SAL51226,42,49,49,2500,814,828,3750,1850,1862,1589,1733,1733,375,357,359,0.6,0.6,0.6,2.3,2.4,2.4,0,0.5,0.5
SAL51227,33,43,42,1125,937,955,1666,1803,1768,1199,790,790,185,150,170,0.7,0.7,0.7,1.9,2.2,2.2,0,0,0
SAL51228,0,52,52,0,1104,1104,0,2125,2125,0,1733,1733,0,100,100,0,0.6,0.6,0,2.1,2.1,0,0,0
SAL51229,26,63,60,1125,458,466,0,459,459,0,1419,1419,0,150,150,0,0.7,0.7,0,1.2,1.2,0,0,0
SAL51230,31,33,33,1093,1140,1139,1924,1960,1960,2330,1950,1950,388,400,400,1.1,1,1,1.8,1.8,1.8,7.8,4.3,4.4
SAL51231,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51232,50,51,51,574,880,853,2499,1968,1968,793,2000,1867,150,225,200,1.1,0.7,0.8,3,2.5,2.5,25,2,3.7
SAL51233,0,22,22,0,1024,1024,0,1874,1874,0,0,0,0,0,0,0,0.9,0.9,0,3.3,3.3,0,0,0
SAL51234,17,31,31,1050,1129,1129,2659,2474,2477,2464,2044,2054,435,420,420,0.9,0.8,0.8,3.6,3.2,3.2,3.3,1.3,1.4
SAL51235,29,44,41,1374,1187,1199,3749,1187,1875,0,542,542,0,170,170,1.2,0.8,0.8,4,2.8,2.9,0,0,0
SAL51236,26,34,33,850,1336,1314,2100,2216,2212,1517,1517,1517,303,320,320,0.8,0.8,0.8,2.8,2.3,2.4,4.1,1.5,1.7
SAL51237,23,46,46,824,735,735,1625,1761,1760,2000,2000,2000,420,350,350,0.8,0.7,0.7,3.3,2.7,2.7,0,1,1
SAL51238,0,54,54,0,575,575,0,743,743,0,1437,1437,0,270,270,0,0.8,0.8,0,2.1,2.1,0,0,0
SAL51239,0,62,62,0,582,582,0,739,739,0,1934,1934,0,200,200,0,0.9,0.9,0,1.6,1.6,0,1.4,1.4
SAL51240,57,47,47,900,919,918,4250,3062,3062,3700,2100,2134,0,250,250,0.9,0.9,0.9,2.3,3.1,3,0,7.8,7.5
SAL51241,0,40,40,0,1149,1149,0,2625,2625,0,500,500,0,384,384,0,0.9,0.9,0,3.1,3.1,0,0,0
SAL51242,0,62,62,0,1812,1812,0,3250,3250,0,0,0,0,0,0,0,0.6,0.6,0,1.7,1.7,0,0,0
SAL51243,23,46,46,725,919,900,0,2050,2050,0,847,847,150,175,163,0.6,0.8,0.8,2,2.9,2.8,0,0,0
SAL51244,32,57,54,415,505,491,710,871,845,1077,823,867,220,200,200,0.9,0.7,0.7,2.7,1.9,2,2.4,1.8,1.9
SAL51245,0,41,41,0,1114,1114,0,1833,1833,0,657,657,0,180,180,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL51246,30,45,45,1375,966,1015,2250,2041,2036,0,2850,2850,320,325,320,0.7,0.8,0.8,3,2.7,2.7,0,0,0
SAL51247,19,44,43,485,550,547,1281,1132,1144,1441,1517,1517,300,290,290,0.9,0.7,0.7,3.1,2.4,2.4,7.4,1.4,1.8
SAL51248,25,43,43,424,879,851,1062,1854,1817,1733,1733,1733,275,315,300,1,0.9,0.9,3.1,2.6,2.6,0,2.2,2.1
SAL51249,0,47,47,0,612,612,0,1375,1375,0,0,0,0,0,0,0,1.1,1.1,0,3.2,3.2,0,0,0
SAL51250,16,47,46,75,640,621,75,1850,1825,1712,1732,1712,0,0,0,0.6,0.8,0.8,2,3,3,0,0,0
SAL51251,50,20,33,340,1562,450,900,3249,1541,0,600,600,95,0,95,0.9,1.3,1,2.2,4.5,2.8,9.1,25,13.3
SAL51252,11,48,45,849,974,939,2374,1416,1416,780,1750,934,0,275,275,1.2,0.7,0.7,4.5,2.5,2.7,0,0,0
SAL51253,31,36,35,370,2307,1970,1024,2125,1375,0,0,0,13,0,13,1.1,0.7,0.9,3.3,1.3,2.3,11.1,0,5.6
SAL51254,32,45,45,725,1557,1545,400,2562,2478,0,1950,1950,500,500,500,0.8,0.8,0.8,2.5,2.3,2.3,0,4.5,4.3
SAL51255,46,52,52,449,705,686,762,1319,1275,0,699,699,235,200,200,1.2,0.7,0.7,2.6,2.2,2.2,0,1.2,1.2
SAL51256,18,51,51,824,670,670,2124,1363,1408,1700,1790,1790,0,210,210,1.4,0.8,0.8,5.3,2.3,2.3,25,1.5,2.2
SAL51257,19,52,52,1125,820,830,2399,1674,1674,542,1125,1083,55,305,280,0.9,0.6,0.7,2.5,2.1,2.1,0,0,0
SAL51258,28,57,56,450,629,617,774,1038,1027,1000,1517,1517,240,250,250,0.8,0.6,0.6,2.4,2,2,4,1,1.2
SAL51259,29,34,34,1213,1905,1859,3013,3489,3434,1500,1863,1812,140,220,210,0.9,0.9,0.9,2.7,2.5,2.5,2.8,2,2.1
SAL51260,18,37,36,523,759,755,2144,1909,1921,1733,1700,1700,350,350,350,0.9,0.7,0.7,3.7,2.8,2.8,4.1,1.3,1.4
SAL51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51262,48,62,62,725,503,510,2874,810,850,869,1257,1138,0,250,250,0.8,0.6,0.6,2.2,1.7,1.8,0,0.9,0.9
SAL51263,71,50,51,3250,584,593,0,1406,1406,0,1474,1474,0,150,150,0,0.7,0.7,0,2.3,2.3,0,1.9,1.9
SAL51264,0,52,52,0,927,927,0,1550,1550,0,1733,1733,0,423,423,0,0.8,0.8,0,2.3,2.3,0,4.3,4.3
SAL51265,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51266,0,39,39,0,900,900,0,2499,2499,0,1400,1400,0,50,50,0,0.6,0.6,0,2.5,2.5,0,0,0
SAL51267,0,36,36,0,1624,1624,0,2750,2750,0,0,0,0,450,450,0,1,1,0,3.5,3.5,0,0,0
SAL51268,26,61,59,359,561,520,850,959,949,1300,748,758,180,120,137,1.1,0.6,0.6,3.4,1.9,2,22.2,0.5,2.3
SAL51269,21,48,48,1125,1125,1125,3250,2312,2374,0,0,0,0,80,80,0.7,0.7,0.7,3,2.5,2.6,0,0,0
SAL51270,0,48,48,0,856,856,0,2088,2088,0,2167,2167,0,400,400,0,0.8,0.8,0,2.8,2.8,0,2.1,2.1
SAL51271,22,32,32,387,788,781,885,1739,1723,1396,1647,1640,260,350,350,0.9,0.8,0.8,2.9,2.7,2.7,6.5,4.7,4.8
SAL51272,0,55,55,0,833,833,0,1375,1375,0,2546,2546,0,200,200,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL51273,0,35,35,0,1042,1042,0,2208,2208,0,0,0,0,0,0,0,1,1,0,3.9,3.9,0,0,0
SAL51274,0,53,53,0,1093,1093,0,2250,2250,0,0,0,0,100,100,0,0.5,0.5,0,2.4,2.4,0,0,0
SAL51275,31,50,49,450,842,840,1375,1842,1837,0,2200,2200,288,400,400,1.3,0.8,0.8,3,2.5,2.5,33.3,1.7,1.9
SAL51276,0,48,48,0,784,784,0,1906,1906,0,1083,1083,0,250,250,0,0.7,0.7,0,2.3,2.3,0,0,0
SAL51277,27,56,56,350,554,547,2899,956,956,0,715,715,0,280,280,1.6,0.7,0.7,3.5,2.1,2.1,50,1.7,3.2
SAL51278,19,38,38,505,874,865,1224,2096,2077,1915,1907,1907,340,369,360,0.8,0.7,0.7,3.1,2.8,2.8,2.3,1,1
SAL51279,26,46,45,450,754,712,1437,1562,1562,0,1476,1476,290,255,270,1.2,0.7,0.7,4,2.3,2.4,0,0,0
SAL51280,22,40,36,483,527,515,885,935,921,819,921,910,200,200,200,1.1,0.7,0.8,3.3,2.1,2.4,22.5,1.8,6.3
SAL51281,18,40,40,725,1002,995,1624,1770,1769,867,891,867,176,210,206,1,0.8,0.8,2.5,2.4,2.4,0,2.5,2.4
SAL51282,23,41,41,866,610,613,1812,1241,1272,1800,1733,1733,333,325,325,0.9,0.7,0.7,3.2,2.4,2.4,0,0.6,0.6
SAL51283,17,28,27,866,840,850,1499,0,1499,0,0,0,0,0,0,0.4,0.4,0.4,3,5,3.5,0,0,0
SAL51284,0,47,47,0,700,700,0,1625,1625,0,1910,1910,0,200,200,0,0.9,0.9,0,2.3,2.3,0,0,0
SAL51285,16,49,49,225,866,850,2750,2312,2550,0,1517,1517,0,169,169,1.2,0.7,0.7,5,2.8,2.9,0,0,0
SAL51286,57,49,50,3500,687,725,0,1562,1562,980,2000,1490,0,200,200,1.3,1.1,1.2,4,2.3,2.5,0,11.1,10
SAL51287,30,39,38,462,823,807,1478,1568,1565,2167,1733,1733,270,330,330,0.9,0.7,0.8,2.8,2.4,2.4,7.5,2.1,2.3
SAL51288,42,53,53,450,776,765,1499,1625,1604,4333,1300,1517,0,300,300,0.5,0.9,0.9,2,2.2,2.2,0,5.9,5.6
SAL51289,25,45,45,350,687,683,2750,1437,1458,0,1742,1742,420,250,250,1,0.9,0.9,3,2.8,2.8,0,3.2,3.1
SAL51290,61,48,48,450,483,474,0,1781,1781,0,2600,2600,0,125,125,0,0.8,0.8,0,2.4,2.4,0,0,0
SAL51291,0,66,66,0,450,450,0,450,450,0,0,0,0,0,0,0,1,1,0,1.5,1.5,0,0,0
SAL51292,0,44,44,0,1025,1025,0,1749,1749,0,2600,2600,0,360,360,0,0.8,0.8,0,2.5,2.5,0,0,0
SAL51293,16,49,49,1124,847,847,0,2321,2321,0,2405,2405,500,200,250,1,0.7,0.7,8,2.9,2.9,0,5.6,5.6
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,18,36,36,587,720,718,1812,1551,1554,1831,1760,1760,340,350,350,0.9,0.7,0.8,3.5,2.7,2.7,5.3,1.7,1.8
SAL51297,37,48,48,724,749,742,2250,1906,2028,2700,1837,1896,0,180,180,0.5,0.7,0.7,3,2.7,2.7,0,0,0
SAL51298,27,39,39,483,757,755,1874,1907,1906,1000,2003,2000,370,400,400,0.9,0.8,0.8,2.7,2.9,2.9,13,1.6,1.7
SAL51299,31,34,34,597,1020,1015,1461,1729,1723,1656,1765,1760,305,350,350,0.9,0.9,0.9,2.3,2.1,2.1,5.8,2.9,3
SAL51300,33,48,47,1062,777,778,2250,1780,1795,2000,1800,1825,0,340,340,1.1,0.7,0.8,2.8,2.6,2.6,0,2.1,2.1
SAL51301,27,49,49,619,672,671,1279,1165,1169,1400,1517,1517,300,300,300,0.8,0.7,0.7,2.6,2,2,4.3,1.3,1.4
SAL51302,28,40,33,266,1800,384,479,0,479,0,0,0,100,0,100,1.2,0,1.2,2.8,0,2.8,12.9,0,12.9
SAL51303,0,51,51,0,3250,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51304,55,49,49,0,545,514,750,900,900,0,542,542,100,160,160,0.6,0.7,0.7,2,2.1,2.1,0,2.6,2.5
SAL51305,32,40,34,309,1010,366,909,1949,1062,1500,1503,1500,150,250,150,1.1,0.8,1,3.2,2.2,2.9,19.6,3,14.7
SAL51306,31,40,39,537,989,943,1625,1674,1656,1800,2329,2167,250,260,250,1.2,1.3,1.3,2.9,2.6,2.7,7,14.8,12.7
SAL51307,43,40,40,575,933,928,2124,2490,2473,1735,2253,2240,445,293,320,0.7,0.8,0.8,2.7,3,3,0,1,1
SAL51308,15,44,44,1374,870,871,3125,2166,2178,2167,2054,2058,350,350,350,0.9,0.7,0.7,3.5,2.7,2.7,7.4,1.2,1.2
SAL51309,16,44,43,900,703,707,0,1321,1321,0,1517,1517,0,350,350,0.8,0.8,0.8,4,2.5,2.6,0,0,0
SAL51310,41,49,49,725,709,710,4250,974,1062,0,2058,2058,280,200,200,1.2,0.8,0.8,5,2.1,2.2,0,1.5,1.5
SAL51311,0,50,50,0,724,724,0,1375,1375,0,2925,2925,0,250,250,0,0.7,0.7,0,2.1,2.1,0,0,0
SAL51312,33,48,48,433,732,730,1125,2152,2146,2229,2741,2741,720,464,465,0.6,0.8,0.8,2.7,2.8,2.8,0,1.5,1.5
SAL51313,25,42,42,1625,2131,2119,0,1375,1375,0,0,0,0,0,0,0,0.2,0.2,0,1,1,0,0,0
SAL51314,0,33,33,0,1112,1112,0,2042,2042,0,0,0,0,113,113,0,0.8,0.8,0,1.9,1.9,0,0,0
SAL51315,0,38,38,0,734,734,0,2125,2125,0,1733,1733,0,400,400,0,1,1,0,3.2,3.2,0,4,4
SAL51316,34,35,35,725,888,877,4250,2272,2295,845,1939,1896,0,300,300,0.9,0.9,0.9,4,3.2,3.2,0,2.9,2.8
SAL51317,0,22,22,0,1375,1375,0,2250,2250,0,1555,1555,0,280,280,0,0.9,0.9,0,3.6,3.6,0,0,0
SAL51318,56,41,44,2500,479,489,3250,1374,1375,3900,2131,2529,0,150,150,0.5,0.9,0.8,2,3.3,3.2,0,0,0
SAL51319,19,45,44,477,707,704,1658,1434,1445,1733,1673,1679,335,310,310,0.9,0.7,0.7,3.1,2.4,2.4,2.8,0.9,1
SAL51320,72,47,48,574,630,604,824,949,900,0,661,661,113,104,104,0.5,0.8,0.8,1.5,2.7,2.7,0,0,0
SAL51321,15,47,47,26,888,878,4750,2505,2529,5000,2820,2860,450,450,450,1,0.7,0.7,3.7,2.6,2.6,11.1,0.2,0.3
SAL51322,12,45,45,899,751,752,949,1842,1833,2273,1950,1950,310,380,380,1.2,0.7,0.7,4,2.5,2.5,0,1,1
SAL51323,16,49,48,350,705,700,1437,1843,1807,1400,2000,1975,400,395,398,0.9,0.7,0.7,3.7,2.6,2.6,9.1,0.8,1.1
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,41,41,0,1125,1125,0,1875,1875,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0
SAL51326,6,60,60,0,675,675,0,949,949,0,1517,1517,0,70,70,0,0.6,0.6,0,1.5,1.5,0,2.4,2.4
SAL51327,14,41,39,399,1024,966,1399,1812,1812,2500,1603,2052,0,150,150,1.1,0.8,0.8,3,2.7,2.7,0,0,0
SAL51328,29,47,46,599,769,767,725,1853,1845,0,2000,2000,355,440,440,0.9,0.7,0.7,3,2.7,2.7,0,1.1,1.1
SAL51329,65,35,36,1875,1325,1337,1875,1875,1875,0,0,0,0,0,0,0.2,0.6,0.6,1,2.5,2.4,0,0,0
SAL51330,29,36,36,1176,1232,1231,2323,2103,2107,2334,2160,2167,395,410,405,0.9,0.8,0.8,2.4,2.1,2.1,7,1.1,1.1
SAL51331,0,58,58,0,374,374,0,724,724,0,0,0,0,50,50,0,1.5,1.5,0,1.5,1.5,0,50,50
SAL51332,0,52,52,0,741,741,0,1537,1537,0,2167,2167,0,300,300,0,0.8,0.8,0,2.5,2.5,0,0.6,0.6
SAL51333,0,34,34,0,843,843,0,1187,1187,0,0,0,0,200,200,0,0.9,0.9,0,1.9,1.9,0,5,5
SAL51334,28,33,33,2500,914,928,2750,1562,1625,0,0,0,350,280,300,0.6,1,0.9,4,2.9,3,0,5.9,5.6
SAL51335,11,37,36,0,1031,1031,2250,1625,1958,0,900,900,0,200,200,1.5,0.9,0.9,6,3,3.2,0,4.2,4
SAL51336,6,65,64,0,537,537,0,959,959,0,1250,1250,0,280,280,0,0.6,0.6,0,1.8,1.8,0,2.3,2.3
SAL51337,18,34,34,745,971,967,2340,2495,2492,2001,2000,2000,370,383,380,0.9,0.8,0.8,3.7,3.1,3.1,4.1,0.7,0.8
SAL51338,17,45,43,900,870,872,2250,1452,1541,2167,1300,1321,278,320,320,1.2,0.7,0.7,3.7,2.3,2.4,33.3,1.6,3.1
SAL51339,32,45,45,1281,764,768,2250,1941,1955,2167,2200,2200,450,300,348,0.8,0.8,0.8,3.4,2.7,2.7,7.1,1.3,1.5
SAL51340,17,32,31,558,782,775,1485,1748,1739,1562,1600,1600,320,330,330,1,0.8,0.8,3.7,3,3,9,2.6,2.9
SAL51341,31,44,42,1187,1125,1140,1249,2125,1875,1200,329,652,0,138,138,0.9,0.8,0.8,3,2.9,2.9,0,0,0
SAL51342,13,50,50,2249,678,681,1874,1353,1361,1675,1800,1800,180,343,340,1,0.8,0.8,3,2.6,2.6,25,3.8,4.1
SAL51343,24,27,27,1375,575,774,1625,1749,1625,0,1083,1083,160,200,190,0.8,0.6,0.6,5,2.5,3,0,0,0
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,48,42,42,575,901,898,1312,2192,2186,1600,2299,2275,345,380,380,0.8,0.8,0.8,2.8,2.7,2.7,8.3,1.7,1.7
SAL51346,32,41,41,1562,1143,1145,2750,2306,2313,3740,2921,2980,515,415,420,0.9,0.8,0.8,2.6,2.4,2.4,0,2,2
SAL51347,0,78,78,0,725,725,0,1375,1375,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0
SAL51348,29,49,49,408,685,679,933,1232,1225,1934,1647,1668,260,260,260,0.8,0.7,0.7,2.6,2.1,2.1,2,1.2,1.2
SAL51349,0,48,48,0,1024,1024,0,1625,1625,0,0,0,0,0,0,0,0.5,0.5,0,1.3,1.3,0,0,0
SAL51350,19,58,58,225,737,725,1375,1625,1583,0,0,0,0,300,300,1.3,0.7,0.7,4,2,2.1,0,0,0
SAL51351,21,48,47,466,710,705,1062,1414,1399,1434,1733,1733,323,340,340,0.8,0.6,0.6,2.7,2.4,2.4,0,0.6,0.5
SAL51352,17,31,31,675,1010,1002,2562,2153,2161,1998,1999,1999,429,400,400,1.1,0.7,0.7,4.4,2.9,2.9,8.7,1.6,1.7
SAL51353,22,39,38,674,707,703,1406,1447,1441,990,1441,1408,300,265,270,0.9,0.7,0.7,2.9,2.4,2.4,0,0.8,0.7
SAL51354,21,35,35,725,923,920,2312,2174,2180,1950,1950,1950,420,365,370,0.9,0.7,0.7,3.4,2.9,2.9,4.8,0.9,1
SAL51355,0,27,27,0,2167,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,47,47,0,687,687,0,1437,1437,0,610,610,0,111,111,0,0.8,0.8,0,2.6,2.6,0,5.3,5.3
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,19,33,33,532,1461,1431,2042,3034,2996,1733,2123,2123,215,330,330,1.2,0.8,0.8,3.5,2.8,2.8,8.7,1.9,2.2
SAL51360,32,47,47,1275,970,971,2874,2468,2472,1938,2600,2600,720,480,480,0.8,0.7,0.7,2.8,2.7,2.7,0,0.4,0.4
SAL51361,0,52,52,0,1791,1791,0,2750,2750,0,0,0,0,150,150,0,0.6,0.6,0,2.2,2.2,0,0,0
