SAL_CODE_2021,Neg_nil_inc_Hh_with_Ind_psns,Neg_nil_inc_Other_households,Neg_nil_inc_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_more_Hh_with_Indig_psn,2000_more_Other_households,2000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL51314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9,0,10,10,0,13,13,0,4,4,0,8,8,0,6,6,0,6,6,0,5,5,0,65,65
SAL51315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,14,14
SAL51316,0,0,0,0,4,4,0,6,6,0,0,0,0,4,4,0,8,8,0,5,5,0,6,6,0,10,10,0,7,7,0,3,3,0,6,6,0,10,10,4,4,7,0,0,0,4,73,76
SAL51317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,10,10
SAL51318,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,14,14
SAL51319,0,58,57,0,20,20,7,64,67,4,133,138,4,358,364,8,274,277,7,260,266,6,259,264,13,308,320,9,248,254,6,207,210,5,142,150,5,342,343,5,254,266,0,53,57,79,2980,3053
SAL51320,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,6,7,0,4,4,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,34,35
SAL51321,0,16,16,0,7,7,0,6,6,0,31,31,0,60,60,0,52,52,0,37,37,0,61,60,0,78,78,0,65,65,0,55,55,4,63,63,8,299,311,0,59,59,0,5,5,12,894,905
SAL51322,0,11,11,0,11,11,0,13,13,0,25,25,4,77,83,0,53,50,0,46,46,0,70,70,0,66,69,0,69,69,0,59,59,0,30,30,0,114,114,0,60,59,0,14,14,4,718,723
SAL51323,0,4,4,0,7,6,0,8,8,0,10,10,0,37,36,3,32,31,0,31,32,0,35,39,0,28,30,0,28,28,0,28,28,0,18,18,0,71,71,3,25,25,0,3,3,6,365,369
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51326,0,0,0,0,0,0,0,3,3,0,3,3,0,6,6,0,3,3,0,0,0,0,0,0,0,8,8,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,30,30
SAL51327,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,7,0,0,0,0,0,0,0,4,7,0,0,0,0,3,3,0,4,4,0,6,6,0,0,0,0,0,0,0,29,32
SAL51328,0,6,6,0,3,3,0,3,5,0,3,3,0,26,24,0,30,30,0,39,39,0,28,28,0,33,36,0,42,42,0,26,26,0,15,15,0,57,57,0,38,37,0,0,0,0,349,351
SAL51329,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,3,3,0,5,4,0,3,3,0,0,0,0,0,0,0,28,27
SAL51330,0,119,119,0,47,47,4,112,114,4,185,188,5,385,390,3,388,389,6,396,400,5,522,526,6,639,641,6,660,662,11,559,566,9,656,664,39,2181,2221,0,622,631,0,73,73,98,7544,7631
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51332,0,3,3,0,0,0,0,4,4,0,8,8,0,21,21,0,18,18,0,8,8,0,16,16,0,13,13,0,12,12,0,12,12,0,3,3,0,32,32,0,17,17,0,3,3,0,170,170
SAL51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,4,4,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,20,20
SAL51334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
SAL51335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,11,13
SAL51336,0,0,0,0,0,0,0,4,4,0,3,3,0,11,11,0,4,4,0,0,0,0,7,7,0,8,8,0,0,0,0,4,4,0,3,3,0,5,5,0,0,0,0,0,0,0,49,49
SAL51337,0,42,44,0,20,19,4,51,55,6,71,84,4,141,146,4,163,170,11,217,223,7,300,310,10,449,458,12,355,365,6,366,371,11,310,316,20,740,761,18,496,514,0,35,33,113,3756,3869
SAL51338,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,7,0,10,10,0,8,8,0,9,11,0,8,8,0,6,3,0,0,0,0,5,5,0,0,0,0,0,0,0,58,57
SAL51339,0,15,15,0,7,7,0,14,14,0,25,29,0,73,73,0,79,76,3,55,58,0,57,56,0,82,85,0,78,82,4,58,62,0,44,42,5,128,130,7,111,121,0,17,17,19,843,867
SAL51340,8,37,48,0,18,17,11,61,69,9,110,122,24,251,275,22,288,301,16,333,349,23,434,466,15,533,550,12,348,360,9,259,263,5,188,192,16,215,226,17,287,309,3,35,38,190,3397,3585
SAL51341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,6,6,0,5,3,0,0,0,0,18,16
SAL51342,0,0,0,0,4,4,0,10,10,0,13,16,0,28,28,0,23,23,0,28,28,0,26,26,0,19,19,5,16,18,0,13,13,0,14,18,0,27,27,0,27,27,0,3,3,5,251,260
SAL51343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,0,25,24,0,16,16,0,26,26,0,51,53,0,120,123,4,109,110,0,108,112,4,134,135,0,192,192,0,147,147,0,135,135,0,116,116,0,392,394,0,102,106,0,9,9,8,1682,1698
SAL51346,0,29,29,0,18,18,0,27,27,0,56,59,0,122,122,0,108,108,0,86,85,0,94,99,0,149,154,0,119,123,5,127,131,0,134,128,5,601,608,0,82,82,0,21,21,10,1773,1794
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,0,36,32,0,13,13,4,49,57,4,112,123,6,226,231,0,182,189,4,135,139,5,153,161,7,160,166,0,116,119,0,120,120,4,88,91,3,228,231,4,122,123,0,35,35,41,1775,1830
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,12
SAL51351,0,20,20,0,4,4,0,17,15,0,16,11,3,60,60,0,60,60,0,38,36,3,52,61,0,47,48,0,37,43,0,31,38,0,22,22,0,74,74,6,56,57,0,6,9,12,540,558
SAL51352,0,4,4,0,4,4,0,11,11,0,14,18,0,51,52,0,67,70,0,84,85,0,93,98,4,136,142,10,134,140,0,106,106,0,77,75,0,145,145,0,81,88,0,8,8,14,1015,1046
SAL51353,0,0,0,0,3,5,0,6,7,0,10,14,0,26,24,3,24,23,3,19,25,6,26,30,10,26,35,0,26,26,0,22,23,0,14,14,0,19,22,3,30,36,0,6,6,25,257,290
SAL51354,0,12,12,0,4,5,0,15,18,3,37,36,5,75,76,0,79,84,0,76,77,4,109,109,4,159,157,4,119,122,3,106,115,4,107,109,6,229,234,4,159,164,0,6,6,37,1292,1324
SAL51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,0,13,9,0,4,4,4,12,15,0,12,15,4,27,27,4,31,35,0,34,30,4,47,48,8,99,109,4,130,130,6,139,146,5,142,146,5,454,456,9,123,135,14,20,35,67,1287,1340
SAL51360,0,36,34,0,26,26,0,36,32,0,65,65,6,165,166,0,182,182,0,167,165,5,174,178,0,242,243,0,221,222,3,195,198,3,186,190,3,793,799,0,190,190,0,48,48,20,2726,2738
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51362,3,8,13,0,3,3,0,7,5,4,15,18,0,30,33,8,20,29,3,17,21,0,33,34,3,44,46,9,31,33,5,34,41,0,33,34,5,61,71,4,28,32,7,15,20,51,379,433
SAL51363,4,36,43,0,23,27,0,79,79,3,149,148,3,413,416,9,355,369,4,277,285,15,326,339,13,326,335,9,324,328,8,249,260,3,226,232,11,513,516,6,229,231,0,66,66,88,3591,3674
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
SAL51365,0,5,6,0,4,4,5,12,11,8,10,14,9,32,41,5,20,24,0,13,15,3,30,30,9,40,46,0,21,26,3,21,21,3,9,18,0,32,30,4,22,30,5,3,5,54,274,321
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,12
SAL51368,0,31,31,0,7,11,0,33,31,4,48,55,0,109,112,0,106,106,0,88,88,0,102,98,0,117,117,7,97,101,3,78,78,0,87,87,8,402,410,0,99,98,0,15,15,22,1419,1438
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51370,0,3,3,0,3,3,0,0,0,0,4,4,0,4,4,0,3,3,0,6,6,0,5,5,0,3,3,0,4,4,0,3,3,0,0,0,0,3,3,0,7,7,0,0,0,0,48,48
SAL51371,0,20,20,0,12,12,3,14,21,0,20,22,4,70,72,0,74,81,0,72,78,0,131,130,5,149,153,3,137,139,3,116,121,4,102,113,13,284,298,0,125,122,0,14,14,35,1340,1396
SAL51372,23,15,38,5,5,15,42,16,56,59,23,80,53,34,85,46,41,85,30,55,84,46,131,181,65,210,270,66,256,323,47,264,308,51,236,285,170,979,1153,102,206,311,47,42,93,852,2513,3367
SAL51373,0,22,24,6,10,12,7,24,25,10,43,48,12,85,97,10,61,70,11,68,76,13,99,107,17,139,151,14,118,133,10,132,144,6,135,145,24,333,359,11,87,102,11,30,39,162,1386,1532
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51375,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,4,4,0,7,7,0,0,0,0,0,0,0,0,0,0,5,5,0,6,6,0,0,0,0,0,0,0,28,28
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51377,3,24,22,0,17,15,11,48,55,5,55,60,3,189,191,5,174,183,9,142,147,8,184,193,9,277,291,9,224,228,6,157,163,4,152,163,7,210,218,15,153,164,8,28,28,102,2034,2121
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,0,0,0,10,10
SAL51379,0,0,0,0,0,0,4,0,4,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,11,6,17
SAL51380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5
SAL51381,4,148,150,0,43,46,0,101,100,3,148,151,0,261,263,0,330,332,5,259,262,9,381,387,8,516,524,0,429,431,3,407,408,0,426,426,15,1742,1756,5,305,310,3,69,79,55,5565,5625
SAL51382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,7,0,3,3,0,4,4,0,3,3,0,4,4,0,7,7,0,7,7,0,0,0,0,40,40
SAL51383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,5,5,0,5,5,0,17,17
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51385,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,3,0,0,3,3,0,3,3,0,0,0,0,3,3,0,8,8,0,0,0,0,29,26
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
SAL51387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4
SAL51390,0,26,26,0,9,9,0,30,33,4,47,48,6,177,183,0,129,128,0,114,114,3,115,121,0,138,144,0,99,99,0,96,96,6,74,76,8,202,207,8,150,153,0,23,23,35,1429,1460
SAL51391,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,0,0,0,24,24
SAL51392,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,20,20
SAL51393,0,3,3,0,3,3,0,12,8,0,11,10,0,27,32,3,26,27,0,21,25,0,26,24,0,11,11,0,24,24,0,17,19,0,12,19,0,27,27,0,16,14,0,8,8,3,244,254
SAL51394,0,52,52,0,23,23,0,55,59,0,100,100,0,161,165,0,225,228,4,235,240,5,378,382,6,483,482,10,412,421,11,377,381,3,310,317,6,603,605,10,362,371,0,28,28,55,3804,3854
SAL51395,0,10,14,3,8,5,12,24,42,26,24,43,21,85,101,23,59,78,8,63,74,10,60,71,9,62,70,3,33,39,4,21,27,0,25,23,8,32,38,14,43,56,3,17,24,144,566,705
SAL51396,0,69,70,0,34,29,9,113,116,5,200,205,6,522,531,14,385,398,10,330,341,17,403,417,15,502,523,7,361,375,6,334,342,0,251,252,7,501,516,5,286,292,4,64,66,105,4355,4473
SAL51397,0,23,21,0,14,14,10,41,51,11,77,80,11,208,216,6,179,181,8,124,134,10,145,156,5,141,146,0,84,87,0,67,68,0,49,53,0,94,92,4,72,70,0,45,45,65,1363,1414
SAL51398,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,8,8,0,0,7,0,0,0,0,5,5,0,4,4,0,0,4,0,0,0,0,0,0,0,9,9,0,0,0,0,37,51
SAL51399,0,4,4,0,0,0,0,3,3,0,3,3,0,7,7,0,12,12,0,7,5,0,14,14,0,6,6,0,6,6,0,5,5,0,5,5,0,4,4,5,10,18,0,0,4,5,86,96
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51401,0,0,0,6,0,6,69,0,69,76,0,76,33,0,33,18,0,20,13,0,13,0,0,0,3,0,5,0,3,3,0,5,8,0,8,9,0,10,8,18,3,15,10,0,10,246,29,275
SAL51402,3,25,31,0,22,23,4,48,50,8,81,90,12,145,154,3,134,136,9,108,108,7,158,164,11,201,212,4,185,188,4,169,170,0,142,141,12,306,314,4,129,134,0,19,22,81,1872,1937
SAL51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,19,19
SAL51404,0,0,0,0,0,0,0,5,3,0,4,4,0,11,11,0,0,0,0,3,3,0,10,10,0,15,15,0,16,17,0,12,12,0,10,15,0,36,36,5,17,24,0,0,3,5,139,153
SAL51405,0,70,70,0,28,28,0,85,85,0,115,112,0,289,285,0,232,236,3,227,228,0,272,272,0,341,344,0,278,281,0,266,271,0,263,259,10,862,873,5,236,234,0,42,46,18,3606,3624
SAL51406,0,0,0,0,0,0,0,4,4,0,5,5,0,6,7,0,4,4,0,3,3,0,10,10,0,3,3,0,0,0,0,3,3,0,3,3,0,5,5,0,5,5,0,0,0,0,51,52
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,0,10,10,0,6,6,0,6,6,0,20,20,0,63,62,0,55,57,5,55,58,0,78,80,3,88,89,3,68,70,0,69,68,0,74,75,0,141,141,3,98,104,0,13,13,14,844,859
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51410,0,3,3,0,0,0,0,5,3,0,4,10,0,14,14,0,15,18,5,21,24,0,33,37,0,46,46,0,39,39,0,32,32,3,25,24,4,53,61,4,56,58,0,3,4,16,349,373
SAL51411,0,3,3,0,3,3,0,5,5,0,10,7,0,17,17,0,18,18,0,13,13,0,8,14,4,37,41,0,22,22,3,16,17,0,21,21,0,48,48,0,28,28,0,5,5,7,254,262
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51413,3,17,20,0,8,8,11,34,45,10,55,62,10,111,122,13,109,120,13,100,107,15,143,161,10,172,183,8,119,128,6,62,67,3,41,44,5,59,65,15,68,82,0,17,20,122,1115,1234
SAL51414,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
SAL51415,0,0,0,0,0,0,25,0,31,11,0,11,7,0,7,4,0,4,0,0,0,5,0,4,0,0,0,0,5,5,0,6,6,0,0,0,0,4,4,4,0,4,9,0,9,65,15,85
SAL51416,0,71,71,0,37,37,0,73,74,0,156,157,0,232,230,3,215,215,7,205,209,3,223,235,6,334,335,9,322,325,4,342,340,6,332,335,11,1630,1643,0,224,222,0,46,48,49,4442,4476
SAL51417,0,39,43,0,17,17,6,52,56,6,104,111,8,204,211,9,239,251,9,225,225,9,360,366,14,466,479,11,423,431,4,399,406,10,366,369,6,684,691,9,322,333,0,34,37,101,3934,4026
SAL51418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,7,0,3,5,0,6,6,0,3,3,0,0,0,0,7,7,0,5,5,0,0,0,0,35,37
SAL51419,0,16,16,0,3,3,0,9,13,5,11,13,8,77,78,3,31,33,4,36,37,0,47,50,7,56,62,7,51,59,4,49,55,0,36,45,3,64,66,7,51,54,0,5,6,48,542,590
SAL51420,4,48,51,6,25,29,11,73,85,13,124,133,16,359,376,17,306,326,15,230,242,10,306,323,17,322,337,8,241,250,16,205,225,8,155,162,11,306,323,13,211,235,6,68,76,171,2979,3173
SAL51421,0,14,14,0,16,16,0,10,10,0,18,18,0,48,48,3,48,53,0,45,47,0,88,88,0,108,110,0,110,110,3,108,113,0,87,93,4,662,660,0,117,116,0,10,15,10,1489,1511
SAL51422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,6,6,0,8,8,0,8,8,0,3,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,40,40
SAL51423,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL51424,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,4,4,0,6,6,0,4,4,0,0,0,0,0,0,0,3,3,0,4,4,0,4,3,0,3,3,0,36,35
SAL51425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,0,0,0,0,0,0,3,4,4,3,5,0,10,14,3,8,10,0,9,9,0,0,7,0,9,10,5,3,10,0,3,3,0,0,0,0,8,11,6,3,7,13,5,13,31,64,103
SAL51431,0,0,0,0,0,0,0,3,3,5,0,5,0,12,16,3,7,8,0,9,7,0,0,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,44,57
SAL51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51433,0,0,0,0,0,0,10,0,10,24,0,24,11,0,11,11,0,11,0,0,0,6,0,4,0,0,0,0,10,10,0,3,3,0,0,0,0,3,3,4,3,8,5,0,5,71,19,89
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,14,14
SAL51435,3,28,26,0,8,8,0,33,31,6,58,62,0,148,148,0,218,218,0,181,184,5,267,269,5,388,392,4,347,353,3,298,304,4,254,255,13,456,470,6,310,313,0,33,33,49,3027,3066
SAL51436,0,3,3,0,3,3,0,0,6,0,12,10,3,34,47,0,21,24,0,29,29,5,39,37,6,63,62,6,51,58,3,37,36,0,42,49,5,106,109,5,43,43,0,4,3,33,487,519
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL51439,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,5,5,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,11,11,0,3,3,0,0,0,0,34,34
SAL51440,0,0,0,0,0,0,13,0,13,14,0,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,3,0,0,0,8,0,8,39,7,44
SAL51441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,15,19
SAL51442,0,6,6,0,0,0,0,5,5,0,0,3,0,13,13,0,8,8,0,7,7,0,9,9,0,3,3,0,3,3,0,3,3,0,4,4,0,12,12,0,7,7,0,8,8,0,88,91
