SAL_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
SAL50290,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,24,27,0,0,0,5,5,0,0,14,0,4,0,4,0,0,0,17,5,14,10,36,0,0,6,70,12,17,18,29,0,8,12,87,18,21,26,26,6,4,9,109,13,24,16,31,5,9,16,101,5,21,13,10,0,4,21,81,50,102,78,148,16,22,65,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,7,6,0,9,22,0,4,4,15,3,0,0,33,3,18,13,81,3,0,0,116
SAL50291,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,28,29,0,0,0,8,0,0,8,10,0,0,0,3,0,0,4,10,0,11,0,12,0,0,0,30,0,10,10,12,0,4,4,47,7,17,14,16,0,5,12,60,6,7,9,19,3,5,9,57,0,8,9,13,3,0,9,38,15,56,46,78,10,13,44,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,0,12,0,0,3,21,0,20,6,25,0,4,3,57
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAL50293,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,12,0,0,0,0,0,0,31,31,0,0,0,4,0,0,5,11,5,41,7,11,4,0,7,71,47,81,19,8,4,3,15,181,92,111,25,9,4,5,10,257,67,103,38,18,3,9,12,257,40,84,30,11,0,8,10,184,34,58,47,13,6,13,25,184,287,476,171,79,15,29,80,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,5,14,13,77,14,16,4,0,0,127,81,150,28,31,4,4,16,308
SAL50294,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,8,0,0,0,0,0,0,16,17,0,0,0,0,0,0,12,12,0,3,0,0,0,0,30,31,0,6,0,0,0,0,77,80,0,0,0,15,8,0,3,28,10,63,9,14,0,0,8,98,44,66,13,3,0,0,9,146,83,167,30,11,5,3,16,306,140,253,63,23,4,8,22,513,126,163,76,11,3,5,25,409,73,195,116,31,3,37,79,522,476,905,299,96,22,59,166,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,0,0,0,0,15,0,0,0,17,7,0,4,36,12,130,5,20,0,3,8,180,69,170,22,25,0,3,6,297
SAL50295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,13,0,0,0,3,0,0,0,12,0,0,6,5,0,0,0,15,0,0,6,7,3,0,0,17,0,3,7,3,0,0,3,20,7,16,14,25,7,0,12,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,24
SAL50296,0,0,0,0,0,0,36,43,0,0,0,0,0,0,19,17,0,0,0,0,0,0,21,27,0,0,0,0,0,0,13,21,0,0,0,0,0,0,69,69,0,3,4,3,0,0,197,206,0,0,0,12,5,5,20,44,15,107,12,17,0,0,24,177,168,249,33,23,6,3,44,524,144,227,43,19,3,4,40,475,161,247,56,25,0,14,44,551,111,195,94,21,9,16,33,471,155,325,214,18,9,47,186,949,744,1349,447,140,28,83,389,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,22,0,0,0,29,3,5,5,46,22,195,23,36,4,0,7,290,271,509,53,69,6,4,15,933
SAL50297,0,0,0,0,0,0,38,43,0,0,0,0,0,0,52,50,0,0,0,0,0,0,33,35,0,0,0,0,0,0,27,27,0,0,0,0,0,0,17,18,0,0,0,7,0,0,206,217,0,0,0,25,28,3,22,81,10,81,41,96,29,6,46,305,107,310,194,247,36,18,56,961,100,256,167,180,22,25,90,841,51,148,124,189,13,24,61,620,28,87,110,108,11,27,57,430,15,40,56,54,10,14,65,254,313,924,696,893,136,126,397,3488,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,8,0,3,4,4,5,0,0,22,3,0,0,7,0,0,0,20,0,0,0,6,0,0,3,12,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,6,7,11,34,16,4,3,80,0,0,7,51,40,3,11,116,11,106,57,190,44,9,33,445,144,470,286,609,51,31,39,1641
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,0,0,0,0,0,0,63,63,0,0,0,0,0,0,40,45,0,0,0,0,0,0,23,23,0,0,0,0,0,0,20,20,0,0,0,0,0,0,24,24,0,0,0,0,0,0,217,219,0,0,3,22,10,0,20,57,4,50,30,58,21,9,34,211,105,243,91,106,12,18,100,669,81,161,79,94,14,8,71,506,41,90,80,61,15,16,44,351,9,36,43,39,11,11,45,200,18,51,41,34,10,16,79,249,258,641,372,418,79,72,401,2238,0,0,0,5,3,0,0,5,0,0,0,9,3,0,0,12,0,0,3,19,0,0,0,21,0,8,0,0,0,0,0,8,0,0,4,0,0,0,0,9,0,0,0,4,0,0,5,8,0,0,7,0,0,0,3,11,3,7,13,34,7,0,7,80,0,0,5,38,23,3,9,83,10,82,61,119,32,14,25,349,161,438,190,269,22,20,65,1175
SAL50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,3,0,0,4,9,3,22,13,27,6,0,7,81,33,67,29,36,0,0,9,178,18,19,9,6,3,0,10,68,6,18,13,0,6,0,3,50,0,6,14,8,0,0,10,39,0,0,3,5,0,0,4,16,61,135,83,87,9,4,50,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,3,0,0,16,6,33,19,49,8,0,3,111,68,133,59,80,7,0,4,350
SAL50305,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,0,7,0,0,0,0,6,4,4,7,6,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50309,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,9,0,0,3,17,0,5,0,16,5,0,4,29,4,20,5,19,4,0,9,59,4,23,11,19,0,3,3,71,8,20,13,19,0,0,8,69,8,7,11,16,0,4,4,52,5,7,13,9,0,3,4,42,28,84,49,108,13,14,31,332,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,16,0,0,0,12,0,0,0,23,0,10,5,21,0,0,0,44,7,36,5,51,6,0,5,115
SAL50310,0,0,0,0,0,0,30,30,0,0,0,0,0,0,34,34,0,0,0,0,0,0,26,26,0,0,0,0,0,0,24,24,0,0,0,0,0,0,47,46,0,0,0,0,0,0,200,196,0,0,0,30,9,0,27,66,0,8,3,45,17,6,17,97,13,29,31,135,23,11,49,282,15,44,35,112,15,3,50,273,7,37,47,116,12,11,40,266,14,26,38,75,8,6,49,221,9,34,45,40,7,15,151,307,61,178,211,549,83,60,376,1516,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,13,0,0,0,18,4,0,0,27,0,0,0,6,0,3,0,12,0,0,6,7,0,3,4,12,0,0,0,8,0,0,0,13,0,0,0,0,0,0,3,5,0,0,4,47,3,7,17,83,0,0,0,38,21,0,9,69,0,7,3,104,31,8,9,161,16,38,39,311,29,14,20,471
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0
SAL50312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,8,0,9,7,11,0,5,0,34,4,8,9,12,3,0,9,43,3,13,11,7,0,0,0,30,4,6,5,12,0,0,9,24,0,3,6,9,0,0,10,31,16,33,38,47,10,5,22,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,9,0,3,0,15,0,0,4,18,0,12,14,34,0,4,0,69
SAL50313,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,4,3,0,0,0,0,7,0,3,0,0,0,0,0,4,0,0,7,0,0,0,3,12,0,0,7,0,0,0,3,12,0,11,15,8,0,0,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,4,0,3,0,3,0,0,0,15
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,7,4,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
