SAL_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
SAL51357,0,0,0,27,19,51,3,5,7,31,25,51,0,0,0,22,15,39,0,0,0,22,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,40,0,0,0,22,18,40,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,0,0,3,5,7,3,5,7,0,0,0,0,6.7,2.6,0,0,0,0,6.7,2.6,0,0,0,88.9,75,83,0,0,0,80,62.5,72.2,0,0,0,88.9,70,80.9,0,0,0,80,58.3,70.4,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,27,7,37,0,0,0,27,7,37,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,5,3,11,0,0,0,5,3,11,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,8,3,11,0,0
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,66,57,122,1442,1316,2760,165,112,284,1677,1487,3163,30,16,44,1249,1010,2260,9,6,8,1288,1025,2311,4,0,4,24,33,54,0,0,0,27,29,63,35,12,45,1279,1034,2315,9,6,8,1318,1058,2377,16,23,38,148,267,416,0,0,0,169,293,457,16,12,30,15,17,29,161,110,273,192,135,332,8.8,6.7,8.2,2,3,2.4,0,0,0,2.1,3,2.5,52.3,27.3,40.8,88.4,78.9,83.9,4.1,3.5,3.9,78.5,71.2,75.1,47.7,25.5,37.5,86.7,76.5,81.8,4.1,3.5,3.9,76.9,69,73.2,8,0,10,86,224,307,0,0,0,91,229,317,24,11,39,1154,776,1929,6,6,11,1186,783,1970,0,0,0,29,25,52,0,0,0,33,25,54,0,0,0,59,75,130,0,0,0,59,75,130,0,0,0,13,40,52,0,0,0,13,40,52,0,5,5,153,228,380,0,0,0,154,234,386,3,0,3,93,132,227,0,0,0,100,132,231,17,5,18,537,205,739,0,0
SAL51360,16,11,28,3018,3202,6219,108,79,185,3145,3290,6438,15,13,30,2005,1864,3862,3,6,3,2021,1878,3898,0,0,0,81,72,150,0,0,0,87,72,149,20,13,30,2084,1933,4013,0,6,3,2105,1946,4044,0,0,7,917,1251,2165,5,5,8,924,1256,2181,0,0,0,18,21,40,97,73,174,119,95,210,6.3,0,3.7,3.9,3.5,3.7,33.3,0,16.7,3.9,3.5,3.7,80,91.7,84.4,69,60.2,64.5,2.8,3.8,3.2,66.9,59,62.8,75,91.7,81.3,66.4,58.1,62.1,1.9,3.8,2.7,64.2,57,60.5,5,5,12,224,367,596,0,0,0,235,373,600,11,9,16,1763,1481,3242,3,6,3,1773,1492,3268,3,0,3,122,120,244,0,0,0,123,119,249,0,0,0,272,186,457,0,0,0,272,186,464,0,0,3,87,141,226,0,0,0,84,148,227,0,5,3,731,800,1531,0,3,3,733,808,1538,7,0,7,356,398,749,4,0,0,363,394,756,7,4,8,587,259,851,0,0
SAL51361,0,0,0,6,6,15,0,0,0,6,5,15,0,0,0,6,4,11,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85.7,92.9,0,0,0,100,75,86.7,0,0,0,100,85.7,92.9,0,0,0,100,75,86.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,0,0,0,6,9,9,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0
SAL51362,216,65,276,421,342,768,116,86,204,753,496,1249,33,17,48,277,222,499,0,0,0,306,243,553,4,4,12,14,14,26,3,0,3,17,21,34,30,24,57,286,233,521,9,0,7,326,262,585,177,40,211,131,104,235,0,0,0,309,143,452,5,3,6,6,3,11,110,83,195,118,93,214,12.1,17.4,14.3,3.5,5.9,4.6,66.7,0,50,5.6,6.9,6.1,15.5,34.8,20.1,67.4,68.7,68,5,2.3,3.9,42.9,52.7,46.8,13.6,28.8,17.2,65,64.6,64.8,1.7,2.3,2,40.5,49.1,43.9,0,0,0,3,17,26,0,0,0,7,24,33,26,19,41,270,200,468,0,0,0,295,221,518,0,0,0,13,9,15,0,0,0,9,6,19,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,0,5,3,0,0,0,0,8,9,0,0,0,0,15,24,0,0,0,7,16,24,0,0,0,10,22,29,0,0,0,14,18,32,10,8,23,129,63,190,0,0
SAL51363,59,67,128,3179,3637,6819,196,178,369,3431,3883,7316,33,41,77,2052,2028,4074,9,0,9,2088,2071,4160,6,7,13,86,86,167,0,0,0,93,88,179,40,43,91,2129,2113,4241,9,0,9,2176,2162,4339,10,22,33,1021,1484,2501,10,24,29,1033,1528,2565,5,0,6,33,41,72,179,155,334,215,202,418,16.3,13,14.6,3.8,4,3.9,0,0,0,4.1,4.2,4.1,74.1,66.7,70.1,67,58,62.2,3.1,2.2,2.7,63.5,55.6,59.3,62.1,58,59.8,64.4,55.7,59.8,3.1,2.2,2.7,60.9,53.3,56.9,4,8,13,192,434,633,0,0,3,196,447,644,30,29,57,1830,1575,3407,0,6,8,1869,1611,3474,0,4,4,138,89,232,0,0,0,138,92,234,0,0,4,102,122,227,0,0,0,106,126,232,0,3,3,69,114,181,0,0,0,74,116,189,0,5,12,364,625,986,0,3,3,367,637,999,3,3,3,258,392,653,0,0,0,259,395,660,18,13,30,986,580,1569,3,3
SAL51364,0,0,0,12,6,18,3,5,8,14,8,20,0,0,0,10,3,12,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,10,3,12,0,0,0,3,5,9,0,0,0,3,5,9,0,0,0,0,0,0,3,5,8,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,62.5,72.2,0,0,0,61.5,50,56.5,0,0,0,80,62.5,72.2,0,0,0,61.5,50,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,10,3,12,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51365,57,65,117,277,229,509,70,64,134,398,360,758,21,27,49,178,168,351,0,0,0,205,195,398,0,0,4,14,6,15,0,0,0,17,11,26,24,28,52,189,177,367,0,0,0,221,203,420,29,37,59,81,51,135,0,0,0,113,87,199,3,0,5,0,0,0,67,64,130,74,70,142,16,3.7,9.6,5.2,4,4.6,0,0,0,6.5,3.9,5.2,46.3,41.5,43.7,68.7,77.2,72.5,1.5,0,0.8,54.4,56.5,55.4,38.9,40,39.5,65.1,74.1,69.2,1.5,0,0.8,50.9,54.3,52.5,9,3,8,29,34,62,0,0,0,31,43,75,14,18,36,150,132,275,0,0,0,165,146,314,0,0,3,12,8,22,0,0,0,14,7,24,0,0,0,5,4,12,0,0,0,5,7,9,0,0,0,0,7,5,0,0,0,0,7,7,0,0,4,23,36,57,0,0,0,21,37,60,3,0,3,21,17,36,0,0,0,23,17,39,8,12,20,87,40,128,0,0
SAL51366,0,0,0,4,4,11,0,0,0,4,4,11,0,0,0,4,6,11,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,90.9,0,0,0,100,80,90.9,0,0,0,100,80,90.9,0,0,0,100,80,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SAL51367,0,0,0,20,22,39,0,0,5,24,20,50,0,0,0,18,10,32,0,0,0,18,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,32,0,0,0,18,10,32,0,0,0,7,10,11,0,0,0,7,10,11,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9,70,72.1,0,0,0,68,63.6,66,0,0,0,73.9,70,72.1,0,0,0,68,63.6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27,0,0,0,14,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,7,3,7,0,0,0,7,3,7,0,0,0,0,3,5,0,0
SAL51368,15,16,32,1369,1435,2812,76,66,139,1460,1519,2981,12,12,17,870,861,1730,0,0,3,878,876,1754,0,0,0,57,30,91,0,0,0,62,38,95,12,8,21,931,897,1827,0,0,3,938,909,1850,6,5,14,429,522,954,6,3,6,440,532,969,0,0,0,18,15,31,68,61,131,79,83,165,10,8.3,9.1,6.5,3.8,5.1,0,0,0,6.5,3.8,5.2,58.8,75,66.7,67.7,62.4,65,1.4,1.5,1.4,64.3,59.9,62,52.9,68.8,60.6,63.3,60.1,61.6,1.4,1.5,1.4,60.1,57.6,58.8,0,3,5,110,206,319,0,0,0,112,216,324,7,8,16,751,649,1406,0,0,0,759,658,1420,0,0,0,63,96,159,0,0,0,63,99,160,4,5,4,181,186,369,0,0,0,178,191,370,0,0,0,47,94,138,0,0,0,47,96,141,7,9,12,369,474,839,0,0,0,368,482,854,0,0,0,136,158,289,0,0,0,136,157,297,0,0,0,212,81,293,0,0
SAL51369,0,0,0,4,4,11,0,0,0,3,6,11,0,0,0,4,6,11,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,83.3,90,0,0,0,100,71.4,83.3,100,0,100,100,83.3,90,0,0,0,100,71.4,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
SAL51370,0,0,0,51,36,91,4,7,10,58,41,102,0,0,0,33,15,46,0,0,0,33,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,51,0,0,0,33,20,51,0,0,0,21,18,39,0,0,0,21,18,39,0,0,0,0,0,0,4,7,10,11,7,12,0,0,0,0,11.1,4.1,0,0,0,0,11.1,4.1,0,0,0,58.5,50,55.1,0,0,0,52.5,46.2,50,0,0,0,58.5,44.4,52.8,0,0,0,52.5,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,46,0,0,0,33,15,46,0,0,0,5,0,8,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,14,4,18,0,0
SAL51371,33,25,59,1356,1454,2810,46,39,86,1437,1523,2961,25,11,34,1040,982,2020,0,0,3,1065,993,2059,0,3,3,32,33,69,0,0,0,32,39,67,25,13,37,1068,1017,2087,0,0,3,1094,1031,2123,14,16,27,271,436,703,0,0,5,285,450,735,0,0,0,15,4,22,47,37,82,59,43,100,0,16.7,5.7,3,3.3,3.2,0,0,0,2.9,3.5,3.2,67.6,44.4,57.4,79,69.8,74.3,4.1,2.6,3.4,76.2,67.7,71.8,67.6,37,54.1,76.6,67.5,71.9,4.1,2.6,3.4,73.9,65.3,69.5,0,3,8,117,196,311,0,0,0,119,203,323,19,5,28,913,779,1687,0,0,0,933,779,1714,0,0,0,84,44,129,0,0,0,83,44,124,0,0,0,77,74,149,0,0,0,79,74,149,0,0,0,26,55,81,0,0,0,26,55,81,0,3,0,213,333,548,0,0,0,214,340,554,4,4,0,130,161,297,0,0,0,131,166,300,8,5,15,378,214,592,0,0
SAL51372,779,868,1651,2865,2479,5349,746,526,1272,4393,3873,8270,425,357,784,2518,1968,4479,12,11,24,2953,2339,5295,67,52,118,52,52,107,0,0,0,120,102,224,492,409,905,2565,2021,4586,12,14,27,3073,2442,5518,246,415,666,266,432,691,6,6,12,517,857,1370,34,45,82,37,30,65,729,507,1233,799,581,1382,13.9,12.5,13.3,2,2.6,2.3,0,7.7,3.7,3.9,4.3,4.1,63.5,47,54.8,89.5,81.4,85.8,1.9,2.5,2.1,70,63,66.7,54.7,41.1,47.5,87.7,79.3,83.8,1.9,2.3,2,67.3,60.3,64,22,58,81,233,499,738,0,0,3,258,558,821,391,280,673,2246,1449,3694,11,6,20,2648,1734,4383,0,0,3,35,52,91,0,0,0,43,59,99,0,3,3,58,55,111,0,0,0,58,58,112,0,6,5,31,63,90,0,0,0,34,68,103,4,24,31,188,429,609,0,0,0,194,451,641,16,51,64,211,278,495,0,3,6,229,333,561,202,104,310,1214,432,1639,0,4
SAL51373,146,161,304,1479,1375,2851,136,105,236,1759,1637,3395,78,52,135,1135,929,2062,4,0,9,1222,986,2210,16,3,18,41,34,76,0,0,4,54,35,96,93,57,156,1175,959,2139,6,3,11,1279,1025,2302,41,80,120,264,388,653,5,4,9,311,476,793,12,17,31,32,24,55,127,93,217,169,135,299,17,8.3,13.6,3.5,3.3,3.4,12.5,33.3,18.2,4.5,3.7,4.2,64.8,37.5,50.5,79.6,70,75,6,2.9,4.6,72.8,62.6,67.9,53.8,34.4,43.6,76.9,67.7,72.5,5.2,1.9,3.8,69.5,60.3,65.1,4,17,23,67,139,211,0,0,0,78,160,235,72,37,107,1059,778,1836,4,0,9,1131,814,1947,0,0,0,24,31,51,0,0,0,24,31,51,0,0,0,21,21,49,0,0,0,25,21,46,0,0,0,11,18,27,0,0,0,10,18,30,0,3,4,88,144,237,0,0,0,91,151,238,0,4,9,80,110,191,0,0,0,87,113,198,33,20,54,511,221,733,0,0
SAL51374,0,0,0,8,5,13,0,0,3,10,7,16,0,0,0,7,3,11,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,80,85.7,0,0,0,80,66.7,75,0,0,0,88.9,80,85.7,0,0,0,80,66.7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,0,0,0,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0
SAL51375,0,0,0,34,25,56,0,3,10,32,28,64,0,0,0,29,20,44,0,0,0,29,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,44,0,0,0,29,20,44,0,0,0,5,7,12,0,0,0,5,7,12,0,0,0,0,0,0,0,3,10,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7,77.8,82.5,0,0,0,76.5,65.6,71.2,0,0,0,86.7,77.8,82.5,0,0,0,76.5,65.6,71.2,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,25,16,45,0,0,0,25,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,0,0,0,4,11,9,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,3,8,0,0
SAL51376,0,0,0,4,5,11,4,3,7,6,6,14,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,0,0,0,50,37.5,42.9,0,0,0,75,75,75,0,0,0,50,37.5,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51377,73,69,141,2234,2199,4428,121,97,220,2425,2362,4787,29,26,57,1564,1357,2922,3,3,4,1602,1384,2984,8,8,16,100,76,177,0,0,0,106,90,194,41,29,71,1660,1439,3094,3,3,7,1704,1474,3175,30,37,69,555,744,1295,0,4,4,584,783,1367,0,0,5,16,19,36,114,90,207,134,110,245,21.4,16.7,19.4,5.8,5.6,5.7,0,20,12.5,6.2,5.8,6,58.3,42.9,50.7,74.4,65.4,69.9,2.5,5.1,3.6,70.3,62.2,66.3,45.8,35.7,40.8,70.1,61.8,66,2.5,4.1,3.2,66,58.6,62.3,0,11,11,140,248,393,0,0,0,147,252,398,28,13,50,1403,1096,2500,3,3,4,1436,1116,2555,3,0,3,91,60,151,0,0,0,92,65,154,0,0,0,73,81,149,0,0,0,74,80,150,0,0,0,28,59,87,0,0,0,27,60,91,0,0,0,249,373,620,0,0,0,249,372,620,0,0,3,160,212,374,0,0,0,158,220,379,14,15,27,599,296,890,3,0
SAL51378,0,0,0,15,12,19,4,3,5,14,12,26,0,0,0,15,6,22,0,0,0,15,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,22,0,0,0,15,6,22,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7,88.9,90.5,0,0,0,73.3,72.7,73.1,0,0,0,91.7,88.9,90.5,0,0,0,73.3,72.7,73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,18,0,0,0,15,8,18,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,5,3,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0
SAL51379,19,7,26,7,8,15,0,0,6,27,21,45,5,0,9,7,8,14,0,0,0,12,8,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,7,8,14,0,0,0,12,8,21,9,3,16,0,0,0,0,0,0,9,9,16,0,0,5,0,0,0,0,0,6,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,31.3,11.1,24,100,87.5,93.3,0,0,0,48,42.1,45.5,31.3,11.1,24,100,87.5,93.3,0,0,0,48,42.1,45.5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,8,14,0,0,0,9,8,16,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,5,3,4,3,0,6,0,4,0,0,0
