SAL_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,7,4,0,4,12,4,12
SAL51390,0,142,146,291,0,0,0,65,73,137,0,0,0,69,73,139,4,15,19,595,647,1248,6,9,9,610,670,1274,3,4,4,68,72,139,135,87,224,203,163,365,40,46,77,1746,1797,3543,141,95,241,1929,1938,3860
SAL51391,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,26,0,0,0,14,14,26,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,42,37,79,3,4,7,44,40,84
SAL51392,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,0,0,0,11,12,18,0,0,0,5,0,5,7,0,8,10,0,8,0,0,0,39,42,83,7,0,8,42,46,91
SAL51393,0,21,26,53,0,0,0,12,18,30,0,0,0,13,18,33,0,3,4,88,87,173,0,0,0,91,92,178,0,0,0,18,10,23,27,14,44,45,29,70,9,8,16,272,240,509,27,21,48,303,266,572
SAL51394,3,159,217,380,0,0,0,51,83,129,0,0,4,50,84,133,11,20,33,1033,1239,2272,3,3,9,1052,1270,2316,5,0,9,194,205,401,175,149,320,376,357,731,59,62,122,6062,6330,12389,185,157,345,6303,6547,12852
SAL51395,5,67,89,148,9,13,23,35,39,76,0,0,0,45,54,95,52,72,123,238,290,525,8,9,13,296,366,661,30,23,50,34,31,66,138,143,279,201,198,395,186,224,414,639,641,1282,149,151,301,978,1012,1992
SAL51396,0,280,403,687,0,7,6,146,211,358,0,0,0,149,218,366,33,41,73,1414,1777,3197,12,10,19,1457,1830,3286,9,9,11,199,203,404,205,139,348,414,352,765,105,121,226,4991,5340,10331,225,156,381,5327,5615,10944
SAL51397,3,132,197,333,3,4,7,80,117,197,0,0,0,81,127,201,14,27,38,562,761,1318,3,3,6,580,788,1366,3,3,10,65,67,132,67,69,131,131,138,273,76,90,159,1437,1695,3131,81,75,151,1584,1856,3445
SAL51398,0,3,4,8,0,0,0,3,7,15,0,0,0,4,7,12,4,0,4,11,28,35,0,0,0,11,23,39,0,0,0,4,0,4,0,0,0,5,0,5,4,4,13,30,45,73,0,0,0,34,46,84
SAL51399,0,8,11,19,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,32,33,70,0,0,0,32,40,75,0,0,0,6,6,9,12,16,32,17,23,41,3,7,9,122,111,238,12,16,32,137,141,276
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,6,0,0,0,0,6,12
SAL51401,0,11,13,22,3,6,7,0,0,0,0,0,0,0,4,9,49,87,134,6,12,17,0,0,0,56,95,150,10,18,26,0,0,0,11,3,15,22,23,47,522,530,1049,38,28,64,9,4,16,569,566,1133
SAL51402,0,88,135,218,5,4,9,52,51,105,0,0,0,57,56,114,21,29,51,466,604,1074,3,0,3,494,637,1127,6,5,7,81,68,148,124,95,215,205,168,372,61,79,139,2331,2197,4528,124,99,224,2518,2379,4894
SAL51403,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,0,0,0,11,5,13,0,0,0,0,0,0,0,5,4,5,3,10,0,0,0,28,29,61,6,5,6,33,33,66
SAL51404,0,14,14,27,0,0,0,4,6,11,0,0,0,4,8,10,0,0,0,67,58,126,0,0,0,67,62,131,6,0,6,9,12,18,7,5,8,11,9,26,9,11,16,212,228,445,8,5,10,224,246,469
SAL51405,6,216,225,439,0,0,0,90,119,208,0,0,0,90,118,211,8,17,24,1107,1289,2398,3,8,8,1120,1312,2432,0,3,3,174,159,328,115,85,200,294,245,534,32,29,58,4782,5094,9882,130,94,228,4947,5220,10165
SAL51406,0,8,0,8,0,0,0,0,3,4,0,0,0,0,5,9,0,0,0,20,19,35,0,0,0,20,22,41,0,0,0,3,4,9,0,4,3,7,6,13,0,0,0,73,81,156,6,7,7,79,87,161
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,0,74,82,153,0,0,0,36,35,71,0,0,0,36,38,75,6,4,11,374,386,762,0,0,0,378,395,778,0,3,0,40,39,77,54,35,93,97,73,179,20,21,40,1162,1189,2345,62,40,104,1238,1249,2489
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,6
SAL51410,0,33,35,68,0,0,0,10,19,27,0,0,0,10,19,27,7,7,13,132,141,274,0,0,0,135,153,289,0,5,5,15,22,40,25,16,42,47,45,87,25,33,60,529,522,1052,25,17,47,585,578,1165
SAL51411,0,17,21,38,0,0,0,10,10,18,0,0,0,10,10,18,0,5,6,104,107,212,0,0,0,107,110,218,0,0,0,19,12,31,11,9,18,30,15,53,5,8,11,387,375,760,11,9,18,406,392,793
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,5,5,9
SAL51413,0,69,132,207,4,4,12,43,71,111,0,0,5,46,75,119,33,48,82,445,549,993,3,3,5,478,604,1086,8,10,7,66,47,113,71,72,143,141,124,267,155,162,315,1379,1404,2776,87,82,168,1617,1648,3267
SAL51414,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,7,7,16,17,31,0,0,6,0,5,5,22,23,41
SAL51415,0,3,10,15,0,6,6,0,0,0,0,0,0,0,6,6,12,31,46,0,6,6,0,0,0,16,38,52,32,30,59,0,0,0,3,0,7,35,32,66,142,150,294,10,19,31,8,5,8,162,168,330
SAL51416,0,203,275,480,0,0,0,68,79,152,0,0,0,68,83,159,23,11,25,1094,1301,2396,9,5,12,1122,1315,2438,3,0,3,143,170,311,247,214,458,394,387,775,34,40,76,4457,4922,9379,263,230,492,4757,5186,9940
SAL51417,4,148,266,415,4,7,7,57,82,139,0,0,0,63,82,146,31,30,67,1049,1276,2322,6,5,12,1082,1309,2398,7,0,7,195,202,395,145,125,265,349,322,669,104,88,191,5309,5553,10858,157,138,293,5563,5776,11340
SAL51418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,17,0,0,0,10,12,17,0,0,0,0,0,0,6,3,7,6,3,9,0,0,0,47,45,92,6,3,7,55,50,100
SAL51419,0,33,49,77,0,4,4,18,19,41,0,0,0,18,26,44,19,21,43,177,233,404,0,0,3,197,253,450,3,5,8,24,18,42,62,64,119,84,85,176,63,54,119,628,695,1316,64,61,123,754,805,1558
SAL51420,0,245,348,593,6,5,11,114,148,264,0,4,0,119,155,280,58,61,120,1108,1333,2438,3,14,18,1171,1402,2571,23,16,38,158,143,304,212,160,370,395,323,713,212,217,430,3414,3628,7046,228,181,411,3856,4032,7889
SAL51421,0,83,102,182,0,0,0,29,23,48,0,0,0,29,23,54,4,0,7,501,549,1051,0,3,6,514,557,1061,0,0,3,73,64,143,73,60,131,152,130,279,35,14,49,2235,2166,4401,78,67,141,2349,2241,4592
SAL51422,0,4,5,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,15,22,36,0,0,0,15,22,36,0,0,0,3,8,15,12,5,14,13,10,24,0,0,0,55,55,114,12,4,14,67,63,127
SAL51423,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,9,6,16,0,0,0,0,0,0,8,3,12,11,3,10,0,0,0,43,16,63,9,3,15,57,24,82
SAL51424,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,32,0,0,0,19,11,32,0,0,0,0,0,0,8,6,14,8,7,13,0,0,4,53,43,95,10,9,16,57,57,114
SAL51425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,4,3,6,11,4,6,10,0,0,0,8,5,17,3,6,11,10,15,26
SAL51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,12,10,23,4,0,3,13,11,25
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,18,11,34,0,0,7,3,6,10,0,0,0,6,8,18,12,14,27,32,34,68,0,0,0,48,50,97,10,11,19,0,3,7,7,12,21,24,28,49,52,68,120,69,70,140,13,12,18,132,147,281
SAL51431,0,6,16,19,0,0,0,3,3,6,0,0,0,3,3,9,0,3,8,22,20,42,0,0,6,24,26,48,0,0,4,0,0,4,6,8,15,8,7,21,10,12,26,46,41,82,13,12,23,66,61,129
SAL51432,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,0,0,0,9,11,18
SAL51433,0,9,9,19,0,0,3,0,0,0,0,0,0,3,0,6,33,33,66,8,3,7,0,0,0,36,37,78,53,63,112,0,0,3,8,7,10,63,66,126,230,207,431,16,23,40,8,7,10,253,232,487
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,8,5,11,0,0,4,11,5,16
SAL51435,4,171,234,408,5,0,5,72,84,155,0,0,0,75,84,161,11,5,21,957,1165,2126,7,3,5,974,1181,2156,0,5,6,171,179,345,153,90,245,324,274,597,38,42,82,4514,4688,9200,168,98,266,4717,4828,9547
SAL51436,0,35,28,71,0,0,0,11,16,19,0,0,0,11,14,24,5,15,20,155,163,322,0,0,0,160,182,340,3,9,10,24,26,46,34,28,62,59,64,123,34,31,65,594,634,1224,37,33,71,668,693,1360
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,7,19,0,0,0,17,7,23
SAL51438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,0,0,0,20,16,36
SAL51439,0,3,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,9,13,23,0,0,0,13,12,22,0,0,0,4,0,0,4,5,15,9,11,14,0,0,0,43,28,73,6,12,13,48,43,89
SAL51440,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,3,20,13,27,25,15,31,0,0,0,43,19,64,10,9,17,6,0,6,120,13,138,135,22,160,121,98,221,241,58,293,124,13,138,487,166,657
SAL51441,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,52,0,0,0,27,26,54
SAL51442,0,6,9,17,0,0,0,5,3,14,0,0,0,4,3,13,0,0,0,36,25,69,0,0,0,37,25,71,0,0,0,5,7,5,7,13,19,10,17,25,0,0,0,103,105,210,13,15,30,120,122,240
SAL51443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,0,0,0,12,9,20
SAL51444,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,9,7,12,0,0,0,0,0,0,0,3,4,0,4,9,0,0,0,24,27,47,0,3,4,24,32,52
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,0,120,133,258,0,0,0,46,35,82,0,0,0,46,35,82,14,14,33,639,728,1366,0,0,4,661,742,1405,0,4,6,91,102,193,105,52,158,198,160,361,64,63,129,2761,2783,5544,117,59,177,2940,2903,5848
SAL51447,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,20,0,0,0,11,14,20,0,0,0,3,6,0,0,0,3,3,3,8,0,0,0,42,39,88,0,0,3,39,46,89
SAL51448,6,619,764,1386,3,16,21,278,348,626,3,0,3,285,366,649,72,116,184,2923,3429,6348,19,11,34,3014,3557,6568,14,11,22,391,384,776,443,388,827,845,781,1625,266,293,562,10978,11222,22200,480,418,905,11726,11935,23665
SAL51449,0,10,20,30,0,0,4,9,6,15,0,0,0,14,7,20,8,5,16,46,44,96,0,0,0,57,49,109,0,0,0,10,4,12,34,36,68,44,35,76,21,27,46,126,119,243,35,34,67,180,174,356
SAL51450,0,3,0,3,0,0,0,4,0,4,0,0,0,4,0,3,4,0,3,7,12,20,0,0,0,12,13,22,0,0,0,0,0,0,0,0,3,0,3,5,0,0,5,43,37,80,0,0,3,46,39,88
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3
SAL51452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,7,4,9,0,0,0,0,0,0,8,5,13,12,5,14,0,0,0,15,11,30,8,7,15,26,22,48
SAL51453,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,54,0,0,0,29,25,57
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
SAL51455,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,18,23,41,0,3,3,0,0,0,18,28,41
SAL51456,0,33,42,70,3,3,3,3,12,14,0,0,0,7,10,21,30,38,77,224,193,411,0,6,6,254,233,486,0,5,8,32,34,68,203,171,376,241,209,452,145,152,301,1166,1057,2221,207,180,384,1516,1390,2910
SAL51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,20,0,0,0,11,6,20
SAL51458,0,67,53,120,0,0,0,32,22,56,0,0,0,32,22,58,10,5,14,235,228,458,0,0,0,242,238,475,5,4,3,35,22,52,64,46,115,104,75,176,30,31,64,587,578,1170,72,54,128,693,670,1362
SAL51459,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,9,3,10,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,22,0,0,0,16,7,21
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,26,0,0,0,12,11,26
SAL51462,0,6,8,15,0,0,0,5,3,5,0,0,0,5,3,5,0,0,0,52,45,98,0,0,0,55,45,95,0,0,0,5,3,4,40,17,58,49,20,68,9,0,10,166,140,305,45,17,56,214,160,378
SAL51463,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,18,0,0,0,10,7,18,137,0,139,188,5,189,0,0,0,328,0,329,137,0,139,224,33,261,0,0,0,360,35,395
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,7,6,0,7,6,0,0,0,9,8,17,0,7,6,7,10,22
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,8,15,14,0,0,0,5,4,13,0,0,0,5,5,8,0,0,5,26,22,49,0,0,0,25,24,56,0,0,0,3,4,7,6,3,9,9,12,13,3,10,14,44,46,91,6,3,11,57,59,112
SAL51467,0,76,100,177,0,3,3,27,38,60,0,0,0,27,37,63,0,8,9,373,489,866,3,5,7,375,497,876,0,0,0,52,64,117,69,46,115,122,109,233,10,17,26,1972,2092,4066,73,51,125,2056,2158,4214
SAL51468,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,17,18,32,0,0,0,16,18,32,0,0,0,0,0,0,8,6,14,3,11,12,0,0,0,76,58,134,6,10,16,84,67,153
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,0,46,72,113,0,0,0,19,29,48,0,0,0,19,29,48,3,3,9,298,354,654,0,0,0,299,358,665,0,0,0,47,49,96,53,36,84,99,86,181,9,11,19,1310,1436,2743,51,31,89,1378,1478,2855
SAL51471,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,0,7,5,7,0,0,0,0,0,0,3,0,6,5,0,3,0,0,0,14,11,27,3,0,6,18,15,31
SAL51472,0,139,224,364,0,3,3,65,80,154,0,0,0,66,85,155,8,13,22,779,1027,1801,3,3,7,789,1044,1832,0,0,0,107,102,206,193,177,367,296,276,576,31,47,78,3373,3704,7074,201,186,385,3604,3936,7541
SAL51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,4,4,9
SAL51474,0,0,6,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,14,9,26,0,0,0,14,9,26,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,38,37,78,0,0,0,37,37,75
SAL51475,0,94,108,197,3,3,8,49,56,103,0,0,0,50,58,116,22,20,46,470,525,993,6,3,6,493,549,1046,7,8,18,67,70,138,156,110,266,227,187,419,101,84,180,1700,1663,3362,166,115,281,1968,1856,3822
SAL51476,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,15,26,0,0,0,11,12,25,0,0,0,0,0,0,8,4,11,6,4,9,0,0,0,35,35,64,8,4,11,43,36,78
SAL51477,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,8,5,11,0,0,0,8,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,38,0,0,0,18,17,38
SAL51478,0,7,8,14,0,0,0,5,0,4,0,0,0,7,0,6,0,3,3,39,42,86,3,0,3,42,47,89,0,0,0,6,12,16,11,9,14,16,19,35,0,3,3,189,164,347,14,13,23,201,173,374
SAL51479,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,28,11,33,28,13,34,0,0,0,11,9,17,28,11,33,37,14,51
SAL51480,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,40,0,0,0,16,19,40,0,0,0,5,0,5,4,0,4,6,0,6,0,4,4,88,81,166,4,0,4,93,83,177
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,0,14,20,39,0,0,0,8,6,18,0,0,0,8,6,18,0,3,3,90,107,200,0,0,0,93,112,201,0,0,0,17,11,28,13,6,18,28,17,45,6,3,13,253,258,510,13,5,19,273,274,549
SAL51483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,0,0,0,6,7,9,0,0,0,7,0,6,0,0,0,4,4,8,5,0,3,21,33,52,0,0,0,28,32,55
SAL51484,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,13,0,0,0,12,6,18,0,0,0,0,0,0,3,4,7,5,6,14,13,9,20,54,52,109,3,4,7,75,61,134
SAL51485,0,64,95,160,0,3,7,32,50,77,0,0,0,29,56,87,17,25,39,311,387,708,4,6,3,330,417,752,3,3,9,51,52,99,51,58,113,105,114,217,55,65,117,944,951,1890,60,68,124,1055,1077,2137
SAL51486,0,51,52,100,7,9,14,24,26,50,0,0,0,30,35,63,45,56,94,177,169,344,0,0,4,225,219,440,9,17,31,35,19,48,101,80,181,139,119,264,147,177,324,505,446,951,105,82,187,757,707,1467
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,5,3,10,0,0,0,4,0,8,5,0,5,7,0,7,0,0,0,25,19,45,5,0,5,29,19,44
SAL51489,0,60,82,143,0,0,0,24,25,48,0,0,0,24,25,47,7,10,16,345,387,731,0,0,0,349,395,742,0,0,0,50,62,112,63,45,112,116,110,225,27,28,61,1315,1367,2677,69,52,117,1405,1444,2853
SAL51490,3,180,225,405,0,0,4,66,58,118,0,0,0,70,56,124,26,23,51,1005,1051,2053,10,8,10,1038,1079,2118,0,3,4,151,134,282,270,177,447,424,308,730,69,51,119,4482,4255,8739,293,186,477,4838,4495,9334
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,0,12,15,27,0,0,0,5,5,10,0,0,0,5,5,10,6,4,11,61,80,144,0,0,0,68,83,153,0,3,7,14,9,17,36,31,71,56,43,95,36,34,73,340,286,623,40,34,74,420,354,772
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,0,29,51,81,0,0,0,14,20,37,0,0,0,14,20,37,5,10,16,155,213,370,0,0,3,159,219,384,0,0,3,22,23,43,32,30,57,51,55,105,14,25,41,543,633,1176,30,36,66,593,692,1280
SAL51495,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,6,6,15,0,0,0,3,0,3,7,6,14,14,3,15,0,3,3,46,41,85,7,6,14,55,45,100
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,14,26,0,0,3,14,15,26
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,30,0,0,0,17,16,30
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,0,0,0,9,5,13,0,0,0,0,0,4,0,0,0,5,4,6,0,0,0,24,20,45,0,7,3,26,21,51
SAL51499,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,9,6,16,0,0,0,0,0,0,4,0,4,4,0,5,0,0,0,23,15,43,4,0,8,32,18,52
SAL51500,0,61,80,136,3,4,12,21,29,54,0,0,0,27,36,60,48,63,108,295,324,617,6,5,4,343,389,732,12,16,27,54,56,112,135,142,272,204,208,414,159,200,358,1045,984,2036,138,145,288,1344,1334,2679
SAL51501,0,56,57,106,0,0,0,32,33,64,3,0,3,36,33,71,6,3,13,226,261,484,3,5,6,240,269,507,3,7,3,29,24,55,68,81,148,104,106,211,24,24,49,602,624,1231,83,87,167,711,729,1448
SAL51502,8,345,468,812,5,9,14,168,227,398,4,4,3,182,237,416,57,75,125,1626,2033,3657,12,18,27,1686,2120,3808,18,28,49,258,266,525,347,279,629,627,570,1200,187,226,412,5588,5782,11374,366,305,665,6143,6313,12453
