SAL_CODE_2021,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
SAL50646,0,0,0,0,0,0,0,0,0,0,9,6,13,9,6,13,0,0,0,5,17,27,9,6,13,10,24,35
SAL50647,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,3,7
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL50650,0,0,0,0,0,0,0,0,0,0,7,0,8,7,0,8,0,0,0,0,8,7,7,0,8,10,11,18
SAL50651,0,0,0,0,0,0,0,0,0,0,3,4,9,3,4,9,0,0,0,0,0,0,3,4,9,3,4,9
SAL50652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,3
SAL50653,0,0,6,3,0,0,0,0,0,0,5,3,9,6,5,17,0,0,0,32,52,86,5,3,9,38,56,96
SAL50654,0,4,6,7,3,0,4,13,10,27,44,42,84,58,56,111,15,9,26,95,91,181,43,46,85,148,143,293
SAL50655,0,0,0,0,0,0,0,0,0,4,6,4,6,4,6,8,0,0,0,7,21,31,6,4,6,13,22,39
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,0,0,4,5,0,0,0,3,0,3,31,18,46,34,18,48,7,3,5,73,78,154,31,18,46,110,94,200
SAL50658,0,0,0,0,0,0,0,0,0,4,8,4,8,10,7,15,0,0,0,9,8,19,6,9,12,13,17,28
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,5,9,10
SAL50660,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,5,0,3,6
SAL50661,0,51,65,116,0,0,3,36,38,74,151,125,276,192,165,354,58,51,105,1174,1205,2382,156,129,287,1393,1387,2776
SAL50662,0,0,0,3,0,0,0,4,3,6,27,26,54,32,23,60,0,0,0,29,27,55,27,26,54,60,52,112
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,4
SAL50664,0,28,21,48,0,0,0,9,11,19,60,47,110,68,55,123,6,10,18,799,798,1594,60,47,110,870,854,1722
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,7
SAL50667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3
SAL50668,0,24,40,58,0,0,0,51,44,91,87,75,166,134,120,259,8,4,10,722,800,1526,94,80,171,823,887,1708
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50670,3,37,56,94,0,0,4,46,54,101,297,268,561,340,321,664,10,21,26,872,1006,1883,297,265,567,1179,1292,2474
SAL50671,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
SAL50672,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,4,10,5,14,3,3,6,17,6,21
SAL50673,0,0,0,0,0,0,0,0,0,0,3,7,10,5,3,13,16,12,30,0,0,0,3,7,10,15,15,35
SAL50674,0,0,0,0,0,0,0,0,0,0,4,3,9,4,3,9,0,0,0,9,7,14,4,3,9,14,10,22
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,0,0,0,8,0,6,8,4,7,0,0,0,13,7,19,8,0,6,14,8,24
SAL50677,0,0,0,0,0,0,0,0,0,4,5,0,5,4,0,7,0,0,0,4,6,7,5,0,5,8,6,12
SAL50678,0,0,0,0,0,0,0,0,0,0,8,4,15,8,4,15,0,0,0,10,8,20,8,4,15,19,14,27
SAL50679,0,0,0,0,0,0,0,0,0,0,15,14,28,20,14,31,0,0,0,11,4,16,15,14,28,25,19,48
SAL50680,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,9,0,0,0,0,6,7,0,4,9,3,10,11
SAL50681,0,0,0,0,0,0,0,0,0,4,4,4,3,4,3,8,0,3,4,34,27,60,3,4,12,44,29,75
SAL50682,0,9,4,12,0,0,0,10,6,14,34,11,47,47,19,66,9,3,9,288,305,600,34,14,50,333,324,654
SAL50683,0,11,22,38,0,0,0,19,4,23,52,16,74,68,26,94,23,20,44,440,423,868,52,19,75,518,467,986
SAL50684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,23,20,41,0,0,0,23,22,43
SAL50685,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,11,6,11,0,0,0,0,0,0,11,6,11
SAL50686,0,5,6,10,0,0,0,7,7,10,31,39,70,39,40,83,4,5,5,133,137,266,43,41,82,173,180,350
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5
SAL50688,0,0,0,0,0,0,0,0,0,3,8,7,8,6,3,13,0,0,0,15,14,29,8,7,8,19,19,39
SAL50689,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,11,0,0,3,10,7,16
SAL50690,0,0,0,0,0,0,0,0,0,0,6,6,7,3,6,7,0,0,0,3,11,14,6,6,7,8,12,21
SAL50691,0,0,0,3,0,0,0,0,0,3,21,4,22,19,3,23,0,0,0,17,11,25,21,4,22,37,13,51
SAL50692,0,0,0,0,0,0,4,4,0,0,26,25,49,29,21,56,7,7,9,36,19,52,26,25,49,63,45,116
SAL50693,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,3,3,3,3,3,4,11
SAL50694,0,0,0,0,0,0,0,0,0,0,3,4,3,6,6,7,49,39,95,0,0,0,3,4,3,55,45,95
SAL50695,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,11,0,0,3,11,10,13
SAL50696,0,15,19,32,0,0,0,11,12,20,69,31,105,78,46,124,8,11,18,546,536,1085,74,31,102,626,582,1206
SAL50697,0,0,0,0,0,0,0,0,0,6,4,3,6,10,0,12,0,0,0,3,9,7,3,3,13,10,11,20
SAL50698,0,0,0,0,0,0,0,0,0,0,5,3,10,5,3,10,0,0,0,12,21,34,5,3,10,14,31,44
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,3,0,12
SAL50700,0,6,9,12,0,0,0,8,9,16,22,20,46,30,23,58,0,0,0,148,145,292,22,20,46,173,163,340
SAL50701,0,37,58,94,3,0,3,47,33,77,246,194,441,296,229,520,25,18,40,1193,1113,2306,252,194,446,1464,1325,2786
SAL50702,0,21,46,66,0,0,0,16,12,28,110,111,216,124,116,243,0,8,11,470,572,1043,108,111,222,586,694,1278
SAL50703,0,0,5,5,0,0,0,6,4,11,33,28,57,39,29,69,0,0,0,33,30,64,33,28,57,65,53,121
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50705,0,0,4,6,0,0,0,10,16,29,86,64,152,97,85,179,6,4,8,142,146,288,88,67,154,236,221,454
SAL50706,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,5,9,6,3,4,7,4,7,10
SAL50707,0,12,38,47,0,0,0,38,41,79,110,99,208,148,147,291,17,14,29,782,820,1600,117,111,221,915,942,1857
SAL50708,0,0,0,0,0,0,0,0,0,0,12,9,27,12,12,25,0,0,0,10,9,20,12,9,27,26,23,48
SAL50709,0,0,4,5,0,3,3,12,6,22,97,85,181,107,97,203,3,13,14,93,84,180,95,85,180,201,177,373
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,0,0,0,4,0,3,3,9,10,12,14,13,30,21,23,43,0,10,10,108,124,233,14,13,29,126,148,270
SAL50712,0,22,20,44,19,12,31,28,22,54,146,133,275,195,166,361,45,26,68,382,380,762,146,133,283,570,542,1112
SAL50713,0,0,0,0,0,0,0,0,0,0,5,3,4,5,3,4,0,0,0,9,12,17,5,3,4,10,12,22
SAL50714,0,18,29,46,0,0,0,16,29,45,80,51,134,97,79,175,12,7,12,622,683,1306,90,51,136,715,733,1454
SAL50715,0,0,0,0,0,0,0,0,0,0,9,8,21,9,11,22,0,0,0,9,3,10,9,8,21,17,17,32
SAL50716,0,0,0,0,7,8,20,0,0,0,13,14,22,17,21,42,39,49,84,0,0,4,13,14,22,49,60,112
SAL50717,0,4,0,9,0,0,0,7,0,7,145,125,267,148,125,266,0,0,3,53,46,102,146,125,265,196,170,371
SAL50718,0,3,8,6,0,0,0,11,12,24,121,118,238,132,127,261,11,15,26,157,178,335,121,119,244,287,310,602
SAL50719,0,0,0,0,0,0,0,5,6,9,10,13,26,11,12,28,0,6,6,41,51,89,10,13,26,54,62,115
SAL50720,0,0,0,0,0,0,0,0,0,0,3,5,4,3,5,4,0,0,0,0,3,3,3,5,4,3,7,9
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,0,0,0,0,3,0,3,8,7,16,8,7,18,0,0,3,16,14,37,8,7,16,29,21,49
SAL50723,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,10,12,8,22,0,4,4,4,0,3,10,17,28
SAL50724,0,10,12,23,4,7,14,4,12,20,56,36,91,64,47,113,25,24,46,357,256,610,56,33,92,435,308,747
SAL50725,0,42,43,88,0,0,0,31,35,74,144,91,231,174,134,305,11,17,28,1062,1124,2186,141,95,235,1217,1238,2450
SAL50726,0,0,0,0,0,0,0,0,0,0,7,3,6,7,3,6,0,0,0,0,0,0,7,3,6,7,3,6
SAL50727,0,0,0,0,0,0,0,0,0,0,4,10,16,5,10,12,4,0,3,6,9,12,4,10,16,12,18,31
SAL50728,0,0,3,5,0,0,0,0,4,4,0,0,0,0,4,4,0,3,3,41,41,82,0,0,0,44,39,87
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,4,4
SAL50730,0,0,0,0,10,12,15,3,0,3,49,59,102,61,67,126,22,25,47,26,33,62,51,59,106,99,113,217
SAL50731,0,6,15,21,0,0,0,0,7,9,58,38,97,60,45,106,8,22,27,244,306,543,58,38,96,307,361,663
SAL50732,0,0,0,0,0,0,0,0,0,0,6,0,3,6,4,4,0,0,0,48,51,95,6,0,3,49,51,102
SAL50733,0,0,0,0,0,0,0,0,0,0,16,0,18,16,0,18,0,0,0,0,0,0,16,0,18,16,0,18
SAL50734,0,0,0,0,0,0,0,0,0,0,6,5,6,6,4,7,0,0,0,16,20,35,6,5,6,17,19,42
SAL50735,0,0,0,0,0,0,0,0,0,0,8,0,8,13,0,13,0,0,0,0,0,0,8,0,8,13,0,13
SAL50736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,23,0,0,0,18,10,26
SAL50737,0,0,0,4,0,0,0,0,0,0,7,0,11,7,4,11,0,0,0,6,7,17,7,0,11,14,10,29
SAL50738,0,0,0,0,0,0,0,0,0,0,37,8,43,37,8,43,0,0,0,8,0,13,37,8,43,46,12,56
SAL50739,0,0,0,0,0,0,0,0,0,0,13,3,15,13,5,20,0,0,0,20,33,59,11,3,17,33,43,80
SAL50740,0,27,48,73,0,0,0,30,39,65,124,112,232,154,149,298,17,21,32,1201,1473,2678,123,107,236,1346,1602,2944
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,0,4,15,20,10,10,22,49,37,82,160,132,290,221,176,398,52,55,108,318,329,657,169,137,305,541,525,1066
SAL50743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,9,11,0,0,0,5,10,18
SAL50744,0,0,0,0,0,0,0,0,0,0,4,3,9,9,3,12,0,0,0,6,6,10,4,3,9,12,10,23
SAL50745,0,3,10,10,0,0,0,0,0,4,19,8,28,18,8,30,8,3,14,132,159,290,19,7,27,158,174,333
SAL50746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,3,9
SAL50747,0,0,0,4,0,0,3,3,9,10,36,33,68,41,41,86,6,7,17,59,64,118,36,33,68,100,102,202
SAL50748,0,38,50,85,4,7,13,77,99,179,311,288,599,394,398,796,76,78,156,1106,1209,2314,309,292,597,1492,1581,3074
SAL50749,0,0,0,4,0,0,0,11,5,20,44,33,84,61,41,99,0,6,6,86,89,176,49,35,84,133,132,266
SAL50750,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,5,7,11,4,0,4,8,7,17
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50752,0,13,22,32,3,0,6,24,29,57,64,82,146,94,110,207,12,16,27,703,716,1422,64,84,148,781,819,1597
SAL50753,0,0,4,4,0,0,0,0,0,0,0,6,13,0,6,13,0,0,0,10,12,21,0,6,13,12,22,30
SAL50754,0,25,31,53,10,14,24,30,40,73,137,113,249,181,164,343,43,49,95,707,699,1408,139,113,251,892,862,1755
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,0,38,58,95,0,0,3,36,43,80,175,141,315,210,184,396,19,30,46,926,953,1875,170,146,319,1115,1126,2240
SAL50757,0,0,0,6,0,0,0,3,0,4,11,4,21,18,8,23,0,0,0,23,23,49,11,4,21,38,28,69
SAL50758,0,7,8,14,0,0,0,6,3,13,31,14,46,44,20,68,8,9,10,212,200,414,31,14,46,249,223,477
SAL50759,0,0,0,0,0,0,0,0,0,0,15,7,20,15,7,20,0,0,0,3,0,3,15,7,20,19,9,29
SAL50760,0,0,0,0,4,0,11,4,0,4,28,24,56,37,29,63,23,27,54,8,8,12,27,24,58,62,61,120
SAL50761,0,0,0,0,0,0,0,0,0,0,14,13,24,14,13,24,0,0,0,22,18,43,14,13,24,40,30,63
SAL50762,0,0,0,0,0,0,0,0,0,0,9,9,13,9,9,13,0,0,0,0,0,0,9,9,13,9,9,19
SAL50763,0,0,0,0,0,0,0,4,3,5,24,12,31,26,15,42,0,0,5,16,17,29,24,12,31,40,30,65
SAL50764,0,32,58,91,0,3,0,35,31,65,159,100,255,198,135,326,28,33,62,1605,1607,3213,161,104,267,1792,1739,3534
SAL50765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SAL50766,0,24,34,57,0,0,0,28,36,68,114,77,189,143,113,254,11,14,25,950,939,1888,113,80,191,1068,1036,2110
SAL50767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,3
SAL50768,0,0,0,0,0,0,0,5,0,5,0,4,9,7,4,14,0,0,0,13,17,32,0,4,9,21,19,37
SAL50769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,7,5
SAL50770,0,0,0,0,0,0,0,0,0,0,3,5,3,3,5,3,0,0,0,0,0,0,3,5,3,3,5,3
SAL50771,0,0,0,0,6,5,7,11,12,24,30,32,59,47,46,92,8,21,31,102,105,198,30,32,65,140,151,291
SAL50772,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,0,0,0,0,0,3,4,3,8,4,11,16
SAL50773,0,0,0,0,0,0,0,5,0,5,14,14,22,18,17,33,7,11,15,21,24,42,14,14,22,34,40,79
SAL50774,0,0,0,0,0,0,0,0,0,0,5,5,9,5,5,9,0,0,0,3,5,10,5,5,9,12,6,19
SAL50775,0,0,0,0,0,0,0,0,0,0,6,6,10,6,6,13,0,0,0,7,10,13,6,6,10,17,8,26
SAL50776,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,8,8,10,0,0,0,8,8,10
SAL50777,0,0,0,0,0,0,0,3,0,3,17,0,22,20,0,22,0,3,3,4,0,4,17,0,22,19,0,27
SAL50778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,6,0,5
SAL50779,0,0,0,0,0,0,0,4,0,4,37,4,41,44,4,46,0,0,0,4,0,4,37,4,41,44,3,47
SAL50780,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,5,7,10,0,4,4,3,12,11
SAL50781,0,25,31,58,4,3,4,47,38,94,96,109,202,144,155,302,36,42,78,513,514,1024,94,109,207,646,669,1310
SAL50782,0,4,9,9,0,0,5,8,7,13,39,40,80,51,50,104,9,15,23,88,92,177,42,40,85,136,149,286
SAL50783,0,3,0,3,0,0,0,3,0,8,5,0,8,12,0,12,0,3,9,25,9,31,5,0,8,29,14,47
SAL50784,0,0,0,0,0,0,0,0,0,0,5,4,9,5,4,9,0,0,0,0,0,4,5,4,9,5,9,14
SAL50785,0,0,0,0,0,0,0,0,3,4,14,7,17,13,14,21,0,0,0,9,14,19,14,7,17,15,22,36
SAL50786,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,8,0,4,4,0,3,7,3,0,8,3,11,13
SAL50787,0,0,0,0,0,0,0,0,0,0,5,4,5,12,4,9,0,0,4,30,25,63,11,4,12,45,35,76
SAL50788,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,4,0,0,0,12,7,16,3,3,8,9,8,21
SAL50789,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,3,0,0,4,0,7,8
SAL50790,0,0,0,0,0,0,0,0,0,0,9,6,8,9,6,8,3,0,4,6,7,9,9,6,8,14,10,26
SAL50791,0,0,0,0,0,0,0,0,0,0,14,10,28,15,10,25,0,0,0,8,10,18,14,10,28,23,22,41
SAL50792,0,0,0,0,0,0,0,0,0,3,17,20,38,22,21,39,0,4,0,26,41,72,17,20,38,48,63,113
SAL50793,0,0,0,3,0,0,0,0,0,0,5,0,6,5,0,6,0,0,0,5,10,13,5,0,6,12,11,26
SAL50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,7
SAL50795,0,0,0,0,0,0,0,0,0,0,22,8,31,22,8,31,0,0,0,0,0,4,22,8,31,29,9,37
SAL50796,0,0,0,0,4,0,5,0,0,0,6,4,5,3,3,11,15,16,34,0,5,3,6,4,5,23,20,42
SAL50797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,0,0,0,5,10,8
SAL50798,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,4,0,0,0,4,3,7,0,0,5,7,5,9
SAL50799,0,12,16,29,56,44,102,13,16,29,411,430,840,473,488,964,229,252,478,330,360,693,412,439,848,971,1049,2013
SAL50800,0,0,0,0,10,3,15,0,0,0,0,4,4,10,4,19,12,7,18,0,0,0,0,4,4,12,6,21
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50802,0,0,0,0,0,0,0,0,3,6,0,3,6,0,5,3,0,0,0,9,9,10,0,3,6,6,10,13
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50804,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,3,0,5,3,0,5
SAL50805,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,0,0,0,0,0,4,4,3,3,4,3,9
SAL50806,0,0,3,6,0,0,0,0,0,0,4,0,3,4,4,5,0,3,3,79,76,157,4,0,3,86,82,170
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
SAL50808,0,0,0,0,9,13,21,0,0,0,9,6,9,17,20,34,76,79,152,9,5,9,7,6,17,95,91,184
SAL50809,0,0,0,0,0,0,0,0,0,0,9,8,17,9,8,18,14,13,23,0,0,4,9,8,17,24,15,42
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,11,0,0,0,7,0,8,3,3,9,13,9,14
SAL50812,0,0,0,0,0,0,0,0,0,0,8,0,12,8,0,12,0,0,0,0,0,0,8,0,12,8,0,12
SAL50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5
SAL50814,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,0,0,0,0,0,0,3,3,4,6,3,4
SAL50815,0,0,0,0,0,0,0,3,3,8,29,20,53,32,22,62,5,10,15,64,86,151,31,21,54,103,116,216
SAL50816,0,19,22,37,0,0,0,16,12,30,107,79,188,123,92,212,17,12,28,572,596,1167,107,83,186,692,693,1385
SAL50817,0,0,0,0,0,0,0,0,0,0,110,18,132,113,18,134,0,0,0,4,0,4,110,18,132,117,18,136
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,0,3,3,0,0,0,5,0,5,5,8,15,15,12,22,0,6,3,63,41,102,5,8,15,71,52,127
SAL50820,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,4,0,6,3,0,7,8,5,10
SAL50821,0,0,0,0,0,0,0,0,0,0,0,7,11,0,7,11,0,0,0,3,3,3,0,7,11,6,6,16
SAL50822,0,0,0,0,0,0,0,0,0,0,3,8,9,3,8,9,0,0,0,7,12,13,3,8,9,7,13,20
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50826,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,6,6,5,11,22,3,0,5,9,17,30
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,0,31,40,72,0,7,7,23,27,53,131,95,229,159,128,287,33,43,76,830,938,1769,135,99,234,1000,1079,2083
SAL50829,0,8,11,14,0,0,0,10,6,24,62,49,104,68,62,127,12,20,31,246,252,502,62,49,104,320,323,639
SAL50830,0,0,3,3,0,0,0,7,3,18,37,23,64,45,32,78,3,0,7,36,45,80,38,23,61,77,69,150
SAL50831,0,77,90,171,0,0,0,40,49,87,199,115,321,240,168,407,28,31,57,2337,2315,4650,207,125,332,2572,2470,5037
SAL50832,0,0,0,3,0,0,0,3,3,4,9,4,15,11,11,22,0,0,0,28,51,71,9,4,15,32,59,88
SAL50833,0,39,52,92,0,0,3,44,38,84,149,141,283,190,180,372,21,23,44,763,742,1512,150,142,299,941,912,1849
SAL50834,0,0,0,0,0,0,0,0,0,0,11,11,22,11,11,22,0,0,0,0,0,4,11,11,22,12,15,27
SAL50835,0,26,21,40,0,0,0,15,8,26,72,42,120,96,52,145,10,12,23,454,500,957,77,42,122,545,555,1105
SAL50836,0,0,0,4,0,0,10,5,0,6,212,82,291,215,86,303,41,24,66,21,16,38,216,82,290,274,124,398
SAL50837,0,0,0,0,0,0,0,0,0,0,9,4,15,9,4,15,0,0,0,3,0,5,9,4,15,13,7,15
SAL50838,0,13,9,22,0,3,0,14,12,26,104,81,189,117,98,219,43,42,82,416,428,843,109,86,192,561,558,1115
SAL50839,0,0,0,0,0,0,0,6,4,5,9,6,16,12,7,23,0,0,0,8,12,14,9,6,16,15,20,32
SAL50840,0,9,21,33,0,0,0,7,8,17,101,91,187,104,99,207,7,4,16,355,386,743,101,89,192,466,483,944
SAL50841,0,0,0,4,0,0,0,0,0,6,19,17,36,20,20,44,0,4,4,20,18,43,19,17,36,41,37,84
SAL50842,0,29,57,85,0,0,0,27,30,54,92,61,150,123,92,211,12,7,15,1418,1447,2862,97,57,159,1522,1511,3037
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,0,3,0,5,0,0,0,7,5,9,119,60,186,128,69,194,8,8,17,70,61,128,119,60,186,204,124,329
SAL50845,0,0,0,0,0,0,0,0,0,0,3,6,7,3,6,7,0,3,3,20,17,35,13,6,13,30,24,50
SAL50846,0,0,0,5,0,9,14,5,4,6,97,44,139,102,51,156,15,18,37,27,32,65,97,44,139,144,95,234
SAL50847,0,10,8,18,0,0,0,15,6,24,67,38,104,82,41,129,12,8,22,397,326,717,69,38,112,473,374,848
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,0,26,32,60,0,0,5,33,51,83,102,71,176,138,124,265,20,54,80,1162,1152,2313,103,76,180,1284,1282,2562
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4
SAL50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,4,3,15
SAL50853,0,3,8,11,0,0,0,9,10,12,22,18,37,29,26,54,4,4,5,171,163,334,22,18,37,196,179,374
SAL50854,0,0,0,0,0,0,0,0,0,0,5,3,12,5,3,12,0,0,0,0,0,0,5,3,12,7,3,14
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50857,0,13,22,33,5,7,10,22,32,53,98,87,181,132,123,251,57,58,117,374,336,707,105,84,186,533,474,1013
SAL50858,0,7,10,8,9,7,10,7,10,22,35,28,58,48,48,94,28,27,50,112,131,241,35,28,58,167,189,355
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,3,7,9
SAL50862,0,0,0,3,0,0,0,0,0,4,7,6,16,9,11,12,0,0,0,12,13,24,7,6,14,19,23,39
SAL50863,0,5,16,20,0,0,0,14,19,28,93,52,143,109,66,177,3,8,17,282,329,615,94,58,153,378,400,781
