SAL_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
SAL50001,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,11,0,0,0,0,11,..,..,4,3,0,0,9,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,11,4,6,0,0,23,..,..,..,0,0,0,0,..,11,4,6,3,0,26,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,11,4,6,3,0,29
SAL50002,..,0,0,0,0,0,0,..,..,0,0,0,0,4,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,4,4,0,0,0,7,..,..,..,0,0,0,0,..,4,4,0,0,0,7,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,4,4,0,0,0,6,..,153,0,0,0,0,152,..,..,26,95,26,3,153,..,16,11,4,3,0,40,..,0,0,0,0,0,0,..,172,42,97,32,3,351,..,..,..,0,4,3,5,..,172,42,98,29,4,355,82,..,..,..,..,..,82,..,7,0,0,0,0,9,82,182,45,98,29,4,439
SAL50003,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,9,0,0,0,0,9,..,..,0,6,3,0,10,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,9,4,6,3,0,17,..,..,..,0,4,0,6,..,9,4,4,6,0,15,13,..,..,..,..,..,13,..,0,0,0,0,0,0,13,9,4,4,6,0,33
SAL50004,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,8,0,0,0,0,8,..,..,3,0,0,0,5,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,8,3,0,4,0,11,..,..,..,0,0,0,0,..,8,3,4,4,0,9,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,8,3,4,4,0,15
SAL50005,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,4,..,4,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,4,0,0,0,0,3,..,..,..,0,0,0,0,..,4,0,0,0,0,3,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,4,0,0,0,0,10
SAL50006,..,3,0,0,0,0,3,..,..,0,0,0,0,3,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,9,..,..,..,0,0,0,0,..,3,0,0,0,0,9,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,3,5,0,0,0,9,..,193,10,0,0,0,199,..,..,41,33,12,8,87,..,17,10,9,0,0,36,..,8,0,0,0,0,9,..,219,64,33,9,8,333,..,..,..,0,0,0,3,..,219,64,39,10,8,335,216,..,..,..,..,..,216,..,17,0,0,0,0,19,216,237,63,39,10,8,573
SAL50007,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,3,0,0,10,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,3,0,0,10,..,..,..,0,0,0,0,..,0,0,3,0,0,10,7,..,..,..,..,..,7,..,0,0,0,0,0,0,7,0,0,3,0,0,15
SAL50008,..,8,5,0,0,0,13,..,..,8,5,3,3,25,..,3,4,0,0,4,11,..,0,0,0,0,0,0,..,17,15,5,7,7,52,..,..,..,0,6,3,8,..,17,15,5,12,10,57,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,17,15,5,12,10,63,..,627,39,5,0,0,665,..,..,305,380,173,91,951,..,146,119,52,15,7,343,..,21,10,0,0,0,35,..,792,476,434,191,101,1992,..,..,..,18,25,31,78,..,792,476,452,219,129,2065,471,..,..,..,..,..,471,..,37,3,0,0,0,52,471,828,478,459,222,131,2587
SAL50009,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50010,..,3,0,0,0,0,3,..,..,5,4,0,0,7,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,7,5,4,0,0,14,..,..,..,0,0,0,0,..,7,5,4,0,0,14,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,5,5,4,0,0,18,..,285,7,0,0,0,285,..,..,127,173,63,11,379,..,47,33,15,0,0,96,..,3,0,0,0,0,3,..,330,168,190,68,11,769,..,..,..,0,7,0,6,..,330,168,190,71,12,781,250,..,..,..,..,..,250,..,14,9,0,0,0,26,250,350,173,194,75,12,1056
