SAL_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
SAL50011,..,13,0,0,0,0,13,..,..,10,13,4,5,26,..,3,10,4,4,0,21,..,0,0,0,0,0,0,..,17,18,17,6,7,66,..,..,..,3,0,0,0,..,17,18,19,6,9,66,9,..,..,..,..,..,9,..,3,0,0,0,0,3,9,22,18,19,6,9,81,..,705,31,5,0,0,737,..,..,517,636,240,65,1462,..,208,178,61,18,4,465,..,27,4,0,0,0,31,..,940,725,704,258,70,2699,..,..,..,19,15,15,47,..,940,725,721,270,85,2747,643,..,..,..,..,..,643,..,50,8,0,0,0,58,643,996,730,723,270,85,3445
SAL50012,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,4,..,..,4,0,0,0,4,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,4,6,0,0,0,8,..,..,..,0,0,0,0,..,4,6,0,0,0,8,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,4,6,0,0,0,9
SAL50013,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,3,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,0,0,0,..,..,..,0,0,0,0,..,3,0,0,0,0,0,0,..,..,..,..,..,0,..,3,0,0,0,0,3,0,5,0,0,0,0,8,..,66,0,0,0,0,68,..,..,22,25,19,0,65,..,4,0,4,0,0,17,..,0,0,0,0,0,0,..,73,31,30,20,7,155,..,..,..,0,0,3,5,..,73,31,29,20,10,155,50,..,..,..,..,..,50,..,3,0,0,0,0,6,50,79,29,29,20,10,210
SAL50014,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,19,0,0,0,0,19,..,..,0,6,0,0,9,..,5,0,0,0,0,5,..,0,0,0,0,0,0,..,23,5,6,0,0,31,..,..,..,0,0,0,0,..,23,5,6,0,0,31,9,..,..,..,..,..,9,..,0,0,0,0,0,0,9,28,5,6,0,0,42
SAL50015,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,5,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,5,0,0,0,0,3,..,..,..,0,0,0,0,..,5,0,0,0,0,3,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50016,..,3,0,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,4,..,..,..,0,0,0,0,..,6,0,0,0,0,3,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,6,0,0,0,0,3,..,49,0,0,0,0,50,..,..,18,28,17,3,68,..,4,3,0,0,0,6,..,0,0,0,0,0,0,..,54,24,28,17,3,131,..,..,..,5,0,5,10,..,54,24,34,24,10,141,19,..,..,..,..,..,19,..,0,0,0,0,0,0,19,54,26,34,24,10,156
SAL50017,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,11,0,0,0,0,11,..,..,7,3,3,0,12,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,11,7,3,3,0,14,..,..,..,0,0,0,0,..,11,7,3,3,0,14,7,..,..,..,..,..,7,..,0,0,0,0,0,0,7,11,7,3,3,0,26
SAL50018,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,32,0,0,0,0,32,..,..,14,17,4,6,35,..,0,0,0,0,0,6,..,0,0,0,0,0,0,..,28,17,16,4,6,70,..,..,..,0,0,5,5,..,28,17,16,4,10,76,18,..,..,..,..,..,18,..,4,0,0,0,0,4,18,38,17,16,4,10,96
SAL50020,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,10,0,0,0,0,10,..,..,0,3,0,0,4,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,10,0,3,0,0,12,..,..,..,0,0,0,0,..,10,0,3,0,0,12,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,11,0,3,0,0,11
SAL50021,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,..,3,0,0,0,0,3,..,..,5,5,0,0,10,..,0,0,0,0,0,3,..,0,0,0,0,0,0,..,4,5,3,0,0,15,..,..,..,0,0,0,0,..,4,5,3,0,0,15,5,..,..,..,..,..,5,..,6,0,0,0,0,4,5,9,4,3,0,0,24,..,835,14,4,0,0,859,..,..,303,400,149,35,887,..,102,65,20,9,0,199,..,23,6,0,0,0,28,..,963,388,429,152,39,1969,..,..,..,11,14,17,39,..,963,388,441,164,49,2012,685,..,..,..,..,..,685,..,43,29,7,0,0,74,685,1006,414,447,167,49,2769
SAL50023,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,10,0,0,0,0,10,..,..,0,0,0,0,3,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,10,0,0,0,0,14,..,..,..,0,0,0,0,..,10,0,0,0,0,14,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,10,5,0,0,0,21
SAL50024,..,0,0,0,0,0,0,..,..,5,0,4,0,7,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,8,4,0,4,0,15,..,..,..,0,0,4,5,..,8,4,0,4,4,19,0,..,..,..,..,..,0,..,0,0,0,0,0,3,0,7,5,0,4,4,19,..,413,14,0,0,0,427,..,..,204,292,113,22,632,..,90,68,14,0,0,170,..,17,5,0,0,0,21,..,513,290,307,109,22,1246,..,..,..,3,8,11,22,..,513,290,311,121,29,1274,346,..,..,..,..,..,346,..,27,3,0,0,0,36,346,540,297,317,118,29,1651
SAL50025,..,4,0,0,0,0,4,..,..,0,0,0,3,5,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,4,0,0,0,3,8,..,..,..,0,0,0,0,..,4,0,0,0,3,8,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,4,0,0,0,3,8,..,89,0,0,0,0,90,..,..,15,30,9,7,63,..,11,6,0,0,0,15,..,0,0,0,0,0,0,..,100,22,28,9,7,167,..,..,..,0,6,0,0,..,100,22,33,9,7,175,27,..,..,..,..,..,27,..,0,0,0,0,0,0,27,104,22,33,9,7,194
SAL50026,..,31,6,0,0,0,41,..,..,24,24,22,15,78,..,33,25,21,16,12,107,..,6,3,0,0,0,13,..,73,61,48,28,25,239,..,..,..,7,4,11,25,..,73,61,55,34,42,266,46,..,..,..,..,..,46,..,16,0,0,0,5,19,46,90,60,53,34,42,332,..,1037,55,8,0,0,1095,..,..,328,329,134,86,867,..,431,242,98,42,13,826,..,55,18,0,0,0,71,..,1521,642,430,171,101,2872,..,..,..,17,19,21,61,..,1521,642,452,196,123,2928,2009,..,..,..,..,..,2009,..,186,18,0,0,6,213,2009,1713,659,453,193,125,5157
