SAL_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
SAL50001,0,3,0,0,0,0,0,3,0,4,0,4,0,0,0,7,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,4,0,13,4,13,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,3,0,0,0,0,0,9,0,4,0,4,0,0,0,12,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,4,0,13,4,13,0,0,8,35
SAL50002,12,44,19,55,4,3,5,135,19,29,19,49,3,3,3,126,15,33,19,37,0,5,5,107,13,30,31,48,0,5,16,147,57,148,88,255,17,17,37,626,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,11,14,0,0,0,0,0,0,47,51,0,0,0,7,8,0,5,14,0,0,0,22,4,0,0,28,6,12,8,43,5,0,13,82,12,48,19,56,4,3,16,145,19,30,19,52,3,7,17,143,15,36,19,37,0,5,11,115,13,30,31,52,3,5,20,157,57,155,88,264,23,18,83,694
SAL50003,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,7,0,0,4,4,0,0,0,0,0,6,7,15,4,0,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,8,0,0,4,4,0,0,0,5,0,6,7,15,4,0,10,40
SAL50004,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,6,0,0,0,17
SAL50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,18
SAL50006,16,23,15,21,0,0,4,76,24,50,12,27,3,0,5,124,48,53,28,32,5,3,5,174,38,91,55,47,4,8,29,266,141,267,124,156,17,15,50,774,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,13,0,0,0,0,0,0,15,15,0,0,0,0,0,0,23,24,3,3,0,0,0,0,58,63,0,0,0,3,8,0,3,13,0,14,0,9,4,0,6,34,18,41,10,25,0,0,9,101,16,26,15,21,0,0,11,82,25,51,18,26,3,0,17,140,48,53,28,32,5,3,23,188,38,91,55,45,4,8,46,291,148,270,125,161,17,15,117,848
SAL50007,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,15
SAL50008,73,182,116,195,22,17,29,633,36,92,106,225,18,17,41,527,39,91,106,240,12,47,50,582,27,67,85,169,8,25,52,436,237,669,562,1185,113,114,219,3106,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,24,24,0,0,0,0,0,0,24,24,0,0,0,0,0,0,14,21,0,0,0,0,0,0,16,16,0,0,0,0,0,0,35,35,0,0,0,0,0,0,128,128,0,0,4,28,23,4,17,67,7,72,48,99,28,8,15,268,55,166,97,241,13,10,56,637,74,185,115,196,19,17,52,663,39,89,106,230,18,17,53,552,39,87,110,240,12,47,71,602,27,71,85,167,8,25,89,478,241,669,567,1200,119,114,349,3272
SAL50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
SAL50010,71,166,39,54,0,8,6,351,75,130,45,59,5,19,8,334,49,85,45,57,3,13,9,257,41,77,71,67,6,17,45,315,283,609,224,304,21,54,73,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,15,16,0,0,0,0,0,0,9,9,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,12,0,0,0,0,0,0,55,62,0,0,0,10,8,0,0,21,0,32,15,12,4,7,6,73,47,123,17,41,3,3,20,257,70,172,38,54,0,8,17,368,75,130,45,62,5,19,19,347,49,87,43,57,3,13,16,263,41,78,69,70,6,17,56,325,287,618,232,307,21,55,128,1649
SAL50011,148,366,268,416,23,40,41,1300,94,180,182,273,13,30,45,807,33,72,89,163,9,19,22,406,18,45,57,105,5,18,22,273,399,1070,879,1739,144,145,202,4566,0,0,0,0,0,0,15,15,0,0,0,0,0,0,28,27,0,0,0,0,0,0,75,75,0,0,0,0,0,0,68,68,0,0,0,0,0,0,61,58,0,0,0,0,0,0,31,31,0,0,0,0,0,0,6,12,0,0,0,8,0,0,284,290,0,0,4,49,29,0,24,108,11,44,55,135,35,13,37,326,99,364,232,617,46,23,124,1493,148,364,270,423,23,40,110,1383,94,181,185,277,13,30,100,874,33,72,93,165,9,19,54,441,18,45,59,105,5,18,27,280,399,1070,888,1778,147,142,486,4906
SAL50012,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,6
SAL50013,0,4,11,34,0,3,0,54,0,10,9,40,0,3,0,64,3,3,10,35,0,0,3,60,4,8,8,19,3,4,3,46,5,38,38,157,15,14,12,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,4,0,0,6,12,0,0,0,4,0,0,0,7,0,0,0,3,0,0,4,11,0,3,3,20,0,0,3,31,0,4,11,38,0,3,3,61,0,10,9,40,0,3,0,64,3,3,10,38,0,0,5,62,4,8,8,19,3,4,3,42,5,38,40,156,15,14,23,290
SAL50014,0,0,5,6,0,0,0,6,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,8,4,15,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,13,0,4,0,3,0,0,7,14,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,8,0,8,4,13,0,0,15,42
SAL50015,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50016,3,8,12,29,3,0,0,59,4,10,11,31,0,0,4,65,6,7,11,22,0,4,3,53,0,6,8,20,0,0,3,35,18,40,44,126,9,6,19,254,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,25,24,0,0,0,0,3,0,4,7,0,0,0,9,0,0,0,9,3,8,4,19,0,0,6,35,3,8,12,27,3,0,3,66,4,10,13,31,0,0,9,66,6,7,11,22,0,4,8,59,0,6,8,20,0,0,10,42,18,37,43,124,9,6,37,281
SAL50017,0,3,0,4,0,0,0,10,0,6,3,3,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,5,6,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,3,11,0,4,3,3,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,5,6,0,0,8,37
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,0,9,5,14,0,0,5,30,0,0,4,9,0,0,6,19,0,7,6,16,0,0,0,26,0,3,3,13,0,0,5,23,3,27,15,58,9,3,9,129,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,13,13,0,0,0,0,3,0,5,9,0,0,0,5,0,0,0,5,0,5,4,5,0,0,0,19,0,9,5,14,0,0,5,30,0,0,4,9,0,0,8,23,0,7,6,16,0,0,0,30,0,3,3,13,0,0,7,26,3,27,15,58,9,3,22,139
SAL50020,0,4,0,0,0,0,0,6,0,4,0,5,0,0,0,6,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,5,3,8,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,6,0,4,0,5,0,0,0,6,0,0,0,5,0,0,3,7,0,0,0,0,0,0,0,5,0,5,3,8,0,0,5,24
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,228,417,76,58,7,12,16,809,201,354,91,75,0,18,14,753,177,270,131,101,8,13,27,731,194,385,191,115,15,46,89,1033,962,1875,563,481,55,94,181,4209,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,13,0,0,0,0,0,0,26,26,0,0,0,0,0,0,36,36,0,0,0,0,0,0,38,35,0,0,0,0,0,0,42,45,0,0,0,0,0,0,38,41,0,0,0,0,0,0,192,200,0,0,3,19,8,0,7,41,13,127,21,45,10,5,21,242,147,331,54,67,6,5,48,656,228,417,76,58,7,12,45,839,199,350,93,73,0,18,48,786,176,272,134,101,8,13,71,775,202,387,191,117,15,46,123,1073,963,1884,568,482,55,96,367,4418
SAL50023,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,4,26
SAL50024,137,310,55,43,5,4,22,575,143,228,69,51,3,9,10,517,80,163,89,47,4,12,24,423,107,187,129,77,8,14,33,552,550,1189,381,287,37,50,98,2582,0,0,0,0,0,0,15,15,0,0,0,0,0,0,7,7,0,0,0,0,0,0,13,12,0,0,0,0,0,0,17,20,0,0,0,0,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,25,25,0,0,0,3,0,0,102,110,0,0,3,12,6,0,15,36,3,92,14,21,7,0,10,156,79,210,24,34,4,0,17,373,144,313,55,41,5,4,40,595,143,228,70,51,3,9,30,538,80,166,89,47,4,12,34,436,102,188,128,76,8,14,55,581,552,1192,385,289,38,50,201,2707
SAL50025,10,8,8,28,0,4,0,53,6,28,3,22,0,4,0,68,7,12,9,33,0,0,0,67,6,14,13,15,0,4,5,51,25,64,43,117,8,9,10,283,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,11,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,8,0,4,0,5,0,0,18,28,0,0,0,11,3,0,5,9,0,0,0,3,0,0,0,7,0,10,6,11,0,4,0,31,10,8,8,31,0,4,3,58,6,28,3,24,0,4,7,75,7,12,9,28,0,0,3,72,6,14,13,15,0,5,12,60,25,66,43,126,8,15,35,312
SAL50026,54,144,146,369,29,31,65,834,45,107,108,330,21,27,56,701,38,70,123,321,16,38,61,669,40,109,139,383,22,42,307,1045,232,631,696,2099,252,174,598,4685,0,0,0,0,0,0,58,58,0,0,0,0,0,0,93,98,0,0,0,0,0,0,185,194,0,0,0,3,0,0,125,130,0,0,0,0,0,0,113,116,0,0,0,5,0,0,97,101,0,0,0,8,0,0,102,112,0,0,4,13,4,0,785,806,0,0,5,46,45,8,92,193,0,38,33,200,79,14,129,485,56,156,148,507,69,18,253,1202,52,150,155,388,28,32,198,1001,51,117,114,348,21,27,168,851,38,70,129,332,16,43,162,790,43,113,146,391,19,42,419,1168,241,643,730,2206,275,180,1421,5690
SAL50027,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,3,3,3,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,3,3,3,3,0,14,25
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,11
SAL50029,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,5,0,0,4,23
SAL50030,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,0,10,9,10,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,0,10,9,10,0,0,4,30
SAL50031,55,111,52,53,7,7,10,286,56,97,44,80,0,12,14,299,43,72,72,86,6,7,18,301,28,51,64,73,10,11,160,400,245,490,269,389,38,42,217,1687,0,0,0,0,0,0,9,9,0,0,0,0,0,0,17,17,0,0,0,0,0,0,46,46,0,0,0,0,0,0,28,28,0,0,0,0,0,0,35,35,0,0,0,0,0,0,28,28,0,0,0,0,0,0,19,20,0,0,0,0,0,0,171,176,0,0,0,6,6,0,7,29,4,36,9,35,4,4,20,111,50,130,34,59,7,7,54,337,53,111,52,53,7,7,38,319,59,97,45,79,0,12,53,340,43,72,72,86,6,7,48,333,28,57,61,73,10,11,181,422,248,491,276,393,39,42,392,1886
