SAL_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,4,0,8,4,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,3,0,0,0,5,0,0,0,6,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,4,0,8,4,10,0,0,7,26
SAL50244,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL50245,982,1690,542,679,34,72,166,4170,608,1097,637,748,47,89,134,3353,352,667,523,645,39,79,118,2422,187,432,372,580,21,83,216,1894,2732,5661,2633,3641,328,408,847,16252,0,0,0,0,0,0,40,40,0,0,0,4,0,0,43,48,0,0,0,0,0,0,120,120,0,0,0,0,0,0,134,138,0,0,4,0,0,0,119,129,0,5,0,0,0,0,85,90,0,0,5,3,0,3,70,80,0,5,6,10,0,6,626,649,0,0,17,115,83,20,87,330,49,465,144,329,78,24,93,1196,546,1317,413,564,37,40,245,3166,982,1695,550,689,35,70,308,4331,608,1101,642,759,47,89,254,3497,354,675,521,650,37,80,205,2522,193,432,374,584,21,89,286,1975,2739,5690,2657,3689,340,413,1485,17004
SAL50246,152,298,136,112,5,10,45,757,49,113,47,74,5,9,22,326,29,51,37,65,6,11,25,239,18,45,38,71,3,22,39,235,683,1261,668,620,57,86,268,3640,0,0,0,0,0,0,13,13,0,0,0,0,0,0,56,56,0,0,0,0,0,0,141,142,0,0,0,0,0,0,77,78,0,0,0,0,0,0,40,40,0,0,0,0,0,0,34,34,0,0,0,0,0,0,33,36,0,4,0,0,0,0,386,396,0,0,3,22,7,4,17,55,23,128,131,104,19,6,90,512,409,627,274,179,16,16,248,1765,152,296,136,112,5,10,123,835,49,113,47,76,8,9,56,367,30,55,39,65,6,11,62,271,18,45,37,71,8,22,72,270,691,1266,670,628,60,86,661,4066
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50248,3,3,5,15,4,6,5,38,10,8,4,20,7,4,0,53,8,3,8,24,0,0,0,47,3,0,11,17,0,0,14,36,22,21,35,104,11,5,24,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,4,4,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,5,6,25,0,0,0,38,3,3,5,17,4,6,4,39,10,8,4,19,7,4,9,56,8,4,8,29,0,4,8,61,3,0,7,17,0,0,15,44,22,24,34,105,11,8,44,251
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SAL50250,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,11
SAL50251,20,38,31,96,6,4,4,188,12,38,39,105,0,12,7,214,10,32,22,80,3,0,19,169,5,21,26,69,4,17,29,175,59,153,142,477,42,42,79,990,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,11,17,0,0,0,0,0,0,24,24,0,0,0,0,0,0,19,19,0,0,0,0,0,0,36,36,0,0,0,5,0,0,118,121,0,0,0,12,7,0,20,43,0,0,0,28,3,3,12,51,4,29,15,97,11,8,17,173,20,38,31,96,6,7,23,213,12,36,39,108,0,13,31,245,10,32,22,81,3,5,38,190,5,25,26,72,4,17,65,214,59,154,142,492,41,48,200,1131
SAL50252,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,15,5,7,4,3,0,0,0,20,0,0,0,5,0,6,4,13,3,19,14,22,0,3,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,0,3,0,8,0,0,0,9,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,15,5,7,4,3,0,0,4,25,0,0,0,5,0,6,7,18,3,19,14,26,0,3,15,74
SAL50253,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,19,19,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,5,0,0,21,33,0,0,0,0,0,0,7,8,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,3,10,0,0,33,60
SAL50254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,0,0,0,3,0,0,8,14
SAL50255,3,8,0,7,0,3,0,23,4,19,5,11,3,0,0,42,0,8,4,18,0,0,0,40,3,13,6,8,0,0,5,31,19,51,21,68,4,6,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,3,0,0,0,3,0,0,0,6,0,0,3,11,4,5,4,10,0,0,9,36,3,8,0,7,0,3,5,25,4,19,5,11,3,0,0,45,0,8,4,18,0,0,10,44,3,13,6,8,0,0,5,38,19,51,21,64,4,6,36,203
SAL50256,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,14
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,3,0,0,3,0,0,0,11,0,0,0,5,0,0,0,7,7,9,5,5,0,0,0,20,0,3,7,0,0,6,0,11,11,13,8,21,0,4,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,3,0,0,3,0,0,0,11,0,0,0,5,0,0,0,7,7,9,5,5,0,0,0,20,0,3,7,0,0,6,0,11,11,13,8,21,0,4,5,63
SAL50259,0,0,0,0,0,0,3,6,0,4,0,4,0,0,0,8,0,0,0,4,0,0,0,7,0,0,0,4,0,0,4,10,3,3,4,26,4,3,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,7,0,0,0,7,0,0,0,9,0,0,0,0,0,0,3,6,0,4,0,4,0,0,0,8,0,0,0,4,0,0,0,12,0,0,0,4,0,0,4,10,3,3,4,26,4,3,10,52
SAL50260,10,18,24,52,0,0,4,104,11,15,24,59,4,10,5,130,4,23,21,28,5,4,4,85,3,4,11,32,0,4,11,65,34,93,95,220,15,19,26,497,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,14,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,5,0,0,29,36,0,0,0,9,4,0,0,20,0,9,3,14,0,0,0,29,3,19,9,32,3,0,6,72,10,18,24,51,0,0,6,111,11,15,24,66,4,13,14,142,4,23,21,28,5,4,11,94,3,9,11,32,0,4,11,71,34,91,92,228,15,16,56,541
SAL50261,30,51,56,159,15,18,18,338,10,36,48,153,8,12,15,280,9,32,53,144,7,20,31,301,13,49,48,152,9,15,93,379,86,266,259,916,113,68,182,1879,0,0,0,0,0,0,25,25,0,0,0,0,0,0,28,28,0,0,0,0,0,0,75,75,0,0,0,0,0,0,44,45,0,0,0,0,0,0,49,54,0,0,0,0,0,0,43,39,0,0,0,0,0,0,37,37,0,0,0,0,0,0,297,302,0,0,0,22,9,0,35,68,0,12,5,112,28,4,32,201,21,77,48,191,39,9,90,483,30,51,57,163,15,18,71,396,10,40,47,158,14,12,64,339,12,38,56,153,7,18,75,357,15,54,49,153,9,15,136,426,88,270,273,955,119,67,501,2274
SAL50262,179,433,111,116,8,16,20,892,176,340,114,113,4,22,35,801,113,203,107,133,5,16,28,605,131,310,224,192,13,61,139,1068,681,1555,592,716,49,120,232,3950,0,0,0,0,0,0,11,11,0,0,0,0,0,0,7,7,0,0,0,0,0,0,14,18,0,0,0,0,0,0,23,25,0,0,0,0,0,0,31,37,0,0,0,0,0,0,22,22,0,5,0,0,0,0,38,37,0,0,0,0,0,0,144,148,0,0,0,23,9,0,13,48,9,78,15,51,5,0,13,167,71,198,26,85,4,4,22,404,183,438,114,116,8,16,40,916,176,339,118,116,4,22,67,837,113,204,111,133,5,16,50,626,131,316,221,192,13,61,172,1109,680,1571,601,721,49,120,375,4114
SAL50263,203,340,110,141,15,10,34,851,93,173,101,110,3,18,26,531,48,85,57,97,7,10,34,343,35,84,68,112,8,23,130,457,583,1328,521,767,80,73,276,3633,0,0,0,0,0,0,17,17,0,0,0,0,0,0,26,26,0,0,0,0,0,0,76,76,0,0,0,0,0,0,30,37,0,0,0,0,0,0,40,40,0,0,0,0,0,0,36,39,0,0,0,3,0,0,26,30,0,0,0,7,0,0,247,256,0,0,6,30,18,0,25,72,10,109,50,74,20,4,37,302,190,536,138,218,14,6,108,1210,209,339,112,146,13,10,70,900,93,173,99,117,3,18,64,577,48,94,64,98,7,14,86,405,39,84,68,117,8,23,169,506,590,1335,530,800,88,70,563,3975
SAL50264,4,5,0,4,0,0,0,11,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,5,0,0,4,8,0,0,0,16,10,7,10,11,0,3,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,11,0,3,0,0,0,0,0,3,0,4,0,6,0,0,0,10,0,0,4,8,0,0,3,21,10,9,10,13,0,3,10,49
SAL50265,6,22,4,11,0,0,3,50,6,26,11,26,0,0,4,69,3,20,13,24,0,8,9,73,9,31,19,14,0,3,50,127,29,110,51,107,11,11,65,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,12,12,0,0,0,8,3,0,0,11,0,3,4,13,4,0,0,16,9,19,7,19,0,0,0,46,6,22,6,14,0,0,8,58,6,26,11,26,0,0,6,76,3,22,13,24,0,8,15,81,9,31,19,14,0,3,54,130,29,110,57,108,9,11,83,412
SAL50266,3,6,0,18,4,0,0,38,0,3,3,12,0,0,0,16,0,3,7,3,0,0,3,25,5,0,4,16,0,3,8,36,9,23,24,67,8,4,12,149,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,19,19,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,55,55,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,14,4,3,0,16,0,0,3,32,3,6,7,18,4,0,19,58,0,3,3,12,0,0,14,28,0,3,7,3,0,0,8,26,5,0,4,16,0,3,18,46,9,23,22,67,8,4,68,210
SAL50267,0,4,0,5,0,0,6,15,0,4,0,9,0,0,0,11,3,3,0,4,0,0,0,11,0,0,5,0,3,0,3,10,3,20,6,25,7,3,3,75,0,0,0,0,0,0,4,4,0,0,0,0,0,0,21,21,0,0,0,0,0,0,39,39,0,0,0,0,0,0,13,13,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0,0,0,0,0,0,4,4,0,4,0,4,0,0,21,32,0,3,0,7,0,0,39,56,0,4,0,3,0,0,19,31,0,4,0,9,0,0,11,18,3,3,0,4,0,0,8,23,0,0,5,0,3,0,8,22,3,20,6,26,7,3,108,185
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,80,201,131,272,9,23,45,768,87,193,206,304,15,34,48,881,36,92,125,240,10,18,35,554,18,51,69,147,5,21,40,357,269,765,645,1288,98,115,204,3371,0,0,0,0,0,0,6,6,0,0,0,0,0,0,10,10,0,0,0,0,0,0,27,27,0,0,0,0,0,0,30,30,0,0,0,0,0,0,45,45,0,0,0,0,0,0,22,21,0,3,0,0,0,0,20,19,0,6,0,0,0,0,156,161,0,0,7,43,25,8,12,100,7,56,29,88,14,8,17,229,43,165,82,194,8,6,43,545,84,201,131,279,9,24,73,800,87,191,206,303,15,34,92,932,36,96,126,240,10,18,54,578,18,53,69,151,5,21,60,379,270,767,649,1308,98,119,360,3564
SAL50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,16,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,7,0,0,6,20
SAL50271,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,7,4,0,0,0,3,23
SAL50272,0,8,0,3,0,0,0,12,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,3,12,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,3,0,0,0,9,0,8,0,3,0,0,0,14,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,3,12,3,0,3,45
SAL50273,14,64,44,153,8,8,17,307,19,38,54,113,6,8,11,251,4,27,26,107,0,9,20,191,15,56,45,78,5,12,60,263,65,245,201,696,60,33,133,1443,0,0,0,0,0,0,20,20,0,0,0,0,0,0,31,31,0,0,0,0,0,0,42,42,0,0,0,4,0,0,52,55,0,0,0,0,0,0,49,52,0,0,0,0,0,0,32,35,0,0,3,0,0,0,57,62,0,5,3,5,0,0,283,295,0,0,0,14,13,3,27,55,0,6,3,61,17,0,42,138,7,52,30,181,17,0,50,344,14,64,48,155,9,5,68,368,19,46,56,117,6,8,60,300,4,28,26,106,0,8,52,227,15,56,48,80,5,12,116,323,65,252,206,712,71,39,420,1761
