SAL_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
SAL50409,11,1780,869,2642,4,6,6,78,154,226,0,0,0,78,153,239,87,78,163,9588,10383,19974,19,41,64,9696,10503,20199,18,16,36,1378,1394,2783,8,6,9,1402,1419,2819,49,36,84,6694,7389,14083,15,31,47,6763,7461,14221,43,54,90,3757,3925,7679,13,14,20,3804,3991,7801
SAL50410,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,4,0,6,0,0,0,4,0,6
SAL50411,0,29,19,47,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,74,72,147,0,0,0,74,71,147,0,0,0,9,11,18,0,0,0,9,11,18,0,0,0,53,53,107,0,0,0,53,54,109,0,0,0,26,24,48,0,0,0,26,24,48
SAL50412,0,24,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,61,124,0,0,0,66,61,127,0,0,0,3,5,6,0,0,0,3,6,14,0,0,0,42,40,85,0,0,0,48,40,85,0,0,0,23,21,37,0,0,0,17,22,40
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0
SAL50414,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,16,39,0,0,8,28,16,40,0,0,0,16,0,20,0,0,0,17,0,20,0,0,3,19,12,26,0,0,8,25,11,36,0,0,0,22,7,30,0,0,0,26,7,29
SAL50415,0,354,152,505,5,3,9,10,20,29,0,0,0,13,25,38,172,176,346,861,874,1737,6,3,10,1034,1058,2098,51,53,103,242,303,542,3,0,3,300,350,642,90,98,189,406,404,813,5,4,5,500,500,1001,94,114,207,605,694,1303,0,3,9,703,804,1516
SAL50416,0,179,84,264,0,0,0,8,15,25,0,0,0,8,18,24,19,30,53,498,533,1033,4,8,9,519,567,1087,14,10,18,68,90,154,0,0,3,81,99,174,14,19,29,358,381,739,4,6,8,377,398,775,14,23,35,184,213,399,0,5,3,200,238,438
SAL50417,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,32,0,0,0,26,15,39,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,15,6,18,0,0,0,13,6,21,0,0,0,5,4,11,0,0,0,5,3,12
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL50419,10,336,178,519,0,6,6,11,31,41,0,0,0,15,35,48,35,48,82,1074,1156,2233,13,12,20,1122,1219,2338,11,9,19,196,256,448,0,0,5,204,264,471,21,19,42,723,797,1527,13,8,18,761,831,1590,25,24,52,472,549,1027,0,0,5,502,581,1081
SAL50420,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,29,0,0,0,17,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,23,0,0,0,15,7,23,0,0,0,0,0,0,0,0,0,0,0,0
SAL50421,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,57,0,0,3,24,29,56,0,0,0,6,3,4,0,0,0,6,3,4,0,0,0,23,28,46,0,0,3,24,24,53,0,0,0,6,4,6,0,0,0,6,4,6
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,0,624,332,955,0,0,3,18,30,48,0,0,0,20,33,55,66,53,123,3417,3737,7156,13,13,24,3495,3801,7303,8,10,13,631,745,1374,0,0,0,638,753,1387,33,35,73,2100,2286,4388,7,6,13,2142,2330,4468,34,27,57,1736,1930,3664,0,0,4,1771,1958,3725
SAL50424,0,44,19,58,0,0,0,4,3,8,0,0,0,4,0,11,10,10,19,169,163,327,0,0,0,184,169,349,0,6,11,21,25,39,0,0,0,21,31,51,3,4,7,129,121,252,0,0,0,133,128,261,8,4,10,52,51,103,0,0,0,58,59,118
SAL50425,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,35,0,0,0,13,12,35,0,0,0,3,8,16,0,0,0,3,8,16,0,0,0,4,6,8,0,0,0,4,6,8,0,0,0,11,16,31,0,0,0,11,16,31
SAL50426,0,195,112,310,0,4,7,8,14,21,0,0,0,7,19,29,38,37,75,555,570,1125,0,0,0,592,607,1195,8,14,20,118,147,267,3,0,3,133,156,291,19,21,40,348,367,708,0,0,0,368,382,753,27,23,54,271,308,576,4,0,4,302,328,635
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0
SAL50428,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,5,17,0,0,0,12,10,21,0,0,0,4,3,9,0,0,0,4,3,9,4,0,6,8,5,12,0,0,0,11,10,14,0,0,0,9,9,10,0,0,0,8,9,12
SAL50429,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,23,0,0,0,17,11,22,0,0,0,5,3,7,0,0,0,5,3,7,0,0,0,8,7,14,0,0,0,8,7,14,0,0,0,8,9,9,0,0,0,8,9,16
SAL50430,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,25,24,46,0,0,0,24,24,55,0,0,0,0,3,3,0,0,0,0,3,3,0,4,4,24,16,39,0,0,0,24,21,45,0,0,0,0,8,8,0,0,0,0,8,8
SAL50431,10,773,440,1215,3,5,4,32,59,90,0,0,0,36,65,96,55,66,118,2440,2738,5179,25,25,47,2518,2835,5351,20,28,49,469,529,996,0,0,0,486,552,1046,31,26,62,1541,1734,3277,18,19,31,1594,1787,3374,35,48,89,1244,1397,2644,4,9,15,1288,1458,2744
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,33,0,0,0,19,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,26,0,0,0,18,7,26,0,0,0,0,0,0,0,0,0,0,0,0
SAL50433,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,4,8,12,0,0,0,4,3,6,0,0,0,4,3,6,0,0,0,9,8,12,0,0,0,9,8,12,0,0,0,0,3,3,0,0,0,0,3,3
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,0,0,0,12,7,15,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,9,12,0,0,0,6,9,12,0,0,0,4,3,3,0,0,0,4,3,3
SAL50435,0,26,11,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,89,102,192,4,0,4,91,103,196,0,0,0,13,11,20,0,0,0,13,11,20,5,0,6,65,59,124,4,0,4,67,57,128,0,0,0,37,48,84,0,0,0,37,48,84
SAL50436,0,22,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,62,138,3,0,3,78,62,142,0,0,0,23,20,40,0,0,0,23,20,40,0,0,0,48,44,98,3,0,3,57,44,98,0,0,0,48,37,83,0,0,0,48,37,83
SAL50437,3,24,17,39,0,0,3,0,0,0,0,0,0,4,5,3,5,12,20,86,100,192,3,0,3,101,112,208,0,0,0,10,12,24,0,0,0,10,12,24,0,6,11,64,70,139,0,0,0,70,80,151,3,3,7,27,25,53,0,0,0,33,31,66
SAL50438,5,1275,583,1857,0,0,0,73,86,154,0,0,0,68,80,158,36,37,75,6769,6978,13742,21,30,51,6818,7044,13866,9,0,6,773,794,1567,0,0,0,776,796,1575,27,29,58,4970,5113,10086,14,25,43,5018,5167,10181,11,13,21,2196,2313,4503,0,3,3,2208,2328,4530
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,0,0,0,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,13,706,296,1002,0,0,0,22,55,80,0,0,0,22,54,81,32,24,57,2300,2432,4727,19,15,35,2350,2470,4817,3,0,3,479,547,1027,5,0,4,489,548,1034,18,12,27,1347,1363,2708,20,8,30,1382,1388,2769,12,10,22,1278,1443,2721,4,4,12,1296,1460,2755
SAL50442,0,17,9,23,3,0,6,0,0,0,0,0,0,3,0,6,38,44,77,15,13,26,0,0,0,53,58,106,0,0,3,16,20,35,0,0,0,14,19,34,25,29,56,8,4,11,0,0,0,32,37,69,12,7,22,23,23,45,0,0,0,31,37,66
SAL50443,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,47,0,0,0,24,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,39,0,0,0,24,17,41,0,0,0,0,0,4,0,0,0,0,0,4
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4
SAL50445,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,18,0,0,0,14,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,3,0,10,0,0,0,7,0,9
SAL50446,5,60,35,95,0,5,5,0,6,11,0,0,0,0,7,14,8,7,18,191,189,387,5,9,14,206,205,410,0,0,0,30,34,65,0,0,0,30,33,62,5,3,7,132,132,266,5,4,8,143,138,283,3,0,13,79,86,163,0,4,4,83,95,179
SAL50447,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,47,95,0,0,0,46,47,92,0,0,0,3,6,10,0,0,0,3,6,10,0,0,0,30,32,56,0,0,0,25,32,59,0,0,0,23,21,38,0,0,0,23,21,38
SAL50448,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,27,0,0,0,12,9,27,0,0,0,8,0,9,0,0,0,8,0,9,0,0,0,12,10,17,0,0,0,12,10,17,0,0,0,9,4,11,0,0,0,9,4,11
SAL50449,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31,0,0,0,16,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,26,0,0,0,13,19,26,0,0,0,0,0,0,0,0,0,0,0,0
SAL50450,0,11,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,75,0,0,0,43,31,78,0,0,0,6,4,12,0,0,0,6,4,12,0,0,0,31,27,51,0,0,0,31,27,51,0,0,0,11,13,27,0,0,0,16,13,30
SAL50451,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,32,0,0,0,15,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,24,0,0,0,7,13,24,0,0,0,4,5,7,0,0,0,4,5,7
SAL50452,3,527,308,829,0,3,8,42,38,77,0,0,0,43,40,82,34,55,86,1478,1574,3058,6,9,13,1515,1640,3156,18,27,44,277,269,548,0,0,5,300,300,599,22,34,53,1045,1155,2196,5,9,13,1065,1200,2262,29,36,63,629,638,1270,0,0,3,661,678,1340
SAL50453,3,442,264,705,0,0,0,25,37,62,0,0,0,25,35,67,32,31,62,2510,2487,4996,3,11,12,2542,2533,5072,8,14,21,524,471,999,0,4,4,535,489,1022,16,14,34,1302,1304,2615,0,0,6,1329,1325,2649,18,28,44,1489,1433,2926,3,8,9,1512,1471,2980
SAL50454,0,102,33,135,0,0,3,0,0,8,0,0,0,5,4,11,54,56,108,234,213,443,3,0,3,290,266,558,10,11,17,62,44,98,0,0,0,69,52,119,37,39,75,164,143,308,0,0,0,200,182,388,10,17,28,107,94,201,3,0,4,123,114,234
SAL50455,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,21,0,0,0,14,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,25,0,0,0,14,9,25,0,0,0,0,0,0,0,0,0,0,0,0
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3
SAL50457,5,401,203,607,0,0,0,30,35,61,0,0,0,36,34,69,28,18,45,2983,3260,6240,11,14,30,3026,3293,6308,6,12,23,483,586,1068,0,0,6,488,603,1092,19,14,26,2019,2196,4219,8,9,20,2045,2223,4263,17,19,36,1260,1480,2744,5,3,10,1280,1509,2786
SAL50458,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,3,4,5,0,0,0,3,5,6,0,0,0,3,5,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,9,11,0,0,0,3,9,11
SAL50459,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,21,0,0,0,17,7,19,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,9,8,11,0,0,0,13,8,14,0,0,0,13,7,12,0,0,0,13,7,12
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0
SAL50462,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,31,0,0,0,14,15,31,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,9,11,20,0,0,0,9,11,20,0,0,0,5,8,15,0,0,0,5,8,15
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,3,6,11,0,0,0,3,0,5,0,0,0,3,0,5
SAL50464,8,631,343,977,0,5,6,39,38,77,0,0,0,38,48,86,34,34,71,3716,3484,7198,10,10,19,3762,3530,7292,23,17,41,1685,1549,3231,4,4,6,1714,1573,3279,15,15,24,1474,1351,2826,6,6,11,1491,1372,2866,40,40,79,3734,3512,7251,3,0,9,3786,3556,7345
SAL50465,0,19,7,32,0,0,0,5,3,4,0,0,0,5,3,4,0,0,0,92,83,177,0,0,0,92,83,177,0,6,6,9,17,25,0,0,0,9,22,28,0,0,0,78,70,149,0,0,0,78,70,149,0,3,3,22,27,45,0,0,0,22,27,49
SAL50466,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,20,0,0,0,8,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,5,7,12,0,0,0,4,0,0,0,0,0,4,0,0
SAL50467,0,25,13,43,0,0,0,0,4,4,0,0,0,0,4,4,3,4,6,85,72,161,5,0,5,92,76,170,0,0,0,38,34,69,0,0,0,36,33,70,0,7,5,49,46,98,5,0,5,57,48,104,3,0,0,68,57,125,0,0,0,70,58,131
SAL50468,3,691,385,1079,0,0,3,43,61,105,0,0,0,43,64,107,79,79,159,3779,3908,7689,6,7,14,3866,4003,7868,23,19,41,959,861,1822,0,3,3,977,888,1868,50,40,96,2261,2384,4640,3,9,11,2319,2432,4750,39,53,95,2216,2142,4357,6,7,10,2256,2203,4454
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,0,0,0,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0
SAL50470,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,23,0,0,0,8,18,23,0,0,0,0,0,5,0,0,0,5,0,9,0,0,0,6,11,22,0,0,0,6,18,24,0,0,0,5,0,7,0,0,0,9,0,8
SAL50471,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,96,0,0,0,48,50,96,0,0,0,3,3,14,0,0,0,3,3,14,0,0,0,43,42,85,0,0,0,43,42,85,0,0,0,10,12,19,0,0,0,10,12,19
SAL50472,7,1062,678,1738,3,10,12,61,114,172,0,0,0,63,124,185,119,148,263,3192,3316,6510,21,18,36,3327,3484,6812,30,38,69,526,591,1115,0,0,0,551,630,1181,58,78,133,2252,2290,4539,18,15,26,2323,2379,4704,70,96,168,1260,1431,2685,3,4,8,1331,1534,2864
SAL50473,3,419,210,633,0,4,9,10,25,38,0,0,0,9,33,43,33,29,61,1433,1552,2984,0,9,14,1470,1591,3061,13,21,39,182,192,378,0,0,0,197,218,417,24,20,48,1023,1095,2119,0,10,12,1053,1122,2173,17,30,47,490,569,1060,0,0,8,514,599,1114
SAL50474,0,500,237,733,0,0,0,24,36,61,0,0,0,24,36,61,17,16,35,1871,2002,3872,6,3,6,1895,2012,3910,12,11,15,253,273,524,0,0,3,264,279,542,14,9,25,1346,1480,2827,6,0,7,1368,1496,2860,10,10,22,650,685,1337,0,0,4,661,697,1361
SAL50475,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,42,0,0,0,26,12,42,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,13,7,21,0,0,0,13,7,21,0,0,0,11,7,17,0,0,0,11,7,17
SAL50476,3,415,259,670,4,0,4,20,34,52,0,0,0,19,34,48,19,16,41,1281,1409,2688,4,0,9,1306,1427,2734,9,12,19,313,342,649,0,0,6,324,347,674,6,7,11,525,513,1036,0,0,0,527,524,1058,25,19,36,887,1071,1959,5,0,3,913,1091,1999
SAL50477,0,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,29,79,0,0,0,51,29,79,0,0,0,14,16,29,0,0,0,14,17,29,0,0,0,34,16,52,0,0,0,34,19,52,0,0,0,29,18,53,0,0,0,29,19,53
SAL50478,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,0,0,0,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,4,0,10,0,0,0,3,4,5,0,0,0,3,4,5
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0
SAL50480,0,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,52,97,5,0,5,46,52,100,0,0,0,7,5,13,0,0,0,7,5,13,0,0,0,32,39,73,0,0,0,33,38,73,0,0,0,22,22,41,0,0,0,19,22,41
SAL50481,0,62,15,79,0,0,0,0,3,3,0,0,0,0,3,3,10,7,8,153,143,293,0,0,0,162,141,300,0,0,0,16,12,30,0,0,0,16,12,30,10,7,8,125,112,242,0,0,0,134,119,253,0,0,0,34,37,67,0,0,0,34,37,67
SAL50482,10,2455,1638,4090,9,10,18,152,244,400,0,0,0,166,255,417,408,355,761,9285,9819,19107,34,40,73,9731,10221,19948,67,79,142,1397,1574,2973,0,7,7,1461,1660,3122,221,179,392,6246,6470,12714,24,23,44,6488,6669,13153,191,208,399,3614,4204,7817,12,19,26,3819,4429,8244
SAL50483,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,5,0,4,12,4,21,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,8,6,9,0,0,0,8,6,9,0,0,0,8,0,8,0,0,4,8,5,15
SAL50484,0,336,160,493,0,0,0,22,22,47,0,0,0,23,22,49,38,39,79,1379,1388,2766,9,9,13,1422,1431,2856,4,5,15,243,241,481,0,0,0,252,249,499,27,28,52,815,811,1624,3,0,9,840,846,1686,19,16,28,702,732,1434,4,0,4,724,745,1470
SAL50485,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8
SAL50486,0,27,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,136,227,0,0,0,88,136,224,0,0,0,15,21,36,0,0,0,15,21,36,0,0,0,65,85,142,0,0,0,65,78,141,0,0,0,36,62,99,0,0,0,39,62,100
SAL50487,0,8,6,16,0,0,0,4,0,3,0,0,0,4,0,3,3,4,7,53,56,109,0,0,0,55,56,115,0,0,0,5,9,12,0,0,0,9,9,13,0,0,4,37,34,78,0,0,0,43,36,74,3,3,8,18,23,39,0,0,0,24,19,49
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,9,643,347,992,0,0,0,24,34,57,0,0,0,29,34,60,45,47,88,1935,2298,4229,9,19,34,1989,2371,4357,9,15,25,322,406,732,0,4,7,336,423,762,25,14,43,1260,1482,2745,9,21,27,1294,1521,2815,29,32,63,907,1136,2043,7,4,11,942,1176,2115
SAL50492,3,213,114,321,0,0,0,11,18,26,0,0,0,11,18,26,22,25,47,667,781,1454,8,3,9,694,814,1507,3,4,12,158,158,310,0,0,0,161,162,325,15,14,26,427,474,903,0,9,11,446,488,937,12,12,19,358,431,790,4,5,7,368,452,819
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20,0,0,0,10,11,20,0,0,0,7,3,6,0,0,0,7,3,6,0,0,0,4,7,13,0,0,0,4,7,13,0,0,0,10,8,20,0,0,0,10,8,20
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,18,0,0,0,13,9,22,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,13,7,18,0,0,0,13,9,22,0,0,0,3,0,3,0,0,0,3,0,3
SAL50497,4,413,161,579,3,0,3,16,40,53,0,0,0,17,40,55,37,31,67,933,850,1783,11,8,17,973,890,1863,10,5,10,295,327,624,6,9,11,310,338,647,24,14,38,583,509,1093,4,4,12,608,527,1142,18,14,35,586,609,1190,6,7,18,613,628,1237
SAL50498,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,32,0,0,0,17,14,32,0,0,0,8,4,10,0,0,0,8,4,10,0,0,0,13,9,24,0,0,0,13,9,24,0,0,0,9,10,15,0,0,0,9,10,15
SAL50499,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,15,35,0,0,0,21,22,39,0,0,0,0,4,10,0,0,0,0,4,10,0,0,3,16,14,26,0,0,0,18,12,29,0,0,0,5,10,16,0,0,0,5,10,16
