SAL_CODE_2021,No_bed_ne_sp_Hw_ATSIP,No_bed_ne_sp_Oth_h,No_bed_ne_sp_Tot,One_m_bn_One_ebn_Hw_ATSIP,One_m_bn_One_ebn_Oth_h,One_m_bn_One_ebn_Tot,One_m_bn_Two_ebn_Hw_ATSIP,One_m_bn_Two_ebn_Oth_h,One_m_bn_Two_ebn_Tot,One_m_bn_Thr_ebn_Hw_ATSIP,One_m_bn_Thr_ebn_Oth_h,One_m_bn_Thr_ebn_Tot,One_m_bn_Fou_m_ebn_Hw_ATSIP,One_m_bn_Fou_m_ebn_Oth_h,One_m_bn_Fou_m_ebn_Tot,One_m_bn_Tot_Hw_ATSIP,One_m_bn_Tot_Oth_h,One_m_bn_Tot_Tot,One_m_bs_One_bs_Hw_ATSIP,One_m_bs_One_bs_Oth_h,One_m_bs_One_bs_Tot,One_m_bs_Two_bs_Hw_ATSIP,One_m_bs_Two_bs_Oth_h,One_m_bs_Two_bs_Tot,One_m_bs_Thr_bs_Hw_ATSIP,One_m_bs_Thr_bs_Oth_h,One_m_bs_Thr_bs_Tot,One_m_bs_Fou_m_bs_Hw_ATSIP,One_m_bs_Fou_m_bs_Oth_h,One_m_bs_Fou_m_bs_Tot,One_m_bs_Tot_Hw_ATSIP,One_m_bs_Tot_Oth_h,One_m_bs_Tot_Tot,Tot_Hw_ATSIP,Tot_Oth_h,Tot_Tot
SAL50159,38,240,282,12,35,48,7,5,7,0,0,4,0,0,0,19,40,59,52,408,456,29,537,572,12,153,159,0,11,15,93,1109,1202,165,1470,1633
SAL50160,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,12,0,3,3,0,0,0,0,16,21,0,17,19
SAL50161,0,30,30,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,95,102,6,127,134,0,95,95,0,15,15,9,332,346,9,383,397
SAL50162,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,0,53,53,0,53,53,0,4,4,0,139,142,0,152,152
SAL50163,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,4,4,0,0,0,0,3,3,0,16,16,0,30,30
SAL50164,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,13,13,0,6,7,0,0,0,0,25,26,0,28,31
SAL50165,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,17,19,0,8,8,0,0,0,0,31,37,0,39,43
SAL50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,13,13
SAL50167,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,5,5,0,0,0,0,15,15,4,24,25
SAL50168,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,65,3,118,122,0,32,32,0,9,9,3,218,228,6,253,255
SAL50169,0,39,42,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,3,124,126,3,153,157,0,90,92,0,0,0,6,367,375,8,452,458
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,6,0,0,0,0,0,0,0,11,11,0,11,11
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,9,9,0,15,8
SAL50172,3,32,37,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,4,103,113,0,130,129,5,50,50,0,9,9,9,292,301,12,347,365
SAL50173,15,293,307,3,45,45,4,6,10,0,3,3,0,0,0,7,54,58,32,844,870,32,1062,1094,18,362,381,0,7,7,82,2275,2352,109,2742,2854
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,14,14,0,7,7,0,0,0,0,28,28,0,34,34
SAL50175,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,3,3,0,0,0,0,11,11,0,13,15
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,4,4,0,0,0,0,10,10,0,8,8
SAL50177,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,3,59,67,0,31,31,0,5,5,3,137,140,6,172,176
SAL50178,7,137,148,0,12,11,0,0,0,0,0,0,0,0,0,0,12,11,10,280,289,8,285,289,0,61,63,0,7,7,18,633,648,29,820,853
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,0,131,130,0,13,7,0,3,3,0,0,0,0,0,0,0,16,10,17,332,347,11,497,507,0,200,197,0,23,23,28,1052,1074,35,1241,1270
SAL50181,0,24,20,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,4,60,64,4,97,98,0,84,85,0,27,27,8,268,274,10,312,325
SAL50182,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,4,4,0,3,3,0,0,0,0,11,11,0,13,13
SAL50183,8,88,94,0,10,10,0,0,0,0,0,0,0,0,0,0,10,10,11,462,477,9,532,545,0,365,368,0,22,22,20,1381,1412,41,1555,1596
SAL50184,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,43,3,70,72,0,71,72,0,9,14,8,194,201,9,205,215
SAL50185,23,62,82,6,5,8,3,0,3,0,0,0,0,0,0,9,5,11,21,50,72,21,98,114,5,38,46,0,3,3,47,189,235,92,265,358
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50187,24,128,152,7,20,23,0,0,0,0,0,0,0,0,0,7,20,23,32,249,276,10,306,320,9,126,137,0,13,13,51,694,746,86,885,973
SAL50188,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,0,32,32,0,11,11,0,3,3,0,68,63,6,81,84
SAL50189,6,27,39,0,4,8,0,0,0,0,0,0,0,0,0,0,4,8,6,68,70,5,87,95,0,38,38,0,6,6,11,199,209,27,241,264
SAL50190,133,185,321,31,32,60,23,3,25,9,0,9,0,0,6,63,35,100,117,231,346,45,193,237,6,54,62,0,5,5,168,483,650,409,762,1165
SAL50191,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,13,13,0,4,8,0,0,0,0,23,27,0,36,36
SAL50192,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,16,0,40,42,0,12,12,0,3,3,3,69,73,3,83,83
SAL50193,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,17,17,0,8,8,0,0,0,0,41,41,0,56,56
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,11,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,5,8,11,0,6,11,0,9,9,0,0,0,5,23,31,4,46,45
SAL50196,0,27,25,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,76,79,3,86,91,5,39,38,0,7,7,11,208,215,12,250,264
SAL50197,8,59,68,0,9,10,4,0,3,0,0,0,0,0,0,4,9,13,6,116,124,0,131,137,0,68,68,0,7,7,6,322,336,25,418,439
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,7,7,0,11,11
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,4,0,0,0,0,11,11,0,17,17
SAL50200,24,158,183,3,17,18,0,5,5,0,0,0,0,0,0,3,22,23,29,245,278,29,270,296,0,77,77,0,4,5,58,596,656,103,822,929
SAL50201,9,323,330,0,21,27,0,0,0,0,0,0,0,0,0,0,21,27,7,831,840,5,846,848,3,624,622,0,90,89,15,2391,2399,26,2848,2874
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,0,8,8,0,4,4,0,23,23,0,26,26
SAL50204,0,17,21,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,9,9,0,24,24,0,3,3,0,3,3,0,39,39,3,63,66
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,4,0,11,11,0,12,12
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50207,4,157,158,0,15,17,0,3,3,0,3,3,0,0,0,0,21,23,19,481,498,18,567,590,3,408,408,0,60,56,40,1516,1552,53,1794,1852
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,3,3,0,0,0,0,10,10,0,13,13
SAL50210,10,195,208,0,9,9,0,0,0,0,0,0,0,0,0,0,9,9,15,617,631,5,569,578,0,173,173,0,22,22,20,1381,1404,38,1661,1695
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,4,7
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,6,6
SAL50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,0,3,3,0,0,0,0,14,14,0,20,20
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,3,5,0,0,0,0,13,15,0,16,16
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,13,13
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,23,27,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,66,66,0,105,105,0,52,55,0,7,7,3,230,233,4,268,279
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,9,9,0,8,8
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,5,5,0,0,0,0,13,13,0,14,14
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50221,0,47,53,0,7,7,0,0,0,0,0,0,0,0,0,0,7,7,11,325,331,4,435,441,6,340,340,0,25,25,21,1125,1137,14,1247,1260
SAL50222,0,18,18,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,24,23,0,25,29,0,14,18,0,0,0,0,63,70,3,94,95
SAL50223,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,14,0,0,0,0,3,0,0,20,17,4,32,35
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,0,3,3
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,3,323,329,0,32,32,0,3,3,0,0,0,0,0,0,0,35,35,11,502,511,4,281,286,0,60,61,0,7,7,15,850,865,15,1257,1273
SAL50227,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,6,111,121,3,77,76,0,3,3,9,229,234,10,255,262
SAL50228,0,117,121,0,9,9,0,0,0,0,0,0,0,0,0,0,9,9,0,251,252,8,332,338,3,82,85,0,5,5,11,670,680,20,842,860
SAL50229,27,495,520,6,75,84,0,12,15,0,0,0,0,0,0,6,87,99,50,1435,1487,26,1600,1627,14,591,600,0,37,37,90,3663,3751,138,4516,4659
SAL50230,36,473,504,3,57,62,0,13,18,0,0,0,0,0,0,3,70,80,78,1485,1564,79,2082,2165,30,1266,1293,0,55,55,187,4888,5077,248,5733,5984
SAL50231,123,234,357,42,37,80,10,4,13,3,0,3,3,0,3,58,41,99,122,369,490,75,423,497,18,175,191,4,28,32,219,995,1210,435,1362,1794
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,9,0,5,5,0,0,0,0,19,19,0,18,18
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,23,23,0,12,12,0,0,0,0,59,59,7,69,75
SAL50235,12,130,138,3,13,17,0,3,3,0,0,0,0,0,0,3,16,20,10,258,265,8,300,313,0,39,41,0,5,9,18,602,628,39,786,830
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,5,5,0,0,0,0,16,16,0,24,24
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,3,3
SAL50238,28,0,28,12,0,12,7,0,7,5,0,5,0,0,0,24,0,24,29,11,36,18,11,29,5,3,11,0,0,0,52,25,76,103,30,133
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4
SAL50240,25,188,208,9,41,47,0,8,8,4,0,4,0,0,0,13,49,59,28,387,417,27,639,665,7,164,176,0,14,18,62,1204,1276,94,1524,1616
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,0,5,5,0,0,0,0,15,15,0,11,11
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,4
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,4,0,5,5,0,5,9,3,16,18
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50245,17,904,918,5,152,161,0,44,44,0,8,8,0,0,0,5,204,213,31,2801,2834,25,3343,3369,18,2374,2394,3,229,237,77,8747,8834,113,10335,10444
SAL50246,10,592,602,4,108,114,0,25,30,0,5,5,0,0,0,4,138,149,10,807,818,9,738,746,0,125,125,0,13,14,19,1683,1703,40,2535,2577
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,3,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,50,3,71,76,0,42,48,0,3,3,6,166,177,14,234,253
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50251,12,80,86,3,11,10,0,0,0,0,0,0,0,0,0,3,11,10,15,223,239,14,359,370,4,198,199,0,12,10,33,792,818,40,935,974
SAL50252,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,16,16,0,10,10,0,0,0,0,33,33,0,44,47
SAL50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,8
SAL50255,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,45,45,0,27,27,0,9,9,0,105,105,0,122,131
SAL50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,9,9,0,10,10
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,20,20,0,5,5,0,0,0,0,34,34,0,43,43
SAL50259,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,16,16,0,7,7,0,0,0,0,32,32,0,45,45
SAL50260,0,31,31,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,7,83,85,5,110,113,0,98,98,0,16,16,12,307,312,6,351,362
SAL50261,31,288,321,6,39,45,0,9,10,0,0,0,0,0,0,6,48,55,47,633,681,24,815,838,13,165,172,0,20,23,84,1633,1714,141,2091,2231
SAL50262,3,169,173,0,5,10,0,0,0,0,0,0,0,0,0,0,5,10,3,690,699,5,789,800,0,614,615,0,87,86,8,2180,2200,19,2443,2458
SAL50263,25,446,472,4,51,53,0,9,6,0,4,4,0,0,0,4,64,63,25,934,960,18,1034,1048,6,173,179,0,20,16,49,2161,2203,91,2773,2864
SAL50264,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,18,15,0,3,3,0,3,3,0,28,25,0,33,36
SAL50265,0,21,22,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,63,66,0,62,60,0,54,54,0,16,16,0,195,196,4,218,225
SAL50266,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,0,76,76,0,18,18,0,4,4,0,140,141,4,155,161
SAL50267,0,13,17,0,6,5,0,0,0,0,0,0,0,0,0,0,6,5,0,26,24,6,12,15,0,3,3,0,0,0,6,41,42,5,61,67
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,0,132,139,5,18,19,0,4,4,0,0,0,0,0,0,5,22,23,19,563,581,12,743,758,3,629,636,0,40,40,34,1975,2015,44,2245,2293
SAL50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,0,3,3,0,0,0,0,14,14,0,17,17
SAL50271,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,0,0,0,0,0,0,10,10,0,19,19
SAL50272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,12,12,0,9,9,0,0,0,0,31,31,0,33,33
SAL50273,14,115,133,4,9,14,0,0,3,0,0,0,0,0,0,4,9,17,18,314,334,16,560,580,3,269,272,0,26,26,37,1169,1212,60,1357,1420
SAL50274,0,12,17,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,3,53,58,3,68,67,0,64,65,0,18,18,6,203,208,9,239,251
SAL50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8
SAL50276,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,25,28,0,10,10,0,0,0,0,50,53,0,64,64
SAL50277,8,223,233,3,38,41,0,9,9,3,0,3,0,0,0,6,47,53,27,652,680,20,828,852,16,449,460,3,32,30,66,1961,2022,93,2324,2420
SAL50278,4,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,178,183,5,102,106,0,11,11,0,0,0,13,291,300,13,350,357
SAL50279,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,0,88,90,0,38,38,0,0,0,0,164,169,3,191,195
SAL50280,0,10,10,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,4,10,13,0,16,16,0,8,8,0,0,0,4,34,37,5,54,56
SAL50281,0,62,62,0,12,12,0,5,5,0,0,0,0,0,0,0,17,17,0,137,139,0,189,189,0,62,62,0,11,11,0,399,401,3,491,491
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,5,5
SAL50283,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,11,0,6,6,0,3,3,0,20,23,0,21,22
SAL50284,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,16,16,0,10,10,0,0,0,0,39,39,0,44,41
SAL50285,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,17,17,0,8,8,0,0,0,0,36,36,0,39,39
SAL50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,3,3,0,0,0,0,13,13,0,20,20
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,10,10,0,4,4,0,0,0,0,22,22,0,25,25
SAL50288,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,13,13
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50290,5,62,68,0,9,11,0,0,0,0,0,0,0,0,0,0,9,11,3,138,146,7,218,224,7,142,147,0,19,23,17,517,540,18,634,652
SAL50291,3,28,30,0,7,7,0,0,0,0,0,0,0,0,0,0,7,7,0,86,84,0,104,110,0,92,87,3,12,17,3,294,298,10,352,358
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,8,11
SAL50293,0,180,180,0,35,32,0,0,0,0,0,0,0,0,0,0,35,32,0,441,441,0,338,338,0,244,244,0,46,46,0,1069,1069,4,1328,1337
SAL50294,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,590,594,3,716,723,0,539,539,0,155,155,7,2000,2011,15,2295,2309
SAL50295,0,18,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,31,36,0,43,43,0,22,20,0,0,0,0,96,99,3,128,134
SAL50296,10,767,781,3,47,44,0,0,0,0,0,0,0,0,0,3,47,44,10,1380,1391,0,1026,1029,0,323,323,0,61,64,10,2790,2807,28,3771,3798
SAL50297,32,503,537,13,74,88,3,14,16,0,0,3,0,0,0,16,88,107,46,1320,1365,34,1859,1893,4,841,851,0,36,33,84,4056,4142,142,4896,5039
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50299,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,46,604,648,6,100,100,6,13,15,0,4,4,0,0,0,12,117,119,41,1049,1092,35,1011,1042,6,256,268,0,26,28,82,2342,2430,136,3260,3402
SAL50302,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,3,3,0,10,10,0,15,15
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,8,237,240,6,25,22,0,5,5,0,0,0,0,0,0,6,30,27,8,302,309,0,82,81,0,53,58,0,0,0,8,437,448,22,725,745
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,0,3,3,0,0,0,0,14,14,0,17,17
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,10,10,0,5,9,0,0,0,0,27,34,4,35,33
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50309,3,27,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,94,95,3,142,142,11,140,149,0,8,8,17,384,394,22,429,446
SAL50310,38,269,308,3,47,51,0,4,6,0,3,3,0,0,0,3,54,60,46,794,842,42,1054,1097,6,439,448,0,34,34,94,2321,2421,155,2797,2950
SAL50311,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,9,0,4,4,0,0,0,0,18,18,0,20,20
SAL50312,0,27,28,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,5,62,67,3,98,97,0,41,41,0,3,3,8,204,208,7,249,254
SAL50313,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,5,15,16,0,38,33,0,13,13,0,3,3,5,69,65,3,77,82
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,8,8,0,13,13
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,0,7,7
SAL50316,25,932,957,0,74,78,0,6,6,0,0,0,0,0,0,0,80,84,35,2723,2751,9,1999,2015,4,439,448,0,65,62,48,5226,5276,86,6455,6539
SAL50317,0,12,17,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,21,21,4,21,21,0,10,10,0,8,8,4,60,60,0,85,86
SAL50318,5,67,71,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,3,280,281,9,431,439,4,382,381,0,54,57,16,1147,1158,21,1288,1310
SAL50319,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,7,7,0,6,6
SAL50320,28,230,253,15,23,30,0,3,6,0,6,6,0,0,0,15,32,42,34,489,524,20,580,602,10,266,278,0,21,21,64,1356,1425,119,1706,1825
SAL50321,4,145,148,0,19,19,0,5,5,0,0,0,0,0,0,0,24,24,8,486,491,5,599,604,3,498,508,0,87,87,16,1670,1690,25,1906,1924
SAL50322,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,62,3,65,65,0,47,47,0,3,3,6,178,177,8,209,210
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50324,17,395,417,8,41,52,0,4,3,0,3,4,0,0,0,8,48,59,20,761,782,24,959,978,5,128,131,0,9,9,49,1857,1900,78,2434,2515
SAL50325,0,73,78,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,184,188,0,169,169,0,93,93,0,31,31,4,477,481,4,585,583
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
