SAL_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
SAL50420,0,6,0,6,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,17,3,20,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,11,6,15,0,9,0,9,0,4,0,4,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,26,8,39
SAL50421,0,11,0,11,0,4,0,4,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,20,12,37,0,16,0,16,0,6,0,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,26,8,32,0,26,0,26,0,10,0,10,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,51,17,67
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,19,2425,9,2448,8,205,0,209,11,393,0,403,9,55,0,59,0,33,0,37,0,17,0,17,0,33,151,190,48,3156,164,3365,18,2786,4,2809,5,212,0,222,18,416,0,434,0,74,0,76,0,73,0,75,0,18,0,15,6,46,136,182,53,3622,145,3814,39,5209,10,5256,13,414,0,426,32,807,0,843,6,126,3,134,4,106,0,112,0,32,0,38,4,80,286,371,96,6775,302,7181
SAL50424,3,47,0,56,0,10,0,12,0,60,0,60,0,16,0,16,0,11,0,10,0,0,0,0,0,3,15,24,7,150,20,176,3,61,0,62,0,19,0,19,11,47,0,59,0,10,0,10,0,0,0,3,0,0,0,0,0,7,6,12,5,146,5,162,4,112,0,116,0,31,0,32,11,108,0,119,0,23,0,23,0,15,5,14,0,0,0,0,0,12,21,35,17,298,23,346
SAL50425,0,4,0,4,0,5,0,5,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,15,4,16,0,5,0,5,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,16,4,15,0,8,0,8,0,6,0,6,0,14,0,14,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,32,4,39
SAL50426,8,219,0,227,6,77,0,85,5,159,0,162,0,22,0,22,0,13,0,13,0,0,0,0,0,3,38,48,20,492,42,552,5,313,0,324,4,77,0,85,14,108,0,118,3,16,0,18,0,11,0,15,0,0,0,0,0,5,27,31,29,528,27,585,17,531,0,545,14,156,0,168,21,263,0,286,3,38,0,43,0,22,0,22,0,0,0,0,4,8,69,77,49,1018,69,1142
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50428,0,3,0,3,0,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,3,17,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,9,0,9,0,0,0,0,3,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,25,5,28
SAL50429,0,10,0,10,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,13,0,13,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,24
SAL50430,0,9,0,9,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,23,3,22,0,11,0,13,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,27,0,21,0,28,0,3,0,3,0,7,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,3,38,3,51
SAL50431,13,1062,13,1089,3,305,0,314,15,761,7,789,8,183,0,193,0,119,3,119,0,9,0,9,4,98,139,241,47,2536,163,2744,20,1268,10,1294,3,312,8,318,24,879,7,911,6,194,0,202,0,135,4,137,0,6,0,8,4,143,124,267,59,2938,145,3139,30,2331,22,2381,11,618,9,635,41,1641,13,1698,12,375,3,392,0,251,5,257,0,18,0,17,11,242,262,509,104,5475,305,5885
SAL50432,0,3,0,3,0,6,0,6,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,10,0,10,0,4,0,4,0,9,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
SAL50433,0,7,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,8,11,21,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,9,15,24,0,10,0,10,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,18,26,42
SAL50434,0,8,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,4,12,0,13,0,13,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,8,0,17,3,26
SAL50435,0,29,0,29,3,13,0,15,0,31,0,27,0,3,0,3,0,3,0,3,0,0,0,0,0,3,16,22,4,87,17,109,0,50,0,50,0,16,0,16,0,20,0,20,0,4,0,6,0,4,0,4,0,0,0,0,0,0,17,21,0,91,17,107,0,85,0,81,3,26,0,29,0,47,0,50,0,8,0,8,0,8,0,8,0,0,0,0,0,4,34,37,4,180,34,219
SAL50436,0,28,0,34,0,6,0,6,0,17,0,17,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,65,3,68,0,32,0,32,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,56,0,53,0,63,0,65,0,18,0,18,0,27,0,27,0,9,0,10,0,0,0,0,0,0,0,0,0,6,4,9,0,120,9,123
SAL50437,0,42,0,41,0,6,0,6,3,29,0,29,0,4,0,4,0,4,0,6,0,0,0,0,0,6,20,29,7,95,26,125,5,42,0,43,0,8,0,13,3,24,0,30,0,5,0,9,0,0,0,5,0,0,0,0,0,10,21,27,9,98,21,122,3,89,0,91,0,16,0,20,3,51,0,58,0,9,0,16,5,8,0,7,0,0,0,0,0,20,40,57,13,191,44,244
SAL50438,15,3992,10,4022,0,399,0,405,5,856,0,861,0,109,0,109,0,63,0,63,0,7,0,12,3,83,142,228,27,5509,157,5693,13,4285,14,4311,0,429,0,433,3,956,3,964,0,115,0,117,0,103,0,102,3,11,0,12,0,82,114,207,26,5984,135,6143,32,8276,28,8332,0,828,0,838,7,1813,3,1824,0,225,0,230,0,167,0,165,3,21,0,24,3,163,261,434,61,11492,286,11837
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50441,13,1297,8,1314,7,258,0,263,3,435,0,438,0,61,0,66,4,24,0,23,0,0,0,0,0,32,199,225,20,2099,213,2334,12,1575,4,1583,0,209,0,212,3,424,4,429,0,51,0,48,0,24,0,25,0,0,0,0,0,26,145,171,15,2308,156,2480,21,2869,13,2898,6,471,4,476,5,858,5,868,0,109,0,113,4,47,4,51,0,4,0,4,0,58,343,400,39,4409,370,4816
SAL50442,7,17,0,22,4,0,0,8,5,12,0,13,0,0,0,3,4,0,0,4,6,0,0,6,0,0,6,6,25,30,6,62,8,27,0,34,3,0,0,5,15,3,0,11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,23,27,9,66,15,40,0,56,8,3,0,10,16,12,0,29,6,0,0,3,4,0,0,4,5,0,0,5,0,0,16,18,57,60,16,131
SAL50443,0,11,0,11,0,0,0,0,0,7,0,7,0,5,0,5,0,4,0,4,0,0,0,0,0,0,3,5,0,26,3,30,0,8,0,8,0,0,0,0,0,9,0,9,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,15,0,15,0,0,0,0,0,11,0,11,0,8,0,3,0,3,0,3,0,0,0,0,0,0,5,9,0,40,5,45
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL50445,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,12,0,14,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,19,3,20
SAL50446,0,75,0,80,0,22,0,26,0,60,0,62,0,9,0,11,0,14,0,14,0,0,0,0,0,0,21,23,3,182,24,209,0,79,5,89,0,19,4,22,3,62,0,61,0,10,0,6,0,5,0,5,0,0,0,0,0,4,11,16,6,180,18,208,0,153,7,165,3,41,4,45,0,126,0,126,0,16,0,23,0,18,0,26,0,0,0,0,3,6,33,36,9,362,45,416
SAL50447,0,35,0,35,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,44,5,50,0,40,0,40,0,9,0,9,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,46,3,51,0,73,0,73,0,10,0,10,0,12,0,12,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,11,0,93,12,102
SAL50448,0,4,0,4,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,18,3,19,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,9,0,9,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,35,3,35
SAL50449,0,9,0,9,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,13,0,13,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22
SAL50450,0,22,0,22,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,37,4,40,0,22,0,22,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,32,3,31,0,43,0,43,0,6,0,3,0,17,0,17,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,10,0,70,10,73
SAL50451,0,3,0,3,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,16,3,21,0,14,0,14,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,29,3,32
SAL50452,9,585,3,599,0,170,0,172,11,505,3,525,4,107,0,113,3,70,0,71,0,8,0,8,0,25,83,108,34,1476,91,1595,21,709,5,735,9,210,0,218,18,482,0,496,3,94,0,96,0,81,4,92,0,3,0,6,0,32,70,99,56,1612,76,1743,31,1292,8,1333,16,379,0,390,28,990,5,1021,11,199,3,209,0,157,4,162,0,9,0,15,3,58,150,207,85,3081,164,3331
SAL50453,11,1663,0,1668,4,157,0,158,9,316,0,326,6,62,0,62,0,81,0,81,0,32,0,32,0,54,130,183,19,2363,133,2522,11,1635,4,1654,5,147,0,148,9,284,0,297,6,66,0,75,0,77,0,83,0,43,0,43,0,48,95,144,33,2306,102,2442,18,3296,4,3320,8,300,0,308,16,603,0,625,12,127,0,136,0,158,0,159,0,78,0,78,0,103,225,329,55,4670,232,4955
SAL50454,6,85,3,91,8,34,0,42,13,85,0,101,6,11,0,12,8,17,0,22,0,0,0,5,5,10,28,34,39,247,29,304,15,98,0,108,13,26,0,39,11,69,0,80,0,12,0,13,6,3,0,6,0,0,0,0,4,8,20,33,48,213,25,285,18,179,4,201,17,66,0,80,21,157,0,180,5,16,0,27,8,23,0,33,4,5,0,7,6,14,47,64,86,455,51,594
SAL50455,0,7,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,14,8,20,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,4,15,0,9,0,9,0,8,0,8,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,8,0,24,8,32
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7
SAL50457,12,2062,9,2087,0,169,0,178,6,328,0,334,0,45,0,47,0,48,0,47,0,9,0,9,0,60,132,194,24,2713,147,2885,16,2371,4,2383,8,153,0,155,5,342,0,355,0,44,5,46,0,50,0,48,0,3,0,3,0,90,126,218,22,3057,133,3216,28,4435,13,4473,6,320,4,335,6,673,5,684,4,82,4,92,0,95,6,100,0,7,0,7,0,149,263,409,49,5772,288,6100
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,7,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SAL50459,0,10,0,13,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,19,4,21,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,6,13,0,12,0,16,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,25,9,31
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,7
SAL50462,0,5,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,4,23,0,10,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,21,0,20,0,15,0,15,0,4,0,4,0,12,0,12,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,7,0,32,5,40
SAL50463,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SAL50464,26,4094,9,4137,7,296,0,306,11,414,5,433,4,67,0,71,0,39,0,41,0,26,0,31,7,96,513,607,55,5044,522,5627,25,3848,3,3870,11,230,0,243,8,390,0,399,3,47,0,54,3,49,0,52,0,30,0,30,0,85,342,428,51,4674,349,5072,52,7944,13,8005,21,531,0,550,19,806,3,834,6,116,0,123,5,88,0,92,0,53,0,53,10,177,851,1035,108,9718,869,10694
SAL50465,0,45,0,45,0,10,0,10,0,25,0,25,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,84,0,84,0,50,0,50,0,3,0,3,0,24,0,25,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,80,0,84,0,94,0,94,0,18,0,18,0,47,0,48,0,6,0,5,0,3,0,3,0,0,0,0,0,0,0,0,3,169,0,170
SAL50466,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,5,12,0,7,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,20,5,18
SAL50467,0,32,0,32,0,16,0,13,0,50,0,47,0,13,0,14,0,3,0,8,0,4,0,4,0,12,25,37,0,127,32,151,0,28,0,29,0,8,0,8,0,42,0,42,4,18,0,18,0,5,0,7,0,0,0,0,0,11,20,30,4,108,20,138,0,61,0,65,0,22,0,22,0,86,0,87,4,32,0,38,0,11,0,10,0,4,0,4,0,21,46,68,5,234,53,289
SAL50468,33,3019,4,3059,9,235,0,242,13,444,0,458,3,62,0,68,0,58,0,58,0,38,0,37,4,55,303,359,63,3910,308,4286,29,3136,9,3172,15,210,0,224,24,382,3,403,3,62,0,63,3,88,0,94,0,35,3,40,0,54,243,293,72,3964,250,4288,70,6154,11,6235,15,451,0,465,36,827,3,864,8,126,0,137,4,141,0,147,3,74,3,80,5,106,540,651,139,7879,558,8579
SAL50469,0,6,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,8,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,18,7,18
SAL50470,0,8,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,6,15,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,6,11,0,10,0,14,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,20,5,29
SAL50471,0,26,0,26,0,0,0,0,0,9,0,9,0,3,0,3,0,3,0,0,0,0,0,0,0,3,9,10,0,43,12,51,0,23,0,29,0,4,0,4,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,42,16,58,0,49,0,54,0,10,0,10,0,16,0,16,0,3,0,3,0,6,0,9,0,0,0,0,0,5,22,27,0,87,28,114
SAL50472,20,1128,7,1151,17,400,0,419,26,1014,3,1049,13,185,0,193,3,132,0,135,3,14,0,11,0,49,237,293,79,2917,253,3251,40,1415,9,1459,16,420,3,439,43,1024,0,1067,8,153,3,159,5,125,5,130,0,6,0,11,4,56,185,247,117,3199,201,3512,65,2538,16,2611,32,822,6,856,73,2037,5,2116,18,340,5,360,6,257,5,264,3,16,0,18,5,108,423,537,195,6114,452,6765
SAL50473,7,710,0,719,4,126,0,133,12,295,0,311,6,52,0,60,0,55,0,55,0,21,0,21,0,24,71,100,30,1278,80,1391,15,845,0,861,4,117,0,126,10,304,3,320,5,55,0,59,0,60,0,60,0,19,0,19,3,21,68,86,40,1417,81,1540,20,1553,9,1575,12,245,0,262,25,601,4,631,6,109,0,115,0,116,0,116,0,39,0,39,0,42,142,191,68,2698,155,2927
SAL50474,10,1089,0,1099,6,160,0,162,0,308,0,319,5,54,0,56,0,23,0,22,0,8,0,8,0,20,64,84,12,1657,72,1741,8,1206,0,1210,0,185,0,191,0,322,0,326,0,34,0,34,0,29,0,29,0,3,0,3,0,51,37,85,9,1828,35,1874,9,2292,0,2306,6,348,3,357,9,635,3,638,5,87,0,87,0,53,0,50,0,7,0,7,0,71,103,171,21,3482,111,3617
SAL50475,0,5,0,5,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,14,9,27,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,10,12,23,0,16,0,16,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,29,19,48
SAL50476,10,679,0,685,7,127,0,136,0,238,0,244,4,33,0,35,0,20,0,20,0,0,0,0,0,11,95,100,23,1108,91,1221,8,866,6,877,5,128,0,134,4,247,0,251,0,19,0,19,0,13,0,9,0,3,0,3,0,11,53,63,10,1284,56,1355,13,1541,3,1560,7,257,0,266,4,485,0,493,4,52,0,58,0,27,0,30,0,10,0,10,0,20,147,162,35,2393,146,2577
SAL50477,0,29,0,29,0,6,0,6,0,11,0,11,0,5,0,5,0,4,0,4,0,0,0,0,0,0,0,3,0,61,0,63,0,26,0,28,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,44,0,52,0,54,0,11,0,12,0,24,0,24,0,12,0,12,0,4,0,4,0,0,0,0,0,0,3,8,0,103,5,105
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,9,5,13,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,13,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,11,6,22
SAL50479,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50480,0,20,0,20,0,4,0,4,0,17,0,21,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,45,8,50,0,28,0,28,0,9,0,9,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,52,7,58,0,43,0,43,0,10,0,14,0,30,0,37,0,6,0,6,0,0,0,0,0,0,0,0,0,0,8,11,0,97,12,106
