LGA_CODE_2021,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85_yr_over,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85_over,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85_yr_over,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85_yr_over,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85_yr_over,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85_yr_over,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85_ov,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85_over,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85_ov,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85_yr_over,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85_yr_over,M_Inad_desc_Ns_Tot
LGA54280,5,5,8,9,4,3,3,0,0,37,83,287,916,861,703,515,77,3,0,3456,17,40,110,131,87,90,19,0,0,493,6,11,24,42,27,39,7,0,0,162,54,100,224,182,156,157,35,3,0,914,3,27,79,85,66,44,10,0,0,315,83,59,55,57,47,49,12,4,0,380,95,41,47,44,17,30,9,4,0,294,6,36,99,103,159,160,68,0,0,635,0,3,9,8,8,5,0,0,0,38,0,0,0,9,6,4,0,0,0,32,6,16,29,22,22,23,6,3,0,121,14,36,72,54,59,41,17,3,0,298,3,12,23,17,23,22,4,3,0,101,10,15,76,87,85,81,24,0,0,379,3,10,48,40,41,45,21,0,0,206,8,24,59,64,51,37,14,3,0,252,5,6,4,5,0,11,3,0,0,34,34,60,95,91,83,54,12,0,0,425,32,43,104,82,79,63,23,3,0,420
LGA54310,0,0,4,0,4,9,8,0,0,27,22,125,655,971,731,409,39,0,0,2957,11,21,57,68,57,44,11,0,0,280,4,9,38,44,40,35,6,0,0,180,41,97,379,348,248,191,36,5,0,1344,12,9,34,40,32,25,7,0,0,155,76,33,53,43,19,18,7,0,0,242,83,29,69,65,41,35,9,0,0,333,7,18,88,156,158,100,36,0,0,564,0,3,15,9,0,3,0,0,0,25,0,0,0,7,0,0,0,0,0,9,4,9,27,25,25,24,0,0,0,104,0,12,65,59,42,36,8,0,0,222,18,18,71,55,51,31,7,0,0,247,0,14,59,90,88,70,16,0,0,344,0,8,35,42,33,26,8,0,0,154,8,4,31,18,23,26,9,0,0,121,6,5,14,3,10,5,0,0,0,42,18,27,58,68,49,16,8,0,0,252,20,36,121,124,89,64,11,0,0,463
LGA54340,8,10,39,32,35,36,17,11,0,195,0,0,5,0,4,0,0,0,0,14,8,20,58,42,40,38,3,0,0,209,4,6,3,5,3,4,0,0,0,23,4,9,16,13,8,15,3,0,0,65,3,10,11,10,8,11,0,0,0,55,10,12,21,15,5,11,3,0,0,71,6,3,4,9,6,8,0,0,0,31,0,0,5,4,11,8,5,0,0,39,0,0,0,5,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,0,3,4,6,9,6,0,0,15,0,5,5,6,5,3,4,0,0,21,0,4,10,9,13,13,3,0,0,55,0,0,8,8,9,8,4,0,0,33,0,7,0,10,4,14,10,0,0,39,0,0,0,0,0,0,0,0,0,0,8,15,5,3,9,7,3,0,0,55,7,5,7,6,6,15,0,0,0,56
LGA54410,0,4,11,18,18,16,9,0,0,83,0,0,0,3,5,0,0,0,0,10,5,0,7,0,3,5,0,0,0,19,0,0,0,3,0,3,0,0,0,10,0,4,3,6,7,7,0,0,0,24,0,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,10,0,0,0,0,8,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,7,3,11,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,6,3,3,0,12
LGA54480,0,9,19,31,23,17,9,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA54550,11,21,31,68,56,68,37,10,0,297,0,0,3,0,0,4,0,0,0,9,0,6,9,9,4,7,0,0,0,34,0,0,0,0,0,0,0,0,0,3,3,3,3,3,8,9,4,0,0,32,0,0,5,0,6,0,0,0,0,11,0,0,0,4,3,0,0,0,0,15,0,0,0,0,0,4,0,0,0,8,0,0,3,3,4,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,13,0,3,4,4,11,8,8,0,0,37
LGA54620,3,9,18,25,29,21,13,8,7,136,0,18,52,43,29,29,3,0,0,171,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,3,0,16,5,6,13,0,0,0,49,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,5,0,0,0,5,0,0,5,0,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,3,8,6,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,5,0,0,0,7
LGA54690,3,3,3,11,11,12,11,3,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,4,8,22,31,37,30,18,12,0,154,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,3
LGA54830,3,12,16,22,22,18,8,3,0,106,13,49,242,266,209,108,9,0,0,903,42,121,251,344,303,174,42,3,0,1289,3,4,44,55,52,26,0,0,0,188,56,165,434,401,292,199,27,0,0,1581,10,32,103,138,93,52,14,0,0,438,105,124,200,178,117,60,11,0,0,791,207,100,105,76,52,14,3,0,0,568,13,45,227,277,190,153,37,0,0,946,3,13,33,29,9,5,0,6,0,91,0,9,41,55,23,12,0,0,0,135,0,4,27,36,14,17,5,0,0,99,7,36,157,205,109,48,10,6,0,580,7,26,72,68,62,44,16,0,0,301,0,52,173,210,152,99,24,5,0,719,16,12,59,83,53,47,15,0,0,289,5,40,133,133,105,61,22,5,0,499,12,18,32,31,19,11,0,0,0,136,24,60,130,112,71,49,8,4,0,460,31,73,179,178,157,88,27,0,0,728
LGA54900,13,9,35,47,59,55,33,10,0,253,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,3,8,5,9,3,0,0,28,0,0,11,4,0,8,4,0,0,35,0,3,0,0,5,7,0,0,0,16,0,0,0,0,4,0,0,0,0,9,3,0,3,4,4,8,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,3,3,4,0,0,21,0,3,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,16,0,4,3,0,3,9,0,0,0,18
LGA54970,0,4,5,0,0,5,0,0,0,6,5,58,269,274,273,194,29,0,0,1099,0,0,3,0,7,10,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,6,13,7,12,11,0,0,0,46,0,0,0,5,6,0,0,0,0,18,0,0,5,0,0,0,0,0,0,3,0,5,9,10,7,13,4,0,0,42,0,0,0,0,12,13,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,0,0,3,3,5,6,3,0,0,23,0,6,7,4,4,3,0,0,0,26,0,0,6,0,0,0,4,0,0,22,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,13,0,3,0,4,4,0,0,0,0,15
LGA55040,0,0,0,0,0,0,0,0,0,11,11,60,241,225,153,96,17,0,0,804,0,4,14,21,21,9,0,0,0,68,0,0,3,0,5,0,0,0,0,10,0,10,15,17,16,8,4,0,0,66,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,6,0,3,6,5,3,3,0,0,0,22,0,0,8,11,12,13,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,16,0,0,3,0,3,5,0,0,0,10,0,4,15,8,6,0,0,0,0,33,0,0,0,0,6,11,0,0,0,22,0,4,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,11,4,0,0,0,0,0,23,0,3,3,10,5,0,0,0,0,25
LGA55110,5,13,29,32,28,30,21,6,0,167,28,135,533,673,634,479,84,0,0,2565,59,135,338,403,528,483,61,9,0,2017,0,22,73,97,116,75,13,0,0,397,152,293,602,599,625,546,122,5,0,2939,14,26,49,65,81,94,31,0,0,366,242,245,252,171,181,165,66,9,0,1332,424,155,151,120,88,77,28,0,0,1042,15,48,95,150,216,224,108,23,0,887,6,9,13,21,18,17,4,0,0,94,0,6,17,36,33,32,17,7,0,147,0,8,27,26,47,41,32,9,0,188,8,48,119,129,141,149,56,0,0,655,21,39,97,101,92,114,52,8,0,517,5,31,138,178,238,192,57,4,0,849,13,38,93,110,132,175,59,8,0,626,11,58,115,150,123,146,63,13,0,674,30,27,28,27,30,26,8,7,0,187,51,65,134,96,124,105,37,4,0,617,65,90,186,170,178,131,59,13,3,906
LGA55180,16,41,113,101,110,137,97,25,9,661,0,0,25,25,22,17,4,0,0,91,15,13,21,28,32,46,9,0,0,164,0,0,5,7,5,10,0,0,0,28,27,32,42,39,32,54,20,0,0,242,7,6,6,5,15,8,8,0,0,56,20,12,23,22,35,19,7,4,0,151,23,9,20,18,18,20,16,0,0,121,4,15,6,18,26,36,12,3,0,133,0,0,4,0,0,5,0,0,0,8,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,10,0,4,8,4,7,5,11,0,0,38,0,0,18,10,14,7,9,4,0,63,0,0,23,31,61,41,10,0,0,168,0,4,6,13,12,19,3,0,0,61,3,0,14,8,10,16,13,4,0,71,0,0,4,4,4,12,3,0,0,29,6,12,12,9,14,15,8,0,0,89,14,14,20,20,18,32,13,6,0,134
LGA55250,0,0,5,4,0,5,7,0,0,26,3,44,150,125,120,72,23,0,0,534,0,0,3,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,12,12,8,7,0,0,0,38,0,0,0,6,0,0,0,0,0,3,0,4,6,0,0,6,0,0,0,23,0,4,14,4,8,5,0,0,0,46,0,0,4,3,10,11,4,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,3,4,0,0,0,17,0,0,0,0,3,3,0,0,0,16,0,0,9,3,7,14,0,0,0,27,0,0,6,7,5,6,3,0,0,27,0,0,5,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,4,5,0,0,24,0,4,0,3,4,0,0,0,0,13
LGA55320,6,16,17,24,30,39,13,4,0,143,10,72,338,590,566,337,80,5,3,2002,69,110,244,312,406,352,108,19,3,1620,0,7,63,88,82,68,30,0,0,345,133,280,596,691,659,481,146,24,0,3012,31,67,117,177,228,174,71,11,0,871,366,402,340,240,250,211,82,9,0,1904,508,291,204,159,141,103,33,3,0,1448,38,94,190,273,322,286,110,13,0,1312,3,30,55,64,59,35,12,0,0,261,0,41,143,167,211,148,52,14,5,772,4,30,79,119,118,91,76,16,0,523,28,208,516,824,765,477,225,32,0,3071,35,67,100,117,108,108,62,4,0,618,17,67,209,316,406,331,113,5,0,1461,71,119,291,295,307,366,153,27,0,1631,24,138,415,431,390,310,122,27,0,1848,87,75,93,76,65,48,26,3,0,471,57,71,141,122,132,136,67,12,0,738,53,118,227,307,281,239,88,29,3,1349
LGA55390,0,0,0,0,0,0,0,0,0,0,3,32,117,122,105,58,14,0,0,451,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,9,6,8,8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,16,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,10,0,6,3,3,0,0,0,0,0,11,0,5,0,4,0,3,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,3
LGA55460,10,9,27,22,33,26,21,7,0,148,0,3,7,11,14,9,0,0,0,38,3,0,4,11,8,3,0,0,0,25,0,3,17,8,15,3,5,0,0,49,0,12,8,17,14,15,3,0,0,67,4,6,15,19,14,15,0,0,0,66,8,10,12,4,4,8,5,0,0,51,5,3,0,0,5,3,0,0,0,19,3,7,23,12,13,21,11,0,0,90,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,4,0,6,3,0,0,0,13,0,5,13,5,15,14,3,0,0,49,4,0,5,5,3,4,6,0,0,25,0,0,3,5,13,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,4,9,9,4,12,3,3,0,0,41,4,0,6,3,10,9,0,0,0,36
LGA55530,0,7,16,10,11,13,5,4,0,60,0,0,0,0,0,5,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,4,9,35,37,56,42,25,14,0,220,0,0,4,5,4,6,3,0,0,21,0,0,0,0,7,4,0,0,0,14,0,0,4,0,4,3,5,0,0,14,3,8,9,7,7,9,3,0,0,53,6,6,7,4,3,14,6,0,0,44,5,3,4,5,5,11,3,0,0,28,3,0,0,0,0,3,0,0,0,13,0,0,0,5,8,12,10,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,6,0,0,0,0,6,0,0,0,0,10,0,0,3,4,10,11,3,0,0,34,0,0,4,5,4,6,8,0,0,22,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,9,11,5,4,0,0,0,36,4,3,0,0,3,4,4,0,0,25
LGA55670,0,8,10,16,17,9,9,0,0,60,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,3,0,0,0,10,0,0,3,3,4,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA55740,0,0,3,0,9,3,9,0,0,32,0,9,23,59,51,30,15,0,0,191,9,6,13,19,25,10,8,3,0,93,0,0,0,5,4,3,5,0,0,21,8,12,30,42,53,31,6,3,0,189,0,6,8,19,16,12,6,0,0,66,18,32,35,16,29,16,14,3,0,165,30,21,27,18,13,6,3,3,0,123,3,8,16,18,19,13,11,0,0,80,0,5,3,0,5,11,3,0,0,27,0,7,8,15,16,18,3,5,0,89,3,0,9,11,29,16,6,3,0,80,0,21,55,79,72,65,31,6,0,347,5,11,12,8,12,5,3,0,0,48,3,3,11,23,37,21,9,4,0,110,11,15,20,15,16,21,7,6,0,111,0,10,33,59,58,45,18,0,0,220,3,7,8,3,0,5,4,0,0,37,0,11,11,8,9,9,0,0,0,54,9,9,16,30,35,24,8,0,0,127
LGA55810,0,0,0,0,3,0,4,0,0,9,0,19,52,62,57,41,8,0,0,233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,4,0,0,0,0,0,14,0,0,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,4,0,0,0,0,6,0,0,0,6,3,9,0,0,0,15,0,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9
LGA55880,0,6,15,19,24,17,7,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,11,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3
LGA55950,0,0,7,11,15,16,17,3,0,75,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,5,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,7
