LGA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
LGA56090,..,4,462,1048,1436,1640,1423,806,150,6981,..,79,417,329,316,282,136,44,8,1605,..,0,15,55,114,72,41,14,16,326,3212,..,..,..,..,..,..,..,..,3212,..,892,..,..,..,..,..,..,..,892,..,844,415,143,91,42,10,0,0,1540,..,60,64,32,39,43,34,23,12,305,..,51,37,17,22,14,14,5,0,158,..,39,47,41,46,61,42,11,5,293,..,28,111,116,206,270,272,157,64,1232,56,62,44,52,42,21,22,16,8,311,0,0,5,3,0,6,4,0,0,17,3269,2058,1624,1846,2315,2445,1994,1081,257,16876,..,15,678,1325,1646,1715,1350,558,75,7363,..,128,482,414,358,256,107,36,3,1786,..,17,116,235,320,197,88,73,43,1090,2972,..,..,..,..,..,..,..,..,2972,..,920,..,..,..,..,..,..,..,920,..,564,234,81,50,33,10,0,0,967,..,72,27,12,20,57,85,80,45,394
LGA56160,..,0,4,0,4,3,0,0,0,13,..,0,3,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,9,5,7,0,0,0,42,..,0,3,3,3,6,0,0,0,14,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,9,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA56230,..,14,211,388,530,629,694,458,105,3036,..,72,176,147,130,128,76,27,9,760,..,3,14,40,52,34,21,5,10,177,1531,..,..,..,..,..,..,..,..,1531,..,268,..,..,..,..,..,..,..,268,..,337,141,76,49,27,5,0,0,637,..,42,21,8,10,17,21,5,8,133,..,30,27,18,8,9,5,0,0,97,..,17,38,14,22,26,22,6,4,142,..,21,61,72,129,175,220,140,51,863,29,39,28,23,17,20,25,8,0,191,3,0,0,0,0,0,0,0,0,8,1564,832,734,783,954,1059,1074,651,179,7835,..,17,318,518,611,706,706,343,46,3259,..,109,241,180,140,127,62,22,5,880,..,17,112,161,150,68,45,29,11,597,1461,..,..,..,..,..,..,..,..,1461,..,367,..,..,..,..,..,..,..,367,..,258,78,28,13,17,0,0,0,392,..,26,13,5,11,24,50,27,22,181
LGA56300,..,0,6,30,26,52,94,45,4,262,..,0,13,18,12,17,12,5,0,74,..,0,0,3,3,5,0,0,0,14,85,..,..,..,..,..,..,..,..,85,..,12,..,..,..,..,..,..,..,12,..,20,6,9,0,0,0,0,0,40,..,0,0,0,0,0,3,0,0,7,..,4,0,0,0,4,0,0,0,8,..,0,0,4,4,8,0,0,0,21,..,0,0,8,16,23,28,14,3,97,5,0,4,4,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,88,38,33,77,70,106,151,66,11,649,..,0,10,40,39,72,85,29,3,276,..,0,15,21,15,16,14,3,0,85,..,0,7,5,3,9,0,4,0,21,83,..,..,..,..,..,..,..,..,83,..,18,..,..,..,..,..,..,..,18,..,5,3,0,3,0,0,0,0,13,..,0,0,0,0,0,0,3,0,9
LGA56370,..,0,14,24,23,24,25,18,7,139,..,4,12,5,8,3,3,0,0,30,..,0,0,0,0,0,0,0,0,4,69,..,..,..,..,..,..,..,..,69,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,4,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,5,3,0,0,0,0,13,..,3,10,3,3,11,13,0,5,43,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,69,19,42,35,43,46,37,26,9,320,..,0,20,21,28,28,20,19,7,139,..,0,14,10,6,0,0,0,0,35,..,0,3,3,0,0,0,3,0,12,64,..,..,..,..,..,..,..,..,64,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3
LGA56460,..,3,64,101,133,151,154,79,17,701,..,30,52,34,32,15,16,0,3,179,..,0,3,8,18,11,3,0,0,50,356,..,..,..,..,..,..,..,..,356,..,54,..,..,..,..,..,..,..,54,..,72,22,12,14,9,0,0,0,126,..,7,11,0,3,7,7,0,0,33,..,10,4,6,0,0,0,0,0,25,..,13,27,5,4,6,5,5,0,74,..,19,47,20,54,62,62,23,15,307,8,8,8,4,6,0,4,3,0,47,0,0,0,0,0,0,0,0,0,0,363,215,230,196,264,265,252,124,41,1948,..,9,78,135,132,183,125,58,3,722,..,36,62,38,21,27,8,0,0,186,..,5,27,49,41,20,8,4,7,161,363,..,..,..,..,..,..,..,..,363,..,68,..,..,..,..,..,..,..,68,..,55,15,9,7,0,0,0,0,89,..,14,6,0,0,9,10,6,0,42
LGA56580,..,0,195,796,1144,970,863,506,155,4631,..,25,159,94,88,79,48,21,5,512,..,0,3,23,30,47,19,0,0,129,2151,..,..,..,..,..,..,..,..,2151,..,1039,..,..,..,..,..,..,..,1039,..,240,221,52,29,10,5,0,0,555,..,41,23,13,4,8,5,4,10,105,..,25,26,0,0,0,0,0,0,60,..,141,170,28,13,18,9,8,0,384,..,23,44,50,73,82,111,92,37,518,21,38,26,18,18,11,14,12,4,142,0,6,6,4,5,7,3,0,5,27,2172,1573,877,1074,1407,1223,1075,648,212,10257,..,3,282,988,1239,973,792,376,63,4708,..,38,182,98,93,74,26,11,0,522,..,0,13,93,155,114,36,23,19,456,1920,..,..,..,..,..,..,..,..,1920,..,927,..,..,..,..,..,..,..,927,..,152,155,25,17,4,10,0,0,371,..,34,16,4,4,23,26,32,22,158
LGA56620,..,20,39,58,34,20,14,0,0,181,..,6,9,0,0,0,0,0,0,20,..,0,0,10,4,0,0,0,0,17,141,..,..,..,..,..,..,..,..,141,..,19,..,..,..,..,..,..,..,19,..,42,12,8,7,0,0,0,0,66,..,23,15,10,17,0,0,0,0,75,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,7,15,8,9,0,0,0,44,10,5,4,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,149,119,87,97,70,38,23,3,0,594,..,27,45,46,39,17,7,0,0,177,..,8,10,6,0,0,0,0,0,24,..,10,25,19,14,16,5,3,0,91,134,..,..,..,..,..,..,..,..,134,..,22,..,..,..,..,..,..,..,22,..,32,10,5,0,0,0,0,0,48,..,12,16,10,19,16,11,0,0,81
LGA56730,..,7,109,236,285,347,404,204,34,1625,..,64,117,85,81,85,40,11,0,487,..,0,6,14,34,14,10,8,0,89,928,..,..,..,..,..,..,..,..,928,..,160,..,..,..,..,..,..,..,160,..,208,106,53,30,9,3,0,0,417,..,33,13,4,7,16,22,4,9,114,..,11,16,7,12,8,0,0,0,54,..,26,30,17,17,25,20,3,0,130,..,18,49,45,69,133,121,73,24,532,14,12,15,8,18,14,16,5,0,110,0,0,0,0,0,0,0,0,0,0,946,545,470,471,552,660,631,307,62,4642,..,10,187,269,338,395,362,148,8,1717,..,82,136,85,99,92,29,8,0,534,..,11,75,111,118,52,34,23,6,434,877,..,..,..,..,..,..,..,..,877,..,172,..,..,..,..,..,..,..,172,..,150,45,19,14,10,5,0,0,247,..,25,6,8,3,18,24,19,19,122
LGA56790,..,0,18,54,69,128,145,83,19,516,..,11,40,32,26,29,25,3,0,163,..,0,0,3,9,9,3,0,0,25,210,..,..,..,..,..,..,..,..,210,..,27,..,..,..,..,..,..,..,27,..,40,14,9,11,0,0,0,0,81,..,4,5,3,0,0,10,0,0,20,..,6,3,0,3,3,3,0,0,14,..,4,0,0,0,3,6,0,0,19,..,4,11,11,41,61,64,24,11,223,12,9,9,7,10,8,11,6,0,80,0,0,0,0,0,0,0,0,0,0,217,95,100,118,171,248,268,127,30,1370,..,0,28,72,77,149,138,54,13,538,..,19,45,29,32,37,25,0,0,182,..,0,7,21,12,3,6,3,7,52,183,..,..,..,..,..,..,..,..,183,..,16,..,..,..,..,..,..,..,16,..,18,4,0,7,0,0,0,0,27,..,4,4,0,5,3,8,3,0,24
LGA56860,..,0,0,4,3,7,12,3,0,29,..,3,0,0,6,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,6,4,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19,16,7,9,10,18,19,0,0,102,..,0,6,3,6,12,7,0,0,36,..,3,3,3,3,0,0,0,0,18,..,0,0,5,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
LGA56930,..,0,5,30,77,88,72,38,15,314,..,4,17,3,6,8,5,0,0,36,..,0,0,0,0,3,0,0,0,7,97,..,..,..,..,..,..,..,..,97,..,68,..,..,..,..,..,..,..,68,..,19,19,0,4,0,0,0,0,37,..,0,0,0,0,0,3,0,0,8,..,0,5,0,0,0,0,0,0,5,..,4,4,0,0,0,0,0,0,12,..,0,0,5,6,8,4,4,5,38,3,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,98,97,60,43,89,97,79,45,17,629,..,0,7,39,91,92,55,28,10,327,..,3,12,9,6,5,3,0,0,38,..,0,4,3,12,0,7,0,4,40,118,..,..,..,..,..,..,..,..,118,..,106,..,..,..,..,..,..,..,106,..,14,3,3,0,0,0,0,0,28,..,0,0,0,0,0,0,4,0,8
LGA57000,..,0,4,11,15,17,11,10,0,64,..,0,3,3,5,4,0,4,0,21,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,9,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,7,3,0,3,8,0,0,23,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,31,15,13,24,24,31,16,10,0,161,..,0,5,13,20,13,15,0,0,62,..,0,7,3,4,6,3,0,0,18,..,0,0,3,0,0,0,0,0,4,32,..,..,..,..,..,..,..,..,32,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,3,0
LGA57080,..,15,707,878,418,464,458,252,51,3246,..,182,889,338,138,113,65,21,3,1739,..,0,4,22,47,29,12,5,0,122,897,..,..,..,..,..,..,..,..,897,..,169,..,..,..,..,..,..,..,169,..,89,84,21,22,0,0,0,0,212,..,72,86,19,4,8,10,0,0,195,..,44,79,24,0,3,3,0,0,153,..,391,720,160,46,36,18,14,0,1388,..,236,854,703,437,395,277,113,28,3043,10,31,58,18,19,14,7,0,0,165,3,4,9,0,5,3,3,0,0,28,908,1231,3487,2185,1133,1065,854,407,90,11353,..,44,958,809,432,490,400,174,15,3318,..,260,942,257,123,65,38,7,0,1704,..,0,24,113,146,69,33,13,5,407,859,..,..,..,..,..,..,..,..,859,..,179,..,..,..,..,..,..,..,179,..,55,56,27,18,7,0,0,0,159,..,115,76,14,14,22,29,10,3,291
LGA57140,..,0,10,23,28,48,50,25,7,188,..,4,15,7,3,7,3,0,0,42,..,0,0,3,0,4,3,0,0,12,90,..,..,..,..,..,..,..,..,90,..,10,..,..,..,..,..,..,..,10,..,20,3,11,4,0,0,0,0,39,..,0,0,0,0,0,0,6,0,9,..,0,0,0,0,0,0,0,0,4,..,4,0,5,0,0,0,0,0,5,..,4,0,0,6,25,17,14,4,81,6,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,93,42,30,47,47,83,79,45,12,483,..,0,18,26,34,52,48,22,3,189,..,8,14,4,6,12,0,0,0,47,..,0,5,8,7,6,4,3,0,30,73,..,..,..,..,..,..,..,..,73,..,3,..,..,..,..,..,..,..,3,..,6,5,4,0,0,0,0,0,15,..,4,0,0,0,0,0,0,5,7
LGA57210,..,4,64,104,176,229,228,106,20,927,..,11,53,42,45,38,28,3,4,231,..,0,0,4,10,8,8,0,0,38,427,..,..,..,..,..,..,..,..,427,..,77,..,..,..,..,..,..,..,77,..,97,34,15,3,4,0,0,0,153,..,6,4,8,0,0,4,4,6,27,..,3,0,5,5,6,0,0,0,24,..,3,8,14,12,22,9,5,0,67,..,10,11,24,42,72,87,34,12,298,13,12,10,4,10,8,6,3,0,65,0,0,0,0,0,0,0,0,0,0,437,236,190,213,318,379,372,163,44,2336,..,10,86,140,198,257,198,68,13,974,..,27,61,48,49,34,35,9,0,259,..,6,23,37,43,15,10,8,3,135,366,..,..,..,..,..,..,..,..,366,..,83,..,..,..,..,..,..,..,83,..,46,17,5,0,0,0,0,0,79,..,7,3,0,9,7,20,0,4,41
LGA57280,..,13,306,578,401,338,88,16,0,1732,..,93,397,278,153,100,21,5,0,1048,..,8,19,45,39,19,8,0,0,137,1683,..,..,..,..,..,..,..,..,1683,..,152,..,..,..,..,..,..,..,152,..,223,82,25,8,7,0,0,0,344,..,79,41,29,17,17,8,5,0,206,..,18,29,10,18,6,4,0,0,81,..,20,61,32,36,36,13,0,0,207,..,47,184,171,174,178,45,18,0,823,28,22,34,28,25,32,33,12,0,215,0,0,0,0,0,0,0,0,0,5,1710,678,1162,1197,866,736,220,58,10,6641,..,11,445,618,355,248,60,3,0,1754,..,136,499,242,144,64,14,0,0,1099,..,20,93,110,67,45,18,13,0,368,1673,..,..,..,..,..,..,..,..,1673,..,156,..,..,..,..,..,..,..,156,..,141,35,21,3,3,0,0,0,207,..,55,23,6,22,45,24,6,4,187
LGA57350,..,0,8,16,24,24,38,29,5,140,..,0,13,0,0,8,6,0,0,29,..,0,0,0,0,0,0,0,0,3,47,..,..,..,..,..,..,..,..,47,..,3,..,..,..,..,..,..,..,3,..,5,0,5,0,3,0,0,0,15,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,8,..,3,3,3,8,8,15,5,4,54,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,51,18,26,29,34,57,68,36,7,320,..,0,18,14,23,37,36,15,5,148,..,7,9,0,6,9,5,0,0,33,..,0,0,4,3,5,0,0,6,21,66,..,..,..,..,..,..,..,..,66,..,3,..,..,..,..,..,..,..,3,..,3,6,0,0,0,0,0,0,6,..,3,0,0,0,3,4,0,0,11
LGA57420,..,0,43,50,57,72,52,40,6,314,..,6,27,27,16,18,9,3,0,111,..,0,0,4,3,4,0,0,0,18,174,..,..,..,..,..,..,..,..,174,..,12,..,..,..,..,..,..,..,12,..,16,8,4,3,0,0,0,0,32,..,3,3,0,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,11,..,0,4,0,5,5,0,0,0,17,..,7,20,19,36,35,32,12,3,158,0,5,4,10,9,0,8,0,0,35,0,0,0,0,0,0,0,0,0,0,173,52,113,108,134,138,101,48,11,880,..,0,50,56,54,63,49,27,4,312,..,17,33,19,14,18,11,0,0,120,..,0,5,14,9,7,3,3,0,43,168,..,..,..,..,..,..,..,..,168,..,10,..,..,..,..,..,..,..,10,..,12,6,5,3,5,0,0,0,17,..,3,0,0,0,4,0,5,0,14
LGA57490,..,72,2171,4189,4612,4399,3158,1870,398,20867,..,630,2183,1303,962,616,243,91,9,6036,..,20,128,309,372,221,99,46,31,1229,14298,..,..,..,..,..,..,..,..,14298,..,3021,..,..,..,..,..,..,..,3021,..,2886,1286,410,271,108,22,0,0,4979,..,321,279,138,113,143,105,59,29,1175,..,181,198,100,71,48,19,10,0,635,..,275,409,157,165,179,117,44,12,1362,..,251,811,791,911,1034,813,531,213,5364,208,199,179,175,138,88,70,21,6,1086,0,4,3,10,8,7,7,5,0,50,14510,7867,7650,7588,7629,6840,4659,2672,693,60105,..,160,3265,5179,5136,4325,3048,1379,204,22693,..,1005,2561,1419,1026,572,206,51,8,6852,..,173,1079,1567,1369,584,244,175,123,5325,13464,..,..,..,..,..,..,..,..,13464,..,3154,..,..,..,..,..,..,..,3154,..,2001,646,151,111,97,30,0,0,3038,..,323,143,59,116,245,253,143,97,1382
LGA57630,..,0,0,0,0,7,6,3,0,9,..,0,0,0,0,4,4,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,5,3,7,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,13,7,11,0,44,..,0,0,0,0,3,9,0,0,14,..,0,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
LGA57700,..,38,771,1325,1121,1027,702,340,52,5375,..,131,542,346,242,171,61,8,0,1519,..,8,33,48,78,37,16,6,10,227,3956,..,..,..,..,..,..,..,..,3956,..,595,..,..,..,..,..,..,..,595,..,704,270,68,43,24,0,0,0,1120,..,73,60,30,24,26,42,12,11,278,..,42,46,25,22,11,3,3,0,156,..,35,48,31,38,32,24,7,0,212,..,36,160,148,134,120,100,61,17,777,47,47,39,24,21,24,8,10,5,226,5,0,0,3,0,5,4,0,0,14,4007,1712,1971,2058,1731,1475,962,451,94,14459,..,75,1172,1431,1199,1011,632,225,25,5772,..,208,674,366,264,132,41,3,0,1697,..,34,221,282,234,99,44,26,14,949,3715,..,..,..,..,..,..,..,..,3715,..,743,..,..,..,..,..,..,..,743,..,521,169,40,25,27,4,0,0,778,..,68,32,10,30,76,67,52,19,352
LGA57770,..,0,8,26,11,25,35,13,0,121,..,0,19,15,8,17,4,4,0,64,..,0,0,0,6,0,0,0,0,3,61,..,..,..,..,..,..,..,..,61,..,0,..,..,..,..,..,..,..,0,..,11,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,3,0,0,0,12,..,5,10,8,17,17,18,7,0,80,0,6,0,0,9,9,11,0,0,35,0,0,0,0,0,0,0,0,0,0,64,17,34,53,43,67,79,30,0,384,..,0,14,24,14,31,25,10,0,118,..,3,23,14,12,10,3,3,0,68,..,0,3,0,6,0,0,0,0,11,61,..,..,..,..,..,..,..,..,61,..,7,..,..,..,..,..,..,..,7,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3
LGA57840,..,18,622,1559,1473,1410,1395,671,161,7314,..,136,749,340,230,169,128,31,6,1791,..,0,14,38,89,60,33,12,16,251,3028,..,..,..,..,..,..,..,..,3028,..,1107,..,..,..,..,..,..,..,1107,..,468,363,126,55,34,4,0,0,1048,..,226,131,26,22,28,13,20,9,458,..,69,89,13,14,13,4,0,0,204,..,448,500,98,47,41,48,22,9,1209,..,152,446,359,347,386,393,210,91,2390,37,79,70,55,37,37,29,11,4,351,6,0,8,8,0,9,10,0,0,48,3070,2699,2980,2618,2321,2176,2059,972,293,19198,..,26,934,1685,1623,1466,1241,475,85,7540,..,211,824,339,213,161,99,26,0,1877,..,5,78,252,336,222,84,55,40,1074,2752,..,..,..,..,..,..,..,..,2752,..,964,..,..,..,..,..,..,..,964,..,342,225,51,32,21,5,0,0,679,..,242,111,22,32,57,63,64,34,635
LGA57910,..,109,4540,9060,7780,6541,5562,3543,1085,38218,..,566,4018,2332,1217,815,427,135,31,9537,..,9,79,322,559,386,170,84,59,1667,18634,..,..,..,..,..,..,..,..,18634,..,5294,..,..,..,..,..,..,..,5294,..,2919,2066,770,492,287,40,0,0,6570,..,602,690,229,195,200,136,82,45,2173,..,317,543,163,85,67,19,12,4,1214,..,969,2176,655,388,306,218,79,16,4810,..,414,1944,2012,1900,2077,1810,1005,494,11656,214,240,372,252,195,188,112,59,14,1648,11,14,28,15,17,23,24,16,0,150,18857,11456,16440,15816,12844,10877,8522,5010,1745,101573,..,309,6499,9856,7825,6315,5218,2688,499,39203,..,988,4526,2180,1128,718,322,84,14,9957,..,95,725,1727,2158,1240,541,420,297,7200,17678,..,..,..,..,..,..,..,..,17678,..,5478,..,..,..,..,..,..,..,5478,..,2125,1364,346,274,181,43,4,0,4331,..,571,480,160,174,382,428,270,169,2629
LGA57980,..,8,223,648,601,508,508,280,73,2853,..,48,356,142,90,96,62,26,4,822,..,0,0,19,44,42,20,10,0,128,1278,..,..,..,..,..,..,..,..,1278,..,444,..,..,..,..,..,..,..,444,..,126,84,20,23,6,0,0,0,265,..,27,31,12,0,5,6,4,0,90,..,8,19,9,4,0,0,0,0,42,..,87,148,19,8,10,19,7,4,313,..,61,243,172,149,183,216,130,34,1187,10,17,19,10,14,10,8,8,0,105,0,0,0,4,3,5,5,0,0,17,1291,830,1137,1059,945,871,844,464,120,7549,..,5,328,747,623,505,455,221,33,2918,..,77,385,117,112,76,36,19,4,822,..,3,22,104,153,78,24,21,6,416,1297,..,..,..,..,..,..,..,..,1297,..,406,..,..,..,..,..,..,..,406,..,97,64,20,4,6,0,0,0,192,..,45,17,4,4,12,30,15,15,147
