LGA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
LGA56730,17,292,45,0,351,15,226,58,0,294,43,430,187,0,656,57,426,153,4,641,74,493,107,0,682,85,593,87,0,760,73,562,71,0,713,36,265,45,0,343,3,69,18,0,89,409,3354,764,3,4535,12,272,29,0,320,16,205,40,0,259,64,437,49,0,554,97,454,74,0,620,142,567,73,0,774,155,625,52,0,833,92,546,54,0,693,37,275,48,0,362,6,113,26,0,139,629,3488,436,3,4551,32,563,77,0,669,29,433,94,0,556,108,867,232,0,1210,149,880,223,6,1261,220,1052,181,6,1460,245,1219,140,0,1596,164,1107,126,0,1403,74,541,89,4,705,8,185,39,0,232,1032,6846,1201,6,9084
LGA56790,6,64,7,0,76,0,46,14,0,63,7,124,23,3,157,13,155,30,0,192,26,203,41,0,265,37,316,52,3,417,40,412,75,0,519,19,173,31,0,214,6,30,4,0,43,160,1518,269,7,1958,0,31,17,0,45,7,50,16,0,66,6,124,27,5,155,29,154,27,0,218,39,162,26,0,223,78,296,66,4,442,45,360,55,0,456,11,137,24,0,174,4,33,8,0,49,223,1349,264,3,1837,3,94,20,0,118,12,91,29,0,132,15,247,44,6,316,40,311,56,0,412,67,358,65,0,493,120,618,122,3,861,83,767,129,0,981,33,302,51,0,387,15,70,16,0,93,382,2870,535,13,3792
LGA56860,0,6,0,0,10,0,10,7,0,11,0,3,0,0,7,0,11,3,0,12,0,12,5,0,19,0,21,7,0,25,0,20,5,0,30,0,0,4,0,9,0,0,0,0,0,4,74,23,0,109,0,3,0,0,3,0,10,0,0,10,0,10,0,0,7,3,0,0,0,8,0,9,8,0,22,7,15,0,0,24,3,14,10,0,22,4,0,3,0,7,0,0,0,0,0,16,61,26,0,109,0,8,4,0,10,0,13,5,0,23,0,11,0,0,14,3,15,4,0,20,0,22,12,0,42,3,29,10,0,43,3,29,17,0,52,3,5,9,0,10,0,0,0,0,4,24,136,56,0,216
LGA56930,3,54,4,0,59,3,41,0,0,46,3,52,0,0,60,0,41,4,0,43,13,73,3,0,92,21,78,4,0,99,6,72,0,0,83,6,36,4,0,41,6,15,0,0,17,67,465,18,0,543,9,153,7,0,171,0,44,3,0,52,8,48,0,0,53,3,56,5,0,68,27,87,3,0,118,35,78,0,0,115,30,60,6,0,95,9,41,3,0,56,7,19,0,0,26,130,589,26,0,747,10,203,13,0,231,4,83,3,0,96,13,104,0,0,110,5,95,8,0,110,48,160,6,0,213,60,155,5,0,219,38,137,3,0,174,18,76,5,0,98,6,32,3,0,45,196,1050,43,0,1291
LGA57000,0,9,5,0,14,3,15,8,0,27,7,85,65,5,164,12,92,79,3,177,9,81,60,0,145,9,71,57,0,145,0,25,14,0,46,3,10,6,0,20,0,0,4,0,4,43,398,294,5,736,0,6,3,0,16,0,19,12,0,24,4,23,10,0,40,3,29,18,0,44,7,26,11,0,45,3,34,14,0,47,5,24,13,0,41,0,7,0,0,9,0,3,0,0,3,19,168,81,0,271,0,11,13,0,26,0,29,17,0,51,13,109,75,5,199,11,114,93,3,221,12,111,69,0,198,15,102,71,0,190,4,51,30,0,81,3,14,3,0,31,0,5,4,0,11,67,560,374,5,1001
LGA57080,25,537,81,3,649,55,1546,230,76,1910,135,3899,691,163,4884,151,2423,523,111,3206,126,1386,435,83,2032,152,1247,356,52,1805,109,887,210,23,1226,40,434,124,6,600,10,115,50,3,173,803,12470,2697,524,16493,21,722,92,13,848,62,1676,236,44,2017,172,3694,470,129,4461,174,1839,320,36,2372,167,1064,220,32,1486,211,916,180,22,1326,136,757,181,11,1093,45,367,108,11,524,4,155,56,3,215,992,11186,1864,292,14336,45,1263,177,17,1495,114,3219,466,116,3927,304,7588,1165,288,9347,326,4268,840,148,5580,298,2452,655,119,3518,363,2164,532,71,3132,251,1642,395,37,2319,84,798,231,15,1122,18,268,105,6,388,1797,23652,4561,817,30826
LGA57140,0,17,0,0,17,0,25,4,0,29,0,32,0,0,37,7,39,3,0,52,8,44,10,0,55,15,69,6,0,94,10,69,0,0,84,6,40,4,0,47,0,9,0,0,10,50,339,26,0,420,0,14,0,0,14,0,18,5,0,13,5,45,0,0,48,7,33,5,0,42,12,42,8,0,61,28,53,7,0,88,9,65,3,0,77,7,35,9,0,50,0,14,0,0,15,65,313,34,0,410,0,31,0,0,34,0,41,3,0,46,10,73,4,0,87,17,65,6,0,96,19,80,12,0,116,36,126,15,0,179,19,136,3,0,157,9,74,12,0,97,0,22,3,0,26,118,651,60,0,830
LGA57210,14,124,24,0,164,0,85,11,0,101,13,180,32,0,223,23,193,66,0,278,49,269,46,0,362,60,320,44,0,423,44,327,39,0,410,17,137,17,0,175,3,28,15,0,55,234,1668,287,4,2191,5,105,20,0,128,9,67,10,0,86,31,177,25,0,233,52,195,26,0,278,72,267,32,0,376,85,310,37,0,436,60,294,30,0,377,14,109,24,0,149,9,36,21,0,67,338,1569,223,5,2135,17,234,40,0,289,11,157,18,0,189,50,350,56,0,459,73,391,95,0,555,123,536,75,0,739,145,634,80,0,859,102,621,67,0,791,36,249,38,0,328,16,66,39,0,116,568,3235,515,6,4324
LGA57280,16,343,86,0,446,17,346,125,0,483,72,1394,527,6,1995,85,1448,554,8,2102,71,1151,493,6,1719,69,919,388,6,1381,24,345,128,4,497,5,87,26,0,118,0,12,7,0,20,359,6048,2326,34,8769,15,289,66,0,370,22,335,98,3,458,81,1292,308,5,1685,120,1023,224,0,1369,76,697,202,5,980,67,576,147,0,789,33,258,66,3,360,11,57,25,0,89,0,21,0,0,20,431,4543,1128,26,6130,27,634,152,0,814,33,679,218,3,937,156,2681,839,13,3683,212,2470,778,18,3472,148,1846,689,13,2695,142,1497,527,11,2173,57,599,193,8,861,20,141,52,0,208,0,33,9,0,35,792,10587,3456,62,14890
LGA57350,0,15,3,0,15,0,3,3,0,6,0,27,12,0,36,0,27,8,0,42,3,28,23,0,58,6,46,18,0,70,11,60,30,0,96,0,34,11,0,43,0,11,3,0,16,27,245,103,0,382,0,5,0,0,11,0,6,5,0,6,0,40,14,0,55,7,27,11,0,41,14,30,19,0,66,11,52,23,0,85,7,45,18,0,79,8,23,9,0,42,0,15,4,0,22,52,247,103,0,404,0,20,8,0,23,0,7,9,0,18,3,64,26,0,93,7,53,20,0,76,19,57,44,0,120,19,98,38,0,152,19,104,48,0,171,7,59,20,0,87,4,29,9,0,40,78,489,207,0,779
LGA57420,3,27,5,0,35,7,56,18,0,81,4,231,50,5,293,20,171,36,4,233,19,215,54,0,287,29,197,47,0,263,17,107,13,0,137,6,48,8,0,57,0,10,0,0,11,97,1060,238,9,1407,0,17,4,0,22,3,45,4,0,51,9,134,23,0,166,12,84,13,0,118,16,97,15,0,128,29,103,14,0,152,15,72,7,0,101,9,50,11,0,61,4,14,0,0,19,96,632,89,4,818,3,48,6,0,53,9,107,21,0,140,16,364,71,11,465,28,260,52,4,342,37,314,73,0,419,57,297,59,0,414,34,179,25,0,237,7,98,17,0,119,4,25,0,0,30,195,1687,327,13,2223
LGA57490,184,4072,233,0,4489,181,3460,328,14,3973,456,7260,624,15,8351,683,6872,522,16,8091,837,6763,374,9,7980,914,5919,291,19,7135,574,4086,217,11,4888,345,2274,212,4,2841,75,629,138,4,846,4249,41332,2931,89,48599,185,3823,227,0,4236,229,3384,220,4,3840,840,7844,530,17,9225,1301,7676,425,9,9412,1586,7024,349,7,8967,1553,5764,232,30,7568,927,4378,245,19,5566,356,2548,298,4,3208,55,910,238,0,1213,7035,43350,2761,92,53240,371,7891,458,4,8721,404,6843,550,14,7819,1292,15107,1149,27,17577,1986,14547,943,24,17500,2422,13784,725,18,16949,2464,11679,522,42,14706,1494,8466,460,33,10455,702,4824,511,13,6054,139,1541,377,8,2063,11281,84685,5696,184,101841
LGA57630,0,0,0,0,6,0,3,10,0,14,0,3,30,0,35,0,4,16,0,24,0,7,26,0,34,0,18,19,0,40,5,24,0,0,27,0,10,9,0,16,0,0,0,0,0,10,78,111,0,204,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,4,0,5,0,6,7,0,12,0,25,11,0,31,0,20,0,0,21,0,5,0,0,5,0,0,0,0,0,6,50,25,0,75,0,0,0,0,6,0,3,14,0,20,0,7,39,0,45,0,11,23,0,33,0,12,28,0,40,3,42,23,0,73,5,38,5,0,47,0,14,9,0,22,0,0,0,0,0,12,136,133,0,276
LGA57700,42,848,57,0,946,30,749,45,0,830,86,1865,144,0,2094,194,1838,199,3,2227,180,1529,161,3,1875,208,1270,98,3,1574,104,844,71,4,1029,67,386,35,0,480,7,88,10,0,108,924,9418,825,14,11173,40,911,41,0,997,51,760,32,0,844,254,2196,109,0,2561,313,1916,95,0,2323,371,1531,74,5,1977,339,1238,60,9,1640,182,816,43,9,1044,55,364,26,3,445,5,122,12,0,145,1607,9852,494,27,11979,86,1763,101,0,1941,78,1511,83,0,1669,338,4057,254,0,4656,505,3750,290,4,4551,552,3062,237,3,3855,549,2501,157,8,3219,284,1657,120,9,2071,118,748,60,3,927,18,210,22,0,252,2530,19270,1315,37,23150
LGA57770,0,13,9,0,23,0,23,8,0,33,5,115,22,9,148,5,123,27,0,156,8,133,32,0,179,27,218,52,0,298,31,276,69,0,371,13,90,26,0,132,0,6,3,0,7,89,1001,247,14,1354,3,13,3,0,23,0,41,12,0,51,4,164,28,10,203,5,107,24,0,141,11,101,27,0,140,43,226,53,0,326,26,216,46,0,286,7,59,17,0,88,0,4,5,0,7,108,932,223,11,1273,3,33,12,0,43,4,64,22,0,88,9,281,47,16,355,10,231,57,0,298,21,231,62,4,324,73,445,108,0,625,53,490,117,0,659,20,148,49,0,216,0,11,6,0,14,195,1934,465,20,2625
LGA57840,54,1290,41,3,1392,60,1586,80,6,1728,125,2853,174,22,3174,189,2431,122,21,2755,294,2034,99,13,2441,409,1809,83,11,2309,259,1816,93,13,2185,96,902,91,0,1097,40,328,82,0,449,1526,15046,862,89,17523,61,995,48,3,1112,110,1532,68,5,1717,162,2914,144,19,3235,332,2429,132,11,2898,519,2097,94,13,2725,651,1953,111,7,2723,477,1829,117,16,2435,171,1069,138,0,1372,49,576,164,0,790,2538,15389,1010,71,19010,118,2286,89,3,2503,172,3118,150,13,3446,287,5763,318,43,6409,518,4861,249,23,5655,817,4129,197,21,5164,1059,3761,189,22,5025,741,3646,207,30,4621,272,1975,225,0,2467,88,901,245,0,1232,4061,30430,1875,164,36531
LGA57910,226,5245,228,10,5706,301,5702,374,7,6387,799,15419,993,45,17262,1191,14466,885,25,16567,1674,11088,612,36,13411,1753,9104,422,31,11306,1114,7426,354,33,8925,593,4502,320,13,5436,241,1765,195,4,2195,7892,74727,4385,204,87196,240,5010,250,8,5504,395,6071,334,18,6821,1239,16717,969,55,18987,1913,14680,795,30,17416,2643,10943,510,37,14132,2918,8918,395,70,12297,1925,8265,455,36,10676,836,5706,454,13,7008,177,3112,306,4,3596,12283,79423,4466,261,96436,464,10255,484,8,11211,703,11768,711,33,13208,2043,32139,1963,97,36243,3105,29150,1681,49,33988,4316,22036,1127,74,27546,4668,18026,814,96,23598,3028,15694,809,71,19600,1430,10210,772,27,12442,412,4878,494,6,5790,20172,154150,8850,464,183632
LGA57980,22,390,17,0,429,16,404,23,0,451,51,1083,62,4,1200,76,994,54,5,1126,110,846,53,12,1015,168,717,41,7,929,109,739,74,5,925,47,420,56,0,522,18,108,33,0,158,615,5696,409,28,6757,13,339,17,0,372,29,511,21,4,559,72,1239,76,10,1394,121,1080,79,0,1289,219,852,50,4,1125,261,725,38,0,1023,176,725,44,5,955,75,501,59,0,631,12,209,54,0,278,995,6182,433,21,7628,37,725,36,5,803,43,914,46,3,1010,128,2316,138,9,2595,197,2075,135,3,2413,327,1698,98,17,2140,428,1440,76,10,1953,291,1463,118,7,1883,125,916,110,0,1153,31,319,83,0,432,1617,11879,841,50,14387
LGA58050,213,4539,251,0,5007,204,4318,248,49,4824,611,9344,639,16,10615,905,9330,594,6,10841,1009,7594,504,12,9119,914,6518,359,22,7815,578,4376,257,20,5231,279,1995,172,11,2452,63,528,94,4,688,4784,48551,3121,136,56589,268,4063,269,3,4605,297,4096,275,11,4679,1078,10226,700,28,12027,1544,9292,623,12,11475,1716,7793,464,14,9982,1736,6317,310,48,8414,859,4346,273,35,5515,310,2219,220,7,2756,35,885,157,3,1082,7846,49242,3278,166,60532,480,8607,520,5,9612,497,8421,526,56,9499,1695,19566,1338,44,22640,2450,18626,1216,21,22316,2720,15385,968,22,19101,2653,12839,671,73,16229,1440,8719,523,54,10740,583,4216,394,19,5206,99,1415,247,4,1767,12625,97790,6394,305,117117
LGA58190,0,9,0,0,10,0,8,0,0,8,4,22,3,0,28,0,8,0,0,13,9,21,3,0,35,8,27,7,0,48,0,12,4,0,17,3,8,0,0,13,0,3,0,0,3,23,129,20,0,175,0,8,0,0,7,0,3,4,0,4,0,12,3,0,15,5,17,0,0,26,8,11,12,0,27,6,13,3,0,22,0,10,3,0,18,4,7,4,0,15,0,0,4,0,0,24,88,29,0,136,0,12,0,0,17,0,10,4,0,13,4,35,7,0,42,4,28,0,0,36,16,36,13,0,61,12,45,12,0,70,3,24,6,0,34,4,20,4,0,27,0,3,4,0,9,46,211,48,0,308
LGA58260,0,6,0,0,10,0,6,0,0,11,0,25,7,3,38,0,38,14,0,53,6,30,5,0,38,6,37,7,0,44,5,37,6,0,47,0,23,0,0,24,0,4,0,0,4,19,202,47,3,272,0,6,0,0,9,0,11,3,0,12,0,26,10,0,36,0,31,8,0,38,5,32,9,0,43,6,32,7,0,40,8,21,0,0,34,0,16,4,0,19,0,0,0,0,3,13,176,42,0,230,0,14,3,0,17,0,18,5,0,19,0,50,16,0,74,0,65,21,0,92,8,60,15,0,79,8,66,11,0,90,12,64,8,0,75,0,37,5,0,45,0,9,0,0,6,29,379,90,0,499
LGA58330,7,88,10,0,101,4,71,7,0,86,6,122,23,0,145,21,151,23,0,194,23,224,40,0,282,45,330,53,0,431,37,342,40,0,425,27,135,25,0,191,0,28,3,0,35,175,1496,225,0,1893,6,87,11,0,97,5,47,0,0,53,17,134,20,0,170,37,152,20,0,210,60,245,33,0,334,75,318,53,0,456,61,277,30,0,361,14,122,21,0,154,0,29,5,0,29,277,1402,199,0,1871,8,175,22,0,201,12,124,13,0,142,26,252,39,0,324,54,302,44,0,401,81,462,70,0,618,124,653,108,0,882,94,620,68,0,789,38,258,46,0,346,6,53,7,0,69,446,2896,420,0,3762
LGA58400,0,4,0,0,8,0,3,0,0,3,0,15,0,0,17,0,9,3,0,5,4,16,0,0,17,3,31,3,0,38,0,22,5,0,34,0,8,3,0,10,0,0,0,0,0,12,101,19,0,133,0,9,0,0,10,0,0,0,0,6,5,13,4,0,20,0,9,4,0,10,3,15,0,0,22,3,16,0,0,25,0,20,3,0,25,0,10,0,0,11,0,0,0,0,0,17,88,17,0,125,4,12,0,0,13,0,4,0,0,8,4,27,9,0,36,0,9,4,0,17,7,29,0,0,38,8,46,7,0,55,4,41,5,0,55,5,11,7,0,23,0,0,0,0,0,33,188,36,0,257
LGA58470,0,8,0,0,8,0,4,0,0,4,0,9,0,0,6,3,17,0,0,16,0,18,0,0,27,4,28,5,0,32,0,29,7,0,37,0,9,0,0,6,0,0,0,0,0,9,117,12,0,140,0,6,0,0,6,0,4,0,0,4,0,9,0,0,14,3,17,4,0,21,0,18,0,0,20,0,25,4,0,25,0,23,3,0,29,0,4,0,0,9,0,0,0,0,0,12,97,10,0,123,0,11,0,0,11,0,10,0,0,7,0,21,3,0,23,4,28,3,0,37,4,37,0,0,41,5,52,4,0,62,0,55,7,0,68,0,10,5,0,14,0,0,0,0,0,19,216,29,0,263
LGA58510,26,677,49,0,753,58,1303,129,9,1496,155,3356,275,10,3793,225,2561,236,11,3030,224,1795,173,11,2201,256,1512,149,3,1915,156,1138,124,4,1419,64,555,101,5,724,20,223,109,0,348,1188,13116,1334,42,15678,33,718,47,5,801,78,1353,109,7,1549,205,3302,268,11,3789,279,2408,203,9,2898,384,1627,167,0,2178,401,1302,123,10,1839,218,1107,106,6,1444,92,682,163,0,943,13,427,240,0,685,1711,12922,1429,55,16122,61,1393,97,4,1544,144,2659,234,15,3045,358,6655,541,23,7579,503,4974,443,16,5931,603,3420,340,9,4378,654,2814,271,14,3754,379,2247,225,14,2859,152,1244,264,8,1666,36,648,351,0,1039,2899,26043,2767,96,31797
LGA58540,0,6,0,0,9,0,10,0,0,10,0,30,8,0,38,5,39,7,0,53,4,39,7,0,56,8,64,9,0,80,3,45,12,0,60,3,19,4,0,26,0,4,0,0,6,32,264,41,0,338,0,12,0,0,10,0,10,0,0,9,3,30,0,0,34,8,37,8,0,48,8,36,6,0,55,9,50,5,0,68,9,38,12,0,54,3,15,5,0,26,0,3,0,0,3,29,223,43,0,303,0,16,5,0,22,5,17,0,0,25,3,67,5,0,75,6,79,16,0,100,11,75,16,0,103,21,114,16,0,149,11,82,20,0,109,5,32,9,0,48,0,7,0,0,12,61,485,89,0,643
LGA58570,36,596,25,3,657,44,998,89,9,1141,172,3373,274,33,3847,218,2735,188,10,3150,302,1895,131,10,2339,308,1467,109,9,1898,156,969,60,5,1184,53,445,49,0,548,19,171,21,0,217,1314,12652,938,78,14981,29,591,21,5,642,69,1203,79,3,1353,199,3635,239,16,4091,279,2547,123,7,2964,438,1703,78,5,2224,468,1283,68,3,1826,218,962,63,9,1248,59,526,46,3,634,8,384,29,0,421,1768,12837,747,54,15412,61,1186,42,11,1301,114,2198,164,14,2491,371,7013,508,54,7941,501,5287,307,21,6113,741,3598,205,17,4562,778,2752,175,16,3720,375,1925,124,8,2436,115,973,96,0,1189,29,551,57,0,638,3083,25486,1688,135,30393
LGA58610,0,26,7,0,40,0,23,4,0,26,3,68,11,0,82,9,69,17,0,97,13,76,7,0,94,12,101,3,0,121,9,107,12,0,131,11,59,6,0,72,3,16,0,0,19,70,545,68,0,679,6,31,6,0,45,3,23,0,0,26,6,67,10,0,80,18,59,12,0,87,18,72,8,0,99,22,97,9,0,129,27,92,11,0,129,12,47,9,0,71,0,29,3,0,31,106,517,76,0,697,5,61,19,0,79,0,43,6,0,59,7,132,19,0,163,28,134,27,0,180,28,145,20,0,193,40,195,14,0,255,31,204,22,0,261,20,108,21,0,148,6,38,5,0,46,172,1058,144,3,1378
LGA58680,0,5,3,0,8,0,13,3,0,16,0,15,3,0,16,4,16,4,0,29,7,31,8,0,45,6,37,10,0,49,5,30,8,0,39,0,16,6,0,20,0,5,3,0,6,24,160,51,0,234,0,8,8,0,14,0,3,0,0,7,0,14,3,0,22,5,16,4,0,24,5,26,11,0,47,3,25,7,0,33,6,18,5,0,36,0,15,6,0,21,0,0,0,0,3,27,133,50,0,211,0,16,7,0,23,0,19,5,0,20,8,24,6,0,36,11,35,14,0,55,17,57,16,0,95,13,59,19,0,82,7,52,12,0,75,5,25,10,0,44,0,7,0,0,9,51,288,96,0,446
LGA58760,256,6479,341,3,7083,289,6000,327,11,6628,639,11808,606,50,13104,1066,12403,600,25,14093,1300,11254,505,11,13065,1089,8513,354,24,9973,728,5779,233,24,6755,402,2863,202,8,3475,100,769,132,0,1003,5864,65870,3291,158,75186,312,6100,326,4,6731,370,5801,270,19,6464,1287,13032,626,27,14974,2056,13139,629,21,15845,2267,11586,504,17,14376,2002,8487,328,43,10863,1124,6165,300,34,7624,393,3439,305,14,4149,72,1247,251,3,1568,9894,68992,3539,177,82595,563,12573,667,10,13813,661,11802,601,25,13085,1927,24838,1230,81,28081,3122,25542,1229,50,29942,3564,22840,1007,24,27442,3098,16994,678,63,20832,1854,11947,530,55,14382,796,6300,508,18,7620,174,2017,380,3,2580,15755,134862,6828,334,157786
LGA58820,4,107,4,0,120,4,84,6,0,95,10,138,19,0,170,15,192,29,0,238,31,227,36,0,291,36,252,25,0,315,31,244,21,0,295,12,120,16,0,148,6,33,10,0,42,139,1396,166,4,1703,8,101,17,0,126,3,64,7,0,74,21,149,13,0,188,38,183,14,0,238,66,200,19,0,288,63,247,16,0,323,40,218,15,0,272,16,107,28,0,146,5,36,17,0,56,260,1304,144,0,1708,12,211,20,0,240,7,147,19,0,168,33,292,29,0,351,53,371,42,0,475,92,430,58,0,582,95,500,43,0,638,69,455,38,0,565,29,224,40,0,293,9,69,27,0,98,395,2703,312,5,3415
LGA58890,0,10,0,0,13,0,17,0,0,20,0,24,0,0,30,5,28,7,0,41,0,47,3,0,62,13,56,10,0,82,8,48,3,0,59,0,27,0,0,27,0,9,3,0,13,31,270,42,0,336,0,7,0,0,11,0,6,0,0,11,0,23,9,0,33,5,31,8,0,35,11,39,9,0,64,6,44,5,0,65,6,36,6,0,44,3,13,0,0,14,0,5,0,0,7,33,210,35,0,282,0,16,0,0,18,0,25,0,0,33,0,44,8,0,58,9,55,20,0,77,16,96,12,0,120,18,104,18,0,142,13,81,3,0,103,3,38,0,0,47,0,18,4,0,24,63,481,78,0,618
LGA59030,0,0,0,0,0,0,12,0,0,12,0,22,15,5,31,0,33,15,0,50,3,31,16,0,53,10,38,13,0,57,0,15,0,0,17,4,9,0,0,8,0,4,0,0,4,14,158,68,4,241,0,0,0,0,0,0,3,0,0,3,0,13,3,0,20,0,7,3,0,11,4,10,0,0,12,7,16,0,0,26,0,12,3,0,21,3,8,0,0,9,0,6,0,0,4,15,82,16,0,114,0,5,0,0,5,0,18,0,0,17,0,31,20,5,52,3,41,21,0,65,7,43,20,0,69,13,51,13,0,79,0,29,3,0,38,3,15,5,0,18,0,8,0,0,8,32,233,84,4,351
LGA59100,0,7,0,0,13,0,10,3,0,19,4,21,8,0,36,5,19,3,0,28,3,31,9,0,42,10,43,13,0,67,7,31,11,0,52,0,17,5,0,25,0,6,0,0,4,29,199,57,0,280,3,7,0,0,10,0,9,3,0,14,5,22,4,0,32,10,28,7,0,41,4,25,8,0,33,14,32,13,0,55,6,21,4,0,31,4,19,7,0,29,0,6,4,0,12,37,170,39,0,245,4,13,0,0,20,0,21,7,0,26,6,49,17,0,70,12,48,9,0,63,8,58,13,0,75,17,75,30,0,124,11,58,9,0,76,4,38,11,0,51,0,9,3,0,11,67,365,99,0,532
LGA59170,0,16,0,0,20,0,20,6,0,20,4,44,5,0,49,6,63,11,0,84,5,51,3,0,56,11,55,4,0,64,3,46,6,0,51,3,28,4,0,36,0,4,0,0,13,32,316,46,0,392,0,11,0,0,13,3,10,3,0,12,8,47,6,0,61,9,57,4,0,64,9,38,5,0,54,10,62,11,0,85,5,40,5,0,56,3,26,8,0,34,0,10,0,0,9,47,297,42,0,384,0,25,8,0,28,3,27,9,0,35,7,85,13,0,111,12,121,19,0,151,13,88,8,0,111,21,114,18,0,153,14,77,12,0,106,0,56,10,0,68,0,11,3,0,17,78,609,87,0,776
