LGA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
LGA55810,0,22,60,71,75,54,12,0,0,287,0,0,0,3,10,9,4,0,0,24,0,0,6,3,3,16,0,0,0,31,0,0,5,0,3,0,0,0,0,6,0,20,71,75,89,69,17,0,0,346,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,20,74,75,91,72,16,0,0,350,0,0,5,6,9,11,40,14,0,82,5,21,84,95,93,66,26,9,0,403,8,45,159,179,192,150,81,20,0,842,5,8,20,15,17,19,7,0,0,93,0,0,0,6,6,7,3,0,0,19,0,0,3,0,4,3,0,0,0,20,0,0,0,4,0,0,0,0,0,8,7,8,28,23,29,26,11,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5
LGA55880,0,4,17,22,30,28,8,7,0,111,0,5,5,0,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19,23,34,29,16,4,0,129,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,23,29,34,31,16,4,0,132,0,0,0,7,9,6,14,10,4,42,0,0,3,3,4,5,0,0,0,15,0,3,27,31,44,44,29,12,4,194,0,6,6,11,19,15,3,0,0,59,0,0,9,11,7,7,3,0,0,35,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,11,19,25,27,4,0,0,100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA55950,6,0,21,26,30,29,19,6,0,134,0,0,4,4,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,6,0,0,10,11,0,23,26,31,31,24,9,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,29,26,36,31,24,9,0,164,4,0,0,3,0,9,18,12,5,49,3,0,5,0,5,3,7,5,5,32,16,6,31,32,45,40,42,22,7,245,0,0,9,3,15,14,4,0,0,40,5,0,10,14,8,12,6,3,0,56,0,0,4,3,5,7,3,0,0,14,0,0,0,4,0,0,0,0,0,7,5,0,19,24,27,25,11,0,0,115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA56090,173,478,1104,1371,1676,1433,313,28,0,6574,374,236,169,168,252,342,263,65,6,1871,21,12,72,77,79,129,42,5,0,436,10,15,39,28,38,26,6,3,5,170,570,746,1382,1642,2050,1932,627,99,5,9049,23,42,62,40,42,48,6,0,0,264,78,27,14,3,13,24,21,0,0,186,108,72,74,42,59,70,33,0,0,452,677,814,1455,1690,2110,2002,652,100,3,9504,484,265,757,695,493,566,1390,999,259,5908,41,31,73,73,60,74,48,48,42,491,1203,1111,2287,2448,2670,2645,2086,1142,305,15900,84,286,603,770,1088,825,128,12,0,3795,510,333,532,848,963,887,305,33,0,4406,20,26,128,79,66,90,19,0,0,432,9,13,23,16,25,20,8,0,0,123,625,660,1288,1713,2144,1819,456,47,4,8766,17,16,26,26,39,27,9,0,0,150,57,12,32,40,40,39,8,0,0,233,72,36,61,62,79,64,12,0,0,385
LGA56160,0,0,5,7,8,10,4,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,12,5,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,10,6,0,0,36,0,0,3,3,0,0,10,0,0,24,0,0,0,3,0,0,0,0,0,9,0,0,9,15,12,13,13,0,0,68,0,0,5,5,6,0,0,0,0,23,0,0,4,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,7,8,7,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA56230,84,195,472,538,649,515,124,11,0,2582,132,90,85,67,86,135,88,30,7,713,15,14,36,35,44,42,12,0,0,201,10,9,21,13,14,13,7,3,0,93,239,304,615,659,792,705,238,43,7,3597,19,21,44,40,36,29,3,0,0,191,15,9,9,3,0,17,8,0,0,64,40,26,51,45,43,38,18,0,0,259,276,333,664,699,832,749,255,43,7,3854,178,48,69,90,124,318,845,591,163,2420,37,21,44,57,66,61,66,46,28,425,488,402,777,842,1024,1127,1164,686,198,6699,45,121,223,298,406,252,42,6,0,1380,236,140,263,347,347,333,109,11,3,1787,12,10,48,28,38,41,10,0,0,193,11,9,11,7,10,13,5,3,0,64,299,280,543,684,801,637,164,14,3,3422,17,12,17,13,18,14,3,0,0,103,28,13,23,33,20,14,0,0,0,135,44,22,39,46,43,34,9,0,0,236
LGA56300,12,5,23,43,41,49,24,7,0,200,9,4,3,12,14,30,19,4,0,97,0,0,6,5,0,0,0,0,0,20,0,0,0,0,3,4,0,3,0,10,13,7,35,68,62,80,45,15,0,325,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,6,0,0,4,0,3,0,3,0,4,0,0,0,13,13,12,30,71,60,86,50,15,0,333,16,0,7,10,15,29,115,57,8,265,7,0,10,9,14,16,20,10,0,86,35,16,49,96,91,130,181,79,15,685,0,0,13,26,29,27,4,0,0,106,3,5,17,27,32,47,30,4,0,164,0,0,5,9,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,3,5,11,29,64,60,81,34,7,0,289,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,3,0,0,0,6,0,0,0,4,3,7,0,0,0,13
LGA56370,5,12,40,29,34,34,17,4,0,179,0,0,4,5,5,11,0,5,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,12,43,34,42,41,22,5,0,206,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,3,14,43,35,43,41,22,5,0,210,0,0,0,4,0,6,17,22,9,58,0,9,9,3,17,8,9,3,4,59,5,15,58,40,58,55,50,30,14,331,5,4,17,10,17,19,3,4,0,77,0,0,15,13,13,20,6,0,0,69,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5,4,37,22,33,40,9,7,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4
LGA56460,26,71,159,135,181,173,56,11,0,810,27,13,33,29,37,34,34,9,5,230,6,6,5,0,5,6,7,5,0,36,9,3,3,0,3,0,0,0,0,23,70,88,200,174,225,215,100,16,5,1099,8,11,9,8,11,4,0,0,0,58,4,0,3,0,0,0,0,0,0,11,10,11,15,8,14,10,0,0,0,72,84,104,216,190,239,220,100,16,5,1171,103,12,29,20,38,52,163,106,44,574,15,17,25,30,34,26,26,21,12,209,211,136,266,232,315,297,285,146,59,1956,16,42,99,92,120,97,24,4,0,501,30,39,72,102,89,100,36,8,0,472,6,0,6,11,0,16,0,0,0,41,7,0,3,4,0,0,0,0,0,19,58,84,180,214,215,215,61,8,0,1035,4,0,9,10,4,3,0,0,0,26,4,0,6,4,0,4,3,0,0,23,10,4,12,13,5,8,3,0,0,50
LGA56580,23,169,599,866,1151,798,267,28,3,3903,313,347,144,100,130,208,240,81,4,1570,23,13,21,17,19,25,22,6,0,145,3,0,7,16,9,8,5,3,0,48,358,537,780,1000,1305,1030,529,120,12,5674,3,20,21,16,30,18,4,0,0,118,50,20,12,5,4,9,9,0,0,106,57,44,38,21,35,26,7,3,0,223,413,583,815,1017,1342,1058,542,121,12,5896,454,142,101,79,92,211,598,580,248,2504,11,9,33,36,33,17,43,35,31,252,876,738,953,1130,1464,1290,1185,732,286,8649,10,125,375,425,623,403,80,9,0,2054,291,359,257,518,621,468,228,35,4,2784,11,14,53,49,28,30,11,5,0,200,3,4,4,15,12,7,3,0,3,49,308,506,695,1003,1281,909,317,54,7,5089,4,3,9,12,25,6,0,0,0,63,38,18,13,18,20,19,0,0,0,126,40,23,18,36,44,24,0,0,0,188
LGA56620,0,7,21,22,14,20,6,0,0,89,0,0,5,10,4,0,0,0,0,26,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,9,4,10,22,29,23,28,7,0,0,127,6,3,10,13,6,3,0,0,0,36,0,3,3,3,0,0,0,0,0,6,6,5,8,18,3,3,0,0,0,48,11,16,36,41,33,29,7,0,0,177,51,38,61,60,45,19,16,3,0,309,7,9,16,13,19,18,0,0,0,80,70,58,115,116,94,74,31,7,0,557,0,7,12,11,29,21,4,0,0,87,3,4,11,16,17,8,7,0,0,56,0,3,0,5,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,14,19,26,44,34,12,0,0,146,6,5,6,6,6,0,0,0,0,23,0,0,4,0,0,0,0,0,0,9,7,5,8,7,6,0,0,0,0,30
LGA56730,64,130,305,315,364,360,111,6,3,1658,74,40,50,46,64,98,59,8,0,437,7,0,18,16,21,26,15,0,0,98,4,8,3,11,13,6,7,0,0,51,148,180,390,381,452,488,190,17,3,2245,11,10,21,22,18,16,4,0,0,123,12,7,4,0,4,3,0,0,0,37,26,24,32,28,28,20,3,0,0,163,169,202,417,413,482,511,193,18,3,2407,144,67,177,168,129,189,458,287,74,1694,35,27,59,56,63,61,57,40,11,422,351,294,657,635,677,760,713,345,89,4528,34,102,159,189,274,234,45,4,0,1043,101,62,132,190,233,225,75,9,0,1039,3,11,19,26,21,12,11,0,0,99,3,5,8,8,0,4,0,0,0,34,144,174,324,408,531,475,136,15,0,2214,3,3,15,13,16,8,0,0,0,59,18,0,12,8,13,9,4,0,0,69,25,4,24,23,27,18,4,0,0,131
LGA56790,17,29,82,97,112,130,46,8,3,520,18,5,16,18,27,66,38,9,0,207,5,3,17,24,29,40,24,0,0,152,4,0,4,10,6,5,5,0,0,29,38,38,117,151,178,241,107,25,5,903,0,3,5,0,10,10,0,0,0,29,0,0,5,0,3,0,0,0,0,13,3,3,10,4,8,11,5,0,0,38,42,42,126,160,191,252,108,24,4,944,25,10,10,14,37,110,337,167,36,744,7,13,18,27,38,48,69,24,4,259,76,63,161,192,265,415,519,214,43,1953,3,15,35,53,62,64,18,6,0,258,10,13,41,63,65,105,39,0,0,343,0,9,16,27,28,42,15,0,0,140,0,4,6,0,5,6,0,0,0,16,18,42,90,141,155,218,75,10,0,755,0,0,0,0,3,5,0,0,0,7,0,0,4,0,3,3,0,0,0,10,0,0,3,0,6,3,0,0,0,21
LGA56860,0,4,5,6,6,15,0,0,0,37,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,8,14,14,6,0,0,47,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,3,8,12,19,6,0,0,49,7,0,0,0,0,3,12,3,0,27,0,7,0,3,5,7,4,3,0,27,10,11,7,12,19,25,30,9,0,109,0,4,0,7,7,11,0,0,0,28,4,0,8,0,0,6,6,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,5,9,8,15,5,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA56930,0,11,39,29,70,74,25,7,0,256,18,24,11,5,20,11,26,13,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,32,47,37,87,90,46,18,0,387,0,0,6,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,14,24,37,48,40,87,87,47,18,0,400,33,8,9,4,4,11,31,25,15,137,0,0,0,5,0,4,0,0,0,12,59,46,55,43,92,99,83,41,17,544,0,9,19,28,37,24,13,0,0,129,37,30,15,22,37,25,20,3,0,187,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,10,50,41,39,43,70,52,32,3,0,332,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,6,0,0,0,32,17,0,0,0,3,6,0,0,0,32
LGA57000,3,14,72,74,71,68,14,4,0,325,0,0,8,7,6,10,3,3,0,39,0,0,9,12,6,3,3,0,0,31,0,0,0,0,0,0,0,0,0,8,4,14,93,94,89,83,17,8,0,395,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,14,98,94,87,83,17,8,0,400,3,3,0,0,3,7,15,7,0,35,5,6,65,78,55,57,14,6,3,292,14,27,163,179,145,145,46,20,4,731,3,13,15,12,20,11,5,0,0,81,0,3,6,13,11,15,3,0,0,49,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,18,24,26,28,25,10,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,27,411,2567,1841,1027,812,224,24,0,6940,183,505,690,306,139,178,141,49,0,2199,20,42,103,85,94,63,13,3,0,417,4,18,57,42,11,11,0,0,0,153,232,975,3414,2278,1272,1059,387,80,7,9700,5,39,136,81,48,54,18,3,0,385,70,80,52,16,20,14,12,0,0,260,74,119,189,97,68,67,31,4,0,642,303,1094,3602,2372,1344,1129,419,88,7,10350,269,516,474,218,187,273,578,397,124,3029,70,222,655,500,426,350,212,114,45,2586,640,1831,4723,3092,1951,1750,1206,592,172,15970,39,369,1945,971,580,394,69,6,0,4370,326,740,948,425,275,243,121,28,0,3100,27,66,128,95,42,50,17,5,0,425,9,23,61,20,14,8,5,3,0,124,396,1192,3082,1516,904,692,210,35,0,8030,3,33,88,55,47,16,3,0,0,248,75,67,64,36,17,16,4,0,0,277,76,101,157,95,61,36,6,0,0,526
LGA57140,3,12,23,26,28,40,16,3,0,154,3,0,0,0,4,12,6,4,0,33,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,11,18,22,31,33,51,21,5,0,197,5,0,0,3,0,5,0,0,0,16,0,0,0,0,4,0,0,0,0,3,5,0,4,3,0,10,0,0,0,22,12,18,26,34,34,55,26,5,0,220,6,6,4,14,11,23,53,35,8,170,0,4,0,3,10,8,0,3,6,23,17,29,37,52,55,94,84,47,10,416,0,3,9,14,13,19,3,0,0,66,6,3,14,11,20,24,10,5,0,102,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,10,10,27,25,40,42,19,5,0,175,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,15
LGA57210,43,57,137,144,209,163,80,8,0,837,27,21,16,32,31,64,53,16,0,266,5,0,11,11,25,13,8,3,0,66,0,0,3,3,4,10,5,0,0,34,75,75,165,186,267,255,139,31,0,1200,0,0,0,0,9,10,5,0,0,31,4,0,0,0,0,7,0,0,0,13,5,0,3,3,9,19,4,0,0,42,77,86,176,191,277,272,147,31,0,1247,62,3,43,59,55,117,232,122,36,730,19,11,14,33,31,38,34,16,14,205,164,101,223,278,362,420,410,174,55,2188,11,24,55,85,113,94,32,4,0,416,30,21,74,92,122,121,49,8,0,520,6,5,8,5,17,18,8,0,0,66,3,3,7,4,3,4,5,0,0,20,52,52,146,186,250,239,90,9,0,1032,5,6,0,0,11,0,0,0,0,23,4,4,0,4,4,5,0,0,0,25,5,8,4,5,16,9,3,0,0,43
LGA57280,94,220,1138,1252,953,683,112,4,0,4456,102,38,103,86,81,79,29,0,0,515,5,8,69,78,76,48,15,0,0,304,4,14,39,36,9,13,0,0,0,123,199,278,1350,1459,1114,834,162,5,0,5402,17,39,31,19,17,12,0,0,0,139,12,6,0,3,4,4,4,0,0,38,28,42,35,23,25,24,0,5,0,181,227,324,1387,1479,1141,851,166,9,0,5580,143,49,88,72,86,139,212,90,16,887,73,120,512,543,483,381,123,25,4,2258,446,483,1984,2092,1710,1374,494,119,20,8731,53,173,697,547,437,266,45,0,0,2223,105,58,282,305,137,101,19,0,0,1001,7,23,91,48,34,37,9,0,0,249,9,17,33,18,5,4,0,0,0,88,167,276,1096,926,613,406,80,0,0,3567,6,6,14,15,12,13,0,0,0,74,12,0,16,20,3,11,0,0,0,64,20,13,34,32,16,20,0,0,0,135
LGA57350,5,0,18,23,32,35,13,5,0,138,0,0,3,0,0,5,8,3,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,24,23,32,45,23,9,0,167,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,28,27,32,41,25,9,0,168,4,0,4,4,5,13,41,26,13,104,3,3,12,8,21,18,28,11,5,100,15,6,36,42,58,70,96,43,16,382,0,0,13,12,12,9,0,0,0,50,0,0,14,4,14,23,5,0,0,63,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,26,22,28,33,9,0,0,128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA57420,14,48,195,138,185,151,34,6,0,769,3,7,12,19,22,20,12,6,3,108,0,3,12,11,7,11,3,0,0,55,0,0,8,7,4,7,5,0,0,25,19,61,233,179,219,189,46,14,3,961,0,3,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9,0,0,0,25,23,59,233,182,220,202,51,14,3,982,9,7,6,16,23,30,73,40,9,204,3,18,43,33,53,38,10,4,0,204,35,87,284,227,287,263,137,57,11,1393,6,26,51,40,60,42,10,0,0,231,5,12,44,40,27,37,11,4,0,174,0,6,9,5,0,11,0,0,0,36,0,0,6,0,0,0,0,0,0,7,13,39,115,87,88,93,19,4,0,454,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
LGA57490,669,1919,5327,5705,5518,3869,574,21,0,23605,1272,819,861,636,635,760,391,54,0,5441,49,106,346,286,314,339,77,3,3,1522,50,72,181,139,98,57,7,3,6,609,2035,2916,6721,6766,6566,5021,1057,87,9,31172,175,227,348,240,239,205,31,0,0,1466,383,101,90,42,49,52,38,7,0,763,558,329,441,281,287,262,66,10,3,2225,2594,3242,7157,7047,6850,5282,1118,95,10,33406,1717,427,620,567,796,1581,3556,2544,697,12509,178,295,561,449,330,254,203,194,137,2598,4486,3965,8341,8069,7973,7118,4881,2837,848,48510,279,1183,2838,3049,3442,1976,216,8,0,12998,1792,1383,2661,3236,2881,2092,501,36,0,14582,57,120,543,292,237,241,53,4,0,1548,33,55,128,75,78,53,11,5,4,435,2151,2748,6167,6653,6638,4364,779,47,5,29550,100,127,165,173,176,85,3,0,0,832,381,115,211,243,171,131,24,0,0,1274,487,238,378,413,340,217,31,5,0,2108
LGA57630,0,3,6,3,3,7,4,0,0,31,0,0,0,3,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,14,6,0,0,45,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,6,3,5,14,4,0,0,50,0,0,0,0,0,3,20,9,0,38,0,10,31,16,26,19,5,4,0,114,6,14,33,26,34,40,27,16,0,197,0,0,0,4,4,3,0,0,0,12,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA57700,192,479,1499,1603,1309,897,159,7,5,6151,251,155,184,173,159,198,129,29,0,1276,17,16,79,89,58,61,20,3,0,344,18,21,39,36,25,23,11,0,0,173,475,670,1801,1899,1552,1184,317,43,4,7941,34,28,33,41,37,21,3,0,0,203,45,16,15,8,3,4,9,0,0,102,79,45,48,47,43,33,16,0,0,300,547,717,1850,1947,1593,1214,330,43,4,8244,362,88,179,213,221,310,656,416,95,2545,34,24,60,70,61,47,38,21,9,370,946,830,2094,2224,1871,1574,1030,481,108,11161,94,285,837,817,802,467,62,3,0,3364,446,309,805,820,643,464,132,11,0,3623,19,29,166,74,59,47,16,0,0,413,7,17,35,21,16,13,4,3,0,127,570,636,1839,1736,1519,995,217,18,3,7532,25,27,26,25,25,18,0,0,0,145,66,13,44,37,29,29,0,0,0,224,93,38,71,66,49,41,0,0,0,362
