LGA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA51470,0,15,26,116,54,10,4,34,253,0,17,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,13,0,3,0,0,0,0,0,0,7,0,29,34,118,51,6,3,51,300
LGA51540,11,42,155,727,359,41,24,231,1593,3,40,116,41,5,0,0,67,271,0,0,12,17,0,0,0,3,35,3,40,125,55,4,0,0,73,310,0,45,13,0,0,0,0,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,0,0,0,0,9,71,378,542,64,60,51,11,4,98,1207,31,36,6,5,5,0,11,38,133,423,712,361,854,417,50,42,452,3306
LGA51610,5,28,48,154,206,33,12,72,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,5,0,0,0,0,3,44,0,0,0,0,0,0,0,0,3,15,45,53,155,210,33,12,75,594
LGA51680,11,34,135,510,954,197,70,141,2052,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,7,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,17,0,7,0,0,0,0,0,3,11,4,0,0,4,0,0,0,4,7,16,38,141,520,960,197,70,151,2092
LGA51710,0,18,33,126,27,6,0,24,223,0,3,41,36,4,4,0,7,95,0,0,0,6,0,0,0,3,15,0,5,43,41,4,4,0,12,111,0,33,29,12,0,0,0,14,94,0,0,13,25,3,0,0,8,54,0,0,0,9,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,45,3,0,0,19,152,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,69,123,209,34,3,0,60,499
LGA51750,0,6,155,753,853,242,51,48,2115,0,24,129,344,101,9,0,21,627,0,10,110,198,77,8,0,14,420,0,34,236,543,173,20,0,41,1042,0,40,164,34,3,0,0,12,259,0,100,99,43,0,0,0,17,256,0,129,373,117,0,0,0,49,665,0,12,186,39,7,0,0,10,259,0,0,0,0,0,0,0,0,0,0,284,819,235,7,0,0,90,1434,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,325,1208,1534,1040,258,57,181,4603
LGA51820,35,175,999,12221,19408,2121,300,1060,36329,0,353,1267,2169,279,18,3,283,4372,3,98,293,453,83,6,4,72,1017,4,450,1563,2626,359,24,7,348,5387,0,140,445,54,3,0,0,46,682,0,206,508,142,0,0,0,64,924,3,280,613,82,3,0,0,59,1032,0,64,205,25,0,0,0,15,308,7,16,25,15,8,3,4,0,78,10,693,1792,315,15,3,4,186,3030,11,65,125,31,5,0,0,125,361,0,13,14,13,3,0,0,16,64,66,1403,4500,15210,19797,2154,315,1739,45173
LGA51860,0,3,13,50,39,12,0,35,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,5,3,14,57,39,16,0,36,168
LGA51890,7,32,385,1491,1058,141,16,238,3374,0,19,20,50,10,0,0,16,123,0,0,0,0,0,0,0,0,0,0,19,20,50,10,0,0,16,123,0,6,59,36,0,0,0,11,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,59,36,4,0,0,11,112,4,7,4,4,0,0,0,8,32,4,4,0,8,3,0,0,3,12,16,70,466,1587,1078,141,18,272,3653
LGA51960,7,29,77,628,242,17,5,235,1238,0,0,44,4,0,0,0,18,72,0,0,27,0,0,0,0,22,53,0,0,74,4,0,0,0,41,128,0,5,14,3,0,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,0,0,0,6,32,10,9,3,0,0,0,0,11,29,8,6,4,4,0,0,3,16,30,19,48,171,643,247,17,7,308,1456
LGA52030,4,12,58,198,124,17,4,66,475,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,3,19,0,0,0,3,0,0,0,3,9,7,23,65,209,126,17,4,72,519
LGA52100,0,12,51,177,120,22,0,27,398,0,10,3,0,0,0,0,3,14,0,6,0,0,0,0,0,3,5,0,13,3,0,0,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,53,178,126,22,0,31,427
LGA52170,0,19,203,785,765,248,40,49,2111,0,8,48,68,9,5,0,4,144,0,3,57,140,28,3,0,11,245,0,14,98,208,43,9,0,14,391,0,34,96,37,5,0,0,12,178,25,111,165,37,4,0,0,29,366,5,10,58,16,0,0,0,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,157,311,90,9,0,0,39,642,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,27,187,618,1084,809,252,38,110,3138
LGA52240,0,22,52,187,111,20,10,48,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,6,11,0,0,3,0,0,0,0,0,8,4,19,58,192,112,20,9,56,468
LGA52310,0,17,58,152,103,11,13,30,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,63,150,103,11,13,37,397
LGA52380,7,12,15,22,8,0,0,16,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,50,66,3,0,0,4,0,0,0,3,13,13,20,15,26,10,0,4,71,161
LGA52450,0,8,61,188,125,34,18,33,469,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,16,70,194,128,34,18,39,492
LGA52520,3,10,27,171,129,39,21,69,471,0,3,10,3,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,6,0,11,22,0,5,3,0,0,0,0,0,8,6,24,37,177,130,41,21,76,519
LGA52590,3,25,112,478,505,65,13,94,1295,0,0,8,14,0,0,0,3,32,0,0,0,10,0,0,0,0,8,0,4,8,22,3,0,0,8,44,0,0,0,5,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,37,37,9,6,7,0,0,29,125,4,6,4,8,0,0,0,0,21,51,70,132,519,512,70,18,133,1496
LGA52660,0,30,257,1448,2862,234,44,205,5084,0,4,167,117,14,0,0,19,317,0,0,0,4,0,0,0,0,4,0,4,167,119,14,0,0,19,322,0,0,11,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,0,0,0,16,7,52,35,3,0,0,0,47,151,0,0,0,0,3,0,0,0,9,10,92,470,1578,2877,235,44,273,5578
LGA52730,13,96,406,1035,558,94,19,187,2417,0,5,30,75,46,5,0,14,181,0,0,0,4,0,0,0,0,3,0,5,30,80,47,5,0,14,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,5,12,0,0,0,82,124,0,0,0,6,0,0,0,4,13,23,121,450,1129,606,95,19,291,2745
LGA52800,8,80,324,787,385,43,12,331,1976,4,18,77,31,3,0,0,50,191,0,0,5,6,0,0,0,0,10,4,18,82,34,6,0,0,54,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,209,239,30,23,32,5,0,190,729,23,29,3,8,10,0,6,39,134,248,371,439,850,431,51,23,620,3043
LGA52870,21,53,273,907,839,114,31,128,2361,0,8,16,10,3,0,0,0,45,0,0,0,0,0,0,0,0,3,0,8,19,10,5,0,0,0,43,0,0,4,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,3,11,6,4,3,0,0,15,35,0,0,4,7,3,0,0,0,18,20,73,298,930,845,119,35,146,2470
LGA52940,0,0,29,134,83,18,0,28,298,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,10,33,136,86,18,0,28,322
LGA53010,0,8,26,94,81,18,8,43,266,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,29,96,78,18,8,45,279
LGA53080,9,21,47,121,38,3,5,53,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,17,0,0,0,0,0,12,38,11,11,0,0,0,0,4,3,34,29,47,48,123,44,10,6,65,372
LGA53150,4,17,188,807,699,194,34,46,1982,0,11,87,108,9,6,0,9,233,0,3,90,200,28,3,0,9,335,0,12,183,305,38,8,0,21,570,0,16,24,12,0,0,0,8,60,0,39,97,17,0,0,0,11,163,3,35,102,41,0,0,0,7,182,0,0,30,4,0,0,0,0,35,0,0,0,0,0,0,0,0,4,4,89,250,77,0,0,0,23,449,0,4,7,0,0,0,0,3,18,0,0,0,0,0,0,0,0,3,8,120,630,1197,736,201,34,93,3022
LGA53220,10,53,255,864,396,36,14,189,1817,0,13,24,5,0,0,0,6,43,0,15,6,0,0,0,0,8,27,0,28,28,5,0,0,0,18,73,0,10,47,0,0,0,0,20,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,0,0,0,0,20,82,102,210,9,13,20,3,0,19,371,24,53,3,0,6,0,7,28,119,138,350,341,885,416,36,21,272,2456
LGA53290,11,97,337,2025,1594,254,60,452,4837,8,69,190,89,15,4,0,67,432,0,0,21,15,3,0,0,0,46,8,67,207,111,22,3,0,68,478,0,38,35,8,0,0,0,21,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38,39,10,0,0,0,21,115,45,62,23,9,6,0,0,59,207,0,13,12,18,21,10,0,5,78,59,281,617,2169,1640,274,65,608,5720
LGA53360,13,44,90,537,276,40,12,81,1082,0,4,15,8,0,0,0,4,29,0,0,3,7,0,0,0,3,13,0,4,17,14,0,0,0,9,42,0,36,12,8,0,0,0,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,8,0,0,0,7,71,395,492,61,76,78,5,3,73,1177,11,4,0,3,3,0,0,10,37,414,580,184,627,352,47,20,182,2404
LGA53430,21,188,1221,3930,2156,295,72,274,8152,7,190,749,436,74,8,0,90,1557,15,177,497,660,94,10,6,99,1556,16,367,1254,1097,167,19,4,195,3115,7,160,172,26,4,3,3,39,415,7,131,291,114,3,0,0,57,612,41,361,532,195,13,0,0,105,1258,0,33,25,0,0,0,0,7,69,5,15,4,6,10,0,0,0,51,52,702,1029,349,39,5,9,207,2391,32,78,57,18,3,0,0,107,297,4,8,8,12,3,0,0,9,46,128,1344,3565,5397,2369,321,91,791,14005
LGA53570,17,63,191,723,773,125,49,162,2104,0,8,17,9,4,0,0,3,43,0,0,0,3,7,0,0,0,8,0,8,20,13,10,0,0,3,53,0,8,9,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,28,10,18,11,11,4,0,0,13,72,0,0,0,0,0,0,0,3,9,26,97,229,755,792,131,52,183,2268
LGA53640,5,7,45,189,127,49,11,36,470,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,0,0,0,6,0,0,0,0,3,5,10,47,198,126,49,11,41,488
LGA53710,0,10,63,152,109,17,4,40,397,0,3,10,5,0,0,0,9,29,0,0,0,0,0,0,0,0,0,0,3,10,5,0,0,0,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,11,67,162,107,17,4,52,429
LGA53780,35,159,1184,14634,19100,2130,354,1649,39238,10,255,925,1888,132,9,9,241,3459,0,44,247,181,10,0,0,39,525,10,296,1169,2065,145,12,9,281,3983,0,64,196,198,8,0,4,40,520,0,58,163,44,0,0,0,20,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,4,6,4,0,3,56,3,135,375,251,15,4,12,60,855,19,99,24,17,20,3,4,62,247,3,5,12,8,4,0,0,11,56,72,694,2765,16984,19285,2153,369,2056,44372
LGA53800,31,139,862,5055,5523,631,122,947,13318,4,119,674,402,31,3,0,180,1417,0,14,93,104,84,13,0,28,337,8,130,768,503,117,21,4,209,1757,0,74,95,48,6,0,0,45,265,0,4,16,0,0,0,0,4,15,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,13,6,81,113,44,6,0,0,48,299,101,177,35,27,19,0,0,92,447,8,35,22,7,11,0,0,13,90,149,561,1801,5644,5671,653,131,1310,15910
LGA53920,8,61,155,385,122,10,3,108,862,0,25,31,13,5,0,0,5,79,0,0,3,8,0,0,0,0,20,0,25,35,21,6,0,0,9,91,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,108,150,15,19,9,3,3,56,355,19,24,10,12,0,4,4,33,105,138,256,217,442,138,17,14,210,1430
LGA53990,18,69,405,2869,5429,592,108,351,9835,4,32,135,160,6,0,0,29,366,0,0,5,6,0,0,0,0,11,4,32,144,161,14,0,0,29,379,0,9,17,23,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,19,0,0,0,0,50,29,144,34,14,11,0,0,114,341,0,3,3,5,4,0,0,3,22,48,260,605,3069,5453,593,103,502,10626
LGA54060,9,34,105,540,485,69,10,126,1378,0,24,39,17,0,0,0,12,95,0,0,0,21,19,10,0,12,61,5,24,37,40,22,10,0,22,159,4,7,8,11,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,11,0,0,0,9,39,31,33,19,8,9,0,4,29,137,5,9,3,6,0,0,0,8,24,46,100,188,608,516,76,13,193,1746
LGA54130,0,16,46,173,144,19,7,36,447,0,3,9,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,6,5,0,0,0,0,35,0,3,0,0,0,0,0,0,11,16,32,64,180,144,24,7,38,503
LGA54170,35,143,675,14683,29701,4962,699,978,51879,0,154,867,2283,237,15,3,170,3738,8,93,237,642,237,47,12,60,1337,11,250,1105,2924,471,58,16,229,5074,26,78,187,129,5,0,0,71,495,0,83,259,98,5,0,0,41,495,4,100,249,127,0,0,0,42,522,0,0,0,0,0,0,0,0,0,0,27,27,6,9,3,9,6,88,34,285,722,364,24,3,7,155,1595,8,38,60,19,7,0,0,125,247,3,3,10,7,0,0,0,28,48,91,722,2563,17999,30209,5029,724,1516,58848
LGA54200,17,120,852,7160,9614,1713,331,642,20462,4,140,319,456,39,0,0,65,1015,0,11,27,32,6,0,0,0,82,4,146,344,484,38,0,0,67,1093,0,3,37,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,3,4,4,41,0,15,46,7,5,3,4,7,96,17,29,79,25,10,7,8,83,262,0,7,9,0,5,0,0,8,29,43,322,1337,7682,9687,1731,343,806,21938
LGA54280,17,117,537,3483,3323,520,101,682,8778,3,228,536,566,45,0,4,198,1588,0,9,47,114,40,4,0,31,248,4,235,581,686,83,4,4,226,1837,0,47,66,10,3,0,0,10,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,47,66,9,3,0,0,10,141,71,148,25,19,7,4,0,413,688,9,10,3,7,7,0,4,17,54,97,562,1217,4202,3427,525,111,1347,11495
LGA54310,21,59,180,2095,2406,214,43,714,5730,3,46,358,288,50,4,0,236,990,0,34,42,75,3,0,0,35,188,3,77,401,362,58,4,0,273,1177,9,70,24,14,0,0,3,51,171,0,38,16,10,0,0,0,10,83,0,7,27,15,0,0,0,12,57,0,83,77,14,0,0,0,18,192,0,0,0,0,0,0,0,0,0,10,195,150,48,0,0,5,87,501,146,243,40,20,23,0,3,202,684,33,72,11,11,7,4,7,50,199,220,651,777,2546,2495,220,59,1320,8287
LGA54340,3,21,160,657,386,67,20,127,1439,0,21,84,12,3,0,0,21,145,0,0,4,0,0,0,0,5,4,0,21,82,12,3,0,0,25,144,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,8,42,253,676,389,70,18,151,1602
LGA54410,0,8,63,193,99,28,3,38,440,0,0,6,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,13,0,9,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,18,0,7,0,0,0,0,0,5,13,0,0,0,0,0,0,4,0,10,7,25,81,198,105,28,12,51,487
LGA54480,0,3,12,81,57,14,5,17,186,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,80,57,14,5,22,200
