LGA_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
LGA52450,40,23,76,57,56,54,23,5,0,339,9,5,9,5,5,7,0,0,0,42,0,0,0,6,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,5,3,0,0,0,0,7,0,3,0,5,6,0,3,0,0,22,7,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,0,3,3,3,4,0,6,0,0,16,0,4,11,20,11,5,3,0,0,61,0,0,7,10,11,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
LGA52520,17,28,72,84,62,90,39,8,4,402,0,0,8,11,7,12,3,3,0,55,0,0,0,3,0,0,0,0,0,8,0,4,4,9,3,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,5,5,3,7,0,0,0,26,0,0,4,3,6,0,0,0,0,21,0,0,0,4,4,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,9,0,0,0,0,4,4,0,0,0,7,0,4,0,5,4,0,0,0,0,15,0,6,11,9,10,4,6,0,0,44,0,0,6,12,11,12,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA52590,31,54,162,153,193,219,95,20,3,937,7,4,18,21,12,21,19,5,0,105,0,8,5,6,7,4,0,0,0,28,0,9,0,5,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,10,4,11,11,4,0,0,37,0,0,3,4,6,4,0,0,0,14,4,7,11,6,18,22,3,0,0,75,10,6,23,10,9,26,7,0,0,96,0,0,4,0,3,10,0,5,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,12,0,0,0,3,0,3,0,0,0,14,0,0,4,7,3,9,3,0,0,21,3,0,9,4,7,4,0,0,0,25,0,0,7,11,13,5,3,0,0,41,0,0,20,26,18,21,3,0,0,96,0,3,21,15,19,22,4,3,0,94,0,0,0,0,4,3,0,0,0,11,0,0,3,4,5,4,0,0,0,19
LGA52660,226,284,731,783,716,607,170,29,4,3551,3,3,6,10,13,18,16,5,0,66,0,6,17,21,17,12,0,0,0,67,12,22,38,44,43,19,0,0,0,172,0,0,8,4,4,7,0,0,0,32,4,7,28,30,14,19,0,3,0,110,3,0,5,5,15,11,0,0,0,34,62,46,106,92,87,76,11,3,0,480,96,27,42,32,32,13,3,0,0,237,5,7,14,13,30,16,3,0,0,85,3,0,3,3,6,0,0,0,0,21,0,3,21,20,9,8,0,0,0,63,0,10,13,15,10,8,0,0,0,62,0,6,25,30,21,14,11,0,0,105,0,6,11,24,23,17,9,0,0,89,0,7,44,41,46,33,3,0,0,176,0,23,67,100,134,88,11,0,0,416,16,56,133,206,167,126,27,0,0,739,8,6,10,12,6,4,0,0,0,44,4,16,42,38,26,20,3,0,0,146
LGA52730,94,43,145,245,278,318,131,34,5,1285,6,0,5,8,14,28,22,8,0,89,0,0,0,6,9,4,0,0,0,22,12,4,8,18,20,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,3,3,0,0,28,0,0,0,0,0,6,0,0,0,6,18,4,11,20,30,28,12,0,0,126,21,15,18,32,20,24,6,0,0,137,0,0,0,3,5,11,0,0,0,17,0,0,0,3,0,0,0,0,0,4,0,0,0,4,8,8,0,0,0,22,0,0,0,0,5,6,0,0,0,19,0,3,11,20,16,17,8,0,0,73,0,0,5,15,7,11,3,0,0,44,0,0,4,19,20,18,0,0,0,68,0,0,20,49,68,44,9,3,0,196,0,0,37,54,74,75,19,0,0,262,0,0,4,6,0,11,5,0,0,22,0,3,13,17,10,4,0,0,0,48
LGA52800,30,110,354,275,297,307,120,13,0,1506,8,9,10,4,12,8,11,0,0,63,0,3,9,4,3,4,0,0,0,26,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,8,6,15,0,0,0,29,0,0,0,0,3,3,0,0,0,9,8,5,28,11,17,14,4,0,0,86,0,8,17,10,9,14,0,0,0,61,3,0,3,3,3,7,5,0,0,20,0,0,0,4,0,0,0,0,0,8,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,6,0,0,0,13,0,0,10,3,7,9,3,0,0,41,0,3,10,11,9,8,4,0,0,43,0,3,29,32,36,32,11,0,0,146,7,31,86,67,64,54,17,0,0,335,5,16,91,81,64,80,24,0,0,357,5,3,18,3,4,4,3,0,0,45,0,4,8,7,16,6,0,0,0,41
LGA52870,90,84,178,257,325,309,141,31,3,1423,5,4,15,22,21,32,19,5,0,130,0,10,6,5,9,10,0,0,0,36,3,3,6,8,7,6,4,0,0,38,0,0,0,5,10,0,0,0,0,11,0,0,9,8,8,10,0,0,0,34,4,0,4,3,3,4,0,3,0,22,22,13,25,34,30,22,4,0,0,145,29,7,3,20,14,15,8,0,0,92,0,7,8,4,9,5,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,13,0,0,5,5,5,0,5,0,0,14,0,0,0,16,8,5,0,0,0,43,0,3,11,10,5,10,3,0,0,51,0,0,14,17,28,14,7,0,0,73,0,3,10,28,58,54,7,0,0,164,6,11,32,48,68,86,17,0,0,268,0,0,0,8,3,3,0,0,0,14,5,0,7,16,10,5,0,0,0,47
LGA52940,5,20,21,33,45,31,22,3,0,182,0,0,6,9,0,7,8,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,11,0,0,4,13,11,0,0,0,0,24,0,0,0,8,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,9,31,39,36,42,21,3,0,177,0,0,5,4,4,14,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,13,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,16,0,0,0,5,4,6,6,0,0,24,0,0,8,4,3,12,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5
LGA53080,9,27,51,42,80,45,26,0,0,284,0,0,0,0,0,0,0,0,0,3,0,4,11,8,5,11,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,0,0,19,0,0,10,3,5,6,3,0,0,34,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,16,0,0,5,3,6,5,0,0,0,18,0,0,4,3,3,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,98,152,279,336,477,395,141,25,0,1907,0,0,0,0,0,0,0,0,0,6,0,3,17,15,11,5,3,0,0,59,12,4,11,6,13,9,0,0,0,51,0,0,4,4,0,0,0,0,0,13,0,5,8,14,15,12,6,0,0,51,0,0,0,6,14,5,0,0,0,31,33,21,15,19,25,25,11,0,0,145,59,27,16,13,21,9,4,0,0,152,0,0,0,6,10,3,0,0,0,22,0,0,7,9,10,4,0,0,0,30,0,3,5,19,16,3,3,0,0,50,0,0,4,10,10,6,3,0,0,44,0,7,29,57,61,27,7,0,0,189,0,7,4,10,9,8,4,0,0,44,0,16,19,24,32,25,0,0,0,117,14,9,32,57,90,109,27,4,0,345,13,25,93,100,125,113,28,0,0,494,3,6,10,12,12,11,0,0,0,53,6,10,15,8,11,12,0,0,0,57
LGA53220,100,423,2156,2264,1970,1305,202,13,0,8441,4,6,11,6,10,8,4,0,0,46,12,141,430,276,248,117,7,0,0,1224,0,3,5,0,3,3,0,0,0,20,0,0,5,6,0,0,0,0,0,21,4,8,32,20,32,20,3,0,0,122,0,0,4,5,3,0,0,0,0,17,10,14,32,28,16,12,3,0,0,114,14,33,76,33,38,37,6,0,0,232,0,6,9,9,12,7,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,9,7,0,25,10,11,7,0,0,0,62,0,0,28,13,14,8,0,0,0,62,3,25,58,39,36,19,8,0,0,189,0,12,24,27,16,18,0,0,0,103,0,16,47,37,47,29,8,0,0,193,5,13,60,50,32,32,11,0,0,204,5,5,10,8,3,4,0,0,0,31,4,4,16,10,7,4,0,0,0,45
LGA53290,221,265,627,673,749,685,197,42,3,3467,4,11,49,75,85,61,34,12,0,338,0,0,11,3,6,0,0,0,0,27,5,5,5,10,7,10,0,4,0,47,0,0,0,11,7,7,0,0,0,13,0,7,23,8,16,15,0,0,0,70,5,6,11,18,20,4,0,0,0,53,63,41,66,72,64,58,6,0,0,375,53,39,33,49,50,40,12,0,0,271,0,7,29,36,27,24,5,0,0,119,3,4,0,5,0,0,0,0,0,11,0,4,15,15,10,3,0,0,0,49,0,3,11,7,13,6,0,0,0,44,3,11,31,23,17,18,5,0,0,106,0,5,16,20,24,25,6,0,0,95,4,9,19,31,47,30,8,0,0,145,7,20,86,90,131,91,28,0,0,440,11,42,80,99,127,130,25,4,0,519,6,4,5,3,9,0,0,0,0,34,11,13,29,20,29,21,3,0,0,125
LGA53360,69,97,336,333,313,302,89,14,3,1566,0,0,6,8,9,10,5,3,0,43,0,0,10,10,4,3,0,0,0,30,4,5,12,8,7,0,5,0,0,40,0,0,0,7,3,0,0,0,0,9,0,0,7,14,7,11,0,0,0,40,3,0,4,0,4,0,3,0,0,18,15,12,26,25,35,23,9,3,0,144,23,39,60,33,27,21,3,0,0,205,3,5,31,18,14,16,4,0,0,92,0,0,0,0,0,6,0,0,0,5,0,0,11,4,4,4,5,0,0,23,0,0,4,11,6,6,5,0,0,41,0,8,20,24,17,15,5,0,0,87,0,9,26,17,14,11,4,0,0,81,0,4,23,18,40,14,4,0,0,115,0,3,24,40,38,30,13,0,0,152,0,9,56,44,42,58,13,0,0,225,0,4,7,6,5,4,0,0,0,29,4,6,17,9,9,4,0,0,0,46
LGA53430,307,610,1695,1845,1570,1428,500,81,7,8049,0,4,10,6,6,14,5,4,0,43,0,6,73,65,48,22,0,0,0,219,19,20,42,46,37,31,8,0,0,202,0,0,10,17,12,7,0,0,0,51,0,11,34,38,49,32,10,3,0,165,0,4,24,28,19,22,3,0,0,106,87,112,100,90,81,82,38,0,0,589,153,182,174,74,34,41,14,0,0,670,0,6,24,21,38,26,3,0,0,129,5,0,24,11,27,10,5,0,0,81,0,4,27,39,39,19,3,0,0,122,0,0,18,21,25,24,7,0,0,103,3,56,219,220,174,110,38,3,0,821,7,10,31,43,39,34,7,0,0,174,4,24,110,112,121,101,27,7,0,500,12,64,237,299,373,356,98,4,0,1443,21,130,424,378,410,405,116,8,0,1891,11,31,58,60,40,27,17,3,0,248,22,28,81,71,61,40,7,0,0,310
LGA53570,50,93,221,207,281,277,105,35,5,1270,5,19,110,52,45,38,24,4,0,308,0,0,4,11,3,10,0,0,0,37,0,0,8,9,7,6,0,0,0,39,0,0,0,0,6,3,0,0,0,6,0,0,8,11,11,4,0,0,0,40,3,3,0,5,7,4,0,0,0,15,11,7,10,19,21,17,6,0,0,87,8,9,14,15,14,18,6,6,0,83,0,0,6,4,15,11,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,11,0,0,9,4,10,7,3,0,0,37,0,0,4,7,11,11,0,0,0,41,0,0,8,15,23,12,0,0,0,61,0,0,14,20,31,30,9,0,0,98,5,8,11,17,33,28,8,0,0,106,4,3,0,6,0,0,0,0,0,12,5,3,10,10,6,3,3,0,0,37
LGA53640,12,27,72,64,66,71,51,5,0,363,0,5,14,16,17,13,5,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,10,0,0,3,0,6,0,6,0,0,15,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,5,0,0,7,0,4,7,4,3,6,0,0,0,17,0,0,9,8,11,3,4,0,0,42,0,0,8,10,0,6,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,11,12,25,46,47,49,32,7,4,228,0,0,0,15,0,6,4,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,6,0,0,0,16,0,0,0,4,3,0,0,0,0,9,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,4,0,0,3,0,0,0,11,0,3,4,8,7,6,0,0,0,28,0,0,4,4,8,15,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,11
LGA53780,1613,3065,6451,7943,6279,4363,1273,104,6,31092,0,3,26,37,41,23,4,0,0,141,0,28,134,168,100,55,8,0,0,505,29,62,201,263,260,151,39,0,0,1011,0,11,33,42,34,21,5,0,0,144,16,52,173,196,142,94,31,0,0,691,16,44,125,147,151,97,24,4,0,607,454,583,604,567,535,404,79,7,0,3239,640,347,399,312,249,129,23,0,0,2108,11,57,167,204,226,122,30,0,0,816,20,16,38,31,17,18,5,0,0,140,10,43,176,225,142,90,12,0,0,697,7,22,88,86,88,45,22,0,0,359,18,131,347,424,235,126,37,3,0,1318,22,86,220,247,229,161,30,0,0,1005,14,89,232,374,360,283,52,0,0,1410,61,233,502,809,843,546,103,5,0,3103,93,547,1469,1606,1364,965,240,19,0,6297,45,72,93,105,64,35,16,0,0,432,49,113,247,268,204,144,34,0,0,1067
LGA53800,631,709,1671,1693,1847,1668,523,83,7,8833,4,3,20,26,40,41,32,10,3,173,0,17,28,32,34,23,0,0,0,138,9,9,31,34,16,25,9,0,0,122,0,0,5,6,3,4,3,0,0,24,7,16,50,63,47,55,8,0,0,244,7,13,21,35,23,20,0,0,0,115,211,138,176,179,231,193,42,3,0,1170,268,94,111,101,96,79,19,0,0,776,6,12,37,53,57,50,20,4,0,230,8,9,12,7,10,10,3,0,0,48,0,11,33,31,44,27,4,0,0,141,6,11,17,18,28,12,6,0,0,102,8,21,74,68,83,44,18,0,0,318,6,21,45,44,73,47,7,0,0,243,8,17,66,112,150,114,27,0,0,490,22,65,244,348,407,303,50,3,0,1445,59,173,479,493,546,417,119,4,0,2299,7,12,8,14,17,18,3,0,0,83,33,40,72,63,72,51,15,5,0,353
LGA53920,9,41,158,151,145,132,45,6,0,687,3,7,0,5,6,0,4,0,0,29,0,0,4,0,3,10,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,4,3,6,8,9,3,0,0,0,37,5,0,12,7,3,4,0,0,0,32,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,4,0,5,3,3,4,0,0,15,0,0,14,8,8,11,0,0,0,35,0,0,13,7,13,5,0,0,0,46,6,15,45,39,32,28,5,0,0,164,0,14,36,26,30,41,22,0,0,161,0,0,3,0,9,4,3,0,0,18,0,0,3,0,0,0,0,0,0,7
LGA53990,458,500,1269,1477,1456,1204,358,42,5,6783,11,21,49,42,38,37,27,10,0,232,0,10,47,45,31,18,3,0,0,159,36,43,119,122,70,52,10,0,0,451,0,12,12,11,11,3,0,0,0,44,7,10,39,49,50,41,6,0,0,210,0,4,18,21,15,8,3,0,0,75,128,55,126,169,173,127,12,0,0,785,191,43,60,67,64,35,11,0,0,456,9,9,18,23,40,27,9,0,0,132,3,3,4,3,0,0,0,0,0,14,0,7,17,27,23,11,7,0,0,91,4,7,22,19,24,14,4,0,0,83,6,7,43,63,52,28,11,6,0,203,3,10,35,34,42,40,7,0,0,176,0,20,46,77,85,56,13,0,0,294,16,20,131,255,281,201,29,0,0,934,45,107,222,334,365,261,46,0,0,1367,14,8,16,21,6,9,0,0,0,79,21,17,77,42,48,31,7,0,0,242
LGA54060,42,46,88,143,175,186,83,23,0,794,0,4,0,12,9,10,16,7,0,56,0,0,5,7,9,4,0,0,0,21,0,3,0,4,6,3,3,0,0,27,0,0,0,0,0,0,4,0,0,5,0,0,0,4,10,9,0,0,0,22,0,6,3,0,0,0,4,0,0,14,17,6,13,16,26,28,7,0,0,112,18,9,9,14,14,14,0,0,0,80,0,0,0,3,9,13,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,5,5,0,0,14,0,4,10,4,5,6,3,0,0,32,0,0,3,9,9,7,3,0,0,23,0,0,3,3,11,11,0,0,0,41,0,3,6,24,26,27,6,0,0,103,0,4,13,22,47,27,10,0,0,113,0,0,0,3,0,3,0,0,0,5,0,4,0,8,7,0,0,0,0,16
LGA54130,9,30,54,73,65,72,38,0,0,334,0,0,13,22,18,16,7,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,4,0,0,0,12,0,4,6,5,8,4,3,0,0,29,0,0,0,0,3,7,5,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,12,0,0,7,12,10,5,7,0,0,48,0,6,3,5,8,5,0,0,0,24,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,6
LGA54170,2592,3662,6560,8831,9450,7699,2447,231,16,41491,3,10,25,24,40,31,3,0,0,149,0,53,227,300,206,104,18,4,0,921,91,63,102,201,239,204,50,4,0,956,0,11,64,95,74,25,9,0,0,280,22,78,298,411,348,268,47,0,0,1484,11,32,88,113,145,125,31,0,0,558,823,702,536,494,690,673,177,15,0,4106,1126,490,256,227,194,179,47,0,0,2513,9,26,106,130,145,107,25,5,0,554,34,40,53,67,51,41,5,0,0,298,11,69,252,412,399,257,59,0,0,1467,5,52,124,150,169,143,35,4,0,689,29,215,521,873,681,415,127,6,0,2881,29,80,201,283,294,212,69,6,0,1173,19,86,381,653,682,529,101,0,0,2454,131,306,935,1604,2056,1571,307,13,0,6929,162,721,1589,1879,2272,2045,471,28,0,9174,127,111,118,134,123,80,22,0,0,729,83,187,367,380,361,242,73,9,0,1701
LGA54200,848,1272,2539,3249,3179,2584,856,111,14,14650,0,10,8,22,24,21,16,5,0,108,6,28,113,118,104,35,6,0,0,413,16,17,66,134,115,80,25,0,0,459,0,10,16,28,22,14,9,0,0,85,11,27,93,114,99,91,20,8,0,459,12,23,63,78,88,60,15,0,0,335,249,224,216,235,264,230,70,3,0,1495,354,149,114,98,94,70,26,0,0,895,15,53,100,150,135,118,43,3,0,619,0,11,10,16,15,15,5,0,0,88,6,6,65,90,79,49,11,0,0,303,0,14,42,47,61,35,16,0,0,231,7,42,166,223,173,104,35,6,0,752,9,34,72,100,83,70,8,0,0,378,3,43,139,218,214,168,34,4,0,825,44,89,276,455,601,399,104,4,0,1967,67,219,527,660,643,546,147,8,0,2828,39,32,58,53,44,28,18,0,0,272,30,58,133,124,130,101,24,0,0,610
