LGA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
LGA51680,1086,608,449,640,860,905,595,288,66,5504,0,4,0,0,5,5,3,3,0,18,0,4,0,0,0,0,3,0,0,4,0,5,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,30,34,28,15,15,21,16,6,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,28,19,16,24,25,8,0,189,30,45,28,19,16,29,26,11,3,206,0,0,4,3,0,0,0,0,0,8,1112,652,477,661,883,931,625,298,74,5719
LGA51710,279,121,314,264,250,183,165,31,4,1598,0,6,0,0,3,0,0,0,0,9,0,0,4,12,11,0,0,0,0,30,0,8,8,0,0,0,0,0,0,13,0,4,18,10,20,8,4,0,0,55,0,0,0,0,7,0,0,0,0,10,8,21,39,33,30,71,38,15,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,5,0,0,0,10,9,26,72,54,70,82,40,15,0,374,9,29,79,54,68,82,47,16,0,380,0,0,0,0,0,0,0,0,0,5,280,151,390,321,318,268,205,42,4,1987
LGA51750,1721,1501,1103,1116,1400,1200,1104,962,511,10626,4,3,3,3,0,6,0,0,0,30,0,4,4,3,0,0,0,0,0,12,6,0,5,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,45,45,39,32,32,24,18,20,6,264,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,41,34,33,25,26,24,6,295,51,53,45,42,38,31,29,27,6,327,6,8,11,9,7,0,8,0,0,44,1778,1563,1162,1162,1447,1234,1139,991,518,10991
LGA51820,22591,13416,16857,17573,15006,12149,8916,4537,1742,112793,9,6,19,11,10,21,18,16,10,116,3,5,7,3,10,9,10,0,0,47,0,4,14,8,11,13,15,4,0,71,10,3,8,7,0,3,8,0,0,43,5,3,7,5,0,5,0,0,0,25,282,393,355,279,226,270,234,132,44,2222,4,0,5,3,0,7,4,0,0,28,0,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,5,304,419,389,315,251,317,278,139,44,2461,316,419,407,327,265,332,297,152,56,2575,16,27,27,16,24,43,45,9,0,213,22924,13861,17297,17914,15298,12527,9260,4697,1797,115575
LGA51860,123,41,61,74,54,106,53,32,10,546,4,0,0,7,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,18,7,20,36,35,13,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,7,18,7,31,36,41,13,0,147,8,11,18,10,31,36,41,13,0,160,0,0,3,0,0,0,0,0,0,3,128,52,77,84,76,143,89,42,10,708
LGA51890,1508,851,830,912,1052,1180,1090,532,172,8126,14,6,10,4,0,0,11,3,0,42,0,0,0,5,0,3,0,0,0,7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,34,56,66,64,54,64,24,14,7,384,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,54,68,72,59,79,26,14,7,413,44,59,75,71,65,79,36,21,7,455,0,3,3,0,0,0,0,0,0,3,1551,913,910,989,1117,1261,1124,548,179,8589
LGA51960,669,391,441,447,507,483,277,82,14,3315,0,0,0,0,3,0,0,0,0,4,0,0,7,0,0,0,4,0,0,16,0,0,3,0,5,13,11,0,0,38,0,0,11,10,0,3,4,0,0,37,0,0,4,0,0,0,7,0,0,15,19,73,301,223,249,138,36,3,0,1044,0,0,0,3,0,4,0,0,0,5,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,72,327,239,267,163,64,8,0,1155,19,76,327,236,269,163,64,8,0,1168,0,0,0,0,0,0,0,0,0,3,686,464,765,691,783,645,339,88,14,4488
LGA52030,124,47,82,77,98,190,185,97,21,934,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,9,5,5,10,23,18,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,5,10,12,33,27,6,3,117,10,5,5,10,12,37,27,6,3,120,0,0,0,0,0,0,0,0,0,0,137,59,87,92,109,224,214,103,23,1052
LGA52100,167,67,94,110,102,118,143,65,35,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,11,10,6,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,11,15,6,4,0,56,0,8,13,3,11,9,8,4,0,58,0,0,0,0,0,0,0,0,0,4,167,80,109,116,113,134,152,68,38,965
LGA52170,1209,957,768,784,1042,1015,863,521,203,7364,0,0,0,0,0,0,0,3,0,11,0,6,5,0,0,3,0,4,0,27,0,0,5,0,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,30,48,27,30,14,16,12,0,220,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,60,32,37,19,26,13,0,269,35,45,56,31,33,19,26,19,6,279,9,3,8,7,6,7,4,0,0,51,1253,1008,832,818,1089,1049,890,541,211,7689
LGA52240,195,68,86,123,133,165,124,74,12,975,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,7,14,8,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,10,17,10,10,0,0,61,3,13,5,10,22,10,14,0,0,68,0,0,0,0,0,0,0,0,0,0,200,79,87,133,156,173,135,78,12,1043
LGA52310,135,65,70,71,126,154,128,60,12,828,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,7,5,0,0,32,3,4,3,0,0,6,6,0,0,39,0,0,3,0,0,0,0,0,0,3,141,65,78,72,128,161,138,60,12,862
LGA52380,4,17,35,20,31,31,48,8,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,19,0,0,0,4,0,9,0,0,0,13,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,24,64,44,61,68,28,13,0,308,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,72,55,70,80,41,20,0,365,0,24,72,55,70,80,41,20,0,365,0,0,0,0,0,0,0,0,0,3,8,45,103,74,96,110,89,29,0,560
LGA52450,257,179,138,141,129,138,126,57,23,1189,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,78,11,6,9,10,3,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,11,6,9,13,6,0,0,123,5,76,8,6,9,13,6,0,0,128,0,0,0,0,0,0,0,0,0,0,259,254,149,147,138,153,136,62,24,1318
LGA52520,275,107,157,196,144,194,108,58,30,1265,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,20,7,9,9,17,24,20,9,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,13,9,17,24,20,9,0,124,20,5,13,9,17,24,20,9,0,121,0,0,0,0,0,0,0,0,0,0,298,113,169,206,151,219,131,74,32,1392
LGA52590,439,182,330,332,351,505,497,235,64,2922,0,0,0,4,0,8,9,0,0,17,3,0,0,3,0,4,5,0,0,19,7,0,4,0,0,0,18,0,0,30,0,0,0,3,0,6,7,0,0,18,0,0,0,0,3,5,12,0,0,22,31,60,83,68,118,115,96,26,6,598,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,39,66,90,76,116,135,145,24,6,703,39,67,94,80,120,140,150,27,11,720,0,0,14,10,0,0,0,0,0,26,480,248,433,425,476,645,641,263,70,3671
LGA52660,2934,1440,1697,1799,1723,1599,1315,828,325,13656,5,3,5,0,3,3,0,11,8,40,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,52,61,45,43,36,52,43,16,19,371,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,61,54,43,38,58,54,16,22,388,55,62,56,47,44,59,60,26,27,431,0,0,4,0,0,3,11,0,0,17,2987,1500,1755,1842,1768,1662,1379,855,358,14107
LGA52730,1044,464,351,629,739,898,893,488,145,5652,7,0,0,3,3,0,4,8,0,22,4,0,0,5,0,4,14,0,0,22,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,5,0,0,0,8,0,0,0,0,3,4,0,7,0,15,46,55,79,92,78,109,78,41,18,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55,79,90,78,124,105,44,18,658,56,56,79,92,88,128,111,45,18,678,0,0,0,0,0,0,7,0,0,4,1099,523,434,727,824,1025,1006,538,160,6336
LGA52800,1547,955,1188,910,773,716,388,110,28,6612,9,10,9,4,9,6,0,3,0,50,25,4,34,17,21,54,82,3,0,246,56,17,19,54,35,94,87,7,0,372,21,14,20,25,27,67,62,9,0,242,7,8,8,10,15,36,46,17,0,134,100,127,256,185,276,267,258,54,7,1517,5,0,7,4,5,11,3,0,0,31,0,7,4,0,4,4,3,0,0,28,0,0,0,0,6,9,3,0,0,19,0,0,0,0,0,0,0,0,0,0,212,175,344,287,377,547,547,89,7,2581,215,184,352,293,384,551,548,91,7,2631,0,13,12,4,0,0,9,0,0,42,1765,1152,1557,1207,1161,1263,942,198,34,9279
LGA52870,1011,479,449,632,768,907,855,435,122,5650,0,0,4,5,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,57,34,15,32,38,35,18,0,236,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56,40,17,31,42,40,16,0,261,17,62,42,21,32,42,50,16,0,281,0,4,6,8,0,3,0,0,0,31,1029,543,497,662,801,952,908,454,120,5964
LGA52940,141,53,48,84,83,78,115,40,12,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,12,10,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,12,10,3,0,0,34,0,10,7,3,12,10,3,0,0,39,0,0,0,0,0,0,0,0,0,0,139,55,51,83,96,86,119,38,10,685
LGA53010,123,28,63,86,88,101,80,38,6,615,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,12,11,18,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,16,9,4,0,0,55,0,3,12,11,16,9,5,0,0,59,0,0,5,0,0,0,0,0,0,5,123,39,80,96,103,112,83,38,4,674
LGA53080,74,60,90,52,89,106,80,42,3,602,0,0,0,0,5,0,0,0,0,4,0,0,3,0,4,3,9,4,0,22,0,0,0,3,4,6,14,0,0,38,0,0,0,5,4,3,27,0,0,28,4,0,0,0,8,0,6,0,0,25,3,31,66,43,102,50,19,0,0,320,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,71,50,125,75,81,3,0,439,9,31,71,54,129,75,81,3,0,448,0,0,0,0,0,0,0,0,0,7,87,90,157,104,219,187,161,46,10,1056
LGA53150,1348,869,664,867,1128,1012,792,450,251,7393,0,0,3,0,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,10,5,0,10,0,0,0,3,0,0,17,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,24,33,19,23,27,9,15,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,39,28,28,34,21,14,7,201,11,22,46,26,28,33,21,13,7,211,0,4,14,6,3,9,0,0,0,34,1362,897,726,901,1157,1053,817,468,259,7641
LGA53220,1504,976,2208,1933,1408,978,232,40,13,9286,4,3,6,11,11,6,0,0,0,45,3,16,48,39,37,38,19,4,0,207,8,3,33,35,57,69,18,4,0,229,3,7,65,107,113,99,34,3,0,430,4,5,26,29,31,49,16,0,0,162,26,583,2551,2504,2377,1550,471,75,0,10128,0,0,7,14,12,14,9,0,0,61,0,3,5,12,7,16,3,0,0,47,4,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,57,607,2738,2746,2638,1834,575,85,0,11281,65,616,2747,2755,2655,1837,575,88,0,11329,0,14,38,24,26,14,4,0,0,126,1566,1602,4990,4716,4084,2834,807,132,9,20742
LGA53290,2621,1351,1420,1533,1703,1652,1292,840,267,12667,5,7,3,6,13,16,12,0,5,61,5,5,4,7,13,12,20,9,0,68,0,0,6,3,0,9,10,0,0,34,0,0,3,0,0,12,11,0,0,36,0,0,6,0,0,9,8,5,0,24,84,162,128,113,150,153,103,47,14,949,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,166,146,127,158,202,160,53,14,1127,96,175,151,130,168,213,172,53,18,1186,0,6,15,0,0,4,0,0,0,28,2717,1528,1579,1662,1871,1876,1459,894,284,13875
LGA53360,539,289,492,442,387,340,218,95,16,2820,0,0,3,0,0,0,0,0,0,5,28,8,7,20,15,34,36,4,0,158,39,4,22,30,23,39,63,5,0,239,5,7,13,5,6,27,39,3,0,93,9,9,11,10,10,21,30,5,0,102,214,143,348,251,274,541,859,301,31,2959,6,6,0,7,4,16,16,3,0,55,0,0,0,0,0,13,5,0,0,14,6,0,0,3,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,314,182,405,322,348,683,1049,324,31,3638,314,181,403,322,348,680,1049,324,31,3640,4,12,16,0,0,4,5,0,0,45,850,483,915,773,731,1029,1271,416,44,6510
LGA53430,4454,2986,4086,4190,4039,4098,3339,1789,817,29795,4,0,6,8,0,9,5,11,4,42,4,45,71,29,24,13,15,4,0,192,3,0,16,11,11,13,14,3,0,81,0,0,4,21,9,26,3,0,0,62,0,0,3,3,0,3,0,0,0,20,94,195,210,172,199,172,125,80,55,1300,0,3,0,0,4,5,9,0,0,19,0,0,4,7,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,103,245,305,244,245,237,178,93,55,1694,106,249,306,248,246,246,186,97,61,1744,13,32,68,20,22,24,14,5,3,192,4574,3264,4457,4457,4309,4367,3539,1893,877,31729
LGA53570,745,412,519,502,664,783,831,420,76,4963,0,4,5,0,0,0,3,7,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,4,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,18,37,30,26,40,45,62,23,8,286,0,3,19,8,0,0,4,0,0,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,46,59,31,38,48,70,23,8,349,24,51,64,33,44,48,74,34,6,376,0,3,32,21,3,0,7,0,0,69,774,465,610,557,715,837,908,451,84,5395
LGA53640,244,87,170,151,137,164,131,34,8,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,6,13,12,0,0,60,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,11,6,14,12,0,0,71,3,11,12,11,6,14,12,0,0,67,0,0,0,0,0,0,0,0,0,0,250,97,183,157,148,178,140,34,8,1208
LGA53710,160,69,66,110,113,148,150,62,24,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,9,3,0,0,39,0,3,4,0,6,9,3,0,0,42,0,0,0,0,0,0,0,0,0,0,165,75,67,112,121,158,157,67,24,940
LGA53780,25893,15747,16860,19120,15442,12330,9748,4969,1817,121933,30,17,13,33,17,20,19,23,13,181,0,10,3,0,8,9,8,0,0,48,6,3,5,4,8,5,9,0,0,54,0,0,4,5,10,11,8,6,0,36,0,0,0,0,0,5,0,0,0,17,365,400,367,253,236,215,154,64,33,2085,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,13,370,421,391,269,266,241,195,74,36,2253,404,433,399,299,277,261,217,98,49,2438,26,22,36,31,37,67,75,18,6,320,26320,16203,17300,19460,15759,12658,10043,5093,1873,124686
LGA53800,7633,4260,4293,4501,4849,4660,3587,2014,790,36592,4,9,8,14,14,7,20,5,6,85,7,0,4,4,4,17,40,13,0,91,10,0,3,13,9,23,51,7,0,112,5,3,11,11,8,27,51,0,0,116,0,0,0,0,0,18,43,11,0,71,211,282,279,253,282,335,354,137,49,2187,0,0,0,4,0,4,23,3,0,36,0,0,0,4,0,5,6,4,0,17,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,233,298,294,297,307,426,558,174,52,2635,243,303,305,308,323,435,578,179,55,2723,7,3,13,0,7,8,3,9,5,52,7874,4562,4617,4813,5179,5095,4170,2198,848,39361
LGA53920,864,596,549,480,395,241,158,49,11,3348,7,13,9,6,8,6,0,6,0,65,6,0,12,11,5,34,32,5,0,100,28,4,27,16,16,48,57,4,0,203,20,3,5,16,10,54,60,9,0,170,5,7,4,6,7,14,16,10,0,66,36,30,128,105,121,177,172,46,6,832,7,5,0,0,5,0,0,0,0,19,0,4,14,9,11,9,5,0,0,51,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,117,54,191,169,167,338,343,71,6,1459,124,70,203,177,181,341,343,78,6,1526,0,4,8,5,5,0,0,0,0,25,989,672,763,659,584,587,502,125,17,4898
