ILOC_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
ILOC50700102,0,11,15,169,32,10,31,257,32,71,60,501,14,9,112,803,38,121,93,484,21,13,85,861,56,138,135,463,9,23,98,931,43,117,147,448,12,22,121,917,92,174,201,507,10,54,250,1277,263,635,658,2630,158,132,730,5202,0,0,0,0,3,0,5,9,0,0,0,3,3,0,3,15,0,0,5,7,5,0,3,17,0,4,4,16,0,0,0,21,0,5,7,11,0,0,6,25,0,0,4,10,0,0,4,20,0,0,0,0,0,0,3,9,3,13,19,50,12,3,23,113,0,0,0,53,35,6,10,106,4,30,29,98,44,9,13,223,58,182,122,275,30,18,25,712,85,288,181,262,33,24,30,905,98,255,210,264,30,55,43,964,108,221,242,216,31,63,66,946,81,208,238,139,17,53,171,908,427,1175,1038,1313,226,223,352,4760,0,0,0,0,0,0,26,26,0,0,0,0,0,0,15,17
ILOC50700201,0,8,10,85,20,6,73,203,9,67,29,305,19,10,224,663,28,77,48,303,3,10,232,696,20,74,71,314,7,16,242,746,42,80,77,429,9,23,252,918,39,90,147,507,15,38,343,1177,134,397,385,1973,93,98,1419,4503,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,4,0,0,4,11,0,0,3,4,0,0,0,13,0,6,5,3,0,0,4,24,0,3,3,7,0,0,6,18,0,0,0,0,0,0,8,17,0,11,15,30,3,0,26,84,0,0,0,26,26,0,18,67,5,32,8,52,23,6,13,142,38,138,73,161,34,13,13,469,50,183,98,189,28,17,35,607,60,160,129,170,36,26,37,621,68,125,178,175,29,42,65,670,63,132,186,108,25,47,176,729,287,769,677,885,188,142,349,3305,0,0,0,0,0,0,27,27,0,0,0,0,0,0,36,36
ILOC50700202,0,0,0,3,0,0,5,4,0,0,0,9,7,0,5,21,0,5,0,14,0,0,7,20,5,0,5,6,0,0,6,27,0,4,3,15,0,0,6,30,0,7,10,32,0,3,30,86,9,17,24,81,10,3,58,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,15,0,7,4,9,0,0,0,20,0,8,3,6,0,0,0,13,0,12,10,3,0,3,3,29,0,9,18,8,0,5,20,60,3,34,36,40,0,9,28,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700203,0,0,0,0,0,0,5,6,0,0,5,17,0,0,10,31,0,0,4,17,0,0,7,33,0,5,4,17,0,0,9,34,0,6,7,22,0,0,20,57,0,0,5,20,0,0,27,58,3,14,23,103,4,3,78,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,9,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,12,9,14,0,4,0,0,0,31,0,14,0,8,0,5,0,34,0,13,0,6,0,3,6,29,0,8,5,13,0,3,3,34,0,9,8,5,0,5,21,50,13,52,19,53,7,15,31,186,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3
ILOC50700204,0,0,0,0,0,0,0,9,0,0,0,5,0,0,6,10,0,0,0,7,0,0,4,5,0,0,0,7,0,0,8,21,0,0,0,7,0,0,12,26,0,0,7,16,0,0,34,63,6,6,14,37,3,3,67,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,3,5,0,0,0,0,8,0,0,4,3,0,0,0,10,0,4,3,6,0,0,0,20,3,3,0,13,0,3,10,35,3,13,18,23,0,3,17,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700205,0,5,0,14,4,0,5,18,4,3,0,31,0,0,11,48,3,7,0,30,0,0,10,56,0,11,5,32,0,0,21,80,0,4,18,54,0,3,20,114,16,34,36,87,4,16,55,238,24,63,65,248,17,26,133,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,6,0,4,5,0,3,18,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,13,4,23,9,10,0,0,3,51,5,19,11,22,0,0,0,59,6,16,21,27,3,0,7,77,9,15,26,33,0,7,4,88,21,24,59,27,0,12,53,197,43,100,121,117,13,19,68,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700301,3,16,14,112,31,3,37,221,49,133,59,323,33,6,99,704,70,125,101,342,12,12,91,751,83,151,98,332,14,13,107,789,74,126,107,341,0,19,84,758,83,164,148,444,12,28,222,1108,364,726,526,1917,125,89,654,4401,0,0,0,3,0,0,3,9,0,0,0,6,4,0,0,8,5,4,0,12,4,0,0,25,3,0,0,0,0,0,4,11,0,3,0,4,0,0,0,9,0,3,0,0,0,0,3,13,0,3,0,4,0,5,0,10,4,16,5,30,15,7,7,81,0,0,0,55,24,8,11,95,7,50,11,121,22,4,9,230,87,253,90,209,24,13,19,696,91,244,116,179,19,26,30,708,117,229,138,206,17,38,37,775,90,168,165,175,13,57,51,716,77,181,220,130,20,46,201,882,473,1127,742,1089,142,183,343,4107,0,0,0,0,0,0,7,7,0,0,0,0,0,0,17,20
ILOC50700302,0,5,0,30,11,0,5,41,0,27,18,103,7,3,26,189,7,29,27,93,0,3,15,177,14,22,24,56,0,3,19,136,10,23,19,96,0,6,18,172,10,24,21,98,0,11,30,190,45,132,112,477,22,22,122,924,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,8,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,10,3,0,12,34,0,0,4,16,6,0,0,25,5,10,5,27,9,0,0,60,12,60,33,69,15,4,9,196,16,47,22,70,5,7,8,178,13,28,23,55,8,15,6,142,10,34,27,37,8,12,15,138,3,19,27,13,0,8,22,102,58,204,145,289,48,45,60,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
ILOC50700303,0,0,0,26,11,0,15,50,0,32,3,83,4,0,19,147,3,22,9,85,0,3,22,159,9,13,11,92,0,10,22,158,14,20,10,60,4,3,13,119,4,10,19,84,0,4,23,148,30,100,55,443,31,21,115,808,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,8,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,16,10,0,0,28,0,0,0,21,10,0,0,31,0,15,0,39,9,0,0,65,14,27,13,40,8,0,7,105,9,45,21,62,0,9,4,155,13,32,22,51,9,9,4,129,10,17,24,41,0,7,4,106,3,17,23,20,6,7,23,97,50,154,111,272,34,31,48,694,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3
ILOC50700304,0,4,4,45,18,0,18,84,3,24,18,114,14,3,36,217,10,19,25,94,5,8,32,196,5,15,11,91,0,0,34,154,7,10,15,105,0,13,34,178,9,15,21,115,0,6,52,208,27,87,96,572,43,26,212,1073,0,0,0,5,0,0,3,8,0,0,0,3,0,0,0,11,0,0,3,0,0,0,0,3,0,0,0,7,0,0,6,9,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,5,9,14,5,0,5,41,0,0,0,11,4,0,3,14,0,7,3,60,11,3,0,90,18,51,33,81,27,4,8,219,20,30,30,64,6,11,11,170,8,26,33,67,8,9,10,160,9,24,37,48,4,6,21,152,8,38,28,36,9,9,62,190,58,175,169,367,69,48,114,994,0,0,0,0,0,0,14,14,0,0,0,0,0,0,16,16
ILOC50700305,0,0,0,28,11,0,10,53,0,9,16,59,8,4,30,120,4,7,11,48,3,0,24,103,7,12,12,54,3,0,29,124,5,13,11,42,0,3,26,102,7,8,12,49,0,4,40,119,18,47,68,279,30,8,165,630,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,9,0,0,0,0,0,0,3,5,0,0,4,14,4,0,5,33,0,0,0,10,4,0,0,15,0,4,0,20,5,3,4,40,9,20,19,59,0,5,5,113,8,33,20,43,4,5,3,107,4,23,12,40,7,0,5,86,0,11,24,28,3,0,8,78,5,20,12,21,8,4,22,95,21,112,95,207,31,18,50,540,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6
ILOC50700401,0,15,12,249,48,8,46,379,52,202,124,711,45,23,207,1353,104,315,216,915,21,28,235,1830,130,333,251,859,26,53,261,1904,96,287,267,778,13,46,218,1704,183,438,456,1093,22,77,414,2685,560,1587,1327,4659,237,240,1457,10065,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,13,7,0,0,12,4,0,0,24,5,3,6,11,0,0,3,29,4,0,9,12,0,0,0,26,3,0,0,3,0,0,0,8,0,0,0,4,0,0,6,11,18,16,13,49,11,5,15,122,0,0,6,83,55,9,38,191,9,60,49,153,52,17,17,348,122,427,234,427,38,37,73,1354,221,725,362,523,48,66,75,2011,236,574,414,505,56,87,78,1939,166,411,406,392,52,94,121,1651,170,489,476,284,51,142,446,2068,925,2687,1935,2371,357,442,841,9557,0,0,0,0,0,0,47,50,0,0,0,0,0,0,29,29
ILOC50700501,0,5,0,41,7,0,23,77,11,20,10,102,6,0,50,198,3,34,16,85,5,0,47,183,10,22,13,79,5,6,55,184,9,13,14,78,4,11,57,185,10,6,13,72,3,7,106,217,39,97,69,465,30,23,359,1079,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,5,8,0,0,0,3,0,0,6,6,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,7,0,0,0,0,0,0,3,4,4,0,8,13,0,0,12,36,0,0,0,13,0,0,3,17,0,12,6,17,9,0,3,48,16,51,18,38,17,5,3,144,16,59,11,43,10,7,18,167,14,39,21,25,9,6,13,132,11,25,28,32,3,11,12,127,6,27,41,17,0,11,63,161,58,212,133,186,52,39,106,783,0,0,0,0,0,0,14,17,0,0,0,0,0,0,11,11
ILOC50700502,0,4,0,19,4,0,12,36,3,14,3,70,5,0,52,156,4,21,4,56,7,0,46,131,6,12,20,41,0,3,57,149,4,10,14,53,4,5,53,137,4,6,8,42,0,3,53,116,20,64,56,302,16,17,283,751,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,3,0,3,15,0,0,0,4,0,0,4,10,0,3,0,9,5,0,0,22,10,34,3,36,0,0,4,86,6,26,15,24,4,6,3,80,6,25,22,28,3,8,6,96,4,18,28,16,0,8,6,80,0,9,12,8,0,9,21,60,25,108,84,126,18,20,42,430,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3
ILOC50700601,0,20,19,207,50,5,50,353,31,134,73,667,37,13,130,1079,52,180,129,777,16,30,162,1346,55,142,170,709,6,24,167,1279,59,125,168,629,12,32,173,1203,73,150,153,608,13,40,236,1271,263,748,712,3682,201,151,980,6741,0,0,0,5,3,0,4,11,0,0,3,4,0,0,0,16,0,3,0,18,0,0,4,23,4,3,4,16,0,0,0,28,0,4,3,6,0,0,0,24,0,6,0,0,0,0,0,9,0,0,5,7,0,0,5,9,0,15,13,57,8,4,15,124,0,0,3,108,57,4,20,189,10,48,26,180,43,9,9,320,71,286,159,421,65,22,30,1064,112,361,225,463,52,46,48,1310,100,296,221,407,32,70,49,1172,91,202,248,312,42,63,55,1004,69,193,211,175,24,61,225,945,446,1381,1091,2064,323,270,430,6013,0,0,0,0,0,0,28,28,0,0,0,0,0,0,30,30
ILOC50700701,0,0,0,11,6,3,8,35,4,8,3,43,6,0,11,68,5,15,6,41,4,0,11,81,0,6,10,49,0,0,18,91,3,7,6,43,0,4,34,88,3,8,10,55,0,0,45,120,14,42,43,232,22,15,139,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,5,4,0,0,4,18,0,0,0,3,0,0,0,3,0,4,0,10,4,0,0,22,8,26,10,27,0,3,0,79,11,23,13,26,3,8,0,83,7,22,17,23,8,7,0,86,5,15,20,13,0,5,3,62,0,19,30,19,0,7,19,93,35,108,94,119,19,23,32,422,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3
ILOC50700702,0,7,4,27,4,0,15,55,3,22,9,84,3,4,30,148,0,31,22,71,0,4,41,171,5,14,16,62,0,0,46,140,0,11,11,63,0,5,58,152,0,5,15,58,5,9,68,155,10,92,70,367,21,26,270,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,20,0,0,0,11,0,0,0,10,0,10,10,13,3,0,0,32,8,70,23,33,4,0,0,140,12,73,22,41,7,8,9,177,6,46,32,24,3,5,13,133,3,28,35,34,0,8,11,128,6,24,20,12,0,9,33,105,42,253,146,164,19,33,64,720,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,7
ILOC50700703,0,0,0,12,0,0,0,19,0,0,0,9,0,0,0,18,0,3,0,15,0,3,6,33,0,0,0,17,0,0,13,28,7,4,5,19,0,0,7,44,3,4,7,26,0,5,19,57,8,15,21,102,5,7,45,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,5,4,7,8,3,3,0,28,0,11,8,4,0,0,0,23,0,5,8,13,3,0,0,29,0,6,14,10,0,0,0,36,3,9,12,7,6,3,9,46,10,41,36,45,12,6,18,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50700801,0,4,3,12,9,0,10,37,0,22,5,59,4,3,10,113,4,15,11,50,0,0,27,112,0,16,11,43,0,3,23,101,5,15,17,47,0,4,32,123,3,9,11,38,0,3,38,103,14,81,53,269,16,14,157,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,8,0,0,3,12,0,0,0,0,0,0,3,3,0,11,0,3,5,0,0,22,11,51,13,38,3,0,5,127,11,41,16,29,3,6,3,112,8,31,15,21,3,4,8,88,0,19,16,21,0,7,9,69,0,12,17,8,0,5,13,50,33,162,79,119,17,19,36,465,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5
ILOC50700802,0,8,0,25,4,0,9,41,0,17,13,62,9,0,19,122,4,36,13,65,6,3,24,155,3,19,16,45,3,7,33,137,3,14,21,56,0,5,56,156,5,14,33,56,0,10,70,188,20,111,94,321,26,30,226,822,0,0,0,0,0,0,6,10,0,0,0,3,0,0,0,0,0,0,3,0,0,0,7,6,0,0,0,3,0,0,5,10,0,0,0,0,0,0,7,0,0,0,0,3,0,0,8,8,0,0,0,0,0,0,0,5,0,0,6,11,3,0,26,40,0,0,0,3,0,0,4,10,5,12,0,20,7,0,0,46,7,53,16,32,6,0,3,119,14,73,25,34,7,3,0,152,6,43,23,34,3,10,6,126,5,34,33,21,0,0,18,121,4,25,33,25,5,4,48,143,41,242,132,171,33,21,83,722,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,3
ILOC50700901,12,111,86,607,142,21,196,1173,75,368,272,1790,98,48,476,3121,187,440,437,1770,53,63,576,3524,217,444,532,1965,38,77,600,3879,230,437,616,2099,41,89,524,4041,319,715,1000,3224,49,223,1281,6816,1039,2522,2959,11650,568,533,3815,23095,0,0,4,11,10,0,3,30,0,6,4,26,8,0,9,55,0,5,14,58,3,0,7,94,0,15,8,48,3,4,9,84,0,7,11,33,6,0,4,62,9,7,13,17,0,4,5,53,0,3,4,9,0,6,10,27,12,41,58,203,27,19,40,406,0,0,21,235,108,35,54,450,23,205,166,546,147,40,67,1199,235,880,571,1225,152,104,142,3306,347,1014,761,1181,133,148,178,3760,371,881,851,1180,98,185,191,3752,303,651,922,1024,115,232,300,3553,269,791,1012,779,137,334,1506,4825,1557,4427,4292,6170,897,1074,2440,20850,0,0,0,0,0,0,101,101,0,0,0,0,0,0,125,129
ILOC50701001,0,9,4,51,9,0,16,90,10,41,23,134,5,5,43,252,30,70,46,189,6,8,81,437,34,111,45,193,11,7,105,514,52,97,74,268,9,20,103,630,92,153,148,291,5,31,205,926,221,484,338,1149,70,76,603,2942,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,4,0,7,0,0,0,17,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,13,0,13,9,24,0,3,12,57,0,0,0,14,16,0,16,51,0,8,8,46,13,4,3,79,26,91,38,88,18,4,9,275,70,142,78,97,20,9,20,450,67,147,108,126,16,15,27,507,72,158,144,127,19,36,37,587,76,181,201,82,15,39,142,739,313,727,584,589,118,109,264,2690,0,0,0,0,0,0,25,25,0,0,0,0,0,0,14,17
ILOC50701002,0,3,0,60,18,0,18,105,0,43,19,146,18,6,49,287,15,37,23,129,3,3,42,259,20,31,33,181,3,12,82,369,14,54,55,189,5,23,65,414,20,68,48,210,3,20,139,502,75,247,187,942,61,69,427,2008,0,0,0,0,0,0,5,3,0,0,0,3,4,0,0,5,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,9,0,0,0,4,0,0,3,6,0,0,0,4,0,0,0,6,0,0,0,0,0,0,3,6,0,0,4,23,4,0,8,44,0,0,4,15,22,4,5,48,0,14,6,34,16,4,3,82,29,76,36,100,17,10,12,287,29,87,49,95,7,13,19,296,42,72,56,98,16,21,13,319,27,84,64,93,10,27,29,340,24,91,74,69,9,18,103,383,154,425,293,502,106,87,183,1754,0,0,0,0,0,0,27,27,0,0,0,0,0,0,15,15
ILOC50701101,0,14,5,69,13,4,39,151,12,59,42,276,6,8,104,515,13,54,57,304,8,11,114,562,16,72,94,406,4,13,178,784,27,66,100,432,7,31,164,820,23,86,140,510,10,37,275,1073,99,344,437,2017,65,103,929,3999,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,11,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,4,14,13,3,0,4,45,0,0,0,26,22,3,22,81,3,23,19,44,17,5,11,118,43,144,81,148,27,7,24,474,43,176,104,157,15,19,33,537,48,148,136,162,12,34,44,583,47,110,158,145,21,39,52,576,35,91,147,106,21,45,164,617,217,697,645,787,135,154,347,2989,0,0,0,0,0,0,25,25,0,0,0,0,0,0,17,23
ILOC50701102,0,0,0,18,3,0,13,28,0,6,0,39,0,0,26,81,7,12,6,33,0,0,16,73,0,14,5,40,4,5,29,91,0,7,3,39,0,0,29,78,4,6,13,38,0,0,33,94,9,50,28,217,6,11,152,464,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,7,4,0,0,10,0,0,0,6,0,0,0,7,0,0,0,0,0,0,6,10,0,0,0,0,0,0,5,8,0,0,0,0,0,0,3,7,0,0,6,8,6,0,20,39,0,0,0,3,0,0,0,6,0,4,0,3,6,0,0,24,7,21,6,20,0,0,0,63,8,27,7,19,0,0,7,66,4,22,7,22,4,3,4,67,8,16,19,15,0,4,7,66,0,17,12,18,0,3,32,82,33,116,51,99,8,16,53,370,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6
