ILOC_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
ILOC50300206,37,37,74,181,158,339,47,41,82,260,231,491,15,12,22,78,87,169,6,6,4,96,100,195,4,3,10,10,0,11,0,0,0,13,8,17,14,13,30,84,90,180,6,6,4,107,105,211,15,21,40,85,62,146,0,3,4,102,86,192,5,0,3,8,3,13,38,33,69,45,42,85,25,30.8,27.6,9.1,2.2,5.6,0,0,0,11.1,5.7,8.4,43.2,35.1,39.2,49.2,57.7,53.1,9.1,7.7,8.4,41.5,45.7,43.5,32.4,24.3,28.4,44.7,56.4,50.1,9.1,7.7,8.4,36.9,43.1,39.8,0,0,0,18,22,35,0,0,0,18,20,40,15,3,22,61,68,127,6,5,3,76,81,154,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,5,8,0,0,0,4,5,8,0,0,0,10,9,20,0,0,0,10,9,20,0,0,0,4,11,17,0,0,0,10,11,16,3,3,12,32,17,48,0,3
ILOC50300301,810,698,1502,9943,9083,19030,1158,897,2058,11909,10683,22593,339,271,608,7962,6534,14496,33,22,57,8336,6830,15164,57,33,87,244,196,444,9,0,7,304,231,533,390,300,695,8209,6736,14935,44,21,61,8641,7057,15699,356,332,688,1598,2250,3845,15,23,40,1975,2603,4577,57,62,124,141,106,246,1102,850,1949,1298,1024,2317,14.1,10.2,12.4,3,2.9,3,11.9,4.3,9.2,3.5,3.2,3.4,48.5,43.4,46.1,82.5,74.1,78.5,3.6,2.6,3.2,72.5,66.1,69.5,41.7,39,40.4,80,71.9,76.2,3.2,2.4,2.9,70,63.9,67.1,34,72,107,536,1244,1782,0,0,0,572,1314,1889,290,194,489,7337,5216,12547,31,19,45,7652,5429,13089,6,0,7,183,174,357,0,0,4,192,175,362,4,0,3,308,307,618,0,0,0,318,306,625,0,5,7,88,209,296,0,0,0,89,222,304,10,33,44,839,1301,2141,4,0,4,852,1330,2189,13,24,38,537,821,1354,3,0,6,550,850,1399,143,91,233,3519,1410,4925,12,3
ILOC50300302,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,50,75,0,0,0,100,100,100,0,0,0,100,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300401,19,24,42,0,0,0,5,4,5,22,30,50,11,7,17,0,0,0,0,0,0,11,7,17,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,0,0,0,0,0,0,14,7,20,9,17,20,0,0,0,0,0,0,3,17,22,0,0,0,0,0,0,5,4,5,5,4,5,9.1,0,5.3,0,0,0,0,0,0,9.1,0,5.3,68.8,30.8,45.2,0,0,0,0,0,0,55,26.7,38,62.5,30.8,42.9,0,0,0,0,0,0,50,26.7,36,0,0,5,0,0,0,0,0,0,0,0,5,5,10,13,0,0,0,0,0,0,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ILOC50300402,49,43,93,4,0,4,3,0,4,55,44,107,7,11,15,4,0,4,0,0,0,9,14,23,0,0,0,0,0,0,0,0,0,0,0,0,7,11,16,4,0,4,0,0,0,10,14,21,35,31,71,0,0,0,0,0,0,35,31,71,4,0,4,0,0,0,3,0,4,7,0,10,14.3,0,5.9,0,0,0,0,0,0,9.1,0,4.3,14.3,23.3,18.5,100,100,100,0,0,0,20,25,22.3,12.2,23.3,17.4,100,100,100,0,0,0,18.2,25,21.4,0,3,4,3,0,5,0,0,0,5,0,8,7,6,11,0,0,3,0,0,0,3,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300403,35,35,75,5,4,7,0,4,5,42,40,83,0,7,3,5,0,4,0,0,0,3,3,12,11,3,16,0,0,0,0,0,0,11,6,17,7,9,19,5,4,7,0,0,0,13,14,27,26,27,48,0,0,0,0,0,0,26,27,48,0,0,5,0,0,0,0,4,5,0,4,6,90.9,55.6,75,0,50,28.6,0,0,0,71.4,53.8,63,30.6,25.7,28.2,100,100,100,0,0,0,34.1,31.7,32.9,2.8,11.4,7,100,50,71.4,0,0,0,9.8,14.6,12.2,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300405,22,22,49,0,0,0,6,3,9,32,26,59,4,4,7,0,0,0,0,0,0,4,8,7,4,0,4,0,0,0,0,0,0,4,0,4,4,4,11,0,0,0,0,0,0,4,8,8,22,18,43,0,0,0,0,0,0,22,18,43,0,0,0,0,0,0,6,3,9,6,3,9,50,0,22.2,0,0,0,0,0,0,50,0,20,16,20,18,0,100,100,0,0,0,12.9,21.4,16.9,8,20,14,0,100,100,0,0,0,6.5,21.4,13.6,0,5,5,0,0,0,0,0,0,0,5,5,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ILOC50300406,40,60,99,5,7,10,5,11,17,49,73,124,6,15,19,0,7,9,0,0,0,12,20,34,0,9,11,0,0,0,0,0,0,0,9,11,11,23,33,0,7,9,0,0,0,14,29,41,30,32,63,0,0,0,0,0,0,26,32,66,0,4,3,0,0,0,5,11,17,8,11,18,30,31.8,31.3,0,0,0,0,0,0,23.1,25,24.4,25.6,37.3,32.7,75,100,90,0,0,0,27.1,37.3,33.3,17.9,25.4,22.4,75,100,90,0,0,0,20.8,28,25.2,3,4,3,0,0,3,0,0,0,4,5,7,3,10,15,0,4,5,0,0,0,7,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,4,3,4,6,0,0,0,0,0
ILOC50300407,41,39,80,5,7,12,6,0,4,49,50,100,4,3,4,5,7,11,0,0,0,8,6,12,3,0,5,0,0,0,0,0,0,3,0,5,5,3,11,5,7,11,0,0,0,10,7,18,32,30,64,3,0,3,0,0,0,31,30,66,4,5,12,0,0,0,6,0,4,9,8,17,66.7,33.3,55.6,0,0,0,0,0,0,36.4,12.5,26.3,15,7.1,11,71.4,100,83.3,0,0,0,22,16.3,19.2,5,4.8,4.9,71.4,100,83.3,0,0,0,14,14.3,14.1,4,0,3,3,0,4,0,0,0,7,0,10,0,0,0,3,5,6,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,6,5,4,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0
ILOC50300408,58,61,114,3,8,12,10,3,12,67,79,143,3,18,21,3,8,12,0,0,0,8,30,37,3,0,5,0,0,0,0,0,0,3,0,5,4,21,26,3,8,12,0,0,0,14,26,38,42,40,90,0,0,0,0,0,0,42,40,90,0,3,3,0,0,0,10,3,12,7,8,13,37.5,5.3,14.8,0,0,0,0,0,0,23.1,3.7,10,14.5,30.2,22.9,100,100,100,0,0,0,19.7,35.5,28.2,9.1,28.6,19.5,100,100,100,0,0,0,15.2,34.2,25.4,0,3,4,0,3,8,0,0,0,0,4,11,8,14,17,3,6,10,0,0,0,6,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300409,74,71,146,378,140,516,338,86,429,789,302,1091,21,17,37,334,113,451,0,5,4,361,130,491,12,3,14,5,0,5,0,0,0,16,6,21,35,23,56,339,115,452,0,5,4,374,138,510,40,53,92,27,19,49,0,0,0,71,70,143,0,0,4,10,5,11,335,85,420,346,88,438,28.6,25,27.3,1.5,0.9,1.3,0,0,0,4,4.3,4.1,46.1,27.4,36.9,89.7,84.1,88.2,0.3,3.4,0.9,47.3,46.5,47.1,32.9,20.5,26.8,88.3,83.3,87,0.3,3.4,0.9,45.4,44.5,45.2,3,7,6,16,20,34,0,0,0,21,24,40,19,12,32,310,95,405,0,5,4,333,109,444,0,0,0,3,0,7,0,0,0,4,0,5,0,0,0,5,4,8,0,0,0,5,4,8,0,0,0,4,6,3,0,0,0,4,6,3,0,0,0,29,22,55,0,0,0,35,22,57,0,0,0,36,14,50,0,0,0,36,21,51,9,14,19,113,21,140,0,0
ILOC50300410,34,40,79,6,6,16,15,7,21,58,56,114,4,7,10,6,6,16,0,0,0,13,18,27,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,6,6,16,0,0,0,15,18,32,29,34,58,0,0,0,0,0,0,29,34,58,0,0,0,0,0,0,15,7,21,11,7,20,25,0,12.5,0,0,0,0,0,0,12.5,0,6.5,22.2,18.6,20.3,100,100,100,0,0,0,28.1,27.8,27.9,16.7,18.6,17.7,100,100,100,0,0,0,24.6,27.8,26.1,0,0,6,3,4,8,0,0,0,8,3,15,3,6,8,3,7,3,0,0,0,7,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0
ILOC50300501,30,46,79,167,128,299,75,31,106,270,209,480,8,9,20,123,93,222,0,0,0,138,105,240,0,0,0,4,3,6,0,0,0,4,3,12,8,8,20,134,96,230,0,0,0,142,106,250,18,33,51,33,32,66,4,3,6,53,71,121,0,4,7,6,0,0,75,29,101,73,33,108,0,10,5,3.8,2.1,3.1,0,0,0,3.5,2.8,3.2,34.5,21.3,26.3,78.6,73.3,76.3,1.3,0,0.9,52.6,50.5,51.7,34.5,19.1,25,75.6,71.8,73.9,1.3,0,0.9,50.7,49,50,4,4,6,21,33,55,0,0,0,24,31,58,7,5,14,100,60,163,0,0,0,106,65,175,0,0,0,9,3,9,0,0,0,9,3,9,0,0,0,8,4,8,0,0,0,8,4,8,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,16,13,27,0,0,0,16,13,27,0,4,4,14,15,32,0,0,0,14,18,31,4,3,8,56,16,76,0,0
ILOC50300502,46,30,75,507,219,728,386,104,486,933,356,1291,28,14,41,447,168,617,0,0,0,475,182,656,6,6,14,10,3,11,0,0,0,15,9,24,33,17,54,454,176,632,0,0,0,490,192,682,11,18,27,34,40,77,0,0,0,43,53,102,0,0,0,16,0,19,386,104,483,397,104,502,22.9,23.5,23.1,1.8,2.8,2.1,0,0,0,3.3,4.6,3.6,77.8,54.8,68.4,90.1,80,87.1,0,1,0.2,52.5,54.8,53.1,60,41.9,52.6,88.5,77.7,85.3,0,1,0.2,50.8,52.3,51.2,0,3,8,5,17,26,0,0,0,9,22,33,23,8,31,437,151,588,0,0,0,463,159,622,0,0,0,3,3,15,0,0,0,3,3,15,0,0,0,13,8,19,0,0,0,13,8,19,0,0,0,7,9,15,0,0,0,7,9,15,0,0,0,34,23,53,0,0,0,34,17,52,0,3,7,38,25,61,0,0,0,42,29,66,8,3,12,181,41,222,0,0
ILOC50300503,15,20,31,4,11,11,0,0,0,16,30,50,0,0,0,4,11,11,0,0,0,6,11,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,11,11,0,0,0,6,11,15,12,20,32,0,0,0,0,0,0,12,20,32,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,14.3,0,6.3,14.3,0,6.1,100,100,100,0,0,0,35,32.1,33.3,7.1,0,3,100,100,100,0,0,0,30,32.1,31.3,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,3,4,6,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0
ILOC50300601,151,181,337,31,25,55,7,9,16,188,218,406,19,16,32,27,24,49,0,0,0,41,38,82,20,18,38,0,0,0,0,0,0,20,18,40,43,31,72,27,21,48,0,0,0,65,51,121,106,145,247,0,0,0,0,0,0,109,142,250,3,11,15,0,0,3,7,8,16,13,23,38,55,53.3,54.3,0,4.2,2,0,0,0,33.3,31.5,32.5,26.5,16.5,21,89.7,88.9,89.3,0,0,0,35.1,24.9,29.6,11.9,7.7,9.6,89.7,85.2,87.5,0,0,0,23.4,17.1,20,15,3,16,10,8,19,0,0,0,25,11,32,7,9,11,13,17,31,0,0,0,24,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,8,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,4,10,19,0,0,0,8,10,21,0,0,0,0,7,4,0,0,0,0,7,4,5,3,8,10,0,13,0,0
ILOC50300701,48,49,99,152,58,211,104,35,142,303,140,452,12,9,24,131,45,175,0,0,0,143,57,196,6,0,6,0,0,5,0,0,0,4,0,9,14,9,24,133,42,178,0,0,0,147,53,203,33,44,77,18,6,25,0,0,0,49,54,98,0,0,0,5,3,3,108,35,137,113,31,148,20,0,12,2.3,2.2,2.2,0,0,0,4.1,1.8,3.4,32.6,19.2,25.5,86.9,79.3,84.8,0,0,0,48.2,39.4,45.4,26.1,19.2,22.4,85,77.6,82.9,0,0,0,46.3,38.7,43.9,0,6,3,9,14,22,0,0,0,9,19,29,9,3,16,117,32,152,0,0,0,124,37,160,0,0,0,5,0,4,0,0,0,5,0,4,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,0,0,5,0,0,0,0,0,5,0,4,4,15,12,24,0,0,0,15,11,27,0,0,0,15,8,22,0,0,0,15,8,25,6,5,5,58,9,66,0,0
ILOC50400101,50,39,96,71,58,132,9,13,23,142,111,249,14,6,21,69,50,118,3,0,3,83,56,143,8,0,8,0,0,0,0,0,0,8,0,10,20,6,29,69,54,116,3,0,3,89,57,144,31,32,65,8,5,16,0,0,0,39,40,80,0,0,0,0,0,0,13,13,21,10,16,28,23.8,0,18.5,0,1.9,0.8,0,0,0,5.6,1.7,4.1,39.6,14.6,28.7,88,89.7,88.7,16.7,0,8,63.6,51.8,58.3,30.2,14.6,23.4,88,87.9,88,16.7,0,8,60,50.9,56,0,0,4,0,0,8,0,0,0,4,5,7,13,3,19,62,45,108,3,0,3,82,55,133,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,11,15,20,0,0,0,11,18,26,0,0,0,6,8,20,0,0,0,7,8,22,14,3,22,28,11,32,0,0
ILOC50400102,10,17,26,5,4,7,5,3,4,15,27,38,5,0,4,5,4,7,0,0,0,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,4,7,0,0,0,10,3,10,8,17,25,0,0,0,0,0,0,8,17,25,0,0,0,0,0,0,5,3,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,33.3,6.3,17.9,100,100,100,0,0,0,35.3,20,26.2,33.3,6.3,17.9,100,100,100,0,0,0,35.3,20,26.2,3,0,3,0,3,3,0,0,0,3,5,9,5,0,5,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ILOC50400103,152,147,295,12,14,29,13,9,21,181,164,344,37,37,81,12,10,25,0,0,0,54,49,104,16,15,30,0,0,0,0,0,0,16,15,30,58,56,111,12,10,25,0,0,0,65,66,131,91,88,181,0,0,4,0,0,0,94,94,188,5,4,7,0,0,0,13,9,21,17,9,28,28.1,28.3,28.2,0,0,0,0,0,0,23.5,23.1,23.3,38,36.3,37.2,73.3,85.7,79.3,0,0,0,38.2,38.9,38.6,27.3,26,26.7,73.3,85.7,79.3,0,0,0,29.2,29.9,29.6,4,5,8,4,0,4,0,0,0,9,5,15,29,31,59,7,10,20,0,0,0,36,42,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,10,0,0,0,3,4,3,0,0,0,3,4,3,28,12,43,4,0,4,0,0
ILOC50400201,166,149,313,12,23,37,4,0,4,180,180,358,12,21,38,12,23,34,0,0,0,27,43,74,49,31,78,0,0,0,0,0,0,49,31,78,62,57,117,12,23,34,0,0,0,77,77,153,92,95,183,0,0,0,0,0,0,95,95,186,4,8,12,0,0,3,3,0,5,8,12,20,75,56.6,66.7,0,0,0,0,0,0,63.2,40,51.7,39.3,34.6,37,85.7,95.7,91.9,0,0,0,42.2,42.1,42.2,9.8,15,12.3,85.7,95.7,91.9,0,0,0,15.6,25.3,20.4,5,3,7,0,0,4,0,0,0,3,3,11,8,19,31,11,21,29,0,0,0,24,38,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,7,14,0,0,0,4,7,14,0,0,0,3,0,3,0,0,0,3,3,3,12,6,12,0,0,3,0,0
ILOC50400202,25,32,53,39,27,62,20,16,33,78,74,149,12,9,21,32,22,56,0,0,0,44,34,82,0,0,0,0,0,0,0,0,0,0,3,3,12,13,24,32,24,61,0,0,0,44,35,84,10,15,20,0,5,6,0,0,0,15,16,29,0,3,4,0,0,0,19,16,38,21,23,42,0,15.4,8.3,0,4,1.7,0,0,0,0,7.9,3.6,50,44.8,47.1,91.9,89.3,90.8,5.3,0,2.8,59,51.4,55.3,50,37.9,43.1,91.9,85.7,89.2,5.3,0,2.8,59,47.3,53.3,3,0,6,0,0,4,0,0,0,9,4,13,6,8,13,30,21,57,0,0,0,38,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,8,5,9,0,0,0,0,3,6,0,0,0,0,3,6,8,3,8,12,5,18,0,0
ILOC50400203,38,52,87,0,3,10,6,4,5,40,58,102,5,10,19,0,5,5,0,0,0,14,13,26,8,7,13,0,0,0,0,0,0,8,7,13,16,12,29,0,5,5,0,0,0,22,16,40,14,35,53,0,0,0,0,0,0,14,35,53,0,0,0,0,0,0,6,4,5,6,4,7,47.1,35.7,41.9,0,0,0,0,0,0,40,27.8,34.2,50,26.9,36,100,80,87.5,0,0,0,50,30,38,26.5,17.3,20.9,100,80,87.5,0,0,0,30,21.7,25,3,3,5,0,0,0,0,0,0,3,3,9,9,10,10,0,5,5,0,0,0,7,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,3,0,6,4,7,0,0,0,0,0
