ILOC_CODE_2021,Arthritis_Age_0_14,Arthritis_Age_15_24,Arthritis_Age_25_34,Arthritis_Age_35_44,Arthritis_Age_45_54,Arthritis_Age_55_64,Arthritis_Age_65_over,Arthritis_Age_Tot,Asthma_Age_0_14,Asthma_Age_15_24,Asthma_Age_25_34,Asthma_Age_35_44,Asthma_Age_45_54,Asthma_Age_55_64,Asthma_Age_65_over,Asthma_Age_Tot,Cancer_inc_rem_Age_0_14,Cancer_inc_rem_Age_15_24,Cancer_inc_rem_Age_25_34,Cancer_inc_rem_Age_35_44,Cancer_inc_rem_Age_45_54,Cancer_inc_rem_Age_55_64,Cancer_inc_rem_Age_65_over,Cancer_inc_rem_Age_Tot,Dem_inc_Alz_Age_0_14,Dem_inc_Alz_Age_15_24,Dem_inc_Alz_Age_25_34,Dem_inc_Alz_Age_35_44,Dem_inc_Alz_Age_45_54,Dem_inc_Alz_Age_55_64,Dem_inc_Alz_Age_65_over,Dem_inc_Alz_Age_Tot,Dia_exc_ges_dia_Age_0_14,Dia_exc_ges_dia_Age_15_24,Dia_exc_ges_dia_Age_25_34,Dia_exc_ges_dia_Age_35_44,Dia_exc_ges_dia_Age_45_54,Dia_exc_ges_dia_Age_55_64,Dia_exc_ges_dia_Age_65_over,Dia_exc_ges_dia_Age_Tot,HD_inc_Ha_ang_Age_0_14,HD_inc_Ha_ang_Age_15_24,HD_inc_Ha_ang_Age_25_34,HD_inc_Ha_ang_Age_35_44,HD_inc_Ha_ang_Age_45_54,HD_inc_Ha_ang_Age_55_64,HD_inc_Ha_ang_Age_65_over,HD_inc_Ha_ang_Age_Tot,Kid_dis_Age_0_14,Kid_dis_Age_15_24,Kid_dis_Age_25_34,Kid_dis_Age_35_44,Kid_dis_Age_45_54,Kid_dis_Age_55_64,Kid_dis_Age_65_over,Kid_dis_Age_Tot,LC_inc_COPD_emph_Age_0_14,LC_inc_COPD_emph_Age_15_24,LC_inc_COPD_emph_Age_25_34,LC_inc_COPD_emph_Age_35_44,LC_inc_COPD_emph_Age_45_54,LC_inc_COPD_emph_Age_55_64,LC_inc_COPD_emph_Age_65_over,LC_inc_COPD_emph_Age_Tot,MHC_inc_dep_anx_Age_0_14,MHC_inc_dep_anx_Age_15_24,MHC_inc_dep_anx_Age_25_34,MHC_inc_dep_anx_Age_35_44,MHC_inc_dep_anx_Age_45_54,MHC_inc_dep_anx_Age_55_64,MHC_inc_dep_anx_Age_65_over,MHC_inc_dep_anx_Age_Tot,Stroke_Age_0_14,Stroke_Age_15_24,Stroke_Age_25_34,Stroke_Age_35_44,Stroke_Age_45_54,Stroke_Age_55_64,Stroke_Age_65_over,Stroke_Age_Tot,A_oth_LTHC_Age_0_14,A_oth_LTHC_Age_15_24,A_oth_LTHC_Age_25_34,A_oth_LTHC_Age_35_44,A_oth_LTHC_Age_45_54,A_oth_LTHC_Age_55_64,A_oth_LTHC_Age_65_over,A_oth_LTHC_Age_Tot,No_LTHC_Age_0_14,No_LTHC_Age_15_24,No_LTHC_Age_25_34,No_LTHC_Age_35_44,No_LTHC_Age_45_54,No_LTHC_Age_55_64,No_LTHC_Age_65_over,No_LTHC_Age_Tot,Not_st_Age_0_14,Not_st_Age_15_24,Not_st_Age_25_34,Not_st_Age_35_44,Not_st_Age_45_54,Not_st_Age_55_64,Not_st_Age_65_over,Not_st_Age_Tot,Tot_per_Age_0_14,Tot_per_Age_15_24,Tot_per_Age_25_34,Tot_per_Age_35_44,Tot_per_Age_45_54,Tot_per_Age_55_64,Tot_per_Age_65_over,Tot_per_Age_Tot
ILOC50200202,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,8,0,4,0,33,0,0,0,0,0,0,0,4,15,8,8,9,8,9,6,58
ILOC50200301,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,12,3,0,6,0,4,31,0,0,0,0,0,0,0,4,11,7,7,3,8,6,3,54
ILOC50200302,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,17,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,8,10,8,5,7,0,62,0,0,5,0,0,5,0,11,28,15,8,9,11,12,11,95
ILOC50200303,0,0,0,0,0,3,5,8,6,4,7,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,6,0,4,15,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,16,50,13,15,11,10,5,0,105,5,5,0,0,0,0,0,20,65,27,18,19,22,12,20,184
ILOC50200401,0,0,0,5,16,23,19,67,41,18,20,22,24,26,15,165,0,0,0,0,0,3,4,13,0,0,0,0,0,0,3,3,0,3,5,14,26,36,35,126,0,0,0,9,9,19,21,55,0,0,3,4,7,14,13,33,3,0,0,5,10,10,7,28,11,20,33,26,28,20,6,138,0,0,0,0,3,4,4,15,33,11,10,18,14,18,3,100,328,160,98,69,55,29,16,756,47,26,11,10,12,6,5,111,448,234,162,138,127,109,89,1310
ILOC50200402,0,0,5,3,3,15,14,38,20,13,10,9,15,7,7,79,0,0,0,0,4,4,4,9,0,0,0,0,0,0,3,3,0,5,8,11,16,17,24,74,0,0,0,0,10,11,8,28,0,0,0,0,6,5,0,8,0,0,0,0,0,3,6,6,5,13,11,9,9,8,8,58,0,0,0,0,3,0,4,9,15,6,8,6,9,3,0,50,212,79,48,43,33,27,3,439,26,32,51,49,24,11,0,196,275,134,138,113,98,70,46,873
ILOC50200403,0,0,5,5,12,13,14,51,21,7,19,9,14,13,10,92,0,0,0,0,4,3,8,13,0,0,0,0,0,0,4,4,0,0,5,3,10,22,17,66,0,4,5,0,3,18,15,38,0,0,0,0,3,3,6,15,0,0,0,0,6,9,5,19,4,14,9,6,17,18,8,75,0,0,0,0,0,0,3,9,14,8,3,6,8,8,9,47,176,94,61,43,30,16,11,430,40,20,10,10,9,4,8,96,246,140,103,77,74,66,56,768
ILOC50200404,0,0,0,0,9,13,27,41,23,14,7,14,8,8,19,100,0,0,0,0,6,3,9,22,0,0,0,0,3,6,9,15,0,0,3,8,13,25,34,82,0,0,0,0,3,10,17,40,0,0,0,0,0,4,13,16,0,0,0,0,4,3,9,16,5,8,14,13,3,15,8,74,0,0,0,0,0,0,3,12,21,7,7,5,7,13,12,69,193,101,61,42,34,8,10,444,27,16,3,3,3,0,3,62,266,142,88,83,73,67,68,779
ILOC50200501,0,0,0,0,4,9,17,32,6,5,0,5,3,8,12,39,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,4,0,0,0,5,3,15,15,39,4,0,0,3,0,7,14,31,0,0,0,0,0,0,7,10,0,0,0,0,0,0,3,6,0,6,5,8,3,10,0,28,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,22,81,53,25,26,16,16,4,223,7,6,0,0,4,0,3,19,99,69,37,45,25,52,38,361
ILOC50200601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,3,0,0,0,24,0,0,0,0,0,0,0,0,15,3,4,8,0,0,0,28
ILOC50200602,0,0,0,0,3,6,4,12,0,5,0,4,5,5,0,25,0,0,0,0,0,3,5,4,0,0,0,0,0,0,3,3,0,0,0,5,7,14,9,43,4,3,0,6,3,11,7,33,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,10,0,4,4,6,4,4,0,20,0,0,0,0,0,0,8,8,6,0,0,0,5,3,0,18,96,58,34,23,20,15,0,250,9,15,14,6,8,3,0,63,113,86,59,41,38,47,27,420
ILOC50200701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,3,0,3,3,0,45,6,5,0,0,0,0,0,12,24,9,9,4,8,10,3,70
ILOC50200702,0,0,0,0,0,0,4,9,7,3,0,0,6,5,0,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,15,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,32,14,11,3,5,12,0,79,0,0,0,0,3,0,3,5,35,13,12,13,23,27,17,138
ILOC50300101,0,0,0,3,5,7,10,28,7,5,11,0,3,10,3,40,0,0,0,0,3,3,0,10,0,0,0,0,0,0,3,3,0,0,3,4,3,12,13,35,0,0,0,0,4,3,5,15,0,0,0,0,0,3,0,9,0,0,0,0,0,7,4,11,3,13,14,0,7,8,3,47,0,0,0,0,0,0,0,0,8,0,0,3,6,4,4,25,145,77,35,26,19,10,4,321,15,17,4,3,3,4,3,48,178,112,56,40,47,45,38,516
ILOC50300102,0,0,0,4,5,3,6,20,6,0,3,5,0,0,0,15,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,5,3,5,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,41,13,13,10,15,9,6,99,5,3,0,0,0,4,3,20,48,26,15,21,24,22,18,168
ILOC50300201,0,0,0,0,0,0,7,7,3,0,5,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,15,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,10,20,15,5,6,6,4,4,61,3,3,5,0,0,4,0,16,26,13,9,13,11,15,19,111
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,15
ILOC50300204,0,0,0,0,6,3,3,8,0,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,14,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,31,23,10,8,8,3,4,84,0,0,0,0,0,0,0,0,32,37,19,11,12,9,6,128
ILOC50300205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,11,13,5,0,4,5,58,0,0,0,0,0,0,0,0,27,16,13,3,3,8,4,73
ILOC50300206,0,0,0,0,3,0,4,4,0,4,6,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,11,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,13,11,10,7,0,5,0,37,10,4,0,0,3,0,0,19,16,14,12,3,14,9,9,96
ILOC50300301,0,0,6,8,20,26,25,83,30,19,16,17,24,18,13,136,0,0,4,4,6,9,14,30,0,0,0,0,0,4,15,20,4,3,12,16,46,57,49,178,4,0,0,0,16,24,14,65,4,0,9,3,6,10,13,41,0,0,0,0,0,7,11,31,5,25,34,23,18,22,6,123,0,0,0,0,3,10,5,26,26,14,18,8,22,17,18,125,561,229,174,112,93,42,18,1246,96,88,91,84,55,21,16,450,730,370,348,262,240,171,115,2228
ILOC50300302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,9,11,0,3,0,50,0,0,0,0,0,0,0,0,21,4,11,11,4,12,3,62
ILOC50300402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,21,19,17,9,17,0,3,83,0,0,0,3,0,0,0,6,25,19,22,13,31,3,10,117
ILOC50300403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,4,17,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,18,8,5,0,5,82,3,0,0,0,0,0,0,9,40,22,19,13,8,0,0,112
ILOC50300405,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,7,11,4,0,0,56,0,0,0,0,0,0,0,0,24,18,9,11,6,5,0,79
ILOC50300406,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,8,3,0,0,0,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,11,28,24,22,9,5,0,0,99,6,3,0,5,4,0,0,16,38,30,21,17,14,9,6,136
ILOC50300407,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,4,4,5,8,22,0,0,0,0,0,6,8,9,0,0,0,0,0,3,8,10,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,11,16,13,10,9,4,3,65,0,0,3,0,0,0,0,9,13,15,15,16,14,4,13,97
ILOC50300408,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,8,29,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,6,5,6,9,7,26,28,25,13,11,6,6,0,86,12,0,0,4,0,0,0,17,40,34,17,29,10,21,7,158
ILOC50300409,0,0,3,0,0,0,0,8,0,3,3,0,4,5,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,17,3,40,0,0,0,4,8,9,0,19,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,0,0,0,0,0,4,0,7,9,5,0,3,6,3,0,18,25,28,21,9,13,5,0,104,3,0,0,0,0,0,0,7,38,33,33,26,30,24,7,184
ILOC50300410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,4,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,17,15,7,16,10,4,5,72,0,0,0,0,0,0,0,5,17,19,11,15,13,7,9,95
