ILOC_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
ILOC50500603,400,395,794,21115,21765,42879,760,587,1342,22269,22745,45011,53,43,98,1565,1502,3070,28,41,66,1648,1582,3231,112,90,203,3122,3026,6151,65,67,135,3300,3186,6486,77,84,160,2773,2729,5503,98,76,172,2944,2885,5831,95,111,200,6877,7287,14166,313,207,522,7282,7602,14885,55,52,107,4810,5017,9826,193,136,327,5056,5209,10265,11,18,27,1971,2204,4171,59,60,115,2035,2279,4313,381,387,761,20290,21210,41491,429,458,886,21099,22045,43148,0,0,0,17,14,26,0,0,0,17,14,26,0,0,0,13,9,17,0,0,0,13,9,17,0,0,0,0,7,13,0,0,0,0,7,13,0,0,0,11,6,17,0,0,0,11,6,17,0,5,5,4,8,7,0,0,0,4,3,9,11,14,26,297,291,592,8,4,15,314,315,628,0,0,0,4,8,12,0,0,0,4,8,12,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,4,0,4,0,0
ILOC50500604,81,91,174,2531,2673,5203,175,151,321,2784,2918,5698,6,7,11,184,132,311,9,7,17,199,143,343,18,21,40,244,261,504,17,15,28,281,298,575,14,15,33,284,275,559,24,13,36,321,299,628,22,27,47,889,931,1815,72,52,120,974,1013,1986,10,12,29,560,600,1156,22,30,55,595,647,1239,10,5,14,373,481,850,33,29,60,413,514,927,70,85,160,2424,2586,5015,144,130,275,2639,2805,5448,0,0,0,9,6,12,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,9,17,56,40,93,5,5,7,66,55,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500605,180,163,343,5562,6017,11585,438,362,800,6181,6549,12730,20,17,33,334,287,619,18,12,29,371,310,686,43,34,79,512,558,1071,44,19,68,601,616,1213,31,26,63,614,606,1220,39,43,76,681,667,1356,38,45,86,1715,1877,3599,152,100,252,1910,2025,3933,26,28,55,1440,1574,3017,98,84,185,1572,1686,3258,13,15,28,947,1116,2066,87,113,200,1047,1242,2287,171,162,332,5246,5783,11023,335,315,653,5748,6261,12007,0,0,0,5,3,5,0,0,0,8,4,10,0,0,0,6,11,15,0,0,0,6,11,15,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,112,130,242,8,17,26,128,158,286,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500701,301,321,621,17777,19273,37051,1144,930,2077,19226,20515,39744,31,25,52,997,926,1917,44,40,82,1069,991,2057,61,65,121,1791,1818,3609,89,77,165,1944,1953,3896,53,63,111,1811,1992,3800,96,100,199,1962,2156,4111,64,91,159,4724,5108,9830,390,294,690,5184,5494,10675,71,58,128,4976,5388,10360,339,215,555,5385,5659,11039,17,20,46,3488,4043,7535,186,197,381,3687,4269,7958,277,301,582,16695,18318,35012,836,767,1595,17806,19380,37187,0,0,0,19,29,54,5,0,3,23,31,53,4,0,4,109,51,166,27,14,42,144,65,210,0,0,0,56,33,86,5,0,5,61,33,96,0,0,0,44,10,51,13,0,13,58,10,68,0,0,0,19,8,20,6,0,6,14,8,28,51,26,80,559,491,1048,198,140,338,805,660,1468,0,0,0,4,11,18,0,3,3,4,12,22,0,0,0,5,3,12,0,0,0,6,5,15,0,0,0,3,3,8,0,0
ILOC50500801,117,118,230,4322,4080,8402,252,211,457,4684,4405,9092,12,19,29,331,299,626,14,14,31,354,335,686,26,22,44,518,474,992,30,24,52,574,513,1088,24,21,44,572,475,1046,33,37,70,628,539,1166,25,38,67,1585,1476,3066,103,82,178,1717,1600,3313,20,15,38,824,825,1651,48,32,76,901,871,1769,7,9,16,494,530,1017,29,18,43,525,554,1077,104,108,218,4192,3969,8160,202,188,384,4499,4267,8761,0,0,0,5,5,13,0,0,3,9,6,16,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,57,64,121,5,3,7,69,76,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500802,462,248,713,17725,17901,35620,544,388,933,18728,18536,37265,15,19,34,1186,1143,2334,16,21,37,1227,1187,2410,42,43,79,2803,2792,5594,65,50,115,2908,2882,5791,95,41,134,2592,2386,4979,65,57,121,2753,2475,5230,254,110,366,5305,5513,10822,206,123,328,5768,5750,11513,56,41,93,4182,4239,8417,147,96,239,4386,4364,8751,0,5,5,1649,1830,3473,44,47,87,1693,1877,3572,454,250,705,17236,17571,34801,333,332,668,18024,18148,36167,0,0,0,18,19,31,0,0,0,15,14,32,0,0,0,10,9,15,0,0,0,10,9,15,0,0,0,3,4,10,0,0,0,3,4,10,0,0,0,9,0,7,0,0,0,9,0,7,0,0,0,3,0,3,3,0,3,3,0,3,67,12,77,190,199,389,3,3,7,259,211,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,5,0,0
ILOC50500803,385,426,819,9499,9669,19172,594,566,1157,10477,10664,21146,55,55,115,655,636,1291,41,27,72,754,717,1474,95,100,191,1304,1180,2486,74,92,160,1471,1367,2838,62,77,140,1143,1074,2220,58,56,111,1264,1209,2476,75,98,178,2668,2638,5309,176,169,346,2918,2910,5827,63,76,140,2189,2180,4371,159,105,258,2418,2359,4773,24,24,49,1536,1954,3491,87,121,212,1645,2100,3752,350,400,750,9139,9413,18554,473,504,974,9963,10314,20282,0,8,6,28,22,43,5,0,5,28,27,48,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,9,6,15,0,0,0,9,6,15,0,0,3,0,3,0,0,0,0,0,3,7,0,3,3,0,0,0,0,0,0,0,3,8,35,23,63,175,171,344,15,16,30,224,212,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500804,151,133,284,4169,4242,8406,182,148,324,4500,4519,9021,20,16,34,321,303,629,12,14,24,355,331,684,39,33,73,658,577,1232,21,25,49,718,633,1348,34,27,59,567,543,1112,18,16,33,615,581,1202,36,30,70,1187,1261,2449,64,48,114,1286,1344,2628,14,21,39,962,1047,2009,52,32,81,1028,1095,2127,5,6,9,478,504,984,19,21,33,495,530,1028,143,124,262,4031,4135,8169,130,131,260,4303,4388,8693,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,3,5,5,11,53,63,114,4,8,13,67,74,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500805,117,125,245,2694,2475,5172,149,119,271,2967,2719,5684,25,12,39,177,180,361,5,11,23,211,207,416,26,25,50,372,302,671,14,23,40,417,345,758,23,22,46,345,288,642,22,16,42,395,332,725,24,37,61,802,754,1558,52,33,84,880,826,1704,7,18,32,653,605,1252,36,25,60,697,651,1341,12,7,17,341,348,689,13,12,28,368,369,736,112,121,228,2605,2415,5017,121,105,222,2835,2640,5470,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,45,47,90,0,3,3,61,55,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500806,61,83,144,2583,2452,5035,163,163,323,2806,2697,5505,7,14,12,175,156,330,7,10,19,184,176,361,18,12,28,328,315,647,26,31,61,370,358,732,6,11,18,357,311,671,30,25,49,389,348,742,17,18,34,789,733,1518,48,42,89,856,796,1652,11,16,25,581,545,1125,34,45,80,630,606,1232,7,9,18,354,392,746,12,10,25,375,409,792,55,76,129,2509,2388,4899,140,150,289,2703,2613,5320,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,34,38,70,4,0,3,43,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500807,209,244,454,6929,6809,13735,445,365,816,7590,7410,15005,28,32,56,468,484,957,19,27,48,513,541,1056,46,48,92,949,878,1827,50,50,101,1052,970,2021,38,25,64,850,827,1674,40,39,83,934,890,1827,56,74,127,2093,2015,4105,151,122,272,2295,2205,4504,30,51,78,1592,1468,3057,131,73,208,1750,1588,3340,19,25,38,975,1138,2114,51,49,97,1045,1211,2253,192,226,420,6678,6634,13309,365,323,686,7241,7182,14420,4,0,6,15,15,33,0,0,0,20,25,40,0,0,0,0,0,6,4,0,4,4,6,6,0,0,0,6,7,7,0,0,0,6,7,7,0,0,0,6,4,10,0,0,0,6,4,10,0,0,0,0,4,4,0,0,0,0,4,4,6,8,11,136,120,254,13,16,24,156,138,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500808,266,293,562,10978,11222,22200,480,418,905,11726,11935,23665,25,29,55,674,631,1304,34,22,62,741,681,1427,69,68,138,1455,1454,2905,69,67,134,1589,1587,3178,52,54,110,1371,1299,2670,53,60,111,1479,1409,2883,67,78,146,2946,2971,5919,150,126,278,3170,3175,6342,43,47,90,2688,2847,5534,119,85,204,2846,2982,5826,13,17,29,1835,2023,3866,57,57,112,1907,2101,4005,256,283,538,10600,10933,21529,369,376,751,11221,11594,22818,0,0,0,19,15,34,0,0,0,20,15,33,0,0,0,7,7,11,0,0,0,7,7,11,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,5,6,11,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,181,183,362,6,9,20,202,206,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500901,283,237,516,26678,27035,53710,1092,783,1879,28046,28052,56100,27,26,53,1397,1276,2672,20,27,53,1450,1330,2779,69,66,139,3529,3284,6816,73,83,160,3671,3434,7108,58,29,90,3863,3454,7312,124,93,215,4041,3578,7623,64,60,119,6235,6489,12726,318,198,519,6617,6744,13360,52,45,95,7821,8331,16148,386,201,591,8258,8576,16832,13,8,18,3834,4203,8033,166,180,341,4010,4386,8401,257,228,488,25451,26278,51730,591,620,1210,26300,27124,53422,0,0,0,22,27,47,0,0,0,22,30,49,0,0,0,11,11,19,0,0,0,11,11,19,0,0,0,10,10,24,0,0,3,13,13,28,0,0,0,3,6,14,0,0,0,5,6,12,0,0,0,3,0,3,0,0,0,3,0,3,28,24,56,500,493,993,174,174,350,703,695,1399,0,0,0,0,3,12,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500902,420,447,869,49204,51185,100393,1524,1121,2646,51149,52753,103909,44,46,90,2856,2726,5582,41,44,85,2944,2813,5760,96,112,212,7084,6668,13750,123,117,242,7302,6893,14200,63,73,136,5920,5387,11306,130,102,234,6117,5564,11678,112,112,223,11271,12011,23283,481,277,751,11863,12398,24260,74,73,150,12791,13985,26777,482,267,749,13345,14330,27672,32,29,56,9282,10408,19692,265,319,582,9576,10753,20330,396,424,819,47035,49573,96613,765,806,1574,48201,50803,99003,0,0,0,57,62,114,0,0,0,57,62,114,0,0,0,12,13,25,0,3,7,11,20,31,0,3,5,31,44,77,4,0,3,35,45,82,0,0,0,11,13,24,0,0,0,11,10,28,0,0,0,0,0,4,0,0,0,4,0,4,19,16,33,796,787,1594,45,46,91,859,848,1717,0,0,0,3,10,6,0,0,0,3,10,6,0,0,0,0,6,9,0,0,0,0,6,9,0,0,0,0,7,11,0,0
ILOC50501001,232,228,464,5936,6005,11942,323,238,565,6495,6478,12968,22,25,47,417,361,769,7,9,10,446,386,831,64,54,113,763,703,1464,33,34,66,860,791,1646,53,48,97,676,628,1300,37,23,57,766,692,1458,57,50,110,1707,1744,3455,123,76,197,1892,1871,3761,33,41,75,1414,1442,2851,100,56,152,1541,1545,3086,8,14,20,963,1131,2097,33,45,73,1000,1191,2189,221,220,436,5653,5826,11483,214,191,404,6087,6238,12329,0,0,0,6,10,15,0,0,0,6,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,5,3,10,0,0,0,5,0,4,0,0,0,5,4,5,0,0,0,5,0,5,0,0,0,5,0,5,27,22,51,149,170,325,10,3,7,183,194,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
ILOC50501002,199,213,414,5534,5747,11281,292,211,502,6029,6169,12198,28,23,53,370,308,671,21,6,23,415,333,755,57,42,101,704,705,1405,44,19,60,804,763,1566,37,36,75,687,652,1336,31,18,52,757,706,1461,59,70,123,1542,1573,3110,92,82,169,1688,1717,3407,21,36,50,1395,1474,2866,75,48,125,1489,1557,3045,8,10,13,845,1043,1893,34,40,66,881,1089,1969,191,204,392,5281,5565,10847,178,166,351,5653,5930,11589,0,0,0,6,7,9,0,0,0,6,7,11,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,100,101,195,0,5,3,107,110,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501003,229,246,471,15754,16281,32037,601,484,1086,16582,17012,33594,17,21,46,857,798,1651,18,20,41,895,835,1732,68,65,130,2332,2244,4580,67,57,123,2466,2368,4831,44,57,103,1935,1706,3642,55,55,110,2033,1820,3852,45,42,92,3248,3630,6878,171,117,292,3465,3791,7259,42,43,84,4185,4393,8574,193,120,313,4418,4554,8973,10,12,25,3200,3517,6717,98,108,211,3304,3640,6946,211,240,453,15022,15752,30773,333,373,707,15562,16364,31925,0,0,0,27,25,46,3,0,3,26,25,52,0,0,0,5,3,8,0,0,0,8,3,10,0,0,0,7,4,11,0,0,0,9,4,12,0,0,0,10,4,14,0,0,0,12,4,15,0,0,0,8,5,5,0,0,0,6,5,6,14,10,17,299,250,549,11,12,27,322,263,588,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501101,474,475,953,8316,8289,16602,632,525,1165,9425,9295,18721,53,53,108,521,460,981,38,37,79,615,553,1167,133,92,234,1117,1009,2130,94,80,171,1346,1189,2532,103,89,195,1059,946,2004,76,61,133,1236,1097,2330,103,141,235,2165,2315,4482,211,156,366,2477,2608,5087,55,79,134,2211,2115,4318,163,121,285,2426,2312,4735,28,23,51,1247,1444,2688,51,72,123,1321,1545,2868,457,458,913,7954,8041,15994,516,475,996,8929,8971,17902,0,0,0,11,9,20,0,0,0,11,9,20,0,0,0,3,9,13,0,0,0,5,9,10,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,0,5,0,0,0,7,0,5,0,0,0,11,6,14,0,0,0,10,6,13,15,26,43,162,152,315,19,11,35,199,188,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ILOC50501102,782,276,1060,12716,12423,25135,556,389,948,14059,13084,27148,52,35,91,1227,1252,2481,44,37,78,1320,1322,2647,74,66,140,1977,1830,3805,61,61,120,2111,1960,4070,156,46,200,1539,1454,2991,62,50,114,1757,1550,3306,408,81,488,4868,4720,9592,249,145,400,5533,4953,10483,86,34,126,2355,2399,4757,111,72,185,2550,2510,5064,7,12,15,749,761,1511,30,20,51,785,790,1577,763,265,1034,12185,12096,24286,323,318,634,13273,12675,25950,0,0,0,7,9,19,0,0,0,7,9,19,0,0,0,0,6,6,0,4,4,0,3,8,0,0,0,0,7,8,0,0,0,3,7,9,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,3,3,0,0,0,0,5,8,13,13,24,173,176,347,12,8,26,191,198,392,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501201,246,243,493,27076,30078,57149,944,841,1786,28268,31167,59435,21,22,46,1439,1403,2841,30,25,60,1496,1453,2949,40,59,102,3789,3629,7423,77,77,152,3903,3767,7670,53,42,97,3381,3437,6818,64,86,157,3502,3562,7064,73,57,129,6220,7160,13381,274,214,487,6570,7430,14001,48,51,97,7152,7998,15148,301,225,521,7499,8269,15767,10,17,28,5088,6447,11534,195,221,415,5292,6680,11975,234,228,461,25869,29119,54986,566,655,1222,26665,30005,56667,0,0,0,28,37,67,0,0,0,28,41,65,0,0,0,15,17,29,3,0,7,21,14,38,0,0,0,16,23,31,0,0,0,16,23,31,0,0,0,11,14,17,0,0,0,11,13,17,0,0,0,0,3,0,0,0,0,4,3,3,15,10,27,421,555,974,23,22,45,458,589,1044,0,0,0,3,3,11,0,0,0,3,3,9,0,0,0,5,11,13,0,0,0,5,11,13,0,0,0,0,7,7,0,0
ILOC50501202,194,238,428,21711,23178,44891,753,629,1373,22656,24040,46697,21,21,35,1057,1018,2068,19,20,41,1096,1058,2146,39,36,76,2764,2641,5401,63,47,112,2870,2722,5592,54,60,114,2888,2863,5748,77,59,135,3018,2984,6001,41,67,110,5154,5305,10458,199,145,345,5395,5520,10922,28,45,72,5268,6064,11342,203,134,342,5502,6249,11753,9,11,15,4582,5283,9867,187,213,401,4775,5510,10285,186,221,405,20888,22543,43434,465,525,988,21536,23293,44829,0,0,0,32,24,59,0,0,0,31,26,55,0,0,0,6,11,18,0,0,0,6,11,18,0,0,0,18,26,43,0,0,0,18,26,43,0,0,0,8,4,9,0,0,0,8,4,9,0,0,0,5,0,7,0,0,0,5,0,7,15,10,23,328,373,703,346,467,818,696,850,1543,0,0,0,9,0,8,3,0,3,6,0,8,0,0,0,0,8,10,0,0,0,3,8,11,0,0,0,4,5,12,0,0
ILOC50501301,888,273,1166,15774,15004,30780,751,537,1291,17414,15824,33235,42,26,67,774,719,1489,21,19,42,830,756,1587,66,58,129,1981,1812,3795,69,52,121,2120,1924,4043,154,60,217,1780,1551,3330,65,50,114,2000,1660,3653,467,56,525,3693,3239,6934,215,125,333,4378,3417,7792,142,59,203,4560,4540,9107,258,150,410,4961,4759,9715,13,19,31,2989,3151,6140,119,145,265,3125,3312,6437,869,265,1132,14876,14383,29262,396,419,816,16132,15073,31202,4,0,4,30,19,47,0,0,0,29,21,53,0,0,0,5,4,10,0,0,0,5,4,10,0,0,0,10,9,19,0,0,0,10,9,19,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,254,329,584,14,14,28,277,345,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0
ILOC50501302,212,217,430,3414,3628,7046,228,181,411,3856,4032,7889,22,39,63,169,157,325,7,5,16,204,199,404,55,54,111,351,356,709,26,22,48,431,433,863,44,35,80,424,372,789,20,16,41,487,422,908,46,46,94,807,838,1648,74,46,116,929,930,1857,31,35,70,939,1019,1965,67,51,114,1044,1106,2147,9,4,18,722,884,1610,29,45,80,768,941,1706,191,204,398,3250,3513,6769,161,151,317,3609,3874,7483,0,0,0,7,6,13,0,0,0,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,7,14,21,74,90,161,3,11,14,82,109,192,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501401,278,282,558,27025,26168,53191,2330,1609,3939,29633,28055,57688,8,4,19,1238,1130,2373,52,41,90,1305,1176,2483,30,33,59,1825,1801,3622,73,66,142,1927,1899,3824,49,66,118,3143,3470,6621,266,277,544,3458,3816,7279,113,101,208,11892,11133,23025,1183,755,1941,13185,11994,25174,52,53,108,5956,5485,11440,534,293,828,6543,5837,12374,26,20,46,2967,3146,6114,225,178,404,3213,3339,6555,245,252,500,25568,25042,50608,1770,1351,3126,27585,26647,54234,0,3,9,67,67,141,14,12,29,89,86,174,3,3,6,149,43,194,94,16,108,247,63,309,0,0,0,138,64,202,50,14,65,185,80,266,8,0,11,156,36,200,96,17,114,259,59,319,0,0,0,70,10,85,49,7,56,119,21,140,144,155,298,1371,1144,2510,693,481,1171,2202,1777,3980,0,0,0,16,16,35,13,5,19,39,21,54,0,3,3,25,21,44,13,4,23,40,33,66,0,0,0,15,15,24,12,3
