ILOC_CODE_2021,Emp_Worked_FT_A_15_24_y_M,Emp_Worked_FT_A_25_34_y_M,Emp_Worked_FT_A_35_44_y_M,Emp_Worked_FT_A_45_54_y_M,Emp_Worked_FT_A_55_64_y_M,Emp_Worked_FT_A_65_and_over_M,Emp_Worked_FT_Tot_M,Emp_Worked_PT_A_15_24_y_M,Emp_Worked_PT_A_25_34_y_M,Emp_Worked_PT_A_35_44_y_M,Emp_Worked_PT_A_45_54_y_M,Emp_Worked_PT_A_55_64_y_M,Emp_Worked_PT_A_65_and_over_M,Emp_Worked_PT_Tot_M,EAfW_A_15_24_y_M,EAfW_A_25_34_y_M,EAfW_A_35_44_y_M,EAfW_A_45_54_y_M,EAfW_A_55_64_y_M,EAfW_A_65_over_M,EAfW_Tot_M,Emp_Tot_Age_15_24_y_M,Emp_Tot_Age_25_34_y_M,Emp_Tot_Age_35_44_y_M,Emp_Tot_Age_45_54_y_M,Emp_Tot_Age_55_64_y_M,Emp_Tot_A_65_over_M,Emp_Tot_Tot_M,Unemp_A_15_24_y_M,Unemp_A_25_34_y_M,Unemp_A_35_44_y_M,Unemp_A_45_54_y_M,Unemp_A_55_64_y_M,Unemp_A_65_over_M,Unemp_Tot_M,Tot_LF_Ag_15_24_y_M,Tot_LF_Ag_25_34_y_M,Tot_LF_Ag_35_44_y_M,Tot_LF_Ag_45_54_y_M,Tot_LF_Ag_55_64_y_M,Tot_LF_Ag_65_and_over_M,Tot_LF_Tot_M,Not_in_LF_Age_15_24_y_M,Not_in_LF_Age_25_34_y_M,Not_in_LF_Age_35_44_y_M,Not_in_LF_Age_45_54_y_M,Not_in_LF_Age_55_64_y_M,Not_in_LF_A_65and_over_M,Not_In_LF_Tot_M,LF_stat_NS_A_15_24_y_M,LF_stat_NS_A_25_34_y_M,LF_stat_NS_A_35_44_y_M,LF_stat_NS_A_45_54_y_M,LF_stat_NS_A_55_64_y_M,LF_stat_NS_A_65and_over_M,LF_status_NS_Tot_M,Tot_Age_15_24_y_M,Tot_Age_25_34_y_M,Tot_Age_35_44_y_M,Tot_Age_45_54_y_M,Tot_Age_55_64_y_M,Tot_A_65_and_over_M,Tot_Tot_M,Emp_Worked_FT_A_15_24_y_F,Emp_Worked_FT_A_25_34_y_F,Emp_Worked_FT_A_35_44_y_F,Emp_Worked_FT_A_45_54_y_F,Emp_Worked_FT_A_55_64_y_F,Emp_Worked_FT_A_65_and_over_F,Emp_Worked_FT_Tot_F,Emp_Worked_PT_A_15_24_y_F,Emp_Worked_PT_A_25_34_y_F,Emp_Worked_PT_A_35_44_y_F,Emp_Worked_PT_A_45_54_y_F,Emp_Worked_PT_A_55_64_y_F,Emp_Worked_PT_A_65_and_over_F,Emp_Worked_PT_Tot_F,EAfW_A_15_24_y_F,EAfW_A_25_34_y_F,EAfW_A_35_44_y_F,EAfW_A_45_54_y_F,EAfW_A_55_64_y_F,EAfW_A_65_over_F,EAfW_Tot_F,Emp_Tot_Age_15_24_y_F,Emp_Tot_Age_25_34_y_F,Emp_Tot_Age_35_44_y_F,Emp_Tot_Age_45_54_y_F,Emp_Tot_Age_55_64_y_F,Emp_Tot_A_65_over_F,Emp_Tot_Tot_F,Unemp_A_15_24_y_F,Unemp_A_25_34_y_F,Unemp_A_35_44_y_F,Unemp_A_45_54_y_F,Unemp_A_55_64_y_F,Unemp_A_65_over_F,Unemp_Tot_F,Tot_LF_Ag_15_24_y_F,Tot_LF_Ag_25_34_y_F,Tot_LF_Ag_35_44_y_F,Tot_LF_Ag_45_54_y_F,Tot_LF_Ag_55_64_y_F,Tot_LF_Ag_65_and_over_F,Tot_LF_Tot_F,Not_in_LF_Age_15_24_y_F,Not_in_LF_Age_25_34_y_F,Not_in_LF_Age_35_44_y_F,Not_in_LF_Age_45_54_y_F,Not_in_LF_Age_55_64_y_F,Not_in_LF_A_65and_over_F,Not_In_LF_Tot_F,LF_stat_NS_A_15_24_y_F,LF_stat_NS_A_25_34_y_F,LF_stat_NS_A_35_44_y_F,LF_stat_NS_A_45_54_y_F,LF_stat_NS_A_55_64_y_F,LF_stat_NS_A_65and_over_F,LF_status_NS_Tot_F,Tot_Age_15_24_y_F,Tot_Age_25_34_y_F,Tot_Age_35_44_y_F,Tot_Age_45_54_y_F,Tot_Age_55_64_y_F,Tot_A_65_and_over_F,Tot_Tot_F,Emp_Worked_FT_A_15_24_y_P,Emp_Worked_FT_A_25_34_y_P,Emp_Worked_FT_A_35_44_y_P,Emp_Worked_FT_A_45_54_y_P,Emp_Worked_FT_A_55_64_y_P,Emp_Worked_FT_A_65_and_over_P,Emp_Worked_FT_Tot_P,Emp_Worked_PT_A_15_24_y_P,Emp_Worked_PT_A_25_34_y_P,Emp_Worked_PT_A_35_44_y_P,Emp_Worked_PT_A_45_54_y_P,Emp_Worked_PT_A_55_64_y_P,Emp_Worked_PT_A_65_and_over_P,Emp_Worked_PT_Tot_P,EAfW_A_15_24_y_P,EAfW_A_25_34_y_P,EAfW_A_35_44_y_P,EAfW_A_45_54_y_P,EAfW_A_55_64_y_P,EAfW_A_65_over_P,EAfW_Tot_P,Emp_Tot_Age_15_24_y_P,Emp_Tot_Age_25_34_y_P,Emp_Tot_Age_35_44_y_P,Emp_Tot_Age_45_54_y_P,Emp_Tot_Age_55_64_y_P,Emp_Tot_A_65_over_P,Emp_Tot_Tot_P,Unemp_A_15_24_y_P,Unemp_A_25_34_y_P,Unemp_A_35_44_y_P,Unemp_A_45_54_y_P,Unemp_A_55_64_y_P,Unemp_A_65_over_P,Unemp_Tot_P,Tot_LF_Ag_15_24_y_P,Tot_LF_Ag_25_34_y_P,Tot_LF_Ag_35_44_y_P,Tot_LF_Ag_45_54_y_P,Tot_LF_Ag_55_64_y_P,Tot_LF_Ag_65_and_over_P,Tot_LF_Tot_P,Not_in_LF_Age_15_24_y_P,Not_in_LF_Age_25_34_y_P,Not_in_LF_Age_35_44_y_P,Not_in_LF_Age_45_54_y_P,Not_in_LF_Age_55_64_y_P,Not_in_LF_A_65and_over_P,Not_In_LF_Tot_P,LF_stat_NS_A_15_24_y_P,LF_stat_NS_A_25_34_y_P,LF_stat_NS_A_35_44_y_P,LF_stat_NS_A_45_54_y_P,LF_stat_NS_A_55_64_y_P,LF_stat_NS_A_65and_over_P,LF_status_NS_Tot_P,Tot_Age_15_24_y_P,Tot_Age_25_34_y_P,Tot_Age_35_44_y_P,Tot_Age_45_54_y_P,Tot_Age_55_64_y_P,Tot_A_65_and_over_P,Tot_Tot_P
ILOC50600204,8,11,20,0,6,0,45,3,0,3,0,0,0,10,0,0,4,4,0,0,17,5,17,28,10,6,0,72,0,0,0,0,0,0,0,5,17,28,10,6,0,72,9,0,0,0,0,0,13,0,0,0,0,0,0,0,12,20,30,10,7,3,81,10,6,8,5,0,0,33,4,0,7,0,0,0,18,6,4,0,6,0,0,13,11,17,23,13,7,0,64,4,0,0,0,0,0,3,15,18,23,13,7,0,70,7,0,6,4,3,0,21,0,0,0,0,0,0,0,22,17,20,17,5,0,94,7,20,27,15,9,0,78,5,5,11,4,0,0,27,5,10,10,5,0,0,27,23,34,42,22,16,0,137,4,0,0,0,0,0,3,26,35,42,22,16,0,139,13,0,7,4,0,3,31,0,0,0,0,0,0,0,34,36,53,25,15,4,174
ILOC50600301,55,52,56,35,19,4,227,16,19,5,4,0,0,53,9,15,10,3,5,0,41,72,86,73,49,28,6,321,7,12,7,3,0,0,29,87,98,82,53,28,9,350,53,20,15,15,9,4,122,0,3,0,0,0,0,13,139,119,101,64,40,12,476,20,42,34,37,13,0,141,13,19,20,8,7,0,73,4,9,8,0,3,0,27,40,71,68,41,22,3,245,10,8,4,10,3,0,36,55,77,70,53,24,3,287,59,62,28,23,15,17,207,5,0,0,3,0,0,11,124,141,98,83,43,24,505,74,92,93,69,28,3,368,30,45,26,11,14,0,128,13,24,18,8,3,4,74,118,160,138,87,50,8,563,22,17,14,8,3,0,63,144,172,152,101,51,12,630,117,76,46,36,26,19,325,7,5,3,7,3,0,25,263,256,199,144,76,34,976
ILOC50600401,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,3,0,0,3,5,4,0,5,0,0,18,0,0,0,0,0,0,0,3,9,0,4,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,0,0,11,0,0,0,0,0,0,0,0,8,0,4,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,0,0,0,0,0,4,0,8,0,3,0,0,11,3,6,0,9,3,3,30,0,0,0,0,0,0,0,8,15,3,13,3,3,37
ILOC50600402,0,0,0,4,4,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,7,4,0,17,0,0,0,0,0,0,5,3,4,0,7,4,0,19,3,6,4,4,3,0,22,0,0,0,0,0,0,0,8,12,4,9,5,5,42,0,0,0,5,3,0,6,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,3,0,14,0,3,0,0,0,0,0,0,4,5,5,3,0,14,3,3,0,0,3,3,17,0,0,0,0,0,0,0,5,8,5,7,6,4,33,0,6,0,7,6,0,19,0,0,5,0,0,0,7,0,0,0,0,0,0,5,3,5,0,10,6,0,32,3,0,0,0,0,0,4,3,10,0,10,6,0,34,12,7,0,7,6,5,38,0,0,0,0,0,0,0,11,19,4,14,10,5,73
ILOC50600403,3,16,14,11,7,0,51,4,0,0,0,3,0,11,0,4,5,0,3,0,13,13,23,22,14,10,0,79,3,0,0,0,0,0,5,11,19,20,14,7,0,84,6,0,3,0,3,8,27,0,5,0,0,0,0,6,22,26,21,16,16,12,118,8,12,8,9,8,0,44,4,6,3,0,0,0,9,0,3,0,0,0,0,9,16,21,10,9,9,0,66,5,0,0,0,0,0,3,20,21,10,9,11,0,63,3,4,6,6,10,0,32,0,0,6,0,3,0,5,23,25,21,14,20,9,101,11,29,18,19,14,0,97,11,5,3,0,6,0,20,7,12,5,0,7,0,23,24,39,26,24,21,0,143,4,0,0,0,0,0,9,31,44,30,24,23,0,153,13,3,10,4,11,11,55,0,0,4,0,4,3,15,47,52,39,31,39,14,223
ILOC50600404,41,96,62,48,27,3,284,30,13,15,8,3,0,68,8,20,27,10,0,0,71,79,132,103,67,36,5,425,29,21,9,8,6,0,67,104,147,117,77,42,5,492,100,33,23,37,25,33,246,6,4,10,3,5,0,34,210,187,145,111,74,41,779,34,56,42,45,21,3,207,20,31,17,16,8,0,92,16,15,16,7,9,0,59,71,100,76,66,42,13,357,20,14,9,7,7,0,52,91,109,84,71,42,13,409,112,70,44,62,61,62,415,7,10,12,7,4,6,45,207,192,142,144,111,75,868,75,153,111,94,52,11,493,51,41,30,22,14,4,166,27,36,34,14,6,6,126,150,228,179,135,81,18,784,43,29,20,12,9,0,118,191,259,199,145,89,20,905,211,104,70,98,90,94,666,15,20,19,12,7,7,82,420,379,289,257,183,120,1651
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,0,0,4,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,4,0,0,0,0,3,0,4,8,5,0,0,18,37,61,48,13,11,3,181,0,0,0,0,0,0,0,45,63,56,16,12,8,198,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,11,7,5,3,5,32,0,0,0,0,0,0,0,5,13,10,9,3,5,39,0,0,4,4,0,0,4,0,6,0,3,0,0,6,0,0,0,0,0,0,4,0,6,6,6,0,0,13,0,4,0,0,0,0,3,0,5,5,3,0,0,21,44,70,54,21,17,3,217,0,0,0,0,0,0,0,49,79,61,28,14,8,236
ILOC50600502,0,4,4,6,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,9,4,3,0,0,16,0,0,0,0,0,0,0,4,9,4,3,0,0,16,0,0,0,0,5,0,7,0,0,0,0,0,0,0,4,6,5,5,5,0,25,0,0,0,7,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,7,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,15,0,4,4,12,0,0,22,0,0,0,0,0,0,7,0,0,0,0,0,0,4,6,3,4,11,5,0,29,0,0,0,0,0,0,0,6,3,4,13,5,0,31,0,4,0,0,5,0,8,0,0,0,0,0,0,0,6,12,5,14,8,0,40
ILOC50600503,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,0,3,3,6,0,0,0,0,6,11,8,3,5,0,3,27,0,0,0,0,0,0,0,11,13,3,7,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,4,0,0,4,0,7,6,9,7,0,0,4,27,0,0,0,0,0,0,0,6,13,7,7,3,5,40,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,5,4,0,12,0,0,0,0,0,0,9,0,13,0,5,4,0,18,20,14,11,9,0,5,56,0,0,0,0,0,0,0,20,25,11,14,3,10,76
ILOC50600504,0,7,3,0,0,0,17,5,0,0,3,0,0,15,0,0,0,0,0,0,0,4,7,5,8,3,5,28,6,0,0,4,0,0,12,9,9,3,13,8,5,36,27,13,15,20,19,11,96,0,0,0,0,0,0,3,32,25,19,34,25,14,140,0,4,3,6,4,0,14,0,6,7,6,5,6,21,0,0,5,0,0,0,0,9,4,8,13,3,6,45,5,0,5,3,5,0,14,5,6,15,12,7,6,54,23,13,10,16,11,21,95,0,0,0,0,0,7,3,29,19,25,33,19,26,155,0,8,4,9,4,0,27,8,5,9,7,5,3,40,3,0,5,0,0,0,7,12,11,17,17,11,7,70,3,6,4,4,6,0,23,13,16,17,26,13,7,90,52,22,24,35,23,32,192,0,0,0,3,0,3,10,63,45,39,64,42,37,292
ILOC50600505,5,14,13,11,4,0,47,4,7,0,5,5,0,13,0,4,3,0,0,0,9,15,17,14,15,3,0,68,7,0,0,0,0,0,7,16,17,14,15,3,0,77,11,0,3,0,4,3,28,0,0,0,3,0,0,4,30,18,26,21,14,3,108,0,9,7,8,0,0,20,7,9,0,3,5,0,22,0,0,0,4,0,0,5,8,9,8,13,8,0,44,3,0,0,0,0,0,6,14,9,8,13,8,0,50,9,3,3,5,3,4,21,0,0,3,0,0,0,4,24,15,13,15,8,4,76,9,14,18,20,10,0,70,11,8,4,5,3,0,32,5,4,6,0,0,0,14,25,28,25,27,11,0,117,7,0,0,0,0,0,12,32,28,28,27,11,0,123,21,5,6,3,5,5,51,0,0,3,3,0,0,6,56,30,35,34,17,12,182
ILOC50700101,4,12,12,15,0,0,48,10,7,7,0,4,0,30,9,0,5,4,7,0,18,20,26,21,17,12,0,96,8,6,8,6,4,0,31,33,31,25,19,15,0,119,41,18,7,10,15,21,106,3,6,0,0,0,0,16,79,58,36,32,26,21,243,4,9,3,11,4,7,37,11,8,5,9,6,0,42,0,0,0,0,0,0,8,19,13,11,22,9,3,83,7,0,0,0,0,0,10,26,13,10,21,9,3,91,29,21,19,20,24,29,147,0,0,0,3,0,4,16,59,37,32,49,40,38,257,14,19,16,22,10,7,84,21,12,13,9,11,0,70,6,3,5,3,8,0,18,39,35,29,35,21,3,176,14,6,10,6,4,0,35,60,47,39,40,28,3,211,73,41,26,33,38,50,254,6,9,0,4,7,4,30,138,94,62,77,71,60,502
ILOC50700102,12,21,13,16,9,0,78,15,0,4,0,6,0,31,0,5,0,6,0,0,15,35,29,19,24,17,3,122,5,0,3,0,0,0,11,39,35,23,24,22,3,135,31,70,47,18,17,8,202,0,6,3,0,4,0,10,75,105,74,40,37,17,348,7,15,10,8,4,0,44,11,5,4,12,3,4,51,0,3,0,0,0,0,3,19,19,18,23,13,4,97,11,4,0,0,0,0,10,30,22,18,23,13,4,111,19,13,12,11,11,11,74,7,0,0,6,0,0,6,49,36,28,42,21,17,191,24,38,28,27,12,0,125,34,5,9,15,10,0,81,0,7,0,3,3,0,19,54,47,32,46,28,9,224,12,5,3,0,0,0,25,69,54,41,46,32,9,246,51,86,62,38,25,18,274,3,3,3,4,0,0,21,124,141,101,86,62,31,542
ILOC50700201,24,17,17,5,16,0,86,12,7,4,0,8,4,26,0,0,4,0,8,0,11,34,25,21,5,29,7,118,3,9,0,7,0,0,16,37,30,21,13,30,7,137,32,0,11,6,26,15,94,0,0,0,0,4,0,11,70,33,35,20,55,27,243,7,0,3,10,10,0,40,6,12,9,6,12,0,49,0,0,0,0,3,3,7,13,16,13,25,26,8,95,7,0,4,0,0,0,15,17,18,14,26,31,8,108,22,17,15,7,24,25,108,0,0,0,0,0,0,4,41,37,31,36,52,33,226,26,22,23,20,31,6,122,14,20,10,6,18,3,75,4,0,6,0,6,5,23,41,42,34,31,58,14,216,7,8,0,7,3,0,32,55,47,36,38,59,14,249,51,20,23,17,46,47,201,0,0,0,0,4,5,13,109,70,66,58,105,58,466
ILOC50700202,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,0,0,4,0,0,0,5,0,0,3,0,0,3,6,0,0,0,0,0,0,4,0,0,3,3,4,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,6,3,13,0,0,0,0,0,0,0,6,0,0,5,6,4,18,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5,0,0,7,3,0,4,5,0,0,10,3,0,0,0,7,5,19,0,0,0,0,0,3,4,6,3,3,9,7,11,36
ILOC50700203,0,0,4,0,4,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,9,0,3,4,3,5,0,12,3,0,5,5,0,5,20,0,0,0,0,0,0,4,9,4,7,7,4,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,6,0,0,9,0,0,0,0,0,0,0,3,0,0,6,0,0,6,0,0,4,7,4,5,16,0,0,0,0,0,0,5,8,0,3,12,4,5,26,0,0,4,0,4,0,8,5,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,4,6,4,0,14,0,0,0,0,0,0,5,7,3,0,6,4,0,21,8,0,4,8,3,14,38,0,0,4,0,0,0,4,13,4,12,14,12,16,65
ILOC50700204,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,4,0,3,7,0,3,0,0,3,14,0,0,0,0,0,0,0,7,3,0,0,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,4,0,3,4,18,0,0,0,0,0,0,0,3,5,4,5,4,4,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,5,0,0,5,0,12,8,4,7,0,3,8,31,0,0,0,0,0,0,0,6,4,5,5,7,4,45
ILOC50700205,0,0,0,0,0,0,7,0,3,0,0,0,0,3,6,0,0,0,0,0,5,6,3,0,0,0,0,11,0,7,0,0,0,0,6,7,9,0,0,0,0,17,4,3,0,0,0,4,8,0,0,0,0,0,0,0,8,11,0,0,8,4,29,0,0,0,3,3,0,9,0,3,0,0,0,0,6,3,0,0,0,0,0,3,0,5,4,5,4,0,24,5,0,4,0,0,0,7,6,5,8,5,4,0,25,0,0,0,0,5,5,15,0,0,0,0,0,0,0,4,10,12,0,7,7,45,0,3,0,3,12,0,15,0,8,0,0,0,0,12,0,0,0,0,0,0,5,8,6,8,6,9,0,36,3,7,4,0,0,0,12,7,10,10,6,9,0,46,9,3,0,0,3,13,27,0,0,0,0,0,0,0,13,19,13,4,13,7,75
ILOC50700301,5,12,5,8,10,0,36,9,8,4,3,0,0,24,4,0,0,0,0,0,3,13,20,11,11,7,3,64,3,4,0,0,0,0,16,19,21,8,17,12,3,76,3,3,4,0,3,12,40,0,0,0,0,0,0,5,27,31,12,15,15,20,115,5,8,5,8,6,0,37,10,8,7,6,6,3,36,0,3,0,0,0,0,10,20,21,10,15,14,4,80,4,0,0,0,0,0,10,22,21,15,17,14,4,86,19,11,9,9,10,11,66,3,0,0,0,0,0,0,49,29,26,23,22,18,158,8,23,14,11,13,5,74,19,16,10,11,8,0,65,0,3,0,0,0,0,11,36,35,21,22,21,8,142,10,4,0,3,0,0,23,43,42,27,29,23,8,167,26,17,16,9,15,31,104,5,0,0,0,0,0,7,76,59,35,40,35,36,274
ILOC50700302,4,4,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,4,0,20,0,3,0,0,0,0,9,6,9,0,0,4,0,24,5,0,6,3,0,0,13,0,0,0,0,0,0,5,14,10,3,5,4,3,40,8,3,0,7,0,0,18,7,0,0,0,0,0,10,0,0,0,0,0,0,0,13,4,7,11,0,0,31,3,0,0,0,0,0,5,17,4,3,11,0,0,36,5,9,4,6,0,9,30,3,6,0,0,0,0,5,27,13,9,16,0,9,71,16,6,0,12,5,0,32,7,0,0,0,0,0,10,0,0,0,0,0,0,3,18,6,7,10,5,0,51,3,3,3,0,0,0,10,21,16,8,10,5,0,62,15,11,5,7,3,8,44,5,6,0,0,0,0,7,36,24,15,22,7,6,113
ILOC50700303,4,5,6,3,3,0,18,0,0,0,4,0,0,5,0,0,0,0,0,0,3,4,9,6,7,0,0,26,4,3,0,0,0,0,5,11,9,6,7,3,0,35,18,44,30,13,6,3,117,0,0,0,0,0,0,0,24,56,39,23,8,3,157,0,0,6,0,5,0,13,4,0,0,0,0,0,13,0,0,0,0,0,0,4,9,0,3,10,4,0,30,4,0,0,0,0,0,4,12,0,3,10,4,0,36,8,12,3,5,4,3,35,0,0,0,0,0,0,0,18,11,7,14,9,4,66,6,9,6,8,7,0,39,5,0,0,7,5,0,16,0,4,3,0,0,0,8,13,13,8,13,8,0,56,3,3,0,0,0,0,9,21,13,8,13,10,0,70,19,59,30,25,10,7,150,0,0,0,3,0,0,3,44,68,44,35,21,10,228
ILOC50700304,8,7,0,0,4,3,31,6,0,4,0,0,0,11,0,0,0,4,0,0,7,18,13,6,5,4,3,47,6,3,0,0,0,0,8,23,15,6,5,4,3,53,8,6,7,8,8,5,40,0,0,0,0,0,0,0,32,24,16,9,14,10,95,7,0,4,3,0,0,15,3,5,0,10,3,0,18,4,0,0,0,0,0,6,14,3,3,12,5,0,37,3,0,0,3,0,0,9,14,3,3,9,5,0,45,16,11,12,9,9,13,66,0,0,3,0,0,0,7,35,14,18,17,12,12,118,13,7,3,3,4,0,44,10,10,3,10,3,0,30,4,3,4,4,0,0,11,27,19,9,12,13,0,84,8,7,0,3,0,0,12,37,20,11,16,13,0,100,30,19,21,10,14,20,107,0,0,3,0,0,0,3,64,38,34,26,22,21,209
ILOC50700305,3,5,0,0,3,0,20,9,0,0,0,0,0,9,0,0,0,0,0,0,3,10,7,0,4,3,0,25,3,0,0,3,0,0,12,14,8,5,4,3,0,37,10,4,0,7,3,4,32,0,0,0,0,6,0,6,25,15,3,12,10,4,72,0,4,0,3,0,0,7,3,0,4,0,3,0,7,0,0,0,0,0,0,0,6,3,0,3,3,0,15,4,0,3,0,7,0,14,6,3,5,4,5,0,26,25,16,4,5,0,6,56,0,0,0,0,0,0,5,28,19,14,16,12,8,90,6,6,8,0,3,0,25,5,0,4,0,3,0,9,0,0,0,0,0,0,4,12,11,5,3,6,0,39,13,0,6,8,4,0,26,28,16,14,11,11,0,67,32,20,3,15,7,12,88,0,0,0,0,6,0,8,61,30,13,27,16,12,166
ILOC50700401,22,24,19,19,5,0,89,17,3,4,4,4,0,33,0,3,6,0,4,0,20,40,33,30,22,12,0,139,7,6,0,3,0,0,17,51,37,31,22,12,0,157,25,9,5,7,15,17,76,0,0,0,0,6,0,9,75,48,35,36,27,17,239,12,4,19,15,5,0,40,28,9,10,14,4,0,67,4,3,0,4,5,0,17,39,17,28,31,8,3,124,6,8,0,0,3,0,16,45,23,28,33,6,3,139,19,15,14,11,8,24,100,0,0,0,0,0,4,0,67,44,39,42,21,29,239,29,24,38,27,14,0,136,38,17,14,19,10,0,97,8,8,6,3,3,3,34,75,51,55,57,21,3,266,12,14,0,4,3,0,35,95,64,57,55,20,3,296,46,24,18,17,18,37,176,3,0,0,0,6,4,14,145,93,77,79,48,43,485
ILOC50700501,4,3,4,5,9,0,26,0,3,0,0,4,0,10,0,0,0,0,0,0,5,13,5,6,3,12,0,34,0,8,0,3,0,0,9,12,10,6,6,9,3,47,14,4,3,9,5,9,34,0,0,0,0,0,0,4,26,11,8,13,17,8,79,4,0,0,0,0,0,9,5,0,3,3,3,0,18,0,3,0,0,0,0,8,9,4,3,11,6,6,37,0,0,0,0,0,0,9,12,4,5,8,6,6,42,4,4,5,5,0,3,19,0,0,4,0,0,0,10,16,10,11,12,13,3,69,7,6,4,7,12,0,28,13,3,3,8,7,0,25,0,3,0,5,0,0,9,22,12,6,12,12,0,71,5,10,0,5,0,0,19,26,14,10,13,19,3,87,17,8,5,11,3,13,54,0,6,4,0,4,0,13,43,25,18,25,26,15,153
ILOC50700502,3,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,13,0,0,0,0,0,0,5,3,4,0,0,9,0,18,4,3,0,0,3,3,18,0,0,0,0,0,3,8,8,4,6,0,15,0,42,0,0,0,4,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,4,0,4,0,0,12,9,3,0,4,8,7,26,0,0,0,0,0,0,0,8,5,3,5,10,7,37,3,0,0,3,7,0,11,0,3,4,0,0,0,3,0,0,0,0,0,0,8,6,9,5,3,7,0,22,0,0,0,0,0,0,3,3,8,5,3,7,0,29,11,6,0,4,10,7,45,5,0,0,0,5,3,13,15,14,6,6,27,11,82
