ILOC_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
ILOC50600201,8,0,8,122,114,241,3,0,3,136,116,251,11,11,17,132,106,236,0,0,0,140,115,257,3,0,5,64,27,90,0,0,0,68,26,99,0,0,0,3,7,13,0,0,0,3,13,16,13,8,25,73,39,117,0,0,0,91,51,142,7,8,16,62,24,86,5,0,5,77,31,104,0,0,5,13,4,17,0,0,0,16,0,18,0,0,0,25,17,44,0,0,0,30,17,42,9,6,20,91,132,228,3,0,3,111,145,249,0,0,0,10,3,17,0,0,0,10,8,17,15,13,34,109,103,214,0,0,0,127,112,244,138,91,235,1880,1370,3249,14,22,38,2036,1484,3521,14,9,19,90,66,161,535,229,765,641,303,944,203,131,337,2480,1854,4333,560,251,810,3243,2238,5482,147,99,245,1952,1425,3379,14,22,38,2116,1545,3659,32,19,52,334,270,605,5,0,4,366,295,658,8,8,12,68,63,134,3,0
ILOC50600202,0,8,6,9,20,30,0,0,0,13,33,42,3,11,10,15,15,37,0,0,0,19,26,44,0,0,3,9,3,16,0,0,0,14,3,19,0,0,0,0,0,3,0,0,0,0,0,3,4,10,10,11,11,25,0,0,0,16,18,36,4,5,12,15,5,22,0,0,0,15,15,26,0,0,0,3,0,3,0,0,0,3,0,4,0,5,0,9,3,10,0,0,0,8,3,13,0,9,9,12,16,26,0,0,0,11,23,38,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,11,17,27,0,0,0,19,20,40,29,34,64,192,187,379,0,0,0,228,227,448,4,3,13,9,11,25,74,75,157,100,98,192,52,69,121,278,260,538,74,75,157,406,406,813,36,35,69,201,199,401,0,0,0,236,239,469,11,15,22,38,42,81,0,0,0,53,50,106,0,8,8,14,10,21,0,0
ILOC50600203,3,0,3,20,11,26,0,0,0,23,13,37,5,3,5,30,37,70,0,0,0,30,40,69,0,0,0,0,8,8,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,19,0,19,0,0,0,26,5,31,3,0,3,5,0,6,0,0,0,10,4,7,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,6,0,3,0,3,7,20,35,59,0,3,3,25,40,65,0,0,0,0,3,0,0,0,0,0,3,3,6,0,8,20,20,39,0,0,0,27,20,48,47,36,76,397,314,708,0,0,3,442,349,795,0,0,0,10,6,19,189,96,277,199,106,301,66,45,114,504,417,916,188,98,287,756,562,1319,54,38,84,414,330,742,0,0,3,464,366,832,9,12,22,61,57,121,0,3,3,77,74,149,3,0,3,15,14,26,0,0
ILOC50600204,0,8,8,28,36,63,0,0,0,32,38,71,16,14,27,94,76,166,0,0,0,107,95,198,0,0,5,16,18,30,0,0,0,15,20,35,0,0,0,0,0,0,0,0,0,0,0,0,11,13,26,40,16,56,0,0,0,51,33,85,7,3,10,24,11,29,0,0,0,28,10,39,0,0,3,3,0,8,0,0,0,5,0,8,3,0,3,5,7,5,0,0,0,7,3,9,10,5,17,49,81,130,0,6,6,55,97,152,0,0,0,0,0,5,0,0,0,0,0,7,0,5,8,41,51,92,0,0,0,41,59,104,107,105,206,878,797,1675,8,7,8,993,901,1889,0,5,8,31,34,65,203,171,375,240,213,449,145,151,300,1151,1040,2185,207,179,391,1503,1367,2874,106,109,214,901,824,1727,8,7,8,1013,934,1945,27,34,59,178,145,323,0,0,4,213,172,387,0,3,6,30,32,58,0,0
ILOC50600301,20,34,46,187,206,391,3,6,3,208,246,447,50,85,130,367,430,796,3,3,3,415,513,936,4,9,12,70,91,162,0,0,0,75,97,174,0,0,0,4,7,12,0,0,0,4,7,12,37,45,82,170,105,278,0,0,0,215,147,361,15,16,31,103,42,140,0,0,0,115,55,174,3,6,11,25,7,31,0,0,0,29,19,47,3,0,3,39,26,63,0,0,0,42,31,73,41,53,91,315,461,779,4,0,4,360,513,871,4,3,7,15,8,23,0,0,0,20,7,26,26,42,71,291,315,601,0,0,4,321,358,673,561,521,1084,5299,4630,9925,20,19,42,5878,5180,11057,46,55,95,265,206,470,1373,1071,2444,1678,1325,3005,755,773,1530,6820,6167,12984,1405,1096,2500,8976,8036,17013,578,549,1127,5490,4835,10330,20,23,46,6093,5406,11499,103,122,224,889,919,1808,9,5,12,1001,1046,2043,12,37,58,140,163,297,0,0
ILOC50600401,0,4,7,0,0,0,0,0,0,0,4,7,0,6,10,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,0,0,0,3,9,8,7,4,5,0,0,0,0,0,0,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,3,7,11,14,10,27,0,0,3,0,0,0,17,11,29,0,0,0,0,0,0,0,0,0,0,0,0,24,23,53,0,0,3,0,0,0,29,29,59,17,13,36,0,0,3,0,0,0,22,15,33,0,5,8,0,0,0,0,0,0,0,5,8,0,4,10,0,0,0,0,0
ILOC50600402,5,0,5,0,5,11,0,0,0,4,5,10,0,6,8,7,0,7,0,0,0,12,6,19,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,4,0,0,0,0,0,4,11,8,21,0,0,4,0,0,0,8,11,19,3,3,9,5,0,3,0,0,0,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,6,5,12,0,0,0,6,5,19,0,0,3,0,0,0,0,0,0,0,0,8,0,5,3,6,9,11,0,0,0,8,10,18,37,35,73,63,59,118,0,0,0,101,88,192,0,0,0,0,0,0,32,23,60,32,30,64,52,49,101,90,75,169,34,23,58,177,152,327,37,35,71,64,62,130,0,0,0,102,98,206,11,3,18,16,14,25,0,0,0,29,17,38,3,4,3,4,6,8,0,0
ILOC50600403,6,10,7,53,49,101,0,0,0,53,59,114,7,16,26,102,111,215,0,0,0,108,131,240,3,0,4,19,26,43,0,0,0,22,24,42,0,0,0,3,4,6,0,0,0,3,4,6,5,8,13,55,24,71,0,0,0,56,30,86,5,3,8,28,11,44,0,0,0,38,15,55,5,3,4,12,6,18,0,0,0,10,11,24,0,3,5,4,9,11,0,0,0,7,14,19,8,6,18,77,130,207,0,0,0,82,137,224,0,6,6,3,7,11,0,0,0,9,11,13,8,10,18,69,82,154,0,0,0,76,97,168,112,85,199,1355,1223,2578,6,3,12,1472,1313,2789,19,14,36,73,56,125,281,254,540,374,325,698,163,142,306,1767,1629,3394,290,258,546,2226,2027,4249,119,96,209,1410,1269,2679,5,3,6,1529,1368,2897,26,22,43,238,243,484,0,0,0,262,262,526,3,8,9,35,44,83,0,0
ILOC50600404,26,65,86,109,141,253,0,6,6,131,207,345,96,126,222,232,252,481,0,4,4,324,380,706,7,23,24,37,39,76,0,0,0,43,63,100,0,9,7,0,0,0,0,0,0,0,9,7,66,85,150,148,72,223,0,0,0,221,159,377,29,43,72,72,32,108,0,0,0,101,73,178,19,20,37,17,14,28,0,0,0,34,28,68,12,9,18,45,18,58,0,0,3,50,27,74,44,67,108,145,254,396,0,0,0,192,317,505,15,17,32,14,10,23,0,0,0,27,28,53,50,81,134,161,217,376,0,0,4,212,297,512,810,781,1594,2812,2401,5214,22,14,38,3644,3203,6851,99,108,207,140,122,264,891,661,1545,1133,888,2025,1190,1266,2454,3693,3303,6993,919,681,1594,5801,5249,11046,847,834,1678,2918,2527,5447,26,15,39,3791,3376,7163,206,222,430,496,526,1016,0,8,3,699,752,1453,29,64,92,101,99,198,0,0
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,0,0,0,8,16,22,0,0,0,8,16,22,0,3,3,3,4,7,0,0,0,3,8,12,0,0,0,4,0,8,0,0,0,4,3,9,0,0,4,0,0,0,0,0,0,0,0,4,10,8,14,9,5,10,0,0,0,16,9,21,6,0,3,5,0,9,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,8,7,10,0,0,0,8,7,10,0,0,0,7,0,8,0,0,0,7,0,7,7,0,9,7,0,11,0,0,0,10,4,19,26,19,48,76,76,159,0,0,0,107,102,202,159,14,172,37,6,41,19,15,38,215,34,247,201,47,249,144,113,257,19,16,39,369,172,543,31,21,52,83,80,163,0,0,0,119,101,217,7,5,15,23,21,43,0,0,0,33,28,63,0,0,0,4,4,5,0,0
ILOC50600502,0,0,0,30,24,53,0,0,0,30,24,53,0,0,0,50,44,91,0,0,0,51,44,93,0,0,0,14,6,21,0,0,0,14,6,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,10,28,0,0,0,21,13,32,3,0,0,3,3,7,0,0,0,7,7,11,0,0,0,3,0,5,0,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,30,53,74,0,0,0,30,53,74,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,30,40,74,0,0,0,36,42,75,22,24,41,622,416,1038,0,0,0,644,435,1084,9,0,9,37,27,71,358,138,495,403,165,566,37,21,60,801,575,1377,358,135,493,1193,736,1929,22,21,44,641,441,1082,0,0,0,663,460,1134,0,0,3,99,81,180,0,0,0,98,83,184,5,0,5,16,24,38,0,0
ILOC50600503,0,0,0,0,0,3,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,9,4,7,8,0,0,0,0,0,0,4,7,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,4,3,6,42,33,77,3,19,21,0,0,0,45,49,99,0,0,0,0,0,4,3,0,3,8,7,8,52,50,101,13,19,35,3,0,3,68,73,139,39,35,77,7,19,24,0,0,0,49,48,104,9,11,23,0,0,3,0,0,0,14,9,23,0,3,3,0,0,0,0,0
ILOC50600504,3,10,16,10,6,20,0,0,0,16,18,37,10,19,27,3,10,14,0,0,0,13,29,40,9,0,10,0,0,0,0,0,0,9,0,8,5,0,6,6,0,4,0,0,0,11,5,12,35,45,78,5,3,8,0,0,0,40,45,87,7,4,18,3,5,4,0,0,0,14,12,28,4,6,12,0,8,5,0,0,0,4,14,24,0,7,7,3,3,5,0,0,0,4,11,19,13,6,19,5,6,11,0,0,0,18,13,25,0,7,5,4,0,4,0,0,0,6,7,10,20,8,36,0,3,11,0,0,0,23,15,41,109,114,223,47,43,81,0,6,4,157,156,311,3,0,5,4,5,3,20,16,37,30,22,48,185,187,374,72,68,142,20,24,49,278,279,558,123,114,238,45,45,88,0,6,4,167,164,335,34,40,80,15,15,27,0,0,0,48,55,105,17,12,30,5,11,15,0,0
ILOC50600505,6,0,9,22,25,42,0,0,0,22,27,46,10,12,17,50,42,92,0,0,0,58,52,115,5,0,6,4,13,16,0,0,0,11,15,26,0,0,0,0,0,0,0,0,0,0,0,0,10,8,14,23,10,30,3,0,3,37,15,53,4,0,3,12,5,18,0,0,0,17,3,18,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,7,6,7,0,0,0,7,9,11,3,5,16,37,48,80,0,0,0,42,58,96,0,0,0,0,0,3,0,0,0,0,0,3,4,5,13,24,37,62,0,0,0,32,39,73,117,88,210,590,440,1030,3,5,8,709,533,1244,10,10,22,29,18,44,217,139,363,259,166,428,165,126,291,759,602,1358,223,147,374,1149,871,2016,123,89,217,602,465,1065,3,5,8,730,560,1286,22,22,45,97,102,202,5,0,5,128,125,255,4,4,11,23,11,35,0,0
ILOC50700101,10,33,47,733,1399,2125,3,21,23,744,1449,2193,27,49,83,616,872,1493,0,8,11,648,929,1579,7,6,8,325,375,697,0,3,3,328,380,711,0,0,3,100,210,308,0,3,3,94,211,307,24,32,55,504,520,1025,3,11,14,530,562,1093,17,22,36,529,404,929,5,8,11,545,428,974,3,0,9,87,84,175,0,0,0,92,85,179,4,8,17,201,231,437,0,3,3,209,245,459,41,46,92,765,1250,2019,3,10,6,808,1304,2110,3,7,5,144,133,281,0,0,4,150,138,287,20,30,52,610,933,1545,0,4,9,636,966,1604,207,199,407,4009,4233,8244,31,16,45,4248,4449,8698,42,35,75,311,338,645,368,365,736,720,742,1459,357,364,723,7189,8322,15517,410,425,835,7952,9117,17068,223,208,432,4301,4579,8881,27,22,47,4552,4810,9360,61,70,133,1683,2068,3755,13,20,28,1759,2158,3914,23,35,56,556,847,1404,0,14
ILOC50700102,9,22,25,851,1208,2056,4,10,18,867,1233,2101,30,36,66,797,938,1732,3,3,6,830,981,1813,5,8,11,365,334,702,3,6,9,376,345,717,0,0,0,57,42,101,0,0,3,61,43,104,19,15,32,532,403,932,5,7,14,550,427,979,15,11,20,547,310,862,8,0,8,564,318,882,0,0,0,75,52,132,3,0,3,82,54,137,3,3,15,191,175,358,0,0,6,197,183,373,27,41,76,756,1157,1913,0,8,13,787,1208,1994,0,0,0,113,77,185,0,0,0,114,79,192,19,22,38,757,894,1653,0,3,4,781,914,1697,183,174,355,6005,5796,11799,29,30,57,6220,5996,12217,171,29,201,610,403,1016,538,393,934,1319,824,2143,451,300,755,10039,9868,19908,586,449,1034,11076,10616,21691,198,185,381,6434,6216,12651,31,36,64,6662,6434,13093,65,63,126,2091,2204,4292,12,18,31,2165,2278,4445,12,20,34,636,746,1377,7,3
ILOC50700201,21,36,57,804,1080,1883,7,10,17,831,1131,1959,28,40,74,660,769,1427,10,9,21,700,820,1513,7,0,13,338,332,667,0,6,6,348,339,685,0,0,6,33,38,70,0,0,0,33,39,77,24,37,59,584,376,963,7,0,7,622,407,1028,24,17,40,579,293,873,4,5,8,599,309,913,8,8,11,105,67,167,0,0,0,106,75,181,14,9,24,245,191,442,3,0,3,265,201,467,31,48,78,585,884,1467,7,7,11,618,941,1556,0,3,7,112,76,189,0,0,0,112,84,196,16,35,47,598,704,1301,0,9,6,615,743,1363,230,170,395,4670,4322,8991,41,50,94,4939,4544,9484,22,23,52,623,251,872,933,797,1733,1583,1075,2660,355,329,679,8278,7583,15857,1001,875,1877,9634,8782,18413,231,182,415,4983,4629,9613,45,54,95,5263,4863,10128,71,75,142,1764,1787,3547,17,15,31,1849,1876,3716,21,23,43,596,592,1188,10,7
ILOC50700202,0,3,4,53,84,138,0,0,0,59,88,145,5,0,3,42,46,89,0,0,0,42,49,97,0,0,0,14,23,41,0,0,0,14,24,39,0,0,0,6,3,5,0,0,0,6,3,5,5,6,14,30,37,67,0,0,0,33,38,78,0,7,5,43,29,71,0,0,0,44,33,73,0,0,0,8,0,13,0,0,0,8,0,13,0,0,0,19,15,34,0,0,0,17,15,30,5,0,3,38,54,93,0,0,0,44,53,94,0,0,0,5,8,9,0,0,0,5,8,9,0,4,6,42,30,69,0,0,0,41,30,75,4,8,14,197,172,373,0,0,3,207,184,390,3,0,6,7,8,20,38,32,74,47,46,93,22,24,40,373,382,753,41,36,76,433,444,869,10,14,18,212,190,400,0,0,3,225,201,422,5,6,13,82,100,190,0,0,4,93,110,203,0,6,7,48,50,95,0,0
ILOC50700203,4,5,16,56,96,151,3,6,9,69,103,170,9,6,19,45,69,113,4,5,11,65,73,134,0,0,0,19,15,32,0,0,0,19,16,36,0,0,0,12,13,26,0,0,0,12,13,26,6,8,15,31,23,56,0,0,3,39,28,72,5,3,12,33,27,59,5,0,5,47,30,76,0,0,0,7,5,12,0,0,0,6,9,15,0,0,6,10,21,28,0,3,3,16,21,40,4,7,11,40,51,86,0,0,6,46,56,99,0,0,0,6,5,12,0,0,5,10,3,13,5,0,10,45,52,99,4,3,7,59,62,114,26,17,35,261,233,498,5,0,11,286,250,541,4,5,10,15,15,26,60,49,114,80,66,145,50,35,85,462,462,926,73,61,136,584,554,1138,28,14,42,280,260,544,5,4,10,312,281,596,9,10,11,101,108,205,4,3,6,109,117,220,4,4,4,45,54,98,5,0
ILOC50700204,0,0,0,26,53,73,0,0,0,26,53,73,3,3,3,8,19,29,0,0,0,9,20,34,0,0,0,12,11,23,0,0,0,12,11,23,0,0,0,0,0,3,0,0,0,0,0,4,4,3,13,20,12,32,0,0,0,28,17,37,0,0,5,22,14,42,0,0,0,25,21,45,0,0,0,13,10,23,0,0,0,15,10,21,0,0,0,7,8,20,0,0,0,7,10,18,0,9,5,16,31,52,0,0,0,17,38,56,0,0,0,0,6,5,0,0,0,4,6,4,0,4,4,19,16,35,0,0,0,19,20,34,22,20,39,85,91,173,0,0,0,102,114,213,0,0,0,15,16,24,66,64,132,79,79,154,30,32,64,176,216,387,69,63,134,276,305,582,22,18,38,91,100,186,0,0,0,111,119,227,5,7,14,34,58,96,0,0,0,41,61,107,0,3,7,28,30,55,0,0
ILOC50700205,5,5,5,122,201,324,0,4,4,127,208,333,5,7,11,67,120,185,0,0,0,76,118,199,0,0,4,71,68,137,0,0,0,72,70,140,0,0,0,17,33,44,0,0,4,15,30,50,9,10,16,91,68,159,3,0,3,105,77,176,10,7,13,103,56,169,0,0,0,114,66,182,3,0,3,16,19,38,0,0,0,24,19,46,3,0,9,35,28,64,0,0,0,36,33,74,6,9,16,88,109,198,0,0,0,91,125,213,0,0,4,14,13,28,0,0,0,12,15,31,0,3,7,87,114,200,0,0,0,90,113,207,22,42,58,536,519,1059,3,4,8,562,564,1125,3,0,5,42,48,88,103,75,179,151,123,277,42,65,108,1026,1067,2095,110,83,198,1185,1214,2399,22,42,61,591,559,1154,3,4,8,614,603,1222,12,11,19,233,294,529,0,8,9,241,311,552,8,0,14,101,111,207,5,0
ILOC50700301,5,16,20,645,1268,1914,4,11,19,654,1297,1952,16,31,50,512,701,1211,0,0,4,531,734,1268,6,4,6,293,334,633,0,0,0,300,341,638,0,0,4,85,160,241,0,10,14,87,171,260,8,15,27,479,388,875,4,0,8,491,412,905,7,9,15,451,314,763,3,4,10,455,331,789,3,6,11,87,78,166,0,0,0,87,80,174,4,8,10,153,163,320,0,0,0,157,179,329,20,29,53,654,967,1620,0,3,3,677,998,1676,5,0,4,92,104,199,0,0,5,99,104,204,20,22,42,534,792,1323,4,10,9,559,816,1376,110,116,227,4586,4545,9124,21,22,42,4707,4682,9389,5,15,26,322,316,638,431,343,771,763,676,1437,176,210,386,7466,8069,15535,464,397,857,8093,8679,16775,120,127,243,4854,4849,9700,22,24,51,4995,4999,9992,34,40,76,1528,1900,3427,6,19,26,1567,1963,3530,7,19,26,497,638,1133,3,3
