ILOC_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
ILOC50300302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,4,4,9,4,4,9,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,7,10,3,6,11,0,0,0,0,0,0,5,8,12,7,3,10,0,0,0,0,0,0,7,3,13,16,24,39,0,0,0,0,0,0,16,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,12,23,34,0,0,0,0,0,0,12,23,34,0,0,0,0,0,0,0,0,0,0,0,0,16,28,42,0,0,0,0,0,0,12,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,0
ILOC50300402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,3,4,0,0,0,6,4,10,0,5,6,6,3,4,0,3,3,5,10,15,0,0,0,4,0,9,0,0,0,4,0,9,60,54,106,0,0,0,0,0,0,60,54,106,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,0,0,0,9,4,7,55,51,103,0,0,0,0,0,0,55,51,103,0,0,0,0,0,0,0,0,0,0,0,0,19,22,37,0,0,0,0,0,0,24,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,25,0,0,0,0,0,0,16,8,25,0,0,0,0,0,0,0,0,0,0,0,0,16,8,25,0,0,0,0,0,0,16,8,25,12,17,31,3
ILOC50300403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,9,0,0,0,3,6,7,4,3,4,0,3,9,0,0,0,3,6,7,0,0,0,5,4,7,0,0,0,5,4,7,52,52,104,0,0,0,0,0,0,52,52,104,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,50,53,103,0,0,0,0,0,0,50,53,103,0,0,0,0,0,0,0,0,0,0,0,0,50,42,88,0,0,0,0,0,0,50,42,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,13,5
ILOC50300405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,4,8,9,4,7,8,0,0,0,0,0,0,4,8,9,24,24,49,0,0,0,0,0,0,24,21,46,10,10,27,0,0,0,0,0,0,10,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,27,0,0,0,0,0,0,10,10,27,0,0,0,0,0,0,0,0,0,0,0,0,20,10,32,0,0,0,0,0,0,20,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,48,0
ILOC50300406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,4,4,3,5,9,5,4,6,0,3,3,5,7,10,0,0,0,5,4,8,57,76,129,0,0,0,0,0,0,57,76,129,0,4,5,0,0,0,0,0,0,0,4,5,4,5,6,0,0,0,0,0,0,4,5,6,51,72,121,0,0,0,0,0,0,51,72,121,0,0,0,0,0,0,0,0,0,0,0,0,18,16,26,0,0,0,0,0,0,12,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,27,40,0,0,0,0,0,0,15,27,40,0,0,0,0,0,0,0,0,0,0,0,0,15,27,40,0,0,0,0,0,0,15,27,40,12,21,38,3
ILOC50300407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,4,9,0,0,0,9,4,12,3,4,3,5,4,9,0,0,0,9,3,14,0,0,0,3,6,6,0,0,0,3,6,6,50,50,98,0,0,0,0,0,0,50,50,98,0,0,0,3,0,3,0,0,0,3,0,5,7,6,11,0,0,0,0,0,0,7,6,11,38,42,81,0,0,0,0,0,0,38,42,81,0,0,0,0,0,0,0,0,0,0,0,0,16,16,35,7,7,5,0,0,0,24,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,5,9,12,0
ILOC50300408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19,5,5,9,0,0,0,9,16,28,9,18,29,5,5,9,5,0,3,18,23,43,0,0,0,7,8,18,0,0,0,7,8,15,75,78,151,0,0,0,0,0,0,75,78,151,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,10,3,13,63,72,135,0,0,0,0,0,0,63,72,135,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,9,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,28,0,0,0,0,0,0,13,17,28,0,0,0,0,0,0,0,0,0,0,0,0,13,17,28,0,0,0,0,0,0,13,17,28,0,10,9,7
ILOC50300409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,35,1046,238,1281,1108,196,1307,2176,445,2622,23,7,37,1069,247,1314,1123,196,1319,2214,455,2665,55,34,91,341,131,475,5,4,6,398,169,572,38,58,90,0,0,0,0,0,3,38,57,92,0,0,0,47,17,59,0,0,0,49,17,63,0,0,0,0,0,0,0,0,0,0,0,0,36,58,89,0,0,0,0,0,3,38,57,91,0,0,0,6,0,7,0,0,0,6,0,7,28,29,55,148,67,209,0,0,4,179,93,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,63,63,123,217
ILOC50300410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,9,22,28,5,36,43,18,59,0,4,4,16,9,22,28,5,36,43,18,59,3,0,6,8,4,11,0,0,0,11,10,19,38,56,90,0,0,0,0,0,0,38,56,90,0,0,0,0,0,3,0,0,0,0,0,3,4,8,11,0,0,0,0,0,0,4,8,11,35,46,84,0,0,0,0,0,0,35,46,84,0,0,0,0,0,0,0,0,0,0,0,0,7,5,18,3,0,6,0,0,0,13,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,6,4,5,14,29,46,5
ILOC50300501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,38,202,66,267,179,47,225,392,125,523,18,17,38,205,64,270,180,47,225,402,131,533,24,36,60,157,134,293,4,4,5,188,170,361,13,26,44,0,0,0,0,0,0,16,26,47,0,3,4,29,13,49,0,0,0,34,14,53,0,0,0,0,0,0,0,0,0,0,0,0,17,25,42,0,0,0,0,0,0,14,25,45,0,0,0,10,9,17,0,0,0,10,9,17,16,31,41,71,59,122,0,0,3,84,88,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,26,35,63,102
ILOC50300502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,43,1069,239,1306,1049,208,1254,2142,463,2609,28,14,48,1073,241,1310,1050,208,1259,2147,467,2617,48,30,78,489,242,734,0,0,0,535,272,811,10,17,30,0,0,0,0,0,0,13,17,29,0,0,0,67,36,99,0,0,0,67,36,99,0,0,0,0,0,0,0,0,0,0,0,0,14,17,26,0,0,0,0,0,0,14,17,27,0,0,0,5,3,9,0,0,0,5,3,9,28,28,58,183,107,288,0,0,0,209,132,343,0,0,0,6,5,7,0,0,0,6,5,7,0,0,0,11,5,18,0,0,0,11,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,30,20,47,338
ILOC50300503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,5,6,10,0,0,0,5,3,4,0,0,0,9,6,10,0,0,0,4,11,11,0,0,0,4,9,15,22,22,47,0,0,0,0,0,0,22,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,6,3,20,20,40,0,0,0,0,0,0,20,20,40,0,0,0,0,0,0,0,0,0,0,0,0,8,13,27,0,0,0,0,0,0,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,14,10,23,6
ILOC50300601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,14,12,28,0,0,3,19,19,38,3,8,11,14,12,28,0,0,3,24,21,40,9,4,16,34,26,52,0,0,0,37,27,65,190,220,403,0,0,0,0,0,0,190,220,403,0,0,3,4,8,7,0,0,0,6,7,10,13,12,28,0,0,0,0,0,0,13,12,28,174,196,372,0,0,0,0,0,0,174,196,372,0,0,0,0,0,0,0,0,0,0,0,0,105,106,216,11,12,20,0,0,0,113,117,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,58,0,0,0,0,0,0,26,31,58,0,0,0,0,0,0,0,0,0,0,0,0,26,31,58,0,0,0,0,0,0,26,31,58,72,77,150,21
ILOC50300701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,24,349,94,444,279,51,330,640,160,799,14,15,27,353,94,449,278,51,331,643,165,808,14,13,27,137,55,195,0,0,0,157,73,223,50,53,97,0,0,0,0,0,0,50,53,97,0,0,0,16,11,32,0,0,0,16,15,31,0,0,4,0,0,0,0,0,0,0,0,4,47,49,93,0,0,0,0,0,0,47,49,93,0,0,0,0,0,3,0,0,0,0,0,3,12,21,34,68,39,100,0,0,0,81,59,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,81,86
ILOC50400101,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,25,6,30,557,423,978,65,14,81,644,439,1085,25,6,32,557,423,978,65,14,81,647,439,1090,44,35,78,72,53,128,0,0,0,117,89,205,30,29,62,0,0,0,0,0,0,30,29,62,0,0,0,6,7,18,0,0,0,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0,34,29,59,0,0,0,0,0,0,34,29,59,0,0,0,0,0,0,0,0,0,0,0,0,29,27,54,20,18,43,0,0,0,52,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,30,0,0,0,0,0,0,18,13,30,0,0,0,0,0,0,0,0,0,0,0,0,18,13,30,0,0,0,0,0,0,18,13,30,27,23,51,45
ILOC50400102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,0,0,0,12,6,22,0,0,0,7,7,15,0,0,5,10,11,23,9,12,24,5,3,8,0,0,0,9,19,28,6,13,18,0,0,0,0,0,0,6,13,18,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,13,18,0,0,0,0,0,0,6,13,18,0,0,0,0,6,6,0,0,0,0,6,6,4,9,14,0,0,3,0,0,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,0,0,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,0,0,0,0,3,5,13,6,14,16,0
ILOC50400103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,16,29,45,0,5,6,18,41,58,4,4,6,16,29,45,9,4,16,24,40,65,55,57,111,10,13,23,0,0,0,68,72,133,142,141,276,0,0,0,0,0,0,136,141,276,0,0,0,0,4,3,0,0,0,0,4,3,10,6,16,0,0,0,0,0,0,10,6,16,134,131,264,0,0,0,0,0,0,129,131,261,0,0,0,0,0,0,0,0,0,0,0,0,161,150,314,3,9,13,0,0,0,166,161,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,13,0,0,0,0,0,0,11,8,13,0,0,0,0,0,0,0,0,0,3,0,4,7,8,17,0,0,0,0,0,0,11,10,17,15,15,29,9
ILOC50400201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,17,17,30,0,0,0,25,23,43,12,13,25,16,17,34,0,0,0,27,29,55,4,3,7,9,15,31,0,0,0,15,23,36,223,199,415,0,0,0,0,0,0,220,199,418,0,0,0,0,3,4,0,0,0,0,3,4,19,19,38,0,0,0,0,0,0,19,19,38,196,169,363,0,0,0,0,0,0,197,169,369,0,0,0,0,0,0,0,0,0,0,0,0,179,161,341,12,10,21,0,0,0,190,175,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29,0,0,0,0,0,0,12,17,29,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29,0,0,0,0,0,0,12,17,29,28,18,41,0
ILOC50400202,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,26,8,27,278,280,554,57,45,105,355,330,688,26,8,27,278,280,554,57,45,105,355,330,688,8,4,16,34,24,64,0,0,0,43,32,77,25,31,54,0,0,4,0,0,0,31,29,62,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,30,57,0,0,4,0,0,0,30,33,58,0,0,0,0,0,0,0,0,0,0,0,0,28,21,51,10,20,29,0,0,0,41,40,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,9,3,9,26
ILOC50400203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,3,4,6,3,6,9,3,4,10,0,0,0,7,12,16,7,11,17,0,0,4,0,0,0,13,12,22,43,61,102,0,0,0,0,0,0,43,61,102,0,0,0,4,0,3,0,0,0,4,0,3,3,0,7,0,0,0,0,0,0,3,0,7,35,57,97,0,0,0,0,0,0,35,57,97,0,0,0,0,0,0,0,0,0,0,0,0,51,67,119,4,0,3,0,0,0,53,73,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0
ILOC50400204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,9,17,0,17,3,0,6,0,0,0,9,0,8,17,5,14,15,11,22,11,11,15,0,0,0,25,19,45,55,72,130,0,0,0,0,0,0,55,77,134,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,5,9,12,47,62,106,0,0,0,0,0,0,47,62,106,0,0,0,0,0,0,0,0,0,0,0,0,49,63,110,7,8,13,0,0,0,49,70,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,13,12,22,3
ILOC50400205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,7,4,8,12,11,23,0,5,4,0,0,0,12,10,26,41,40,83,0,0,0,0,0,0,41,40,83,4,0,4,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,5,43,36,82,0,0,0,0,0,0,43,36,82,0,0,0,0,0,0,0,0,0,0,0,0,41,38,77,0,3,6,0,0,0,40,44,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0
ILOC50400301,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,16,28,144,109,254,69,34,105,226,159,387,12,25,42,149,108,258,69,38,109,230,173,404,227,269,499,110,96,203,15,8,30,348,384,730,87,107,194,3,0,3,0,0,0,92,103,200,3,3,6,32,33,65,0,0,6,30,41,74,8,10,14,0,0,0,0,0,0,8,10,14,70,89,155,3,0,3,0,0,0,74,89,162,0,0,0,3,6,9,0,0,0,3,6,9,190,243,437,69,67,131,16,15,27,272,323,596,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,107,113,215,75
